"S1021-545X2013000200003-sza","A historical perspective on the recognition of same-sex unions in South Africa","de Ru, H","Fundamina; 19(2); 221-250","Fundamina","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1021-545X2013000200003&lang=pt" 
"S1017-04992013000200011-sza","&quot;... they had all things in common&quot;: Calvin&#039;s exposition of the community of goods in some key texts in Acts","van Alten, Erik","Studia Historiae Ecclesiasticae; 39(2); 181-196","Studia Historiae Ecclesiasticae","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1017-04992013000200011&lang=pt" 
"S1017-04992013000200012-sza","The role of the Dutch Reformed Mission Church and the Dutch Reformed Church in Africa in the struggle for justice in South Africa, 1986-1990","Kritzinger, Klippies","Studia Historiae Ecclesiasticae; 39(2); 197-221","Studia Historiae Ecclesiasticae","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1017-04992013000200012&lang=pt" 
"S1017-04992013000200013-sza","Across the bridge: Polokwane Uniting Reformed Church of Southern Africa from dependency to autonomy","Kgatla, Thias, Saayman, Willem","Studia Historiae Ecclesiasticae; 39(2); 223-235","Studia Historiae Ecclesiasticae","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1017-04992013000200013&lang=pt" 
"S1017-04992013000200014-sza","How Vatican II renewed South African Catholicism - as perceived by The Southern Cross 1962-1968","Egan, Anthony","Studia Historiae Ecclesiasticae; 39(2); 239-257","Studia Historiae Ecclesiasticae","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1017-04992013000200014&lang=pt" 
"S1017-04992013000200015-sza","Struggle for justice and fullness of life: Catholic Social Teaching in Genesis and development of South African black theology (with specific reference to Buti Tlhagale and Mandlenkosi Zwane)","Mbanjwa, Zaba Gregory","Studia Historiae Ecclesiasticae; 39(2); 259-281","Studia Historiae Ecclesiasticae","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1017-04992013000200015&lang=pt" 
"S1017-04992013000200016-sza","The impact of Christianity on sub-Saharan Africa","Manala, Matsobane J","Studia Historiae Ecclesiasticae; 39(2); 285-302","Studia Historiae Ecclesiasticae","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1017-04992013000200016&lang=pt" 
"S1017-04992013000200017-sza","AICs as a gendered space in Harare, Zimbabwe: revisiting the role and place of women","Mapuranga, Tapiwa Praise","Studia Historiae Ecclesiasticae; 39(2); 303-317","Studia Historiae Ecclesiasticae","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1017-04992013000200017&lang=pt" 
"S1017-04992013000200009-sza","African intermediaries: African evangelists, the Dutch Reformed Church, and the Evangelisation of the southern Shona in the late 19th century","Mujere, Joseph","Studia Historiae Ecclesiasticae; 39(2); 133-148","Studia Historiae Ecclesiasticae","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1017-04992013000200009&lang=pt" 
"S1017-04992013000200008-sza","A critical black analysis of the church&#039;s role in the post-apartheid struggle for socio-economic justice","Vellem, Vuyani","Studia Historiae Ecclesiasticae; 39(2); 113-130","Studia Historiae Ecclesiasticae","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1017-04992013000200008&lang=pt" 
"S1017-04992013000200007-sza","Revival of a kairos consciousness: Prolegomena to a research focus on religious and social change in post-apartheid South Africa","Swart, Ignatius","Studia Historiae Ecclesiasticae; 39(2); 85-111","Studia Historiae Ecclesiasticae","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1017-04992013000200007&lang=pt" 
"S1017-04992013000200006-sza","The historical foundation of the mission churches and African Independent Churches in South Africa: matters of the church and the environment","Madise, Mokhele","Studia Historiae Ecclesiasticae; 39(2); 71-81","Studia Historiae Ecclesiasticae","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1017-04992013000200006&lang=pt" 
"S1017-04992013000200001-sza","Editorial","Landman, Christina","Studia Historiae Ecclesiasticae; 39(2); xiii-xv","Studia Historiae Ecclesiasticae","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1017-04992013000200001&lang=pt" 
"S1017-04992013000200005-sza","Environment, world-view and healing among the Zulu Christians (19th and 20th centuries)","Henriques, Alan C","Studia Historiae Ecclesiasticae; 39(2); 57-69","Studia Historiae Ecclesiasticae","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1017-04992013000200005&lang=pt" 
"S1017-04992013000200004-sza","Environmental management and African indigenous resources: echoes from Mutira Mission, Kenya (1912-2012)","Gathogo, Julius","Studia Historiae Ecclesiasticae; 39(2); 33-56","Studia Historiae Ecclesiasticae","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1017-04992013000200004&lang=pt" 
"S1017-04992013000200003-sza","From a farm road to a public highway: The Dutch Reformed Church and its changing views regarding the city and urbanisation in the first half of the 20th century (1916-1947)","Vosloo, Robert","Studia Historiae Ecclesiasticae; 39(2); 19-32","Studia Historiae Ecclesiasticae","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1017-04992013000200003&lang=pt" 
"S1017-04992013000200002-sza","The search for common understanding with regard to ecology and justice in the Uniting Reformed Church in Southern Africa","van Huffel, Mary Anne Plaatjies","Studia Historiae Ecclesiasticae; 39(2); 1-17","Studia Historiae Ecclesiasticae","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1017-04992013000200002&lang=pt" 
"S0718-27242013000300060-chl","Innovation in Innovation Management: the Experience of Petrobras Centers and Networks of Excellence Program","de Britto Pires, Ana Maria, Lima Cruz Teixeira, Francisco, Hastenreiter Filho, Horacio Nelson, Goes Oliveira, Sergio Ricardo","Journal of technology management &amp; innovation; 8(); 60-60","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300060&lang=pt" 
"S0718-27242013000300067-chl","R,D and I in Electric Sector: a Management Model","Alves de Moraes, Edmilson, Varela, Carmen Augusta","Journal of technology management &amp; innovation; 8(); 67-67","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300067&lang=pt" 
"S0718-27242013000300066-chl","User-Producer Interaction in the Brazilian Oil Industry: The Relationship Between Petrobras and its Suppliers of Wet Christmas Tree","Guimarães Gielfi, Giovanna, Müller Pereira, Newton, Gomes, Rogério, Cardoso de Barros Fornari, Vinícius","Journal of technology management &amp; innovation; 8(); 66-66","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300066&lang=pt" 
"S0718-27242013000300064-chl","Expectations of FINEP and São Paulo Anjos Agents Concerning the Use of Venture Capital in Technology-Based Small and Medium Enterprises","Barbosa de Moraes, Marcela, Lobosco, Antonio, Lima, Edmilson","Journal of technology management &amp; innovation; 8(); 64-64","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300064&lang=pt" 
"S0718-27242013000300070-chl","Cloud Computing and Information Technology Strategy","Carlos Junior, Antonio Mariano, Biancolino, Cesar Augusto, Maccari, Emerson Antonio","Journal of technology management &amp; innovation; 8(); 70-70","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300070&lang=pt" 
"S0718-27242013000300072-chl","The Use of Information Systems in Health Care Facilities: A Brazilian Case","Brattig Correia, Rion, Chiodini, Jorge, Dalfovo, Oscar, Silva, Luiz Henrique, Teske, Rosicler","Journal of technology management &amp; innovation; 8(); 72-72","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300072&lang=pt" 
"S0718-27242013000300073-chl","Knowledge Management and Innovation: The Role of Virtual Social Networks in Innovative Consumer Behavior","Grützmann, André, Felício Macedo, Fernanda Maria, Zambalde, André Luiz","Journal of technology management &amp; innovation; 8(); 73-73","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300073&lang=pt" 
"S0718-27242013000300040-chl","The Evaluation of Innovation Processes from the Perspective of Territorial Development","Arrillaga, Hugo, Grand, Lucila, Ramírez, Natalia","Journal of technology management &amp; innovation; 8(); 40-40","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300040&lang=pt" 
"S0718-27242013000300043-chl","Barriers and Facilitators of Collaborative Management in Technological Innovation Projects","Hierro Parolin, Sonia Regina, Vasconcellos, Eduardo, Volpato, Maricilia, Marcelo Laurindo, Alisson","Journal of technology management &amp; innovation; 8(); 43-43","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300043&lang=pt" 
"S0718-27242013000300042-chl","El Comportamiento Innovador en Valor Agregado del Sector Agrícola en el Estado de Sinaloa","Flores Leal, Pedro, Soto Flores, María del Rocio","Journal of technology management &amp; innovation; 8(); 42-42","Journal of technology management &amp; innovation","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300042&lang=pt" 
"S0718-27242013000300049-chl","The Selection of Partners in Technological Alliances Projects","Paixao Garcez, Marcos, Sbragia, Roberto","Journal of technology management &amp; innovation; 8(); 49-49","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300049&lang=pt" 
"S0718-27242013000300052-chl","Proceso de Construcción del Sistema Regional de Innovación de la Biotecnología para la Agricultura, la Agroindustria y la Bioindustria - SRIB en el Valle del Cauca - Colombia","Sánchez-Mejía, Myriam, Gutiérrez-Terán, Ana-Milena","Journal of technology management &amp; innovation; 8(); 52-52","Journal of technology management &amp; innovation","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300052&lang=pt" 
"S0718-27242013000300056-chl","ALTEC y la Gestión Tecnológica en Iberoamérica: Investigación y Gestión en las Empresas","González, Domingo, Sbragia, Roberto, Galante, Oscar, Soto, Rocío, Valdivieso, Renato","Journal of technology management &amp; innovation; 8(); 56-56","Journal of technology management &amp; innovation","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300056&lang=pt" 
"S0718-27242013000300057-chl","Implementing Open Innovation: The Case of Natura, IBM and Siemens","Ades, Cely, Figlioli, Aline, Sbragia, Roberto, Porto, Geciane, Ary Plonski, Guilherme, Celadon, Kleber","Journal of technology management &amp; innovation; 8(); 57-57","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300057&lang=pt" 
"S0718-27242013000300055-chl","Espacios Transnacionales de Conocimiento a Través de la Formación de Redes en Nanotecnología","Suárez, Marcela","Journal of technology management &amp; innovation; 8(); 55-55","Journal of technology management &amp; innovation","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300055&lang=pt" 
"S0718-27242013000300058-chl","Integration Practices for the Technological Innovation of Products: Case Studies at Two Large Technological Companies","Jugend, Daniel, da Silva, Sérgio Luis, Magnanini Almeida, Luís Fernando, Gobbo Junior, José Alcides","Journal of technology management &amp; innovation; 8(); 58-58","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300058&lang=pt" 
"S0718-27242013000300059-chl","Conformity Assessment as a Tool for Organizational Learning in Large Engineering and Construction Projects","Assalim, Luciano, Ludovico de Almeida, Maria Fatima","Journal of technology management &amp; innovation; 8(); 59-59","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300059&lang=pt" 
"S0718-27242013000300046-chl","Contributions of Social Networking for Innovation","Cartoni, Daniela, Gardim, Nanci, Caballero, Sergio, Silveira, Marco Antonio","Journal of technology management &amp; innovation; 8(); 46-46","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300046&lang=pt" 
"S0718-27242013000300050-chl","El Patentamiento Universitario en Colombia","González-Gélvez, Diana Milena, Jaime, Astrid","Journal of technology management &amp; innovation; 8(); 50-50","Journal of technology management &amp; innovation","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300050&lang=pt" 
"S0718-27242013000300031-chl","Conception and Execution of an Energy Innovation Program: Top-Down and Bottom-Up Analyses of the Brazilian National Program for Production and Use of Biodiesel","Mantovani Martiniano de Azevedo, Adalberto, Müller Pereira, Newton","Journal of technology management &amp; innovation; 8(); 31-31","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300031&lang=pt" 
"S0718-27242013000300028-chl","Vegetable Charcoal and Pyroligneous Acid: Technological, Economical and Legal Aspects of its Production and Commerce","Daroit, Doriana, Dewes Moura, Angela Beatrice, Domingues Martins, Igor Paulo","Journal of technology management &amp; innovation; 8(); 28-28","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300028&lang=pt" 
"S0718-27242013000300010-chl","Test-Driven Development as an Innovation Value Chain","Ress, Ana Paula, de Oliveira Moraes, Renato, Salerno, Mário Sérgio","Journal of technology management &amp; innovation; 8(); 10-10","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000300010&lang=pt" 
"S0026-17422013000500002-mex","Los ácidos grasos y la lipotoxicidad: implicaciones metabólicas","Martínez Sámano, Jesús, Torres Durán, Patricia Victoria, Juárez Oropeza, Marco Antonio","Revista de la Facultad de Medicina (México); 56(1); 05-18","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000500002&lang=pt" 
"S0026-17422013000500009-mex","Robert Lefkowitz y Brian Kobilka: premios Nobel 2012","García-Sáinz, J. Adolfo","Revista de la Facultad de Medicina (México); 56(1); 59-63","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000500009&lang=pt" 
"S0026-17422013000500008-mex","Enfermedad periodontal y diabetes mellitus, influencia bidireccional","","Revista de la Facultad de Medicina (México); 56(1); 55-58","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000500008&lang=pt" 
"S0026-17422013000500003-mex","Estatinas en adultos mayores, una población creciente","Soto Hernández, Karla Andrea, Loza Escutia, Omar, García Mendoza, Nayeli, Rodríguez Galván, Karen Guadalupe, Sánchez-Reyes, Leticia, Fanghänel Salmón, Guillermo","Revista de la Facultad de Medicina (México); 56(1); 19-29","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000500003&lang=pt" 
"S0026-17422013000500001-mex","Las razones del éxito","Álvarez Cordero, Rafael","Revista de la Facultad de Medicina (México); 56(1); 03-04","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000500001&lang=pt" 
"S0026-17422013000500007-mex","La biblioteca de la Facultad de Medicina de la UNAM: Antecedentes y desarrollo 1992-2012","Díaz Castorena, Javier Cruz, Flores Macías, David, Reyes Leal, Virginia","Revista de la Facultad de Medicina (México); 56(1); 47-54","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000500007&lang=pt" 
"S0026-17422013000500006-mex","Anemia diseritropoyética congénita, hemosiderosis secundaria. Caso CONAMED","Dubón Peniche, María del Carmen, Romero Vilchis, María Eugenia, López Nieves, Blanca Isabel","Revista de la Facultad de Medicina (México); 56(1); 40-46","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000500006&lang=pt" 
"S0026-17422013000500005-mex","Haga su propio diagnóstico","Ramírez Arias, José Luis","Revista de la Facultad de Medicina (México); 56(1); 39-39","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000500005&lang=pt" 
"S0026-17422013000500004-mex","Púrpura trombocitopénica trombótica: Informe de un caso y revisión de la fisiopatología","Salazar Morales, Miguel Fernando, Reyes Castro, María Magdalena","Revista de la Facultad de Medicina (México); 56(1); 30-38","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000500004&lang=pt" 
"S0026-17422013000500010-mex","Las cumbres de las ciencias y las artes; Premios Nobel","Álvarez Cordero, Rafael","Revista de la Facultad de Medicina (México); 56(1); 59-63","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000500010&lang=pt" 
"S1415-52732013000100011-scl","","","Revista de Nutrição; 26(1); -","Revista de Nutrição","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732013000100011&lang=pt" 
"S0104-42302013000100004-scl","Anafilaxia: diagnóstico","","Revista da Associação Médica Brasileira; 59(1); 7-17","Revista da Associação Médica Brasileira","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302013000100004&lang=pt" 
"S0104-42302013000100010-scl","Nutritional status in the oldest elderly and associated factors","Boscatto, Elaine Caroline, Duarte, Maria de Fátima da Silva, Coqueiro, Raildo da Silva, Barbosa, Aline Rodrigues","Revista da Associação Médica Brasileira; 59(1); 40-47","Revista da Associação Médica Brasileira","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302013000100010&lang=pt" 
"S0104-42302013000100011-scl","Correlação entre indicadores de obesidade abdominal e lipídeos séricos em idosos","Rocha, Fabiana Lucena, Menezes, Tarciana Nobre de, Melo, Rômulo Lustosa Pimenteira de, Pedraza, Dixis Figueroa","Revista da Associação Médica Brasileira; 59(1); 48-55","Revista da Associação Médica Brasileira","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302013000100011&lang=pt" 
"S0104-42302013000100012-scl","Efeitos do exercício físico e da orientação nutricional no perfil de risco cardiovascular de crianças obesas","Poeta, Lisiane Schilling, Duarte, Maria de Fátima da Silva, Caramelli, Bruno, Jorge, Mota, Giuliano, Isabela de Carlos Back","Revista da Associação Médica Brasileira; 59(1); 56-63","Revista da Associação Médica Brasileira","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302013000100012&lang=pt" 
"S0104-42302013000100013-scl","Metabolic syndrome in obese adolescents: what is enough?","Sewaybricker, Leticia Esposito, Antonio, Maria Ângela R.G.M., Mendes, Roberto Teixeira, Barros Filho, Antonio de Azevedo, Zambon, Mariana Porto","Revista da Associação Médica Brasileira; 59(1); 64-71","Revista da Associação Médica Brasileira","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302013000100013&lang=pt" 
"S0104-42302013000100015-scl","Atualização em pneumonia comunitária viral","Rocha Neto, Ozéas Galeno da, Leite, Ricardo Ferreira, Baldi, Bruno Guedes","Revista da Associação Médica Brasileira; 59(1); 78-84","Revista da Associação Médica Brasileira","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302013000100015&lang=pt" 
"S0104-42302013000100016-scl","Proteína C reativa: aplicações clínicas e propostas para utilização racional","Aguiar, Francisco J.B., Ferreira-Júnior, Mario, Sales, Maria M., Cruz-Neto, Luiz M., Fonseca, Luiz A.M., Sumita, Nairo M., Duarte, Nilo J.C., Lichtenstein, Arnaldo, Duarte, Alberto J.S.","Revista da Associação Médica Brasileira; 59(1); 85-92","Revista da Associação Médica Brasileira","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302013000100016&lang=pt" 
"S0104-42302013000100001-scl","Dois dias e duas visitas muito especiais na sede da RAMB","Caramelli, Bruno","Revista da Associação Médica Brasileira; 59(1); 1-2","Revista da Associação Médica Brasileira","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302013000100001&lang=pt" 
"S0104-42302013000100005-scl","Atualização em hérnia de disco cervical","Bernardo, Wanderley M., Herrero, Carlos Fernando Pereira da Silva, Canto, Fabiano Ricardo de Tavares, Façanha Filho, Fernando Antonio, Delfino, Helton, Mudo, Marcelo Luis, Taricco, Mario Augusto, Moraes, Osmar J.S., Simões, Ricardo dos Santos, Botelho, Ricardo Vieira, Neves, Robert, Zylbersztein, Sérgio","Revista da Associação Médica Brasileira; 59(1); 14-14","Revista da Associação Médica Brasileira","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302013000100005&lang=pt" 
"S0104-42302013000100003-scl","Burning sensation and rupture of a totally implantable venous catheter","Lima, Cristiane Maria Mártires de, Silvah, José Henrique da, Suen, Vivian Marques Miguel, Cunha, Selma Freire de Carvalho da, Marchini, Júlio Sérgio","Revista da Associação Médica Brasileira; 59(1); 5-6","Revista da Associação Médica Brasileira","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302013000100003&lang=pt" 
"S0104-42302013000100009-scl","Malformações congênitas do pâncreas: um caso clínico","Bento, Ana, Baptista, Hamilton, Oliveira, Fernando","Revista da Associação Médica Brasileira; 59(1); 35-39","Revista da Associação Médica Brasileira","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302013000100009&lang=pt" 
"S0104-42302013000100008-scl","Manejo clínico e obstétrico em gestantes portadoras de hepatite autoimune complicada pela plaquetopenia moderada ou grave","Nomuras, Roseli Mieko Yamamoto, Kleine, Rodolpho Truffa, Igai, Ana Maria Kondo, Francisco, Rossana Pulcineli Vieira, Zugaib, Marcelo","Revista da Associação Médica Brasileira; 59(1); 28-34","Revista da Associação Médica Brasileira","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302013000100008&lang=pt" 
"S0104-42302013000100002-scl","Alternativa para sedação pré-anestésica e para procedimentos em crianças: uso do midazolam intranasal","Mekitarian Filho, Eduardo","Revista da Associação Médica Brasileira; 59(1); 3-4","Revista da Associação Médica Brasileira","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302013000100002&lang=pt" 
"S0104-42302013000100006-scl","Trends in prostate cancer incidence and mortality in a mid-sized Northeastern Brazilian city","Lima, Carlos Anselmo, Silva, Angela Maria da, Kuwano, André Yoichi, Rangel, Margareth Rose Uchôa, Macedo-Lima, Matheus","Revista da Associação Médica Brasileira; 59(1); 15-20","Revista da Associação Médica Brasileira","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302013000100006&lang=pt" 
"S0104-42302013000100007-scl","Cystatin C, kidney function, and cardiovascular risk factors in primary hypertension","Salgado, João Victor, França, Ana Karina, Cabral, Nayra Anielly, Lages, Joyce, Ribeiro, Valdinar Sousa, Santos, Alcione Miranda, Salgado, Bernardete Jorge","Revista da Associação Médica Brasileira; 59(1); 21-27","Revista da Associação Médica Brasileira","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302013000100007&lang=pt" 
"S0104-42302013000100014-scl","Diretrizes nacionais para biorrepositório e biobanco de material biológico humano","Marodin, Gabriela, Salgueiro, Jennifer Braathen, Motta, Márcia da Luz, Santos, Leonor Maria Pacheco","Revista da Associação Médica Brasileira; 59(1); 72-77","Revista da Associação Médica Brasileira","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302013000100014&lang=pt" 
