"S1517-83822016000300658-scl","Production of mycelial biomass by the Amazonian edible mushroom Pleurotus albidus","Kirsch, Larissa de Souza, Macedo, Ana Júlia Porto de, Teixeira, Maria Francisca Simas","Brazilian Journal of Microbiology; 47(3); 658-664","Brazilian Journal of Microbiology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822016000300658&lang=pt" 
"S0104-59702016000300597-scl","Ciência e miscigenação racial no início do século XX: debates e controvérsias de Edgard Roquette-Pinto com a antropologia física norte-americana","Souza, Vanderlei Sebastião de","História, Ciências, Saúde-Manguinhos; 23(3); 597-614","História, Ciências, Saúde-Manguinhos","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300597&lang=pt" 
"S0104-59702016000300799-scl","Maria Bandeira: uma botânica pioneira no Jardim Botânico do Rio de Janeiro","Bediaga, Begonha, Peixoto, Ariane Luna, Filgueiras, Tarciso S.","História, Ciências, Saúde-Manguinhos; 23(3); 799-822","História, Ciências, Saúde-Manguinhos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300799&lang=pt" 
"S0104-59702016000300757-scl","A ceroplastia e a medicina legal na Faculdade de Medicina da Universidade de São Paulo, 1934-1950","Carreta, Jorge Augusto","História, Ciências, Saúde-Manguinhos; 23(3); 757-777","História, Ciências, Saúde-Manguinhos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300757&lang=pt" 
"S0104-59702016000300703-scl","Negociando saberes e poderes: a Política Nacional de Atenção Integral à Saúde do Homem e a Sociedade Brasileira de Urologia","Müller, Rita Flores, Birman, Joel","História, Ciências, Saúde-Manguinhos; 23(3); 703-717","História, Ciências, Saúde-Manguinhos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300703&lang=pt" 
"S0104-59702016000300653-scl","Historiografia brasileira e meio ambiente: as contribuições de Sérgio Buarque de Holanda e o debate contemporâneo da história ambiental","Losada, Janaina Zito","História, Ciências, Saúde-Manguinhos; 23(3); 653-668","História, Ciências, Saúde-Manguinhos","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300653&lang=pt" 
"S0104-59702016000300591-scl","Carta dos editores","Cueto, Marcos, Silva, André Felipe Cândido da","História, Ciências, Saúde-Manguinhos; 23(3); 591-594","História, Ciências, Saúde-Manguinhos","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300591&lang=pt" 
"S0104-59702016000300914-scl","Activismo estadounidense en la historia de la salud internacional","Cueto, Marcos","História, Ciências, Saúde-Manguinhos; 23(3); 914-916","História, Ciências, Saúde-Manguinhos","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300914&lang=pt" 
"S0104-59702016000300917-scl","Múltiplas leituras sobre o sertão oeste","Funes, Eurípedes Antônio","História, Ciências, Saúde-Manguinhos; 23(3); 917-920","História, Ciências, Saúde-Manguinhos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300917&lang=pt" 
"S0104-59702016000300615-scl","Política de saneamento básico no Brasil: discussão de uma trajetória","Sousa, Ana Cristina A. de, Costa, Nilson do Rosário","História, Ciências, Saúde-Manguinhos; 23(3); 615-634","História, Ciências, Saúde-Manguinhos","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300615&lang=pt" 
"S0104-59702016000300899-scl","A nova história das ciências: entrevista com Dominique Pestre","Pestre, Dominique, Romero, Mariza","História, Ciências, Saúde-Manguinhos; 23(3); 899-905","História, Ciências, Saúde-Manguinhos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300899&lang=pt" 
"S0104-59702016000300911-scl","Ideias, práticas e instituições da medicina naval na origem da medicina tropical francesa","Silva, Matheus Alves Duarte da","História, Ciências, Saúde-Manguinhos; 23(3); 911-913","História, Ciências, Saúde-Manguinhos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300911&lang=pt" 
"S0104-59702016000300825-scl","Humanitarismo, guerra e innovación tecnológica: el caso de Cruz Roja Española","Arrizabalaga, Jon","História, Ciências, Saúde-Manguinhos; 23(3); 825-827","História, Ciências, Saúde-Manguinhos","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300825&lang=pt" 
"S0104-59702016000300907-scl","Estado y profesiones de la salud en Argentina: la enfermería en el siglo XX","Fiquepron, Maximiliano Ricardo","História, Ciências, Saúde-Manguinhos; 23(3); 907-910","História, Ciências, Saúde-Manguinhos","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300907&lang=pt" 
"S0104-59702016000300779-scl","Novas evidências documentais para a história da homeopatia na América Latina: um estudo de caso sobre os vínculos entre Rio de Janeiro e Buenos Aires","Tarcitano Filho, Conrado Mariano, Waisse, Silvia","História, Ciências, Saúde-Manguinhos; 23(3); 779-798","História, Ciências, Saúde-Manguinhos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300779&lang=pt" 
"S0104-59702016000300829-scl","La Cruz Roja Española, la repatriación de los soldados de las guerras coloniales y el desarrollo de la ciencia médica en España, 1896-1950","Gallo, María Isabel Porras, Heras-Salord, Jaime de las","História, Ciências, Saúde-Manguinhos; 23(3); 829-846","História, Ciências, Saúde-Manguinhos","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300829&lang=pt" 
"S0104-59702016000300635-scl","El estudio de los procesos de medicalización en América Latina","Murguía, Adriana, Ordorika, Teresa, Lendo, León F.","História, Ciências, Saúde-Manguinhos; 23(3); 635-651","História, Ciências, Saúde-Manguinhos","Inglês, Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300635&lang=pt" 
"S0104-59702016000300867-scl","Estado de necesidad: la Cruz Roja Española en Marruecos, 1886-1927","Martínez, Francisco Javier","História, Ciências, Saúde-Manguinhos; 23(3); 867-886","História, Ciências, Saúde-Manguinhos","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300867&lang=pt" 
"S0104-59702016000300733-scl","O micróbio protagonista: notas sobre a divulgação da bacteriologia na Gazeta Médica da Bahia, século XIX","Malaquias, Anderson Gonçalves","História, Ciências, Saúde-Manguinhos; 23(3); 733-756","História, Ciências, Saúde-Manguinhos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300733&lang=pt" 
"S0104-59702016000300847-scl","Comunicación científica e innovación tecnológica en la primera Cruz Roja, 1863-1876","García-Reyes, Juan Carlos, Arrizabalaga, Jon","História, Ciências, Saúde-Manguinhos; 23(3); 847-865","História, Ciências, Saúde-Manguinhos","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000300847&lang=pt" 
"S0718-92732016000200005-chl","Marsilio de Padua o los orígenes del liberalismo político occidental","Chapsal Escudero, Mauricio","Veritas; (35); 99-115","Veritas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732016000200005&lang=pt" 
"S2236-89062016000300349-scl","Palinologia de espécies de Asteraceae de utilidade medicinal para a região dos Campos Gerais, Ponta Grossa, PR, Brasil","Stanski, Carin, Nogueira, Melissa Koch Fernandes de Souza, Luz, Cynthia Fernandes Pinto da","Hoehnea; 43(3); 349-360","Hoehnea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000300349&lang=pt" 
"S0718-92732016000200003-chl","Especulación, sentimiento y escisión en el joven Fichte: Análisis de sus Aforismos sobre religión y deísmo","Solé, María Jimena","Veritas; (35); 59-79","Veritas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732016000200003&lang=pt" 
"S2236-89062016000300361-scl","A raridade das espécies arbóreas de Lauraceae no planalto do Estado de Santa Catarina, Brasil","Fontana, Cláudia, Gasper, André Luís de, Sevegnani, Lúcia","Hoehnea; 43(3); 361-369","Hoehnea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000300361&lang=pt" 
"S2236-89062016000300487-scl","The genus Allomyces (Blastocladiomycota) in the State of Piauí, Brazil","Rocha, José de Ribamar de Sousa, Saraiva, Laércio de Sousa, Silva, Janete Barros da, Macêdo, Maria do Amparo de Moura","Hoehnea; 43(3); 487-495","Hoehnea","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000300487&lang=pt" 
"S1808-18512016000300191-scl","LOSS OF CORRECTION AFTER VERTEBRECTOMY FOR TREATMENT OF SPINAL DEFORMITIES","ROCHA, VINÍCIUS MAGNO DA, CARRASCO, FELIPE MOURA, LIMA, GEORGE KALIF, TAVARES, RENATO HENRIQUES, COSTA, RODRIGO JOSÉ FERNANDES DA, MOLITERNO, LUIS ANTÔNIO MEDEIROS, ARAUJO JUNIOR, ANTÔNIO EULALIO PEDROSA, AGUIAR, DIEGO PINHEIRO, BARCELLOS, ANDRÉ LUIZ LOYELO","Coluna/Columna; 15(3); 191-198","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300191&lang=pt" 
"S2236-89062016000300437-scl","Sapindaceae em um remanescente de Floresta Estacional Semidecidual no município de Engenheiro Paulo de Frontin, RJ, Brasil","Frazão, Annelise, Somner, Genise Vieira","Hoehnea; 43(3); 437-459","Hoehnea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000300437&lang=pt" 
"S2236-89062016000300387-scl","Bambuseae (Poaceae, Bambusoideae) no município de Viçosa, Minas Gerais, Brasil","Parma, Daniele de Freitas, Vinícius-Silva, Ronaldo, Machado, Evandro Pianissola, Santos-Gonçalves, Ana Paula","Hoehnea; 43(3); 387-399","Hoehnea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000300387&lang=pt" 
"S1808-18512016000300213-scl","THORACIC DISC HERNIATION: SURGICAL DECOMPRESSION BY POSTERIOR APPROACH A LA CARTE","DAHER, MURILO TAVARES, FELISBINO JUNIOR, PEDRO, ESPERIDIÃO, ADRIANO PASSÁGLIA, ARAÚJO, BRENDA CRISTINA RIBEIRO, CARDOSO, ANDRÉ LUIZ PASSOS, PIMENTA JUNIOR, WILSON ELOY, DAHER, SÉRGIO","Coluna/Columna; 15(3); 213-218","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300213&lang=pt" 
"S1808-18512016000300199-scl","POSTURAL PROFILE OF CLASSICAL BALLERINAS FROM THE VALE DO SÃO FRANCISCO REGION OF BRAZIL","RIBEIRO, JANNINI NASCIMENTO, MOURA, UILLA ISLANY SOARES DE, MENDES, LARA RABÊLO, ANTONELLI, BRUNA ANGELA, SCHWINGEL, PAULO ADRIANO, ANGELO, RITA DI CÁSSIA DE OLIVEIRA","Coluna/Columna; 15(3); 199-204","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300199&lang=pt" 
"S1808-18512016000300241-scl","RELATIONSHIP BETWEEN THE ISCHIOTIBIAL AND PARAVERTEBRAL MUSCLES AND LOW BACK PAIN","DORTA, HARON SILVA","Coluna/Columna; 15(3); 241-243","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300241&lang=pt" 
"S1808-18512016000300222-scl","RESULTS OF TREATMENT OF ACUTE LUMBAR DISC HERNIATION WITH TRANSFORAMINAL NERVE ROOT BLOCK","VIALLE, EMILIANO NEVES, UEDA, WELLINGTON KEITY, VIALLE, LUIZ ROBERTO GOMES","Coluna/Columna; 15(3); 222-225","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300222&lang=pt" 
"S2236-89062016000300371-scl","Convolvulaceae da Microrregião do Alto Capibaribe, PE, Brasil","Nepomuceno, Silmara Cecília, Athiê-Souza, Sarah Maria, Buril, Maria Teresa","Hoehnea; 43(3); 371-386","Hoehnea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000300371&lang=pt" 
"S1808-18512016000300205-scl","COMPUTED TOMOGRAPHY MORPHOMETRIC ANALYSIS OF THE VERTEBRAE C7 AND T1","ZELADA, FLÁVIO GERARDO BENITES, LETAIF, OLAVO BIRAGHI, MARCON, RAPHAEL MARTUS, CRISTANTE, ALEXANDRE FOGAÇA, OLIVEIRA, REGINALDO PERILO, BARROS FILHO, TARCÍSIO ELOY PESSOA DE","Coluna/Columna; 15(3); 205-208","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300205&lang=pt" 
"S1808-18512016000300209-scl","DYNAMIC MAGNETIC RESONANCE IMAGING: PRELIMINARY PRESENTATION OF A TECHNIQUE","ANCHESCHI, BRUNO DA COSTA, SAVARESE, ANIELLO, PRATALI, RAPHAEL DE REZENDE, MARANHO, DANIEL AUGUSTO CARVALHO, CASTILHA, MARCELLO TEIXEIRA, NOGUEIRA-BARBOSA, MARCELLO HENRIQUE, COSTA, HERTON RODRIGO TAVARES, DEFINO, HELTON LUIZ APARECIDO, HERRERO, CARLOS FERNANDO PEREIRA DA SILVA","Coluna/Columna; 15(3); 209-212","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300209&lang=pt" 
"S1808-18512016000300226-scl","IN WHICH PATIENTS IS IT POSSIBLE TO PERFORM STANDALONE LATERAL LUMBAR INTERBODY FUSION WITHOUT CAGE SUBSIDENCE?","MARCHI, LUIS, PIMENTA, LUIZ, AMARAL, RODRIGO, FORTTI, FERNANDA, NOGUEIRA-NETO, JOES, OLIVEIRA, LEONARDO, JENSEN, RUBENS, COUTINHO, ETEVALDO, ABDALA, NITAMAR","Coluna/Columna; 15(3); 226-229","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300226&lang=pt" 
"S0718-92732016000200007-chl","‘Lo humano’ y la experiencia mística desde el relato de Etty Hillesum","Navarro, Rosana E","Veritas; (35); 135-162","Veritas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732016000200007&lang=pt" 
"S1808-18512016000300186-scl","SPINAL DEFORMITIES AFTER SELECTIVE DORSAL RHIZOTOMY","PABLO MANZONE, PATRICIO, VALLEJOS ARCE, MARÍA SELVA, ORSINI, EDITH, DORTIGNAC, MARIANO, MARIÑO AVALOS, EDUARDO, CARDOZO IÑIGUEZ, MARIA LORENA, GEMETRO, JOSÉ","Coluna/Columna; 15(3); 186-190","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300186&lang=pt" 
"S0718-92732016000200006-chl","El problema de la comunidad: Arendt, Tönnies y Leroux","Nieves Loja, Gerardo","Veritas; (35); 117-131","Veritas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732016000200006&lang=pt" 
"S0718-92732016000200008-chl","La unión de semejanza: fin sobrenatural de la existencia. Una meditación antropológica sobre el origen y la finalidad del misticismo, según San Juan de la Cruz","González Suárez, Lucero","Veritas; (35); 163-185","Veritas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732016000200008&lang=pt" 
"S0718-92732016000200002-chl","Hacia una economía cordial","Calvo, Patrici","Veritas; (35); 29-56","Veritas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732016000200002&lang=pt" 
"S0718-92732016000200004-chl","Un curso de filosofía del Chile colonial: los Comentarios Acerca del alma de fray Juan de Fuica (1689)","Aravena Zamora, Abel","Veritas; (35); 81-98","Veritas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732016000200004&lang=pt" 
"S0718-92732016000200010-chl","La nueva creación en el pensamiento de Pablo","Espíndola García, Luis","Veritas; (35); 217-233","Veritas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732016000200010&lang=pt" 
"S0718-92732016000200001-chl","El don-reciprocidad como motor del desarrollo humano","Calvo, Cristina","Veritas; (35); 9-28","Veritas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732016000200001&lang=pt" 
"S0718-92732016000200009-chl","Pensamiento de Cristo e idealismo griego: para una relectura de Laberthonnière","Molteni, Agostino","Veritas; (35); 187-215","Veritas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732016000200009&lang=pt" 
"S1808-18512016000300171-scl","CULTURAL ADAPTATION AND VALIDATION FOR PORTUGUESE OF THE SPINAL APPEARANCE QUESTIONNAIRE","Rosendo, Marcelo Guerra de Albuquerque, Rangel, Tulio Albuquerque de Moura, Pereira, André Flávio Freire, Ferreira, Marcus André Costa, Medeiros, Rodrigo Castro de, Cabral, Luciano Temporal Borges","Coluna/Columna; 15(3); 171-174","Coluna/Columna","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512016000300171&lang=pt" 
"S2236-89062016000300479-scl","Flora Polínica da Reserva do Parque Estadual das Fontes do Ipiranga (São Paulo, Brasil). Família: Urticaceae","Corrêa, Angela Maria da Silva, Ferreira, Lucileide Garces, Ribeiro, Vanessa Betyna da Silva, Gaglioti, André Luiz, Romaniuc Neto, Sergio, Guido, Barbara Melissa de Oliveira","Hoehnea; 43(3); 479-485","Hoehnea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000300479&lang=pt" 
"S2236-89062016000300517-scl","Fibre pits in wood of Xylopia emarginata Mart. (Annonaceae), Reserva Biológica e Estação Ecológica de Mogi-Guaçu, São Paulo State, Brazil","Luchi, Agnes E.","Hoehnea; 43(3); 517-520","Hoehnea","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000300517&lang=pt" 
