"S0864-215X2009000200007-cub","Tumor de células gigantes del extremo distal del radio y reconstrucción ósea","La O Durán, Eldis, Monzón Fernández, Abel Nicolás, Sanz Delgado, Licett","Revista Cubana de Ortopedia y Traumatología; 23(2); -","Revista Cubana de Ortopedia y Traumatología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2009000200007&lang=pt" 
"S1519-70772009000300001-scl","Editorial","Martins, Gilberto de Andrade","Revista Contabilidade &amp; Finanças; 20(51); 5-5","Revista Contabilidade &amp; Finanças","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772009000300001&lang=pt" 
"S1519-70772009000300007-scl","La Interiorización del cambio de un sistema Contable de Gestión en la pequeña empresa","Lavarda, Carlos Eduardo Facin, Feliu, Vicente Mateo Ripoll, Palanca, Mercedes Barrachina","Revista Contabilidade &amp; Finanças; 20(51); 101-115","Revista Contabilidade &amp; Finanças","Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772009000300007&lang=pt" 
"S0037-86822009000600028-scl","José Fernando de Castro Figueiredo (* 1949 †2009)","Machado, Alcyone Artioli, Martinez, Roberto","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 738-738","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600028&lang=pt" 
"S0037-86822009000600003-scl","Epidemiological pattern of leprosy in an endemic area of North-East Brazil, 1996-2005: the supporting role of a Nongovernmental Organization","Mastrangelo, Giuseppe, Scoizzato, Luca, Fadda, Emanuela, Silva, Gilberto Valentim da, Santos, Luimar De Jesus, Cegolon, Luca","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 629-632","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600003&lang=pt" 
"S0037-86822009000600004-scl","Ocular lesions in HTLV-1 infected patients from Salvador, State of Bahia: the city with the highest prevalence of this infection in Brazil","Rathsam-Pinheiro, Regina Helena, Boa-Sorte, Ney, Castro-Lima-Vargens, Cristina, Pinheiro, Carlos Aldir, Castro-Lima, Humberto, Galvão-Castro, Bernardo","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 633-637","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600004&lang=pt" 
"S0037-86822009000600014-scl","Alterações hematológicas em pacientes com dengue","Oliveira, Éveny Cristine Luna de, Pontes, Elenir Rose Jardim Cury, Cunha, Rivaldo Venâncio da, Fróes, Íris Bucker, Nascimento, Delso do","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 682-685","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600014&lang=pt" 
"S0037-86822009000600016-scl","Paracoccidioidomicose com comprometimento do sistema nervoso central: revisão sistemática da literatura","Pedroso, Vinicius Sousa Pietra, Vilela, Márcia de Carvalho, Pedroso, Enio Roberto Pietra, Teixeira, Antônio Lúcio","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 691-697","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600016&lang=pt" 
"S0037-86822009000600017-scl","Micoses sistêmicas: fatores associados ao óbito em pacientes com infecção pelo vírus da imunodeficiência humana, Cuiabá, Estado de Mato Grosso, 2005-2008","Ribeiro, Luciano Correa, Hahn, Rosane Christine, Favalessa, Olivia Cometi, Tadano, Tomoko, Fontes, Cor Jesus Fernandes","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 698-705","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600017&lang=pt" 
"S0037-86822009000600018-scl","Esporotricose cutânea experimental: Avaliação in vivo do itraconazol e terbinafina","Antunes, Tatiana de Ávila, Nobre, Márcia de Oliveira, Faria, Renata Osório de, Meinerz, Ana Raquel Mano, Martins, Anelise Afonso, Cleff, Marlete Brum, Fernandes, Cristina Gevehr, Meireles, Mário Carlos Araújo","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 706-710","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600018&lang=pt" 
"S0037-86822009000600023-scl","Estudo comparativo entre larvitrampas e ovitrampas para avaliação da presença de Aedes aegypti (Diptera: Culicidae) em Campo Grande, Estado do Rio de Janeiro","Silva, Vanderlei Campos, Serra-Freire, Nicolau Maués, Silva, Júlia dos Santos, Scherer, Paulo Oldemar, Rodrigues, Iram, Cunha, Sergio Pereira, Alencar, Jeronimo","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 730-731","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600023&lang=pt" 
"S0037-86822009000600024-scl","Prevalência da doença de Chagas em gestantes da região sul do Rio Grande do Sul","Araújo, Anelise Bergmann, Castagno, Victor Delpizzo, Gallina, Tiago, Berne, Maria Elisabeth Aires","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 732-733","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600024&lang=pt" 
"S0037-86822009000600026-scl","Lindioneza Adriano Ribeiro (* 1954 †2009)","Jorge, Miguel Tanús","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 736-736","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600026&lang=pt" 
"S0365-05962009000600002-scl","Transtorno dismórfico corporal em dermatologia: diagnóstico, epidemiologia e aspectos clínicos","Conrado, Luciana Archetti","Anais Brasileiros de Dermatologia; 84(6); 569-581","Anais Brasileiros de Dermatologia","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962009000600002&lang=pt" 
"S1519-70772009000300002-scl","Impactos da assimetria de informação na estrutura de capital de empresas brasileiras abertas","Albanez, Tatiana, Valle, Maurício Ribeiro do","Revista Contabilidade &amp; Finanças; 20(51); 6-27","Revista Contabilidade &amp; Finanças","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772009000300002&lang=pt" 
"S1519-70772009000300003-scl","Sistema de classificação de risco de crédito: uma aplicação a companhias abertas no Brasil","Brito, Giovani Antonio Silva, Assaf Neto, Alexandre, Corrar, Luiz João","Revista Contabilidade &amp; Finanças; 20(51); 28-43","Revista Contabilidade &amp; Finanças","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772009000300003&lang=pt" 
"S1519-70772009000300004-scl","Efeitos da Lei de Responsabilidade Fiscal no endividamento dos Municípios Brasileiros: uma análise de dados em painéis","Macedo, Joel de Jesus, Corbari, Ely Célia","Revista Contabilidade &amp; Finanças; 20(51); 44-60","Revista Contabilidade &amp; Finanças","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772009000300004&lang=pt" 
"S1519-70772009000300005-scl","Governança corporativa na América Latina: a relevância dos princípios da OCDE na integridade dos conselhos e autonomia dos conselheiros","Kitagawa, Carlos Henrique, Ribeiro, Maísa de Souza","Revista Contabilidade &amp; Finanças; 20(51); 61-76","Revista Contabilidade &amp; Finanças","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772009000300005&lang=pt" 
"S1519-70772009000300006-scl","Gerenciamento de resultados e a relação com o custo da dívida das empresas brasileiras abertas","Nardi, Paula Carolina Ciampaglia, Nakao, Silvio Hiroshi","Revista Contabilidade &amp; Finanças; 20(51); 77-100","Revista Contabilidade &amp; Finanças","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772009000300006&lang=pt" 
"S1519-70772009000300008-scl","Disclosure of social information by Brazilian companies according to United Nations indicators of corporate social responsibility","Oliveira, Marcelle Colares, De Luca, Marcia Martins Mendes, Ponte, Vera Maria Rodrigues, Pontes Junior, João Ésio","Revista Contabilidade &amp; Finanças; 20(51); 116-132","Revista Contabilidade &amp; Finanças","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772009000300008&lang=pt" 
"S0037-86822009000600001-scl","Entomological surveillance of Chagas disease in Berilo municipality, Jequitinhonha Valley, State of Minas Gerais, Brazil","Assis, Girley Francisco Machado de, Azeredo, Bernardino Vaz de Mello, Gorla, David, Diotaiuti, Liléia, Lana, Marta de","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 615-621","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600001&lang=pt" 
"S0037-86822009000600002-scl","Chagas&#039; disease and ageing: the coexistence of other chronic diseases with Chagas&#039; disease in elderly patients","Alves, Rosalía Matera de Angelis, Thomaz, Raquel Prado, Almeida, Eros Antônio de, Wanderley, Jamiro da Silva, Guariento, Maria Elena","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 622-628","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600002&lang=pt" 
"S0037-86822009000600011-scl","Preditores de mudanças nos regimes terapêuticos para o tratamento de Aids em crianças","Macedo, Cristina Ribeiro, Frauches, Diana de Oliveira, Macedo, Laylla Ribeiro, Moreira-Silva, Sandra Fagundes, Nader, Priscila Rocha de Araújo, Lima, Ana Paula Neves Burian, Maciel, Ethel Leonor Nóia","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 666-671","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600011&lang=pt" 
"S0037-86822009000600012-scl","Infecções humanas causadas por poxvirus relacionados ao vírus vaccinia no Brasil","Schatzmayr, Hermann G., Costa, Renata Vitória Campos, Gonçalves, Márcia Cristina Rosa, Barreto, Débora Ferreira, Batista, Valéria Holmo, Silva, Manuel Enderson Vieira, Brust, Luis Armando Calvão, Barth, Ortrud Monika","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 672-676","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600012&lang=pt" 
"S0037-86822009000600013-scl","Detecção e tipagem de vírus dengue em Aedes aegypti (Diptera: Culicidae) na Cidade de Manaus, Estado do Amazonas","Costa, Cristóvão Alves da, Santos, Ilia Gilmara Carvalho dos, Barbosa, Maria da Graça","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 677-681","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600013&lang=pt" 
"S0037-86822009000600015-scl","Estudo da transmissão da leishmaniose tegumentar americana no Distrito Federal","Sampaio, Raimunda Nonata Ribeiro, Gonçalves, Marianne de Castro, Leite, Viviane Alves, França, Bruna Valle, Santos, Gilcilene, Carvalho, Maria do Socorro Laurentino, Tauil, Pedro Luiz","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 686-690","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600015&lang=pt" 
"S0037-86822009000600020-scl","Diferenciação de micobactérias por PCR multiplex","Poroca, Diogo da Rocha, Lima, Andrea Santos, Lima, Juliana Falcão de Araújo, Cruz, Heidi Lacerda Alves da, Montenegro, Rosana de Albuquerque, Melo, Fábio Lopes de, Schindler, Haiana Charifker, Montenegro, Lílian Maria Lapa","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 716-722","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600020&lang=pt" 
"S0037-86822009000600021-scl","Primeiro registro sinantrópico de Loxosceles laeta (Nicolet, 1849) (Araneae, Sicariidae) no Município do Rio de Janeiro, Estado do Rio de Janeiro","Silveira, Adriano Lima","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 723-726","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600021&lang=pt" 
"S0037-86822009000600019-scl","Prevalência de anticorpos contra Yersinia pestis em carnívoros domésticos nos focos pestosos, do Estado do Ceará","Aragão, Antonia Ivoneida, Pinheiro, Katariny Michelle de Araújo, Seoane, Antônio Carlos Mendonça, Tavares, Celso, Almeida, Alzira Maria Paiva de","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 711-715","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600019&lang=pt" 
"S0037-86822009000600005-scl","Estabelecimento de metodologia para alimentação de Aedes aegypti (Diptera-Culicidae) em camundongos swiss e avaliação da toxicidade e do efeito residual do óleo essencial de Tagetes minuta L (Asteraceae) em populações de Aedes aegypti","Lima, Waldemir Pereira, Chiaravalloti Neto, Francisco, Macoris, Maria de Lourdes da Graça, Zuccari, Débora Aparecida Pires de Campos, Dibo, Margareth Regina","Revista da Sociedade Brasileira de Medicina Tropical; 42(6); 638-641","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000600005&lang=pt" 
"S0535-51332009000400003-ven","Osmolalidad de productos y fórmulas para la terapia nutricional","De Abreu, Jorge, López, Emeris, Dini, Elizabeth","Investigación Clínica; 50(4); 433-445","Investigación Clínica","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332009000400003&lang=pt" 
"S0535-51332009000400002-ven","Caracterización de ß-lactamasas de espectro extendido (BLEE) en cepas nosocomiales de K. pneumoniae. Sucre-Venezuela","Guzmán, Militza, Alonso, Guillermina","Investigación Clínica; 50(4); 419-431","Investigación Clínica","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332009000400002&lang=pt" 
"S0535-51332009000400001-ven","Enfermedad de Chagas: reemergente o desasistida","Díaz-Suárez, Odelis","Investigación Clínica; 50(4); 415-418","Investigación Clínica","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332009000400001&lang=pt" 
"S0535-51332009000400010-ven","Gonadectomía bilateral e histerosgalpingectomía laparoscópica en un adolescente con desorden de desarrollo sexual ovotesticular: Reporte de caso","Fernández-Fernández, Jesús, Pachano-Arenas, Freddy, Chacín-Fuenmayor, Josymar, Villalobos-Robles, Joalice, Zara-Chirinos, Carmen","Investigación Clínica; 50(4); 507-511","Investigación Clínica","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332009000400010&lang=pt" 
"S0535-51332009000400011-ven","Respuesta inmunitaria de la enfermedad de Hansen: Revisión","Rada, Elsa, Aranzazu, Nacarid, Convit, Jacinto","Investigación Clínica; 50(4); 513-527","Investigación Clínica","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332009000400011&lang=pt" 
"S0535-51332009000400012-ven","Hipoxia en la malignidad del cáncer: Revisión","Arvelo, Francisco, Cotte, Carlos","Investigación Clínica; 50(4); 529-546","Investigación Clínica","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332009000400012&lang=pt" 
"S0535-51332009000400006-ven","Efectos de la exposición prenatal a paraquat sobre el desarrollo de la transmisión sináptica aminoacídica en la corteza cerebral parietal del ratón","Benítez-Díaz, Pedro, Miranda-Contreras, Leticia","Investigación Clínica; 50(4); 465-478","Investigación Clínica","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332009000400006&lang=pt" 
"S0535-51332009000400004-ven","Human papillomavirus false positive cytological diagnosis in low grade squamous intraepithelial lesion","Núñez-Troconis, José, Delgado, Mariela, González, Julia, Velásquez, Jesvy, Mindiola, Raimy, Whitby, Denise, Conde, Betty, Munroe, David J","Investigación Clínica; 50(4); 447-454","Investigación Clínica","Inglês","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332009000400004&lang=pt" 
"S0535-51332009000400009-ven","Fasciolosis humana en el municipio Mara, estado Zulia, Venezuela: prevalencia y factores asociados","Freites, Azael, Colmenares, Cecilia, Alarcón-Noya, Belkisyolé, García, María Eugenia, Díaz-Suárez, Odelis","Investigación Clínica; 50(4); 497-506","Investigación Clínica","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332009000400009&lang=pt" 
"S0535-51332009000400008-ven","Relationship between placental alkaline phosphatase activity and cord blood glucose, albumin and neonatal birth weight at term","Onyesom, Innocent, Opajobi, Adefunke Olukemi, Uzuegbu, Ugochukwu Enyinanya, Oriero, Denis, Mordi, Joseph, Awhin, Prosper Ejiro, Timothy, Enaholo","Investigación Clínica; 50(4); 491-495","Investigación Clínica","Inglês","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332009000400008&lang=pt" 
"S0535-51332009000400007-ven","Interacción entre gabapentina y D-serina en la prueba orofacial de la formalina","Quiñónez, Belkis, Silva, Elizabeth, González, Luis E, Hernández, Luis","Investigación Clínica; 50(4); 479-489","Investigación Clínica","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332009000400007&lang=pt" 
"S0535-51332009000400005-ven","Malaria y embarazo: Parroquia San Isidro, municipio Sifontes, estado Bolívar, Venezuela, años 2005-2006","Gómez, Elisbeth, López, Egleé, Ache, Alberto","Investigación Clínica; 50(4); 455-464","Investigación Clínica","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332009000400005&lang=pt" 
"S0104-06182009000300001-scl","Mobilidade de capitais e crescimento econômico: elementos para uma síntese teórica","Meyrelles Filho, Sérgio F., Jayme Jr., Frederico Gonzaga, Libânio, Gilberto de Assis","Economia e Sociedade; 18(3); 439-467","Economia e Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-06182009000300001&lang=pt" 
"S0104-06182009000300007-scl","Análise de convergência espacial dos repasses da Lei Robin Hood","Maranduba Júnior, Noé Gonçalves, Almeida, Eduardo Simões de","Economia e Sociedade; 18(3); 583-601","Economia e Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-06182009000300007&lang=pt" 
"S0370-44672009000400012-scl","Remoção de Pb(II) de soluções aquosas por Biossorção em R. opacus","Bueno, Belenia Medina, Molina, Flavio Fernandes, Torem, Maurício Leonardo, Mesquita, Luciana Maria Souza de, Pino, Gabriela Alejandra Huamán","Rem: Revista Escola de Minas; 62(4); 487-494","Rem: Revista Escola de Minas","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672009000400012&lang=pt" 
"S1982-56762009000600001-scl","Relationships of pre-inoculation high temperature to root browning caused by Pythium aphanidermatum in hydroponically-grown sweet pepper","Sopher, Coralie R., Sutton, John C.","Tropical Plant Pathology; 34(6); 361-369","Tropical Plant Pathology","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000600001&lang=pt" 
