"S0325-00752012000100001-arg","Compromiso, voluntad y respeto por los valores para iniciar un nuevo siglo","Cardigni, Gustavo","Archivos argentinos de pediatría; 110(1); 2-3","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100001&lang=pt" 
"S0102-695X2012000100016-scl","Toxicological evaluation of the João da Costa e Associações® on Beagle dogs","Magri, Ednéia G., Neves, Fernando T. A., Kaneshima, Edilson N., Silva, José C., Antunes, Vânia S., Costa, Fabiano P., Rocha, Orivaldo A., Tagliati, Carlos A., Marques, Luís C.","Revista Brasileira de Farmacognosia; 22(1); 109-114","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100016&lang=pt" 
"S0102-695X2012000100009-scl","Polysaccharides from the fungus Scleroderma nitidum with anti-inflammatory potential modulate cytokine levels and the expression of Nuclear Factor kB","Nascimento, Marília S., Magalhães, Joedyson E. M., Pinheiro, Thuane S., Silva, Thayse Azevedo da, Coutinho, Leonam Gomes, Baseia, Iuri G., Lima, Lucymara F. Agnez, Leite, Edda Lisboa","Revista Brasileira de Farmacognosia; 22(1); 60-68","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100009&lang=pt" 
"S0102-695X2012000100020-scl","Mechanism involved in the anti-inflammatory effect of Spiranthera odoratissima (Manacá)","Barbosa, Daniela B. M., Nascimento, Marcus V. M., Lino, Roberta C., Magalhães, Marta R., Florentino, Iziara F., Honório, Tereza C. D., Galdino, Pablinny M., Bara, Maria Teresa F., Paula, José R. de, Costa, Elson A.","Revista Brasileira de Farmacognosia; 22(1); 137-143","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100020&lang=pt" 
"S0102-695X2012000100005-scl","Medicinal plants at the Sítio do Gois, Apodi, Rio Grande do Norte State, Brazil","Paulino, Renan da C., Henriques, Gabrielly P. de S. A., Moura, Olga N. S., Coelho, Maria de Fatima B., Azevedo, Rodrigo A. B.","Revista Brasileira de Farmacognosia; 22(1); 29-39","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100005&lang=pt" 
"S0102-695X2012000100002-scl","Augmentation of catecholamine release elicited by an Eugenia punicifolia extract in chromaffin cells","Pascual, Ricardo de, Colmena, Inés, Rios, Cristobal de los, Rosa, Juliana M., Correa-Leite, Paulo E., Lima-Araújo, Kátia G., Ferreira, Vitor F., Rocha, David R., Gonzaga, Daniel T. G., García, Antonio G., Santos, Wilson C., Gandía, Luis","Revista Brasileira de Farmacognosia; 22(1); 1-12","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100002&lang=pt" 
"S0102-695X2012000100031-scl","Chemical constituents and biological activities of species of Justicia: a review","Corrêa, Geone M., Alcântara, Antônio F. de C.","Revista Brasileira de Farmacognosia; 22(1); 220-238","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100031&lang=pt" 
"S0102-695X2012000100001-scl","The pharmacognosy and the research and development of herbal medicine: seeking the necessary approach","Marques, Luis Carlos","Revista Brasileira de Farmacognosia; 22(1); -","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100001&lang=pt" 
"S0102-695X2012000100030-scl","Mechanisms of action underlying the anti-inflammatory and immunomodulatory effects of propolis: a brief review","Araujo, Marcio A. R., Libério, Silvana A., Guerra, Rosane N. M., Ribeiro, Maria Nilce S., Nascimento, Flávia R. F.","Revista Brasileira de Farmacognosia; 22(1); 208-219","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100030&lang=pt" 
"S0102-695X2012000100029-scl","Bioactivity and potential therapeutic benefits of some medicinal plants from the Caatinga (semi-arid) vegetation of Northeast Brazil: a review of the literature","Silva, Maria I. G., Melo, Carla T. V. de, Vasconcelos, Leonardo F., Carvalho, Alyne M. R. de, Sousa, Francisca C. F.","Revista Brasileira de Farmacognosia; 22(1); 193-207","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100029&lang=pt" 
"S0102-695X2012000100006-scl","Organic and mineral fertilization and chemical composition of lemon balm (Melissa officinalis) essential oil","Sodré, Ana Carolina B., Luz, José Magno Q., Haber, Lenita L., Marques, Marcia O. M., Rodrigues, Carlos R., Blank, Arie F.","Revista Brasileira de Farmacognosia; 22(1); 40-44","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100006&lang=pt" 
"S0102-695X2012000100028-scl","Triterpenes and flavonoids from the roots of Mauritia flexuosa","Koolen, Hector H. F., Soares, Elzalina R., Silva, Felipe M. A. da, Souza, Antonia Q. L. de, Rodrigues Filho, Edson, Souza, Afonso D. L. de","Revista Brasileira de Farmacognosia; 22(1); 189-192","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100028&lang=pt" 
"S0102-695X2012000100022-scl","Anti-inflammatory and opioid-like activities in methanol extract of Mikania lindleyana, sucuriju","Vanderlinde, Frederico A., Rocha, Fabio F., Malvar, David C., Ferreira, Raquel T., Costa, Elson A., Florentino, Iziara F., Guilhon, Giselle M. S. P., Lima, Thereza C. M. de","Revista Brasileira de Farmacognosia; 22(1); 150-156","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100022&lang=pt" 
"S0102-695X2012000100026-scl","In vivo and in vitro anti-inflammatory activity of red clover Trifolium pratense dry extract","Ramos, Graziele P., Apel, Miriam A., Morais, Cláudia B. de, Ceolato, Paula C., Schapoval, Elfrides E. S., Dall&#039;Agnol, Miguel, Zuanazzi, José A. S.","Revista Brasileira de Farmacognosia; 22(1); 176-180","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100026&lang=pt" 
"S0102-695X2012000100007-scl","Antimycobacterial activity of the fractions and compounds from Scutia buxifolia","Boligon, Aline A., Agertt, Vanessa, Janovik, Vanessa, Cruz, Ritiel C., Campos, Marli M. A., Guillaume, Dominique, Athayde, Margareth L., Santos, Adair R. S. dos","Revista Brasileira de Farmacognosia; 22(1); 45-52","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100007&lang=pt" 
"S0102-695X2012000100023-scl","Antinociceptive and anti-inflammatory activity of hydroalcoholic extracts and fractions from Erythrina mulungu","Oliveira, Mariana S. G. de, Aquino, Anansa B. de, Silva, Daniel L. da, Aquino, Pedro G. V., Santos, Mariana S., Porfírio, Anne P. R., Sant&#039;Ana, Antônio E. G., Santos, Bárbara V. O., Alexandre-Moreira, Magna S., Araújo-Júnior, João X. de","Revista Brasileira de Farmacognosia; 22(1); 157-161","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100023&lang=pt" 
"S0102-695X2012000100017-scl","Sulfated fucans extracted from algae Padina gymnospora have anti-inflammatory effect","Marques, Cybelle Teixeira, Azevedo, Tarciana C. G. de, Nascimento, Marília S., Medeiros, Valquíria P., Alves, Luciana G., Benevides, Norma M. B., Rocha, Hugo A. O., Leite, Edda Lisboa","Revista Brasileira de Farmacognosia; 22(1); 115-122","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100017&lang=pt" 
"S0035-001X2012000100001-mex","Manto de invisibilidad en microondas","Septién, E, Aboites, V","Revista mexicana de física; 58(1); 1-5","Revista mexicana de física","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2012000100001&lang=pt" 
"S0035-001X2012000100010-mex","A m-dimensional stochastic estimator","Palma Orozco, R, Medel Juárez, J. de J., Garrido Aguilar, G","Revista mexicana de física; 58(1); 69-76","Revista mexicana de física","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2012000100010&lang=pt" 
"S0035-001X2012000100011-mex","Nature of the bonding, surface relaxation and charge transfer of Au dimmers on an MgO(100) surface","Quintanar, C, Caballero, R, Ulises Reveles, J, Khanna, S.N.","Revista mexicana de física; 58(1); 77-85","Revista mexicana de física","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2012000100011&lang=pt" 
"S0035-001X2012000100012-mex","A 1.7 MHz Chua&#039;s circuit using VMs and CF+s","Sánchez López, C","Revista mexicana de física; 58(1); 86-93","Revista mexicana de física","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2012000100012&lang=pt" 
"S0035-001X2012000100013-mex","Hermitian operators and boundary conditions","Maya-Mendieta, M, Oliveros-Oliveros, J, Teniza-Tetlalmatzi, E, Vargas-Ubera, J","Revista mexicana de física; 58(1); 94-103","Revista mexicana de física","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2012000100013&lang=pt" 
"S0035-001X2012000100014-mex","Orientational distribution for dipolar and quadrupolar colloids driven by an external field","Ramírez-Sánchez, R, Ruiz-Estrada, H, Alarcón-Waess, O","Revista mexicana de física; 58(1); 104-112","Revista mexicana de física","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2012000100014&lang=pt" 
"S0035-001X2012000100015-mex","Hyperfine interaction of Vk centres in Cs2NaYCl6 crystals","Barreto, J, Boldú, J.L., Castillo, H. del, Muñoz, E","Revista mexicana de física; 58(1); 113-116","Revista mexicana de física","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2012000100015&lang=pt" 
"S0035-001X2012000100002-mex","Complex dynamics and chaos in commutable pendulum","Nosov, V.R., Dominguez, H, Ortega-Herrera, J.A., Meda-Campaña, J.A.","Revista mexicana de física; 58(1); 6-12","Revista mexicana de física","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2012000100002&lang=pt" 
"S0035-001X2012000100003-mex","Algorithm to compute the electric field gradient tensor in ionic crystals","Hernández-Gómez, J.J., Marquina, V, Gómez, R.W.","Revista mexicana de física; 58(1); 13-18","Revista mexicana de física","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2012000100003&lang=pt" 
"S0035-001X2012000100004-mex","Natural convection and surface thermal radiation in a tilted open shallow cavity","Hinojosa Palafox, J.F.","Revista mexicana de física; 58(1); 19-28","Revista mexicana de física","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2012000100004&lang=pt" 
"S0035-001X2012000100005-mex","Computer simulation of the energy dynamics of a sinusoidally perturbed double sine-Gordon equation: an application to the transmission of wave signals","Macías-Díaz, J.E.","Revista mexicana de física; 58(1); 29-40","Revista mexicana de física","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2012000100005&lang=pt" 
"S0035-001X2012000100006-mex","Structural and electronic properties of RuN/GaN superlattices: a first-principles study","Ortega López, C, González-Hernández, R, Arbey Rodríguez, J","Revista mexicana de física; 58(1); 41-45","Revista mexicana de física","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2012000100006&lang=pt" 
"S0035-001X2012000100007-mex","Electronic band structure of platinum low-index surfaces: an ab initio and tight-binding study. II","Herrera-Suárez, H.J., Rubio-Ponce, A, Olguín, D","Revista mexicana de física; 58(1); 46-54","Revista mexicana de física","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2012000100007&lang=pt" 
