"S1020-49892013000200004-spa","Income-related inequality in health and health care utilization in Chile, 2000 - 2009","Vásquez, Felipe, Paraje, Guillermo, Estay, Manuel","Revista Panamericana de Salud Pública; 33(2); 98-106","Revista Panamericana de Salud Pública","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892013000200004&lang=pt" 
"S1699-695X2013000100009-esp","Cefalea con signos de alarma","Lucas Pérez-Romero, Javier, Lucas Pérez-Romero, Jaime, Lucas Pérez-Romero, Marta, Hernández Fernández, Francisco, Pérez-Romero Martínez, Laura, Pérez-Romero Martínez, Jaime","Revista Clínica de Medicina de Familia; 6(1); 47-50","Revista Clínica de Medicina de Familia","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1699-695X2013000100009&lang=pt" 
"S1699-695X2013000100008-esp","Carcinoma de células de Merkel: a propósito de un caso","Gómez Sánchez, María Encarnación, Martínez Martínez, María Luisa, Faura Berruga, Cristina, López Villaescusa, María Teresa, Rodríguez Vázquez, María, Pérez García, Lorenzo Juan","Revista Clínica de Medicina de Familia; 6(1); 43-46","Revista Clínica de Medicina de Familia","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1699-695X2013000100008&lang=pt" 
"S1699-695X2013000100011-esp","Una familia con síndrome de Wolfram","Esteban Bueno, Gema, Ruano García, Mónica, Grandes Velasco, Sonia, Villar Gómez de las Heras, Karina","Revista Clínica de Medicina de Familia; 6(1); 54-57","Revista Clínica de Medicina de Familia","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1699-695X2013000100011&lang=pt" 
"S1699-695X2013000100014-esp","Utilidad de la terapia ocupacional y abordaje multidisciplinar de la fibromialgia","González González, Jaime, Vicente Micó, Olga, Criado Álvarez, Juan José","Revista Clínica de Medicina de Familia; 6(1); 63-64","Revista Clínica de Medicina de Familia","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1699-695X2013000100014&lang=pt" 
"S1699-695X2013000100012-esp","Infarto renal agudo","Santamaría Marín, Agustín, Monroy Gómez, Carmen, Garcia-Minguillán Talavera, Angela, Sánchez-Maroto Lozano, Teresa","Revista Clínica de Medicina de Familia; 6(1); 58-60","Revista Clínica de Medicina de Familia","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1699-695X2013000100012&lang=pt" 
"S1665-11462013000100001-mex","In memóriam Juan Luis González Cerna (1927-2013)","Vizcaíno Alarcón, Alfredo","Boletín médico del Hospital Infantil de México; 70(1); -","Boletín médico del Hospital Infantil de México","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462013000100001&lang=pt" 
"S1665-11462013000100010-mex","Agranulocitosis congénita","Castillo Martínez, Io Daiela, Rivas Rivera, Iván, Bazán Santos, Pedro, Moreno González, Máshenka, Moreno Espinosa, Sarbelio, Gaytán Morales, Félix, Escobar Sánchez, María Argelia","Boletín médico del Hospital Infantil de México; 70(1); 48-57","Boletín médico del Hospital Infantil de México","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462013000100010&lang=pt" 
"S1665-11462013000100011-mex","Pica","Frenk, Silvestre, Faure, María Amparo, Nieto, Sandra, Olivares, Zazil","Boletín médico del Hospital Infantil de México; 70(1); 58-65","Boletín médico del Hospital Infantil de México","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462013000100011&lang=pt" 
"S1665-11462013000100012-mex","Mortalidad de la población de menores de cinco años en México durante 2011","Fernández Cantón, Sonia, Hernández Martínez, Ana María, Viguri Uribe, Ricardo","Boletín médico del Hospital Infantil de México; 70(1); 66-69","Boletín médico del Hospital Infantil de México","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462013000100012&lang=pt" 
"S1665-11462013000100002-mex","Infección en vías urinarias no complicada: un problema frecuente en la práctica clínica","Mendoza Guevara, María Leticia","Boletín médico del Hospital Infantil de México; 70(1); 01-02","Boletín médico del Hospital Infantil de México","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462013000100002&lang=pt" 
"S1665-11462013000100003-mex","Diagnóstico y tratamiento de las infecciones en vías urinarias: un enfoque multidisciplinario para casos no complicados","Calderón-Jaimes, Ernesto, Casanova-Román, Gerardo, Galindo-Fraga, Arturo, Gutiérrez-Escoto, Pablo, Landa-Juárez, Sergio, Moreno-Espinosa, Sarbelio, Rodríguez-Covarrubias, Francisco, Simón-Pereira, Luis, Valdez-Vázquez, Rafael","Boletín médico del Hospital Infantil de México; 70(1); 03-10","Boletín médico del Hospital Infantil de México","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462013000100003&lang=pt" 
"S1665-11462013000100004-mex","Descartar la primera medición y considerar el promedio de tres mediciones subsiguientes, refleja cifras más estables de presión arterial en los niños","Klünder-Klünder, Miguel, Flores-Huerta, Samuel","Boletín médico del Hospital Infantil de México; 70(1); 11-18","Boletín médico del Hospital Infantil de México","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462013000100004&lang=pt" 
"S1665-11462013000100005-mex","Conocimientos y comportamientos sobre planificación familiar y enfermedades de transmisión sexual en estudiantes de enfermería","Alemán Rivera, Irma Sarahí, Escárcega, Irma Cortés, Pérez-Cuevas, Ricardo","Boletín médico del Hospital Infantil de México; 70(1); 19-25","Boletín médico del Hospital Infantil de México","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462013000100005&lang=pt" 
"S1665-11462013000100006-mex","Identificación de Microsporidium spp en pacientes con diagnóstico de leucemia linfoblástica aguda","Eligio-García, Leticia, Cano-Estrada, Apolinar, Cortés-Campos, Adrián, Medina-Sansón, Aurora, Jiménez-Cardoso, Enedina","Boletín médico del Hospital Infantil de México; 70(1); 26-30","Boletín médico del Hospital Infantil de México","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462013000100006&lang=pt" 
"S1665-11462013000100007-mex","Prevalencia de mosaicismo para la trisomía 21 y análisis de las variantes citogenéticas en pacientes con diagnóstico de síndrome de Down: Revisión de 24 años (1986-2010) del Servicio de Genética del Hospital General de México &#039;&#039;Dr. Eduardo Liceaga&#039;&#039;","Garduño-Zarazúa, Luz María, Giammatteo Alois, Lucila, Kofman-Epstein, Susana, Cervantes Peredo, Alicia B.","Boletín médico del Hospital Infantil de México; 70(1); 31-36","Boletín médico del Hospital Infantil de México","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462013000100007&lang=pt" 
"S1665-11462013000100008-mex","Hemangiomatosis neonatal difusa","Maya, Jonathan, Blanco, Gerardo, Maldonado, Rocío","Boletín médico del Hospital Infantil de México; 70(1); 124-132","Boletín médico del Hospital Infantil de México","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462013000100008&lang=pt" 
"S1665-11462013000100009-mex","Atrofia muscular espinal tipo 1: enfermedad de Werdnig-Hoffmann","Zárate-Aspiros, Romeo, Rosas-Sumano, Ana Beatriz, Paz-Pacheco, Alberto, Fenton-Navarro, Patricia, Chinas-López, Silvet, López-Ríos, José Antonio","Boletín médico del Hospital Infantil de México; 70(1); 43-47","Boletín médico del Hospital Infantil de México","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462013000100009&lang=pt" 
"S1130-63432013000100015-esp","Experiencia de un Servicio de Farmacia Hospitalario en la participación de un ensayo clínico independiente de la Industria Farmacéutica, elaborando y distribuyendo la medicación en investigación","Bermejo Lorero, Beatriz, Luque Infantes, María Rosario","Farmacia Hospitalaria; 37(1); 78-79","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100015&lang=pt" 
"S1130-63432013000100010-esp","La notificación directa por los pacientes de reacciones adversas a medicamentos en España","Salgueiro, M. Esther, Jimeno, Francisco J., Aguirre, Carmelo, García, Montserrat, Ordóñez, Lucía, Manso, Gloria","Farmacia Hospitalaria; 37(1); 65-71","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100010&lang=pt" 
"S1130-63432013000100005-esp","Incidencia de trombocitopenia inducida por fármacos en pacientes hospitalizados","Seco-Melantuche, Raquel, Delgado-Sánchez, Olga, Álvarez-Arroyo, Laura","Farmacia Hospitalaria; 37(1); 27-34","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100005&lang=pt" 
"S1130-63432013000100011-esp","Interacción farmacológica mortal entre 5-fluorouracilo y brivudina","García Fernández, V., Garrido Arévalo, M., Labrada González, E., Hidalgo Correas, F. J.","Farmacia Hospitalaria; 37(1); 72-73","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100011&lang=pt" 
"S1130-63432013000100012-esp","Carta al director","Álvarez de Toledo, Flor","Farmacia Hospitalaria; 37(1); 74-75","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100012&lang=pt" 
"S1130-63432013000100014-esp","Comentarios acerca de un editorial relativo a vinflunina","López Vega, José Manuel, Esteban González, Emilio","Farmacia Hospitalaria; 37(1); 77-77","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100014&lang=pt" 
"S1130-63432013000100013-esp","Carta al director","Román González, N., Quintana Holgado, A., Himénez Hernández, M. P.","Farmacia Hospitalaria; 37(1); 75-76","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100013&lang=pt" 
"S1130-63432013000100017-esp","Necrosis epidérmica tóxica por alopurinol: A propósito de un caso","Gómez-Lobon, Ana, Galán Ramos, Nuria, Gastaldo Simeón, Rosa","Farmacia Hospitalaria; 37(1); 81-83","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100017&lang=pt" 
"S1130-63432013000100001-esp","Hacia un nuevo modelo de práctica asistencial en la atención farmacéutica al paciente VIH+","Morillo Verdugo, Ramón, Illaro Uranga, Aitziber, Margusino Framinan, Luis","Farmacia Hospitalaria; 37(1); 1-3","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100001&lang=pt" 
"S1130-63432013000100009-esp","Impacto económico de la resolución de problemas relacionados con medicamentos en un servicio de urgencias","Ucha-Samartín, Marisol, Pichel-Loureiro, A., Vázquez-López, C., Álvarez Payero, M., Pérez Parente, D., Martínez-López de Castro, N.","Farmacia Hospitalaria; 37(1); 59-64","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100009&lang=pt" 
"S1130-63432013000100018-esp","Comentario al artículo: «Programa de atención farmacéutica en pacientes con enfermedades crónicas»","Santos-Ramos, B., Galván-Banqueri, M., Ollero-Baturone, M.","Farmacia Hospitalaria; 37(1); 83-84","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100018&lang=pt" 
"S1130-63432013000100002-esp","Stability evaluation of 7% chloral hydrate syrup contained in mono and multi-dose bottles under room and refrigeration conditions","Bustos-Fierro, C., Olivera, M. E., Manzo, P. G., Jiménez-Kairuz, Álvaro F.","Farmacia Hospitalaria; 37(1); 4-9","Farmacia Hospitalaria","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100002&lang=pt" 
"S1130-63432013000100003-esp","Estudio de la estabilidad de tiaprida en disolución para administración en perfusión intravenosa continua","Mendoza-Otero, F., Gómez Vidal, J. A., Vila-Clérigues, N., Muros-Ortega, M., García-Molina, O., Rubia Nieto, A. De La","Farmacia Hospitalaria; 37(1); 10-14","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100003&lang=pt" 
"S1130-63432013000100016-esp","Concentraciones séricas valle de ácido valproico estimadas a partir de concentraciones 12 horas postdosis en pacientes tratados con Depakine® Crono","Lampón, N., Tutor, J. C.","Farmacia Hospitalaria; 37(1); 79-81","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100016&lang=pt" 
"S1130-63432013000100007-esp","Utilización de recursos sanitarios y costes asociados a la fasciectomía en la enfermedad de Dupuytren en España","Salas-Cansado, Marina De, Ruiz Antorán, María Belén, Ramírez, Elena, Dudley, Antonio","Farmacia Hospitalaria; 37(1); 41-49","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100007&lang=pt" 
"S1130-63432013000100004-esp","Indicadores de monitorización del proceso de soporte nutricional especializado","Sirvent, Mariola, Victoria Calvo, M., Sagalés, María, Rodríguez-Penin, Isaura, Cervera, Mercedes, Piñeiro, Guadalupe, García-Rodicio, Sonsoles, Gomis, Pilar, Caba, Isabel, Vázquez, Amparo, Gómez, María E., Pedraza, Luis","Farmacia Hospitalaria; 37(1); 15-26","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100004&lang=pt" 
"S1130-63432013000100008-esp","Conocimiento del coste de los tratamientos dispensados desde el Servicio de Farmacia Hospitalaria y percepción del estado de salud","García Llopis, Paula, Quintana Vergara, Belén, Vicente Valor, M.ª Isabel, López Tinoco, M.ª Jesús, Bargues Ruiz, J. Adrià, Sánchez Alcaraz, Agustín","Farmacia Hospitalaria; 37(1); 50-58","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100008&lang=pt" 
"S1130-63432013000100006-esp","Seguimiento de parámetros analíticos en pacientes de medicina interna para detectar efectos adversos","Cabello-Muriel, Aurelio, Urbieta-Sanz, Elena, Iniesta-Navalón, Carles, García-Molina, Celia, Rentero-Redondo, Lorena, Antequera-Lardón, Teresa","Farmacia Hospitalaria; 37(1); 35-40","Farmacia Hospitalaria","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-63432013000100006&lang=pt" 
"S0188-49992013000100001-mex","Influence of physical and chemical soil properties on the adsorption of Escherichia coli in Mollisols and Alfisols of Argentina","BEHRENDS KRAEMER, Filipe, CHAGAS, Celio Ignácio, MORRÁS, Héctor José María, MORETTON, Juan, PAZ, Marta, GARIBALDI, Lucas Alejandro","Revista internacional de contaminación ambiental; 29(1); 7-20","Revista internacional de contaminación ambiental","Inglês","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992013000100001&lang=pt" 
"S0188-49992013000100002-mex","Biorremediación de un suelo tropical contaminado con residuos aceitosos intemperizados","FERREIRA DO NASCIMENTO, Teresa Cristina, SANTOS OLIVEIRA, Fernando Jorge, PESSOA DE FRANÇA, Francisca","Revista internacional de contaminación ambiental; 29(1); 21-28","Revista internacional de contaminación ambiental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992013000100002&lang=pt" 
"S0188-49992013000100003-mex","Respuestas al estrés oxidativo y alteraciones hepáticas en el barbo común, Barbus bocagei, del río Vizela, Portugal","PEIXOTO, Francisco P., CARROLA, João, COIMBRA, Ana Maria, FERNANDES, Conceição, TEIXEIRA, Paulo, COELHO, Luís, CONCEIÇÃO, Ivo, OLIVEIRA, Maria Manuel, FONTAÍNHAS-FERNANDES, António","Revista internacional de contaminación ambiental; 29(1); 29-38","Revista internacional de contaminación ambiental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992013000100003&lang=pt" 
"S0188-49992013000100004-mex","Características y análisis de composición de los residuos sólidos de la Ciudad de México","DURÁN MORENO, Alfonso, GARCÉS RODRÍGUEZ, Manuel, VELASCO, Adriana Rocío, MARÍN ENRIQUEZ, Juan Carlos, GUTIÉRREZ LARA, Rafaela, MORENO GUTIÉRREZ, Abril, DELGADILLO HERNÁNDEZ, Norma Angélica","Revista internacional de contaminación ambiental; 29(1); 47-57","Revista internacional de contaminación ambiental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992013000100004&lang=pt" 
"S0188-49992013000100005-mex","Participación de diferentes genes en la reparación de rupturas de doble cadena en cepas de Escherichia coli expuestas a radiación gamma","SERMENT GUERRERO, Jorge Humberto, MARTÍNEZ MARTÍNEZ, Estefany, ALCÁNTARA DÍAZ, David","Revista internacional de contaminación ambiental; 29(1); 59-75","Revista internacional de contaminación ambiental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992013000100005&lang=pt" 
"S0188-49992013000100006-mex","Comunicación de riesgos ecológicos: el caso de la contaminación atmosférica en dos ciudades intermedias del sur de Chile","VALLEJOS-ROMERO, Arturo, OÑATE ÑANCUCHEO, Marcela","Revista internacional de contaminación ambiental; 29(1); 59-75","Revista internacional de contaminación ambiental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992013000100006&lang=pt" 
"S0188-49992013000100007-mex","Síntesis y biodegradación de polihidroxialcanoatos: plásticos de origen microbiano","GONZÁLEZ GARCÍA, Yolanda, MEZA CONTRERAS, Juan Carlos, GONZÁLEZ REYNOSO, Orfil, CÓRDOVA LÓPEZ, Jesús Antonio","Revista internacional de contaminación ambiental; 29(1); 77-115","Revista internacional de contaminación ambiental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992013000100007&lang=pt" 
"S0188-49992013000100008-mex","Biomarkers of exposure for assessing environmental metal pollution: from molecules to ecosystems","MUSSALI-GALANTE, Patricia, TOVAR-SÁNCHEZ, Efraín, VALVERDE, Mahara, ROJAS DEL CASTILLO, Emilio","Revista internacional de contaminación ambiental; 29(1); 117-140","Revista internacional de contaminación ambiental","Inglês","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992013000100008&lang=pt" 
"S0185-33252013000100001-mex","Efecto de la exposición al pesticida rotenona sobre el desarrollo del sistema dopaminérgico nigro-estriatal en ratas","Gómez-Chavarín, Margarita, Díaz-Pérez, Rosalinda, Morales-Espinosa, Rosario, Fernández-Ruiz, Juan, Roldán-Roldán, Gabriel, Torner, Carlos","Salud mental; 36(1); 1-8","Salud mental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252013000100001&lang=pt" 
"S0185-33252013000100010-mex","Factors related to health outcomes and health risk behaviors of adolescents with lead exposure: A pilot study","Cossío-Torres, Patricia, Calderón, Jaqueline, Tellez-Rojo, Martha, Díaz-Barriga, Fernando","Salud mental; 36(1); 73-81","Salud mental","Inglês","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252013000100010&lang=pt" 
"S0185-33252013000100013-mex","&quot;Alternativas Terapéuticas para la Esquizofrenia&quot;","Garnica, Rodrigo","Salud mental; 36(1); 85-86","Salud mental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252013000100013&lang=pt" 
"S0185-33252013000100014-mex","Autoevaluación","Heinze, Gerhard","Salud mental; 36(1); 91-92","Salud mental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252013000100014&lang=pt" 
"S0185-33252013000100002-mex","Adaptación cultural de instrumentos de medida sobre estigma y enfermedad mental en la Ciudad de México","Mora-Ríos, Jazmín, Bautista-Aguilar, Natalia, Natera, Guillermina, Pedersen, Duncan","Salud mental; 36(1); 9-18","Salud mental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252013000100002&lang=pt" 
"S0185-33252013000100003-mex","Registro Electrónico de Adherencia al Tratamiento de Esquizofrenia en Latinoamérica (e-STAR): Resultados clínicos del uso de risperidona inyectable de liberación prolongada a dos años de seguimiento","Apiquian, Rogelio, Córdoba, Rodrigo, Louzã, Mario, Fresán, Ana","Salud mental; 36(1); 19-26","Salud mental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252013000100003&lang=pt" 
"S0185-33252013000100004-mex","Consumo de heroína inyectada en Colombia y comportamientos de riesgo","Berbesi, Dedsy, Segura-Cardona, Angela, Montoya-Vélez, Liliana, Mateu-Gelabert, Pedro","Salud mental; 36(1); 27-31","Salud mental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252013000100004&lang=pt" 
"S0185-33252013000100005-mex","Anorexia nervosa: experiencias familiares sobre el inicio del padecimiento, el tratamiento, la recaída y la remisión","González-Macías, Laura, Romero, Martha, Rascón, María Luisa, Caballero, Alejandro","Salud mental; 36(1); 33-39","Salud mental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252013000100005&lang=pt" 
"S0185-33252013000100006-mex","Usos de la Internet y teléfono celular asociados a situaciones de riesgo de explotación sexual de adolescentes","Gutiérrez, Rafael, Vega, Leticia, Rendón, Abraham Ernesto","Salud mental; 36(1); 41-48","Salud mental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252013000100006&lang=pt" 
"S0185-33252013000100007-mex","Adolescent adjustment in at-risk families: The role of psychosocial stress and parental socialization","Lorence Lara, Bárbara, Hidalgo García, Ma. Victoria, Dekovic, Maja","Salud mental; 36(1); 49-57","Salud mental","Inglês","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252013000100007&lang=pt" 
"S0185-33252013000100008-mex","Síntomas depresivos y rendimiento escolar en estudiantes de Medicina","Fouilloux Morales, Claudia, Barragán Pérez, Virginia, Ortiz León, Silvia, Jaimes Medrano, Aurora, Urrutia Aguilar, María Ester, Guevara-Guzmán, Rosalinda","Salud mental; 36(1); 59-65","Salud mental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252013000100008&lang=pt" 
"S0185-33252013000100009-mex","La función de la mirada clínica en el tratamiento de niños con quemaduras","de Ávila Ramírez, Xochiquetzaly Yeruti, Tosta Berlinck, Manoel","Salud mental; 36(1); 67-71","Salud mental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252013000100009&lang=pt" 
"S0185-33252013000100012-mex","Los pacientes de Freud","","Salud mental; 36(1); 85-86","Salud mental","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-33252013000100012&lang=pt" 
