"S1727-99332009000100002-per","Diversidad y endemismo de los mamíferos del Perú","Pacheco, Víctor, Cadenillas, Richard, Salas, Edith, Tello, Carlos, Zeballos, Horacio","Revista Peruana de Biología; 16(1); 5-32","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100002&lang=pt" 
"S1415-54192009000400006-scl","Estudo comparativo de diferentes prescrições de braquetes pré-ajustados em modelos virtuais pelo Método de Elementos Finitos","Feres, Murilo Fernando Neuppmann, Mazzieiro, Ênio Tonani, Landre Júnior, Janes","Revista Dental Press de Ortodontia e Ortopedia Facial; 14(4); 53-65","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192009000400006&lang=pt" 
"S1415-54192009000400008-scl","Efetividade dos aparelhos intrabucais de avanço mandibular no tratamento do ronco e da síndrome da apneia e hipopneia obstrutiva do sono (SAHOS): revisão sistemática","Caldas, Sergei Godeiro Fernandes Rabelo, Ribeiro, Alexandre Antonio, Santos-Pinto, Lourdes dos, Martins, Lídia Parsekian, Matoso, Rildo Medeiros","Revista Dental Press de Ortodontia e Ortopedia Facial; 14(4); 74-82","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192009000400008&lang=pt" 
"S1415-54192009000400009-scl","Avaliação da radiografia cefalométrica lateral como meio de diagnóstico da hipertrofia de adenoide","Barbosa, Marcelo de Castellucci e, Knop, Luégya Amorim Henriques, Lessa, Marcus Miranda, Araujo, Telma Martins de","Revista Dental Press de Ortodontia e Ortopedia Facial; 14(4); 83-91","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192009000400009&lang=pt" 
"S1415-54192009000400010-scl","Estudo cefalométrico das alterações dos terços médio e inferior da face em pacientes com diferentes padrões respiratórios e faciais","Gouveia, Stella Angélica de Souza, Nahás, Ana Carla Raphaelli, Cotrim-Ferreira, Flávio Augusto","Revista Dental Press de Ortodontia e Ortopedia Facial; 14(4); 92-100","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192009000400010&lang=pt" 
"S1415-54192009000400011-scl","Força de mordida em crianças com mantenedor de espaço funcional na fase da dentadura mista inicial","Jacinto-Gonçalves, Suzane Rodrigues, Gavião, Maria Beatriz Duarte","Revista Dental Press de Ortodontia e Ortopedia Facial; 14(4); 101-110","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192009000400011&lang=pt" 
"S1415-54192009000400012-scl","Correlação entre a densidade óssea mandibular, femural, lombar e cervical","Scheibel, Paula Cabrini, Matheus, Paula Daniele, Albino, Cláudio Cordeiro, Ramos, Adilson Luiz","Revista Dental Press de Ortodontia e Ortopedia Facial; 14(4); 111-122","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192009000400012&lang=pt" 
"S1415-54192009000400014-scl","Avaliação do espaço adicional requerido no perímetro do arco inferior para o nivelamento da curva de Spee","Campos, Marcio José da Silva, Quintão, Cátia Cardoso Abdo, Fraga, Marcelo Reis, Vitral, Robert Willer Farinazzo","Revista Dental Press de Ortodontia e Ortopedia Facial; 14(4); 129-136","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192009000400014&lang=pt" 
"S1806-37132009000800016-scl","Narghile smoking keeps researchers in Wonderland","Chaouachi, Kamal","Jornal Brasileiro de Pneumologia; 35(8); 819-820","Jornal Brasileiro de Pneumologia","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132009000800016&lang=pt" 
"S1519-566X2009000400016-scl","Control of silverleaf whitefly, cotton aphid and kanzawa spider mite with oil and extracts from seeds of sugar apple","Lin, Chien-Yih, Wu, Der-Chung, Yu, Jih-Zu, Chen, Bing-Huei, Wang, Chin-Ling, Ko, Wen-Hsiung","Neotropical Entomology; 38(4); 531-536","Neotropical Entomology","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2009000400016&lang=pt" 
"S1519-566X2009000400023-scl","A new sterile technique effective on capturing tramp ants for microbiological investigations","Schuller, Lucia, Matté, Glavur R, Matté, Maria H","Neotropical Entomology; 38(4); 560-563","Neotropical Entomology","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2009000400023&lang=pt" 
"S0103-73072009010200001-scl","Educação e política: novas configurações nas práticas de militância","","Pro-Posições; 20(2); -","Pro-Posições","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73072009010200001&lang=pt" 
"S0034-71672009000400021-scl","Teoria de Orem aplicada a intervenciones durante embarazo y climaterio","Salazar Molina, Alide, Valenzuela Suazo, Sandra","Revista Brasileira de Enfermagem; 62(4); 613-619","Revista Brasileira de Enfermagem","Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672009000400021&lang=pt" 
"S1519-566X2009000400017-scl","Microbiota associated with tramp ants in a Brazilian University Hospital","Teixeira, Maxelle M, Pelli, Afonso, Santos, Vitorino M dos, Reis, Maria das G","Neotropical Entomology; 38(4); 537-541","Neotropical Entomology","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2009000400017&lang=pt" 
"S0104-06182009000200010-scl","Da história econômica à cultural: a singular travessia de Stuart Schwartz","Arruda, José Jobson de Andrade","Economia e Sociedade; 18(2); 433-437","Economia e Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-06182009000200010&lang=pt" 
"S0104-06182009000200001-scl","Política monetária, inflação e crescimento econômico: a influência da reputação da autoridade monetária sobre a economia","Montes, Gabriel Caldas","Economia e Sociedade; 18(2); 237-259","Economia e Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-06182009000200001&lang=pt" 
"S0104-06182009000200009-scl","Desconcentração produtiva regional do Brasil 1970-2005","Funari, Armando Palermo","Economia e Sociedade; 18(2); 429-432","Economia e Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-06182009000200009&lang=pt" 
"S1516-35982009000800004-scl","Cana-de-açúcar ensilada com ou sem aditivos químicos: fermentação e composição química","Amaral, Rafael Camargo do, Pires, Alexandre Vaz, Susin, Ivanete, Nussio, Luiz Gustavo, Mendes, Clayton Quirino, Gastaldello Junior, Adilson Luis","Revista Brasileira de Zootecnia; 38(8); 1413-1421","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000800004&lang=pt" 
"S1516-35982009000800002-scl","Crude protein reduction and digestible methionine+cystine and threonine to digestible lysine ratios in diets for Nile tilapia fingerlings","Quadros, Moisés, Lanna, Eduardo Arruda Teixeira, Donzele, Juarez Lopes, Abreu, Márvio Lobão Teixeira de, Ribeiro, Felipe Barbosa, Takishita, Sylvia Sanae","Revista Brasileira de Zootecnia; 38(8); 1400-1406","Revista Brasileira de Zootecnia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000800002&lang=pt" 
"S1516-35982009000800029-scl","Comportamento ingestivo de ovinos alimentados com silagens de capim-elefante contendo casca de café, farelo de cacau ou farelo de mandioca","Pires, Aureliano José Vieira, Carvalho, Gleidson Giordano Pinto de, Garcia, Rasmo, Carvalho Junior, José Nobre de, Ribeiro, Leandro Sampaio Oliveira, Chagas, Daiane Maria Trindade","Revista Brasileira de Zootecnia; 38(8); 1620-1626","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000800029&lang=pt" 
"S1516-35982009000800026-scl","Predição da composição corporal e da carcaça a partir da seção entre a 9ª e 11ª costelas em bovinos Nelore","Marcondes, Marcos Inácio, Valadares Filho, Sebastião de Campos, Paulino, Pedro Veiga Rodrigues, Detmann, Edenio, Valadares, Rilene Ferreira Diniz, Santos, Tathyane Ramalho, Diniz, Luciana Lacerda","Revista Brasileira de Zootecnia; 38(8); 1597-1604","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000800026&lang=pt" 
"S1516-35982009000800019-scl","Valor nutritivo de pastagens consorciadas com diferentes espécies de leguminosas","Olivo, Clair Jorge, Ziech, Magnos Fernando, Meinerz, Gilmar Roberto, Agnolin, Carlos Alberto, Tyska, Denize, Both, José Francisco","Revista Brasileira de Zootecnia; 38(8); 1543-1552","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000800019&lang=pt" 
