"S0104-44782009000200014-scl","Avolatilidade eleitoral nos estados sistema partidário e democracia no Brasil","Bohn, Simone R., Paiva, Denise","Revista de Sociologia e Política; 17(33); 187-208","Revista de Sociologia e Política","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782009000200014&lang=pt" 
"S0716-27902009000100008-chl","La enseñanza institucional terciaria y las músicas populares","Aharonián, Coriún","Revista musical chilena; 63(211); 66-83","Revista musical chilena","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902009000100008&lang=pt" 
"S0716-27902009000100009-chl","Creación musical chilena","","Revista musical chilena; 63(211); 84-95","Revista musical chilena","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902009000100009&lang=pt" 
"S0716-27902009000100010-chl","Eduardo Cáceres. Fantasías rítmicas. Piano. Santiago","Grandela del Río, Julia","Revista musical chilena; 63(211); 96-96","Revista musical chilena","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902009000100010&lang=pt" 
"S0716-27902009000100011-chl","","Vera, Alejandro","Revista musical chilena; 63(211); 96-102","Revista musical chilena","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902009000100011&lang=pt" 
"S0716-27902009000100012-chl","Cristhian Uribe. La intención develada. Estudios sobre música y construcción social","Vera Rivera, Santiago","Revista musical chilena; 63(211); 102-104","Revista musical chilena","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902009000100012&lang=pt" 
"S0716-27902009000100013-chl","TTK, 81 Micropiezas para saxofón y electroacústica. CD. Composición de José Miguel Candela","Banderas Grandela, Daniela","Revista musical chilena; 63(211); 105-106","Revista musical chilena","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902009000100013&lang=pt" 
"S0716-27902009000100014-chl","Homenaje. CD. Obras de Leni Alexander. Intérpretes diversos","Gallegos Marino, Álvaro","Revista musical chilena; 63(211); 106-106","Revista musical chilena","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902009000100014&lang=pt" 
"S0716-27902009000100015-chl","Mi amigo Roque Cordero (1917-2008)","Orrego-Salas, Juan","Revista musical chilena; 63(211); 107-108","Revista musical chilena","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902009000100015&lang=pt" 
"S0716-27902009000100016-chl","Harold Gramatges (1918-2008) y Juan Blanco (1919-2008)","García, Fernando","Revista musical chilena; 63(211); 108-109","Revista musical chilena","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902009000100016&lang=pt" 
"S0716-27902009000100017-chl","Lukas Foss; políglota y explorador (1923-2009)","Orrego-Salas, Juan","Revista musical chilena; 63(211); 109-110","Revista musical chilena","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902009000100017&lang=pt" 
"S0004-27492009000300002-scl","Reproducibility of water drinking test performed at different times of the day","Medina, Flavio Mac Cord, Rodrigues, Fabrício Kafury Pereira, Pierre Filho, Paulo de Tarso Ponte, Matsuo, Tiemi, Vasconcellos, José Paulo Cabral de, Costa, Vital Paulino","Arquivos Brasileiros de Oftalmologia; 72(3); 283-290","Arquivos Brasileiros de Oftalmologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000300002&lang=pt" 
"S0004-27492009000300004-scl","Correlation between diurnal variation of intraocular pressure, ocular pulse amplitude and corneal structural properties","Villas-Bôas, Flávia Silva, Doi, Larissa Morimoto, Sousa, Aline Kátia Siqueira, Melo Jr., Luiz Alberto S.","Arquivos Brasileiros de Oftalmologia; 72(3); 296-301","Arquivos Brasileiros de Oftalmologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000300004&lang=pt" 
"S0004-27492009000300005-scl","Comparative biometric study between plateau iris configuration and primary open angle glaucoma with narrow angle","Diniz Filho, Alberto, Cronemberger, Sebastião, Mérula, Rafael Vidal, Calixto, Nassim","Arquivos Brasileiros de Oftalmologia; 72(3); 302-307","Arquivos Brasileiros de Oftalmologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000300005&lang=pt" 
"S0004-27492009000300006-scl","Utilização de adesivo de fibrina em cirurgias oftalmológicas","Pizzol, Melissa Manfroi Dal, Roggia, Murilo Felix, Kwitko, Sérgio, Marinho, Diane Ruschel, Rymer, Samuel","Arquivos Brasileiros de Oftalmologia; 72(3); 308-312","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000300006&lang=pt" 
"S0004-27492009000300007-scl","Métodos diagnósticos para retinopatia induzida pelo difosfato de cloroquina nos portadores de lúpus eritematoso sistêmico","Rodrigues, Luciana Duarte, Shinjo, Samuel Katsuyuki, Oyamada, Maria Kiyoko, Serracarbassa, Pedro Durães, Takahashi, Walter Yukihiko, Borba, Eduardo Ferreira, Bonfá, Eloísa Silva Dutra de Oliveira, Nakashima, Yoshitaka","Arquivos Brasileiros de Oftalmologia; 72(3); 313-320","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000300007&lang=pt" 
"S0004-27492009000300008-scl","Esclerite posterior: características clínicas, associação sistêmica, tratamento e evolução de 23 pacientes","Machado, Danuza de Oliveira, Curi, André Luis Land, Bessa, Thaís Fontes, Campos, Wesley Ribeiro, Oréfice, Fernando","Arquivos Brasileiros de Oftalmologia; 72(3); 321-326","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000300008&lang=pt" 
"S0004-27492009000300009-scl","Resposta humoral ao vírus dengue em mães/filhos: relação com a sequência de Möbius","Gadelha, Diego Nery Benevides, Ventura, Bruna Vieira, Ventura, Liana Maria Vieira de Oliveira, Miller, Marilyn T., Cordeiro, Marli Tenório, Castro, Célia Maria Machado Barbosa de","Arquivos Brasileiros de Oftalmologia; 72(3); 327-331","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000300009&lang=pt" 
"S0004-27492009000300010-scl","Avaliação dos serviços de assistência ocular em população urbana de baixa renda da cidade de São Paulo - Brasil","Pereira, Josenilson Martins, Salomão, Solange Rios, Cinoto, Rafael Werneck, Mendieta, Luana, Sacai, Paula Yuri, Berezovsky, Adriana, Belfort Júnior, Rubens","Arquivos Brasileiros de Oftalmologia; 72(3); 332-340","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000300010&lang=pt" 
"S0004-27492009000300012-scl","Tonometer calibration in Brasília, Brazil","Abrão, Fernanda Pires da Silva, Araújo, Warley Alves, Vieira, Geraldo Magela","Arquivos Brasileiros de Oftalmologia; 72(3); 346-350","Arquivos Brasileiros de Oftalmologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000300012&lang=pt" 
"S0004-27492009000300013-scl","Variação da pressão intraocular após teste submáximo de força no treinamento resistido","Conte, Marcelo, Scarpi, Marinho Jorge, Rossin, Reginaldo Alexandre, Beteli, Hélio Rubens, Lopes, Rodrigo Gustavo, Marcos, Haroldo Leão","Arquivos Brasileiros de Oftalmologia; 72(3); 351-354","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000300013&lang=pt" 
"S0004-27492009000300014-scl","Tracoma: estudo epidemiológico de escolares em Alagoas - Brasil","Damasceno, Renato Wendell Ferreira, Santos, Rodrigo Ribeiro, Cavalcanti, Thiago Rodrigues Tavares, Hida, Richard Yudi, Santos, Mário Jorge, Santos, Andréa Maria Cavalcante, Dantas, Paulo Elias Correa","Arquivos Brasileiros de Oftalmologia; 72(3); 355-359","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000300014&lang=pt" 
"S0004-27492009000300015-scl","Estudo retrospectivo de crianças pré-termo no Ambulatório de Especialidades Jardim Peri-Peri","Lorena, Silvia Helena Tavares, Brito, José Martins Siqueira","Arquivos Brasileiros de Oftalmologia; 72(3); 360-364","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000300015&lang=pt" 
"S0004-27492009000300016-scl","Efeitos da ibopamina 2% tópica nos resultados da campimetria visual computadorizada","Pigini, Mara Agi, Ávila, Marcos Pereira, Magacho, Leopoldo","Arquivos Brasileiros de Oftalmologia; 72(3); 365-369","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000300016&lang=pt" 
"S0004-27492009000300018-scl","Cataract prevalence in Central-West region of São Paulo State, Brazil","Carlos, Gabriel Arantes, Schellini, Silvana Artioli, Espíndola, Rodrigo França de, Lana, Flávia Pelinsari, Rodrigues, Antônio Carlos Lotelli, Padovani, Carlos Roberto","Arquivos Brasileiros de Oftalmologia; 72(3); 375-379","Arquivos Brasileiros de Oftalmologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000300018&lang=pt" 
"S0366-69132009000200013-scl","Adesão em materiais cimentícios: &quot;In-built nanotechnology&quot;","Rossetto, H. L., Souza, M. F. de, Pandolfelli, V. C.","Cerâmica; 55(334); 199-205","Cerâmica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132009000200013&lang=pt" 
"S0366-69132009000200016-scl","Obtenção e utilização de microesferas de parafina para confecção de arcabouços teciduais baseados em cimento de α-fosfato tricálcico","M. Machado, J. L. de, Santos, L. A dos","Cerâmica; 55(334); 216-222","Cerâmica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132009000200016&lang=pt" 
"S0104-530X2009000200008-scl","Criação de conhecimento na indústria de alta tecnologia: estudo de casos em projetos de diferentes graus de inovação","Stefanovitz, Juliano Pavanelli, Nagano, Marcelo Seido","Gestão &amp; Produção; 16(2); 245-259","Gestão &amp; Produção","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2009000200008&lang=pt" 
"S0100-54052009000200002-scl","Variabilidade patogênica de Ustilago scitaminea no estado de São Paulo","Rago, Alejandro Mario, Casagrande, Marcos Virgílio, Massola Júnior, Nelson Sidnei","Summa Phytopathologica; 35(2); 93-97","Summa Phytopathologica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052009000200002&lang=pt" 
"S0100-54052009000200003-scl","Alterações metabólicas em plantas de feijão originadas de sementes microbiolizadas por Pseudomonas sp. e inoculadas com Xanthomonas axonopodis pv. phaseoli","Silva, Eliane Gonçalves da, Moura, Andréa Bittencourt, Bacarin, Marcos Antonio, Deuner, Carolina Cardoso","Summa Phytopathologica; 35(2); 98-104","Summa Phytopathologica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052009000200003&lang=pt" 
"S0100-54052009000200005-scl","Manejo da podridão de melão pelo controle do amadurecimento através do 1-mcp, sob duas condições de armazenamento","Terao, Daniel, Oliveira, Sônia Maria Alves de, Viana, Francisco Marto Pinto, Sá, Cynthia Renata Lima, Moura, Renata Damasceno, Gondim, Darcy M.F.","Summa Phytopathologica; 35(2); 110-115","Summa Phytopathologica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052009000200005&lang=pt" 
"S0100-54052009000200006-scl","Variabilidade genética de Xanthomonas axonopodis pv. passiflorae","Nakatani, Andreia K., Lopes, Ricardo, Camargo, Luis E.A.","Summa Phytopathologica; 35(2); 116-120","Summa Phytopathologica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052009000200006&lang=pt" 
"S0100-54052009000200007-scl","Efeito de meios de cultura e fatores físicos no crescimento e esporulação de Alternaria dauci e A. solani","Pulz, Pablo, Massola Jr., Nelson S.","Summa Phytopathologica; 35(2); 121-126","Summa Phytopathologica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052009000200007&lang=pt" 
"S0100-54052009000200008-scl","Gama de hospedeiros e reação de genótipos de tomateiro a Pseudomonas cichorii","Silva Júnior, Tadeu Antônio Fernandes da, Gioria, Ricardo, Maringoni, Antonio Carlos, Azevedo, Sebastião M., Beriam, Luís Otávio Saggion, Almeida, Irene Maria Gatti de","Summa Phytopathologica; 35(2); 127-131","Summa Phytopathologica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052009000200008&lang=pt" 
"S0100-54052009000200009-scl","Alguns aspectos epidemiológicos da mancha bacteriana (Xanthomonas spp.) do tomateiro na região de Caçador/SC","Marcuzzo, Leandro Luiz, Becker, Walter Ferreira, Fernandes, José Mauricio Cunha","Summa Phytopathologica; 35(2); 132-135","Summa Phytopathologica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052009000200009&lang=pt" 
"S0100-54052009000200010-scl","Detecção de Xanthomonas axonopodis pv. phaseoli em sementes de feijoeiro provenientes do estado do Paraná, Brasil","Torres, João Pereira, Silva Júnior, Tadeu Antônio Fernandes da, Maringoni, Antonio Carlos","Summa Phytopathologica; 35(2); 136-139","Summa Phytopathologica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052009000200010&lang=pt" 
"S0210-48062009000600009-esp","Tratamiento laparoscópico de la ureterolitiasis: nuestra experiencia","Borges Matias, Danilo, Gonçalves Alvim, Ricardo, Ribas, Mateus, Pierote de Oliveira, Bruno, Torres Chaves, Otto H.","Actas Urológicas Españolas; 33(6); 667-669","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600009&lang=pt" 
"S0210-48062009000600020-esp","Quiste parauretral de skene","Luján Marco, Saturnino, García Fadrique, Gonzalo, Morales Solchaga, Gonzalo, Di Capua Sacoto, Carlos, Alonso Gorrea, Manuel, Jiménez Cruz, Juan F.","Actas Urológicas Españolas; 33(6); 719-719","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600020&lang=pt" 
"S0210-48062009000600024-esp","Estenosis ureterointestinal en derivación Mainz II: Resolución endoscópica","Rodríguez Gómez, Ignacio, Casas Agudo, Vicente P., Álvarez Castelo, Luis M., Chantada Abal, Venancio, Sánchez Rodríguez-Losada, Javier, López García, Daniel, González Martín, Marcelino","Actas Urológicas Españolas; 33(6); 723-723","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600024&lang=pt" 
"S0210-48062009000600003-esp","Comentario editorial sobre &quot;Tratamiento laparoscópico de la ureterolitiasis: nuestra experiencia&quot;","Serrano Pascual, Álvaro","Actas Urológicas Españolas; 33(6); 621-622","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600003&lang=pt" 
"S0210-48062009000600021-esp","Masas residuales post-quimioterapia en tumor testicular","Rodríguez Gómez, Ignacio, Álvarez Castelo, Luis M., Gómez Veiga, Francisco A., Martínez Breijo, Sara, Chantada Abal, Venancio, González Martín, Marcelino","Actas Urológicas Españolas; 33(6); 720-720","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600021&lang=pt" 
"S0210-48062009000600014-esp","Fístula arteriovenosa renal congénita","Ramírez Zambrana, Antonio, Lallave Martín, Fátima, Zapata Blanco, Juan, Mateos Blanco, Jesús, Toledo Serrano, Mª José, Molina Suárez, Juan L.","Actas Urológicas Españolas; 33(6); 696-699","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600014&lang=pt" 
"S0210-48062009000600022-esp","Reflujo secundario a resección transuretral","Jalón Monzón, Antonio, Álvarez Múgica, Miguel, Fernández Gómez, Jesús Mª, Rodríguez Robles, Laura, González Álvarez, Roberto C., Regadera Sejas, Francisco J.","Actas Urológicas Españolas; 33(6); 721-721","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600022&lang=pt" 
"S0210-48062009000600008-esp","Guía para el análisis crítico de ensayos clínicos en Urología","Millán Rodríguez, Félix","Actas Urológicas Españolas; 33(6); 654-666","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600008&lang=pt" 
"S0210-48062009000600007-esp","Validación de la versión en español del cuestionario &quot;Epidemiology of Prolapse and Incontinence Questionnaire-EPIQ”","Espuña Pons, Montserrat, Fillol Crespo, Manuel, Pascual Amorós, María A., Rebollo Álvarez, Pablo, Prieto Soto, Marta","Actas Urológicas Españolas; 33(6); 646-653","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600007&lang=pt" 
"S0210-48062009000600002-esp","Impacto del cribado del cáncer de próstata sobre la mortalidad","Morote Robles, Juan","Actas Urológicas Españolas; 33(6); 619-620","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600002&lang=pt" 
"S0210-48062009000600017-esp","Reconstrucción vésico-ureteral completa con íleon en un caso de tuberculosis genitourinaria","González Resina, Raquel, Congregado Ruiz, Belén, Medina López, Rafael A., Torrubia Romero, Francisco J.","Actas Urológicas Españolas; 33(6); 706-711","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600017&lang=pt" 
"S0210-48062009000600011-esp","Alternativa terapéutica para el dolor pélvico crónico de origen vesical","López González, Pedro A., Tornero Ruiz, Jesús I., López Cubillana, Pedro, Doñate Iñiguez, Gloria, Ruíz Morcillo, Jose C., Pérez Albacete, Mariano","Actas Urológicas Españolas; 33(6); 681-685","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600011&lang=pt" 
"S0210-48062009000600015-esp","Desarrollo de cálculo vesical tras procedimiento de colocación de malla TVT: A propósito de un caso","Tolosa Eizaguirre, Egoitz, Rincón Mayans, Aníbal, Rioja Zuazu, Jorge, Zudaire Bergera, Juan J., Barba Abad, Javier, Berián Polo, José Mª","Actas Urológicas Españolas; 33(6); 700-702","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600015&lang=pt" 
"S0210-48062009000600016-esp","Ascitis quilosa después de nefrectomía radical laparoscópica: Tratamiento conservador sin paracentesis","Fariña, Luis A., Martínez, Maria Concepción","Actas Urológicas Españolas; 33(6); 703-705","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600016&lang=pt" 
"S0210-48062009000600006-esp","Sarcomas paratesticulares en el paciente adulto: Manejo y evolución de la enfermedad","Astigueta Pérez, Juan C., Abad Licham, Milagros, Pow-Sang Godoy, Mariela, Destefano Urrutia, Víctor, Sánchez Lihon, Juvenal","Actas Urológicas Españolas; 33(6); 639-645","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600006&lang=pt" 
"S0210-48062009000600005-esp","Trazodona: ¿Nuevo enfoque selectivo para el tratamiento de los sofocos generados por la deprivación androgénica en el carcinoma prostático?","Vilar González, Santiago, Montañá Puig, Francesc, Sabater Martí, Sebastiá, Villas Sánchez, Mª Victoria, Sevillano Capellán, Mª del Mar, Aguayo Martos, Manuel","Actas Urológicas Españolas; 33(6); 635-638","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600005&lang=pt" 
"S0210-48062009000600004-esp","Desarrollo y validación del primer cuestionario español de calidad de vida en pacientes con cáncer de próstata, basado en la percepción del paciente","Gómez Veiga, Francisco, Cozar Olmo, José M., Günthner, Stefan, Puyol Pallas, Miquel, Silmi Moyano, Ángel, Baró Ramos, Eva, Rebollo, Francisco J.","Actas Urológicas Españolas; 33(6); 623-634","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000600004&lang=pt" 
"S0100-512X2009000100013-scl","A teoria da causalidade imaginária na filosofia de Hume","Valadares, Alexandre Arbex","Kriterion: Revista de Filosofia; 50(119); 251-268","Kriterion: Revista de Filosofia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-512X2009000100013&lang=pt" 
"S0100-512X2009000100015-scl","","Costa, Danilo Vaz Curado R. M.","Kriterion: Revista de Filosofia; 50(119); 275-280","Kriterion: Revista de Filosofia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-512X2009000100015&lang=pt" 
"S0100-512X2009000100014-scl","A filosofia na persistência de sua tradição dialética","Alves Júnior, Douglas Garcia","Kriterion: Revista de Filosofia; 50(119); 269-274","Kriterion: Revista de Filosofia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-512X2009000100014&lang=pt" 
"S0100-83582009010200001-scl","Conhecimentos básicos sobre as interações da qualidade da luz em plantas podem ser usados para desenvolver novos métodos para controlar plantas daninhas","","Planta Daninha; 27(2); -","Planta Daninha","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582009010200001&lang=pt" 
"S0100-55022009000200006-scl","Interesse dos estudantes pela medicina de família: estado da questão e agenda de pesquisa","Cavalcante Neto, Pedro Gomes, Lira, Geison Vasconcelos, Miranda, Alcides Silva de","Revista Brasileira de Educação Médica; 33(2); 198-204","Revista Brasileira de Educação Médica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022009000200006&lang=pt" 
"S0100-29452009000200001-scl","A cultura da lichieira","Santos, Carlos Eduardo Magalhães dos","Revista Brasileira de Fruticultura; 31(2); 1-1","Revista Brasileira de Fruticultura","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452009000200001&lang=pt" 
