"S0325-00752005000100007-arg","Incidencia de extravasación del líquido de perfusión por el uso de catéteres percutáneos","Romaniello, Héctor O.","Archivos argentinos de pediatría; 103(1); 31-35","Archivos argentinos de pediatría","Espanhol","2005","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752005000100007&lang=pt" 
"S1134-80462005000100001-esp","La efe. de. a., da fe: los antidepresivos son analgésicos","Micó, J. A.","Revista de la Sociedad Española del Dolor; 12(1); 1-2","Revista de la Sociedad Española del Dolor","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462005000100001&lang=pt" 
"S1134-80462005000100009-esp","Carta abierta a los miembros de la SED","Acuña, M.","Revista de la Sociedad Española del Dolor; 12(1); 52-52","Revista de la Sociedad Española del Dolor","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462005000100009&lang=pt" 
"S1134-80462005000100007-esp","Bloqueo motor completo con ropivacaína epidural en el postoperatorio de un paciente con distrofia muscular de Duchenne","Pérez-Ferrer, A., Gredilla, E., Vicente, J. de, Reinoso, F., García, J., Durán, P.","Revista de la Sociedad Española del Dolor; 12(1); 46-49","Revista de la Sociedad Española del Dolor","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462005000100007&lang=pt" 
"S1134-80462005000100005-esp","Cefalea cervicogénica: Diagnóstico, diagnóstico diferencial y principios generales del tratamiento","O&#039;Mullony, I., Lafuente, A., Pareja, J. A.","Revista de la Sociedad Española del Dolor; 12(1); 24-32","Revista de la Sociedad Española del Dolor","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462005000100005&lang=pt" 
"S1134-80462005000100002-esp","Estudio comparativo entre la termocoagulación retrogasseriana y la microcompresión con balón catéter en la neuralgia trigeminal","Martínez-Suárez, J. E., Salva, S., Jongh, W. A. de","Revista de la Sociedad Española del Dolor; 12(1); 3-7","Revista de la Sociedad Española del Dolor","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462005000100002&lang=pt" 
"S1134-80462005000100004-esp","El alivio del dolor como un derecho humano","Brennan, F., Cousins, M. J.","Revista de la Sociedad Española del Dolor; 12(1); 17-23","Revista de la Sociedad Española del Dolor","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462005000100004&lang=pt" 
"S1134-80462005000100003-esp","Afrontamiento del dolor crónico: el papel de las variables de valoración y estrategias de afrontamiento en la predicción de la ansiedad y la depresión en una muestra de pacientes con dolor crónico","Soucase, B., Monsalve, V., Soriano, J. F.","Revista de la Sociedad Española del Dolor; 12(1); 8-16","Revista de la Sociedad Española del Dolor","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462005000100003&lang=pt" 
"S1134-80462005000100006-esp","Fisiología y farmacología clínica de los opioides epidurales e intratecales","Mugabure, B., Echaniz, E., Marín, M.","Revista de la Sociedad Española del Dolor; 12(1); 33-45","Revista de la Sociedad Española del Dolor","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462005000100006&lang=pt" 
"S1665-11462005000100001-mex","Mortalidad por cáncer en niños","Fajardo-Gutiérrez, Arturo","Boletín médico del Hospital Infantil de México; 62(1); 1-3","Boletín médico del Hospital Infantil de México","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462005000100001&lang=pt" 
"S1665-11462005000100010-mex","Mortalidad preescolar","","Boletín médico del Hospital Infantil de México; 62(1); 69-82","Boletín médico del Hospital Infantil de México","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462005000100010&lang=pt" 
"S1665-11462005000100011-mex","Dr. Homero Heredia García: Un ser humano","Manzano-Sierra, Carlos","Boletín médico del Hospital Infantil de México; 62(1); 83-84","Boletín médico del Hospital Infantil de México","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462005000100011&lang=pt" 
"S1665-11462005000100002-mex","Agradecimiento a los revisores del Boletín Médico del Hospital Infantil de México","Velásquez-Jones, Luis","Boletín médico del Hospital Infantil de México; 62(1); 4-8","Boletín médico del Hospital Infantil de México","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462005000100002&lang=pt" 
"S1665-11462005000100003-mex","Mortalidad por leucemias en menores de 20 años: México 1998-2002","Rizo-Ríos, Pedro, Sánchez-Cervantes, Felipe, González-Rivera, Aurora, Betancourt-Cravioto, Miguel, Meneses-García, Abelardo, Mohar, Alejandro, Kuri-Morales, Pablo","Boletín médico del Hospital Infantil de México; 62(1); 9-18","Boletín médico del Hospital Infantil de México","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462005000100003&lang=pt" 
"S1665-11462005000100004-mex","Fluoride concentration in toothpastes of the Mexican market","Hernández-Guerrero, Juan Carlos, de la Fuente H., Javier, Ledesma-Montes, Constantino, Fontana-Uribe, Bernardo, Jiménez-Farfán¹, Dolores","Boletín médico del Hospital Infantil de México; 62(1); 19-24","Boletín médico del Hospital Infantil de México","Inglês","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462005000100004&lang=pt" 
"S1665-11462005000100005-mex","Síndrome de Stevens-Johnson: Informe de 7 casos","Sotelo-Cruz, Norberto, Hurtado-Valenzuela, Jaime G., Rascón-Alcantar, Adela","Boletín médico del Hospital Infantil de México; 62(1); 25-32","Boletín médico del Hospital Infantil de México","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462005000100005&lang=pt" 
"S1665-11462005000100006-mex","Línea basal de factores de riesgo a caries en escolares","Sánchez-Pérez, Leonor, Méndez-Ramírez, Ignacio, Sáenz-Martínez, Laura R, Irigoyen-Camacho, Esther, Mancera-Velázquez, Nahela, Acosta-Gío, Enrique","Boletín médico del Hospital Infantil de México; 62(1); 33-44","Boletín médico del Hospital Infantil de México","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462005000100006&lang=pt" 
"S1665-11462005000100007-mex","Primer caso de corrección no quirúrgica de una atresia duodenal tipo membrana fenestrada en un recién nacido mediante sección y ampliación por endoscopia","Blanco-Rodríguez, Gerardo, Penchyna-Grub, Jaime, Trujillo-Ponce, Adrián, Nieto-Zermeño², Jaime","Boletín médico del Hospital Infantil de México; 62(1); 45-49","Boletín médico del Hospital Infantil de México","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462005000100007&lang=pt" 
"S1665-11462005000100008-mex","Linfoma cutáneo angiocéntrico de células T que semeja hidroa vacciniforme","Quero-Hernández, Armando, Sánchez-Navarro, Luis M., Socorro-López, Zoila, Carrasco-Daza, Daniel","Boletín médico del Hospital Infantil de México; 62(1); 50-56","Boletín médico del Hospital Infantil de México","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462005000100008&lang=pt" 
"S1665-11462005000100009-mex","Alteraciones hidroelectrolíticas y ácido-base más frecuentes en el paciente con diarrea","Pizarro-Torres, Daniel","Boletín médico del Hospital Infantil de México; 62(1); 57-68","Boletín médico del Hospital Infantil de México","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-11462005000100009&lang=pt" 
"S1690-31102005000100002-ven","Significado funcional de la expresión del receptor de andrógenos en el hombre normal y en hombres infértiles","Gómez-Pérez, Roald, Galo, Elia Dina, Ortíz, Carlos, González-Peramato, Pilar, Arata-Bellabarba, Gabriela, Alfonso Osuna, Jesús, Nistal, Manuel, Regadera, Javier","Revista Venezolana de Endocrinología y Metabolismo; 3(1); 2-9","Revista Venezolana de Endocrinología y Metabolismo","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-31102005000100002&lang=pt" 
"S1690-31102005000100003-ven","Tratamiento de los prolactinomas y tumores secretores de hormona de crecimiento","Mangupli, Ruth","Revista Venezolana de Endocrinología y Metabolismo; 3(1); 10-16","Revista Venezolana de Endocrinología y Metabolismo","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-31102005000100003&lang=pt" 
"S1690-31102005000100001-ven","Salud y democracia","Osuna C, Jesús Alfonso","Revista Venezolana de Endocrinología y Metabolismo; 3(1); 1-1","Revista Venezolana de Endocrinología y Metabolismo","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-31102005000100001&lang=pt" 
"S1690-31102005000100006-ven","Ectopia testicular cruzada: Caso clínico","Marín Mata, Carlos, Leal, Jesús, Jáuregui, Yoleida, Rojas Abreu, Tibisay","Revista Venezolana de Endocrinología y Metabolismo; 3(1); 32-34","Revista Venezolana de Endocrinología y Metabolismo","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-31102005000100006&lang=pt" 
"S1690-31102005000100007-ven","Metástasis pulmonar miliar como primera manifestación de carcinoma de tiroides bien diferenciado en niños","Federico, Karol, Colmenares, Johana, Paoli, Mariela, Valeri, Ezio, Salinas, José Rafael","Revista Venezolana de Endocrinología y Metabolismo; 3(1); 35-39","Revista Venezolana de Endocrinología y Metabolismo","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-31102005000100007&lang=pt" 
"S1690-31102005000100004-ven","Utilidad de la prueba de tolerancia oral a la glucosa para el cálculo de los índices de sensibilidad a la insulina y su importancia diagnóstica en el síndrome de ovarios poliquísticos","Velázquez-Maldonado, Elsy M, Monsalve V, Yajaira J, Villarroel, Vanesa, Arata-Bellabarba, Gabriela","Revista Venezolana de Endocrinología y Metabolismo; 3(1); 17-24","Revista Venezolana de Endocrinología y Metabolismo","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-31102005000100004&lang=pt" 
"S1690-31102005000100005-ven","Evaluación del tratamiento con radioyodo en el hipertiroidismo","Sánchez A, Mariela, Zerpa de Miliani, Yajaira, Paoli de Valeri, Mariela, Salinas, José Rafael, Arata de Bellabarba, Gabriela","Revista Venezolana de Endocrinología y Metabolismo; 3(1); 25-31","Revista Venezolana de Endocrinología y Metabolismo","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-31102005000100005&lang=pt" 
"S0212-71992005000200003-esp","Infección nosocomial por gérmenes multirresistentes durante 1 año en un hospital de segundo nivel: análisis clínico y microbiológico","Jover-Sáenz, A., Barcenilla Gaite, F., Barbé Illa, E., García González, M., López Salcedo, R., Castellana Perelló, D., Garrido-Calvo, S., Porcel-Pérez, J. M.","Anales de Medicina Interna; 22(2); 13-20","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200003&lang=pt" 
"S0212-71992005000200013-esp","Un nuevo caso de neurosífilis latente tardía de presentación atípica","Marcos Sánchez, F., Albo Castaño, I., Árbol Linde, F., Colás Rubio, J.","Anales de Medicina Interna; 22(2); 49-49","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200013&lang=pt" 
"S0212-71992005000200015-esp","Fracaso hepático agudo grave: marcadores pronóstico y trasplante","Obón Azuara, B., Luque Gómez, P., Gutiérrez Cía, I., Villanueva Anadón, B.","Anales de Medicina Interna; 22(2); 50-51","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200015&lang=pt" 
"S0212-71992005000200001-esp","Probióticos: ¿fantasía o realidad?","Martínez-Cócera, C., Mesa del Castillo Payá, M.","Anales de Medicina Interna; 22(2); 5-6","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200001&lang=pt" 
"S0212-71992005000200018-esp","Hemobilia como complicación de biopsia hepática transyugular","Álvarez Padín, P., Fernández Fernández, F. J., Martínez Vázquez, C., Vázquez López, S., Corbillón Estévez, A.","Anales de Medicina Interna; 22(2); 53-54","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200018&lang=pt" 
"S0212-71992005000200005-esp","Interacciones entre medicamentos prescritos al alta en un Servicio de Medicina Interna","López Vázquez, P., Rodríguez Moreno, C., Durán Parrondo, C., Tato Herrero, F., Rodríguez López, I., Lado Lado, F. L.","Anales de Medicina Interna; 22(2); 25-31","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200005&lang=pt" 
"S0212-71992005000200012-esp","Diplegia facial periférica como manifestación inicial de un síndrome de Guillain-Barré secundario a una infección aguda por citomegalovirus","Marchena Yglesias, P. J., Val Pérez, E., Benito Cordón, L. P. de, Hervás Laguna, M. J.","Anales de Medicina Interna; 22(2); 48-48","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200012&lang=pt" 
"S0212-71992005000200016-esp","Rotura de una rama de la arteria pulmonar en el laboratorio de hemodinámica","Jiménez Bartolomé, B., González Cortijo, J., Medrano, J., Civeira Morillo, E.","Anales de Medicina Interna; 22(2); 51-52","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200016&lang=pt" 
"S0212-71992005000200014-esp","Hipertensión portal por cavernomatosis esplenoportal","Varona Arche, J. F., Aranda Arcas, J. L.","Anales de Medicina Interna; 22(2); 49-50","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200014&lang=pt" 
"S0212-71992005000200011-esp","Un nuevo caso de acidosis láctica por buformina","Martínez Laso, A.","Anales de Medicina Interna; 22(2); 47-47","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200011&lang=pt" 
"S0212-71992005000200017-esp","Obstrucción parcial de intestino delgado en paciente con enfermedad de von Recklinghausen","Mañas, M. D., Piqueras, B., Marchán, E., Hernández, A.","Anales de Medicina Interna; 22(2); 52-53","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200017&lang=pt" 
"S0212-71992005000200008-esp","Fallo autonómico puro: un caso y discusión","Rodríguez López, J. F., Kessler Saiz, P.","Anales de Medicina Interna; 22(2); 38-40","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200008&lang=pt" 
"S0212-71992005000200004-esp","Producción española en revistas internacionales en el área de técnicas diagnósticas y terapéuticas del sistema respiratorio en el periodo 1990 a 2002","Granda Orive, J. I. de, García Río, F., Gallego Rodríguez, V., Escobar Sacristán, J. A., Jareño Esteban, J., Callol Sánchez, L.","Anales de Medicina Interna; 22(2); 21-24","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200004&lang=pt" 
"S0212-71992005000200002-esp","Estudio de la influencia del consumo de lácteos fermentados en una población de pacientes alérgicos","Luis, D. A. de, Santamaría, A R., González Sagrado, M., Izaola, O., Armentía, A., Aller, R.","Anales de Medicina Interna; 22(2); 9-12","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200002&lang=pt" 
"S0212-71992005000200007-esp","Dolor y amiotrofia en miembros superiores en una paciente cirrótica afecta de mal de Pott","González Reimers, E., Ruiz Lacambra, J, López García, J., Rodríguez Gaspar, M., Muíz Montes, J. L., Abreu Falcón, J., Santolaria Fernández, F.","Anales de Medicina Interna; 22(2); 35-37","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200007&lang=pt" 
"S0212-71992005000200009-esp","Esteatohepatitis no alcohólica: el enigma de una mala evolución","López-Diéguez Puerta, M., Casal Esteban, V., Barbado Hernández, F. J., Gil Guerrero, L., Rodríguez Molinero, M. A., Larrauri, J., Vázquez Rodríguez, J. J.","Anales de Medicina Interna; 22(2); 41-43","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200009&lang=pt" 
"S0212-71992005000200006-esp","Espondilodiscitis por Candida albicans: Aportación de dos nuevos casos","Lado Lado, F.L., Villamil Cajoto, I., Rodríguez Constenla, I., Van Den Eynde Otero, E., Prieto Martínez, A.","Anales de Medicina Interna; 22(2); 32-34","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200006&lang=pt" 
"S0212-71992005000200010-esp","Trastorno doloroso y vértigo referido al oído: Derivación frecuente al ORL","García de Hombre, A. M.","Anales de Medicina Interna; 22(2); 44-46","Anales de Medicina Interna","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992005000200010&lang=pt" 
"S0004-06142005000100013-esp","Metaplasia escamosa vesical, a propósito de un caso: Revisión de la literatura","Tramoyeres Galvañ, Alfredo, Canovas Ivorra, José Antonio, Sánchez Ballester, Francisco, la Torre Abril, Luis de, López Alcina, Emilio, Navalón Verdejo, Pedro, Zaragozá Orts, Julio","Archivos Españoles de Urología (Ed. impresa); 58(1); 74-76","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142005000100013&lang=pt" 
"S0004-06142005000100012-esp","Leiomiosarcoma de próstata, aportación de tres casos","Amat Villegas, Irene, Beloqui Pérez, Raquel, Caballero Martínez, María Cristina, Gómez Dorronsoro, María Luisa, Larrínaga Liñero, Begoña, Cuesta Alcalá, José Ángel, Aldave Villanueva, Javier","Archivos Españoles de Urología (Ed. impresa); 58(1); 71-74","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142005000100012&lang=pt" 
"S0004-06142005000100010-esp","Metástasis mamaria como manifestación inicial de un carcinoma renal","Fírvida Pérez, José Luis, Calvo Pestonit, José Miguel, Martínez de Paz, Francisco, Salgado Fernández, Mercedes","Archivos Españoles de Urología (Ed. impresa); 58(1); 67-69","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142005000100010&lang=pt" 
"S0004-06142005000100009-esp","Malacoplaquia renal: presentación de un nuevo caso","García Díez, Fructuoso, Benéitez Alvarez, Manuel E., Guerreiro González, Rafael, Casasola Chamorro, Javier, Roa Luzuriaga, Juan Manuel, Blas Gómez, Víctor de, Gallo Rolanía, Francisco Javier","Archivos Españoles de Urología (Ed. impresa); 58(1); 63-66","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142005000100009&lang=pt" 
"S0004-06142005000100011-esp","Alteración cognitiva y conductual como reaccion adversa no descrita a tamsulosina","Cruz Guerra, Nicolás Alberto, Perales Céspedes, María Pilar","Archivos Españoles de Urología (Ed. impresa); 58(1); 69-71","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142005000100011&lang=pt" 
"S0004-06142005000100015-esp","","Parada, David, Moreira, Otto, López, Carmen, Rodríguez, Jhonny, Marín, María Elena, Farías, Rosa M.","Archivos Españoles de Urología (Ed. impresa); 58(1); 85-89","Archivos Españoles de Urología (Ed. impresa)","Inglês","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142005000100015&lang=pt" 
"S0004-06142005000100004-esp","Recidiva local después de la prostatectomía radical y radioterapia de rescate","Ojea Calvo, Antonio, Pérez Rodríguez, Alberto, Domínguez Freire, Fernando, Alonso Rodrigo, Arturo, Rodríguez Iglesias, Benito, Benavente Delgado, Juan, Barros Rodríguez, José Manuel, González Piñeiro, Ana, Otero García, Milagros, Muñoz Garzón, Víctor","Archivos Españoles de Urología (Ed. impresa); 58(1); 17-23","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142005000100004&lang=pt" 
"S0004-06142005000100007-esp","Técnica e indicaciones de la nefrolitotomía percutanea &quot;mini-percutánea&quot;","Fernández González, Inmaculada, Santos Arrontes, Daniel, Llanes González, Luis, Espinales Castro, Gino, Luján Galán, Marcos, Berenguer Sánchez, Antonio","Archivos Españoles de Urología (Ed. impresa); 58(1); 55-60","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142005000100007&lang=pt" 
"S0004-06142005000100006-esp","Impotencia y enfermedad cardiovascular: una nueva perspectiva en el compromiso asistencial del urologo","Vela Navarrete, Remigio, García Cardoso, Juan Vicente, Cabrera Pérez, Javier, González Enguita, Carmen, Casado Pérez, S., Farre, J.","Archivos Españoles de Urología (Ed. impresa); 58(1); 43-53","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142005000100006&lang=pt" 
