"S0717-97072011000400016-chl","REACTION KINETICS OF METHANE COMBUSTION OVER La1-x Ca FeO3 PEROVSKITES","PECCHI, GINA, JILIBERTO, M. GRACIELA, DELGADO, EDUARDO J","Journal of the Chilean Chemical Society; 56(4); 895-900","Journal of the Chilean Chemical Society","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-97072011000400016&lang=pt" 
"S1851-17242011000200004-arg","Metáforas y algo más en la retícula simbólica de De paradiso y De Cain et Abel de Ambrosio de Milán","Miranda, Lidia Raquel","Circe de clásicos y modernos; 15(2); 99-112","Circe de clásicos y modernos","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17242011000200004&lang=pt" 
"S1851-17242011000200005-arg","Orfeo y el plagio de la filosofía hebrea: citas órficas en Stromata 5. 14 de Clemente de Alejandría","Pérez, Laura","Circe de clásicos y modernos; 15(2); 113-131","Circe de clásicos y modernos","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17242011000200005&lang=pt" 
"S1851-17242011000200006-arg","Comunidad e individuo en la democracia antigua: Naturaleza, ley y sociedad","Sancho Rocher, Laura","Circe de clásicos y modernos; 15(2); 133-157","Circe de clásicos y modernos","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17242011000200006&lang=pt" 
"S1851-17242011000200007-arg","Esclavos sin esclavismo: la inestabilidad de la explotación servil en el reino burgundio","Sarachu, Pablo","Circe de clásicos y modernos; 15(2); 159-173","Circe de clásicos y modernos","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17242011000200007&lang=pt" 
"S1851-17242011000200008-arg","Los comentarios como género filosófico: Su génesis y evolución desde el aristotelismo hasta la hermenéutica cristiana","Suñol, Viviana","Circe de clásicos y modernos; 15(2); 185-201","Circe de clásicos y modernos","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17242011000200008&lang=pt" 
"S1851-17242011000200009-arg","","Alesso, Marta","Circe de clásicos y modernos; 15(2); 205-208","Circe de clásicos y modernos","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17242011000200009&lang=pt" 
"S1851-17242011000200010-arg","Sófocles. Edipo en Colono","Druille, Paola","Circe de clásicos y modernos; 15(2); 208-212","Circe de clásicos y modernos","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17242011000200010&lang=pt" 
"S1851-17242011000200011-arg","Política y religión en el Mediterráneo antiguo","Nieto González, Analía","Circe de clásicos y modernos; 15(2); 213-217","Circe de clásicos y modernos","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17242011000200011&lang=pt" 
"S1851-17242011000200012-arg","Cautivas troyanas. El mundo femenino fragmentado en las tragedias de Eurípides","Obrist, Katia","Circe de clásicos y modernos; 15(2); 218-221","Circe de clásicos y modernos","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17242011000200012&lang=pt" 
"S1851-17242011000200013-arg","","Rodríguez Chaves, David M.","Circe de clásicos y modernos; 15(2); 221-225","Circe de clásicos y modernos","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17242011000200013&lang=pt" 
"S0123-91552011000200012-col","","NEGRETE CORTÉS, AGUSTÍN, VITE SIERRA, ARIEL","Acta Colombiana de Psicología; 14(2); 121-128","Acta Colombiana de Psicología","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-91552011000200012&lang=pt" 
"S0123-91552011000200013-col","PROPIEDADES PSICOMÉTRICAS DE LAS ESCALAS BAS-DEP Y EBAS-DEP EN ESPAÑOL PARA EL TAMIZAJE DE DEPRESIÓN EN UNA MUESTRA GERIÁTRICA MULTISITIO EN COLOMBIA: UN ESTUDIO EXPLORATORIO","BASTIDAS-BILBAO, HAMER, GONZÁLEZ G., ANA MA., CASTRO CAMACHO, LEONIDAS","Acta Colombiana de Psicología; 14(2); 129-137","Acta Colombiana de Psicología","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-91552011000200013&lang=pt" 
"S0123-91552011000200010-col","VALIDACIÓN COLOMBIANA DEL SISTEMA INTERNACIONAL DE IMÁGENES AFECTIVAS: EVIDENCIAS DEL ORIGEN TRANSCULTURAL DE LA EMOCIÓN","GANTIVA DÍAZ, CARLOS ANDRÉS, GUERRA MUÑOZ, PEDRO, VILA CASTELLAR, JAIME","Acta Colombiana de Psicología; 14(2); 103-111","Acta Colombiana de Psicología","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-91552011000200010&lang=pt" 
"S0123-91552011000200011-col","DESARROLLO Y ESTRUCTURA DE LA ESCALA DIMENSIONAL DEL SENTIDO DE VIDA","MARTÍNEZ ORTIZ, EFRÉN, TRUJILLO, ÁNGELA M., DÍAZ DEL CASTILLO, JUAN PABLO, JAIMES OSMA, JESÚS","Acta Colombiana de Psicología; 14(2); 113-119","Acta Colombiana de Psicología","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-91552011000200011&lang=pt" 
"S0123-91552011000200014-col","UNA HISTORIA SOCIAL DE LA PSICOLOGÍA COMUNITARIA EN AMÉRICA LATINA","MIRANDA GIERBOLINI, DOLORES S.","Acta Colombiana de Psicología; 14(2); 139-140","Acta Colombiana de Psicología","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-91552011000200014&lang=pt" 
"S0123-91552011000200005-col","FUNCIONAMIENTO COGNITIVO: UN INEXTRICABLE JUEGO DE PÉRDIDAS Y GANANCIAS","OSSA, JULIO CÉSAR","Acta Colombiana de Psicología; 14(2); 45-55","Acta Colombiana de Psicología","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-91552011000200005&lang=pt" 
"S0123-91552011000200004-col","PERCEPCIÓN DE INSEGURIDAD PÚBLICA Y JUSTIFICACIÓN DE LA VIOLENCIA DE ESTADO EN UN GRUPO DE HABITANTES DEL ESTADO DE MÉXICO: ANÁLISIS DE ARGUMENTOS","BECERRA SÁNCHEZ, MARIANA, TRUJANO RUÍZ, PATRICIA","Acta Colombiana de Psicología; 14(2); 35-43","Acta Colombiana de Psicología","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-91552011000200004&lang=pt" 
"S0123-91552011000200007-col","CREENCIAS Y CONDUCTAS AMBIENTALES, LIBERALISMO ECONÓMICO Y FELICIDAD","MOYANO-DÍAZ, EMILIO, CORNEJO, FELIPE A., GALLARDO, ISMAEL","Acta Colombiana de Psicología; 14(2); 69-77","Acta Colombiana de Psicología","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-91552011000200007&lang=pt" 
"S0123-91552011000200006-col","CONSTRUCCIÓN Y VALIDACIÓN DE UN CUESTIONARIO PARA IDENTIFICACIÓN DE FACTORES ASOCIADOS AL DESEMPEÑO ESCOLAR (FADE)","TIMARÁN DELGADO, CARLOS A., MORENO PORTILLA, MAGDA I., LUNA TASCÓN, EDWIN G.","Acta Colombiana de Psicología; 14(2); 57-67","Acta Colombiana de Psicología","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-91552011000200006&lang=pt" 
"S0123-91552011000200001-col","REVISTA ACTA COLOMBIANA DE PSICOLOGÍA","RAVELO CONTRERAS, ERNESTO L.","Acta Colombiana de Psicología; 14(2); 7-9","Acta Colombiana de Psicología","Inglês, Espanhol, Português","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-91552011000200001&lang=pt" 
"S0123-91552011000200003-col","PSYCHOSOCIAL RISKS FROM THE PERSPECTIVE OF THE QUALITY OF WORKING LIFE","GARRIDO-PINZÓN, JOHANNA, URIBE-RODRÍGUEZ, ANA FERNANDA, BLANCH, JOSEP MARÍA","Acta Colombiana de Psicología; 14(2); 27-34","Acta Colombiana de Psicología","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-91552011000200003&lang=pt" 
"S0123-91552011000200002-col","ESCRITURA EN ENFERMEDAD DE PARKINSON (EP):: REVISIÓN SISTEMÁTICA DE LITERATURA","RODRÍGUEZ RIAÑO, JOHANNA, BAQUERO CASTELLANOS, SILVIA","Acta Colombiana de Psicología; 14(2); 17-26","Acta Colombiana de Psicología","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-91552011000200002&lang=pt" 
"S0123-91552011000200009-col","PSICOLOGÍA DE LA JUSTICIA DISTRIBUTIVA: ANTECEDENTES Y TIPOS DE ESTUDIOS PARA SU COMPRENSIÓN","GIRALDO, JUAN JOSÉ, BENÍTEZ, EDGAR ORLANDO","Acta Colombiana de Psicología; 14(2); 91-101","Acta Colombiana de Psicología","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-91552011000200009&lang=pt" 
"S0123-91552011000200008-col","COGNICIÓN HACIA LA ENFERMEDAD, BIENESTAR ESPIRITUAL Y CALIDAD DE VIDA EN PACIENTES CON CÁNCER EN ESTADO TERMINAL","PAYÁN, ENNA CATALINA, VINACCIA, STEFANO, QUICENO, JAPCY MARGARITA","Acta Colombiana de Psicología; 14(2); 79-89","Acta Colombiana de Psicología","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-91552011000200008&lang=pt" 
"S1132-12962011000300010-esp","Competencia informacional en enfermería y otros profesionales de la salud","García-Martínez, Montserrat, Lleixà-Fortuño, María del Mar, Nieto-de la Fuente, Carmen, Albacar-Ribóo, Nùria","Index de Enfermería; 20(4); 257-261","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300010&lang=pt" 
"S1132-12962011000300008-esp","La Enfermería como rol de género","Arroyo Rodríguez, Almudena, Lancharro Tavero, Inmaculada, Romero Serrano, Rocío, Morillo Martín, Mª Socorro","Index de Enfermería; 20(4); 248-251","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300008&lang=pt" 
"S1132-12962011000300015-esp","Cuidar: ¿es una vocación?","Quintero Tobón, María Teresa","Index de Enfermería; 20(4); 277-277","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300015&lang=pt" 
"S1132-12962011000300001-esp","Dignificar el proceso de muerte: saber ser y saber hacer","Gálvez González, María","Index de Enfermería; 20(4); 217-218","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300001&lang=pt" 
"S1132-12962011000300009-esp","Visibilidad de la disciplina enfermera: el factor mediático de la investigación","Ibarra Mendoza, Teresa Ximena, Noreña Peña, Ana Lucía, Guillermo Rojas, Juan","Index de Enfermería; 20(4); 252-256","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300009&lang=pt" 
"S1132-12962011000300005-esp","Acompañamiento familiar: una herramienta para dignificar el proceso de muerte en la unidad de cuidados intensivos","Gálvez González, María, Fernández Luque, Concepción, Muñumel Alameda, Graciela, Ríos Gallego, Francisca, Fernández Vargas, Lourdes, Águila Hidalgo, Belén del","Index de Enfermería; 20(4); 233-237","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300005&lang=pt" 
"S1132-12962011000300013-esp","Amistades, sentimientos y drogas: Tras cesar el abuso","Millán Barreiro, Mª Pilar","Index de Enfermería; 20(4); 272-275","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300013&lang=pt" 
"S1132-12962011000300004-esp","Proceso Salud-Enfermedad construido en torno a la Tuberculosis: un caso en Bogotá (Colombia)","Muñoz Sánchez, Alba Idaly, Rubiano Mesa, Yurian Lida","Index de Enfermería; 20(4); 229-232","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300004&lang=pt" 
"S1132-12962011000300011-esp","Discursos pronunciados en los procesos éticos de enfermería: análisis de los elementos de sustentación","Ghizoni Schneider, Dulcinéia, Souza Ramos, Flávia Regina","Index de Enfermería; 20(4); 262-266","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300011&lang=pt" 
"S1132-12962011000300016-esp","Fortaleciendo el valor del conocimiento","Amezcua, Manuel, Merino Santos, Tatiana","Index de Enfermería; 20(4); 282-286","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300016&lang=pt" 
"S1132-12962011000300006-esp","El sistema sanitario: efecto sobre la práctica clínica de las enfermeras","Molina Mula, Jesús","Index de Enfermería; 20(4); 238-242","Index de Enfermería","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962011000300006&lang=pt" 
