"S1851-31232013000300003-arg","Aimé Césaire ensayista: una lectura de toussaint louverture","Aiello, Francisco","Revista Pilquen; 16(2); -","Revista Pilquen","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-31232013000300003&lang=pt" 
"S1726-89582013000200012-bol","PERFIL EPIDEMIOLÓGICO DE LA MORTALIDAD TARDÍA DE LOS POLITRAUMATISMOS GRAVES","","Revista Médica La Paz; 19(2); 91-91","Revista Médica La Paz","Espanhol","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1726-89582013000200012&lang=pt" 
"S1853-984X2013000200004-arg","La Universidad como sujeto político en los &#039;90.: El Consejo Interuniversitario Nacional y la elaboración de políticas sectoriales (1989-2003): el caso de la Comisión de Pautas Presupuestarias","Rodríguez, Laura R.","Temas y Debates; (26); 103-124","Temas y Debates","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-984X2013000200004&lang=pt" 
"S1853-984X2013000200005-arg","Críticas y dilemas feministas sobre el universalismo androcéntrico de la ciudadanía liberal clásica","Bedin, Paula","Temas y Debates; (26); 127-143","Temas y Debates","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-984X2013000200005&lang=pt" 
"S1853-984X2013000200007-arg","Entrevista a Bernard Manin: Representación y deliberación en las democracias contemporáneas¹","Annunziata, Rocío","Temas y Debates; (26); 171-186","Temas y Debates","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-984X2013000200007&lang=pt" 
"S1853-984X2013000200003-arg","La ciudadanía en cuestión: una aproximación etnográfica a los usos policiales de la fuerza y la conformación de colectivos contra la violencia policial","Barrera, Nicolás","Temas y Debates; (26); 77-101","Temas y Debates","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-984X2013000200003&lang=pt" 
"S1853-984X2013000200008-arg","Hay un niño en la calle: Estrategias de vida y representaciones sociales de la población infantil en situación de calle","Casá, Evangelina Denise","Temas y Debates; (26); 191-193","Temas y Debates","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-984X2013000200008&lang=pt" 
"S0102-85292013000200009-scl","BRICS: an explanation in critical geography","Meena, Krishnendra","Contexto Internacional; 35(2); 565-593","Contexto Internacional","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292013000200009&lang=pt" 
"S0102-85292013000200008-scl","Building &quot;Nuestra América:&quot; national sovereignty and regional integration in the americas","Keller, Renata","Contexto Internacional; 35(2); 537-564","Contexto Internacional","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292013000200008&lang=pt" 
"S0102-85292013000200005-scl","Why regionalism has failed in Latin America: lack of stateness as an important factor for failure of sovereignty transfer in integration projects","Buelvas, Eduardo Pastrana","Contexto Internacional; 35(2); 443-469","Contexto Internacional","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292013000200005&lang=pt" 
"S0102-85292013000200004-scl","The crisis of the European Union and its impact on regionalism in Latin America","Lehmann, Kai","Contexto Internacional; 35(2); 415-442","Contexto Internacional","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292013000200004&lang=pt" 
"S0102-85292013000200007-scl","Nuclear governance in Latin America","Dawood, Layla, Herz, Mônica","Contexto Internacional; 35(2); 497-535","Contexto Internacional","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292013000200007&lang=pt" 
"S0102-85292013000200006-scl","Sovereignty and regional integration in Latin America: a political conundrum?","Almeida, Paulo Roberto de","Contexto Internacional; 35(2); 471-495","Contexto Internacional","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292013000200006&lang=pt" 
"S0102-85292013000200003-scl","Regionalism and political pepresentation in comparativeperspective: the European Union and MERCOSUL","Tostes, Ana Paula","Contexto Internacional; 35(2); 387-413","Contexto Internacional","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292013000200003&lang=pt" 
"S0102-85292013000200002-scl","Brazil and regional integration in South America: lessons from the EU&#039;s crisis","Lazarou, Elena","Contexto Internacional; 35(2); 353-385","Contexto Internacional","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292013000200002&lang=pt" 
"S0212-16112013001200003-esp","Session 2","","Nutrición Hospitalaria; 28(); 4-6","Nutrición Hospitalaria","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112013001200003&lang=pt" 
"S0212-16112013001200006-esp","Session 5","","Nutrición Hospitalaria; 28(); 12-12","Nutrición Hospitalaria","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112013001200006&lang=pt" 
"S0212-16112013001200005-esp","Session 4","","Nutrición Hospitalaria; 28(); 10-11","Nutrición Hospitalaria","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112013001200005&lang=pt" 
"S0212-16112013001200002-esp","Session 1","","Nutrición Hospitalaria; 28(); 2-3","Nutrición Hospitalaria","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112013001200002&lang=pt" 
"S0212-16112013001200001-esp","Inaugural Conference: Fluid consumption in a sample of healthy French children, adolescents and adults","","Nutrición Hospitalaria; 28(); 1-1","Nutrición Hospitalaria","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112013001200001&lang=pt" 
"S0212-16112013001200007-esp","Closing Conference: Will reducing sugar-sweetened beverage consumption reduce obesity? Evidence supporting conjecture is strong, but evidence when testing effect is weak","","Nutrición Hospitalaria; 28(); 13-13","Nutrición Hospitalaria","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112013001200007&lang=pt" 
"S0212-16112013001200008-esp","Abstracts","","Nutrición Hospitalaria; 28(); 14-47","Nutrición Hospitalaria","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112013001200008&lang=pt" 
"S0212-16112013001200004-esp","Session 3","","Nutrición Hospitalaria; 28(); 7-9","Nutrición Hospitalaria","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112013001200004&lang=pt" 
"S1852-73532013000200008-arg","Spinoza en su siglo","Cohen, Diana","Revista latinoamericana de filosofía; 39(2); 286-289","Revista latinoamericana de filosofía","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532013000200008&lang=pt" 
"S1852-73532013000200009-arg","La infinitud del espíritu y otros escritos de Córdoba","Sánchez, Sergio","Revista latinoamericana de filosofía; 39(2); 289-293","Revista latinoamericana de filosofía","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532013000200009&lang=pt" 
"S1852-73532013000200002-arg","Pierre Charron: fideísta, libertino, deísta","Bahr, Fernando","Revista latinoamericana de filosofía; 39(2); -","Revista latinoamericana de filosofía","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532013000200002&lang=pt" 
"S1852-73532013000200003-arg","","Lemos, Fabiano","Revista latinoamericana de filosofía; 39(2); 213-243","Revista latinoamericana de filosofía","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532013000200003&lang=pt" 
"S1852-73532013000200001-arg","Sustancia e individuación en el Organon de Aristóteles","Mié, Fabián","Revista latinoamericana de filosofía; 39(2); 151-185","Revista latinoamericana de filosofía","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532013000200001&lang=pt" 
"S1852-73532013000200006-arg","Acerca del alma (De anima)","Mié, Fabián","Revista latinoamericana de filosofía; 39(2); 279-283","Revista latinoamericana de filosofía","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532013000200006&lang=pt" 
"S1852-73532013000200007-arg","","Piñeiro, Gustavo","Revista latinoamericana de filosofía; 39(2); 283-286","Revista latinoamericana de filosofía","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532013000200007&lang=pt" 
"S1852-73532013000200004-arg","¿Cuánto debemos donar a las agencias humanitarias?: Defensa de una posición moderada","García Gibson, Francisco","Revista latinoamericana de filosofía; 39(2); 245-271","Revista latinoamericana de filosofía","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532013000200004&lang=pt" 
"S1852-73532013000200005-arg","Arte, objetos, ficción, cuerpo: Cuatro ensayos sobre estética","Fabbian, Gisela","Revista latinoamericana de filosofía; 39(2); 273-278","Revista latinoamericana de filosofía","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532013000200005&lang=pt" 
"S1852-73532013000200010-arg","","Cherniavsky, Axel","Revista latinoamericana de filosofía; 39(2); 293-295","Revista latinoamericana de filosofía","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532013000200010&lang=pt" 
"S1130-05582013000400005-esp","Melanoma mucoso de tabique nasal","Sarra, Luis, Rodríguez, Juan C., García-Valea, Mariela, Arédez-Ferrer, Aníbal, Vino, Anabel, Guassardo, Bárbara","Revista Española de Cirugía Oral y Maxilofacial; 35(4); 167-169","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582013000400005&lang=pt" 
"S0716-10182013000600019-chl","Tungiasis, una enfermedad tropical emergente en Chile: Comunicación de tres casos clínicos importados","Fich, Félix, Del Barrio-Díaz, Pablo, Kam, Sandra, Celle, Vilma, Concha, Marcela, Kolbach, Marianne, Carrasco-Zuber, Juan E","Revista chilena de infectología; 30(6); 676-679","Revista chilena de infectología","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182013000600019&lang=pt" 
"S1657-95502013000200008-col","AFLATOXINAS: INCIDENCIA, IMPACTOS EN LA SALUD, CONTROL Y PREVENCIÓN","Martínez Miranda, María Marcela, Vargas del Río, Liliana María, Gómez Quintero, Verónica María","Biosalud; 12(2); 89-109","Biosalud","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-95502013000200008&lang=pt" 
"S1657-95502013000200009-col","IMPLICACIONES METABÓLICAS Y CLÍNICAS DE ALGUNAS DROGAS DE DISEÑO","Osorio, José Henry","Biosalud; 12(2); 110-117","Biosalud","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-95502013000200009&lang=pt" 
"S1657-95502013000200004-col","PRUEBAS DE TOXICIDAD AGUDA CL (I) 50 EN CAMARONES MARINOS (Litopenaeus schmitti Y L. vannamei) UTILIZANDO EFLUENTES INDUSTRIALES A LA BAHÍA DE CARTAGENA, COLOMBIA","Chacón-Castro, María Fernanda, Villamarín-Jiménez, Sandra, Álvarez-León, Ricardo","Biosalud; 12(2); 40-59","Biosalud","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-95502013000200004&lang=pt" 
"S0716-10182013000600007-chl","Patrones de susceptibilidad antimicrobiana de cepas de Shigella sonnei aisladas durante tres períodos diferentes en la Región Metropolitana, Chile","Marcoleta, Alicia, Toro, Cecilia, Prado, Valeria, Serrano, Marcela, Fernández, Pilar, Benadof, Dona, Camponovo, Rossana, Campos, Verónica, Porte, Lorena, Zamorano, Juanita, Ortega, Camila, Urqueta, Belén, Ulloa, M. Teresa","Revista chilena de infectología; 30(6); 616-621","Revista chilena de infectología","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182013000600007&lang=pt" 
"S0716-10182013000600006-chl","Frecuencia de la infección por Chlamydia trachomatis en un grupo de mujeres de la Región de la Araucanía, Chile","Silva, Ramón, León, Daniela, Viscarra, Támara, Ili, Carmen, Roa, Juan C, Sánchez, Raúl, Guzmán, Pablo, Brebi, Priscilla","Revista chilena de infectología; 30(6); 611-615","Revista chilena de infectología","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182013000600006&lang=pt" 
"S1130-05582013000400007-esp","Fibroma ameloblástico asociado a un odontoma compuesto: la importancia del estudio histopatológico","Botero Gutiérrez, Nora, Leon Jiménez, Ronald, Cantillo Payares, Oswaldo, Álvarez Villadiego, Patricia, Diaz Caballero, Antonio","Revista Española de Cirugía Oral y Maxilofacial; 35(4); 175-180","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582013000400007&lang=pt" 
"S1130-05582013000400012-esp","Fracturas palatinas. Diagnóstico y opciones de tratamiento: descripción de un caso","Nieto Fernández-Pacheco, María José, Castillo Pardo de Vera, José Luis del, Burgueño García, Miguel","Revista Española de Cirugía Oral y Maxilofacial; 35(4); 192-193","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582013000400012&lang=pt" 
"S1130-05582013000400002-esp","La cirugía oral y maxilofacial en la Unión Europea","Maestre Rodríguez, Óscar, Monje Gil, Florencio, Cordero Acosta, Eugenio","Revista Española de Cirugía Oral y Maxilofacial; 35(4); 150-156","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582013000400002&lang=pt" 
"S1130-05582013000400001-esp","Ameloblastoma: un estudio retrospectivo de 48 casos","López Alvarenga, Rodrigo, Jaeger, Filipe, Gomes Nascimento, Jorge Henrique, Leal, Rosana Maria","Revista Española de Cirugía Oral y Maxilofacial; 35(4); 145-149","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582013000400001&lang=pt" 
