"S1517-86922011000200012-scl","A influência da fadiga neuromuscular e da acidose metabólica sobre a corrida de 400 metros","Pelicer, Flávio Roberto, Higino, Wonder Passoni, Horita, Ricardo Yoshio, Meira, Franco Carlos, Alves, Alexandre Policher","Revista Brasileira de Medicina do Esporte; 17(2); 127-131","Revista Brasileira de Medicina do Esporte","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922011000200012&lang=pt" 
"S0187-358X2011000100009-mex","La relevancia de auditar requisitos de información en el diseño de sistemas de gestión de documentos: Métodos tradicionales, enfoques emergentes","Moro Cabero, María M.","Investigación bibliotecológica; 25(53); 201-230","Investigación bibliotecológica","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-358X2011000100009&lang=pt" 
"S0188-49992011000200001-mex","Evaluación espacio-temporal de la calidad del agua del río San Pedro en el Estado de Aguascalientes, México","GUZMÁN-COLIS, Guilda, THALASSO, Frédéric, RAMÍREZ-LÓPEZ, Elsa Marcela, RODRÍGUEZ-NARCISO, Silvia, GUERRERO-BARRERA, Alma Lilián, AVELAR-GONZÁLEZ, Francisco Javier","Revista internacional de contaminación ambiental; 27(2); 89-102","Revista internacional de contaminación ambiental","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992011000200001&lang=pt" 
"S0188-49992011000200002-mex","Calidad del agua de riego en suelos agrícolas y cultivos del Valle de San Luis Potosí, México","SARABIA MELÉNDEZ, Irma Francisca, CISNEROS ALMAZÁN, Rodolfo, ACEVES DE ALBA, Jorge, DURÁN GARCÍA, Héctor Martín, CASTRO LARRAGOITIA, Javier","Revista internacional de contaminación ambiental; 27(2); 103-113","Revista internacional de contaminación ambiental","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992011000200002&lang=pt" 
"S0188-49992011000200003-mex","Uso de plaguicidas en dos zonas agrícolas de México y evaluación de la contaminación de agua y sedimentos","HERNÁNDEZ-ANTONIO, Arturo, HANSEN, Anne M","Revista internacional de contaminación ambiental; 27(2); 115-127","Revista internacional de contaminación ambiental","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992011000200003&lang=pt" 
"S0188-49992011000200004-mex","Manejo y control de plagas del cultivo de tomate en Cintalapa, Chiapas, México","RUIZ NÁJERA, Ramiro Eleazar, RUIZ NÁJERA, José Alfredo, GUZMÁN GONZALEZ, Salvador, PÉREZ LUNA, Esaú de Jesús","Revista internacional de contaminación ambiental; 27(2); 129-137","Revista internacional de contaminación ambiental","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992011000200004&lang=pt" 
"S0188-49992011000200005-mex","A unified surface stuctural model for ferrihydrite: proton charge, electrolyte binding, and arsenate adsorption","VILLALOBOS, Mario, ANTELO, Juan","Revista internacional de contaminación ambiental; 27(2); 139-151","Revista internacional de contaminación ambiental","Inglês","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992011000200005&lang=pt" 
"S0188-49992011000200006-mex","Análisis de la distribución de azufre en productos, emisiones de SOx y la recuperación del mismo en el sistema nacional de refinación","ALCÁNTAR GONZÁLEZ, Fabiola Selene, CRUZ GÓMEZ, M. Javier","Revista internacional de contaminación ambiental; 27(2); 153-163","Revista internacional de contaminación ambiental","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992011000200006&lang=pt" 
"S0036-36342011000200009-mex","Intervenciones con padres de familia para modificar el comportamiento sexual en adolescentes","Atienzo, Erika E, Campero, Lourdes, Estrada, Fátima, Rouse, Caroline, Walker, Dilys","Salud Pública de México; 53(2); 160-171","Salud Pública de México","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200009&lang=pt" 
"S0036-36342011000200016-mex","Tómatelo a Pecho","Nigenda, Gustavo","Salud Pública de México; 53(2); 196-197","Salud Pública de México","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200016&lang=pt" 
"S0036-36342011000200017-mex","Teoría social y salud","Herrera, Cristina","Salud Pública de México; 53(2); 197-199","Salud Pública de México","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200017&lang=pt" 
"S0036-36342011000200018-mex","","Gómez-Dantés, Héctor","Salud Pública de México; 53(2); 199-200","Salud Pública de México","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200018&lang=pt" 
"S0036-36342011000200019-mex","El abasto de medicamentos en México","Wirtz, Veronika","Salud Pública de México; 53(2); 200-201","Salud Pública de México","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200019&lang=pt" 
"S0036-36342011000200007-mex","Control enfocado de Aedes aegypti en localidades de alto riesgo de transmisión de dengue en Morelos, México","Villegas-Trejo, Alejandro, Che-Mendoza, Azael, González-Fernández, Mariana, Guillermo-May, Guillermo, González-Bejarano, Hugo, Dzul-Manzanilla, Felipe, Ulloa-García, Armando, Danis-Lozano, Rogelio, Manrique-Saide, Pablo","Salud Pública de México; 53(2); 141-151","Salud Pública de México","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200007&lang=pt" 
"S0036-36342011000200005-mex","Racism and mental health among university students in Mexico City","Ortiz-Hernández, Luis, Compeán-Dardón, Sandra, Verde-Flota, Elizabeth, Flores-Martínez, Maricela Nanet","Salud Pública de México; 53(2); 125-133","Salud Pública de México","Inglês","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200005&lang=pt" 
"S0036-36342011000200006-mex","Aptitud de padres para prevenir abuso sexual en menores después de una intervención educativa participativa","Higareda-Almaraz, Martha Alicia, Higareda-Almaraz, Enrique, Higareda-Almaraz, Irma Reyna, Barrera-de León, Juan Carlos, Gómez-Llamas, Meynardo Alonso, Benites-Godínez, Verónica","Salud Pública de México; 53(2); 134-140","Salud Pública de México","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200006&lang=pt" 
"S0036-36342011000200008-mex","Scale for assessing the quality of Mexican adults&#039; mealtime habits","Dosamantes-Carrasco, Darina, Méndez-Hernández, Pablo, Denova-Gutiérrez, Edgar, Lamure, Michel, Morales, Leo, Talavera, Juan O, Espinosa, Patricia, Salmerón, Jorge","Salud Pública de México; 53(2); 152-159","Salud Pública de México","Inglês","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200008&lang=pt" 
"S0036-36342011000200004-mex","Fall-related injuries among youth under 20 years old who were treated in Nicaraguan emergency departments, 2004","Martínez-Trujillo, María de Lourdes, Rocha-Castillo, Julio, Clavel-Arcas, Carme, Mack, Karin A","Salud Pública de México; 53(2); 116-124","Salud Pública de México","Inglês","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200004&lang=pt" 
"S0036-36342011000200001-mex","An outbreak of influenza among physicians during the first wave of Mexico City&#039;s 2009 H1N1 epidemic","Vilar-Compte, Diana, Cornejo-Juárez, Patricia, Pérez-Jiménez, Carolina, Cerezo, Oscar, Salazar-Rojas, Elizabeth, Joffe, Pablo Arrieta, Volkow, Patricia","Salud Pública de México; 53(2); 105-106","Salud Pública de México","Inglês","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200001&lang=pt" 
"S0036-36342011000200002-mex","Picadura de alacrán y su relación con la enfermedad renal crónica infantil","Gutiérrez-Mendoza, Israel, Serna-Vela, Francisco Javier, Góngora-Ortega, Javier, Pérez-Guzmán, Carlos, Martínez-Saldaña, María Consolación, Loza, Iraida Luz Orozco","Salud Pública de México; 53(2); 107-107","Salud Pública de México","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200002&lang=pt" 
"S0036-36342011000200003-mex","Prevalence and socioeconomic correlates of unintented pregnancy among women in rural Bangladesh","Kamal, Mostafa, Islam, Aynul","Salud Pública de México; 53(2); 108-115","Salud Pública de México","Inglês","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200003&lang=pt" 
"S0036-36342011000200010-mex","Francisco Xavier Balmis y las Juntas de Vacuna, un ejemplo pionero para implementar la vacunación","Tuells, José, Martín, Susana María Ramírez","Salud Pública de México; 53(2); 172-177","Salud Pública de México","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200010&lang=pt" 
"S0036-36342011000200011-mex","Confusión por el cadmio ¿Los consumidores necesitan protección?","Mead, M. Nathaniel","Salud Pública de México; 53(2); 178-186","Salud Pública de México","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200011&lang=pt" 
"S0036-36342011000200012-mex","La luz nocturna y el cáncer de mama en el mundo","Spivey, Angela","Salud Pública de México; 53(2); 187-188","Salud Pública de México","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200012&lang=pt" 
"S0036-36342011000200013-mex","HSM más ozono: un problema particularmente fino","Burton, Adrian","Salud Pública de México; 53(2); 189-190","Salud Pública de México","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200013&lang=pt" 
"S0036-36342011000200014-mex","Un estudio demuestra que ningún nivel de exposición al HSM está libre de efectos","Potera, Carol","Salud Pública de México; 53(2); 191-192","Salud Pública de México","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200014&lang=pt" 
"S0036-36342011000200015-mex","Décimo aniversario del Centro de Investigación en Nutrición y Salud del INSP","Aldana, Mario Flores, Dommarco, Juan Ángel Rivera","Salud Pública de México; 53(2); 193-195","Salud Pública de México","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342011000200015&lang=pt" 
"S1130-01082011000400010-esp","La endoscopia en las enfermedades hepáticas","Martín Mateos, Rosa M., Albillos Martínez, Agustín","Revista Española de Enfermedades Digestivas; 103(4); 218-218","Revista Española de Enfermedades Digestivas","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082011000400010&lang=pt" 
"S1130-01082011000400007-esp","Kaposi&#039;s sarcoma of the rectum","Ferreira, Sheila, Arroja, Bruno, Canhoto, Manuela, Amado, Cristina, Gonçalves, Claudia","Revista Española de Enfermedades Digestivas; 103(4); 209-210","Revista Española de Enfermedades Digestivas","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082011000400007&lang=pt" 
"S1130-01082011000400015-esp","Quiste de duplicación gástrica","Ramia Ángel, José Manuel, Plaza Llamas, Roberto de la, Puga Bermúdez, Ramón, Quiñones Sampedro, José E., Gómez Caturla, Antonio, García-Parreño Jofré, Jorge","Revista Española de Enfermedades Digestivas; 103(4); 225-226","Revista Española de Enfermedades Digestivas","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082011000400015&lang=pt" 
"S1130-01082011000400013-esp","Laryngeal metastasis as first presentation of hepatocellular carcinoma","Hinojar-Gutiérrez, Adolfo, Nieto-Llanos, Santiago, Mera-Menéndez, Fernando, Fernández-Contreras, María Encarnación, Mendoza, Jorge, Moreno, Ricardo","Revista Española de Enfermedades Digestivas; 103(4); 222-224","Revista Española de Enfermedades Digestivas","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082011000400013&lang=pt" 
"S1130-01082011000400004-esp","Radio induced cancer risk during ERCP: Is it a real clinical problem?","Rodríguez-Perálvarez, Manuel Luis, Miñano-Herrrero, Jose Antonio, Hervás-Molina, Antonio José, Benítez-Cantero, José Manuel, García-Sánchez, Valle, Naranjo-Rodríguez, Antonio, Pleguezuelo-Navarro, María, Soler-Cantos, María del Mar, Mata-García, Manuel de la","Revista Española de Enfermedades Digestivas; 103(4); 191-195","Revista Española de Enfermedades Digestivas","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082011000400004&lang=pt" 
"S1130-01082011000400012-esp","Acute recurrent pancreatitis due to an intraductal papillary mucinous tumor of the pancreas","Ramos, Rui, Areia, Miguel, Rosa, Albano, Gradiz, Rui, Souto, Paulo, Camacho, Ernestina, Gouveia, Hermano, Correia-Leitão, Maximino","Revista Española de Enfermedades Digestivas; 103(4); 221-222","Revista Española de Enfermedades Digestivas","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082011000400012&lang=pt" 
"S1130-01082011000400011-esp","Acute gastric volvulus: a surgical emergency","Lesquereux Martínez, Lucía, Macías García, Fernando, Ferreiro, Rocío, Martínez Castro, Jorge, Gamborino Caramés, Elena, Beiras Torrado, Alejandro","Revista Española de Enfermedades Digestivas; 103(4); 219-220","Revista Española de Enfermedades Digestivas","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082011000400011&lang=pt" 
"S1130-01082011000400005-esp","Predictors of in-hospital mortality in patients with non-variceal upper gastrointestinal bleeding","González-González, José Alberto, Vázquez-Elizondo, Genaro, García-Compeán, Diego, Obed Gaytán-Torres, Juan, Flores-Rendón, Ángel Ricardo, Jáquez-Quintana, Joel Omar, Garza-Galindo, Aldo Azael, Cárdenas-Sandoval, Martha Graciela, Maldonado-Garza, Héctor Jesús","Revista Española de Enfermedades Digestivas; 103(4); 196-203","Revista Española de Enfermedades Digestivas","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082011000400005&lang=pt" 
"S1130-01082011000400009-esp","Diagnosis of Whipple&#039;s disease using molecular biology techniques","Cosme, Ángel, Ojeda, Evelia, Muñagorri, Ana I., Gaminde, Eduardo, Bujanda, Luis, Larzabal, Mikel, Gil, Inés","Revista Española de Enfermedades Digestivas; 103(4); 213-217","Revista Española de Enfermedades Digestivas","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082011000400009&lang=pt" 
"S1130-01082011000400014-esp","Benign pancreatic vipoma","Alvite Canosa, Marlén, Alonso Fernández, Leticia, Seoane López, Marta, Pérez Grobas, Jorge, Berdeal Díaz, María, Carral Freire, María, Bouzón Alejandro, Alberto, Gómez Dovigo, Alba, Aguirrezabalaga González, Javier","Revista Española de Enfermedades Digestivas; 103(4); 224-225","Revista Española de Enfermedades Digestivas","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082011000400014&lang=pt" 
"S1130-01082011000400008-esp","Crohn&#039;s disease presenting as pyloric stenosis","Ruiz-Rebollo, M.ª Lourdes, Olmo Martínez, M.ª Lourdes del, Macho-Conesa, Ana, Gómez-López, Juan Ramón, Álvarez-Quiñones, María, González, José Manuel","Revista Española de Enfermedades Digestivas; 103(4); 211-212","Revista Española de Enfermedades Digestivas","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082011000400008&lang=pt" 
"S1130-01082011000400006-esp","Ultrasonographic contrast agents versus sonoelastography in digestive diseases","Varas Lorenzo, Modesto, Muñoz Agel, Fernando, Cugat Andorra, Esteban, Gornals Soler, Joan","Revista Española de Enfermedades Digestivas; 103(4); 204-208","Revista Española de Enfermedades Digestivas","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082011000400006&lang=pt" 
"S1130-01082011000400003-esp","Pancreatic endocrine tumors or apudomas","Varas, Modesto, Gornals, Joan, Ponseti, José María, Alastruè, Antonio, Durán, Cristina, Llevaria, Carlos, Ballesta, Carlos, Díez Caballero, Alberto, Artigas, Vicente","Revista Española de Enfermedades Digestivas; 103(4); 184-190","Revista Española de Enfermedades Digestivas","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082011000400003&lang=pt" 
"S1130-01082011000400001-esp","Acute on chronic liver failure and prognostic factors: time for reevaluation","Solís-Muñoz, Pablo","Revista Española de Enfermedades Digestivas; 103(4); 169-176","Revista Española de Enfermedades Digestivas","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082011000400001&lang=pt" 
"S1130-01082011000400002-esp","Prognostic scores in cirrhotic patients admitted to a gastroenterology intensive care unit","Freire, Paulo, Romãozinho, José M., Amaro, Pedro, Ferreira, Manuela, Sofia, Carlos","Revista Española de Enfermedades Digestivas; 103(4); 177-183","Revista Española de Enfermedades Digestivas","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082011000400002&lang=pt" 
"S0718-915X2011000100001-chl","Editorial","Prado, Francisco","Revista de la construcción; 10(1); 91-107","Revista de la construcción","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-915X2011000100001&lang=pt" 
"S0718-915X2011000100002-chl","Percepción de barreras a la incorporación de criterios de eficiencia energética en las edificaciones","Trebilcock, M","Revista de la construcción; 10(1); 4-14","Revista de la construcción","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-915X2011000100002&lang=pt" 
"S0718-915X2011000100003-chl","Análisis estocástico y diseño probabilista en la geotecnia: Aplicación al diseño geotécnico de cimentaciones superficiales en suelos cohesivos","Quevedo, G, Martínez, A","Revista de la construcción; 10(1); 15-23","Revista de la construcción","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-915X2011000100003&lang=pt" 
"S0718-915X2011000100004-chl","Design-Build-Finance in the US: The case of iROX, I-75 Road Expansion Project","Forcael, E, Ellis, JR, R, Jaramillo, F","Revista de la construcción; 10(1); 24-35","Revista de la construcción","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-915X2011000100004&lang=pt" 
"S0718-915X2011000100005-chl","Last planner en subcontrato de empresa constructora","Andrade, M, Arrieta, B","Revista de la construcción; 10(1); 36-52","Revista de la construcción","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-915X2011000100005&lang=pt" 
"S0718-915X2011000100006-chl","Propuesta de una metodología de certificación de eficiencia energética para viviendas en Chile","Hernández, H, Meza, L","Revista de la construcción; 10(1); 53-63","Revista de la construcción","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-915X2011000100006&lang=pt" 
"S0718-915X2011000100007-chl","Análisis de comportamiento térmico de edificios de oficinas en comunas de la Región Metropolitana, Chile","Bustamante, W, De Herde, A, Encinas, F","Revista de la construcción; 10(1); 64-77","Revista de la construcción","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-915X2011000100007&lang=pt" 
"S0718-915X2011000100008-chl","El impacto del policentrismo sobre la distribución espacial de los valores inmobiliarios: un análisis para la Región Metropolitana de Barcelona","Aguirre, C, Marmolejo, C","Revista de la construcción; 10(1); 78-90","Revista de la construcción","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-915X2011000100008&lang=pt" 
"S0718-915X2011000100009-chl","Competitiveness factors and indexes for construction companies: findings of Chile","Orozco, F, Serpell, A, Molenaar, K","Revista de la construcción; 10(1); 91-107","Revista de la construcción","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-915X2011000100009&lang=pt" 
"S0188-88972011000100001-mex","Editorial","Meave del Castillo, María Esther Angélica","Hidrobiológica; 21(1); 1-2","Hidrobiológica","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-88972011000100001&lang=pt" 
"S0188-88972011000100002-mex","Morfología, diversidad y distribución de los Cyclopoida (Copepoda) de zonas áridas del centro-norte de México. I. Cyclopinae","Mercado-Salas, Nancy F., Suárez-Morales, Eduardo","Hidrobiológica; 21(1); 1-25","Hidrobiológica","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-88972011000100002&lang=pt" 
