"S0864-03942009000300003-cub","Diversidad y cuantía de la flora en un pastizal disturbado y pastoreado de forma racional","Machado, R, Milera, Milagros","Pastos y Forrajes; 32(3); 1-1","Pastos y Forrajes","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03942009000300003&lang=pt" 
"S0102-695X2009000500017-scl","Antinociceptive, anti-inflammatory and diuretic properties of Polygonum barbatum (L.) Hara var. barbata","Mazid, M. Abdul, Datta, Bidyut K., Nahar, Lutfun, Bashar, S. A. M. Khairul, Bachar, Sitesh C., Sarker, Satyajit D.","Revista Brasileira de Farmacognosia; 19(3); 749-754","Revista Brasileira de Farmacognosia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2009000500017&lang=pt" 
"S0073-47212009000300003-scl","Biologia alimentar de quatro espécies simpátricas de Cheirodontinae (Characiformes, Characidae) do rio Ceará Mirim, Rio Grande do Norte","Dias, Tatiana S., Fialho, Clarice B.","Iheringia. Série Zoologia; 99(3); 242-248","Iheringia. Série Zoologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212009000300003&lang=pt" 
"S0073-47212009000300005-scl","On the Neotropical genus Cybaeodamus (Araneae, Zodariidae, Storeninae)","Lise, Arno A., Ott, Ricardo, Rodrigues, Everton N. L.","Iheringia. Série Zoologia; 99(3); 259-272","Iheringia. Série Zoologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212009000300005&lang=pt" 
"S0073-47212009000300006-scl","A new species of Neosilba (Diptera, Lonchaeidae) from Brazil","Strikis, Pedro C., Lerena, Maria Laura M.","Iheringia. Série Zoologia; 99(3); 273-275","Iheringia. Série Zoologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212009000300006&lang=pt" 
"S0073-47212009000300008-scl","Ciclo de vida de Aedes (Stegomyia) aegypti (Diptera, Culicidae) em águas com diferentes características","Beserra, Eduardo B., Freitas, Eraldo M. de, Souza, José T. de, Fernandes, Carlos R. M., Santos, Keliana D.","Iheringia. Série Zoologia; 99(3); 281-285","Iheringia. Série Zoologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212009000300008&lang=pt" 
"S0073-47212009000300011-scl","The importance of dietary calcium consumption in two species of semi-terrestrial grapsoid crabs","Zanotto, Flavia P., Pinheiro, Felipe, Sá, Marina G. e","Iheringia. Série Zoologia; 99(3); 295-300","Iheringia. Série Zoologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212009000300011&lang=pt" 
"S0073-47212009000300010-scl","Hydroids (Cnidaria, Hydrozoa) of the intertidal zone of Governador and Paquetá islands, Guanabara Bay, Rio de Janeiro, Brazil","Grohmann, Priscila A.","Iheringia. Série Zoologia; 99(3); 291-294","Iheringia. Série Zoologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212009000300010&lang=pt" 
"S0073-47212009000300014-scl","Morphological and functional study of the marginal sphincter of the sea anemones Phymactis clematis and Aulactinia marplatensis from intertidal of Mar del Plata, Argentina","Oliveira, Elvira A. González, Patronelli, Darlo Luis, Zamponi, Mauricio O.","Iheringia. Série Zoologia; 99(3); 313-316","Iheringia. Série Zoologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212009000300014&lang=pt" 
"S1130-01082009000900002-esp","Transesophageal access to the cardiac cavities and descending thoracic aorta via echoendoscopy: An experimental study","López Martín, A., Pérez-Paredes, M., Esteban, P., Latorre, R., Soria, F., Lima, R., Delgado, I., Ruiz Ros, A., Pérez Cuadrado, E., Carballo Álvarez, L. F.","Revista Española de Enfermedades Digestivas; 101(9); 601-605","Revista Española de Enfermedades Digestivas","Inglês","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082009000900002&lang=pt" 
"S1130-01082009000900014-esp","Crioglobulinemia mixta asociada a virus de la hepatitis C: Diagnóstico mediante biopsia renal transyugular","Lozano Maya, M., Aldeguer Martínez, M., Bañares Cañizares, R., Yepes Barreto, I., Ponferrada Díaz, A., Rodríguez Benítez, P., Niembro de Rasche, E., Cos Arregui, E.","Revista Española de Enfermedades Digestivas; 101(9); 659-660","Revista Española de Enfermedades Digestivas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082009000900014&lang=pt" 
"S1130-01082009000900003-esp","Validity of tests performed to diagnose acute abdominal pain in patients admitted at an emergency department","Navarro Fernández, J. A., Tárraga López, P. J., Rodríguez Montes, J. A., López Cara, M. A.","Revista Española de Enfermedades Digestivas; 101(9); 610-614","Revista Española de Enfermedades Digestivas","Inglês","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082009000900003&lang=pt" 
"S0102-05362009000300003-scl","Seleção para duração do ciclo vegetativo em batata e relação com a produtividade de tubérculos","Rodrigues, Gabriel B, Pinto, César Augusto BP, Benites, Flávio RG, Melo, Dheyne S","Horticultura Brasileira; 27(3); 280-285","Horticultura Brasileira","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300003&lang=pt" 
"S0102-05362009000300021-scl","Caracterização morfológica de genótipos de coentro","Melo, Roberto de A, Menezes, Dimas, Resende, Luciane V, Wanderley Júnior, Luiz Jorge da G, Melo, Paulo César T de, Santos, Venézio Felipe dos","Horticultura Brasileira; 27(3); 371-376","Horticultura Brasileira","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300021&lang=pt" 
"S0102-05362009000300024-scl","Selection of sweet potato clones for the region Alto Vale do Jequitinhonha","Andrade Júnior, Valter C de, Viana, Daniel JS, Fernandes, José SC, Figueiredo, José A, Nunes, Ubirajara R, Neiva, Irã P","Horticultura Brasileira; 27(3); 389-393","Horticultura Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300024&lang=pt" 
"S0102-05362009000300019-scl","Lead concentration and allocation in vegetable crops grown in a soil contaminated by battery residues","Lima, Francisco de S, Nascimento, Clístenes WA do, Silva, Fernando BV da, Carvalho, Vinícius GB de, Ribeiro Filho, Mateus R","Horticultura Brasileira; 27(3); 362-365","Horticultura Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300019&lang=pt" 
"S0102-05362009000300009-scl","Tipos de cobertura do solo e épocas de colheita na produção de melissa","Biasi, Luiz Antonio, Kowalski, Ana Paula de J, Signor, Diana, Alves, Márcia A, Lima, Francine I de, Deschamps, Cícero","Horticultura Brasileira; 27(3); 314-318","Horticultura Brasileira","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300009&lang=pt" 
"S0102-05362009000300016-scl","Teor, rendimento e composição química do óleo essencial de manjericão sob doses de cama de frango","Luz, José Magno Q, Morais, Tatiane PS, Blank, Arie F, Sodré, Ana Carolina B, Oliveira, Guedmiller S","Horticultura Brasileira; 27(3); 349-353","Horticultura Brasileira","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300016&lang=pt" 
"S0102-05362009000300013-scl","F4 families of crispleaf lettuce with tolerance to early bolting and homozygous for resistance to Meloidogyne incognita race 1","Carvalho Filho, José Luiz S de, Gomes, Luiz Antonio A, Biguzzi, Felipe A, Maluf, Wilson Roberto, Ferreira, Sindynara","Horticultura Brasileira; 27(3); 335-339","Horticultura Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300013&lang=pt" 
"S0102-05362009000300002-scl","Estimativa de capacidades de combinação em gerações iniciais de seleção de batata","Silva, Giovani O da, Pereira, Arione da S, Souza, Velci Q de, Carvalho, Fernando Irajá F de, Fritsche Neto, Roberto","Horticultura Brasileira; 27(3); 275-279","Horticultura Brasileira","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300002&lang=pt" 
"S0102-05362009000300015-scl","Resistance of tomato genotypes to the silverleaf whitefly mediated by acylsugars","Resende, Juliano TV de, Maluf, Wilson R, Cardoso, Maria das Graças, Gonçalves, Luciano Donizete, Faria, Marcos V, Nascimento, Ildon R do","Horticultura Brasileira; 27(3); 345-348","Horticultura Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300015&lang=pt" 
"S0102-05362009000300012-scl","Effect of nitrogen doses on disease severity and watermelon yield","Santos, Gil R dos, Castro Neto, Manoel D de, Almeida, Hudson SM de, Ramos, Leandro N, Sarmento, Renato A, Lima, Saulo de O, Erasmo, Eduardo Andrea L","Horticultura Brasileira; 27(3); 330-334","Horticultura Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362009000300012&lang=pt" 
"S0138-600X2009000300001-cub","Mortalidad materna, un problema por resolver: a problem to be solved","Cabezas, Evelio","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300001&lang=pt" 
"S0138-600X2009000300002-cub","Atrofia hepática amarilla aguda del embarazo","Sáez Cantero, Viviana","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300002&lang=pt" 
"S0138-600X2009000300003-cub","Histerectomía obstétrica de urgencia","Vanegas Estrada, Rafael Orestes, Sotolongo Falero, Avelina, Suárez Reyes, Ana María, Muñiz Rizo, Milagros","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300003&lang=pt" 
"S0138-600X2009000300004-cub","Comportamiento materno y perinatal de un grupo de gestantes con preeclampsia grave","Suárez González, Juan Antonio, Gutiérrez Machado, Mario, Cairo González, Vivian, Bravo Torres, Yarima, Corrales Gutiérrez, Alexis, Tempo, Alberto Carlos","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300004&lang=pt" 
"S0138-600X2009000300005-cub","Eclampsia en Santa Clara","Orizondo Ansola, Rogelio, Cairo González, Vivian","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300005&lang=pt" 
"S0138-600X2009000300006-cub","Efectividad de la hidroterapia materna parenteral en el oligohidramnios aislado: its effectiveness in isolated oligohydramnios","Cárdenas Ramón, Itsel, Águila Setién, Sonia, Otero Iglesias, Jacinta","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300006&lang=pt" 
"S0138-600X2009000300008-cub","Lesiones intraepiteliales cervicales de bajo grado. Regresión, persistencia y progresión a los dos años de evolución","Sarduy Nápoles, Miguel, Martínez Chang, Ysis M., Vasallo Prieto, Raúl, de Armas Férnández, María Caridad, Alfonso Sabatier, Carlos, Herrera Páez, Belkis","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300008&lang=pt" 
"S0138-600X2009000300009-cub","Mutilación sexual femenina, características de esta práctica: Features of this practice","Vanegas Estrada, Rafael Orestes, Fatou, Atji, Valdez Álvarez, Orlando","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300009&lang=pt" 
"S0138-600X2009000300010-cub","Efectos del embarazo sobre el aparato ocular: Its effects on optic tract","García Alcolea, Eglis Esteban","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300010&lang=pt" 
"S0138-600X2009000300014-cub","Comentarios y reflexiones sobre la Histerectomía abdominal simple (total vs subtotal)","Rodríguez Hidalgo, Nelson Jesús, Vera Fernández, Venancio","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300014&lang=pt" 
"S0138-600X2009000300016-cub","Caso raro acaecido en el pueblo de Güines el día 1º de mayo de 1809","López Espinosa, José Antonio","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300016&lang=pt" 
"S0138-600X2009000300017-cub","Asistencia de Delegación Cubana al XI Congreso de ALOGIA.: Panamá 2009","","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300017&lang=pt" 
"S0138-600X2009000300007-cub","Comportamiento del Síndrome de flujo vaginal en el Consultorio 16, Policlínico Párraga","Puentes Rizo, Elisa María, Enríquez Domínguez, Bárbara, Jiménez Chacon, María Caridad, López Rodríguez, Pedro","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300007&lang=pt" 
"S0138-600X2009000300011-cub","Miomatosis uterina gigante","Sarduy Nápoles, Miguel, Vasallo Prieto, Raúl, Collera, Simeón, Martínez Chang, Ysis M., Correa Padilla, Jorge Miguel, Rivero Ojeda, Javier, Frigola Cartaya, Joel, Alfonso Sabatier, Carlos","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300011&lang=pt" 
"S0138-600X2009000300012-cub","Hipertensión portal y embarazo","Sáez Cantero, Viviana, Pérez Hernández, María Teresa, Daudinot Cos, Carlos E, Molina Pérez, Carmen Rosa, Miranda Albert, Jaime, Montero Martínez, Francisco, Peraza Torres, María","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300012&lang=pt" 
"S0138-600X2009000300013-cub","Embarazo abdominal en primigesta a término","Vázquez Martínez, Yovany E., López Menéndez, Josefina, Vera Fernández, Venancio, Pérez García, Nelsy","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300013&lang=pt" 
"S0138-600X2009000300015-cub","Pelvimetría, ¿caso cerrado?: a closed case?","Corrales Gutiérrez, Alexis","Revista Cubana de Obstetricia y Ginecología; 35(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2009000300015&lang=pt" 
"S0256-95742009000900001-sza","The true purpose of CPD: the MPS gets it right","van Niekerk, J P de V","SAMJ: South African Medical Journal; 99(9); 611-611","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900001&lang=pt" 
"S0256-95742009000900002-sza","Occupation-specific dispensation - partial solution","","SAMJ: South African Medical Journal; 99(9); 616-616","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900002&lang=pt" 
"S0256-95742009000900003-sza","South African guidelines on venous thromboembolism","Webb, Michael J, Mlombe, Yohannie, Louw, Vernon J","SAMJ: South African Medical Journal; 99(9); 614-614","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900003&lang=pt" 
"S0256-95742009000900004-sza","Olfactory reference syndrome in DSM-V","Flegar, S J, Vythilingum, B, Stein, D J, Lochner, C","SAMJ: South African Medical Journal; 99(9); 614-616","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900004&lang=pt" 
"S0256-95742009000900006-sza","OSD deal: a flicker of hope for mid-level doctors","Bateman, Chris","SAMJ: South African Medical Journal; 99(9); 618-622","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900006&lang=pt" 
"S0256-95742009000900007-sza","G8 failure on AIDS funding &#039;obscene&#039;","Bateman, Chris","SAMJ: South African Medical Journal; 99(9); 624-625","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900007&lang=pt" 
"S0256-95742009000900008-sza","Veil of silence falls over Health department kickback probe","Bateman, Chris","SAMJ: South African Medical Journal; 99(9); 626-627","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900008&lang=pt" 
"S0256-95742009000900009-sza","Microbicide research already benefiting thousands: experts","Bateman, Chris","SAMJ: South African Medical Journal; 99(9); 628-629","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900009&lang=pt" 
"S0256-95742009000900010-sza","Does the 2008 HSRC survey indicate a turning tide of HIV prevalence in children, teenagers and the youth?","Dorrington, Rob","SAMJ: South African Medical Journal; 99(9); 631-633","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900010&lang=pt" 
"S0256-95742009000900011-sza","National population-based HIV surveys: the method of choice for measuring the HIV epidemic","Rehle, Thomas, Shisana, Olive","SAMJ: South African Medical Journal; 99(9); 633-637","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900011&lang=pt" 
"S0256-95742009000900012-sza","Is scaling up enough to curb the HIV epidemic in southern Africa?","Delva, Wim, Pretorius, Carel, Temmerman, Marleen","SAMJ: South African Medical Journal; 99(9); 638-639","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900012&lang=pt" 
"S0256-95742009000900013-sza","Healers, helpers and hospitals (volumes 1 and 2)","Folb, Peter","SAMJ: South African Medical Journal; 99(9); 640-640","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900013&lang=pt" 
"S0256-95742009000900014-sza","Improving data to reduce the burden of disease: lessons from the Western Cape","Naledi, Tracey, Househam, Keith C, Groenewald, Pam, Bradshaw, Debbie, Myers, Jonny E","SAMJ: South African Medical Journal; 99(9); 641-642","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900014&lang=pt" 
"S0256-95742009000900015-sza","Death certificates: let&#039;s get it right!","Pieterse, Desiree, Groenewald, Pam, Bradshaw, Debbie, Burger, Elsie H, Rohde, Jon, Reagon, Gavin","SAMJ: South African Medical Journal; 99(9); 643-644","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900015&lang=pt" 
"S0256-95742009000900016-sza","Tracheal stenosis: preventable morbidity on the increase in our intensive care units","Raynham, O W, Lubbe, D E, Fagan, J J","SAMJ: South African Medical Journal; 99(9); 645-646","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900016&lang=pt" 
"S0256-95742009000900017-sza","Only skin deep: limitations of public health understanding of male circumcision in South Africa","Sithole, Bonginkosi, Mbhele, Lindiwe, van Rooyen, Heidi, Khumalo-Sakutukwa, Gertrude, Richter, Linda","SAMJ: South African Medical Journal; 99(9); 647-647","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900017&lang=pt" 
"S0256-95742009000900018-sza","Quality of cause of death certification at an academic hospital in Cape Town, South Africa","Nojilana, Beatrice, Groenewald, Pam, Bradshaw, Debbie, Reagon, Gavin","SAMJ: South African Medical Journal; 99(9); 648-652","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000900018&lang=pt" 
