"S1517-45222010000300010-scl","Flexibilidade e crise do emprego industrial - sindicatos, regiões e novas ações empresariais","Ramalho, José Ricardo","Sociologias; 12(25); 252-284","Sociologias","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222010000300010&lang=pt" 
"S1852-73292010000200006-arg","Solanaceae (continuación)","Chiarini, Franco","Multequina; 19(2); 105-129","Multequina","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73292010000200006&lang=pt" 
"S1852-73292010000200007-arg","Solanaceae juss","Martínez Carretero, Eduardo","Multequina; 19(2); 131-139","Multequina","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73292010000200007&lang=pt" 
"S0100-19652010000300004-scl","Aplicabilidade dos campos 490 e 800-830 do formato MARC 21 para dados bibliográficos","Rodrigues, Márcia Carvalho, Teixeira, Marcelo Votto","Ciência da Informação; 39(3); 47-60","Ciência da Informação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652010000300004&lang=pt" 
"S0100-19652010000300005-scl","Dicionários disponíveis on-line para aprendizes de inglês: estruturação e recursos","Selistre, Isabel Cristina Tedesco","Ciência da Informação; 39(3); 61-72","Ciência da Informação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652010000300005&lang=pt" 
"S0100-19652010000300006-scl","A qualidade da informação para a tomada de decisão sob a perspectiva do sensemaking: uma ampliação do campo","Abib, Gustavo","Ciência da Informação; 39(3); 73-82","Ciência da Informação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652010000300006&lang=pt" 
"S0100-19652010000300007-scl","Arcabouço conceitual do letramento informacional","Gasque, Kelley Cristine Gonçalves Dias","Ciência da Informação; 39(3); 83-92","Ciência da Informação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652010000300007&lang=pt" 
"S0100-19652010000300009-scl","O método BiblioGrad para avaliação de acervos de livros de graduação: instrumento para gestão de recursos para aquisição em um sistema de bibliotecas universitárias","Strehl, Letícia, Scharnberg, June Magda Rosa, Horowitz, Zaida, Castanho, Viviane Carrion","Ciência da Informação; 39(3); 105-115","Ciência da Informação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652010000300009&lang=pt" 
"S0100-19652010000300003-scl","A contribuição da história dos conceitos à ciência da informação: dimensões categórico-abstratas e analítico-causais","Rabello, Rodrigo","Ciência da Informação; 39(3); 35-46","Ciência da Informação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652010000300003&lang=pt" 
"S0100-19652010000300001-scl","La productividad de los autores en la ciencia de la información colombiana","Restrepo Arango, Cristina, Urbizagástegui Alvarado, Rubén","Ciência da Informação; 39(3); 09-22","Ciência da Informação","Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652010000300001&lang=pt" 
"S0101-31572010000400003-scl","A economia brasileira puxada pela demanda agregada","Oreiro, José Luis, Nakabashi, Luciano, Souza, Gustavo José de Guimarães e","Revista de Economia Política; 30(4); 581-603","Revista de Economia Política","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572010000400003&lang=pt" 
"S0101-31572010000400010-scl","O Brasil sob a nova ordem","Rego, José Marcio","Revista de Economia Política; 30(4); 717-719","Revista de Economia Política","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572010000400010&lang=pt" 
"S0101-31572010000400009-scl","The real mechanisms of the global economy","Asensio, Angel","Revista de Economia Política; 30(4); 706-716","Revista de Economia Política","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572010000400009&lang=pt" 
"S0101-31572010000400001-scl","Uma mestra na periferia do capitalismo: a economia política de Maria da Conceição Tavares","Andrade, Rogerio P. de, Silva, Renata Carvalho","Revista de Economia Política; 30(4); 539-559","Revista de Economia Política","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572010000400001&lang=pt" 
"S0101-31572010000400002-scl","Knowledge governance, innovation and development","Burlamaqui, Leonardo","Revista de Economia Política; 30(4); 560-580","Revista de Economia Política","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572010000400002&lang=pt" 
"S0101-31572010000400004-scl","Fatores comuns determinantes de crises cambiais e financeiras","Bessa, Cristina Fátima Martins de, Moreira, Tito Belchior Silva, Barata, Maurício de Paula Pinto, Soares, Fernando Antônio Ribeiro","Revista de Economia Política; 30(4); 604-624","Revista de Economia Política","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572010000400004&lang=pt" 
"S0101-31572010000400005-scl","Método dinâmico da Escola de Estocolmo","Costa, Fernando Nogueira da","Revista de Economia Política; 30(4); 625-644","Revista de Economia Política","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572010000400005&lang=pt" 
"S0101-31572010000400006-scl","Infraestrutura e produtividade no Brasil","Mussolini, Cesar, Teles, Vladimir Kühl","Revista de Economia Política; 30(4); 645-662","Revista de Economia Política","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572010000400006&lang=pt" 
"S0101-31572010000400007-scl","Macroeconomia estruturalista do desenvolvimento","Bresser-Pereira, Luiz Carlos, Gala, Paulo","Revista de Economia Política; 30(4); 663-686","Revista de Economia Política","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572010000400007&lang=pt" 
"S0101-31572010000400008-scl","A relação capital-trabalho na economia do conhecimento","Izerrougene, Bouzid","Revista de Economia Política; 30(4); 687-705","Revista de Economia Política","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572010000400008&lang=pt" 
"S1852-38622010000400001-arg","","Perrone, Sergio V","Insuficiencia cardíaca; 5(4); 155-155","Insuficiencia cardíaca","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622010000400001&lang=pt" 
"S1852-38622010000400002-arg","","","Insuficiencia cardíaca; 5(4); 156-156","Insuficiencia cardíaca","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622010000400002&lang=pt" 
"S1852-38622010000400003-arg","Hipertiroidismo y sistema cardiovascular: Bases fisiopatológicas y su manifestación clínica","Mantilla, Diego, Echin, Mónica Liliana, Perel, Cecilia","Insuficiencia cardíaca; 5(4); 157-177","Insuficiencia cardíaca","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622010000400003&lang=pt" 
"S1852-38622010000400004-arg","Sintomas depressivos e hospitalizações por insuficiência cardíaca: prevalência, preditores e mortalidade","Pena, Felipe Montes, Carreira, Maria Angela Magalhães de Queiroz, Faria, Carlos Augusto Cardozo de, Modenesi, Renata de Faria, Barcelos, Amanda Ferreira, Piraciaba, Maria Clara Teixeira, Pereira, Sabrina Bernardez, Soares, Jamil da Silva","Insuficiencia cardíaca; 5(4); 178-184","Insuficiencia cardíaca","Português","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622010000400004&lang=pt" 
"S1852-38622010000400005-arg","Epidemiología de la hipertensión pulmonar","Naval, Norma","Insuficiencia cardíaca; 5(4); 192-196","Insuficiencia cardíaca","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622010000400005&lang=pt" 
"S1852-38622010000400006-arg","Síndrome de Eisenmenger em paciente com comunicação interatrial: A propósito de um caso","Simão, Fábio Azevedo, Pena, Felipe Montes, Carvalho, Fernanda Arêdo, Faria, Carlos Augusto Cardozo de","Insuficiencia cardíaca; 5(4); 197-200","Insuficiencia cardíaca","Português","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622010000400006&lang=pt" 
"S0210-48062010001000032-esp","Uro-TAC en el diagnóstico de pequeñas litiasis","Gallego Sánchez, J.A., Prieto Ugidos, N.","Actas Urológicas Españolas; 34(10); 929-929","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000032&lang=pt" 
"S0210-48062010001000017-esp","Seminoma clásico testicular que inicia como abdomen agudo: A propósito de un caso","Girón de Francisco, M., Álvarez Maestro, M., Pérez-Utrilla Pérez, M.Á., Collantes Bellido, E.","Actas Urológicas Españolas; 34(10); 901-903","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000017&lang=pt" 
"S0210-48062010001000037-esp","Litiasis en ectopia renal cruzada sin fusión","Arrabal Polo, M.A., Arrabal Martín, M., Valle Diaz de La Guardiã, F., Zuluaga Gómez, A.","Actas Urológicas Españolas; 34(10); 931-931","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000037&lang=pt" 
"S0210-48062010001000036-esp","Rotura extremo piélico de catéter doble J incrustado","Abascal Junquera, J.M., Hevia Suárez, M., Abascal García, J.M., Abascal García, R.","Actas Urológicas Españolas; 34(10); 931-931","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000036&lang=pt" 
"S0210-48062010001000019-esp","Insuficiencia renal aguda obstructiva gestacional tras reimplante ureteral: a propósito de un caso","Morales Solchaga, G., Soto Poveda, A., García Fadrique, G., Jiménez Cruz, J.F.","Actas Urológicas Españolas; 34(10); 905-907","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000019&lang=pt" 
"S0210-48062010001000024-esp","Cistadenoma prostático (quiste multilocular de la próstata)","Fariña-Pérez, L.A., Peteiro-Cancelo, M.A.","Actas Urológicas Españolas; 34(10); 915-916","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000024&lang=pt" 
"S0210-48062010001000002-esp","Peritaje judicial urológico","Peyrí Rey, E.","Actas Urológicas Españolas; 34(10); 831-831","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000002&lang=pt" 
"S0210-48062010001000004-esp","¿Las agujas no matan?","Capmartin Salinas, R., Rodrigues Palma, P.C.","Actas Urológicas Españolas; 34(10); 835-836","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000004&lang=pt" 
"S0210-48062010001000030-esp","Corrección de prolapso tricompartimental: A propósito de un caso","Álvarez-Múgica, M., Valle González, F., Bulnes Vázquez, V., San Martín Blanco, A.","Actas Urológicas Españolas; 34(10); 925-926","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000030&lang=pt" 
"S0210-48062010001000014-esp","Complicaciones de la cirugía de incontinencia urinaria femenina con minicintas","Álvarez-Bandrés, S., Hualde-Alfaro, A., Jiménez-Calvo, J., Cebrián-Lostal, J.L., Jiménez-Parra, J.D., García-García, D., Montesino-Semper, M.","Actas Urológicas Españolas; 34(10); 893-897","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000014&lang=pt" 
"S0210-48062010001000025-esp","Adenocarcinoma de células claras uretral intradiverticular: Presentación de un nuevo caso en una mujer","Cruz-Ruiz, M., Pozo-García, A., Gené-Heym, A., Reynes-Sancho, C., Oleza-Simo, J.","Actas Urológicas Españolas; 34(10); 916-917","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000025&lang=pt" 
"S0210-48062010001000021-esp","Empiema del muñón ureteral: A propósito de un caso y revisión de la literatura","Labairu-Huerta, L., Burguete-Moriones, A., Zabalza-Unzué, J., Grasa-Lanau, V.","Actas Urológicas Españolas; 34(10); 909-911","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000021&lang=pt" 
"S0210-48062010001000007-esp","Actitud expectante en el adenocarcinoma incidental de próstata","Morán Pascual, E., Dicapua Sacoto, C., Trassierra Villa, M., Pontones Moreno, J.L., Ruiz Cerdá, J.L., Jiménez Cruz, J.F.","Actas Urológicas Españolas; 34(10); 854-859","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000007&lang=pt" 
"S0210-48062010001000015-esp","Hematuria como forma de presentación de un aneurisma intrarenal","Navarro Medina, P., Artiles Hernández, J.L., Camacho García, C., Blanco Diez, A., Jiménez García, C., Chesa Ponce, N.","Actas Urológicas Españolas; 34(10); 898-899","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000015&lang=pt" 
"S0210-48062010001000001-esp","El trasplante renal pionero y motor de los trasplante de órganos","Montañés Medina, P.","Actas Urológicas Españolas; 34(10); 827-830","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000001&lang=pt" 
"S0210-48062010001000018-esp","A propósito de un cáncer de vejiga neuroendocrino mixto","Navarro Medina, P., Camacho García, C., Blanco Diez, A., Barroso Deyne, E., Armas Molina, J., Artiles Hernández, J.L., Chesa Ponce, N.","Actas Urológicas Españolas; 34(10); 903-905","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000018&lang=pt" 
"S0210-48062010001000029-esp","Metástasis al cuero cabelludo de carcinoma de células claras","Navarrete-Gutiérrez, G., Fuentes-Valencia, A., Salaverría-Cáceres, J., Vela-Jiménez, G.","Actas Urológicas Españolas; 34(10); 923-924","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000029&lang=pt" 
"S0210-48062010001000013-esp","Feocromocitoma: más de una década de experiencia. Revisión de la literatura","Virseda Rodríguez, J.A., Martínez Ruiz, J., Carrión López, P., Martínez Sanchiz, C., Donate Moreno, M.J., Pastor Navarro, H., Hernández López, A.","Actas Urológicas Españolas; 34(10); 888-892","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000013&lang=pt" 
"S0210-48062010001000022-esp","Metástasis en la vagina como primer síntoma de un carcinoma de células renales","San Miguel, P., Trinidad, C., Atán, S., Antón, I.","Actas Urológicas Españolas; 34(10); 911-913","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000022&lang=pt" 
"S0210-48062010001000028-esp","Nefroma multilocular quístico","Bahílo Mateu, M.P., Budía Alba, A., Boronat Tormo, F., Jiménez-Cruz, F.J.","Actas Urológicas Españolas; 34(10); 921-923","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000028&lang=pt" 
"S0210-48062010001000010-esp","Evaluación de la satisfacción sexual masculina posterior a la vasectomía","Arratia-Maqueo, J.A., Cortés-González, J.R., Garza-Cortés, R., Gómez-Guerra, L.S.","Actas Urológicas Españolas; 34(10); 870-873","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000010&lang=pt" 
"S0210-48062010001000011-esp","Cambios bioquímicos en el tejido cavernoso causados por resección unilateral del nervio cavernoso y efectos del ácido alfalipoico en estos cambios","Alan, C., Kocoglu, H., Resit Ersay, A., Anil Kurt, H., Ertung, Y., Alan, H.","Actas Urológicas Españolas; 34(10); 874-881","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000011&lang=pt" 
"S0210-48062010001000005-esp","Promontofijación laparoscópica: Nuestra técnica","Romero Selas, E., Mugnier, C., Piechaud, P.T., Gaston, R., Hoepffner, J.-L., Hanna, S., Cusomano, S.","Actas Urológicas Españolas; 34(10); 837-844","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000005&lang=pt" 
"S0210-48062010001000009-esp","Efecto en el sangrado perioperatorio durante la resección transuretral de la próstata tras un mes de tratamiento con dutasteride","Arratia-Maqueo, J.A., Garza-Cortés, R., Gómez-Guerra, L.S., Cortés-González, J.R.","Actas Urológicas Españolas; 34(10); 866-869","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000009&lang=pt" 
"S0210-48062010001000023-esp","Graves consecuencias del tratamiento mediante esclerosis con ácido acético en un caso de linfangioma quístico retroperitoneal","Mengual-Ballester, M., Montoya-Chinchilla, R., Guillén-Paredes, M.P., Aguayo-Albasini, J.L.","Actas Urológicas Españolas; 34(10); 913-915","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000023&lang=pt" 
"S0210-48062010001000016-esp","Nevus azul prostático: Un diagnóstico histológico poco frecuente","Marti-Mestre, J., Cañis-Sánchez, D., Jaén-Martínez, J.-M., Bosch Princep, R.","Actas Urológicas Españolas; 34(10); 899-901","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000016&lang=pt" 
"S0210-48062010001000027-esp","Perforación del colon ascendente tras litotricia extracorpórea por ondas de choque: Revisión de la literatura médica","Arrabal Polo, M.A., Arrabal Martín, M., Miján Ortiz, J.L., Zuluaga Gómez, A.","Actas Urológicas Españolas; 34(10); 920-921","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000027&lang=pt" 
"S0210-48062010001000008-esp","Ablación con radiofrecuencia como alternativa de tratamiento para el tumor renal localizado","Gallego Vilar, D., José Povo Martin, I., Miralles Aguado, J., Garau Perelló, C., Bosquet Sanz, M., Gimeno Argente, V., Cifrián, M., García Vila, J., Gallego Gómez, J.","Actas Urológicas Españolas; 34(10); 860-865","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000008&lang=pt" 
"S0210-48062010001000033-esp","Fístula urétero-colónica tras nefrectomía","Álvarez Páez, A.M., Loira Bamio, F.J., Outomuro Pérez, J.M., Rodríguez Núñez, H., López López, A.M.","Actas Urológicas Españolas; 34(10); 929-929","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000033&lang=pt" 
"S0210-48062010001000031-esp","Peritonitis de causa no intestinal: una rara complicación de nefrectomía laparoscópica","Valero, G.R., Ortiz, F.","Actas Urológicas Españolas; 34(10); 927-928","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000031&lang=pt" 
"S0210-48062010001000034-esp","Duplicidad ureteral derecha obstructiva y ectópica","Vega Vega, A., O&#039;Callahan, W.","Actas Urológicas Españolas; 34(10); 930-930","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000034&lang=pt" 
"S0210-48062010001000020-esp","Tumor neuroendocrino primario del riñón","Cabral Ribeiro, J., Sousa, L., Ribeiro Santos, A.","Actas Urológicas Españolas; 34(10); 907-909","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010001000020&lang=pt" 
"S0034-75152010000400001-cub","Centro Regulador de Medicamentos del ALBA","Sánchez González, Celeste","Revista Cubana de Farmacia; 44(4); 430-431","Revista Cubana de Farmacia","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152010000400001&lang=pt" 
"S0034-75152010000400002-cub","Microencapsulación de tramadol en ácido poliláctico mediante secado por aspersión","López Hernández, Orestes Darío, Gómez Carril, Martha, Padrón Yaquis, Alejandro Saúl, Toledo Rivero, Arturo, Toledo Sanchez, Carlos Alfredo, Reyes Sanchez, Enma, Reguera Ruiz, Edilso, Duque Rodríguez, Julio, López Pelaez, Bertha","Revista Cubana de Farmacia; 44(4); 432-442","Revista Cubana de Farmacia","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152010000400002&lang=pt" 
"S0034-75152010000400003-cub","Estudio de la fotodegradación de ácido fólico encapsulado en microesferas de goma arábiga y maltodextrina","Lopera Cardona, Seneida, Gallardo Cabrera, Cecilia","Revista Cubana de Farmacia; 44(4); 443-455","Revista Cubana de Farmacia","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152010000400003&lang=pt" 
"S0034-75152010000400004-cub","Desarrollo tecnológico y estudio de estabilidad de tabletas de liberación inmediata de meprobamato","Fernández Cervera, Mirna, Pérez Sánchez, Irela, Izquierdo Castro, Adalberto, Jiménez Cuéllar, Bárbara, Yarie Camara, Fatoumata, Fernández, Eutimio Gustavo","Revista Cubana de Farmacia; 44(4); 456-464","Revista Cubana de Farmacia","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152010000400004&lang=pt" 
"S0034-75152010000400005-cub","Desarrollo tecnológico de una formulación de cloruro de sodio al 5 % para el tratamiento del edema corneal en Cuba","Collado Coello, Anna Karelia, Gómez Carril, Martha, Márquez Conde, Tania, García Peña, Caridad Margarita, Lagarto Parra, Alicia, Botet García, Martha, Troche Concepción, Yenilen","Revista Cubana de Farmacia; 44(4); 465-475","Revista Cubana de Farmacia","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152010000400005&lang=pt" 
"S0034-75152010000400006-cub","Calificación de un sistema de HPLC-IR para la determinación de impurezas en vacunas","Cuevas Valdespino, Matilde, Pérez Cantillo, José, Hernández Hernández, Manuel, Castiñeira Díaz, Mirtha, Márquez Rodríguez, Jenny","Revista Cubana de Farmacia; 44(4); 476-484","Revista Cubana de Farmacia","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152010000400006&lang=pt" 
"S0034-75152010000400007-cub","Validación del método analítico para el control de la calidad y estudio de estabilidad de ribavirina inyectable 100 mg/mL","Collado Coello, Anna Karelia, Moreno López, Odalys Maria, García Peña, Caridad Margarita, Gómez Carril, Martha, Barrios, María Aurora, Begué David, Marisleydi","Revista Cubana de Farmacia; 44(4); 485-493","Revista Cubana de Farmacia","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152010000400007&lang=pt" 
"S0034-75152010000400008-cub","Validación del método analítico para el control de la calidad y estudio de estabilidad de fenilefrina 10 % colirio","Monteagudo Licea, Raiza, García Peña, Caridad Margarita, Botet García, Martha, Troche Concepción, Yenilen, Montes de Oca Porto, Yanet","Revista Cubana de Farmacia; 44(4); 494-502","Revista Cubana de Farmacia","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152010000400008&lang=pt" 
"S0034-75152010000400009-cub","Comparación en la frecuencia espontánea e inducida de aberraciones cromosómicas en médula ósea de ratones OF-1 y C57BL/6/cenp","Arencibia Arrebola, Daniel Francisco, Rosario Fernández, Luis Alfredo, Hernández Rodríguez, Yanet","Revista Cubana de Farmacia; 44(4); 503-511","Revista Cubana de Farmacia","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152010000400009&lang=pt" 
