"S1688-12492015000400005-ury","Endocarditis infecciosa por Haemophilus parainfluenzae","Ambrosoni, María, Zunino, Carlos, Pandolfo, Soledad, Peluffo4, Gabriel, Giachetto, Gustavo","Archivos de Pediatría del Uruguay; 86(4); 294-299","Archivos de Pediatría del Uruguay","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-12492015000400005&lang=pt" 
"S0430-50272015000200011-prt","De quem é o espaço entre instituições?","Silva, Porfírio","Finisterra - Revista Portuguesa de Geografia; (100); 123-130","Finisterra - Revista Portuguesa de Geografia","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0430-50272015000200011&lang=pt" 
"S0430-50272015000200007-prt","Três conversas de espaço","Nóvoa, António, Nóvoa, André","Finisterra - Revista Portuguesa de Geografia; (100); 81-87","Finisterra - Revista Portuguesa de Geografia","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0430-50272015000200007&lang=pt" 
"S0430-50272015000200010-prt","Território e políticas do território a interpretação e a ação","Reis, José","Finisterra - Revista Portuguesa de Geografia; (100); 107-122","Finisterra - Revista Portuguesa de Geografia","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0430-50272015000200010&lang=pt" 
"S0430-50272015000200014-prt","A balada do mar salgado: viagem filmada por paisagens sem homens","Piçarra, Maria do Carmo","Finisterra - Revista Portuguesa de Geografia; (100); 143-153","Finisterra - Revista Portuguesa de Geografia","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0430-50272015000200014&lang=pt" 
"S0430-50272015000200006-prt","Sobre a conceptualização contemporânea do “espaço” na cultura ocidental","Pereira, Henrique Garcia","Finisterra - Revista Portuguesa de Geografia; (100); 55-66","Finisterra - Revista Portuguesa de Geografia","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0430-50272015000200006&lang=pt" 
"S1135-57272015000600001-spa","La publicación continua frente a la publicación periódica: otra vuelta de tuerca en la edición de las revistas científicas en Internet","Pérez Andrés, Cristina","Revista Española de Salud Pública; 89(6); 533-536","Revista Española de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272015000600001&lang=pt" 
"S1135-57272015000600006-spa","Adaptación y validación al español del cuestionario de percepción infantil CPQ-Esp11-14 en población comunitaria chilena","Núñez Franz, Loreto, Rey Clericus, Ricardo, Bravo-Cavicchioli, Daniel, Jiménez del Río, Patricia, Fernández Gonzalez, Constanza, Mejía Delgado, Gloria","Revista Española de Salud Pública; 89(6); 585-595","Revista Española de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272015000600006&lang=pt" 
"S2182-12672015000200003-prt","Políticas públicas no Nordeste do Brasil: a produção de enclaves e de desigualdades socioespaciais","Cássia, Rita de","GOT, Revista de Geografia e Ordenamento do Território; (8); 11-31","GOT, Revista de Geografia e Ordenamento do Território","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-12672015000200003&lang=pt" 
"S1135-57272015000600004-spa","Influencia de la mortalidad en las personas con bajo nivel educativo en la variación de las desigualdades de mortalidad en las comunidades autónomas","Miqueleiz, Estrella, Cea, Lucia, Santos, Juan M., Albaladejo, Romana, Villanueva, Rosa, Regidor, Enrique","Revista Española de Salud Pública; 89(6); 563-573","Revista Española de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272015000600004&lang=pt" 
"S2182-12672015000200011-prt","¿Nuevo rol para los territorios en Cuba? Avances y contradicciones en el contexto actual","Ramos, Patricia, Iñiguez, Luisa","GOT, Revista de Geografia e Ordenamento do Território; (8); 191-215","GOT, Revista de Geografia e Ordenamento do Território","Espanhol","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-12672015000200011&lang=pt" 
"S0213-91112015000600010-spa","Influencia del desplazamiento activo sobre la felicidad, el bienestar, la angustia psicológica y la imagen corporal en adolescentes","Ruiz-Ariza, Alberto, Torre-Cruz, Manuel J. de la, Redecillas-Peiró, María T., Martínez-López, Emilio J.","Gaceta Sanitaria; 29(6); 454-457","Gaceta Sanitaria","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112015000600010&lang=pt" 
"S1135-57272015000600010-spa","Presencia de las mujeres en los órganos de dirección de los colegios profesionales del ámbito de la salud en 2015","Botello-Hermosa, Alicia, Casado-Mejía, Rosa, Germán-Bes, Concepción","Revista Española de Salud Pública; 89(6); 627-632","Revista Española de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272015000600010&lang=pt" 
"S0213-91112015000600009-spa","Evolución de la cirugía mayor ambulatoria en Cataluña, 2001-2011","Vergara, Francesca, Freitas Ramírez, Adriana, Gispert, Rosa, Coll, José J., Saltó, Esteve, Trilla, Antoni","Gaceta Sanitaria; 29(6); 451-453","Gaceta Sanitaria","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112015000600009&lang=pt" 
"S2182-12672015000200008-prt","Transformações do espaço urbano costeiro: patrimonialização do meio ambiente na cidade de Florianópolis/Santa Catarina - Brasil","Moser, Gisele","GOT, Revista de Geografia e Ordenamento do Território; (8); 133-144","GOT, Revista de Geografia e Ordenamento do Território","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-12672015000200008&lang=pt" 
"S0041-90602015000200006-col","BRASIL Y CHILE: DIVERSAS ESTRATEGIAS DE INTEGRACIÓN COMERCIAL, DIFERENTES LEYES Y POLÍTICAS DE PROPIEDAD INDUSTRIAL","Binimelis-Espinoza, Helder","Vniversitas; (131); 195-230","Vniversitas","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0041-90602015000200006&lang=pt" 
"S0124-71072015000200004-col","Determinación de la formación de óxidos de colesterol en el proceso de preparación de frito pastuso usando como técnica de análisis HPLC","Lozada-Castro, Juan José, Arturo-Perdomo, David, Álvarez-Castillo, Wilson Alexander, Montezuma-Riascos, Lady Vanessa","Universidad y Salud; 17(2); 177-191","Universidad y Salud","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-71072015000200004&lang=pt" 
"S2310-38332015000300010-sza","Ethical misconduct of HPCSA registered Occupational Therapists in South Africa","Nortjé, Nico, Hoffmann, Willem Abraham","South African Journal of Occupational Therapy; 45(3); 55-57","South African Journal of Occupational Therapy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2310-38332015000300010&lang=pt" 
"S1989-38092015000300004-esp","Estrategias de afrontamiento en adultos mayores en función de variables sociodemográficas","Mayordomo Rodríguez, Teresa, Sales Galán, Alicia, Satorres Pons, Encarnación, Blasco Igual, Clara","Escritos de Psicología (Internet); 8(3); 26-32","Escritos de Psicología (Internet)","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1989-38092015000300004&lang=pt" 
"S2310-38332015000300001-sza","","Concha, M","South African Journal of Occupational Therapy; 45(3); 2-3","South African Journal of Occupational Therapy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2310-38332015000300001&lang=pt" 
"S1413-81232015001203891-scl","Maria Cecília Puntel de Almeida: construtora de pontes entre Enfermagem e a Saúde Coletiva brasileira","Scochi, Maria José, Mishima, Silvana Martins, Peduzzi, Marina","Ciência &amp; Saúde Coletiva; 20(12); 3891-3896","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015001203891&lang=pt" 
"S1989-38092015000300003-esp","Relationships between Karolinska Personality Scales and the new factors and facets of the Zuckerman-Kuhlman-Aluja Personality Questionnaire","Escorial, Sergio, Aluja, Anton, García, Luis. F., García, Óscar, Blanch, Angel","Escritos de Psicología (Internet); 8(3); 20-25","Escritos de Psicología (Internet)","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1989-38092015000300003&lang=pt" 
"S1887-85712015000400002-esp","Validación y acreditación de procedimientos analíticos de macronutrientes: aplicación al análisis nutricional en purés de dietas geriátricas","Pérez Grana, R.","Sanidad Militar; 71(4); 224-231","Sanidad Militar","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1887-85712015000400002&lang=pt" 
"S0102-76382015000600605-scl","Application of Mechanical Ventilation Weaning Predictors After Elective Cardiac Surgery","Silva, Mayara Gabrielle Barbosa e, Borges, Daniel Lago, Costa, Marina de Albuquerque Gonçalves, Baldez, Thiago Eduardo Pereira, Silva, Luan Nascimento da, Oliveira, Rafaella Lima, Ferreira, Teresa de Fátima Ramos, Albuquerque, Renato Adams Matos","Brazilian Journal of Cardiovascular Surgery; 30(6); 605-609","Brazilian Journal of Cardiovascular Surgery","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382015000600605&lang=pt" 
"S0717-97072015000400003-chl","ADSORPTION STUDIES OF POMEGRANATE PEEL ACTIVATED CHARCOAL FOR NICKEL (II) ION","KHAWAJA, MOMNA, MUBARAK, SHAFAQ, ZIA-UR-REHMAN, MUHAMMAD, KAZI, ASRAR AHMAD, HAMID, ALMAS","Journal of the Chilean Chemical Society; 60(4); 2642-2645","Journal of the Chilean Chemical Society","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-97072015000400003&lang=pt" 
"S2179-84512015000300261-scl","Feature Extraction of Structures in Sea Water Using Self-Organizing Maps and Electromagnetic Waves","SILVA, M.T., BATISTA, L.S., ALBUQUERQUE, F.M.V. DE","TEMA (São Carlos); 16(3); 261-274","TEMA (São Carlos)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-84512015000300261&lang=pt" 
"S1692-35612015000200010-col","HIDRÓLISIS ENDO-ENZIMATICA Y PRODUCCION DE ETANOL A PARTIR DEL BANANO DE RECHAZO","GUEVARA-BRAVO, CARLOS A, ARENAS, HÉCTOR A, PELÁEZ-JARAMILLO, CARLOS A","Biotecnología en el Sector Agropecuario y Agroindustrial; 13(2); 76-85","Biotecnología en el Sector Agropecuario y Agroindustrial","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-35612015000200010&lang=pt" 
"S2179-84512015000300253-scl","Parity Indices and Two-Line Matrix Representation for Partitions","CRAVEIRO, I.M., WAGNER, A., DOMINGUES, D.","TEMA (São Carlos); 16(3); 253-260","TEMA (São Carlos)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-84512015000300253&lang=pt" 
"S0103-73312015000401293-scl","Onde a reforma ainda não chegou: ecos da assistência às urgências psiquiátricas","Brito, Andiara Araújo Cunegundes de, Bonfada, Diego, Guimarães, Jacileide","Physis: Revista de Saúde Coletiva; 25(4); 1293-1312","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000401293&lang=pt" 
"S1692-35612015000200011-col","AGROBIODIVERSIDAD ÚTIL EN ALIMENTACIÓN Y EN MEDICINA TRADICIONAL EN DOS MUNICIPIOS DEL CAUCA","MONTES-ROJAS, CONSUELO, PAZ-CONCHA, JUAN PABLO","Biotecnología en el Sector Agropecuario y Agroindustrial; 13(2); 94-103","Biotecnología en el Sector Agropecuario y Agroindustrial","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-35612015000200011&lang=pt" 
"S2179-84512015000300185-scl","Conjugate Gradient Method for the Solution of Inverse Problems: Application in Linear Seismic Tomography","BRUFATI, T.E.B., OLIVEIRA, S.P., BASSREI, A.","TEMA (São Carlos); 16(3); 185-194","TEMA (São Carlos)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-84512015000300185&lang=pt" 
"S1692-35612015000200015-col","CARACTERIZACIÓN EN LA CADENA INFORMAL DE LA LECHE CRUDA EN EL MUNICIPIO DE POPAYÁN","MENESES, RUTH MERCEDES, ESTRADA, DIANA MARCELA, CHANTRÉ, CARLOS ANDRÉS, LÓPEZ M, FREDY JAVIER","Biotecnología en el Sector Agropecuario y Agroindustrial; 13(2); 130-139","Biotecnología en el Sector Agropecuario y Agroindustrial","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-35612015000200015&lang=pt" 
"S1692-35612015000200004-col","EVALUACIÓN DE DIFERENTES DRENAJES EN TANQUES CIRCULARES PARA CULTIVO DE TRUCHA EN SISTEMAS DE RECIRCULACIÓN","GARCÍA-CRIOLLO, ROBERTO, ANDRÉS SÁNCHEZ-ORTIZ, IVÁN","Biotecnología en el Sector Agropecuario y Agroindustrial; 13(2); 30-39","Biotecnología en el Sector Agropecuario y Agroindustrial","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-35612015000200004&lang=pt" 
"S1692-35612015000200006-col","EFECTO DE LA ADICIÓN DE CEPAS PROBIÓTICAS SOBRE METABOLITOS SANGUÍNEOS EN CERDOS EN CRECIMIENTO","LONDOÑO-PÉREZ, SANTIAGO, PARRA-SUESCÚN, JAIME","Biotecnología en el Sector Agropecuario y Agroindustrial; 13(2); 49-56","Biotecnología en el Sector Agropecuario y Agroindustrial","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-35612015000200006&lang=pt" 
"S1692-35612015000200005-col","EVALUACIÓN DE LA PRODUCCIÓN DE ETANOL A PARTIR DE MELAZA CON CEPAS NATIVAS Saccharomyces cerevisiae","ARGOTE V, FRANCISCO EMILIO, CUERVO M, RAÚL ALBERTO, OSORIO C, ESTEBAN, DELGADO-OSPINA, JOHANNES, VILLADA, HECTOR SAMUEL","Biotecnología en el Sector Agropecuario y Agroindustrial; 13(2); 40-48","Biotecnología en el Sector Agropecuario y Agroindustrial","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-35612015000200005&lang=pt" 
"S2179-84512015000300209-scl","Identificação de Danos Estruturais utilizando Dados no Domínio do Tempo e Critério D-ótimo","RANGEL, L.S., RANGEL, I.C.S.S., STUTZ, L.T.","TEMA (São Carlos); 16(3); 209-218","TEMA (São Carlos)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-84512015000300209&lang=pt" 
"S1692-35612015000200014-col","POLVO DE LA SEMILLA Cassia fistula COMO COAGULANTE NATURAL EN EL TRATAMIENTO DE AGUA CRUDA","GUZMÁN C, LUIS, TARON D, ARNULFO ANTONIO, NÚÑEZ M, ANTONIO","Biotecnología en el Sector Agropecuario y Agroindustrial; 13(2); 123-129","Biotecnología en el Sector Agropecuario y Agroindustrial","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-35612015000200014&lang=pt" 
"S0103-73312015000401165-scl","Uma noção de matriciamento que merece ser resgatada para o encontro colaborativo entre equipes de saúde e serviços no SUS","Medeiros, Roberto Henrique Amorim de","Physis: Revista de Saúde Coletiva; 25(4); 1165-1184","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000401165&lang=pt" 
"S2179-84512015000300195-scl","Remarks on a Nonlinear Wave Equation in a Noncylindrical Domain","LOPEZ, I.F., ANTUNES, G.O., SILVA, M.D.G. DA, MEDEIROS, L.A.J.","TEMA (São Carlos); 16(3); 195-207","TEMA (São Carlos)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-84512015000300195&lang=pt" 
"S1519-70772015000300243-scl","O IASB: Das Informações Contábeis de Alta Qualidade em Direção às Informações para Fomentar Confiança e Estabilidade nos Mercados Globais","Jorissen, Ann","Revista Contabilidade &amp; Finanças; 26(69); 243-246","Revista Contabilidade &amp; Finanças","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772015000300243&lang=pt" 
"S2179-84512015000300219-scl","Identificação de Danos Empregando um Modelo de Dano Contínuo e o Método de Monte Carlo com Cadeias de Markov","TEIXEIRA, J.S., STUTZ, L.T., SILVA NETO, A.J., KNUPP, D.C.","TEMA (São Carlos); 16(3); 219-228","TEMA (São Carlos)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-84512015000300219&lang=pt" 
"S1692-35612015000200012-col","EFECTO DEL PROCESAMIENTO TÉRMICO SOBRE EL COLOR SUPERFICIAL DEL PIMENTÓN ROJO (Capsicum annuum) VARIEDAD &#039;NATALY&#039;","MARTÍNEZ-GIRÓN, JADER, ORDÓÑEZ-SANTOS, LUIS EDUARDO","Biotecnología en el Sector Agropecuario y Agroindustrial; 13(2); 104-113","Biotecnología en el Sector Agropecuario y Agroindustrial","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-35612015000200012&lang=pt" 
"S0103-73312015000401335-scl","O alcoolismo, suas causas e tratamento nas representações sociais de profissionais de Saúde da Família","Souza, Luiz Gustavo Silva, Menandro, Maria Cristina Smith, Menandro, Paulo Rogério Meira","Physis: Revista de Saúde Coletiva; 25(4); 1335-1360","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000401335&lang=pt" 
"S1692-35612015000200016-col","ALIMENTOS FUNCIONALES: IMPACTO Y RETOS PARA EL DESARROLLO Y BIENESTAR DE LA SOCIEDAD COLOMBIANA","FUENTES-BERRÍO, LORENZO, ACEVEDO-CORREA, DIOFANOR, GELVEZ-ORDÓÑEZ, VÍCTOR MANUEL","Biotecnología en el Sector Agropecuario y Agroindustrial; 13(2); 140-149","Biotecnología en el Sector Agropecuario y Agroindustrial","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-35612015000200016&lang=pt" 
"S1692-35612015000200013-col","OPTIMIZACIÓN DE LA HIDRÓLISIS ENZIMÁTICA DE PROTEÍNAS PRESENTES EN SEMILLAS DE GUANDUL (Cajanus cajan)","GAVIRIA-ACOSTA, EDIER, BENÍTEZ-BENÍTEZ, RICARDO, LENIS, LUIS, HOYOS-CONCHA, JOSÉ LUIS","Biotecnología en el Sector Agropecuario y Agroindustrial; 13(2); 114-122","Biotecnología en el Sector Agropecuario y Agroindustrial","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-35612015000200013&lang=pt" 
"S0103-73312015000401271-scl","Manifestações de sofrimento: dilemas e desafios para a vigilância em saúde do trabalhador","Leão, Luís Henrique da Costa, Brant, Luiz Carlos","Physis: Revista de Saúde Coletiva; 25(4); 1271-1292","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000401271&lang=pt" 
"S1692-35612015000200009-col","APROVECHAMIENTO DE PULPA Y CÁSCARA DE PLÁTANO (Musa paradisiaca spp) PARA LA OBTENCIÓN DE MALTODEXTRINA","MELO-SABOGAL, DIANA VICTORIA, TORRES-GRISALES, YENNIFER, SERNA-JIMÉNEZ, JOHANNA ANDREA, TORRES-VALENZUELA, LAURA SOFÍA","Biotecnología en el Sector Agropecuario y Agroindustrial; 13(2); 76-85","Biotecnología en el Sector Agropecuario y Agroindustrial","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-35612015000200009&lang=pt" 
"S2179-84512015000300229-scl","Aggregating Fuzzy QL- and (S,N)-Subimplications: Conjugate and Dual Constructions","REISER, R.H.S., BENÍTEZ, I.C.K., YAMIN, A.C., BEDREGAL, B.R.C.","TEMA (São Carlos); 16(3); 229-252","TEMA (São Carlos)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-84512015000300229&lang=pt" 
"S0103-73312015000401117-scl","Os desafios dos Polos de Desenvolvimento na perspectiva dos atores sociais locais de Goiana, Pernambuco","Lyra, Tereza Maciel, Bezerra, Anselmo César Vasconcelos, Albuquerque, Maria do Socorro Veloso de","Physis: Revista de Saúde Coletiva; 25(4); 1117-1139","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000401117&lang=pt" 
"S0103-73312015000401079-scl","A definição de prioridade de investimento em saúde: uma análise a partir da participação dos atores na tomada de decisão","Santos, Francisco de Assis, Gurgel Júnior, Garibaldi Dantas, Gurgel, Idê Gomes Dantas, Pacheco, Hélder Freire, Bezerra, Adriana Falangola Benjamin","Physis: Revista de Saúde Coletiva; 25(4); 1079-1094","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000401079&lang=pt" 
"S0103-73312015000401361-scl","Mineração, agricultura familiar e saúde coletiva: um estudo de caso na região de Itamarati de Minas-MG","Henriques, Alen Batista, Porto, Marcelo Firpo de Souza","Physis: Revista de Saúde Coletiva; 25(4); 1361-1382","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000401361&lang=pt" 
"S0103-73312015000401207-scl","A saúde vai à escola: a promoção da saúde em práticas pedagógicas","Carvalho, Fabio Fortunato Brasil de","Physis: Revista de Saúde Coletiva; 25(4); 1207-1227","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000401207&lang=pt" 
"S0103-73312015000401095-scl","Articulação público-privada na atenção ambulatorial de média e alta complexidade do SUS: atuação da Secretaria de Estado de Saúde de Mato Grosso","Romano, Cátia Maria Costa, Scatena, João Henrique Gurtler, Kehrig, Ruth Terezinha","Physis: Revista de Saúde Coletiva; 25(4); 1095-1115","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000401095&lang=pt" 
"S1692-35612015000200003-col","MODELADO DE LA CINÉTICA DE SECADO DE MANGO PRE-TRATADAS CON DESHIDRATACIÓN OSMÓTICA Y MICROONDAS","GARCÍA-PATERNINA, MARIBEL, ALVIS-BERMUDEZ, ARMANDO, GARCÍA-MOGOLLON, CARLOS","Biotecnología en el Sector Agropecuario y Agroindustrial; 13(2); 22-29","Biotecnología en el Sector Agropecuario y Agroindustrial","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-35612015000200003&lang=pt" 
"S0103-73312015000401229-scl","&quot;Esto de &#039;alternativo&#039; no tiene nada&quot;. La construcción de la razonabilidad del uso de una medicina no-convencional desde la perspectiva de sus usuarios em Buenos Aires, Argentina","Bordes, Mariana","Physis: Revista de Saúde Coletiva; 25(4); 1229-1249","Physis: Revista de Saúde Coletiva","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000401229&lang=pt" 
"S0103-73312015000401185-scl","A criminalização da transmissão do HIV no Brasil: avanços, retrocessos e lacunas","Pereira, Carla Rocha, Monteiro, Simone Souza","Physis: Revista de Saúde Coletiva; 25(4); 1185-1205","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000401185&lang=pt" 
"S0103-73312015000401059-scl","Participação social no contexto da Atenção Primária em Saúde: um estudo de caso das Comissões Locais de Saúde do SUS de Belo Horizonte","Oliveira, Ana Maria Caldeira, Dallari, Sueli Gandolfi","Physis: Revista de Saúde Coletiva; 25(4); 1059-1078","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000401059&lang=pt" 
