"S0213-12852014000500005-esp","Antidiabéticos orales y odontología","González Montero, C., Manso Platero, F.J., López Alba, A.J.","Avances en Odontoestomatología; 30(5); 271-281","Avances en Odontoestomatología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852014000500005&lang=pt" 
"S0042-96862014001000768-spa","The case for global investment in rheumatic heart-disease control","Wyber, Rosemary, Zühlke, Liesl, Carapetis, Jonathan","Bulletin of the World Health Organization; 92(10); 768-770","Bulletin of the World Health Organization","EN","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014001000768&lang=pt" 
"S0042-96862014001000771-spa","Economic crisis and increased immigrant mobility: new challenges in managing Chagas disease in Europe","Jackson, Yves, Varcher Herrera, Monica, Gascon, Joaquim","Bulletin of the World Health Organization; 92(10); 771-772","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014001000771&lang=pt" 
"S0080-62342014000500794-scl","Self-perceived health and clinical characteristics in young adult students from the brazilian northeast","Moreira, Thereza Maria Magalhães, Santiago, Jênifa Cavalcante dos Santos, Alencar, Gizelton Pereira","Revista da Escola de Enfermagem da USP; 48(5); 794-803","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500794&lang=pt" 
"S0080-62342014000500820-scl","Antioxidant protection of statins in acute kidney injury induced by sepsis","Santos, Franciele do Nascimento, Watanabe, Mirian, Vasco, Carolina Ferreira, Fonseca, Cassiane Dezoti da, Vattimo, Maria de Fatima Fernandes","Revista da Escola de Enfermagem da USP; 48(5); 820-826","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500820&lang=pt" 
"S0080-62342014000500827-scl","Prevalence of Staphylococcus aureus colonization in renal transplant patients","Lamblet, Luiz Carlos Ribeiro, Barbosa, Dulce Aparecida","Revista da Escola de Enfermagem da USP; 48(5); 827-833","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500827&lang=pt" 
"S0080-62342014000500834-scl","Development of a Safety protocol for Management Thirst in the Immediate Postoperative Period","Nascimento, Leonel Alves do, Fonseca, Lígia Fahl, Rosseto, Edilaine Giovanini, Santos, Claudia Benedita dos","Revista da Escola de Enfermagem da USP; 48(5); 834-843","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500834&lang=pt" 
"S0080-62342014000500944-scl","Educational technologies designed to promote cardiovascular health in adults: integrative review","Souza, Ana Célia Caetano de, Moreira, Thereza Maria Magalhães, Borges, José Wicto Pereira","Revista da Escola de Enfermagem da USP; 48(5); 944-951","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500944&lang=pt" 
"S0080-62342014000500865-scl","Child hearing health: practice of the Family Health Strategy nurses","Azevedo, Suelen Brito, Leal, Luciana Pedrosa, Lima, Maria Luiza Lopes Timóteo, Griz, Silvana Maria Sobral","Revista da Escola de Enfermagem da USP; 48(5); 865-873","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500865&lang=pt" 
"S0080-62342014000500907-scl","Management of basic health units in municipalities of different size: profile and management instruments","Carvalho, Brígida Gimenez, Peduzzi, Marina, Nunes, Elisabete de Fátima Polo de Almeida, Leite, Fernanda de Souza, Silva, Jaqueline Alcântara Marcelino da","Revista da Escola de Enfermagem da USP; 48(5); 907-914","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500907&lang=pt" 
"S0080-62342014000500922-scl","Experience of spouses of women with breast cancer: an integrative literature review","Neris, Rhyquelle Rhibna, Anjos, Anna Cláudia Yokoyama dos","Revista da Escola de Enfermagem da USP; 48(5); 922-931","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500922&lang=pt" 
"S0080-62342014000500932-scl","Genetic counseling for individuals with hemoglobin disorders and for their relatives: a systematic literature review","Ferreira, Tatiana Dela-Sávia, Silveira-Lacerda, Elisângela de Paula, García-Zapata, Marco Tulio Antonio","Revista da Escola de Enfermagem da USP; 48(5); 932-937","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500932&lang=pt" 
"S0080-62342014000500938-scl","The work environment and leadership  in nursing: an integrative review","Balsanelli, Alexandre Pazetto, Cunha, Isabel Cristina Kowal Olm","Revista da Escola de Enfermagem da USP; 48(5); 938-943","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500938&lang=pt" 
"S0080-62342014000500857-scl","Child Health Booklet: experiences of professionals in primary health care","Andrade, Gisele Nepomuceno de, Rezende, Tércia Maria Ribeiro Lima, Madeira, Anézia Moreira Faria","Revista da Escola de Enfermagem da USP; 48(5); 857-864","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500857&lang=pt" 
"S0080-62342014000500899-scl","Supervision of Community Health Agents in the Family Health Strategy: the perspective of nurses","Silva, Juliana Sterci da, Fortuna, Cinira Magal, Pereira, Maria José Bistafa, Matumoto, Silvia, Santana, Fabiana Ribeiro, Marciano, Franciele Maia, Silva, Jael Bernardes, Ferreira, Marianna, Mishima, Silvana Martins","Revista da Escola de Enfermagem da USP; 48(5); 899-906","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500899&lang=pt" 
"S0080-62342014000500891-scl","Stress, coping and presenteeism in nurses assisting critical and potentially critical patients","Umann, Juliane, Guido, Laura de Azevedo, Silva, Rodrigo Marques da","Revista da Escola de Enfermagem da USP; 48(5); 891-898","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500891&lang=pt" 
"S0080-62342014000500883-scl","Contributions of auriculotherapy in smoking cessation: a pilot study","Silva, Roberta de Paiva, Chaves, Erika de Cássia Lopes, Pillon, Sandra Cristina, Silva, Andréia Maria, Moreira, Denis da Silva, Iunes, Denise Hollanda","Revista da Escola de Enfermagem da USP; 48(5); 883-890","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500883&lang=pt" 
"S0080-62342014000500874-scl","Nursing performance in the policy transfer of directly observed treatment of tuberculosis","Souza, Káren Mendes Jorge de, Sá, Lenilde Duarte de, Silva, Laís Mara Caetano da, Palha, Pedro Fredemir","Revista da Escola de Enfermagem da USP; 48(5); 874-882","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500874&lang=pt" 
"S0080-62342014000500811-scl","Adherence to anti-hypertensive treatment within a chronic disease management  program: A longitudinal, retrospective study","Raymundo, Ana Carolina Nascimento, Pierin, Angela Maria Geraldo","Revista da Escola de Enfermagem da USP; 48(5); 811-819","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500811&lang=pt" 
"S0080-62342014000500804-scl","Nursing diagnosis sedentary lifestyle in individuals with hypertension: an analysis of accuracy","Martins, Larissa Castelo Guedes, Lopes, Marcos Venícios de Oliveira, Guedes, Nirla Gomes, Teixeira, Iane Ximenes, Souza, Vanessa Emille Carvalho de, Montoril, Michelle Helcias","Revista da Escola de Enfermagem da USP; 48(5); 804-810","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500804&lang=pt" 
"S0080-62342014000500778-scl","Neonatal mortality in infants with low birth weigh","Gaiva, Maria Aparecida Munhoz, Fujimori, Elizabeth, Sato, Ana Paula Sayuri","Revista da Escola de Enfermagem da USP; 48(5); 778-786","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500778&lang=pt" 
"S0080-62342014000500915-scl","Costs of reusable and disposable aprons in a public teaching hospital","Pissinati, Paloma de Souza Cavalcante, Haddad, Maria do Carmo Lourenço, Rossaneis, Mariana Ângela, Gil, Roseli Broggi, Belei, Renata Aparecida","Revista da Escola de Enfermagem da USP; 48(5); 915-921","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500915&lang=pt" 
"S0080-62342014000500787-scl","Pediatric patient classification system: improvement of an instrument","Dini, Ariane Polidoro, Guirardello, Edinêis de Brito","Revista da Escola de Enfermagem da USP; 48(5); 787-793","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500787&lang=pt" 
"S0042-96862014001000706-spa","Estimation of maternal and child mortality one year after user-fee elimination: an impact evaluation and modelling study in Burkina Faso","Johri, Mira, Ridde, Valéry, Heinmüller, Rolf, Haddad, Slim","Bulletin of the World Health Organization; 92(10); 706-715","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014001000706&lang=pt" 
"S0042-96862014001000716-spa","Health and happiness: cross-sectional household surveys in Finland, Poland and Spain","Miret, Marta, Caballero, Francisco Félix, Chatterji, Somnath, Olaya, Beatriz, Tobiasz-Adamczyk, Beata, Koskinen, Seppo, Leonardi, Matilde, Haro, Josep Maria, Ayuso-Mateos, José Luis","Bulletin of the World Health Organization; 92(10); 716-725","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014001000716&lang=pt" 
"S0042-96862014001000734-spa","Trends in all-cause mortality during the scale-up of an antiretroviral therapy programme: a cross-sectional study in Lusaka, Zambia","Rathod, Sujit D, Chi, Benjamin H, Kusanthan, Thankian, Chilopa, Batista, Levy, Jens, Sikazwe, Izukanji, Mwaba, Peter, Stringer, Jeffrey SA","Bulletin of the World Health Organization; 92(10); 734-741","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014001000734&lang=pt" 
"S0042-96862014001000750-spa","Medical and nursing students&#039; intentions to work abroad or in rural areas: a cross-sectional survey in Asia and Africa","Silvestri, David M, Blevins, Meridith, Afzal, Arfan R, Andrews, Ben, Derbew, Miliard, Kaur, Simran, Mipando, Mwapatsa, Mkony, Charles A, Mwachaka, Philip M, Ranjit, Nirju, Vermund, Sten","Bulletin of the World Health Organization; 92(10); 750-759","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014001000750&lang=pt" 
"S0042-96862014001000760-spa","Catastrophic household expenditure on health in Nepal: a cross-sectional survey","Saito, Eiko, Gilmour, Stuart, Rahman, Md Mizanur, Gautam, Ghan Shyam, Shrestha, Pradeep Krishna, Shibuya, Kenji","Bulletin of the World Health Organization; 92(10); 760-767","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014001000760&lang=pt" 
"S0080-62342014000500851-scl","Urinary incontinence in the prediction of falls in hospitalized elderly","Abreu, Hellen Cristina de Almeida, Reiners, Annelita Almeida Oliveira, Azevedo, Rosemeiry Capriata de Souza, Silva, Ageo Mário Cândido da, Abreu, Débora Regina de Oliveira Moura","Revista da Escola de Enfermagem da USP; 48(5); 851-856","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500851&lang=pt" 
"S0080-62342014000500844-scl","Nursing intervention bundle for enteral nutrition in intensive care: a collective construction","Colaço, Aline Daiane, Nascimento, Eliane Regina Pereira do","Revista da Escola de Enfermagem da USP; 48(5); 844-850","Revista da Escola de Enfermagem da USP","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342014000500844&lang=pt" 
"S0004-282X2014001000788-scl","Posterior atlanto-occipital and atlanto-axial area and its surgical interest","Pimenta, Newton José Godoy, Gusmão, Sebastião Silva, Kehrli, Pierre","Arquivos de Neuro-Psiquiatria; 72(10); 788-792","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000788&lang=pt" 
"S0004-282X2014001000820-scl","Mapping of potential neurogenic niche in the human temporal lobe","Nogueira, Adriano Barreto","Arquivos de Neuro-Psiquiatria; 72(10); 820-820","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000820&lang=pt" 
"S0004-282X2014001000745-scl","Functional disorders continue to pose diagnostic and therapeutic challenges to neurologists","Castro, Luiz Henrique Martins","Arquivos de Neuro-Psiquiatria; 72(10); 745-746","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000745&lang=pt" 
"S0004-282X2014001000743-scl","The healthy concern to improve neurological teachings","Maranhão-Filho, Péricles","Arquivos de Neuro-Psiquiatria; 72(10); 743-744","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000743&lang=pt" 
"S0004-282X2014001000762-scl","Cardiovascular variability in Mexican patients with Parkinson&#039;s disease","Delgado, Guillermo, Estañol, Bruno, Rodríguez-Violante, Mayela, Martínez-Memije, Raúl, Infante-Vázquez, Óscar, Bertado-Ramírez, Nancy","Arquivos de Neuro-Psiquiatria; 72(10); 762-767","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000762&lang=pt" 
"S0004-282X2014001000812-scl","Susac syndrome","Freua, Fernando, Lucato, Leandro Tavares, Villela, Flávio, Rabello, Getúlio Daré","Arquivos de Neuro-Psiquiatria; 72(10); 812-813","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000812&lang=pt" 
"S0004-282X2014001000814-scl","Postictal MRI features with a unilateral pattern","Dinoá, Vanessa, Ranke, Felipe von, Gasparetto, Emerson, Marchiori, Edson","Arquivos de Neuro-Psiquiatria; 72(10); 814-814","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000814&lang=pt" 
"S0004-282X2014001000815-scl","Dengue virus infection presenting with diffuse brain hemorrhage","Daher, Ricardo Tavares, Marussi, Victor Hugo Rocha, Pedroso, José Luiz, Oliveira, Acary Souza Bulle, Amaral, Lázaro Luiz Faria do","Arquivos de Neuro-Psiquiatria; 72(10); 815-815","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000815&lang=pt" 
"S0004-282X2014001000816-scl","Retinitis pigmentosa in pantothenate kinase-associated neurodegeneration","Pedroso, José Luiz, Proveti, Priscilla, Teixeira, Luiz Fernando, Sallum, Juliana Maria Ferraz, Barsottini, Orlando G. P.","Arquivos de Neuro-Psiquiatria; 72(10); 816-817","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000816&lang=pt" 
"S0004-282X2014001000819-scl","Implementing the IA stage and developing an instrument to assess the fidelity of critical time interventional: task shifting","Silva, Tatiana Fernandes Carpinteiro","Arquivos de Neuro-Psiquiatria; 72(10); 819-819","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000819&lang=pt" 
"S0004-282X2014001000818-scl","Effects of aging on nitrergic system in human basal nuclei","Santos, Bruno Lopes dos","Arquivos de Neuro-Psiquiatria; 72(10); 818-818","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000818&lang=pt" 
"S0004-282X2014001000753-scl","Genetic evaluation for TOR1-A (DYT1) in Brazilian patients with dystonia","Camargo, Carlos Henrique F., Camargos, Sarah Teixeira, Raskin, Salmo, Cardoso, Francisco Eduardo C., Teive, Hélio Afonso G.","Arquivos de Neuro-Psiquiatria; 72(10); 753-756","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000753&lang=pt" 
"S0004-282X2014001000777-scl","Cortical projection of the inferior choroidal point as a reliable landmark to place the corticectomy and reach the temporal horn through a middle temporal gyrus approach","Frigeri, Thomas, Rhoton, Albert, Paglioli, Eliseu, Azambuja, Ney","Arquivos de Neuro-Psiquiatria; 72(10); 777-781","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000777&lang=pt" 
"S0004-282X2014001000773-scl","Cognition in a multiple system atrophy series of cases from Argentina","Gatto, Emilia, Demey, Ignacio, Sanguinetti, Ana, Parisi, Virginia, Etcheverry, José Luis, Rojas, Galeno, Wenning, Gregor K.","Arquivos de Neuro-Psiquiatria; 72(10); 773-776","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000773&lang=pt" 
"S0004-282X2014001000782-scl","Cauda equina redundant nerve roots are associated to the degree of spinal stenosis and to spondylolisthesis","Savarese, Leonor Garbin, Ferreira-Neto, Geraldo Dias, Herrero, Carlos Fernando Pereira da Silva, Defino, Helton Luiz Aparecido, Nogueira-Barbosa, Marcello H.","Arquivos de Neuro-Psiquiatria; 72(10); 782-787","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000782&lang=pt" 
"S0004-282X2014001000803-scl","When should MERRF (myoclonus epilepsy associated with ragged-red fibers) be the diagnosis?","Lorenzoni, Paulo José, Scola, Rosana Herminia, Kay, Cláudia Suemi Kamoi, Silvado, Carlos Eduardo S., Werneck, Lineu Cesar","Arquivos de Neuro-Psiquiatria; 72(10); 803-811","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000803&lang=pt" 
"S0004-282X2014001000747-scl","A Brazilian original pedagogical approach to the teaching of neurology","Magalhães, Lucas Vilas Bôas, Fernandes, Paula Teixeira, Magalhães, Daniel de Souza Ferreira, Bastos, Ricardo Rocha, Min, Li Li","Arquivos de Neuro-Psiquiatria; 72(10); 747-752","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000747&lang=pt" 
"S0004-282X2014001000768-scl","Clinical aspects of patients with sarcoglycanopathies under steroids therapy","Albuquerque, Marco A. V., Abath-Neto, Osório, Maximino, Jéssica R., Chadi, Gerson, Zanoteli, Edmar, Reed, Umbertina C.","Arquivos de Neuro-Psiquiatria; 72(10); 768-772","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000768&lang=pt" 
"S0004-282X2014001000793-scl","Psychogenic nonepileptic seizures and psychogenic movement disorders: two sides of the same coin?","Paola, Luciano De, Marchetti, Renato L., Teive, Hélio Afonso Ghizoni, LaFrance-Jr., W. Curt","Arquivos de Neuro-Psiquiatria; 72(10); 793-802","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000793&lang=pt" 
"S0004-282X2014001000757-scl","Low haemoglobin levels increase unilateral spatial neglect in acute phase of stroke","Luvizutto, Gustavo José, Monteiro, Tamiris Aparecida, Braga, Gabriel Pereira, Bazan, Silméia Garcia Zanati, Resende, Luiz Antônio de Lima, Bazan, Rodrigo","Arquivos de Neuro-Psiquiatria; 72(10); 757-761","Arquivos de Neuro-Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2014001000757&lang=pt" 
"S0212-97282014000300005-esp","&quot;Becoming&quot; a cooperative learner-teacher","Surian, Alessio, Damini, Marialuisa","Anales de Psicología; 30(3); 808-817","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300005&lang=pt" 
"S0212-97282014000300036-esp","The new science of moral cognition: the state of the art","Olivera La Rosa, Antonio, Rosselló, Jaume","Anales de Psicología; 30(3); 1122-1128","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300036&lang=pt" 
"S0212-97282014000300039-esp","Análisis de contenido y lingüística computacional: su rapidez, confiabilidad y perspectivas","Chávez, Brenda Lía, Martín Yamamoto, Jorge","Anales de Psicología; 30(3); 1146-1150","Anales de Psicología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300039&lang=pt" 
"S0212-97282014000300001-esp","Introduction: cooperative learning","Serrano, José-Manuel, Pons, Rosa-María","Anales de Psicología; 30(3); 781-784","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300001&lang=pt" 
"S0212-97282014000300008-esp","Cooperative learning in 21st century","Johnson, David W., Johnson, Roger T.","Anales de Psicología; 30(3); 841-851","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300008&lang=pt" 
"S0212-97282014000300038-esp","Normative data for 148 Spanish emotional words in terms of attributions of humanity","Rodríguez-Pérez, Armando, Betancor-Rodríguez, Verónica, Ariño-Mateo, Eva, Demoulin, Stephanie, Leyens, Jacques-Phillipe","Anales de Psicología; 30(3); 1137-1145","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300038&lang=pt" 
"S0212-97282014000300026-esp","Calibration of a reading comprehension test for Portuguese students","Cadime, Irene, Ribeiro, Iolanda, Viana, Fernanda Leopoldina, Santos, Sandra, Prieto, Gerardo","Anales de Psicología; 30(3); 1025-1034","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300026&lang=pt" 
"S0212-97282014000300004-esp","Learning to cooperate for cooperative learning","Sharan, Yael","Anales de Psicología; 30(3); 802-807","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300004&lang=pt" 
"S0212-97282014000300037-esp","Effects of instructions and cue subjectiveness on specificity of autobiographical memory recall","Ricarte-Trives, Jorge J., Latorre-Postigo, José M., Ros-Segura, Laura","Anales de Psicología; 30(3); 1129-1136","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300037&lang=pt" 
"S0212-97282014000300002-esp","Cooperative learning and academic achievement: why does groupwork work?","Slavin, Robert E.","Anales de Psicología; 30(3); 785-791","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300002&lang=pt" 
"S0212-97282014000300041-esp","El Análisis Factorial Exploratorio de los Ítems: algunas consideraciones adicionales","Ferrando, Pere J., Lorenzo-Seva, Urbano","Anales de Psicología; 30(3); 1170-1175","Anales de Psicología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300041&lang=pt" 
"S0212-97282014000300006-esp","Making meaning through joint activity in Computer-Supported Collaborative Learning (CSCL) settings: the interplay between content-related and activity-related talk","Coll, Cesar, Engel, Anna","Anales de Psicología; 30(3); 818-831","Anales de Psicología","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282014000300006&lang=pt" 
