"S1413-81232007000500015-spa","Adolescentes em conflito com a lei","Priuli, Roseana Mara Aredes, Moraes, Maria Silvia de","Ciência &amp; Saúde Coletiva; 12(5); 1185-1192","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232007000500015&lang=pt" 
"S0100-736X2007001000009-scl","Reactivation of latent bovine herpesvirus type 5 in cattle with polioencephalomalacia induced by ammonium sulphate","David, Nadia, Hübner, Sílvia O., Riet-Correa, Franklin, Halfen, Danisa, Lemos, Ricardo A.","Pesquisa Veterinária Brasileira; 27(10); 435-441","Pesquisa Veterinária Brasileira","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2007001000009&lang=pt" 
"S0034-76122007000500001-scl","Palavras da diretora","Zouain, Deborah Moraes","Revista de Administração Pública; 41(5); 817-818","Revista de Administração Pública","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122007000500001&lang=pt" 
"S0034-76122007000500004-scl","O processo de conversão de sistemas de produção de hortaliças convencionais para orgânicos","Assis, Renato Linhares de, Romeiro, Ademar Ribeiro","Revista de Administração Pública; 41(5); 863-885","Revista de Administração Pública","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122007000500004&lang=pt" 
"S0034-76122007000500010-scl","Errata","","Revista de Administração Pública; 41(5); 1010-1010","Revista de Administração Pública","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122007000500010&lang=pt" 
"S0034-76122007000500002-scl","Compreendendo a natureza das políticas do Estado capitalista","Santos, Reginaldo Souza, Ribeiro, Elizabeth Matos, Gomes, Fábio Guedes, Santos, Leidimar Cândida dos, Ribeiro, Mônica Matos, Santos, Thiago Chagas Silva, Caribe, Daniel Andrade, Souto, Iara Martins Icó, Silva Júnior, Cleber Dias da","Revista de Administração Pública; 41(5); 819-834","Revista de Administração Pública","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122007000500002&lang=pt" 
"S0034-76122007000500003-scl","Economia de comunhão e aprendizagem: uma perspectiva epistêmica","Villlardi, Beatriz Quiroz, Leitão, Sergio Proença, Marques, Deise","Revista de Administração Pública; 41(5); 835-861","Revista de Administração Pública","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122007000500003&lang=pt" 
"S0034-76122007000500007-scl","Razão e sensibilidade no ensino de administração: a literatura como recurso estético","Fischer, Tânia, Davel, Eduardo, Vergara, Sylvia, Ghadiri, Philip D.","Revista de Administração Pública; 41(5); 935-956","Revista de Administração Pública","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122007000500007&lang=pt" 
"S0034-76122007000500006-scl","Estudo dos fatores condicionantes do índice de desenvolvimento humano nos municípios do estado do Paraná: instrumento de controladoria para a tomada de decisões na gestão governamental","Scarpin, Jorge Eduardo, Slomski, Valmor","Revista de Administração Pública; 41(5); 909-933","Revista de Administração Pública","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122007000500006&lang=pt" 
"S0100-67622007000500013-scl","Avaliação ergonômica de cadeiras residenciais fabricadas no pólo moveleiro de Ubá, MG","Fialho, Patrícia Bhering, Souza, Amaury Paulo de, Minette, Luciano José, Silva, José de Castro","Revista Árvore; 31(5); 887-896","Revista Árvore","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622007000500013&lang=pt" 
"S0100-67622007000500010-scl","Avaliação da continuidade espacial de características dendrométricas em diferentes idades de povoamentos clonais de Eucalyptus sp.","Kanegae Junior, Honório, Mello, José Marcio de, Scolforo, José Roberto S., Oliveira, Antônio Donizette de","Revista Árvore; 31(5); 859-866","Revista Árvore","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622007000500010&lang=pt" 
