"S0717-92272016000200009-chl","Estado actual de los trastornos somatomorfos y conversivos en niños y adolescentes","Arancibia M, Marcelo, Sepúlveda A, Elisa, Martínez-Aguayo, Juan Carlos, Behar A, Rosa","Revista chilena de neuro-psiquiatría; 54(2); 151-161","Revista chilena de neuro-psiquiatría","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272016000200009&lang=pt" 
"S0100-69912016000300189-scl","Reliability of nutritional assessment in patients with gastrointestinal tumors","POZIOMYCK, ALINE KIRJNER, FRUCHTENICHT, ANA VALERIA GONÇALVES, KABKE, GEORGIA BRUM, VOLKWEIS, BERNARDO SILVEIRA, ANTONIAZZI, JORGE LUIZ, MOREIRA, LUIS FERNANDO","Revista do Colégio Brasileiro de Cirurgiões; 43(3); 189-197","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912016000300189&lang=pt" 
"S0100-69912016000300214-scl","The history of the parathyroid surgery","Toneto, Marcelo Garcia, Prill, Shandi, Debon, Leticia Manoel, Furlan, Fernando Zucuni, Steffen, Nedio","Revista do Colégio Brasileiro de Cirurgiões; 43(3); 214-222","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912016000300214&lang=pt" 
"S0718-28132016000100004-chl","Hacia una metodología para evaluar el Índice de Desarrollo Humano en la industria de la construcción chilena","Forcael, Eric, González, Vicente, Orozco, Francisco, Opazo, Alexander, Vargas, Sergio, Sandoval, Angelo","Obras y proyectos; (19); 50-60","Obras y proyectos","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-28132016000100004&lang=pt" 
"S0718-28132016000100001-chl","Design, construction, operation and the effect of fines content and permeability on the seismic performance of tailings sand dams in Chile","Valenzuela, Luis","Obras y proyectos; (19); 6-22","Obras y proyectos","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-28132016000100001&lang=pt" 
"S0100-69912016000300154-scl","Alterations of blood flow pattern after triple stent endovascular treatment of saccular abdominal aortic aneurysm: a porcine model.","OLIVEIRA, JAHIR RICHARD DE, AQUINO, MAURÍCIO DE AMORIM, BARROS, SVETLANA, PITTA, GUILHERME BENJAMIN BRANDÃO, PEREIRA, ADAMASTOR HUMBERTO","Revista do Colégio Brasileiro de Cirurgiões; 43(3); 154-159","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912016000300154&lang=pt" 
"S0718-28132016000100005-chl","Un modelo para seleccionar atributos de un edificio residencial que maximiza el precio de venta","Schovelin, Roberto, Roca, Josep","Obras y proyectos; (19); 61-72","Obras y proyectos","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-28132016000100005&lang=pt" 
"S0100-69912016000300178-scl","Comparative analysis of endoscopic and histopathological features of superficial elevated lesions resected by endoscopic mucosal resection in the distal and proximal colon","PARADA, ARTUR ADOLFO, RIBAS, CARMEN AUSTRALIA PAREDE MARCONDES, VENCO, FILADELFIO EUCLYDES, ARDENGH, JOSÉ CELSO, REIS, MARIANA AMARAL, DEGIOVANI, MATHEUS, VARCA-NETO, MIGUEL REYNALDO, DIGER, NILDEDE RODRIGUES, IBRAHIM, ROBERTO EL, CORDOVA, KASSIA FERNANDA, FAGUNDES, MARÍLIA DA CRUZ, MOREIRA, HAMILTON, KUBRUSLY, LUIZ FERNANDO","Revista do Colégio Brasileiro de Cirurgiões; 43(3); 178-184","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912016000300178&lang=pt" 
"S0100-69912016000300141-scl","Cultural adaptation and the Clavien-Dindo surgical complications classification translated to Brazilian Portuguese.","MOREIRA, LUIS FERNANDO, PESSÔA, MARCELO CASTRO MARÇAL, MATTANA, DIEGO SACHET, SCHMITZ, FERNANDO FERNANDES, VOLKWEIS, BERNARDO SILVEIRA, ANTONIAZZI, JORGE LUIZ, RIBEIRO, LIACYR","Revista do Colégio Brasileiro de Cirurgiões; 43(3); 141-148","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912016000300141&lang=pt" 
"S1415-52732016000300317-scl","Association between nutritional indicators and risk of hospitalization among hemodialysis patients","SZUCK, Patrícia, FÜHR, Letícia Maria, GARCIA, Monique Ferreira, SILVA, Angela Teodósio da, WAZLAWIK, Elisabeth","Revista de Nutrição; 29(3); 317-327","Revista de Nutrição","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732016000300317&lang=pt" 
"S1415-52732016000300377-scl","Sleep quality and metabolic syndrome in overweight or obese children and adolescents","GONZAGA, Nathalia Costa, SENA, Aline Silva Santos, COURA, Alexsandro Silva, DANTAS, Fábio Galvão, OLIVEIRA, Renata Cardoso, MEDEIROS, Carla Campos Muniz","Revista de Nutrição; 29(3); 377-389","Revista de Nutrição","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732016000300377&lang=pt" 
"S0100-69912016000300139-scl","Oncologic surgery: a great challenge.","SILVA, LUIZ ANTONIO SANTINI RODRIGUES DA","Revista do Colégio Brasileiro de Cirurgiões; 43(3); 139-140","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912016000300139&lang=pt" 
"S0718-28132016000100006-chl","Análisis de tres métodos indirectos de estimación de la evapotranspiración para la zona agrícola de Chillán, Chile","Bochetti, María Jesús, Muñoz, Enrique, Tume, Pedro, Bech, Joan","Obras y proyectos; (19); 74-81","Obras y proyectos","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-28132016000100006&lang=pt" 
"S1405-66662016000200471-mex","Investigación iberoamericana sobre enseñanza eficaz","Martínez-Garrido, Cynthia, Murillo, F. Javier","Revista mexicana de investigación educativa; 21(69); 471-499","Revista mexicana de investigación educativa","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662016000200471&lang=pt" 
"S0049-34492016000200004-chl","Francisco Suárez como teólogo moral y político: el caso de Conselhos e pareceres","Burlando, Giannina","Teología y vida; 57(2); 235-255","Teología y vida","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492016000200004&lang=pt" 
"S1665-85742016000100195-mex","Perversão e trauma: impasses da política peruana contemporânea","Santos, Fabio Luis Barbosa dos","Latinoamérica. Revista de estudios Latinoamericanos; (62); 195-226","Latinoamérica. Revista de estudios Latinoamericanos","Português","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742016000100195&lang=pt" 
"S1665-85742016000100035-mex","Redes intelectuales latinoamericanas en torno a Ezequiel Martínez Estrada","Lamoso, Adriana","Latinoamérica. Revista de estudios Latinoamericanos; (62); 35-53","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742016000100035&lang=pt" 
"S1665-85742016000100079-mex","Fetichismo y antifetichismo en la Filosofía de la Liberación de Enrique Dussel","Orospe Hernández, Mario","Latinoamérica. Revista de estudios Latinoamericanos; (62); 79-102","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742016000100079&lang=pt" 
"S1982-21702016000200369-scl","DETECÇÃO AUTOMÁTICA DE NUVEM E SOMBRA DE NUVEM EM IMAGENS DE SENSORIAMENTO REMOTO","Silva, Marco Aurélio Oliveira da, Liporace, Frederico dos Santos","Boletim de Ciências Geodésicas; 22(2); 369-388","Boletim de Ciências Geodésicas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702016000200369&lang=pt" 
"S1982-21702016000200232-scl","CONEXÃO DE SISTEMAS VERTICAIS DE REFERÊNCIA LOCAIS AO SISTEMA GEODÉSICO BRASILEIRO COM BASE EM UM SISTEMA VERTICAL DE REFERÊNCIA GLOBAL","Moreira, Ruth da Maia, Freitas, Silvio Rogério Correia de","Boletim de Ciências Geodésicas; 22(2); 232-247","Boletim de Ciências Geodésicas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702016000200232&lang=pt" 
"S1665-85742016000100103-mex","Demandas de derechos humanos de los mapuche en Chile y los discursos jurídicos","Guerrero Guerrero, Ana Luisa","Latinoamérica. Revista de estudios Latinoamericanos; (62); 103-134","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742016000100103&lang=pt" 
"S1665-85742016000100163-mex","De demonios a chingamuceros . Representación del PGT-PC en Guatemala","Vázquez Medeles, Juan Carlos","Latinoamérica. Revista de estudios Latinoamericanos; (62); 163-193","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742016000100163&lang=pt" 
"S1982-21702016000200217-scl","PPP COM INTEGRAÇÃO DE DADOS GPS/GLONASS: FUNDAMENTOS ENVOLVIDOS E ANÁLISE DE ACURÁCIA","Silva, Emanoel Gomes de Sousa, Marques, Haroldo Antonio","Boletim de Ciências Geodésicas; 22(2); 217-231","Boletim de Ciências Geodésicas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702016000200217&lang=pt" 
"S1665-85742016000100135-mex","Barrios indígenas virreinales como espacios de salvaguardia y legitimación franciscanas","Rovira Morgado, Rossend","Latinoamérica. Revista de estudios Latinoamericanos; (62); 135-162","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742016000100135&lang=pt" 
"S1982-21702016000200342-scl","COVARIANCE FUNCTION MODELLING IN LOCAL GEODETIC APPLICATIONS USING THE SIMPLEX METHOD","Gaetani, Carlo Iapige De, Cazzaniga, Noemi Emanuela, Barzaghi, Riccardo, Reguzzoni, Mirko, Betti, Barbara","Boletim de Ciências Geodésicas; 22(2); 342-357","Boletim de Ciências Geodésicas","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702016000200342&lang=pt" 
"S1982-21702016000200358-scl","AVALIAÇÃO DA VARIÁVEL VISUAL TAMANHO APLICADA A MAPAS PERSPECTIVOS TRIDIMENSIONAIS","Schmidt, Marcio Augusto Reolon, Delazari, Luciene Stamato","Boletim de Ciências Geodésicas; 22(2); 358-368","Boletim de Ciências Geodésicas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702016000200358&lang=pt" 
"S1982-21702016000200196-scl","CLASSIFICAÇÃO DE NUVEM DE PONTOS LASER UTILIZANDO O CONCEITO DE ANÁLISE DE COMPONENTES PRINCIPAIS E O FATOR DE NÃO AMBIGUIDADE","Santos, Renato César dos, Galo, Mauricio","Boletim de Ciências Geodésicas; 22(2); 196-216","Boletim de Ciências Geodésicas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702016000200196&lang=pt" 
"S1982-21702016000200248-scl","ESTUDO DO SISTEMA VERTICAL DE REFERÊNCIA DO EQUADOR NO CONTEXTO DA UNIFICAÇÃO DO DATUM VERTICAL","Sánchez, José L. Carrión, Freitas, Sílvio R. Correia de","Boletim de Ciências Geodésicas; 22(2); 248-264","Boletim de Ciências Geodésicas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702016000200248&lang=pt" 
"S1982-21702016000200282-scl","PROGRAMA CIENTÍFICO PARA O MONITORAMENTO EM TEMPO REAL OU PÓS-PROCESSADO DAS IRREGULARIDADES IONOSFÉRICAS E CINTILAÇÃO DOS SINAIS GNSS","Pereira, Vinícius Amadeu Stuani, Camargo, Paulo de Oliveira","Boletim de Ciências Geodésicas; 22(2); 282-302","Boletim de Ciências Geodésicas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702016000200282&lang=pt" 
"S1982-21702016000200265-scl","AVALIAÇÃO DO DESEMPENHO DOS SISTEMAS GPS E GLONASS NO POSICIONAMENTO POR PONTO PRECISO, COMBINADOS E INDIVIDUALMENTE.","Ventorim, Bruno Guimarães, Dal Poz, William Rodrigo","Boletim de Ciências Geodésicas; 22(2); 265-281","Boletim de Ciências Geodésicas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702016000200265&lang=pt" 
"S1665-85742016000100013-mex","¿Una poética del exilio? La revista y el exilio republicano español en Latinoamérica","Di Salvo León, Lucía, Herrera González, Patricio","Latinoamérica. Revista de estudios Latinoamericanos; (62); 13-34","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742016000100013&lang=pt" 
"S1665-85742016000100055-mex","El Uno, el Mismo, el Otro: tensiones literarias del &quot;ser negro&quot;","Valero, Silvia","Latinoamérica. Revista de estudios Latinoamericanos; (62); 55-78","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742016000100055&lang=pt" 
"S1665-85742016000100269-mex","René González Barrios, Un Maine detenido en el tiempo. La base naval de Estados Unidos en la Bahía de Guantánamo , La Habana, Casa Editorial Verde Olivo, 2013, 251 pp.","Cerutti-Guldberg, Horacio","Latinoamérica. Revista de estudios Latinoamericanos; (62); 269-271","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742016000100269&lang=pt" 
"S1665-85742016000100272-mex","Martín Cortés, Un nuevo marxismo para América Latina , Buenos Aires, Siglo XXI, 2015, 264 pp.","Ortega Reyna, Jaime","Latinoamérica. Revista de estudios Latinoamericanos; (62); 272-277","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742016000100272&lang=pt" 
"S1665-85742016000100260-mex","Ivette García Sandoval, Marisa Pérez Domínguez y José Ronzón León [coords.], Puertos y comercio en el Golfo de México (siglo XIX ) , Campeche, Ediciones Morbo, 2014.","Camacho Navarro, Enrique","Latinoamérica. Revista de estudios Latinoamericanos; (62); 260-268","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742016000100260&lang=pt" 
"S1665-85742016000100011-mex","Presentación","","Latinoamérica. Revista de estudios Latinoamericanos; (62); 11-12","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742016000100011&lang=pt" 
"S1982-21702016000200324-scl","SURVEYING IN THE STUDIES OF THE STABILITY OF EARTHY CONSTRUCTIONS, FOCUS ON SELECTED HISTORICAL MOUNDS IN KRAKOW (POLAND)","Gawałkiewicz, Rafał, Szafarczyk, Anna","Boletim de Ciências Geodésicas; 22(2); 324-341","Boletim de Ciências Geodésicas","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702016000200324&lang=pt" 
"S1982-21702016000200303-scl","DELINEAMENTO AMOSTRAL EM RESERVATÓRIOS UTILIZANDO IMAGENS LANDSAT-8/OLI: UM ESTUDO DE CASO NO RESERVATÓRIO DE NOVA AVANHANDAVA (ESTADO DE SÃO PAULO, BRASIL)","Rodrigues, Thanan Walesza Pequeno, Guimarães, Ulisses Silva, Rotta, Luiz Henrique da Silva, Watanabe, Fernanda Sayuri Yoshino, Alcântara, Enner, Imai, Nilton Nobuhiro","Boletim de Ciências Geodésicas; 22(2); 303-323","Boletim de Ciências Geodésicas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702016000200303&lang=pt" 
"S1665-85742016000100227-mex","Etapas del conflicto armado en Colombia: hacia el posconflicto","Calderón Rojas, Jonathan","Latinoamérica. Revista de estudios Latinoamericanos; (62); 227-257","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742016000100227&lang=pt" 
"S2301-06652016000100004-ury","","Silva, Tito Lívio Cabral Renovato","Revista de la Facultad de Derecho; (40); 77-96","Revista de la Facultad de Derecho","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S2301-06652016000100004&lang=pt" 
"S2301-06652016000100007-ury","El derecho a gozar de un ambiente sano: Relaciones entre la salud y el Ambiente","Iglesias Rossini, Gonzalo F","Revista de la Facultad de Derecho; (40); 159-176","Revista de la Facultad de Derecho","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S2301-06652016000100007&lang=pt" 
"S2301-06652016000100002-ury","Clasificación de las Resoluciones Judiciales","Abal Oliú, Alejandro","Revista de la Facultad de Derecho; (40); 13-49","Revista de la Facultad de Derecho","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S2301-06652016000100002&lang=pt" 
"S2301-06652016000100005-ury","La actio libera in causa en el Paraguay a la luz de la dogmática penal alemana: una decisión entre la política criminal y el Principio de Legalidad","Cañete Prett, César A","Revista de la Facultad de Derecho; (40); 97-117","Revista de la Facultad de Derecho","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S2301-06652016000100005&lang=pt" 
"S1688-93042016000100007-ury","Agrupación de estudiantes según rendimiento académico: ¿Afecta el núcleo pedagógico?","Sevilla, María Paola","Cuadernos de Investigación Educativa; 7(1); 93-100","Cuadernos de Investigación Educativa","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-93042016000100007&lang=pt" 
"S0376-78922016000200002-esp","El uso de anglicismos en Crugía Plástica, Estética y Reparadora","Bernabé, Beatriz","Cirugía Plástica Ibero-Latinoamericana; 42(2); 107-107","Cirugía Plástica Ibero-Latinoamericana","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0376-78922016000200002&lang=pt" 
"S0376-78922016000200014-esp","Mi experiencia como cirujano plástico en campañas humanitarias: Chiclayo (Perú), Anantapur (India) y Ngandanjika (República Democrática del Congo)","Carrillo-Blanchar, Diego-Luis","Cirugía Plástica Ibero-Latinoamericana; 42(2); 197-206","Cirugía Plástica Ibero-Latinoamericana","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0376-78922016000200014&lang=pt" 
"S1886-58872016000200003-esp","El derecho de acceso a los medicamentos y el derecho de patente en países en desarrollo","Ortega Gómez, Marta","Revista de Bioética y Derecho; (37); 23-36","Revista de Bioética y Derecho","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1886-58872016000200003&lang=pt" 
"S1886-58872016000200010-esp","Daños causados por la Talidomida: la batalla legal que no cesa. Comentario a la STS de 20 de octubre de 2015","Navarro-Michel, Mónica","Revista de Bioética y Derecho; (37); 133-148","Revista de Bioética y Derecho","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1886-58872016000200010&lang=pt" 
"S1886-58872016000200013-esp","Morir en Libertad","Leyton, Fabiola","Revista de Bioética y Derecho; (37); 177-182","Revista de Bioética y Derecho","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1886-58872016000200013&lang=pt" 
"S1886-58872016000200014-esp","Salud reproductiva, legislación y opciones de maternidad","Maceda Fernández, Isabel","Revista de Bioética y Derecho; (37); 183-187","Revista de Bioética y Derecho","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1886-58872016000200014&lang=pt" 
"S1870-21472016000100213-mex","El matrimonio a la luz de la interpretación constitucional en México","García Sánchez, Arán","Revista IUS; 10(37); 213-236","Revista IUS","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-21472016000100213&lang=pt" 
"S1870-21472016000100153-mex","La construcción argumentativa de la universalidad de los derechos humanos: el diálogo entre culturas","Arias López, Boris Wilson","Revista IUS; 10(37); 153-169","Revista IUS","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-21472016000100153&lang=pt" 
"S1870-21472016000100059-mex","La interpretación constitucional:¿eclipse del control al poder?","Echeverri Quintana, Eudoro","Revista IUS; 10(37); 59-82","Revista IUS","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-21472016000100059&lang=pt" 
"S1870-21472016000100103-mex","La internacionalización del derecho constitucional en Colombia: una garantía para los procesos de integración. Ejercicio comparado con los países andinos","Tremolada Álvarez, Eric","Revista IUS; 10(37); 103-128","Revista IUS","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-21472016000100103&lang=pt" 
"S0376-78922016000200008-esp","Anatomía quirúrgica del músculo glúteo mayor: espacio Intramuscular de FROD","Rodríguez-García, Freddy, Miranda-Villera, Cristo, Peynado-Vila, Álvaro, Prado-Cantillo, Diana","Cirugía Plástica Ibero-Latinoamericana; 42(2); 149-156","Cirugía Plástica Ibero-Latinoamericana","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0376-78922016000200008&lang=pt" 
"S0376-78922016000200013-esp","Reunión de consenso para recomendaciones sobre la gama de productos Restylane Skinboosters ®","Anido, Javier, Félix, Sandra, Jarne, Carlos, Milotich, Alicia, Moreu, Carlos, Ruíz-de-Cueto, Sofía, Serna, Marta, Ulecia, Mónica, Vaquero-Pérez, M. Mar","Cirugía Plástica Ibero-Latinoamericana; 42(2); 187-195","Cirugía Plástica Ibero-Latinoamericana","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0376-78922016000200013&lang=pt" 
"S1889-836X2016000200001-esp","Deficiencia de vitamina D: ¿la estamos identificando bien?","Martínez Díaz-Guerra, G., Aramendi Ramos, M.","Revista de Osteoporosis y Metabolismo Mineral; 8(2); 53-54","Revista de Osteoporosis y Metabolismo Mineral","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1889-836X2016000200001&lang=pt" 
"S0376-78922016000200010-esp","Tenosinovitis piógena flexora de la mano: experiencia en el Hospital Universitario Central de Asturias","García-Martínez, Irene, Camporro-Fernández, Daniel, Martín-Muñiz, Clara, Carnero-López, Susana, Contreras-Pedraza, Domingo, Matarranz-Faya, Aída","Cirugía Plástica Ibero-Latinoamericana; 42(2); 167-173","Cirugía Plástica Ibero-Latinoamericana","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0376-78922016000200010&lang=pt" 
