"S1885-642X2013000100005-esp","Prevalence and control of hypertension in a Niger Delta semi urban community, Nigeria","Suleiman, Ismail A., Amogu, Ebubechukwu O., Ganiyu, Kehinde A.","Pharmacy Practice (Granada); 11(1); 24-29","Pharmacy Practice (Granada)","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2013000100005&lang=pt" 
"S2225-62532013000300017-sza","The minerals plant of the future - leveraging automation and using intelligent collaborative environment","Almond, D.G, Becerra, K, Campain, D","Journal of the Southern African Institute of Mining and Metallurgy; 113(3); -","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532013000300017&lang=pt" 
"S2225-62532013000300009-sza","The oxidized ores of the Main Sulphide Zone, Great Dyke, Zimbabwe: turning resources into minable reserves - mineralogy is the key","Oberthür, T, Melcher, F, Buchholz, P, Locmelis, M","Journal of the Southern African Institute of Mining and Metallurgy; 113(3); -","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532013000300009&lang=pt" 
"S2225-62532013000300019-sza","Preconcentration of UG2 platinum ore: economic benefits","Smit, F, Coetzee, V, Seymour, M, Notnagel, S","Journal of the Southern African Institute of Mining and Metallurgy; 113(3); -","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532013000300019&lang=pt" 
"S2225-62532013000300007-sza","The basic resource equations (BRE and BR2RE) - a new approach to the definition and reconciliation of mineral resources and reserves at Anglo American Platinum Ltd","Diering, D.H., Andersen, D.C., Langwieder, G., Smith, G.L.","Journal of the Southern African Institute of Mining and Metallurgy; 113(3); -","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532013000300007&lang=pt" 
"S2225-62532013000300011-sza","Applications and benefits of 3D laser scanning for the mining industry","van der Merwe, J.W, Andersen, D.C","Journal of the Southern African Institute of Mining and Metallurgy; 113(3); -","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532013000300011&lang=pt" 
"S2225-62532013000300013-sza","A perspective on the supply and utilization of mining graduates in the South African context","Musingwini, C, Cruise, J.A, Phillips, H.R","Journal of the Southern African Institute of Mining and Metallurgy; 113(3); -","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532013000300013&lang=pt" 
"S1980-57642013000100110-scl","Primary progressive aphasia: Classification of variants in 100 consecutive Brazilian cases","Senaha, Mirna Lie Hosogi, Caramelli, Paulo, Brucki, Sonia M.D., Smid, Jerusa, Takada, Leonel T., Porto, Claudia S., César, Karolina G., Matioli, Maria Niures P., Soares, Roger T., Mansur, Letícia L., Nitrini, Ricardo","Dementia &amp; Neuropsychologia; 7(1); 110-121","Dementia &amp; Neuropsychologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642013000100110&lang=pt" 
"S1980-57642013000100002-scl","Primary progressive aphasia: A dementia of the language network","Mesulam, Marsel","Dementia &amp; Neuropsychologia; 7(1); 2-9","Dementia &amp; Neuropsychologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642013000100002&lang=pt" 
"S1980-57642013000100066-scl","Frontal presentation of Alzheimer&#039;s disease: A series of patients with biological evidence by CSF biomarkers","Souza, Leonardo Cruz de, Bertoux, Maxime, Funkiewiez, Aurélie, Samri, Dalila, Azuar, Carole, Habert, Marie-Odile, Kas, Aurélie, Lamari, Foudil, Sarazin, Marie, Dubois, Bruno","Dementia &amp; Neuropsychologia; 7(1); 66-74","Dementia &amp; Neuropsychologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642013000100066&lang=pt" 
"S1980-57642013000100019-scl","Neuropathology of frontotemporal lobar degeneration: A review","Bahia, Valéria Santoro, Takada, Leonel Tadao, Deramecourt, Vincent","Dementia &amp; Neuropsychologia; 7(1); 19-26","Dementia &amp; Neuropsychologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642013000100019&lang=pt" 
"S1980-57642013000100122-scl","Nonpharmacological interventions for cognitive impairments following primary progressive aphasia: A systematic review of the literature","Carthery-Goulart, Maria Teresa, Silveira, Amanda da Costa da, Machado, Thais Helena, Mansur, Leticia Lessa, Parente, Maria Alice de Mattos Pimenta, Senaha, Mirna Lie Hosogi, Brucki, Sonia Maria Dozzi, Nitrini, Ricardo","Dementia &amp; Neuropsychologia; 7(1); 122-131","Dementia &amp; Neuropsychologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642013000100122&lang=pt" 
"S1980-57642013000100010-scl","Behavioural-variant frontotemporal dementia: An update","Piguet, Olivier, Hodges, John R.","Dementia &amp; Neuropsychologia; 7(1); 10-18","Dementia &amp; Neuropsychologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642013000100010&lang=pt" 
"S0301-70362013000100007-mex","La minería como factor de desarrollo en la Sierra Juárez de Oaxaca: Una valoración ética","Fuente, Mario Enrique, Barkin, David","Problemas del desarrollo; 44(172); 123-144","Problemas del desarrollo","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362013000100007&lang=pt" 
"S0301-70362013000100001-mex","Editorial","Girón, Alicia","Problemas del desarrollo; 44(172); 3-7","Problemas del desarrollo","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362013000100001&lang=pt" 
"S0301-70362013000100010-mex","Financiamiento de la banca comercial a micro, pequeñas y medianas empresas en México","Solís, Karol","Problemas del desarrollo; 44(172); 160-162","Problemas del desarrollo","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362013000100010&lang=pt" 
"S0301-70362013000100011-mex","Estudios regionales en México: Aproximaciones a las obras y sus autores","Olmos, Rafael","Problemas del desarrollo; 44(172); 163-165","Problemas del desarrollo","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362013000100011&lang=pt" 
"S0301-70362013000100012-mex","Por qué crecieron los países que crecieron","Aronskind, Ricardo","Problemas del desarrollo; 44(172); 166-167","Problemas del desarrollo","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362013000100012&lang=pt" 
"S0301-70362013000100013-mex","Arquitectura de la crisis financiera","Hernández, Santiago","Problemas del desarrollo; 44(172); 168-170","Problemas del desarrollo","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362013000100013&lang=pt" 
"S0301-70362013000100002-mex","Inestabilidad financiera en América Latina desde la perspectiva Kaleckiana y Minskyana","Yasuhara, Tsuyoshi","Problemas del desarrollo; 44(172); 9-27","Problemas del desarrollo","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362013000100002&lang=pt" 
"S0301-70362013000100003-mex","El papel de la banca pública en las crisis financieras de Argentina y Uruguay","Marshall, Wesley","Problemas del desarrollo; 44(172); 29-52","Problemas del desarrollo","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362013000100003&lang=pt" 
"S0870-11642013000100003-prt","Ensaios de corrosão sob tensão do aço api 5l x70 em meio de etanol","Santos, C., Joaquim, A. C., Santos, J., Flor, J., Santos Jr., H., Panossian, Z., Pimenta, G.","Corrosão e Protecção de Materiais; 32(1); 19-23","Corrosão e Protecção de Materiais","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-11642013000100003&lang=pt" 
"S0870-11642013000100002-prt","Degradação e proteção superficial da madeira em exterior","Santos, J. A., Duarte, C.","Corrosão e Protecção de Materiais; 32(1); 10-18","Corrosão e Protecção de Materiais","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-11642013000100002&lang=pt" 
"S0870-11642013000100001-prt","Reabilitação de uma estrutura contaminada por iões cloret utilizando a técnica da dessalinização","Alves, Henrique, Lourenço, Zita, Colaço, Pedro","Corrosão e Protecção de Materiais; 32(1); 5-9","Corrosão e Protecção de Materiais","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-11642013000100001&lang=pt" 
"S1516-44462013000100013-scl","Staging and neuroprogression in bipolar disorder: a systematic review of the literature","Gama, Clarissa Severino, Kunz, Maurício, Magalhães, Pedro V.S., Kapczinski, Flavio","Revista Brasileira de Psiquiatria; 35(1); 70-74","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000100013&lang=pt" 
"S0121-50512013000100005-col","El comercio electrónico de calidad: compromisos empresariales asumidos en beneficio del consumidor.","López Jiménez, David, Monroy Antón, Antonio J","Innovar; 23(47); 40-52","Innovar","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512013000100005&lang=pt" 
"S0121-50512013000100007-col","Subaru XV: una estrategia de comunicación y mercadeo para la generación Y","Armelini, Guillermo","Innovar; 23(47); 65-80","Innovar","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512013000100007&lang=pt" 
"S1885-642X2013000100009-esp","Implementing ward based clinical pharmacy services in an Ethiopian University Hospital","Mekonnen, Alemayehu B., Yesuf, Elias A., Odegard, Peggy S., Wega, Sultan S.","Pharmacy Practice (Granada); 11(1); 51-57","Pharmacy Practice (Granada)","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2013000100009&lang=pt" 
"S1885-642X2013000100006-esp","Demonstration of anticoagulation patient self-testing feasibility at an Indian Health Service facility: a case series analysis","Schupbach, Ryan R., Bousum, John M., Miller, Michael J.","Pharmacy Practice (Granada); 11(1); 30-37","Pharmacy Practice (Granada)","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2013000100006&lang=pt" 
"S1885-642X2013000100002-esp","Assessment of community pharmacists’ counselling skills on headache management by using the simulated patient approach: a pilot study","Santos, Ana P., Mesquita, Alessandra R., Oliveira, Karolline S., Lyra Jr, Divaldo P.","Pharmacy Practice (Granada); 11(1); 3-7","Pharmacy Practice (Granada)","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2013000100002&lang=pt" 
"S1885-642X2013000100008-esp","A retrospective evaluation of the efficacy of intravenous bumetanide and comparison of potency with furosemide","Nappi, Jean M.","Pharmacy Practice (Granada); 11(1); 44-50","Pharmacy Practice (Granada)","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2013000100008&lang=pt" 
"S1885-642X2013000100001-esp","What is &quot;pharmaceutical care&quot; in 2013?","Foppe Van Mil, J. W., Fernández-Llimos, Fernando","Pharmacy Practice (Granada); 11(1); 1-2","Pharmacy Practice (Granada)","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2013000100001&lang=pt" 
"S1885-642X2013000100007-esp","A bibliometric study of publication patterns in rational use of medicines in Iran","Mousavi, Sarah, Mansouri, Ava, Ahmadvand, Alireza","Pharmacy Practice (Granada); 11(1); 38-43","Pharmacy Practice (Granada)","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2013000100007&lang=pt" 
"S1885-642X2013000100004-esp","Use of non-formulary drugs in children at a Brazilian teaching hospital: a descriptive study","Tramontina, Mariana Y., Heineck, Isabela, dos Santos, Luciana","Pharmacy Practice (Granada); 11(1); 17-23","Pharmacy Practice (Granada)","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2013000100004&lang=pt" 
"S2007-09342013000100001-mex","Aptitud combinatoria en maíz con divergencia genética en el Altiplano mexicano","Esquivel Esquivel, Gilberto, Castillo González, Fernando, Hernández Casillas, Juan Manuel, Santacruz Varela, Amalio, García de los Santos, Gabino, Acosta Gallegos, Jorge A.","Revista mexicana de ciencias agrícolas; 4(1); 05-18","Revista mexicana de ciencias agrícolas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342013000100001&lang=pt" 
"S2007-09342013000100010-mex","Efectividad del lodo textil en la producción y composición química del fruto de tomate","Narváez-Ortiz, Willian Alfredo, Benavides-Mendoza, Adalberto, Robledo-Torres, Valentín, Mendoza-Villarreal, Rosalinda","Revista mexicana de ciencias agrícolas; 4(1); 129-141","Revista mexicana de ciencias agrícolas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342013000100010&lang=pt" 
"S2007-09342013000100011-mex","Transmisión de precios de carne de res en México","Martínez-Damián, Miguel Ángel, González-Estrada, Adrián","Revista mexicana de ciencias agrícolas; 4(1); 143-151","Revista mexicana de ciencias agrícolas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342013000100011&lang=pt" 
"S2007-09342013000100012-mex","Cálculo de la endogamia en la selección recurrente de familias en el maíz","Márquez-Sánchez, Fidel","Revista mexicana de ciencias agrícolas; 4(1); 153-158","Revista mexicana de ciencias agrícolas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342013000100012&lang=pt" 
"S2007-09342013000100013-mex","Determinación de las características de las cuchillas de corte para mecanizar la cosecha de agave","Gutiérrez Vaca, César, Serwatowski Hlawinska, Ryszard Jerzy, Martínez Jaime, Oscar Alejandro, Cabrera Sixto, José Manuel, Saldaña Robles, Noé, Flores Ortega, Adrián","Revista mexicana de ciencias agrícolas; 4(1); 159-166","Revista mexicana de ciencias agrícolas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342013000100013&lang=pt" 
"S2007-09342013000100014-mex","Reacción a mancha angular y productividad de genotipos de frijol con y sin aplicación de fungicida","Tosquy-Valle, Oscar Hugo, López-Salinas, Ernesto, Becerra Leor, Enrique Noé, Esqueda Esquivel, Valentín A., Rodríguez Rodríguez, José Raúl","Revista mexicana de ciencias agrícolas; 4(1); 167-174","Revista mexicana de ciencias agrícolas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342013000100014&lang=pt" 
"S2007-09342013000100015-mex","Ónavas F2009, cultivar de trigo harinero para el noroeste de México","Figueroa-López, Pedro, Fuentes-Dávila, Guillermo, Valenzuela-Herrera, Víctor, Chávez-Villalba, Gabriela, Félix-Fuentes, José Luis, Mendoza-Lugo, José Alberto","Revista mexicana de ciencias agrícolas; 4(1); 175-179","Revista mexicana de ciencias agrícolas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342013000100015&lang=pt" 
"S2007-09342013000100002-mex","El comportamiento poscosecha de frutos de aguacate ‘Hass&#039; es influenciado por el portainjerto","Herrera-González, Juan Antonio, Salazar-García, Samuel, Gutiérrez-Martínez, Porfirio, González-Durán, Isidro José Luis","Revista mexicana de ciencias agrícolas; 4(1); 19-32","Revista mexicana de ciencias agrícolas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342013000100002&lang=pt" 
"S2007-09342013000100003-mex","Tamaño de muestra para estimar expresión genética de plantas transgénicas usando pruebas de grupo","Montesinos-López, Osval Antonio, Montesinos-López, Abelardo, Luna-Espinoza, Ignacio, Montesinos-López, Jesús Erasmo","Revista mexicana de ciencias agrícolas; 4(1); 33-47","Revista mexicana de ciencias agrícolas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342013000100003&lang=pt" 
"S2007-09342013000100004-mex","Viabilidad económica y ambiental de policultivos de hule, café y cacao","Cruz González, Belén, Jarquín Gálvez, Ramón, Ramírez Tobias, Hugo Magdaleno","Revista mexicana de ciencias agrícolas; 4(1); 49-61","Revista mexicana de ciencias agrícolas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342013000100004&lang=pt" 
"S2007-09342013000100005-mex","Mercado de derechos de agua para uso agrícola en el noroeste de México","Cota-Verdugo, Lorenzo Fidel, Beltrán-Morales, Alfredo, Troyo-Diéguez, Enrique, García-Hernández, José Luís, Beltrán-Morales, Luis Felipe, Hernández-Trejo, Víctor Ángel, Ortega-Rubio, Alfredo, Navarro Bravo, Agustín","Revista mexicana de ciencias agrícolas; 4(1); 63-75","Revista mexicana de ciencias agrícolas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342013000100005&lang=pt" 
"S2007-09342013000100006-mex","Influencia de hongos micorrícicos arbusculares en el crecimiento y desarrollo de Capsicum annuum L.","Alonso-Contreras, Rogelio, Aguilera-Gómez, Luis Isaac, Rubí-Arriaga, Martín, González-Huerta, Andrés, Olalde-Potugal, Victor, Rivas-Manzano, Irma Victoria","Revista mexicana de ciencias agrícolas; 4(1); 77-88","Revista mexicana de ciencias agrícolas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342013000100006&lang=pt" 
"S2007-09342013000100007-mex","Reacción del frijol silvestre (Phaseolus vulgaris L.) a la profundidad de siembra","Peña-Valdivia, Cecilia B., Trejo, Carlos, Celis-Velazquez, Raquel, López Ordáz, Anselmo","Revista mexicana de ciencias agrícolas; 4(1); 89-102","Revista mexicana de ciencias agrícolas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342013000100007&lang=pt" 
"S2007-09342013000100008-mex","Información de mercados y rentabilidad en papa (Solanum tuberosum L.) en el Valle de Serdán, Puebla, México","Orozco Cirilo, Sergio, Valdivia Alcalá, Ramón, Portillo Vázquez, Marcos, Del Valle Sánchez, Manuel, Gómez Cárdenas, Martín, Orozco Cirilo, Juan","Revista mexicana de ciencias agrícolas; 4(1); 103-114","Revista mexicana de ciencias agrícolas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342013000100008&lang=pt" 
"S2007-09342013000100009-mex","Efecto y correlación de fechas de siembra, fertilización y densidad en el rendimiento de frijol Pinto Saltillo de temporal en Chihuahua","Jiménez Galindo, José Cruz, Acosta Gallegos, Jorge Alberto","Revista mexicana de ciencias agrícolas; 4(1); 115-127","Revista mexicana de ciencias agrícolas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342013000100009&lang=pt" 
"S0103-90162013000100001-scl","Spatial and temporal variability of soil electrical conductivity related to soil moisture","Molin, José Paulo, Faulin, Gustavo Di Chiacchio","Scientia Agricola; 70(1); 01-05","Scientia Agricola","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162013000100001&lang=pt" 
"S0103-90162013000100004-scl","Quality based payment program and milk quality in dairy cooperatives of Southern Brazil: an econometric analysis","Botaro, Bruno Garcia, Gameiro, Augusto Hauber, Santos, Marcos Veiga dos","Scientia Agricola; 70(1); 21-26","Scientia Agricola","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162013000100004&lang=pt" 
"S0103-90162013000100003-scl","Growth and osmoregulation in Salmo salar L. juveniles 1+, 1½ + and 2+ reared under restrained salinity","Gonçalves, José Fernando Magalhães, Carraça, Stela, Damasceno-Oliveira, Alfredo, Vicente, Córalia, Costa, Paulo Martins da, Lopes-Lima, Manuel, Ozório, Rodrigo Otávio de Almeida","Scientia Agricola; 70(1); 12-20","Scientia Agricola","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162013000100003&lang=pt" 
"S0103-90162013000100005-scl","AMMI analysis to evaluate the adaptability and phenotypic stability of sugarcane genotypes","Silveira, Luís Cláudio Inácio da, Kist, Volmir, Paula, Thiago Otávio Mendes de, Barbosa, Márcio Henrique Pereira, Peternelli, Luiz Alexandre, Daros, Edelclaiton","Scientia Agricola; 70(1); 27-32","Scientia Agricola","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162013000100005&lang=pt" 
"S0103-90162013000100002-scl","Elephant grass clones for silage production","Santos, Rerisson José Cipriano dos, Lira, Mário de Andrade, Guim, Adriana, Santos, Mércia Virgínia Ferreira dos, Dubeux Junior, José Carlos Batista, Mello, Alexandre Carneiro de Leão de","Scientia Agricola; 70(1); 6-11","Scientia Agricola","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162013000100002&lang=pt" 
"S0103-90162013000100006-scl","Genetic similarity among Tunisian cultivated olive estimated through SSR markers","Abdelhamid, Sofiane, Grati-kamoun, Naziha, Marra, Francesco, Caruso, Tiziano","Scientia Agricola; 70(1); 33-38","Scientia Agricola","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162013000100006&lang=pt" 
"S0103-90162013000100007-scl","Phenotypic, cytogenetic and spike fertility characterization of a population of male-sterile triticale","Guerra, Divanilde, Pacheco, Marcelo Teixeira, Federizzi, Luiz Carlos","Scientia Agricola; 70(1); 39-47","Scientia Agricola","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162013000100007&lang=pt" 
"S0103-90162013000100008-scl","Iron oxides dynamics in a subtropical Brazilian Paleudult under long-term no-tillage management","Inda, Alberto Vasconcellos, Torrent, José, Barrón, Vidal, Bayer, Cimélio, Fink, Jessé Rodrigo","Scientia Agricola; 70(1); 48-54","Scientia Agricola","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162013000100008&lang=pt" 
"S1415-65552013000100001-scl","","Kimura, Herbert","Revista de Administração Contemporânea; 17(1); i-ii","Revista de Administração Contemporânea","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552013000100001&lang=pt" 
"S1415-65552013000100002-scl","A new conceptual model for business ecosystem visualization and analysis","Vaz, Luiz Felipe Hupsel, Nogueira, Antonio Roberto Ramos, Rodrigues, Marco Aurélio de Souza, Chimenti, Paula Castro Pires de Souza","Revista de Administração Contemporânea; 17(1); 1-17","Revista de Administração Contemporânea","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552013000100002&lang=pt" 
"S1415-65552013000100005-scl","Desempenho acadêmico e a Teoria do Prospecto: estudo empírico sobre o comportamento decisório","Soares, Henrique Fonseca Genelhu, Barbedo, Claudio Henrique da Silveira","Revista de Administração Contemporânea; 17(1); 64-82","Revista de Administração Contemporânea","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552013000100005&lang=pt" 
"S1415-65552013000100003-scl","Instituições de suporte, serviços e desempenho: um estudo em aglomeração turística de Santa Catarina","Hoffmann, Valmir Emil, Campos, Lucila Maria de Souza","Revista de Administração Contemporânea; 17(1); 18-41","Revista de Administração Contemporânea","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552013000100003&lang=pt" 
"S1415-65552013000100006-scl","Evidências do entendimento de quatro pronunciamentos contábeis por auditores independentes do Brasil","Almeida, Neirilaine Silva de, Lemes, Sirlei","Revista de Administração Contemporânea; 17(1); 83-105","Revista de Administração Contemporânea","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552013000100006&lang=pt" 
"S1415-65552013000100007-scl","Os elementos de coordenação informal em uma unidade policial de operações especiais","Zanini, Marco Tulio, Migueles, Carmen Pires, Colmerauer, Marcio, Mansur, Juliana","Revista de Administração Contemporânea; 17(1); 106-125","Revista de Administração Contemporânea","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552013000100007&lang=pt" 
