"S1519-69842010000100026-scl","Angiogenic activity of Synadenium umbellatum Pax latex","Melo-Reis, PR., Andrade, LS., Silva, CB., Araújo, LMM., Pereira, MS., Mrue, F., Chen-Chen, L.","Brazilian Journal of Biology; 70(1); 189-194","Brazilian Journal of Biology","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842010000100026&lang=pt" 
"S1516-18462010000100011-scl","Comportamento dos músculos cervicais em indivíduos com fala esofágica e laringe artificial","Santos, Cristina Bellini dos, Caria, Paulo Henrique Ferreira, Tosello, Darcy de Oliveira, Bérzin, Fausto","Revista CEFAC; 12(1); 82-90","Revista CEFAC","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462010000100011&lang=pt" 
"S1516-18462010000100015-scl","Emissões otoacústicas evocadas transientes em recém-nascidos a termo e pré-termo","Melo, Ana Dolores Passarelli de, Alvarenga, Kátia de Freitas, Modolo, Daniela Jovel, Bevilacqua, Maria Cecília, Lopes, Andréa Cintra, Agostinho-Pesse, Raquel Sampaio","Revista CEFAC; 12(1); 115-121","Revista CEFAC","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462010000100015&lang=pt" 
"S1516-18462010000100018-scl","Os distúrbios fonoarticulatórios na síndrome de Down e a intervenção precoce","Barata, Lívia Fernandes, Branco, Anete","Revista CEFAC; 12(1); 134-139","Revista CEFAC","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462010000100018&lang=pt" 
"S1516-18462010000100019-scl","Alterações auditivas e fenilcetonúria: uma revisão sistemática","Mancini, Patrícia Cotta, Starling, Ana Lúcia Pimenta, Alves, Cláudia Fernanda Tolentino, Martins, Thaís Maria da Mata, Iório, Maria Cecília Martinelli","Revista CEFAC; 12(1); 140-145","Revista CEFAC","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462010000100019&lang=pt" 
"S1517-86922010000100001-scl","Alterações na composição corporal decorrentes de um treinamento de musculação em portadores de síndrome de Down","Florentino Neto, José, Pontes, Luciano Meireles de, Fernandes Filho, José","Revista Brasileira de Medicina do Esporte; 16(1); 09-12","Revista Brasileira de Medicina do Esporte","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922010000100001&lang=pt" 
"S1517-86922010000100008-scl","Confiabilidade da medida de espessuras musculares pela ultrassonografia","Gomes, Paulo Sergio Chagas, Meirelles, Cláudia de Mello, Leite, Sandra Pereira, Montenegro, Carlos Antonio Barbosa","Revista Brasileira de Medicina do Esporte; 16(1); 41-45","Revista Brasileira de Medicina do Esporte","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922010000100008&lang=pt" 
"S1517-86922010000100007-scl","Efeito da massagem clássica na percepção subjetiva de dor, edema, amplitude articular e força máxima após dor muscular tardia induzida pelo exercício","Abad, César Cavinato Cal, Ito, Leonardo Takamitsu, Barroso, Renato, Ugrinowitsch, Carlos, Tricoli, Valmor","Revista Brasileira de Medicina do Esporte; 16(1); 36-40","Revista Brasileira de Medicina do Esporte","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922010000100007&lang=pt" 
"S1517-86922010000100012-scl","Aspectos relacionados com a otimização do treinamento aeróbio para o alto rendimento","Oliveira, Mariana Fernandes Mendes de, Caputo, Fabrizio, Greco, Camila Coelho, Denadai, Benedito Sérgio","Revista Brasileira de Medicina do Esporte; 16(1); 61-66","Revista Brasileira de Medicina do Esporte","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922010000100012&lang=pt" 
"S1130-14732010000100003-esp","Astrocitomas pilomixoides: Presentación de tres casos y revisión de la literatura","Domínguez-Páez, M., Weil-Lara, B., Rodríguez-Barceló, S., Medina-Imbroda, J.M., Puch-Ramírez, M., Ros-López, B., Arráez-Sánchez, M.A.","Neurocirugía; 21(1); 22-29","Neurocirugía","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-14732010000100003&lang=pt" 
"S0210-56912010000100003-esp","Versión en español del método para la evaluación de la confusión en cuidados intensivos, estudio piloto de validación","Toro, A.C., Escobar, L.M., Franco, J.G., Díaz-Gómez, J.L., Muñoz, J.F., Molina, F., Bejarano, J., Yepes, D., Navarro, E., García, A., Wesley Ely, E., Esteban, A.","Medicina Intensiva; 34(1); 14-21","Medicina Intensiva","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912010000100003&lang=pt" 
"S0210-56912010000100012-esp","Colapso auricular izquierdo por hematoma paraaórtico","Fernández Lozano, J.A., García Marco, J.M., Soler Portmann, C.","Medicina Intensiva; 34(1); 83-83","Medicina Intensiva","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912010000100012&lang=pt" 
"S1130-14732010000100004-esp","Apoplejía tumoral hipofisaria posquirúrgica: A propósito de dos casos","González-Tortosa, J., Poza-Poza, M.","Neurocirugía; 21(1); 30-36","Neurocirugía","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-14732010000100004&lang=pt" 
"S1130-14732010000100009-esp","","","Neurocirugía; 21(1); 62-66","Neurocirugía","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-14732010000100009&lang=pt" 
"S1130-14732010000100002-esp","Influencia de los cambios de presión atmosférica y otras variables meteorológicas en la incidencia de la hemorragia subaracnoidea","Baño-Ruiz, E., Abarca-Olivas, J., Duart-Clemente, J.M., Ballenilla-Marco, F., García, P., Botella-Asunción, C.","Neurocirugía; 21(1); 14-21","Neurocirugía","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-14732010000100002&lang=pt" 
"S0210-56912010000100010-esp","Réplica: Utilidad de las escalas de gravedad en el transporte interhospitalario","Badia, M., Vilanova, C., Serviá, L., Trujillano, J.","Medicina Intensiva; 34(1); 80-81","Medicina Intensiva","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912010000100010&lang=pt" 
"S1130-14732010000100001-esp","Simpatectomía toracoscópica: una revisión de la literatura","Bejarano, B., Manrique, M.","Neurocirugía; 21(1); 05-13","Neurocirugía","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-14732010000100001&lang=pt" 
"S0210-56912010000100004-esp","Recomendaciones para el diagnóstico y tratamiento del síndrome coronario agudo sin elevación del segmento ST","Civeira Murillo, E., Nogal Saez, F. Del, Álvarez Ruiz, A.P., Ferrero Zorita, J., Alcantara, Á.G., Aguado, G.H., López Messa, J.B., Montón Rodríguez, J.A.","Medicina Intensiva; 34(1); 22-45","Medicina Intensiva","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912010000100004&lang=pt" 
"S0210-56912010000100007-esp","Diagnóstico y alternativas terapéuticas en la isquemia miocárdica aguda perioperatoria en cirugía coronaria","Bueno-González, A.M., Pérez-Vela, J.L., Hernández, F., Renes, E., Arribas, P., Corres, M.A., Gutiérrez, J., Perales, N.","Medicina Intensiva; 34(1); 64-73","Medicina Intensiva","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912010000100007&lang=pt" 
"S1678-77572010000100008-scl","Influence of different restorative techniques on marginal seal of class II composite restorations","Rodrigues Junior, Sinval Adalberto, Pin, Lúcio Fernando da Silva, Machado, Giovanna, Della Bona, Álvaro, Demarco, Flávio Fernando","Journal of Applied Oral Science; 18(1); 37-43","Journal of Applied Oral Science","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572010000100008&lang=pt" 
"S1678-77572010000100001-scl","Editorial","Santos, Carlos F.","Journal of Applied Oral Science; 18(1); i-i","Journal of Applied Oral Science","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572010000100001&lang=pt" 
"S1678-77572010000100003-scl","A retrospective study of trauma-associated oral and maxillofacial lesions in a population from southern Taiwan","Chen, Jing-Yi, Wang, Wen-Chen, Chen, Yuk-Kwan, Lin, Li-Min","Journal of Applied Oral Science; 18(1); 5-9","Journal of Applied Oral Science","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572010000100003&lang=pt" 
"S1678-77572010000100015-scl","Hybrid fixation in the bilateral sagittal split osteotomy for lower jaw advancement","Pereira, Felipe Ladeira, Janson, Marcos, Sant&#039;Ana, Eduardo","Journal of Applied Oral Science; 18(1); 92-99","Journal of Applied Oral Science","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572010000100015&lang=pt" 
"S0004-27302010000100012-scl","Fatores associados ao baixo risco cardiometabólico em mulheres obesas","Costa, Maria Cecilia, Brito, Luciara Leite, Araújo, Leila M. Batista, Lessa, Ines","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 54(1); 68-77","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302010000100012&lang=pt" 
"S0004-27302010000100009-scl","Ultrasonographic characteristics as a criterion for repeat cytology in benign thyroid nodules","Rosário, Pedro Weslley, Purisch, Saulo","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 54(1); 52-55","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302010000100009&lang=pt" 
"S0004-27302010000100008-scl","Effects of protein quality on appetite and energy metabolism in normal weight subjects","Alfenas, Rita de Cássia Gonçalves, Bressan, Josefina, Paiva, Aline Cardoso de","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 54(1); 45-51","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302010000100008&lang=pt" 
"S0004-27302010000100007-scl","A suplementação de L-carnitina não promove alterações na taxa metabólica de repouso e na utilização dos substratos energéticos em indivíduos ativos","Coelho, Christianne de Faria, Mota, João Felipe, Ravagnani, Fabrício César de Paula, Burini, Roberto Carlos","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 54(1); 37-44","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302010000100007&lang=pt" 
"S0004-27302010000100006-scl","Validação das equações que estimam a taxa metabólica de repouso em adolescentes meninas","Fonseca, Paulo Henrique Santos da, Duarte, Maria de Fátima da Silva, Barbetta, Pedro Alberto","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 54(1); 30-36","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302010000100006&lang=pt" 
"S0004-27302010000100005-scl","A specific bioelectrical impedance equation to predict body composition in Turner&#039;s syndrome","Guedes, Alexis D., Bianco, Bianca, Lipay, Mônica V. N., Callou, Emmanuela Q., Castro, Marise L., Verreschi, Ieda T. N.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 54(1); 24-29","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302010000100005&lang=pt" 
"S0004-27302010000100004-scl","Surgical management of pediatric Cushing&#039;s disease: an analysis of 15 consecutive cases at a specialized neurosurgical center","Oliveira, Ricardo Santos de, Castro, Margaret de, Antonini, Sonir Roberto Rauber, Martinelli Júnior, Carlos Eduardo, Moreira, Ayrton Custódio, Machado, Helio Rubens","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 54(1); 17-23","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302010000100004&lang=pt" 
"S0004-27302010000100010-scl","Contribution of scintigraphy and ultrasonography to the prediction of malignancy in thyroid nodules with indeterminate cytology","Rosário, Pedro Weslley, Salles, Daniela Santos, Bessa, Breno, Purisch, Saulo","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 54(1); 56-59","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302010000100010&lang=pt" 
"S0004-27302010000100011-scl","Butyrylcholinesterase and diabetes mellitus in the CHE2 C5- and CHE2 C5+ phenotypes","Cwiertnia, Mauro M., Alcântara, Vânia M., Réa, Rosângela R., Faria, Ana Cristina R. A., Picheth, Geraldo, Scartezini, Marileia, Graef, Lorena E., Welter, Marciane","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 54(1); 60-67","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302010000100011&lang=pt" 
"S0004-27302010000100013-scl","Hyperfunctioning thyroid cancer: a five-year follow-up","Azevedo, Monalisa Ferreira, Casulari, Luiz Augusto","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 54(1); 78-80","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302010000100013&lang=pt" 
"S1677-55382010000100025-scl","Temporary segmental renal artery occlusion using reverse phase polymer for bloodless robotic partial nephrectomy","Sampaio, Francisco J. B.","International braz j urol; 36(1); 108-109","International braz j urol","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382010000100025&lang=pt" 
"S1677-55382010000100021-scl","Management of low velocity gunshot wounds to the anterior urethra: the role of primary repair versus urinary diversion alone","","International braz j urol; 36(1); 103-104","International braz j urol","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382010000100021&lang=pt" 
"S1677-55382010000100007-scl","Outcomes following negative prostate biopsy for patients with persistent disease after radiotherapy for prostate cancer","Cohen, Jacob H., Eastham, James, Macchia, Richard J.","International braz j urol; 36(1); 44-48","International braz j urol","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382010000100007&lang=pt" 
"S1677-55382010000100002-scl","Current diagnosis and management of syringocele: a review","Melquist, Jonathan, Sharma, Vidit, Sciullo, Daniella, McCaffrey, Heather, Ali Khan, S.","International braz j urol; 36(1); 03-09","International braz j urol","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382010000100002&lang=pt" 
"S1677-55382010000100006-scl","Laparoscopic ureteral reimplant for ureteral stricture","Soares, Rodrigo S. Q., Abreu Jr, Rubens A. de, Tavora, Jose E. F.","International braz j urol; 36(1); 38-43","International braz j urol","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382010000100006&lang=pt" 
"S1677-55382010000100023-scl","Does perineural invasion on prostate biopsy predict adverse prostatectomy outcomes?","Billis, Athanase","International braz j urol; 36(1); 105-107","International braz j urol","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382010000100023&lang=pt" 
"S1677-55382010000100026-scl","Sildenafil as a protecting drug for warm ischemic kidney transplants: experimental results","Sampaio, Francisco J. B.","International braz j urol; 36(1); 109-110","International braz j urol","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382010000100026&lang=pt" 
"S1677-55382010000100028-scl","Internal urethrotomy and intraurethral submucosal injection of triamcinolone in short bulbar urethral strictures","Elliott, Sean P.","International braz j urol; 36(1); 111-112","International braz j urol","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382010000100028&lang=pt" 
"S1677-55382010000100031-scl","Repeat synthetic mid urethral sling procedure for women with recurrent stress urinary incontinence","Petrou, Steven P.","International braz j urol; 36(1); 114-115","International braz j urol","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382010000100031&lang=pt" 
"S1677-55382010000100033-scl","Risk factors for urinary tract infection after dextranomer/hyaluronic acid endoscopic injection","Snow, Brent W.","International braz j urol; 36(1); 117-118","International braz j urol","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382010000100033&lang=pt" 
"S1516-18462010000100005-scl","Eficácia terapêutica do programa de remediação fonológica em escolares com dislexia do desenvolvimento","Capellini, Simone Aparecida, Sampaio, Maria Nobre, Kawata, Kelssy Hitomi dos Santos, Padula, Niura Aparecida de Moura Ribeiro, Santos, Lara Cristina Antunes dos, Lorencetti, Maria Dalva, Smythe, Ian","Revista CEFAC; 12(1); 27-39","Revista CEFAC","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462010000100005&lang=pt" 
"S1516-18462010000100014-scl","Riscos ocupacionais à saúde e voz de professores: especificidades das unidades de rede municipal de ensino","Servilha, Emilse Aparecida Merlin, Ruela, Isabela de Sousa","Revista CEFAC; 12(1); 109-114","Revista CEFAC","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462010000100014&lang=pt" 
"S1516-18462010000100017-scl","Perfil dos pacientes atendidos no setor de fonoaudiologia de um serviço público de Recife - PE","Barros, Percy Maria de Lima, Oliveira, Priscila Nogueira de","Revista CEFAC; 12(1); 128-133","Revista CEFAC","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462010000100017&lang=pt" 
"S1516-18462010000100020-scl","Processamento auditivo em idosos: implicações e soluções","Buss, Leonardo Henrique, Graciolli, Lílian Seligman, Rossi, Angela Garcia","Revista CEFAC; 12(1); 146-151","Revista CEFAC","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462010000100020&lang=pt" 
"S1516-18462010000100021-scl","Intervenção fonológica em crianças com distúrbio específico de linguagem com base em um modelo psicolinguístico","Gahyva, Dáphine Luciana Costa, Hage, Simone Rocha de Vasconcellos","Revista CEFAC; 12(1); 152-160","Revista CEFAC","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462010000100021&lang=pt" 
"S1516-18462010000100016-scl","Triagem auditiva neonatal universal: índice de efetividade no reteste de neonatos de um hospital da rede pública de Campinas","Berni, Paloma Savioli, Almeida, Elizabeth Oliveira Crepaldi de, Amado, Bárbara Carolina Teixeira, Almeida Filho, Nelson de","Revista CEFAC; 12(1); 122-127","Revista CEFAC","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462010000100016&lang=pt" 
"S1516-18462010000100006-scl","Consciência metalinguística e a representação da nasalização na escrita do Português Brasileiro","Ferreira, Fernanda, Correa, Jane","Revista CEFAC; 12(1); 40-50","Revista CEFAC","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462010000100006&lang=pt" 
"S1516-18462010000100008-scl","Intersubjetividade mãe-filho na experiência com comunicação ampliada e alternativa","Cesa, Carla Ciceri, Ramos-Souza, Ana Paula, Kessler, Themis Maria","Revista CEFAC; 12(1); 57-67","Revista CEFAC","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462010000100008&lang=pt" 
"S1516-18462010000100013-scl","Prevalência de disfonia em professores do ensino público estadual afastados de sala de aula","Provenzano, Lucia Cristina Fernandes Antunes, Sampaio, Tânia Maria Marinho","Revista CEFAC; 12(1); 97-108","Revista CEFAC","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462010000100013&lang=pt" 
"S1516-18462010000100022-scl","Síndrome de Sturge-Weber: relato de caso dos achados da avaliação fonoaudiológica","Santos, Sara Virgínia Paiva, Cavalheiro, Laura Giotto","Revista CEFAC; 12(1); 161-170","Revista CEFAC","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462010000100022&lang=pt" 
"S1516-18462010000100007-scl","Análise da produção de sentidos em narrativas de afásicos participantes de grupo de convivência","Albuquerque, Aluísia Guerra, Costa, Maria Lúcia Gurgel da, Sena, Ester Feijó Correia de, Luz, Lívia Maria da Silva","Revista CEFAC; 12(1); 51-56","Revista CEFAC","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462010000100007&lang=pt" 
"S1727-897X2010000100008-cub","Prótesis dentales y lesiones mucosas en el adulto mayor: una preocupación de todos","García Alpizar, Beatriz, Benet Rodíguez, Mikhail, Castillo Betancourt, Eduardo","MediSur; 8(1); 36-41","MediSur","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2010000100008&lang=pt" 
"S1727-897X2010000100006-cub","Rinoplastia en la nariz mestiza y negroide: una preocupación de todos","Canto Vidal, Bernaldo, Canto Vigil, Tania","MediSur; 8(1); 26-31","MediSur","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2010000100006&lang=pt" 
"S1727-897X2010000100001-cub","La responsabilidad médica: una preocupación de todos","Jorge Miguez, Angela","MediSur; 8(1); 1-2","MediSur","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2010000100001&lang=pt" 
"S1727-897X2010000100009-cub","La toma de decisiones médicas como la habilidad profesional esencial en la carrera de Medicina: una preocupación de todos","Corona Martínez, Luis, Fonseca Hernández, Mercedes","MediSur; 8(1); 42-45","MediSur","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2010000100009&lang=pt" 
"S1727-897X2010000100010-cub","Propuesta metodológica para la incorporación de la simulación de casos clínicos al sistema de métodos de enseñanza-aprendizaje en el internado rotatorio de Pediatría: una preocupación de todos","Corona Martínez, Luis, Fonseca Hernández, Mercedes, López Férnandez, Raúl, Cruz Pérez, Nicolás","MediSur; 8(1); 46-49","MediSur","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2010000100010&lang=pt" 
"S1727-897X2010000100007-cub","Nuevo dispositivo para el acceso a la cavidad bucal: una preocupación de todos","Pentón García, Virginia","MediSur; 8(1); 32-35","MediSur","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2010000100007&lang=pt" 
"S1727-897X2010000100004-cub","Modelación molecular de antibióticos betalactámicos: una preocupación de todos","Cruz Cruz, Elso, Díaz Ramón, Grettel","MediSur; 8(1); 13-19","MediSur","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2010000100004&lang=pt" 
"S1727-897X2010000100012-cub","Diseño y aplicación de guía de auditoría en el tratamiento de la fractura de cadera: una preocupación de todos","Girau Rodríguez, Deise","MediSur; 8(1); 53-54","MediSur","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2010000100012&lang=pt" 
"S1727-897X2010000100002-cub","Los niveles de ácido úrico y su relación con la discapacidad en la fase aguda de la enfermedad cerebrovascular: una preocupación de todos","López Argüelles, Julio, Rojas Fuentes, Joan, Verdecia Fraga, Ricardo","MediSur; 8(1); 3-7","MediSur","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2010000100002&lang=pt" 
"S1727-897X2010000100011-cub","Fibroma aponeurótico calcificante intra articular. Presentación de un caso: una preocupación de todos","Hernández Puerto, José, Martínez León, Rafael, Rabelo Aday, Niurka","MediSur; 8(1); 50-52","MediSur","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2010000100011&lang=pt" 
