"S2237-93632016000200091-scl","Therapeutic itinerary of colorectal cancer patients treated in the state of Rio Grande do Sul","Foletto, Eliara Fernanda, Jackisch, Sabine Elisa, Dotto, Marcelo Luis, Severo, Cátia, Pappen, Emelin, de Moura Valim, Andreia Rosane, Renner, Jane Dagmar Pollo, Possuelo, Lia Gonçalves","Journal of Coloproctology (Rio de Janeiro); 36(2); 91-96","Journal of Coloproctology (Rio de Janeiro)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632016000200091&lang=pt" 
"S1808-86942016000300253-scl","Complications of otitis media - a potentially lethal problem still present","Penido, Norma de Oliveira, Chandrasekhar, Sujana Sreedevi, Borin, Andrei, Maranhão, André Souza de Albuquerque, Testa, José Ricardo Gurgel","Brazilian Journal of Otorhinolaryngology; 82(3); 253-262","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942016000300253&lang=pt" 
"S1808-86942016000300297-scl","Effectiveness of sound therapy in patients with tinnitus resistant to previous treatments: importance of adjustments","Suzuki, Flavia Alencar de Barros, Suzuki, Fabio Akira, Yonamine, Fernando Kaoru, Onishi, Ektor Tsuneo, Penido, Norma Oliveira","Brazilian Journal of Otorhinolaryngology; 82(3); 297-303","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942016000300297&lang=pt" 
"S1808-86942016000300314-scl","Facial trauma among victims of terrestrial transport accidents","d&#039;Avila, Sérgio, Barbosa, Kevan Guilherme Nóbrega, Bernardino, Ítalo de Macedo, Nóbrega, Lorena Marques da, Bento, Patrícia Meira, Ferreira, Efigênia Ferreira e","Brazilian Journal of Otorhinolaryngology; 82(3); 314-320","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942016000300314&lang=pt" 
"S2359-39972016000300187-scl","The quest for a metabolic theory of everything","Giuffrida, Fernando M. A.","Archives of Endocrinology and Metabolism; 60(3); 187-189","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000300187&lang=pt" 
"S0120-41572016000200018-col","Molecular biomarkers to assess health risks due to environmental contaminants exposure","Poblete-Naredo, Irais, Albores, Arnulfo","Biomédica; 36(2); 309-335","Biomédica","Inglês","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572016000200018&lang=pt" 
"S0120-41572016000200005-col","Multimorbilidad: bases conceptuales, modelos epidemiológicos y retos de su medición","Fernández-Niño, Julián A., Bustos-Vázquez, Eduardo","Biomédica; 36(2); 188-203","Biomédica","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572016000200005&lang=pt" 
"S1807-25772016000300171-scl","Influence of diameter and intraradicular post in the stress distribution. Finite element analysis","LEMOS, Cleidiel Aparecido Araujo, ALMEIDA, Daniel Augusto de Faria, BATISTA, Victor Eduardo de Souza, MELLO, Carol Cantieri, VERRI, Fellippo Ramos, PELLIZZER, Eduardo Piza, MAZARO, José Vitor Quinelli","Revista de Odontologia da UNESP; 45(3); 171-176","Revista de Odontologia da UNESP","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772016000300171&lang=pt" 
"S1807-25772016000300159-scl","Additional chemical polymerization of dual resin cements: reality or a goal to be achieved?","UMETSUBO, Luzia Sakaguti, YUI, Karen Cristina Kazue, BORGES, Alessandra Bühler, BARCELLOS, Daphne Camara, GONÇALVES, Sérgio Eduardo de Paiva","Revista de Odontologia da UNESP; 45(3); 159-164","Revista de Odontologia da UNESP","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772016000300159&lang=pt" 
"S1807-25772016000300146-scl","Tightening techniques for the retaining screws of universal abutment","REGALIN, Alexandre Wittcinski, ALESSANDRETTI, Rodrigo, FEDERIZZI, Leonardo, GOMES, Érica Alves, BACCHI, Ataís, SPAZZIN, Aloísio Oro","Revista de Odontologia da UNESP; 45(3); 146-148","Revista de Odontologia da UNESP","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772016000300146&lang=pt" 
"S1807-25772016000300139-scl","Facial anthropometric analysis of a healthy group of young Brazilian adults by means of stereophotogrammetry technique","JUNQUEIRA JÚNIOR, Alvaro Augusto, MAGRI, Laís Valencise, MELCHIOR, Melissa de Oliveira, RODRIGUES DA SILVA, Ana Maria Bettoni, RODRIGUES DA SILVA, Marco Antônio Moreira","Revista de Odontologia da UNESP; 45(3); 139-145","Revista de Odontologia da UNESP","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772016000300139&lang=pt" 
"S0038-23532016000300005-sza","Comparison of Holocene temperature data (Boomplaas Cave) and oxygen isotope data (Cango Caves)","Francis Thackeray, J.","South African Journal of Science; 112(5-6); 1-2","South African Journal of Science","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532016000300005&lang=pt" 
"S0038-23532016000300003-sza","Rising expectations","Edwards, Iain","South African Journal of Science; 112(5-6); 1-3","South African Journal of Science","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532016000300003&lang=pt" 
"S0718-93032016000100005-chl","Categorías en La oración y sus partes (1920) de Rodolfo Lenz: Clases","Gómez Asencio, José J","Boletín de filología; 51(1); 147-185","Boletín de filología","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-93032016000100005&lang=pt" 
"S0718-93032016000100008-chl","Propuesta de un diseño de investigación mixto para el estudio del ritmo en diferentes variedades dialectales del español","Cerda-Oñate, Karina","Boletín de filología; 51(1); 241-257","Boletín de filología","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-93032016000100008&lang=pt" 
"S1516-635X2016000200331-scl","Efficiency of Electrical Stunning by Electronarcosis: Current Situation and Perspective of Improvement in a Medium-Size Processing Plant","Barbosa, RL, Adamczuk, GO, Dvojatzki, P, Trentin, MG, Lima, JD","Revista Brasileira de Ciência Avícola; 18(2); 331-336","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200331&lang=pt" 
"S1516-635X2016000200261-scl","Effects of Kluyveromyces marxianus Isolated from Tibetan Mushrooms on the Plasma Lipids, Egg Cholesterol Level, Egg Quality and Intestinal Health of Laying Hens","Zhong, S, Liu, H, Zhang, H, Han, T, Jia, H, Xie, Y","Revista Brasileira de Ciência Avícola; 18(2); 261-268","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200261&lang=pt" 
"S1516-635X2016000200225-scl","Proposal of a Standard for the Condemnation for Turkey Carcasses Due to Fowlpox","Ferreira, BC, Couto, RM, Ecco, R, Coelho, HE, Rossi, DA, Beletti, ME, Silva, PL","Revista Brasileira de Ciência Avícola; 18(2); 225-230","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200225&lang=pt" 
"S1984-70332016000200147-scl","Performance of new apple rootstocks for Gala variety in Southern Brazil","Denardi, Frederico, Kvitschal, Marcus Vinícius, Basso, Clori, Boneti, José Itamar da Silva, Katsurayama, Yoshinori","Crop Breeding and Applied Biotechnology; 16(2); 147-152","Crop Breeding and Applied Biotechnology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332016000200147&lang=pt" 
"S0717-75262016000300004-chl","La cirugía laparoscópica por endometriosis profunda es efectiva en el manejo del dolor","Durruty V, Guillermo, Celle T, Claudia, Zamboni T, Milena, Pomés C, Cristian","Revista chilena de obstetricia y ginecología; 81(3); 189-193","Revista chilena de obstetricia y ginecología","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262016000300004&lang=pt" 
"S0034-737X2016000300355-scl","Propagação de oliveira &#039;Koroneiki&#039; pelo método de estaquia em diferentes épocas, concentrações de AIB e presença de folhas","Penso, Gener Augusto, Sachet, Marcos Robson, Maro, Luana Aparecida Castilho, Patto, Leonardo Silva, Citadin, Idemir","Revista Ceres; 63(3); 355-360","Revista Ceres","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000300355&lang=pt" 
"S0718-93032016000100007-chl","Rodolfo Lenz y la enseñanza del castellano como idioma patrio en Chile","Soto, Guillermo","Boletín de filología; 51(1); 211-238","Boletín de filología","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-93032016000100007&lang=pt" 
"S0718-93032016000100002-chl","Medidas de disponibilidad léxica: comparabilidad y normalización","Callealta Barroso, Francisco Javier, Gallego Gallego, Diego Javier","Boletín de filología; 51(1); 39-92","Boletín de filología","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-93032016000100002&lang=pt" 
"S0034-737X2016000300297-scl","Pão sem glúten adicionado de farinha do mesocarpo de babaçu ( Orbignya phalerata ): avaliação física, química e sensorial","Couri, Maria Heloiza de Souza, Giada, Maria de Lourdes Reis","Revista Ceres; 63(3); 297-304","Revista Ceres","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000300297&lang=pt" 
"S0034-737X2016000300305-scl","Quality of Brazil nuts stored in forced aeration silos","Costa, David Aquino da, Álvares, Virgínia de Souza, Nogueira, Roberta Martins, Kusdra, Jorge Ferreira, Maciel, Vlayrton Tomé, Miqueloni, Daniela Popim","Revista Ceres; 63(3); 305-314","Revista Ceres","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000300305&lang=pt" 
"S0034-737X2016000300412-scl","Pig slurry as a nutrient source in wheat/corn succession","Basso, Claudir José, Pinto, Marlo Adriano Bison, Santi, Antônio Luis, Silva, Rodrigo Ferreira da, Silva, Diecson Ruy Orsolin da","Revista Ceres; 63(3); 412-418","Revista Ceres","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000300412&lang=pt" 
"S1516-635X2016000200255-scl","Establishment of a Pathogenicity Index for One-day-old Broilers to Pasteurella multocida Strains Isolated from Clinical Cases in Poultry and Swine","Pilatti, RM, Furian, TQ, Lima, DA, Finkler, F, Brito, BG, Salle, CTP, Moraes, HLS","Revista Brasileira de Ciência Avícola; 18(2); 255-260","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200255&lang=pt" 
"S0717-75262016000300002-chl","Prevalencia y factores de riesgo de la disfunción sexual femenina: revisión sistemática","Muñoz D, Andrea Del Pilar, Camacho L, Paul Anthony","Revista chilena de obstetricia y ginecología; 81(3); 168-180","Revista chilena de obstetricia y ginecología","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262016000300002&lang=pt" 
"S1516-635X2016000200337-scl","Effect of Antimicrobials on Salmonella Spp. Strains Isolated from Poultry Processing Plants","Mion, L, Parizotto, L, Calasans, M, Dickel, EL, Pilotto, F, Rodrigues, LB, Nascimento, VP, Santos, LR","Revista Brasileira de Ciência Avícola; 18(2); 337-342","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200337&lang=pt" 
"S1516-635X2016000200351-scl","Effects of Diets with Graded Levels of Canola Meal on the Growth Performance, Meat Qualities, Relative Organ Weights, and Blood Characteristics of Broiler Chickens","An, BK, Jung, JH, Oh, ST, Kang, CW, Lee, KW, Lee, SR","Revista Brasileira de Ciência Avícola; 18(2); 351-356","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200351&lang=pt" 
"S0717-75262016000300007-chl","Evaluación in vitro del efecto de Neisseria gonorrhoeae y los factores solubles producto de su metabolismo sobre la calidad espermática","Puerta Suárez, Jenniffer, Cardona Maya, Walter D","Revista chilena de obstetricia y ginecología; 81(3); 211-217","Revista chilena de obstetricia y ginecología","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262016000300007&lang=pt" 
"S0717-75262016000300006-chl","Comportamientos sexuales y características personales según orientación sexual en adolescentes chilenos","González A, Electra, Molina G, Temístocles, San Martin V, Jimena","Revista chilena de obstetricia y ginecología; 81(3); 202-210","Revista chilena de obstetricia y ginecología","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262016000300006&lang=pt" 
"S1516-635X2016000200277-scl","Effect of Heat Stress on the Expression of GABA Receptor mRNA in the HPG Axis of Wenchang Chickens","Xie, LJ, Xie, XZ, Zhou, YW, Liang, C, Jiang, YY, Chen, Z","Revista Brasileira de Ciência Avícola; 18(2); 277-282","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200277&lang=pt" 
"S0717-75262016000300001-chl","Estado del uso de kits de mallas protésicas no reabsorbibles por vía vaginal en cirugía reconstructiva pélvica","Wenzel Dumay, Carlos","Revista chilena de obstetricia y ginecología; 81(3); 165-167","Revista chilena de obstetricia y ginecología","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262016000300001&lang=pt" 
"S1516-635X2016000200299-scl","Effect of Genetic Strain and Sex on Water Absorption and Water-To-Protein Ratio in Chicken Meat","Ferrari, MJGS, Mariussi, AC, Zucatto, DAA, Sereno, MJ, Garcez-Neto, AF, Bersot, LS","Revista Brasileira de Ciência Avícola; 18(2); 299-302","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200299&lang=pt" 
"S1516-635X2016000200239-scl","Effects of Supplementation of Ionized or Chelated Water-Soluble Mineral Mixture on the Live Performance, Nutrient Digestibility, Blood Profile, Egg Quality, and Excreta Microbiota of Laying Hens","Upadhaya, SD, Lee, BR, Park, JW, Kim, IH","Revista Brasileira de Ciência Avícola; 18(2); 239-246","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200239&lang=pt" 
"S0034-737X2016000300277-scl","Cultivo in vitro da bananeira Prata Anã clone Gorutuba, em meio líquido, agitado e estacionário","Costa, Annanda Mendes, Faria, Renata Aparecida Neres, Londe, Luciana Nogueira, Ribeiro, Emerson Brito, Damascena, Nayara de Souza","Revista Ceres; 63(3); 277-284","Revista Ceres","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000300277&lang=pt" 
"S0034-737X2016000300348-scl","Crescimento de mudas de Eucalyptus camaldulensis em substratos à base de casca de arroz carbonizada","Kratz, Dagma, Wendling, Ivar","Revista Ceres; 63(3); 348-354","Revista Ceres","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000300348&lang=pt" 
"S0034-737X2016000300334-scl","Cobertura plástica e densidade de plantio na qualidade das frutas de Physalis peruviana L.","Moura, Pedro Henrique Abreu, Pio, Rafael, Curi, Paula Nogueira, Rodrigues, Luiz Carlos de Almeida, Bianchini, Flávio Gabriel, Bisi, Rayane Barcelos","Revista Ceres; 63(3); 334-339","Revista Ceres","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000300334&lang=pt" 
"S0034-737X2016000300285-scl","Características físicas e químicas de cirigueleiras cultivadas na Zona da Mata Norte de Pernambuco","Silva, Quésia Jemima da, Figueiredo, Flávia Jamille de, Lima, Vera Lúcia Arroxelas Galvão de","Revista Ceres; 63(3); 285-290","Revista Ceres","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000300285&lang=pt" 
"S0034-737X2016000300403-scl","Genotypic variation of agronomic traits as well as concentrations of Fe, Zn, P and phytate in soybean cultivars","Oliveira, Nilma Portela, Faquin, Valdemar, Costa, Alisson Lucrécio da, Livramento, Kalynka Gabriella do, Pinho, Paulo Jorge de, Guilherme, Luiz Roberto Guimarães","Revista Ceres; 63(3); 403-411","Revista Ceres","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000300403&lang=pt" 
"S0034-737X2016000300361-scl","Nutrient accumulation, export and cycling in Jatropha curcas L .","Kurihara, Carlos Hissao, Kikuti, Hamilton, Binotti, Flávio Ferreira da Silva, Silva, Cesar José da","Revista Ceres; 63(3); 361-370","Revista Ceres","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000300361&lang=pt" 
"S0034-737X2016000300315-scl","Economic analysis of rice and common bean production in succession to green manure crops and mecahnical soil decompression in Brazilian Savannah","Nascimento, Vagner do, Arf, Orivaldo, Tarsitano, Maria Aparecida Anselmo, Garcia, Nayara Fernanda Siviero, Penteado, Mariele de Souza, Sabundjian, Michelle Traete","Revista Ceres; 63(3); 315-322","Revista Ceres","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000300315&lang=pt" 
"S0034-737X2016000300291-scl","Influence of the type of packaging on textural properties of minimally processed yellow Peruvian roots","Fernandes, Lara Santana, Corrêa, Paulo Cesar, Junqueira, Mateus da Silva, Finger, Fernando Luiz, Cecon, Paulo Roberto","Revista Ceres; 63(3); 291-296","Revista Ceres","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000300291&lang=pt" 
"S1516-635X2016000200303-scl","Infectious Bursal Disease: Pathogenicity and Immunogenicity of Vaccines","Camilotti, E, Moraes, LB, Furian, TQ, Borges, KA, Moraes, HLS, Salle, CTP","Revista Brasileira de Ciência Avícola; 18(2); 303-308","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200303&lang=pt" 
"S1516-635X2016000200343-scl","Effect of Thermal Embryonic Manipulation on the Quality of Male and Female Broiler Meat Submitted to Thermal Stress Pre-Slaughter","Fernandes, JIM, Santos, TC, Kaneko, IN, Horn, D, Leyter, JR, Pasa, CLB","Revista Brasileira de Ciência Avícola; 18(2); 343-350","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200343&lang=pt" 
"S1516-635X2016000200247-scl","Incidence of Pododermatitis in Broiler Reared under Two Types of Environment","Jacob, FG, Baracho, MS, Nääs, IA, Salgado, DA, Souza, R","Revista Brasileira de Ciência Avícola; 18(2); 247-254","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200247&lang=pt" 
"S1516-635X2016000200269-scl","Influence of Sex on the Physical-chemical Characteristics of Abdominal Chicken Fat","Marx, SD, Soares, JM, Prestes, RC, Schnitzler, E, Oliveira, CS, Demiate, IM, Backes, GT, Steffens, J","Revista Brasileira de Ciência Avícola; 18(2); 269-276","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200269&lang=pt" 
"S1516-635X2016000200309-scl","Structural Differences of the Harderian Gland between Common Pheasants (Phasianus Colchicus Talischensis) and Hybrids of Italian Amber and Common Pheasants","Klećkowska-Nawrot, J, Goździewska-Harłajczuk, K, Kowalczyk, A, Łukaszewicz, E, Nowaczyk, R","Revista Brasileira de Ciência Avícola; 18(2); 309-318","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200309&lang=pt" 
"S1516-635X2016000200231-scl","Requirement of Digestible Sulfur Amino Acids in Laying Hens Fed Sorghum- and Soybean Meal-Based Diets","Gomez, RS, Angeles, ML","Revista Brasileira de Ciência Avícola; 18(2); 231-238","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200231&lang=pt" 
"S1984-70332016000200132-scl","Genetic variation and gain in progenies of crambe","Lara-Fioreze, Ana Carolina da Costa, Pivetta, Laerte Gustavo, Zanotto, Maurício Dutra, Okita, Cristiane Harumi","Crop Breeding and Applied Biotechnology; 16(2); 132-140","Crop Breeding and Applied Biotechnology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332016000200132&lang=pt" 
"S1516-635X2016000200203-scl","Bioimpedance as a Non-Invasive Method to Evaluate Eggs and Poultry","Klein, DR, Vale, MM, Silva, LP, Santos, JPA, Branco, T, Fernandes, MO","Revista Brasileira de Ciência Avícola; 18(2); 203-208","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200203&lang=pt" 
"S1516-635X2016000200209-scl","Productive and Economic Performance of Broiler Chickens Subjected to Different Nutritional Plans","Martins, JMS, Carvalho, CMC, Litz, FH, Silveira, MM, Moraes, CA, Silva, MCA, Fagundes, NS, Fernandes, EA","Revista Brasileira de Ciência Avícola; 18(2); 209-216","Revista Brasileira de Ciência Avícola","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2016000200209&lang=pt" 
"S1984-70332016000200153-scl","Host status of progenies of yellow passion fruit to Meloidogyne incognita race 2","Nascimento, Roxana Stefane Mendes, Lopes, Everaldo Antônio, Santos, Carlos Eduardo Magalhães dos, Magalhães, Viviane Manuela Bernardes Silva, Cardoso, José Avelino","Crop Breeding and Applied Biotechnology; 16(2); 153-157","Crop Breeding and Applied Biotechnology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332016000200153&lang=pt" 
"S1984-70332016000200108-scl","Whisker-mediated transformation of peanut with chitinase gene enhances resistance to leaf spot disease","Hassan, Mahmood ul, Akram, Zahid, Ali, Shaukat, Ali, Ghulam Muhammad, Zafar, Yusuf, Shah, Zahid Hussain, Alghabari, Fahad","Crop Breeding and Applied Biotechnology; 16(2); 108-114","Crop Breeding and Applied Biotechnology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332016000200108&lang=pt" 
