"S0038-23532009000200010-sza","A review of soybean rust from a South African perspective","Jarvie, J. Antony","South African Journal of Science; 105(3-4); 103-108","South African Journal of Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532009000200010&lang=pt" 
"S0100-204X2009000400007-scl","Comparação de métodos de análise de adaptabilidade e estabilidade fenotípica em feijoeiro-comum","Pereira, Helton Santos, Melo, Leonardo Cunha, Del Peloso, Maria José, Faria, Luís Cláudio de, Costa, Joaquim Geraldo Cáprio da, Díaz, José Luís Cabrera, Rava, Carlos Augustín, Wendland, Adriane","Pesquisa Agropecuária Brasileira; 44(4); 374-383","Pesquisa Agropecuária Brasileira","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2009000400007&lang=pt" 
"S0100-06832009000200012-scl","Disponibilidade no solo, estado nutricional e recomendação de enxofre para o arroz irrigado","Carmona, Felipe de Campos, Conte, Osmar, Fraga, Thiago Isquierdo, Barros, Thiago, Pulver, Edward, Anghinoni, Ibanor","Revista Brasileira de Ciência do Solo; 33(2); 345-355","Revista Brasileira de Ciência do Solo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832009000200012&lang=pt" 
"S0100-06832009000200020-scl","Estoque e disponibilidade de nitrogênio no solo em experimento de longa duração","Weber, Mirla Andrade, Mielniczuk, João","Revista Brasileira de Ciência do Solo; 33(2); 429-437","Revista Brasileira de Ciência do Solo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832009000200020&lang=pt" 
"S0100-06832009000200022-scl","Perdas de solo e água em plantio de Acacia mangium wild e savana em Roraima, norte da Amazônia","Barros, Luciana da Silva, Vale Jr., José Frutuoso do, Schaefer, Carlos Ernesto G.R., Mourão Júnior, Moisés","Revista Brasileira de Ciência do Solo; 33(2); 447-454","Revista Brasileira de Ciência do Solo","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832009000200022&lang=pt" 
"S1699-65852009000100004-esp","Aplicación clínica de la matriz dérmica acelular para prevenir recesiones gingivales","Ardila Medina, C.M.","Avances en Periodoncia e Implantología Oral; 21(1); 27-34","Avances en Periodoncia e Implantología Oral","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1699-65852009000100004&lang=pt" 
"S0212-16112009000200004-esp","Modelos de gestión en nutrición clínica: Puntos débiles y puntos fuertes","García de Lorenzo, A., Álvarez, J., Burgos, R., Cabrerizo, L., Farrer, K., García Almeida, J. M., García Luna, P. P., García Peris, P., Llano, J. del, Planas, M., Piñeiro, G.","Nutrición Hospitalaria; 24(2); 135-137","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200004&lang=pt" 
"S0212-16112009000200023-esp","Farmacología básica y clínica","Culebras, Jesús","Nutrición Hospitalaria; 24(2); 243-243","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200023&lang=pt" 
"S0213-12852009000200001-esp","","","Avances en Odontoestomatología; 25(2); 57-57","Avances en Odontoestomatología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852009000200001&lang=pt" 
"S0212-16112009000200021-esp","Visibilidad de la producción científica iberoamericana en nutrición: la importancia de las palabras clave","Tomás-Castera, V., Sanz-Valero, J., Wanden-Berghe, C., Culebras, J. M.","Nutrición Hospitalaria; 24(2); 239-240","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200021&lang=pt" 
"S0212-16112009000200012-esp","Impacto del acompañamiento familiar sobre la ingestión de alimentos y el estado depresivo en pacientes con cáncer cervicouterino hospitalizadas","Bejarano, M., Fuchs, V., Fernández, N., Amancio, O.","Nutrición Hospitalaria; 24(2); 182-186","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200012&lang=pt" 
"S0212-16112009000200001-esp","Nutrición Enteral Domiciliaria","Cuerda Compés, M.ª C.","Nutrición Hospitalaria; 24(2); 111-112","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200001&lang=pt" 
"S0066-782X2009000400015-scl","Correção biventricular em defeito do septo atrioventricular desbalanceado","Atik, Edmar, Marques, Patrícia O., Miranda, Rogério A., Guerra, Vitor C., Faria, Lucília Santana, Jatene, Marcelo","Arquivos Brasileiros de Cardiologia; 92(4); e46-e49","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2009000400015&lang=pt" 
"S0212-16112009000200006-esp","Life-style factors associated with overweight and obesity among Spanish adults","Rodríguez-Martín, A., Novalbos Ruiz, J. P., Martínez Nieto, J. M., Escobar Jiménez, L.","Nutrición Hospitalaria; 24(2); 144-151","Nutrición Hospitalaria","Inglês","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200006&lang=pt" 
"S0212-16112009000200018-esp","Evolución de la nutrición enteral domiciliaria en Madrid 2002-2007","Castaño Escudero, A., Pérez Gabarda, M.ª E.","Nutrición Hospitalaria; 24(2); 218-225","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200018&lang=pt" 
"S0213-12852009000200002-esp","Enfermedad de la mucosa oral: Penfigoide de las membranas mucosas","Discepoli, N., Bascones Martínez, A.","Avances en Odontoestomatología; 25(2); 59-66","Avances en Odontoestomatología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852009000200002&lang=pt" 
"S0212-16112009000200017-esp","Prevalencia y duración de la lactancia materna: Influencia sobre el peso y la morbilidad","Morán Rodríguez, M., Naveiro Rilo, J. C., Blanco Fernández, E., Cabañeros Arias, I., Rodríguez Fernández, M., Peral Casado, A.","Nutrición Hospitalaria; 24(2); 213-217","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200017&lang=pt" 
"S0212-16112009000200011-esp","Estudio piloto de un plan de mejora de la calidad con cribaje nutricional sistemático de pacientes ingresados en un hospital comarcal","Gimeno, M., Gimeno, J. A., Turón, J. M.ª, Campos, R.","Nutrición Hospitalaria; 24(2); 176-181","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200011&lang=pt" 
"S0212-16112009000200019-esp","Preliminary evidence of physical activity levels measured by accelerometer in Spanish adolescents: The AFINOS Study","Martínez-Gómez, D., Welk, G. J., Calle, M. E., Marcos, A., Veiga, O. L.","Nutrición Hospitalaria; 24(2); 226-232","Nutrición Hospitalaria","Inglês","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200019&lang=pt" 
"S0212-16112009000200010-esp","Riesgo cardiovascular y síndrome metabólico en el Estudio Área de Toledo","Martínez Sesmero, J. M., Bastida, S., Sánchez-Muniz, F. J.","Nutrición Hospitalaria; 24(2); 167-175","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200010&lang=pt" 
"S0212-16112009000200013-esp","Obesidad y resistencia a la insulina en adolescentes de Chiapas","Velasco-Martínez, R. M., Jiménez-Cruz, A., Higuera Domínguez, F., Domínguez de la Piedra, E., Bacardí-Gascón, M.","Nutrición Hospitalaria; 24(2); 187-192","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200013&lang=pt" 
"S0212-16112009000200016-esp","Birth weight variation according to maternal characteristics and gestational weight gain in Brazilian women","Carvalho Padilha, P. De, Accioly, E., Chagas, C., Portela, E., Da Silva, C. L., Saunders, C.","Nutrición Hospitalaria; 24(2); 207-212","Nutrición Hospitalaria","Inglês","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200016&lang=pt" 
"S0212-16112009000200005-esp","Balón intragástrico en el tratamiento de la obesidad","Mazure, R.-A., Breton, I., Cancer, E., Mellado, C., Abilés, V., Avilés, J., Escarti, M. A., Ginés, R., Álvarez, V., Paez, N., Velasco, C., Pavón, L., Miras, M., Martínez Olmo, M., Culebras, J. M.","Nutrición Hospitalaria; 24(2); 138-143","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200005&lang=pt" 
"S0212-16112009000200007-esp","Micronutrientes en nutrición parenteral","García de Lorenzo, A., Álvarez, J., Bermejo, T., Gomis, P., Piñeiro, G.","Nutrición Hospitalaria; 24(2); 152-155","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200007&lang=pt" 
"S0212-16112009000200008-esp","El índice de Karnofsky como predictor de mortalidad en pacientes con nutrición enteral domiciliaria","Puiggròs, C., Lecha, M., Rodríguez, T., Pérez-Portabella, C., Planas, M.","Nutrición Hospitalaria; 24(2); 156-160","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200008&lang=pt" 
"S0212-16112009000200009-esp","Tasa de desnutrición y respuesta al tratamiento nutricional específico en la enfermedad de Crohn","Costas Armada, P., García-Mayor, R. V., Larrañaga, A., Seguín, P., Pérez Méndez, L. F.","Nutrición Hospitalaria; 24(2); 161-166","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200009&lang=pt" 
"S0212-16112009000200015-esp","Calidad de la dieta de una población de jóvenes de Guadalajara","Fernández Morales, I., Aguilar Vilas, M.ª V., Mateos Vega, C. J., Martínez Para, M.ª C.","Nutrición Hospitalaria; 24(2); 200-206","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200015&lang=pt" 
"S0100-72032009000400010-scl","Avaliação do polimorfismo do gene da catecol-orto-metiltransferase (COMT) como fator relacionado ao desenvolvimento do leiomioma do útero","Oliveira, Emerson de","Revista Brasileira de Ginecologia e Obstetrícia; 31(4); 210-210","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000400010&lang=pt" 
"S0100-72032009000400011-scl","Influência da atividade física aeróbica sobre a pressão arterial e fluxo sanguíneo feto-placentário em gestantes hipertensas","Medeiros, Arthur de Almeida","Revista Brasileira de Ginecologia e Obstetrícia; 31(4); 211-211","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000400011&lang=pt" 
"S0100-72032009000400012-scl","Resposta imune local às lesões HPV induzidas do colo uterino em pacientes portadoras e não portadoras do vírus da imunodeficiência humana","Zimmermmann, Juliana Barroso","Revista Brasileira de Ginecologia e Obstetrícia; 31(4); 211-211","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000400012&lang=pt" 
"S0100-72032009000400009-scl","Novo equipamento para o treinamento da musculatura pélvica no tratamento da incontinência urinária feminina","Schmidt, Adriana Prato","Revista Brasileira de Ginecologia e Obstetrícia; 31(4); 210-210","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000400009&lang=pt" 
"S1982-56762009000200001-scl","Acceleration of the decomposition of Sicilian lemon leaves as an auxiliary measure in the control of citrus black spot","Bellotte, José A.M., Kupper, Kátia C., Rinaldo, Davi, Souza, Andressa de, Pereira, Fernanda D., Goes, Antonio de","Tropical Plant Pathology; 34(2); 71-76","Tropical Plant Pathology","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000200001&lang=pt" 
"S1982-56762009000200008-scl","Levantamento sorológico de vírus em espécies de cucurbitáceas na região do submédio São Francisco, Brasil","Silveira, Lindomar Maria da, Queiroz, Manoel A., Lima, José A.A., Nascimento, Aline K.Q., Lima Neto, Izaías S.","Tropical Plant Pathology; 34(2); 123-126","Tropical Plant Pathology","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000200008&lang=pt" 
"S1982-56762009000200006-scl","Abobrinha-de-moita: um novo hospedeiro de fitoplasma do grupo 16SrIII","Melo, Luciano A., Bedendo, Ivan P., Yuki, Valdir A.","Tropical Plant Pathology; 34(2); 114-117","Tropical Plant Pathology","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000200006&lang=pt" 
"S1982-56762009000200007-scl","Influência do estádio fenológico e da idade dos trifólios de soja na infecção de Phakopsora pachyrhizi","Furtado, Gleiber Quintão, Alves, Silvio A.M., Carneiro, Luciana C., Godoy, Claudia V., Massola Júnior, Nelson Sidnei","Tropical Plant Pathology; 34(2); 118-122","Tropical Plant Pathology","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000200007&lang=pt" 
"S1982-56762009000200005-scl","Confirmation of the occurrence of teliospores of Hemileia vastatrix in Brazil with observations on their mode of germination","Fernandes, Ronaldo de Castro, Evans, Harry Charles, Barreto, Robert W.","Tropical Plant Pathology; 34(2); 108-113","Tropical Plant Pathology","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000200005&lang=pt" 
"S0038-23532009000200002-sza","New to science and already disillusioned","Anderson, Bruce","South African Journal of Science; 105(3-4); 82-82","South African Journal of Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532009000200002&lang=pt" 
"S0038-23532009000200018-sza","Potential sites for suitable coelacanth habitat using bathymetric data from the western Indian Ocean","Green, A., Uken, R., Ramsay, P., Leuci, R., Perritt, S.","South African Journal of Science; 105(3-4); 151-154","South African Journal of Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532009000200018&lang=pt" 
"S0212-16112009000200003-esp","Use of nutritional supplements in sports: risks, knowledge, and behavioural-related factors","Molinero, O., Márquez, S.","Nutrición Hospitalaria; 24(2); 128-134","Nutrición Hospitalaria","Inglês","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200003&lang=pt" 
"S0212-16112009000200022-esp","Serum transferrin and serum prealbumin as markers of response to nutritional support in patients with esophageal cancer","Guerra, L. T., Rosa, A. R., Romani, R. F., Gurski, R. R., Schirmer, C. C., Kruel, C. D. P.","Nutrición Hospitalaria; 24(2); 241-242","Nutrición Hospitalaria","Inglês","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200022&lang=pt" 
"S0100-72032009000400001-scl","Panorama atual e perspectivas em relação ao diagnóstico precoce do câncer de ovário","Derchain, Sophie Françoise Mauricette, Duarte-Franco, Eliane, Sarian, Luis Otavio","Revista Brasileira de Ginecologia e Obstetrícia; 31(4); 159-163","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000400001&lang=pt" 
"S0100-72032009000400004-scl","Caracterização fenotípica de leveduras isoladas da mucosa vaginal em mulheres adultas","Corrêa, Paula dos Reis, David, Paulo Rodrigo dos Santos, Peres, Nathália Perpétua, Cunha, Keith Cássia da, Almeida, Margarete Teresa Gottardo de","Revista Brasileira de Ginecologia e Obstetrícia; 31(4); 177-181","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000400004&lang=pt" 
"S0100-72032009000400005-scl","Obesidade como fator de risco para a falha da cirurgia de Burch","Viecelli, Camila Finger, Santos, Débora Cristina Simão dos, Aguiar, Wolfgang Willian Schmidt, Martins-Costa, Sérgio Hofmaister, Corleta, Helena von Eye, Ramos, José Geraldo Lopes","Revista Brasileira de Ginecologia e Obstetrícia; 31(4); 182-188","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000400005&lang=pt" 
"S0100-72032009000400006-scl","Prevalência e caracterização de espécies de lactobacilos vaginais em mulheres em idade reprodutiva sem vulvovaginites","Brolazo, Eliane Melo, Simões, Jose Antonio, Nader, Maria Elena Fátima, Tomás, Maria Silvina Juárez, Gregoracci, Gustavo Bueno, Marconi, Camila","Revista Brasileira de Ginecologia e Obstetrícia; 31(4); 189-195","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000400006&lang=pt" 
"S0100-72032009000400008-scl","Indicadores de risco para o parto prematuro","Bittar, Roberto Eduardo, Zugaib, Marcelo","Revista Brasileira de Ginecologia e Obstetrícia; 31(4); 203-209","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000400008&lang=pt" 
"S0100-72032009000400007-scl","Qualidade de vida em mulheres na pós-menopausa, usuárias e não usuárias de terapia hormonal","Martins, Marcelo Antonio Domingos, Nahas, Eliana Aguiar Petri, Nahas-Neto, Jorge, Uemura, Gilberto, Buttros, Davi de Araújo Bitro, Traiman, Paulo","Revista Brasileira de Ginecologia e Obstetrícia; 31(4); 196-202","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000400007&lang=pt" 
"S0100-67622009000200004-scl","Hospedeiros e ciclos sucessivos de multiplicação afetam a detecção de fungos micorrízicos arbusculares em áreas impactadas por mineração gesseira","Mergulhão, Adália Cavalcanti do Espírito Santo, Figueiredo, Márcia do Vale Barreto, Burity, Hélio Almeida, Maia, Leonor Costa","Revista Árvore; 33(2); 227-236","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000200004&lang=pt" 
"S0100-67622009000200014-scl","Estrutura diamétrica da comunidade e das principais populações arbóreas de um remanescente de Floresta Atlântica Submontana (Silva Jardim-RJ, Brasil)","Carvalho, Fabrício Alvim, Nascimento, Marcelo Trindade","Revista Árvore; 33(2); 327-337","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000200014&lang=pt" 
"S0100-67622009000200019-scl","Determinantes dos novos contratos de fomento florestal na mesorregião do Vale do Rio Doce, Minas Gerais","Souza, Uemerson Rodrigues de, Silva, Fabiano Luiz da, Griffith, James Jackson, Lima, João Eustáquio de, Quintela, Mirelle Cristina Abreu, Costa, Ederson Cláudio Vieira","Revista Árvore; 33(2); 377-386","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000200019&lang=pt" 
"S1982-56762009000200003-scl","Indução de resistência em feijoeiro por filtrado de cultura de Pycnoporus sanguineus contra Pseudocercospora griseola","Viecelli, Clair Aparecida, Stangarlin, José Renato, Kuhn, Odair José, Schwan-Estrada, Kátia Regina Freitas","Tropical Plant Pathology; 34(2); 87-96","Tropical Plant Pathology","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000200003&lang=pt" 
"S1982-56762009000200004-scl","Modelagem do progresso temporal e do padrão espacial de lesões de ferrugem da folha em trigo","Pires, Paulo César, Fernandes, José Maurício Cunha, Nicolau, Marcio","Tropical Plant Pathology; 34(2); 97-107","Tropical Plant Pathology","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000200004&lang=pt" 
"S1982-56762009000200009-scl","Eficiência de tratamentos alternativos no controle de Pyricularia grisea em sementes de trigo","Silva, Cristina P., Nomura, Erika, Freitas, Edjane G., Brugnaro, Caetano, Urashima, Alfredo S.","Tropical Plant Pathology; 34(2); 127-131","Tropical Plant Pathology","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000200009&lang=pt" 
"S1699-65852009000100005-esp","Recesión gingival: una revisión de su etiología, patogénesis y tratamiento","Ardila Medina, C.M.","Avances en Periodoncia e Implantología Oral; 21(1); 35-43","Avances en Periodoncia e Implantología Oral","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1699-65852009000100005&lang=pt" 
"S0212-16112009000200014-esp","Valoración de la dieta de escolares granadinos e influencia de factores sociales","Velasco, J., Mariscal-Arcas, M., Rivas, A., Caballero, M.ª L., Hernández-Elizondo, J., Olea-Serrano, F.","Nutrición Hospitalaria; 24(2); 193-199","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200014&lang=pt" 
"S0212-16112009000200002-esp","N-3 fatty acids in glucose metabolism and insulin sensitivity","Martín de Santa Olalla, L., Sánchez Muniz, F. J., Vaquero, M. P.","Nutrición Hospitalaria; 24(2); 113-127","Nutrición Hospitalaria","Inglês","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000200002&lang=pt" 
"S0213-12852009000200003-esp","Pénfigo: Una revisión de la literatura","Matos-Cruz, R., Bascones-Martínez, A.","Avances en Odontoestomatología; 25(2); 67-82","Avances en Odontoestomatología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852009000200003&lang=pt" 
"S0213-12852009000200004-esp","Leucoplasia oral: Conceptos actuales","Escribano-Bermejo, M., Bascones-Martínez, A.","Avances en Odontoestomatología; 25(2); 83-97","Avances en Odontoestomatología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852009000200004&lang=pt" 
"S0213-12852009000200005-esp","Liquen plano: Revisión de la literatura actual","Matesanz-Pérez, P., Bascones-Martínez, A.","Avances en Odontoestomatología; 25(2); 99-114","Avances en Odontoestomatología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852009000200005&lang=pt" 
"S0004-27302009000300016-scl","Errata","","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 53(3); 387-388","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302009000300016&lang=pt" 
"S0004-27302009000300015-scl","Fenofibrate-induced rhabdomyolysis in a patient with chronic kidney disease: an unusual presenting feature of hypothyroidism","Sousa, Alessandra Alves de, Kronit, Hans Stauber, Neves, Francisco de Assis Rocha, Amato, Angélica Amorim","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 53(3); 383-386","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302009000300015&lang=pt" 
"S0004-27302009000300009-scl","Condição periodontal de crianças e adolescentes com diabetes melito tipo 1","Xavier, Andréa Cristina Vilan, Silva, Ivani Novato, Costa, Fernando de Oliveira, Corrêa, Daniela Soares","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 53(3); 348-354","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302009000300009&lang=pt" 
"S0004-27302009000300001-scl","High-dose radioiodine outpatient therapy","Ward, Laura Sterian","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 53(3); 301-302","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302009000300001&lang=pt" 
