"S1659-13212016000100159-cri","Crecimiento del ganado caprino en una finca del Valle Central de Costa Rica","Chacón-Hernández, Pablo, Boschini-Figueroa, Carlos","Agronomía Mesoamericana; 27(1); 159-165","Agronomía Mesoamericana","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1659-13212016000100159&lang=pt" 
"S2007-15232016000100078-mex","La comida por la noche como factor inductor de obesidad","Escobar, Carolina, Ángeles-Castellanos, Manuel, Espitia Bautista, Estefanía Noemí, Marinus Buijs, Rudolf","Revista mexicana de trastornos alimentarios; 7(1); 78-83","Revista mexicana de trastornos alimentarios","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-15232016000100078&lang=pt" 
"S2007-15232016000100017-mex","Development of fotonovelas to raise awareness of eating disorders in Latinos in the United States","Reyes-Rodríguez, Mae Lynn, García, Marissa, Silva, Yormeri, Sala, Margarita, Quaranta, Michela, Bulik, Cynthia Marie","Revista mexicana de trastornos alimentarios; 7(1); 17-23","Revista mexicana de trastornos alimentarios","Inglês","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-15232016000100017&lang=pt" 
"S2007-15232016000100032-mex","Adherencia al tratamiento nutricional: intervención basada en entrevista motivacional y terapia breve centrada en soluciones","Candelaria Martínez, Maribel, García Cedillo, Ismael, Estrada Aranda, Benito Daniel","Revista mexicana de trastornos alimentarios; 7(1); 32-39","Revista mexicana de trastornos alimentarios","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-15232016000100032&lang=pt" 
"S2007-15232016000100056-mex","Influencia de la percepción de la crianza sobre la actitud hacia el cambio en los trastornos de la conducta alimentaria","Beato Fernández, Luis, Ramírez Espadas, Cyntia, O&#039;Ferrall González, Cristina, Rodríguez Cano, Teresa","Revista mexicana de trastornos alimentarios; 7(1); 56-63","Revista mexicana de trastornos alimentarios","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-15232016000100056&lang=pt" 
"S2007-15232016000100064-mex","Hacia un cuerpo funcional: un abordaje novedoso a las alteraciones de la imagen corporal en los trastornos de la conducta alimentaria","Gempeler, Juanita, Rodríguez, Maritza, Patiño, Camila, Rogelis, Adriana, Erazo, Carolina, Pérez, Verónica","Revista mexicana de trastornos alimentarios; 7(1); 64-70","Revista mexicana de trastornos alimentarios","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-15232016000100064&lang=pt" 
"S2007-15232016000100071-mex","Relación entre alexitimia e insatisfacción corporal en mujeres mexicanas con distintos trastornos alimentarios","Díaz-Castillo, Ricardo, Aizpuru de la Portilla, Araceli","Revista mexicana de trastornos alimentarios; 7(1); 71-77","Revista mexicana de trastornos alimentarios","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-15232016000100071&lang=pt" 
"S2007-15232016000100024-mex","Insatisfacción corporal, autoestima y depresión en niñas con obesidad","Contreras-Valdez, José Alfredo, Hernández-Guzmán, Laura, Freyre, Miguel-Ángel","Revista mexicana de trastornos alimentarios; 7(1); 24-31","Revista mexicana de trastornos alimentarios","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-15232016000100024&lang=pt" 
"S2007-15232016000100009-mex","Análisis bibliométrico de la producción científica de la Revista Mexicana de Trastornos Alimentarios en el periodo 2010-2014","Franco-Paredes, Karina, Díaz-Reséndiz, Felipe de Jesús, Pineda-Lozano, Jéssica Elizabeth, Hidalgo-Rasmussen, Carlos Alejandro","Revista mexicana de trastornos alimentarios; 7(1); 9-16","Revista mexicana de trastornos alimentarios","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-15232016000100009&lang=pt" 
"S2007-15232016000100001-mex","Insatisfacción corporal, conductas de riesgo para trastornos de la conducta alimentaria en universitarios","Berengüí, Rosendo, Castejón, M. Ángeles, Torregrosa, M. Soledad","Revista mexicana de trastornos alimentarios; 7(1); 1-8","Revista mexicana de trastornos alimentarios","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-15232016000100001&lang=pt" 
"S2007-15232016000100046-mex","Efecto del número de interrupciones en el patrón de conducta sedentaria sobre el gasto energético","Aguilera Cervantes, Virginia Gabriela, López-Espinoza, Antonio, Martínez Moreno, Alma Gabriela, Llanes Cañedo, Claudia, Valdés Miramontes, Elia Herminia, Ezzahra Housni, Fatima, Bracamontes del Toro, Humberto, Ruelas Castillo, Maria Guadalupe, Reyes-Castillo, Zyanya","Revista mexicana de trastornos alimentarios; 7(1); 46-55","Revista mexicana de trastornos alimentarios","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-15232016000100046&lang=pt" 
"S1688-93042016000100004-ury","La reproducibilidad de situaciones de aprendizaje en un taller de reflexión docente","Montoya, María Soledad, Lezama, Francisco","Cuadernos de Investigación Educativa; 7(1); 41-54","Cuadernos de Investigación Educativa","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-93042016000100004&lang=pt" 
"S1688-93042016000100005-ury","Desempeño docente en la enseñanza universitaria: análisis de las opiniones estudiantiles","Loureiro, Silvia, Míguez, Marina, Otegui, Ximena","Cuadernos de Investigación Educativa; 7(1); 55-67","Cuadernos de Investigación Educativa","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-93042016000100005&lang=pt" 
"S2301-06652016000100009-ury","La experiencia europea del Consejo de la Magistratura como órgano de gobierno del Poder Judicial","Rebollar, Yuridia, Rosales, Carlos Manuel","Revista de la Facultad de Derecho; (40); 209-244","Revista de la Facultad de Derecho","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S2301-06652016000100009&lang=pt" 
"S2301-06652016000100003-ury","Ética, política y teoría en cuestiones fiscales","Blanco, Andrés","Revista de la Facultad de Derecho; (40); 51-75","Revista de la Facultad de Derecho","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S2301-06652016000100003&lang=pt" 
"S2301-06652016000100010-ury","Desarrollo de la justicia restaurativa en el ámbito de la violencia doméstica","Sáenz López, Karla Annett Cynthia, González Lozano, Deniss Karina","Revista de la Facultad de Derecho; (40); 245-260","Revista de la Facultad de Derecho","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S2301-06652016000100010&lang=pt" 
"S2301-06652016000100008-ury","La idea de una autoridad democrática","Marquisio Aguirre, Ricardo","Revista de la Facultad de Derecho; (40); 177-207","Revista de la Facultad de Derecho","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S2301-06652016000100008&lang=pt" 
"S1688-93042016000100006-ury","TIC y formación inicial de maestros: oportunidades y problemas desde la perspectiva de estudiantes","Martínez, Rosana, Leite, Carlinda, Monteiro, Angélica","Cuadernos de Investigación Educativa; 7(1); 69-92","Cuadernos de Investigación Educativa","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-93042016000100006&lang=pt" 
"S2301-06652016000100001-ury","","","Revista de la Facultad de Derecho; (40); 7-9","Revista de la Facultad de Derecho","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S2301-06652016000100001&lang=pt" 
"S1688-93042016000100001-ury","","Vaillant, Denise","Cuadernos de Investigación Educativa; 7(1); 11-12","Cuadernos de Investigación Educativa","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-93042016000100001&lang=pt" 
"S1688-93042016000100002-ury","Relaciones entre el conocimiento conceptual y el procedimental en el aprendizaje de las fracciones","Stelzer, Florencia, Andrés, María Laura, Canet-Juric, Lorena, Introzzi, Isabel, Urquijo, Sebastián","Cuadernos de Investigación Educativa; 7(1); 13-27","Cuadernos de Investigación Educativa","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-93042016000100002&lang=pt" 
"S1688-93042016000100003-ury","Una caracterización inicial para el logro académico de estudiantes de primer año universitario: a preliminary picture","Carreño, Beatriz, Micin, Sonia, Urzua, Sergio","Cuadernos de Investigación Educativa; 7(1); 29-39","Cuadernos de Investigación Educativa","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-93042016000100003&lang=pt" 
"S2301-06652016000100006-ury","Violencia basada en el género y el rol del Poder Judicial","Hasanbegovic, Claudia","Revista de la Facultad de Derecho; (40); 119-158","Revista de la Facultad de Derecho","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S2301-06652016000100006&lang=pt" 
"S0103-21002016000300003-scl","A complexidade do cuidado em oncologia: desafios atuais e futuros","Domenico, Edvane Birelo Lopes De","Acta Paulista de Enfermagem; 29(3); 3-5","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000300003&lang=pt" 
"S0103-21002016000300332-scl","Índice de Responsividade da Estratégia Saúde da Família da Zona Urbana","Shimizu, Helena Eri, Dutra, Evelyn de Britto, Trindade, Josélia de Souza, Mesquita, Monique Santos de, Ramos, Maíra Catharina","Acta Paulista de Enfermagem; 29(3); 332-339","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000300332&lang=pt" 
"S2007-78582016000100023-mex","La migración interna en estudiantes universitarios. ¿Un riesgo para el consumo de drogas?","Salas-García, Betzaida, De-San-Jorge-Cárdenas, Xóchitl, Beverido-Sustaeta, Paulina, Carmona-Avendaño, Yuliana","CienciaUAT; 10(2); 23-32","CienciaUAT","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-78582016000100023&lang=pt" 
"S0103-21002016000300291-scl","Termo de consentimento informado: entendimento do paciente cirúrgico","Melendo, Márcio Pereira, Viegas, Karin, Souza, Emiliane Nogueira de, Caregnato, Rita Catalina Aquino","Acta Paulista de Enfermagem; 29(3); 291-297","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000300291&lang=pt" 
"S0103-21002016000300298-scl","Qualidade de vida, conhecimento e atitude após programa educativo para Diabetes","Brito, Gabriela Menezes Gonçalves de, Gois, Cristiane Franca Lisboa, Zanetti, Maria Lúcia, Resende, Gabryella Garibalde Santana, Silva, José Rodrigo Santos","Acta Paulista de Enfermagem; 29(3); 298-306","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000300298&lang=pt" 
"S0103-21002016000300245-scl","Qualidade de vida relacionada à saúde de pessoas após acidente vascular cerebral","Canuto, Mary Ângela de Oliveira, Nogueira, Lídya Tolstenko, Araújo, Telma Maria Evangelista de","Acta Paulista de Enfermagem; 29(3); 245-252","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000300245&lang=pt" 
"S0103-21002016000300325-scl","Fatores associados ao uso nocivo do tabaco durante a gestação","Lucchese, Roselma, Paranhos, David Lemos, Netto, Natália Santana, Vera, Ivânia, Silva, Graciele Cristina","Acta Paulista de Enfermagem; 29(3); 325-331","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000300325&lang=pt" 
"S0103-21002016000300282-scl","Mortalidade infantil: tendência temporal e contribuição da vigilância do óbito","Oliveira, Conceição Maria de, Bonfim, Cristine Vieira do, Guimarães, Maria José Bezerra, Frias, Paulo Germano, Medeiros, Zulma Maria","Acta Paulista de Enfermagem; 29(3); 282-290","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000300282&lang=pt" 
"S2007-78582016000100033-mex","Estudio del sistema de producción de café (Coffea arabica L.) en la región Frailesca, Chiapas","Medina-Meléndez, José Alfredo, Ruiz-Nájera, Ramiro Eleazar, Gómez-Castañeda, Julio César, Sánchez-Yáñez, Juan Manuel, Gómez-Alfaro, Gabriela, Pinto-Molina, Omar","CienciaUAT; 10(2); 33-43","CienciaUAT","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-78582016000100033&lang=pt" 
"S2007-78582016000100044-mex","Efecto de la sustitución de grasa de fritura por aceite vegetal y concentración energética en dietas para la producción de pollos de engorde","Orduña-Hernández, Héctor Manuel, Salinas-Chavira, Jaime, Montaño-Gómez, Martin Francisco, Infante-Rodríguez, Fidel, Manríquez-Núñez, Olga Maritza, Vázquez-Sauceda, María de la Luz, Yado-Puente, Rolando","CienciaUAT; 10(2); 44-51","CienciaUAT","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-78582016000100044&lang=pt" 
"S0103-21002016000300340-scl","Subconjunto terminológico CIPE® para pacientes em cuidados paliativos com feridas tumorais malignas","Castro, Maria Cristina Freitas de, Fuly, Patrícia dos Santos Claro, Garcia, Telma Ribeiro, Santos, Mauro Leonardo Salvador Caldeira dos","Acta Paulista de Enfermagem; 29(3); 340-346","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000300340&lang=pt" 
"S0103-21002016000300347-scl","Adaptação transcultural do Caring Ability Inventory para a língua portuguesa","Rosanelli, Cleci Lourdes Schmidt Piovesan, Silva, Lúcia Marta Giunta da, Gutiérrez, Maria Gaby de Rivero","Acta Paulista de Enfermagem; 29(3); 347-354","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000300347&lang=pt" 
"S2007-78582016000100063-mex","Influencia del origen del inóculo sobre la producción de biohidrógeno","Vera-Toledo, Pedro, Moreno-Andrade, Iván, García-Lara, Carlos M.","CienciaUAT; 10(2); 63-71","CienciaUAT","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-78582016000100063&lang=pt" 
"S0103-21002016000300253-scl","Validação da versão brasileira do questionário Quality of Recovery - 40 Items","Eduardo, Aline Helena Appoloni, Santos, Claudia Benedita dos, Carvalho, Ana Maria Pimenta, Carvalho, Emilia Campos de","Acta Paulista de Enfermagem; 29(3); 253-259","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000300253&lang=pt" 
"S0103-21002016000300274-scl","Processos organizacionais na Estratégia Saúde da Família: uma análise pelos enfermeiros","Arantes, Luciano José, Shimizu, Helena Eri, Merchán-Hamann, Edgar","Acta Paulista de Enfermagem; 29(3); 274-281","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000300274&lang=pt" 
"S0103-21002016000300267-scl","Complicações em pacientes após substituição valvar aórtica percutânea","Bastos, Alessandra Soler, Beccaria, Lúcia Marinilza, Barbosa, Taís Pagliuco, Werneck, Alexandre Lins, Silva, Edna Valéria da","Acta Paulista de Enfermagem; 29(3); 267-273","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000300267&lang=pt" 
"S2007-78582016000100052-mex","Modelación matemática de las cinéticas de hidratación a diferentes temperaturas de cuatro variedades de frijol (Phaseolus vulgaris L) producidas en México","Ulloa, José Armando, Rosas-Ulloa, Petra, Ramírez-Ramírez, José Carmen, Ulloa-Rangel, Blanca Estela","CienciaUAT; 10(2); 52-62","CienciaUAT","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-78582016000100052&lang=pt" 
"S2007-78582016000100072-mex","Importancia de la interacción genotipo x ambiente en rasgos de producción en ganado lechero","Hernández-Hernández, Nicacia, Martínez-González, Juan Carlos, Parra-Bracamonte, Gaspar Manuel, Cienfuegos-Rivas, Eugenia Guadalupe","CienciaUAT; 10(2); 72-78","CienciaUAT","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-78582016000100072&lang=pt" 
"S0103-21002016000300355-scl","Avaliação da oportunidade de notificação da dengue no Estado do Paraná","Goto, Dora Yoko Nozaki, Larocca, Liliana Müller, Felix, Jorge Vinícius Cestari, Kobayashi, Vera Lúcia, Chaves, Maria Marta Nolasco","Acta Paulista de Enfermagem; 29(3); 355-362","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000300355&lang=pt" 
"S0103-21002016000300316-scl","Sustentabilidade ambiental nos processos de medicação realizados na assistência de enfermagem hospitalar","Furukawa, Patricia de Oliveira, Cunha, Isabel Cristina Kowal Olm, Pedreira, Mavilde da Luz Gonçalves, Marck, Patricia Beryl","Acta Paulista de Enfermagem; 29(3); 316-324","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000300316&lang=pt" 
"S0103-21002016000300307-scl","Fatores associados ao descontrole da pressão arterial em homens","Portela, Pollyana Pereira, Mussi, Fernanda Carneiro, Gama, Glicia Gleide Gonçalves, Santos, Carlos Antônio de Souza Teles","Acta Paulista de Enfermagem; 29(3); 307-315","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000300307&lang=pt" 
"S2007-78582016000100013-mex","La vinculación universidad-empresa y sus canales de interacción desde la perspectiva de la academia, de la empresa y de las políticas públicas","Sarabia-Altamirano, Gabriela","CienciaUAT; 10(2); 13-22","CienciaUAT","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-78582016000100013&lang=pt" 
"S2007-78582016000100006-mex","Ichneumonidae (Hymenoptera: Ichneumonoidea) de Escárcega, Campeche, México: nuevos registros de especies","García-Ramírez, María de Jesús, Ruíz-Cancino, Enrique, Coronado-Blanco, Juana María, Khalaim, Andrey Ivanovich","CienciaUAT; 10(2); 6-12","CienciaUAT","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-78582016000100006&lang=pt" 
"S0103-21002016000300260-scl","Fatores relacionados à flebite em idosos com infusão intravenosa de amiodarona","Buzatto, Leandro Loureiro, Massa, Gabriella Pinna, Peterlini, Maria Angelica Sorgini, Whitaker, Iveth Yamaguchi","Acta Paulista de Enfermagem; 29(3); 260-266","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000300260&lang=pt" 
"S0104-44782016000200013-scl","Programa Fome Zero e o paradigma da segurança alimentar: ascensão e queda de uma coalizão?","Tomazini, Carla Guerra, Leite, Cristiane Kerches da Silva","Revista de Sociologia e Política; 24(58); 13-30","Revista de Sociologia e Política","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782016000200013&lang=pt" 
"S0034-98872016000600012-chl","Contractilidad ventricular: Fisiología y proyección clínica","Domenech, Raúl J, Parra, Víctor M","Revista médica de Chile; 144(6); 767-771","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000600012&lang=pt" 
"S1983-40632016000200215-scl","Collection season and auxin treatment in the propagation by cuttings of mandarin hybrids","Sarmiento, Andrés Iván Prato, Souza, Paulo Vitor Dutra de, Schwarz, Sergio Francisco","Pesquisa Agropecuária Tropical; 46(2); 215-221","Pesquisa Agropecuária Tropical","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-40632016000200215&lang=pt" 
"S0100-55022016000200189-scl","Ressignificando Promoção de Saúde em Grupos para Profissionais da Saúde","Santos, Siegrid Kurzawa Zwiener dos, Da Ros, Marco Aurélio","Revista Brasileira de Educação Médica; 40(2); 189-196","Revista Brasileira de Educação Médica","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022016000200189&lang=pt" 
"S0100-55022016000200226-scl","Medicina como Nova Graduação: Motivações, Dificuldades e Expectativas","Corrêa, Ricardo Dias, Gonçalves, Rafaela Cristina Brito, Oliveira, Letícia Santos de, Silva, Vinícius Coelho Machado, Ribeiro, Maria Mônica Freitas","Revista Brasileira de Educação Médica; 40(2); 226-233","Revista Brasileira de Educação Médica","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022016000200226&lang=pt" 
"S1983-40632016000200183-scl","Vertical volumetric distribution of an axial fan sprayer on the Brevipalpus phoenicis control","Souza Júnior, José Márcio de, Ruas, Renato Adriane Alves, Godinho Júnior, João de Deus, Carvalho Filho, Alberto, Faria, Vinícius Ribeiro","Pesquisa Agropecuária Tropical; 46(2); 183-190","Pesquisa Agropecuária Tropical","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-40632016000200183&lang=pt" 
"S1678-53202016000100135-scl","Fora do Mapa, o Mapa - performance na América Latina em dez anotações","Agra, Lucio","ARS (São Paulo); 14(27); 135-148","ARS (São Paulo)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-53202016000100135&lang=pt" 
"S0100-55022016000200261-scl","Análise da Intersetorialidade no Programa Saúde na Escola","Farias, Isabelle Carolline Veríssimo de, Franco de Sá, Ronice Maria Pereira, Figueiredo, Nilcema, Menezes Filho, Abel","Revista Brasileira de Educação Médica; 40(2); 261-267","Revista Brasileira de Educação Médica","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022016000200261&lang=pt" 
"S1983-40632016000200140-scl","Sugarcane leaf area estimate obtained from the corrected Normalized Difference Vegetation Index (NDVI)","Pereira, Rodrigo Moura, Casaroli, Derblai, Vellame, Lucas Melo, Alves Júnior, José, Evangelista, Adão Wagner Pêgo","Pesquisa Agropecuária Tropical; 46(2); 140-148","Pesquisa Agropecuária Tropical","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-40632016000200140&lang=pt" 
"S0100-55022016000200254-scl","Análise Comparativa da Familiaridade e Uso das TIC por Alunos de Odontologia","Lopes, Roanny Torres, Pereira, Andresa Costa, Silva, Marco Antônio Dias da","Revista Brasileira de Educação Médica; 40(2); 254-260","Revista Brasileira de Educação Médica","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022016000200254&lang=pt" 
