"S0185-30822008000100002-mex","Odiseo y el divino porquero: un entretenimiento retórico de Homero (Odisea, XIV)","Tapia Zúñiga, Pedro C.","Acta poética; 29(1); 17-48","Acta poética","Espanhol","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-30822008000100002&lang=pt" 
"S0256-95742008000500018-sza","Survival after massive intentional overdose of paraquat","Lalloo, Umesh G, Ambaram, Anish","SAMJ: South African Medical Journal; 98(5); 370-372","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500018&lang=pt" 
"S0256-95742008000500019-sza","Coronary spasm and thrombosis in a bodybuilder using a nutritional supplement containing synephrine, octopamine, tyramine and caffeine","Smedema, J P, Müller, G J","SAMJ: South African Medical Journal; 98(5); 372-373","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500019&lang=pt" 
"S0256-95742008000500016-sza","J M L Klopper","Andrew, W K","SAMJ: South African Medical Journal; 98(5); 367-367","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500016&lang=pt" 
"S0256-95742008000500015-sza","An alcoholic&#039;s series of unfortunate events","Misser, S K, Thomson, S R","SAMJ: South African Medical Journal; 98(5); 364-366","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500015&lang=pt" 
"S0256-95742008000500012-sza","When Best Practice is Bad Medicine: A new approach to rationing tertiary health services in South Africa","Kenyon, Chris, Ford, Nathan, Boulle, Andrew","SAMJ: South African Medical Journal; 98(5); 350-356","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500012&lang=pt" 
"S0256-95742008000500013-sza","Improving injection safety","Mulumba, Rose, Mogale, Sibongile Nontuthuzelo","SAMJ: South African Medical Journal; 98(5); 356-358","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500013&lang=pt" 
"S0256-95742008000500010-sza","Probe into alleged treatment refusal","Bateman, Chris","SAMJ: South African Medical Journal; 98(5); 342-342","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500010&lang=pt" 
"S0256-95742008000500017-sza","NICE rationing of specialised health care services for South Africa?","Taylor, Bettina","SAMJ: South African Medical Journal; 98(5); 368-369","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500017&lang=pt" 
"S0256-95742008000500014-sza","Spinal tuberculosis: Diagnostic biopsy is mandatory","Dunn, Robert, Zondagh, Ian","SAMJ: South African Medical Journal; 98(5); 360-362","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500014&lang=pt" 
"S0256-95742008000500011-sza","No disasters yet, please - we&#039;re catching up","Bateman, Chris","SAMJ: South African Medical Journal; 98(5); 344-348","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500011&lang=pt" 
"S0256-95742008000500025-sza","Risky sexual behaviours of high-school pupils in an era of HIV and AIDS","Frank, S, Esterhuizen, T, Jinabhai, C C, Sullivan, K, Taylor, M","SAMJ: South African Medical Journal; 98(5); 394-398","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500025&lang=pt" 
"S0256-95742008000500024-sza","Multiple sclerosis in South Africa","Modi, Girish, Mochan, Andre, du Toit, Madelein, Stander, Ivan","SAMJ: South African Medical Journal; 98(5); 391-393","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500024&lang=pt" 
"S0256-95742008000500023-sza","A contrast-enhanced ultrasound study of benign and malignant breast tissue","Barnard, Serita, Cooke, Timothy, Angerson, Wilson, Leen, Edward","SAMJ: South African Medical Journal; 98(5); 386-391","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500023&lang=pt" 
"S0256-95742008000500022-sza","Association of tooth loss with hypertension","Ayo-Yusuf, Olalekan A, Ayo-Yusuf, Imade J","SAMJ: South African Medical Journal; 98(5); 381-385","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500022&lang=pt" 
"S0256-95742008000500021-sza","Determinants and treatment of hypertension in South Africans: The first Demographic and Health Survey","Steyn, Krisela, Bradshaw, Debbie, Norman, Rosana, Laubscher, Ria","SAMJ: South African Medical Journal; 98(5); 376-380","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500021&lang=pt" 
"S0256-95742008000500020-sza","Involving African traditional health practitioners in HIV/ AIDS interventions","Wreford, J, Esser, M","SAMJ: South African Medical Journal; 98(5); 374-374","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500020&lang=pt" 
"S0256-95742008000500005-sza","The season cometh ... yet again!","Lutchman, Dhamend","SAMJ: South African Medical Journal; 98(5); 331-331","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500005&lang=pt" 
"S0256-95742008000500004-sza","Suggestions for SAMJ editorial policies","van Bogaert, L-J Jean","SAMJ: South African Medical Journal; 98(5); 330-330","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500004&lang=pt" 
"S0256-95742008000500007-sza","End-of-life decisions","Ingle, Ronald","SAMJ: South African Medical Journal; 98(5); 332-332","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500007&lang=pt" 
"S0256-95742008000500001-sza","Task shifting or power shedding?","van Niekerk, J P de V","SAMJ: South African Medical Journal; 98(5); 327-327","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500001&lang=pt" 
"S0256-95742008000500003-sza","Humans - a threat to humanity","Zaaijman, J du Toit","SAMJ: South African Medical Journal; 98(5); 330-330","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500003&lang=pt" 
"S0256-95742008000500002-sza","Editor&#039;s Choice","van Niekerk, JP de V","SAMJ: South African Medical Journal; 98(5); 329-329","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000500002&lang=pt" 
"S0038-23612008000200005-sza","Surgical management of BCG vaccine-induced regional axillary lymphadenitis in HIV-infected children","Juzi, J. T., Sidler, D., Moore, S. W.","South African Journal of Surgery; 46(2); 52-55","South African Journal of Surgery","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612008000200005&lang=pt" 
"S0038-23612008000200004-sza","Surgical management of achalasia in Zaria, Northern Nigeria","Ahmed, A., Yusufu, L. M. D., Ukwenya, Y. A., Khalid, L., Garba, E. S.","South African Journal of Surgery; 46(2); 48-51","South African Journal of Surgery","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612008000200004&lang=pt" 
"S0038-23612008000200007-sza","Missile embolism - pulmonary vein to systemic bullet embolism: A case report and review of the literature","Ntlhe, Letlhogela M., Komati, Stephanus M., Fourie, Pieter A., Rossouw, Alewyn P.","South African Journal of Surgery; 46(2); 58-60","South African Journal of Surgery","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612008000200007&lang=pt" 
"S0038-23612008000200006-sza","Fistuloclysis - a valuable option for a difficult problem","Peer, S., Moodley, M. S., Cassimjee, H. M., Singh, B.","South African Journal of Surgery; 46(2); 56-57","South African Journal of Surgery","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612008000200006&lang=pt" 
"S0038-23612008000200001-sza","SAJS News","","South African Journal of Surgery; 46(2); 35-35","South African Journal of Surgery","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612008000200001&lang=pt" 
"S0038-23612008000200003-sza","Surgical research in sub-Saharan Africa: A role for TeleHealth?","MARS, Maurice","South African Journal of Surgery; 46(2); 42-47","South African Journal of Surgery","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612008000200003&lang=pt" 
"S0038-23612008000200002-sza","As I have seen it: Delivered at the ASSA-SAGES Conference, Sun City, 9 - 12 August 2007","Davies, M. R. Q.","South African Journal of Surgery; 46(2); 36-40","South African Journal of Surgery","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612008000200002&lang=pt" 
"S0038-23612008000200008-sza","Professor L. C. J. (Boet) van Rensburg","Warren, Brian","South African Journal of Surgery; 46(2); 64-64","South African Journal of Surgery","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612008000200008&lang=pt" 
"S2225-62532008000500003-sza","The development and implementation of industrial hydrometallurgical gallium and germanium recovery","Fayram, T.S., Anderson, C.G.","Journal of the Southern African Institute of Mining and Metallurgy; 108(5); 261-271","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532008000500003&lang=pt" 
"S2225-62532008000500005-sza","Geostatistical modelling of rock type domains with spatially varying proportions: Application to a porphyry copper deposit","Emery, X., Ortiz, J.M., Cáceres, A.M.","Journal of the Southern African Institute of Mining and Metallurgy; 108(5); 284-292","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532008000500005&lang=pt" 
"S2225-62532008000500004-sza","Local process investigations on composite electrodes: On the way to understanding design criteria for spray coated anodes in Zn electrowinning","Schmachtel, S., Pust, S.E., Toiminen, M., Wittstock, G., Kontturi, K., Forsén, O., Barker, M.H.","Journal of the Southern African Institute of Mining and Metallurgy; 108(5); 273-283","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532008000500004&lang=pt" 
"S2225-62532008000500002-sza","Development of a viable process for the recovery of zinc from oxide ores","de Wet, J.R., Singleton, J.D.","Journal of the Southern African Institute of Mining and Metallurgy; 108(5); 253-259","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532008000500002&lang=pt" 
"S2225-62532008000500001-sza","Outotec direct leaching application in China","Haakana, T., Saxén, B., Lehtinen, L., Takala, H., Lahtinen, M., Svens, K., Ruonala, M., Gongming, X.","Journal of the Southern African Institute of Mining and Metallurgy; 108(5); 245-251","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532008000500001&lang=pt" 
"S0102-311X2008000500006-scl","Prevalência da hemoglobina S no Estado do Paraná, Brasil, obtida pela triagem neonatal","Watanabe, Alexandra M., Pianovski, Mara Albonei D., Zanis Neto, José, Lichtvan, Leniza C. L., Chautard-Freire-Maia, Eleidi A., Domingos, Mouseline T., Wittig, Ehrenfried O.","Cadernos de Saúde Pública; 24(5); 993-1000","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008000500006&lang=pt" 
"S2225-62532008000500006-sza","Control of the grain size distribution of the raw material mixture in the production of iron sinter","Lwamba, E., Garbers-Craig, A.M.","Journal of the Southern African Institute of Mining and Metallurgy; 108(5); 293-300","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532008000500006&lang=pt" 
"S1020-49892008000500001-spa","Factores asociados con la hipertensión no tratada en los adultos mayores: resultados del estudio nacional sobre salud y envejecimiento en México, 2001","Melano-Carranza, Efrén, Lasses Ojeda, Luis Alberto, Ávila-Funes, José Alberto","Revista Panamericana de Salud Pública; 23(5); 295-302","Revista Panamericana de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000500001&lang=pt" 
"S1020-49892008000500003-spa","Tendência da mortalidade relacionada à paracoccidioidomicose, Estado de São Paulo, Brasil, 1985 a 2005: estudo usando causas múltiplas de morte","Santo, Augusto Hasiak","Revista Panamericana de Salud Pública; 23(5); 313-324","Revista Panamericana de Salud Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000500003&lang=pt" 
"S0102-311X2008000500032-scl","Comunicação e saúde","Sadala, Maria Lucia","Cadernos de Saúde Pública; 24(5); 1195-1197","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008000500032&lang=pt" 
"S0102-311X2008000500023-scl","Forum: equity in access to health care. Introduction","Travassos, Claudia","Cadernos de Saúde Pública; 24(5); 1159-1161","Cadernos de Saúde Pública","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008000500023&lang=pt" 
"S0102-311X2008000500001-scl","Dengue no Brasil: desafios para o seu controle","Medronho, Roberto de Andrade","Cadernos de Saúde Pública; 24(5); 948-949","Cadernos de Saúde Pública","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008000500001&lang=pt" 
"S0102-311X2008000500002-scl","A incorporação de novas tecnologias nos serviços de saúde: o desafio da análise dos fatores em jogo","Trindade, Evelinda","Cadernos de Saúde Pública; 24(5); 951-964","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008000500002&lang=pt" 
"S0102-311X2008000500008-scl","Associação entre carência social e causas de morte entre idosos residentes no Município de Recife, Pernambuco, Brasil","Silva, Vanessa de Lima, Leal, Márcia Carréra Campos, Marino, Jacira Guiro, Marques, Ana Paula de Oliveira","Cadernos de Saúde Pública; 24(5); 1013-1023","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008000500008&lang=pt" 
"S0102-311X2008000500017-scl","Utilização de serviços de reabilitação pelas crianças e adolescentes dependentes de tecnologia de um hospital materno-infantil no Rio de Janeiro, Brasil","Gavazza, Cláudia Zornoff, Fonseca, Vânia Matos, Silva, Kátia Silveira da, Cunha, Sueli Rezende","Cadernos de Saúde Pública; 24(5); 1103-1111","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008000500017&lang=pt" 
"S0102-311X2008000500028-scl","Alta prevalencia de la infección por el virus de hepatitis B en la comunidad indígena Japreira, Estado Zulia, Venezuela","Monsalve-Castillo, Francisca, Echevarría, José Manuel, Atencio, Ricardo, Suárez, Anais, Estévez, Jesús, Costa-León, Luciana, Montiel, Pilar, Molero, Tania, Zambrano, Mariana","Cadernos de Saúde Pública; 24(5); 1183-1186","Cadernos de Saúde Pública","Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008000500028&lang=pt" 
"S0102-311X2008000500024-scl","Equity in health care and institutional trust: a communitarian view","Mooney, Gavin, Houston, Shane","Cadernos de Saúde Pública; 24(5); 1162-1167","Cadernos de Saúde Pública","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008000500024&lang=pt" 
"S0102-311X2008000500022-scl","Adequacy of prenatal care as a major determinant of folic acid, iron, and vitamin intake during pregnancy","Lunet, Nuno, Rodrigues, Teresa, Correia, Sofia, Barros, Henrique","Cadernos de Saúde Pública; 24(5); 1151-1157","Cadernos de Saúde Pública","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008000500022&lang=pt" 
"S0102-311X2008000500031-scl","A saúde persecutória: os limites da responsabilidade","Caponi, Sandra","Cadernos de Saúde Pública; 24(5); 1194-1195","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008000500031&lang=pt" 
"S0102-311X2008000500026-scl","In and out: user fees and other unfortunate events during hospital admission and discharge","Castro, Arachu","Cadernos de Saúde Pública; 24(5); 1174-1178","Cadernos de Saúde Pública","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008000500026&lang=pt" 
"S0102-311X2008000500027-scl","Forum: equity in access to health care. Postscript","Almeida, Celia","Cadernos de Saúde Pública; 24(5); 1179-1181","Cadernos de Saúde Pública","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008000500027&lang=pt" 
"S0102-311X2008000500030-scl","","Souza, Joseane de","Cadernos de Saúde Pública; 24(5); 1192-1193","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008000500030&lang=pt" 
"S0102-311X2008000500029-scl","Associação entre circunferência abdominal e hipertensão arterial em mulheres: Estudo Pró-Saúde","Hasselmann, Maria Helena, Faerstein, Eduardo, Werneck, Guilherme L., Chor, Dóra, Lopes, Claudia S.","Cadernos de Saúde Pública; 24(5); 1187-1191","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008000500029&lang=pt" 
"S0102-311X2008000500032-spa","Comunicação e saúde","Sadala, Maria Lucia","Cadernos de Saúde Pública; 24(5); 1195-1197","Cadernos de Saúde Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008000500032&lang=pt" 
"S0102-311X2008000500031-spa","A saúde persecutória: os limites da responsabilidade","Caponi, Sandra","Cadernos de Saúde Pública; 24(5); 1194-1195","Cadernos de Saúde Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008000500031&lang=pt" 
"S0102-311X2008000500030-spa","","Souza, Joseane de","Cadernos de Saúde Pública; 24(5); 1192-1193","Cadernos de Saúde Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008000500030&lang=pt" 
"S0102-311X2008000500028-spa","Alta prevalencia de la infección por el virus de hepatitis B en la comunidad indígena Japreira, Estado Zulia, Venezuela","Monsalve-Castillo, Francisca, Echevarría, José Manuel, Atencio, Ricardo, Suárez, Anais, Estévez, Jesús, Costa-León, Luciana, Montiel, Pilar, Molero, Tania, Zambrano, Mariana","Cadernos de Saúde Pública; 24(5); 1183-1186","Cadernos de Saúde Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008000500028&lang=pt" 
"S0102-311X2008000500027-spa","Forum: equity in access to health care. Postscript","Almeida, Celia","Cadernos de Saúde Pública; 24(5); 1179-1181","Cadernos de Saúde Pública","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008000500027&lang=pt" 
"S0102-311X2008000500023-spa","Forum: equity in access to health care. Introduction","Travassos, Claudia","Cadernos de Saúde Pública; 24(5); 1159-1161","Cadernos de Saúde Pública","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008000500023&lang=pt" 
"S0102-311X2008000500012-spa","Fatores médicos e não-médicos associados às taxas de cesariana em um hospital universitário no Sul do Brasil","Freitas, Paulo Fontoura, Sakae, Thiago Mamôru, Jacomino, ; Maria Eduarda M. Lebarbechon Polli","Cadernos de Saúde Pública; 24(5); 1051-1061","Cadernos de Saúde Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008000500012&lang=pt" 
"S0102-311X2008000500001-spa","Dengue no Brasil: desafios para o seu controle","Medronho, Roberto de Andrade","Cadernos de Saúde Pública; 24(5); 948-949","Cadernos de Saúde Pública","Inglês, Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008000500001&lang=pt" 
"S0102-311X2008000500029-spa","Associação entre circunferência abdominal e hipertensão arterial em mulheres: Estudo Pró-Saúde","Hasselmann, Maria Helena, Faerstein, Eduardo, Werneck, Guilherme L., Chor, Dóra, Lopes, Claudia S.","Cadernos de Saúde Pública; 24(5); 1187-1191","Cadernos de Saúde Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008000500029&lang=pt" 
"S0102-311X2008000500026-spa","In and out: user fees and other unfortunate events during hospital admission and discharge","Castro, Arachu","Cadernos de Saúde Pública; 24(5); 1174-1178","Cadernos de Saúde Pública","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008000500026&lang=pt" 
"S0102-311X2008000500025-spa","Information, communication and equitable access to health care: a conceptual note","Thiede, Michael, McIntyre, Di","Cadernos de Saúde Pública; 24(5); 1168-1173","Cadernos de Saúde Pública","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008000500025&lang=pt" 
"S0102-311X2008000500024-spa","Equity in health care and institutional trust: a communitarian view","Mooney, Gavin, Houston, Shane","Cadernos de Saúde Pública; 24(5); 1162-1167","Cadernos de Saúde Pública","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008000500024&lang=pt" 
"S0102-311X2008000500022-spa","Adequacy of prenatal care as a major determinant of folic acid, iron, and vitamin intake during pregnancy","Lunet, Nuno, Rodrigues, Teresa, Correia, Sofia, Barros, Henrique","Cadernos de Saúde Pública; 24(5); 1151-1157","Cadernos de Saúde Pública","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008000500022&lang=pt" 
"S0102-311X2008000500021-spa","Aspectos climáticos em áreas de transmissão de hantavirose no Estado de São Paulo, Brasil","Donalisio, Maria Rita, Vasconcelos, Cíntia Honório, Pereira, Luiz Eloy, Ávila, Ana Maria H., Katz, Giselda","Cadernos de Saúde Pública; 24(5); 1141-1150","Cadernos de Saúde Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008000500021&lang=pt" 
"S0102-311X2008000500020-spa","Vacinação contra a hepatite B entre trabalhadores da atenção básica à saúde","Garcia, Leila Posenato, Facchini, Luiz Augusto","Cadernos de Saúde Pública; 24(5); 1130-1140","Cadernos de Saúde Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008000500020&lang=pt" 
"S0102-311X2008000500019-spa","Atendimentos de emergência por lesões decorrentes de causas externas: características das vítimas e local de ocorrência, Estado de São Paulo, Brasil, 2005","Gawryszewski, Vilma Pinheiro, Scarpelini, Sandro, Dib, Jorge Adalberto, Jorge, Maria Helena Prado de Mello, Pereira Junior, Gerson Alves, Morita, Mitsuyoshi","Cadernos de Saúde Pública; 24(5); 1121-1129","Cadernos de Saúde Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008000500019&lang=pt" 
