"S1699-65852011000200004-esp","Influencia de la aspirina sobre el sangrado al sondaje","Ardila Medina, C.M.","Avances en Periodoncia e Implantología Oral; 23(2); 109-112","Avances en Periodoncia e Implantología Oral","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1699-65852011000200004&lang=pt" 
"S0210-48062011000700001-esp","Guías EAU sobre incontinencia urinaria","Thüroff, J.W., Abrams, P., Andersson, K.-E., Artibani, W., Chapple, C.R., Drake, M.J., Hampel, C., Neisius, A., Schröder, A., Tubaro, A.","Actas Urológicas Españolas; 35(7); 373-388","Actas Urológicas Españolas","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062011000700001&lang=pt" 
"S0210-48062011000700002-esp","Causas, características y evolución a medio plazo de la retención aguda de orina en las mujeres remitidas a una Unidad de Urodinámica","García-Fadrique, G., Morales, G., Arlandis, S., Bonillo, M.A., Jiménez-Cruz, J.F.","Actas Urológicas Españolas; 35(7); 389-393","Actas Urológicas Españolas","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062011000700002&lang=pt" 
"S0210-48062011000700006-esp","Análisis de imagen asistido por ordenador en ecografía transrectal de próstata","Gómez-Ferrer, Á., Arlandis, S.","Actas Urológicas Españolas; 35(7); 404-413","Actas Urológicas Españolas","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062011000700006&lang=pt" 
"S0210-48062011000700008-esp","Cáncer de próstata: la revolución de los genes de fusión","Fernández-Serra, A., Rubio-Briones, J., García-Casado, Z., Solsona, E., López-Guerrero, J.A.","Actas Urológicas Españolas; 35(7); 420-428","Actas Urológicas Españolas","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062011000700008&lang=pt" 
"S0210-48062011000700010-esp","Prostatectomía simple (adenomectomía) por vía laparoscópica: experiencia en 59 pacientes consecutivos","Castillo, O.A., Bolufer, E., López-Fontana, G., Sánchez-Salas, R., Fonerón, A., Vidal-Mora, I., Degiovanni, D., Campos, R.","Actas Urológicas Españolas; 35(7); 434-437","Actas Urológicas Españolas","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062011000700010&lang=pt" 
"S1517-97022011000200003-scl","Produção e análise de vídeogravações em pesquisas qualitativas","Garcez, Andrea, Duarte, Rosalia, Eisenberg, Zena","Educação e Pesquisa; 37(2); 249-261","Educação e Pesquisa","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000200003&lang=pt" 
"S1517-97022011000200004-scl","Formação de professores e cidadania: projetos escolares no estudo do ambiente","Santos, Vânia Maria Nunes dos, Jacobi, Pedro Roberto","Educação e Pesquisa; 37(2); 263-278","Educação e Pesquisa","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000200004&lang=pt" 
"S1517-97022011000200005-scl","A educação ambiental e as políticas educacionais: um estudo nas escolas públicas de Teresópolis (RJ)","Lamosa, Rodrigo de Azevedo C., Loureiro, Carlos Frederico B.","Educação e Pesquisa; 37(2); 279-292","Educação e Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000200005&lang=pt" 
"S1517-97022011000200006-scl","Estética e ética em Kierkegaard: inferências para a cultura pedagógica do Sudeste Goiano","Silva, Sérgio Pereira da","Educação e Pesquisa; 37(2); 293-306","Educação e Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000200006&lang=pt" 
"S1517-97022011000200007-scl","Ensinar e aprender no meio virtual: rompendo paradigmas","Santos, Gilberto Lacerda dos","Educação e Pesquisa; 37(2); 307-320","Educação e Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000200007&lang=pt" 
"S1517-97022011000200008-scl","A leitura nas organizações não governamentais e inter-relações com a escola pública","Inglesi, Ana Shitara, Semeghini-Siqueira, Idméa","Educação e Pesquisa; 37(2); 321-338","Educação e Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000200008&lang=pt" 
"S1517-97022011000200009-scl","A eficácia da mentoria escolar na promoção do desenvolvimento socioemocional e instrumental de jovens","Simões, Francisco, Alarcão, Madalena","Educação e Pesquisa; 37(2); 339-354","Educação e Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000200009&lang=pt" 
"S1517-97022011000200010-scl","Competências profissionais e interdisciplinaridade no Direito: percepções de discentes de uma faculdade particular mineira","Paiva, Kely César Martins de, Lage, Fernando Procópio, Santos, Sthefania Navarro dos, Silva, Carla Ribeiro Volpini","Educação e Pesquisa; 37(2); 355-373","Educação e Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000200010&lang=pt" 
"S1517-97022011000200011-scl","O currículo do Curso Técnico em Agropecuária: subvertendo a concepção de grade curricular","Barros, Flávia Moreira Barroca de, Fiúza, Ana Louise de Carvalho, Barreto, Maria de Lourdes Mattos, Ferreira Neto, José Ambrósio","Educação e Pesquisa; 37(2); 375-388","Educação e Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000200011&lang=pt" 
"S1517-97022011000200012-scl","Pós-graduação na educação física brasileira: a atração (fatal) para a biodinâmica","Manoel, Edison de Jesus, Carvalho, Yara Maria de","Educação e Pesquisa; 37(2); 389-406","Educação e Pesquisa","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000200012&lang=pt" 
"S1517-97022011000200014-scl","Alfabetización digital: ¿De qué estamos hablando?","Ferreiro, Emilia","Educação e Pesquisa; 37(2); 423-438","Educação e Pesquisa","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000200014&lang=pt" 
"S1517-97022011000200002-scl","Os quase-mercados na educação superior: dos improváveis mercados perfeitamente competitivos à imprescindível regulação do Estado","Bertolin, Julio Cesar G.","Educação e Pesquisa; 37(2); 237-248","Educação e Pesquisa","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000200002&lang=pt" 
"S0103-84782011010800002-scl","Suscetibilidade do carrapato-do-boi é testada em propriedades de Mato Grosso do Sul","Koller, Wilson Werner","Ciência Rural; 41(8); -","Ciência Rural","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011010800002&lang=pt" 
"S0103-84782011010800001-scl","Manejos de adubação e grau de fitotoxicidade de plantas de arroz irrigado não influenciam no desenvolvimento de microalgas","Sartori, Gerson Meneghetti Sarzi","Ciência Rural; 41(8); -","Ciência Rural","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011010800001&lang=pt" 
"S0103-84782011000800024-scl","Suscetibilidade de Rhipicephalus (Boophilus) microplus a carrapaticidas em Mato Grosso do Sul, Brasil","Gomes, Alberto, Koller, Wilson Werner, Barros, Antonio Thadeu Medeiros de","Ciência Rural; 41(8); 1447-1452","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000800024&lang=pt" 
"S0103-84782011000800005-scl","Manejo da adubação e seus efeitos na ocorrência de algas e na produtividade de arroz irrigado em áreas com residual de imidazolinonas","Sartori, Gerson Meneghetti Sarzi, Marchesan, Enio, Luz, Daniéli Saúl da, Cassol, Ana Paula Vestena, Figueiredo, Maria Carolina dos Santos, Oliveira, Maria Angélica, Silveira, Marcos Venicios Evaldt da, Ferreira, Rafael Bruck","Ciência Rural; 41(8); 1323-1330","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000800005&lang=pt" 
"S1517-97022011000200001-scl","Um breve balanço das intensas atividades de Educação e Pesquisa","Rego, Teresa Cristina, Bruno, Lucia","Educação e Pesquisa; 37(2); 227-234","Educação e Pesquisa","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000200001&lang=pt" 
"S1517-97022011000200013-scl","Abordagem aos números decimais e suas operações: a importância de uma eficaz navegação entre representações","Ribeiro, Carlos Miguel","Educação e Pesquisa; 37(2); 407-422","Educação e Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000200013&lang=pt" 
"S1517-97022011000200015-scl","Errata","","Educação e Pesquisa; 37(2); 449-449","Educação e Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000200015&lang=pt" 
"S0104-42302011000400006-scl","Asma na infância: tratamento medicamentoso","Borges, Wellington, Burns, Dennis, Sarinho, Emanuel, Guedes, Hermila, Pitchon, Raquel, Anderson, Maria Inez Padula, Vieira, Sandra E.","Revista da Associação Médica Brasileira; 57(4); 369-376","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000400006&lang=pt" 
"S0104-42302011000400010-scl","Correlação da espirometria com o teste de caminhada de seis minutos em eutróficos e obesos","Gontijo, Patrícia Lúcia, Lima, Tiago Pessoa, Costa, Thais Ribeiro, Reis, Ederson Paulo dos, Cardoso, Flavia Perassa de Faria, Cavalcanti Neto, Florêncio Figueiredo","Revista da Associação Médica Brasileira; 57(4); 387-393","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000400010&lang=pt" 
"S0104-42302011000400012-scl","Influência de fatores maternos e neonatais no desenvolvimento da displasia broncopulmonar","Lima, Marcela Raquel de Oliveira, Andrade, Maria do Amparo, Araújo, Ana Paula Guimarães de, Figueroa, José Natal, Andrade, Lívia Barboza de","Revista da Associação Médica Brasileira; 57(4); 398-403","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000400012&lang=pt" 
"S0104-42302011000400013-scl","Histeroscopia ambulatorial em casos de abortamento consecutivo","Souza, Carlos Augusto Bastos de, Schmitz, Carla, Genro, Vanessa Krebs, Martins, Ana, Scheffel, Camila, Oppermann, Maria Lucia, Cunha Filho, João Sabino","Revista da Associação Médica Brasileira; 57(4); 404-408","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000400013&lang=pt" 
"S0104-42302011000400014-scl","Perfil da mortalidade materna na região do Grande ABC de 1997 a 2005","Tognini, Silvana, Garcia, Maria Lúcia Bueno, Braga, Alfésio Luís Ferreira, Martins, Lourdes Conceição","Revista da Associação Médica Brasileira; 57(4); 409-414","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000400014&lang=pt" 
"S0104-42302011000400015-scl","Use of a lactic acid plus lactoserum intimate liquid soap for external hygiene in the prevention of bacterial vaginosis recurrence after metronidazole oral treatment","Bahamondes, M. Valeria, Portugal, Priscila Mendes, Brolazo, Eliane Melo, Simões, José Antônio, Bahamondes, Luis","Revista da Associação Médica Brasileira; 57(4); 415-420","Revista da Associação Médica Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000400015&lang=pt" 
"S0104-42302011000400016-scl","O uso de antimicrobianos em um hospital de ensino: uma breve avaliação","Carneiro, Marcelo, Ferraz, Tanise, Bueno, Marina, Koch, Bruna Elisa, Foresti, Camyla, Lena, Virginia F, Machado, Janete A, Rauber, Janine M, Krummenaauer, Eliane C, Lazaroto, Dóris M","Revista da Associação Médica Brasileira; 57(4); 421-424","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000400016&lang=pt" 
"S0104-42302011000400017-scl","Prevalence and multiplicity of HPV in HIV women in Minas Gerais, Brazil","Corrêa, Christine Miranda, Teixeira, Nara Chartuni Pereira, Araújo, Angela Cristina Labanca de, Carvalho, Nara de Oliveira, Castillo, Dora Mendez Del, Campos, Rachel Rezende, Oliveira, Isaura Vargas, Alves, Antonio Rafael, França, Ana Flávia de Moura, Melo, Victor Hugo","Revista da Associação Médica Brasileira; 57(4); 425-430","Revista da Associação Médica Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000400017&lang=pt" 
"S0104-42302011000400018-scl","Fatores de risco para câncer da pele não melanoma em Taubaté, SP: um estudo caso-controle","Ferreira, Flávia Regina, Nascimento, Luiz Fernando Costa, Rotta, Osmar","Revista da Associação Médica Brasileira; 57(4); 431-437","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000400018&lang=pt" 
"S0104-42302011000400019-scl","Adjuvant radiotherapy in early stage endometrial cancer","Zuliani, Antonio Carlos, Cairo, Aurea Akemi, Esteves, Sérgio Carlos Barros, Watanabe, Carla Cristina dos Santos, Cunha, Maércio de Oliveira, Souza, Gustavo Antonio de","Revista da Associação Médica Brasileira; 57(4); 438-442","Revista da Associação Médica Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000400019&lang=pt" 
"S0104-42302011000400020-scl","Prevalência estimada da doença renal crônica terminal em crianças no estado de São Paulo","Nogueira, Paulo Cesar Koch, Feltran, Luciana de Santis, Camargo, Maria Fernanda, Leão, Eliseth Ribeiro, Benninghoven, Jennifer RCS, Gonçalves, Natália Z, Pereira, Luiz A, Sesso, Ricardo C","Revista da Associação Médica Brasileira; 57(4); 443-449","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000400020&lang=pt" 
"S0104-42302011000400021-scl","Association between different types of physical activities and quality of life in women aged 60 years or over","Valadares, Ana Lucia Ribeiro, Carvalho, Euller Duarte de, Costa-Paiva, Lúcia Helena da, Morais, Sirlei Siani, Pinto-Neto, Aarão Mendes","Revista da Associação Médica Brasileira; 57(4); 450-455","Revista da Associação Médica Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000400021&lang=pt" 
"S0104-42302011000400022-scl","Fatores ambientais e endometriose","Bellelis, Patrick, Podgaec, Sergio, Abrão, Maurício Simões","Revista da Associação Médica Brasileira; 57(4); 456-461","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000400022&lang=pt" 
"S0104-42302011000400023-scl","Norovírus: uma visão geral","Morillo, Simone Guadagnucci, Timenetsky, Maria do Carmo Sampaio Tavares","Revista da Associação Médica Brasileira; 57(4); 462-467","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000400023&lang=pt" 
"S0104-42302011000400024-scl","Câncer de mama estádio inicial e radioterapia: atualização","Marta, Gustavo Nader, Hanna, Samir Abdallah, Martella, Eduardo, Silva, João Luis Fernandes da, Carvalho, Heloisa de Andrade","Revista da Associação Médica Brasileira; 57(4); 468-474","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000400024&lang=pt" 
"S0104-42302011000400025-scl","The locomotor system as seen in Brazilian medical journals: a restricted collection of papers","Patel, Kavita Kirankumar, Caramelli, Bruno, Silva, Mauricio Rocha e","Revista da Associação Médica Brasileira; 57(4); 475-486","Revista da Associação Médica Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000400025&lang=pt" 
"S1806-37132011000400002-scl","O caminho à frente da linfangioleiomiomatose: um ensaio para cada paciente, cada paciente em um ensaio","McCormack, Francis X.","Jornal Brasileiro de Pneumologia; 37(4); 422-423","Jornal Brasileiro de Pneumologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132011000400002&lang=pt" 
"S1806-37132011000400001-scl","Terapêutica medicamentosa da DPOC","Stirbulov, Roberto, Lundgren, Fernando Luiz Cavalcanti","Jornal Brasileiro de Pneumologia; 37(4); 419-421","Jornal Brasileiro de Pneumologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132011000400001&lang=pt" 
"S1806-37132011000400003-scl","Doxiciclina em pacientes com linfangioleiomiomatose: segurança e eficácia no bloqueio de metaloproteinases","Pimenta, Suzana Pinheiro, Baldi, Bruno Guedes, Acencio, Milena Marques Pagliarelli, Kairalla, Ronaldo Adib, Carvalho, Carlos Roberto Ribeiro","Jornal Brasileiro de Pneumologia; 37(4); 424-430","Jornal Brasileiro de Pneumologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132011000400003&lang=pt" 
"S1806-37132011000400022-scl","Metodologia utilizada nos artigos de revisão","","Jornal Brasileiro de Pneumologia; 37(4); 571-575","Jornal Brasileiro de Pneumologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132011000400022&lang=pt" 
"S1806-37132011000400021-scl","Asma persistente grave com resposta ao uso off label de omalizumabe, não obstante a IgE sérica total ser alta ou baixa","Asai, Nobuhiro, Ohkuni, Yoshihiro, Komatsu, Akina, Matsunuma, Ryo, Nakashima, Kei, Kaneko, Norihiro","Jornal Brasileiro de Pneumologia; 37(4); 567-570","Jornal Brasileiro de Pneumologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132011000400021&lang=pt" 
"S1806-37132011000400020-scl","Talcoasbestose e tuberculose pulmonar em paciente exposta a talco em confecção de bolas de futebol","Dias, Olívia Meira, Canzian, Mauro, Terra-Filho, Mário, Santos, Ubiratan de Paula","Jornal Brasileiro de Pneumologia; 37(4); 563-566","Jornal Brasileiro de Pneumologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132011000400020&lang=pt" 
"S1806-37132011000400019-scl","Cardiomiopatia de takotsubo desencadeada pelo uso de agonista β2: adrenérgico","Salemi, Vera Maria Cury, Atik, Edmar, Kairalla, Ronaldo Adib, Queiroz, Eduardo Lira, Rosa, Leonardo Vieira da, Kalil Filho, Roberto","Jornal Brasileiro de Pneumologia; 37(4); 560-562","Jornal Brasileiro de Pneumologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132011000400019&lang=pt" 
"S1806-37132011000400017-scl","Programas de reabilitação pulmonar em pacientes com DPOC","Wehrmeister, Fernando César, Knorst, Marli, Jardim, José Roberto, Macedo, Elaine Cardozo, Noal, Ricardo Bica, Martínez-Mesa, Jeovany, González, David Alejandro, Dumith, Samuel Carvalho, Maia, Maria de Fátima, Hallal, Pedro Curi, Menezes, Ana Maria Baptista","Jornal Brasileiro de Pneumologia; 37(4); 544-555","Jornal Brasileiro de Pneumologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132011000400017&lang=pt" 
"S1806-37132011000400013-scl","Desfechos do retratamento de pacientes com tuberculose com o uso do esquema 3 em Porto Alegre, Brasil","Picon, Pedro Dornelles, Rizzon, Carlos Fernando Carvalho, Bassanesi, Sergio Luiz, Silva, Luiz Carlos Correa da, Giustina, Maria de Lourdes Della","Jornal Brasileiro de Pneumologia; 37(4); 504-511","Jornal Brasileiro de Pneumologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132011000400013&lang=pt" 
"S0074-02762011000900001-scl","Foreword","Carvalho, Luzia Helena, Lourenço-de-Oliveira, Ricardo","Memórias do Instituto Oswaldo Cruz; 106(); 1-1","Memórias do Instituto Oswaldo Cruz","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762011000900001&lang=pt" 
"S0074-02762011000900002-scl","Recent advances in the study of avian malaria: an overview with an emphasis on the distribution of Plasmodium spp in Brazil","Braga, Érika Martins, Silveira, Patricia, Belo, Nayara Oliveira, Valkiūnas, Gediminas","Memórias do Instituto Oswaldo Cruz; 106(); 3-11","Memórias do Instituto Oswaldo Cruz","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762011000900002&lang=pt" 
