"S0718-65682015000200022-chl","La exclusión del otro desde la elite y el Estado","Boitano G., Angela","Polis (Santiago); 14(41); 353-372","Polis (Santiago)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-65682015000200022&lang=pt" 
"S0718-65682015000200032-chl","La opción reformista: entre el despotismo y la revolución","Noguera Fernández, Albert","Polis (Santiago); 14(41); 547-552","Polis (Santiago)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-65682015000200032&lang=pt" 
"S0718-65682015000200031-chl","Apología de la Intuición","Pelfini, Alejandro","Polis (Santiago); 14(41); 541-546","Polis (Santiago)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-65682015000200031&lang=pt" 
"S0718-65682015000200016-chl","Pensar la sociedad: temas, problemas, retos para las ciencias sociales","Valdés S, Ximena","Polis (Santiago); 14(41); 223-236","Polis (Santiago)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-65682015000200016&lang=pt" 
"S0718-65682015000200033-chl","A jaula de aço: Max Weber e o marxismo weberiano","Py, Fábio","Polis (Santiago); 14(41); 553-557","Polis (Santiago)","Português","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-65682015000200033&lang=pt" 
"S0717-50002015000200006-ury","Towards a Requirements Specification Multi-View Framework for Self-Adaptive Systems","Muñoz-Fernández, Juan C., Tamura, Gabriel, Mazo, Raúl, Salinesi, Camille","CLEI Electronic Journal; 18(2); 6-6","CLEI Electronic Journal","Inglês","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S0717-50002015000200006&lang=pt" 
"S0717-50002015000200008-ury","Let’s go to the cinema!: A movie recommender system for ephemeral groups of users","","CLEI Electronic Journal; 18(2); 8-8","CLEI Electronic Journal","Inglês","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S0717-50002015000200008&lang=pt" 
"S0049-34492015000300005-chl","El silencio del ser y la interpelación del agape: Martin Heidegger y Jean-Luc Marion","Duque, Santiago Andrés","Teología y vida; 56(3); 287-316","Teología y vida","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492015000300005&lang=pt" 
"S0049-34492015000300003-chl","El Vaticano II como texto constitucional de la fe: Valor y límites de una interpretación del género textual","Schickendantz, Carlos","Teología y vida; 56(3); 229-259","Teología y vida","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492015000300003&lang=pt" 
"S1989-38092015000200001-esp","","Rodríguez Fernández, Tomás","Escritos de Psicología (Internet); 8(2); 1-2","Escritos de Psicología (Internet)","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1989-38092015000200001&lang=pt" 
"S0049-34492015000300002-chl","Noción de &quot;espíritu&quot; en Karl Rahner: una perspectiva de filosofía de la religión","Berríos, Fernando","Teología y vida; 56(3); 197-227","Teología y vida","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492015000300002&lang=pt" 
"S0049-34492015000300004-chl","El amor esponsal en santa Teresa de Los Andes","de La Taille-Trétinville, Alexandrine","Teología y vida; 56(3); 261-286","Teología y vida","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492015000300004&lang=pt" 
"S0049-34492015000300001-chl","Eclesiología y sociedad en el siglo XIV: Análisis doctrinal en Marsilio de Padua","Rojas, Luis","Teología y vida; 56(3); 179-196","Teología y vida","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492015000300001&lang=pt" 
"S0049-34492015000300006-chl","Marciano Barrios Valdés 1926-2015, historiador de la Iglesia","Couyoumdjian, Juan Ricardo, Hernández, Roberto","Teología y vida; 56(3); 317-327","Teología y vida","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492015000300006&lang=pt" 
"S0049-34492015000300009-chl","","Meis, Anneliese","Teología y vida; 56(3); 337-340","Teología y vida","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492015000300009&lang=pt" 
"S0049-34492015000300008-chl","","Meis, Anneliese","Teología y vida; 56(3); 333-336","Teología y vida","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492015000300008&lang=pt" 
"S0049-34492015000300007-chl","Agustina Serrano Pérez 1956-2015","Guzmán, Rebeca, Johannson, Cristian","Teología y vida; 56(3); 329-332","Teología y vida","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492015000300007&lang=pt" 
"S0717-50002015000200007-ury","A middleware-based platform for the integration of bioinformatic services","","CLEI Electronic Journal; 18(2); 7-7","CLEI Electronic Journal","Inglês","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S0717-50002015000200007&lang=pt" 
"S0717-50002015000200004-ury","Towards an automatic model transformation mechanism from UML state machines to DEVS models","Gonzalez, Ariel, Luna, Carlos, Cuello, Roque, Perez, Marcela, Daniele, Marcela","CLEI Electronic Journal; 18(2); 4-4","CLEI Electronic Journal","Inglês","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S0717-50002015000200004&lang=pt" 
"S0717-50002015000200005-ury","A Knowledge-based Environment for Software Process Performance Analysis","","CLEI Electronic Journal; 18(2); 5-5","CLEI Electronic Journal","Inglês","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S0717-50002015000200005&lang=pt" 
"S0717-50002015000200002-ury","Capataz: a framework for distributing algorithms via the World Wide Web","","CLEI Electronic Journal; 18(2); 2-2","CLEI Electronic Journal","Inglês","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S0717-50002015000200002&lang=pt" 
"S0718-65682015000200030-chl","Mercados de trabajo y movilidad de trabajadores de origen chileno en el norte de la Patagonia","Trpin, Verónica, Rodríguez, María Daniela","Polis (Santiago); 14(41); 517-537","Polis (Santiago)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-65682015000200030&lang=pt" 
"S0718-65682015000200026-chl","Juicios de las clases medias sobre la élite económica: ¿Crítica a las desigualdades en Chile?","Mac-Clure, Oscar, Barozet, Emmanuelle, Moya, Cristóbal","Polis (Santiago); 14(41); 435-460","Polis (Santiago)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-65682015000200026&lang=pt" 
"S0718-65682015000200029-chl","La experiencia de ocio al aire libre en contacto con la naturaleza, como vivencia restauradora de la relación ser humano-naturaleza","Ried Luci, Andrés","Polis (Santiago); 14(41); 499-516","Polis (Santiago)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-65682015000200029&lang=pt" 
"S0718-65682015000200020-chl","Introduciendo la moral en los estudios sociales del self: Narrativas biográficas como trabajo moral del yo","Bernasconi, Oriana","Polis (Santiago); 14(41); 305-326","Polis (Santiago)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-65682015000200020&lang=pt" 
"S1409-38712015000200003-cri","","Dalström, Stig, Ruíz Pérez, Saul","Lankesteriana; 15(2); 141-149","Lankesteriana","Espanhol","2015","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-38712015000200003&lang=pt" 
"S1130-01082015000800002-esp","Echoendoscopic characterization of the human colon","Castro-Poças, Fernando M., Dinis-Ribeiro, Mário, Araújo, Tarcísio P., Pedroto, Isabel","Revista Española de Enfermedades Digestivas; 107(8); 469-475","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015000800002&lang=pt" 
"S1130-01082015000800007-esp","Management of fundic varices: endoscopic aspects","Martínez-González, Javier, López-Durán, Sergio, Vázquez-Sequeiros, Enrique, Albillos-Martínez, Agustín","Revista Española de Enfermedades Digestivas; 107(8); 501-508","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015000800007&lang=pt" 
"S1130-01082015000800003-esp","Validation of the Glasgow-Blatchford Scoring System to predict mortality in patients with upper gastrointestinal bleeding in a hospital of Lima, Peru (June 2012-December 2013)","Cassana, Alessandra, Scialom, Silvia, Segura, Eddy R., Chacaltana, Alfonso","Revista Española de Enfermedades Digestivas; 107(8); 476-482","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015000800003&lang=pt" 
"S1130-01082015000800017-esp","Gastric adenocarcinoma associated with Helicobacter pylori in the pediatric setting","Riera-Llodrá, Joana María, Rosell-Camps, Antonio, Ferrés-Ramis, Laia, Guibelalde-del-Castillo, Mercedes, Zibetti, Sara, Amengual-Antich, Isabel","Revista Española de Enfermedades Digestivas; 107(8); 523-523","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015000800017&lang=pt" 
"S1130-01082015000800013-esp","Extrahepatic shunt: unusual cause of hepatic encephalopathy","González-Partida, Irene, Hernández-Conde, Marta, Llop-Herrera, Elba, Oliva-del-Río, Borja, López-Gómez, Marta, Calleja-Panero, José Luis, Abreu-García, Luis","Revista Española de Enfermedades Digestivas; 107(8); 518-519","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015000800013&lang=pt" 
"S1130-01082015000800008-esp","Intestinal intussusception as an atypical presentation of celiac disease","Pérez-Cuadrado-Robles, Enrique, Bebia-Conesa, Paloma, Martínez-Andrés, Blanca, Esteban-Delgado, Pilar, López-Higueras, Antonio, Pérez-Cuadrado-Martínez, Enrique","Revista Española de Enfermedades Digestivas; 107(8); 509-509","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015000800008&lang=pt" 
"S0102-695X2015000400313-scl","Special issue for Brazilian Pharmacognosy Lecturers","von Poser, Gilsane Lino, Santos, Cid Aimbiré de Moraes","Revista Brasileira de Farmacognosia; 25(4); 313-313","Revista Brasileira de Farmacognosia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2015000400313&lang=pt" 
"S1130-01082015000800012-esp","Abdominal primary extra-gastrointestinal stromal tumor (E-GIST): a cytologic diagnosis in ascitic fluid","Kalogeraki, Alexandra, Tamiolakis, Dimitrios, Papadakis, Michael, Moustou, Eleni, Datseri, Galateia, Tzardi, Maria","Revista Española de Enfermedades Digestivas; 107(8); 516-518","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015000800012&lang=pt" 
"S1130-01082015000800016-esp","Gastrointestinal manifestations in Cowden syndrome: screening recommendations","León-Brito, Helena, Oquiñena-Legaz, Susana, Iglesias-Picazo, Rosa, Fraile-González, María, Aresté-Anduaga, Irene, Aznárez-Barrio, M. Rosario, Pueyo-Royo, Antonio M., Guerra-Lacunza, Ana C.","Revista Española de Enfermedades Digestivas; 107(8); 521-522","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015000800016&lang=pt" 
"S1130-01082015000800014-esp","Retrorectal tumors: a diagnostic-therapeutic challenge","Carrasco-Campos, Joaquín, Mera-Velasco, Santiago, González-Poveda, Iván, Ruiz-López, Manuel, Toval-Mata, José Antonio, Aranda-Narváez, José Manuel, Santoyo-Santoyo, Julio","Revista Española de Enfermedades Digestivas; 107(8); 519-520","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015000800014&lang=pt" 
"S1130-01082015000800010-esp","Fanconi syndrome and chronic renal failure in a chronic hepatitis B monoinfected patient treated with tenofovir","Magalhães-Costa, Pedro, Matos, Leopoldo, Barreiro, Pedro, Chagas, Cristina","Revista Española de Enfermedades Digestivas; 107(8); 512-514","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015000800010&lang=pt" 
"S1130-01082015000800015-esp","BAX as a suseptibility factor in hereditary non polyposis colorectal cancer","Ríos, Antonio, Rodríguez, José Manuel, Carbonel, Pablo, Parrilla, Pascual","Revista Española de Enfermedades Digestivas; 107(8); 520-521","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015000800015&lang=pt" 
"S1130-01082015000800004-esp","Sphincterotomy plus large balloon dilation versus sphincterotomy alone for the extraction of complex lithiasis: a prospective analysis","Guidi, Martín Alejandro, Curvale, Cecilia, Jer Hwang, Hui, María, Julio César de, Promenzio, Esteban, Ragone, Fernando, Matanó, Raúl Fernando","Revista Española de Enfermedades Digestivas; 107(8); 483-487","Revista Española de Enfermedades Digestivas","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015000800004&lang=pt" 
"S0104-06182015000200263-scl","A influência do salário mínimo sobre a taxa de salários no Brasil na última década","Medeiros, Carlos Aguiar de","Economia e Sociedade; 24(2); 263-292","Economia e Sociedade","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-06182015000200263&lang=pt" 
"S0102-695X2015000400419-scl","Alkaloids isolated from the leaves of atemoya (Annona cherimola × Annona squamosa)","Rabêlo, Suzana V., Costa, Emmanoel V., Barison, Andersson, Dutra, Lívia M., Nunes, Xirley P., Tomaz, José C., Oliveira, Gibson G., Lopes, Norberto P., Santos, Maria de Fátima C., Almeida, Jackson R.G. da Silva","Revista Brasileira de Farmacognosia; 25(4); 419-421","Revista Brasileira de Farmacognosia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2015000400419&lang=pt" 
"S1130-01082015000800011-esp","Sedación en endoscopia digestiva","Tardáguila García, Dolores, López Rosés, Leopoldo","Revista Española de Enfermedades Digestivas; 107(8); 515-515","Revista Española de Enfermedades Digestivas","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082015000800011&lang=pt" 
"S1409-38712015000200002-cri","","Ospina-Calderón, Nhora H, Duque-Buitrago, Carol A, Tremblay, Raymond L, Tupac Otero, J","Lankesteriana; 15(2); 129-139","Lankesteriana","Espanhol","2015","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-38712015000200002&lang=pt" 
"S1409-38712015000200004-cri","","Kalyan, K. de, Sil, Sujit","Lankesteriana; 15(2); 151-158","Lankesteriana","Espanhol","2015","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-38712015000200004&lang=pt" 
"S1409-38712015000200001-cri","","Neubig, Kurt M, Carlsward, Barbara S, Mark Whitten, W, Williams, Norris H","Lankesteriana; 15(2); 113-127","Lankesteriana","Espanhol","2015","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-38712015000200001&lang=pt" 
"S1409-38712015000200005-cri","","Barretta-Dos-Santos, Leila E, Sant&#039;ana, Jéssica, Petini-Benelli, Adarilda, Pedroso-De-Moraes, Cristiano","Lankesteriana; 15(2); 159-164","Lankesteriana","Espanhol","2015","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-38712015000200005&lang=pt" 
"S0104-06182015000200509-scl","Apresentação - Pedro Fonseca","Paulani, Leda Maria","Economia e Sociedade; 24(2); 509-511","Economia e Sociedade","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-06182015000200509&lang=pt" 
"S0100-69912015000500220-scl","Complementary exams in blunt torso trauma. Perform only radiographs and fast: is it safe?","BOTELHO FILHO, FÁBIO MENDES, OLIVEIRA E SILVA, ROBERTO CARLOS DE, STARLING, SIZENANDO VIEIRA, ZILLE, DIEGO PEREIRA, DRUMOND, DOMINGOS ANDRÉ FERNANDES","Revista do Colégio Brasileiro de Cirurgiões; 42(4); 220-223","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912015000500220&lang=pt" 
"S0020-38742015000200122-scl","Golpes de Memória: usos políticos de Olavo Bilac no século XX","Hansen, Patrícia Santos","Revista do Instituto de Estudos Brasileiros; (61); 122-139","Revista do Instituto de Estudos Brasileiros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0020-38742015000200122&lang=pt" 
"S0034-75902015000400467-scl","GARANTIAS GOVERNAMENTAIS E COMPETITIVIDADE NO SETOR FINANCEIRO","SCHIOZER, RAFAEL","Revista de Administração de Empresas; 55(4); 467-473","Revista de Administração de Empresas","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902015000400467&lang=pt" 
"S0020-38742015000200039-scl","Singin&#039; Alone (1982) nas trilhas da música gravada brasileira","Dias, Marcia Tosta","Revista do Instituto de Estudos Brasileiros; (61); 39-55","Revista do Instituto de Estudos Brasileiros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0020-38742015000200039&lang=pt" 
"S0020-38742015000200019-scl","Qual o sentido da Geografia Cultural?","Lévy, Jacques","Revista do Instituto de Estudos Brasileiros; (61); 19-38","Revista do Instituto de Estudos Brasileiros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0020-38742015000200019&lang=pt" 
"S0020-38742015000200082-scl","Figurino docente","Faria, Alessandra Ancona de, Albano, Ana Angélica Medeiros","Revista do Instituto de Estudos Brasileiros; (61); 82-102","Revista do Instituto de Estudos Brasileiros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0020-38742015000200082&lang=pt" 
"S0034-75902015000400461-scl","STRATEGIC DECISIONS OF FAMILY FIRMS ON CASH ACCUMULATION","LOZANO, MARIA BELEN","Revista de Administração de Empresas; 55(4); 461-466","Revista de Administração de Empresas","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902015000400461&lang=pt" 
"S0020-38742015000200056-scl","A formalização da derrota: sobre &quot;Eles&quot; e &quot;A voz do morto&quot;, de Caetano Veloso","Santos, Daniela Vieira dos","Revista do Instituto de Estudos Brasileiros; (61); 56-81","Revista do Instituto de Estudos Brasileiros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0020-38742015000200056&lang=pt" 
"S0020-38742015000200140-scl","Daisy, Oswald e o Processo Erosivo do Modernismo Brasileiro","Pasini, Leandro","Revista do Instituto de Estudos Brasileiros; (61); 140-158","Revista do Instituto de Estudos Brasileiros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0020-38742015000200140&lang=pt" 
"S0020-38742015000200159-scl","Vanguardia en doble página. Intervenciones del invencionismo argentino en la revista Joaquim","García, María Amalia","Revista do Instituto de Estudos Brasileiros; (61); 159-182","Revista do Instituto de Estudos Brasileiros","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0020-38742015000200159&lang=pt" 
"S0020-38742015000200183-scl","&quot;A selva escura da história do Brasil&quot; e o seu &quot;torrão paulista&quot;: Paulo Prado através da lupa de Capistrano de Abreu","Waldman, Thaís Chang","Revista do Instituto de Estudos Brasileiros; (61); 183-202","Revista do Instituto de Estudos Brasileiros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0020-38742015000200183&lang=pt" 
"S0034-75902015000400385-scl","SOCIAL BUSINESS DILEMMAS IN BRAZIL: REDE ASTACASE","IIZUKA, EDSON SADAO, VARELA, CARMEN AUGUSTA, LARROUDÉ, ELISA RODRIGUES ALVES","Revista de Administração de Empresas; 55(4); 385-396","Revista de Administração de Empresas","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902015000400385&lang=pt" 
"S0034-75902015000400397-scl","MICROFINANCE AND CLIMATE CHANGE IMPACTS: THE CASE OF AGROAMIGO IN BRAZIL","MOSER, RAFAEL MAGNUS BARBOSA, GONZALEZ, LAURO","Revista de Administração de Empresas; 55(4); 397-407","Revista de Administração de Empresas","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902015000400397&lang=pt" 
"S0034-75902015000400408-scl","CAUSE-FIT, POSITIVE ATTITUDES AND BEHAVIORS WITHIN HYBRID COLOMBIAN ORGANIZATIONS","ROMÁN-CALDERÓN, JUAN PABLO, ODOARDI, CARLO, BATTISTELLI, ADALGISA","Revista de Administração de Empresas; 55(4); 408-417","Revista de Administração de Empresas","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902015000400408&lang=pt" 
"S0034-75902015000400418-scl","UM OUTRO OLHAR SOBRE A EFICIÊNCIA DOS MERCADOS: O CASO DAS BOLSAS DE APOSTAS DE TÊNIS","LOBÃO, JÚLIO, ROLLA, NUNO MARQUES","Revista de Administração de Empresas; 55(4); 418-431","Revista de Administração de Empresas","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902015000400418&lang=pt" 
"S0034-75902015000400432-scl","BRAND EQUITY OF LAHORE FORT AS A TOURISM DESTINATION BRAND","KASHIF, MUHAMMAD, SAMSI, SITI ZAKIAH MELATU, SARIFUDDIN, SYAMSULANG","Revista de Administração de Empresas; 55(4); 432-443","Revista de Administração de Empresas","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902015000400432&lang=pt" 
"S0034-75902015000400444-scl","THE INTERNATIONAL GROWTH OF A SOCIAL BUSINESS: A CASE STUDY","MOURA, ANITA MARIA DE, COMINI, GRAZIELLA, TEODÓSIO, ARMINDO DOS SANTOS DE SOUSA","Revista de Administração de Empresas; 55(4); 444-460","Revista de Administração de Empresas","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902015000400444&lang=pt" 
"S0020-38742015000200103-scl","Mimetismo e metamorfose","Mata, Larissa Costa da","Revista do Instituto de Estudos Brasileiros; (61); 103-121","Revista do Instituto de Estudos Brasileiros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0020-38742015000200103&lang=pt" 
"S2014-98322015000500006-esp","Enseñanza integrada de anatomía e histología en la Facultad de Odontología de la Universidad Nacional de Córdoba, Argentina","Castillo, Beatriz C., Arriaga, Adriana, Bregains, Liliana E., Gómez, María E., Flores, Viviana Y., Sanz, Adriana V., Actis, Adriana B.","FEM: Revista de la Fundación Educación Médica; 18(4); 253-259","FEM: Revista de la Fundación Educación Médica","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2014-98322015000500006&lang=pt" 
"S2014-98322015000500007-esp","Percepción del clima educacional en el pregrado de la carrera de cinesiología (UCSC-Chile)","Hechenleitner, Marcela, Flores, Guillermo, Bittner, Verónica, Nocetti, Alejandra, Meyer, Andrea, Alarcón, Mauricio, Lermanda, Claudio","FEM: Revista de la Fundación Educación Médica; 18(4); 261-267","FEM: Revista de la Fundación Educación Médica","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2014-98322015000500007&lang=pt" 
"S2014-98322015000500005-esp","Estrategias de educación médica continua","Galli, Amanda, Soler, Carlos, Flichtentrei, Daniel, Mastandueno, Ricardo","FEM: Revista de la Fundación Educación Médica; 18(4); 247-251","FEM: Revista de la Fundación Educación Médica","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2014-98322015000500005&lang=pt" 
"S2014-98322015000500011-esp","Participación en sociedades científicas estudiantiles y en cursos extracurriculares de investigación, asociados a la producción científica de estudiantes de medicina humana: estudio preliminar","Toro-Huamanchumo, Carlos J., Failoc-Rojas, Virgilio E., Díaz-Vélez, Cristian","FEM: Revista de la Fundación Educación Médica; 18(4); 293-298","FEM: Revista de la Fundación Educación Médica","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2014-98322015000500011&lang=pt" 
"S2014-98322015000500003-esp","Evolución normativa de la formación médica especializada en España","Cantero-Santamaría, José I., Alonso-Valle, Héctor, Cadenas-González, Nuria, Sevillano-Marcos, Amador","FEM: Revista de la Fundación Educación Médica; 18(4); 231-238","FEM: Revista de la Fundación Educación Médica","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2014-98322015000500003&lang=pt" 
