"S0034-70942015000500414-scl","Anaesthesia for infant with Jarcho Levin syndrome: case report","Geze, Sukran, Arslan, Ufuk, Tusat, Mustafa","Revista Brasileira de Anestesiologia; 65(5); 414-416","Revista Brasileira de Anestesiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942015000500414&lang=pt" 
"S0080-62342015000500797-scl","Perceived stress in elderly stroke survivors after hospital discharge to home","Santos, Emanuella Barros dos, Rodrigues, Rosalina Aparecida Partezani, Marques, Sueli, Pontes-Neto, Octávio Marques","Revista da Escola de Enfermagem da USP; 49(5); 797-803","Revista da Escola de Enfermagem da USP","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000500797&lang=pt" 
"S0080-62342015000500790-scl","Heart failure as a predictor of functional dependence in hospitalized elderly","Xavier, Sara de Oliveira, Ferretti-Rebustini, Renata Eloah de Lucena, Santana-Santos, Eduesley, Lucchesi, Paola Alves de Oliveira, Hohl, Karine Generoso","Revista da Escola de Enfermagem da USP; 49(5); 790-796","Revista da Escola de Enfermagem da USP","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000500790&lang=pt" 
"S1561-31942015000500001-cub","Un clima organizacional acorde a las nuevas proyecciones de una universidad certificada para un servicio público de calidad: a consistent organizational climate","Pérez Labrador, Joaquín Hilario","Revista de Ciencias Médicas de Pinar del Río; 19(5); 780-782","Revista de Ciencias Médicas de Pinar del Río","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-31942015000500001&lang=pt" 
"S0256-95742015001000003-sza","Zolpidem and restoration of consciousness - fact or fiction?","Venter, André","SAMJ: South African Medical Journal; 105(10); 798-798","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015001000003&lang=pt" 
"S0256-95742015001000018-sza","A 10-year review of fatal community assault cases at a regional forensic pathology facility in Cape Town, South Africa","Herbst, C I, Tiemensma, M, Wadee, S A","SAMJ: South African Medical Journal; 105(10); 848-852","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015001000018&lang=pt" 
"S1561-31942015000500002-cub","Universidad innovadora por un desarrollo humano sostenible","Herrera Miranda, Guillermo Luis","Revista de Ciencias Médicas de Pinar del Río; 19(5); 783-785","Revista de Ciencias Médicas de Pinar del Río","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-31942015000500002&lang=pt" 
"S0256-95742015001000007-sza","Non-typhoidal Salmonella infections in HIV-positive adults","Subramoney, E L","SAMJ: South African Medical Journal; 105(10); 805-807","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015001000007&lang=pt" 
"S0256-95742015001000002-sza","Editor&#039;s Choice","Seggie, Janet","SAMJ: South African Medical Journal; 105(10); 796-797","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015001000002&lang=pt" 
"S0256-95742015001000001-sza","Data -&gt; information -&gt; knowledge -&gt; wisdom: When is South Africa going to get her act together?","Seggie, Janet","SAMJ: South African Medical Journal; 105(10); 795-795","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015001000001&lang=pt" 
"S1029-30192015001000012-cub","Algunos determinantes sociales y su asociación con la diabetes mellitus de tipo 2","Pérez Rodríguez, Arnoldo, Berenguer Gouarnaluses, Maritza","MEDISAN; 19(10); 1268-1271","MEDISAN","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192015001000012&lang=pt" 
"S1029-30192015001000001-cub","Exceso de peso y riesgo cardiovascular","Miguel Soca, Pedro Enrique, Silva Campos, Lucy","MEDISAN; 19(10); 1182-1183","MEDISAN","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192015001000001&lang=pt" 
"S1561-31942015000500003-cub","La interdisciplinariedad: un reto para la formación del profesional de la salud","Quintero Paredes, Pedro Pablo, Roba Lazo, Bárbara del Carmen","Revista de Ciencias Médicas de Pinar del Río; 19(5); 786-788","Revista de Ciencias Médicas de Pinar del Río","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-31942015000500003&lang=pt" 
"S1029-30192015001000015-cub","Historia de la Nefrología en Cuba: un aporte concreto a la historiografía médica","Hodelín Tablada, Ricardo","MEDISAN; 19(10); 1291-1294","MEDISAN","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192015001000015&lang=pt" 
"S0256-95742015001000026-sza","Cryptococcal laryngitis: An uncommon presentation of a common pathogen","Atiya, Y, Masege, S D","SAMJ: South African Medical Journal; 105(10); 877-877","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015001000026&lang=pt" 
"S0256-95742015001000023-sza","A variety of conditions","Farham, Bridget","SAMJ: South African Medical Journal; 105(10); 874-874","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015001000023&lang=pt" 
"S0256-95742015001000028-sza","The real value of endobronchial ultrasound","Vorster, M J, Schubert, P T, Koegelenberg, C F N","SAMJ: South African Medical Journal; 105(10); 879-879","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015001000028&lang=pt" 
"S0256-95742015001000024-sza","Bacillary angiomatosis: A rare finding in the setting of antiretroviral drugs","Madua, M C","SAMJ: South African Medical Journal; 105(10); 875-875","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015001000024&lang=pt" 
"S0256-95742015001000025-sza","Basedow paraplegia: A possible misnomer","Smith, L, Kemp, T, van der Meyden, C H, Schutte, C-M","SAMJ: South African Medical Journal; 105(10); 876-876","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015001000025&lang=pt" 
"S1029-30192015001000008-cub","Prevalencia del tabaquismo en adolescentes de la Secundaria Básica &quot;Argenis Burgos&quot;","Quinzán Luna, Ana María, Solano Quinzán, Yailen, López Vantour, Ana Caridad, Pérez Prada, Lucia Antonia, Ramón Jiménez, Ruth","MEDISAN; 19(10); 1232-1237","MEDISAN","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192015001000008&lang=pt" 
"S1561-31942015000500021-cub","Da. Lilia Caridad López Rodríguez (1951-2015)","Pérez Labrador, Joaquín Hilario","Revista de Ciencias Médicas de Pinar del Río; 19(5); 986-986","Revista de Ciencias Médicas de Pinar del Río","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-31942015000500021&lang=pt" 
"S1029-30192015001000016-cub","Hiperentorno de enseñanza-aprendizaje de la asignatura Análisis de Datos","Pérez Rodríguez, Bolívar Alejandro, Antúnez Coca, José, Lescay Arias, Michel, Walter Sánchez, Vivian","MEDISAN; 19(10); 1295-1299","MEDISAN","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192015001000016&lang=pt" 
"S1029-30192015001000014-cub","Importancia de los repositorios para preservar y recuperar la información","Duperet Cabrera, Elaine, Pérez Martínez, Denis Gabriel, Cedeño Rodríguez, Mirtha Yris, Ramírez Mustelier, Adrian, Montoya Acosta, Luis Alberto","MEDISAN; 19(10); 1283-1290","MEDISAN","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192015001000014&lang=pt" 
"S1561-31942015000500017-cub","Macrocefalia por hidrocefalia obstructiva","Delgado Cruz, Amarily","Revista de Ciencias Médicas de Pinar del Río; 19(5); 948-955","Revista de Ciencias Médicas de Pinar del Río","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-31942015000500017&lang=pt" 
"S0080-62342015000500710-scl","Integrity and ethics in research and scientific communication: issues for Nursing considerations","Cabral, Ivone Evangelista, Egry, Emiko Yoshikawa, Barbosa, Dulce Aparecida","Revista da Escola de Enfermagem da USP; 49(5); 710-715","Revista da Escola de Enfermagem da USP","Inglês, Português, Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000500710&lang=pt" 
"S0256-95742015001000031-sza","Kounis syndrome","Ntuli, P M, Makambwa, E","SAMJ: South African Medical Journal; 105(10); 882-882","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015001000031&lang=pt" 
"S0256-95742015001000030-sza","Delayed presentation and diagnosis of metastatic hepatocellular carcinoma in pregnancy","Mnyani, C N, Hull, J C, Mbakaza, M B, Krim, A O A, Nicolaou, E","SAMJ: South African Medical Journal; 105(10); 881-881","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015001000030&lang=pt" 
"S0256-95742015001000006-sza","Man impaled on crowbar saved by hospital trauma team","Bateman, Chris","SAMJ: South African Medical Journal; 105(10); 802-804","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015001000006&lang=pt" 
"S0256-95742015001000010-sza","Geography should be taught at medical school","de Vries, Shaheem, Geduld, Heike","SAMJ: South African Medical Journal; 105(10); 816-816","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015001000010&lang=pt" 
"S1807-59322015001000680-scl","Association of CYP1A1 A4889G and T6235C polymorphisms with the risk of sporadic breast cancer in Brazilian women","Oliveira, Camila Borges Martins de, Cardoso-Filho, Cássio, Bossi, Leonardo Silveira, Lourenço, Gustavo Jacob, Costa-Gurgel, Maria Salete, Lima, Carmen Silvia Passos","Clinics; 70(10); 680-685","Clinics","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322015001000680&lang=pt" 
"S0482-50042015000500395-scl","E a história continua","Heymann, Roberto Ezequiel, Assis, Marcos Renato de","Revista Brasileira de Reumatologia; 55(5); 395-395","Revista Brasileira de Reumatologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042015000500395&lang=pt" 
"S0482-50042015000500464-scl","Diagnóstico de fraturas vertebrais: oportunidades perdidas","Borges, João Lindolfo Cunha, Maia, Julianne Lira, Silva, Renata Faria, Lewiecki, Edward Michael","Revista Brasileira de Reumatologia; 55(5); 464-467","Revista Brasileira de Reumatologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042015000500464&lang=pt" 
"S0482-50042015000500398-scl","Tradução e adaptação cultural do Foot Function Index para a língua portuguesa: FFI - Brasil","Yi, Liu Chiao, Staboli, Isabela Maschk, Kamonseki, Danilo Harudy, Budiman-Mak, Elly, Arie, Eduardo Kenzo","Revista Brasileira de Reumatologia; 55(5); 398-405","Revista Brasileira de Reumatologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042015000500398&lang=pt" 
"S0482-50042015000500434-scl","Investigação da ansiedade, depressão e qualidade de vida em pacientes portadores de osteoartrite no joelho: um estudo comparativo","Ferreira, Alyne Hevellen, Godoy, Priscilla Brandi Gomes, Oliveira, Nara Rejane Cruz de, Diniz, Roger Amorim Santos, Diniz, Ricardo Edésio Amorim Santos, Padovani, Ricardo da Costa, Silva, Regina Cláudia Barbosa da","Revista Brasileira de Reumatologia; 55(5); 434-438","Revista Brasileira de Reumatologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042015000500434&lang=pt" 
"S0080-62342015000500726-scl","Primary Health Care from the perception of women living in a rural area","Pitilin, Érica de Brito, Lentsck, Maicon Henrique","Revista da Escola de Enfermagem da USP; 49(5); 726-732","Revista da Escola de Enfermagem da USP","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000500726&lang=pt" 
"S1807-59322015001000714-scl","Extramedullary versus intramedullary tibial alignment technique in total knee arthroplasty: A meta-analysis of randomized controlled trials","Zeng, Huan Bei, Ying, Xiao Zhou, Chen, Guang Jun, Yang, Xia Qing, Lin, Duo Duo, Li, Zhi Jie, Liu, Hai Xiao","Clinics; 70(10); 714-719","Clinics","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322015001000714&lang=pt" 
"S0080-62342015000500783-scl","Triage at the Emergency Department: association between triage levels and patient outcome","Becker, Juliana Barros, Lopes, Maria Carolina Barbosa Teixeira, Pinto, Meiry Fernanda, Campanharo, Cassia Regina Vancini, Barbosa, Dulce Aparecida, Batista, Ruth Ester Assayag","Revista da Escola de Enfermagem da USP; 49(5); 783-789","Revista da Escola de Enfermagem da USP","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000500783&lang=pt" 
"S0080-62342015000500733-scl","Child care and health rights: perspectives of adolescent mothers","Santos, Jaqueline Silva, Andrade, Raquel Dully, Pina, Juliana Coelho, Veríssimo, Maria de La Ó Ramallo, Chiesa, Anna Maria, Mello, Débora Falleiros de","Revista da Escola de Enfermagem da USP; 49(5); 733-740","Revista da Escola de Enfermagem da USP","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000500733&lang=pt" 
"S0102-36162015000500546-scl","Lesão do nervo safeno na retirada de 1 ou 2 tendões flexores na reconstrução do ligamento cruzado anterior","Padua, Vitor Barion Castro de, Nascimento, Paulo Emílio Dourado, Silva, Sergio Candido, Canuto, Sergio Marinho de Gusmão, Zuppi, Guilherme Nunes, Carvalho, Sebastião Marcos Ribeiro de","Revista Brasileira de Ortopedia; 50(5); 546-549","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500546&lang=pt" 
"S1816-79502015000500014-sza","Improving the accuracy of estimation of eutrophication state index using a remote sensing data-driven method: A case study of Chaohu Lake, China","Xiang, Bo, Song, Jing-Wei, Wang, Xin-Yuan, Zhen, Jing","Water SA; 41(5); 753-761","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500014&lang=pt" 
"S0102-36162015000500567-scl","Comunicação entre os nervos musculocutâneo e mediano no braço: estudo anatômico e implicações clínicas","Ballesteros, Luis Ernesto, Forero, Pedro Luis, Buitrago, Edna Rocío","Revista Brasileira de Ortopedia; 50(5); 567-572","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500567&lang=pt" 
"S0102-36162015000500489-scl","Viscossuplementacão no tratamento da osteoartrose do joelho: uma revisão da literatura","Ammar, Tiago Youssef, Pereira, Tomas Araujo Prado, Mistura, Saulo Luís Lopes, Kuhn, André, Saggin, José Idilio, Lopes Júnior, Osmar Valadão","Revista Brasileira de Ortopedia; 50(5); 489-494","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500489&lang=pt" 
"S0102-36162015000500573-scl","Síndrome do aprisionamento fascial do nervo torácico longo: escápula alada","Silva, Jefferson Braga, Gerhardt, Samanta, Pacheco, Ivan","Revista Brasileira de Ortopedia; 50(5); 573-577","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500573&lang=pt" 
"S0102-36162015000500586-scl","O efeito do plasma rico em plaquetas no reparo de lesões musculares em ratos","Quarteiro, Marcelo Luiz, Tognini, João Ricardo Filgueiras, Oliveira, Everton Lucas Flores de, Silveira, Izabelli","Revista Brasileira de Ortopedia; 50(5); 586-595","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500586&lang=pt" 
"S0102-36162015000500556-scl","Aspectos clínicos de pacientes com lesão traumática do plexo braquial após tratamento cirúrgico","Moraes, Frederico Barra de, Kwae, Mário Yoshihide, Silva, Ricardo Pereira da, Porto, Celmo Celeno, Magalhães, Daniel de Paiva, Paulino, Matheus Veloso","Revista Brasileira de Ortopedia; 50(5); 556-561","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500556&lang=pt" 
