"S0104-44782011000100004-scl","Capital social e democracia: a confiança realmente importa?","Santos, Manoel Leonardo, Rocha, Enivaldo Carvalho da","Revista de Sociologia e Política; 19(38); 43-64","Revista de Sociologia e Política","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782011000100004&lang=pt" 
"S0021-75572011000100006-scl","A restrição do crescimento fetal influencia a composição corporal na idade escolar?","Lima, Marilia C., Dantas, Henrique F., Amorim, Rosemary J. M., Lira, Pedro I. C.","Jornal de Pediatria; 87(1); 29-35","Jornal de Pediatria","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572011000100006&lang=pt" 
"S0021-75572011000100007-scl","Comportamento dos antitérmicos ibuprofeno e dipirona em crianças febris","Magni, Ana Maria, Scheffer, Daniel Kashiwamura, Bruniera, Paula","Jornal de Pediatria; 87(1); 36-42","Jornal de Pediatria","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572011000100007&lang=pt" 
"S0021-75572011000100008-scl","Folato, B6 e B12 na adolescência: níveis séricos, prevalência de inadequação de ingestão e alimentos contribuintes","Steluti, Josiane, Martini, Lígia A., Peters, Barbara S. E., Marchioni, Dirce M. L.","Jornal de Pediatria; 87(1); 43-49","Jornal de Pediatria","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572011000100008&lang=pt" 
"S0021-75572011000100009-scl","Incidência de epilepsia e distúrbios convulsivos na infância e sua associação com determinantes sociais: um estudo de coorte de nascimento","Nunes, Magda Lahorgue, Geib, Lorena Teresinha Consalter","Jornal de Pediatria; 87(1); 50-56","Jornal de Pediatria","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572011000100009&lang=pt" 
"S0021-75572011000100010-scl","Comparação de técnicas não invasivas para medir a pressão arterial em recém-nascidos","Ribeiro, Manoel A. S., Fiori, Humberto H., Luz, Jorge H., Piva, Jefferson P., Ribeiro, Nilza M. E., Fiori, Renato M.","Jornal de Pediatria; 87(1); 57-62","Jornal de Pediatria","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572011000100010&lang=pt" 
"S0021-75572011000100011-scl","Arquitetura do sono e perfil respiratório polissonográfico de crianças e adolescentes com fibrose cística","Ramos, Regina Terse Trindade, Salles, Cristina, Daltro, Carla Hilário da Cunha, Santana, Maria Angélica, Gregório, Paloma Baiardi, Acosta, Angelina Xavier","Jornal de Pediatria; 87(1); 63-69","Jornal de Pediatria","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572011000100011&lang=pt" 
"S0021-75572011000100012-scl","Análise das cepas de Streptococcus pneumoniae causadores de pneumonia invasiva: sorotipos e sensibilidade aos antimicrobianos","Yoshioka, Cristina R. M., Martinez, Marina B., Brandileone, Maria C. C., Ragazzi, Selma B., Guerra, Maria L. L. S., Santos, Silvia R, Shieh, Huei H., Gilio, Alfredo E.","Jornal de Pediatria; 87(1); 70-75","Jornal de Pediatria","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572011000100012&lang=pt" 
"S0021-75572011000100013-scl","Prevalência de anemia em pré-escolares e resposta ao tratamento com suplementação de ferro","Costa, Juliana T., Bracco, Mario M., Gomes, Paulo A. P., Gurgel, Ricardo Q.","Jornal de Pediatria; 87(1); 76-79","Jornal de Pediatria","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572011000100013&lang=pt" 
"S0100-736X2011000200001-scl","Anticoccidial effects of acetic acid on performance and pathogenic parameters in broiler chickens challenged with Eimeria tenella","Abbas, Rao Z., Munawar, Shokat H., Manzoor, Zahid, Iqbal, Zafar, Khan, Muhammad N., Saleemi, Muhammad K., Zia, Muhammad A., Yousaf, Arfan","Pesquisa Veterinária Brasileira; 31(2); 99-103","Pesquisa Veterinária Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000200001&lang=pt" 
"S0100-736X2011000200005-scl","Prevalência e fatores de risco associados à infecção por Toxoplasma gondii em granjas suinícolas tecnificadas no Estado de Alagoas","Valença, Rômulo Menna B., Mota, Rinaldo A., Anderlini, Giulliano A., Faria, Eduardo B. de, Cavalcanti, Érica F.S.T.F., Albuquerque, Pedro Paulo F., S. Neto, Orestes Luiz de, Guerra, Maria Madalena P.","Pesquisa Veterinária Brasileira; 31(2); 121-126","Pesquisa Veterinária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000200005&lang=pt" 
"S0100-736X2011000200006-scl","Influência da suplementação de vitamina E na profilaxia e tratamento da broncopneumonia moderada e grave em bezerros","Gonçalves, Roberto C., Rocha, Ana E.A., Silva, Andreza A. da, Takahira, Regina K., Chiacchio, Simone B.","Pesquisa Veterinária Brasileira; 31(2); 127-135","Pesquisa Veterinária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000200006&lang=pt" 
"S0100-736X2011000200015-scl","Frequencies of DEA blood types in a purebred canine blood donor population in Porto Alegre, RS, Brazil","Esteves, Vanessa Sinnott, Lacerda, Luciana de Almeida, Lasta, Camila Serina, Pedralli, Viviane, González, Félix H.D.","Pesquisa Veterinária Brasileira; 31(2); 178-181","Pesquisa Veterinária Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000200015&lang=pt" 
"S1984-46702011000100002-scl","Living in a caatinga-rocky field transitional habitat: ecological aspects of the whiptail lizard Cnemidophorus ocellifer (Teiidae) in northeastern Brazil","Menezes, Vanderlaine A, Sluys, Monique Van, Fontes, Angélica F, Rocha, Carlos F. D","Zoologia (Curitiba); 28(1); 8-16","Zoologia (Curitiba)","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702011000100002&lang=pt" 
"S1984-46702011000100007-scl","Atol das Rocas: an oasis for Octopus insularis juveniles (Cephalopoda: Octopodidae)","Bouth, Helena F, Leite, Tatiana S, Lima, Françoise D. de, Oliveira, Jorge E. Lins","Zoologia (Curitiba); 28(1); 45-52","Zoologia (Curitiba)","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702011000100007&lang=pt" 
"S1984-46702011000100008-scl","A case of leucism in the burrowing owl Athene cunicularia (Aves: Strigiformes) with confirmation of species identity using cytogenetic analysis","Nogueira, Denise M, Alves, Maria Alice S","Zoologia (Curitiba); 28(1); 53-57","Zoologia (Curitiba)","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702011000100008&lang=pt" 
"S1984-46702011000100009-scl","Eloria subapicalis (Lepidoptera: Noctuidae: Lymantriinae): rare and specialist species on Erythroxylum (Erythroxylaceae) in the cerrado","Diniz, Ivone R, Lepesqueur, Cintia, Milhomen, Michelle S, Bandeira, Fabiana C. S, Morais, Helena C","Zoologia (Curitiba); 28(1); 58-62","Zoologia (Curitiba)","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702011000100009&lang=pt" 
"S1984-46702011000100018-scl","Diet of margay, Leopardus wiedii, and jaguarundi, Puma yagouaroundi, (Carnivora: Felidae) in Atlantic Rainforest, Brazil","Bianchi, Rita de Cassia, Rosa, Aline F, Gatti, Andressa, Mendes, Sérgio L","Zoologia (Curitiba); 28(1); 127-132","Zoologia (Curitiba)","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702011000100018&lang=pt" 
"S1984-46702011000100019-scl","Single nucleotide polymorphisms from cytochrome b gene as a useful protocol in forensic genetics against the illegal hunting of manatees: Trichechus manatus, Trichechus inunguis, Trichechus senegalensis, and Dugong dugon (Eutheria: Sirenia)","Ferreira, Paula Braga, Torres, Rodrigo A, Garcia, José Eduardo","Zoologia (Curitiba); 28(1); 133-138","Zoologia (Curitiba)","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702011000100019&lang=pt" 
"S1984-46702011000100010-scl","The effects of four types of anthropogenic disturbances on composition and abundance of terrestrial isopods (Isopoda: Oniscidea)","Magrini, Mariana J, Freitas, André V. L, Uehara-Prado, Marcio","Zoologia (Curitiba); 28(1); 63-71","Zoologia (Curitiba)","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702011000100010&lang=pt" 
"S1984-46702011000100014-scl","Morphological description of Dipturus mennii (Chondrichthyes: Elasmobranchii: Rajidae) and its differentiation from Dipturus trachyderma","Moreira, Renan A, Gomes, Ulisses L, Carvalho, Marcelo R. de","Zoologia (Curitiba); 28(1); 97-111","Zoologia (Curitiba)","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702011000100014&lang=pt" 
"S0004-27302011000100013-scl","Orbital pseudotumor: a differential diagnosis of Graves&#039; ophthalmopathy","Caminha, Luciana Souza Cruz, Pinto, Elisa Rebelo, Sousa, Priscila Alves Medeiros de, Oliveira, Ricardo Andrade, Conceiçao, Flavia Lucia, Vaisman, Mario","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(1); 85-88","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000100013&lang=pt" 
"S0004-27302011000100012-scl","Increased levothyroxine requirement in a woman with previously well-controlled hypothyroidism and intestinal giardiasis","Radaeli, Rafael de Figueiredo, Diehl, Leandro Arthur","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(1); 81-84","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000100012&lang=pt" 
"S0004-27302011000100010-scl","Clinical and molecular aspects of a pediatric metachronous adrenocortical tumor","Lima, Lorena de Oliveira, Lerario, Antonio Marcondes, Alencar, Guilherme Asmar, Brito, Luciana Pinto, Almeida, Madson Queiroz, Domenice, Sorahia, Latronico, Ana Claudia, Mendonca, Berenice Bilharinho, Fragoso, Maria Candida Barrison Villares","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(1); 72-77","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000100010&lang=pt" 
"S0004-27302011000100004-scl","Avaliação de fatores clínicos, laboratoriais e ultrassonográficos preditores de malignidade em nódulos tiroidianos","Rio, Ana Luiza Silva, Biscolla, Rosa Paula Mello, Andreoni, Danielle Macellaro, Camacho, Cléber Pinto, Nakabashi, Cláudia Cristina Doimo, Mamone, Maria da Conceição de Oliveira Carneiro, Ikejiri, Elza Setsuku, Matsumura, Luiza K., Hidal, Jairo Tabacow, Maciel, Rui Monteiro de Barros, Furlanetto, Reinaldo Perrone","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(1); 29-37","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000100004&lang=pt" 
"S0004-27302011000100005-scl","Relation of uric acid with components of metabolic syndrome before and after Roux-en-Y gastric bypass in morbidly obese subjects","Serpa Neto, Ary, Rossi, Felipe Martin Bianco, Valle, Leonardo Guedes Moreira, Teixeira, Gabriel Kushiyama, Rossi, Marçal","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(1); 38-45","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000100005&lang=pt" 
"S0004-27302011000100006-scl","Efeito da estreptozotocina sobre os perfis glicêmico e lipídico e o estresse oxidativo em hamsters","Silva, Maísa, Lima, Wanderson Geraldo de, Silva, Marcelo Eustáquio, Pedrosa, Maria Lucia","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(1); 46-53","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000100006&lang=pt" 
"S0004-27302011000100014-scl","Metformina: mais uma interação medicamentosa no tratamento do hipotireoidismo?","Moreira, Rodrigo O., Moreira, Geni O.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(1); 89-90","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000100014&lang=pt" 
"S0004-27302011000100009-scl","New mutation in the CASR gene in a family with familial hypocalciuric hypercalcemia (FHH) and neonatal severe hyperparathyroidism (NSHPT)","Rodrigues, Luiza Souza, Cáu, Ana Carolina Arias, Bussmann, Luciane Zgoda, Bastida, Gabriela, Brunetto, Oscar H., Corrêa, Pedro Henrique Silveira, Martin, Regina Matsunaga","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(1); 67-71","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000100009&lang=pt" 
"S0004-27302011000100001-scl","Tissue-specific effects of mutations in the thyroid hormone transporter MCT8","Kersseboom, Simone, Visser, Theo J.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(1); 1-5","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000100001&lang=pt" 
"S0004-27302011000100002-scl","Dificuldades e armadilhas no diagnóstico da síndrome dos ovários policísticos","Marcondes, José Antonio Miguel, Barcellos, Cristiano Roberto Grimaldi, Rocha, Michelle Patrocínio","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(1); 6-15","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000100002&lang=pt" 
"S0004-27302011000100003-scl","Controle hormonal dos adenomas hipofisários pela cirurgia transesfenoidal: evolução dos resultados nos primeiros cinco anos de experiência","Barbosa, Erika Ribeiro, Zymberg, Samuel Tau, Santos, Rodrigo de Paula, Machado, Helio Rubens, Abucham, Julio","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(1); 16-28","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000100003&lang=pt" 
"S0213-91112011000100012-spa","Comunidades sordas: ¿pacientes o ciudadanas?","Muñoz-Baell, Irma M., Ruiz-Cantero, María Teresa, Álvarez-Dardet, Carlos, Ferreiro-Lago, Emilio, Aroca-Fernández, Eva","Gaceta Sanitaria; 25(1); 72-78","Gaceta Sanitaria","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112011000100012&lang=pt" 
"S1130-14732011000100002-esp","Tratamiento de los tumores cerebrales intrínsecos de áreas motoras elocuentes: Resultados de un protocolo basado en la navegación, tractografía y monitorización neurofisiológica de estructuras corticales y subcorticales","González-Darder, J.M., González-López, P., Talamantes-Escribá, F., García-March, G., Roldán-Badía, P., Quilis-Quesada, V., Verdú-López, F., Bordes-García, V., Botella-Maciá, L., Masbout, G., Cortés-Doñate, V., Belloch-Ugarte, V.","Neurocirugía; 22(1); 23-35","Neurocirugía","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-14732011000100002&lang=pt" 
"S0102-69092011000100003-scl","Individualismo e partidarismo em doze estados brasileiros","Melo, Carlos Ranulfo","Revista Brasileira de Ciências Sociais; 26(75); 57-71","Revista Brasileira de Ciências Sociais","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092011000100003&lang=pt" 
"S0102-69092011000100002-scl","Classe social e desigualdade de saúde no Brasil","Santos, José Alcides Figueiredo","Revista Brasileira de Ciências Sociais; 26(75); 27-55","Revista Brasileira de Ciências Sociais","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092011000100002&lang=pt" 
"S1025-02552011000100001-cub","El futuro de Cuba tiene que ser necesariamente un futuro de hombres de ciencia. Fidel Castro Ruz (15 de enero de 1960)","Santana Álvarez, Jorge","Revista Archivo Médico de Camagüey; 15(1); 1-2","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000100001&lang=pt" 
"S1025-02552011000100003-cub","Intervención educativa sobre conocimientos de los factores de riesgos y su influencia en pacientes con episodio de urgencia hipertensiva","Ruiz Cobiella, Dania María, García Martínez Moles, Aymara, Antunez Taboada, Jesús, Rodríguez Correa, Leise","Revista Archivo Médico de Camagüey; 15(1); 1-12","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000100003&lang=pt" 
"S1025-02552011000100004-cub","Intervención educativa sobre Diabetes Mellitus en pacientes portadores de la enfermedad","Ruiz Cobiella, Dania María, García Martínez Moles, Aymara, Antunez Taboada, Jesús, Rodríguez Correa, Leise","Revista Archivo Médico de Camagüey; 15(1); 1-8","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000100004&lang=pt" 
"S1025-02552011000100005-cub","Modificaciones anatomofuncionales del ventrículo izquierdo en el paciente hipertenso","Santana Téllez, Tomás Noel, Rodríguez Acosta, Regino, Monteagudo Canto, Alina, del Águila Grandez, Angie","Revista Archivo Médico de Camagüey; 15(1); 1-10","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000100005&lang=pt" 
"S1025-02552011000100006-cub","Eficacia del láser en el tratamiento de la pulpitis aguda serosa","Fernández Carmenate, Neisy, Martín Reyes, Odalys, Travieso Gutiérrez, Yusimi, Ferrales Díaz, Yisel","Revista Archivo Médico de Camagüey; 15(1); 1-9","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000100006&lang=pt" 
"S1025-02552011000100007-cub","Resultados de la aplicación de la terapia neural en la lumbalgia inespecífica","Medrano García, Roberto, Varela Hernández, Ariel, de la Torre Rosés, Marlen, Mendoza Cisneros, Rafael, Acosta Davison, Yamila","Revista Archivo Médico de Camagüey; 15(1); 1-11","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000100007&lang=pt" 
"S1025-02552011000100008-cub","Relevancia epidemiológica de vectores presentes en un Área de Salud de Camagüey","Diéguez Fernández, Lorenzo, Prada Noy, Yasnaya, Guerra Murgas, Niester, Cabrera Fernández, Sonia María","Revista Archivo Médico de Camagüey; 15(1); 1-9","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000100008&lang=pt" 
"S1025-02552011000100010-cub","Uso de ceftriaxona en monodosis para el tratamiento de la otitis media aguda supurada en pacientes de edad pediátrica","Álvarez Amador, Héctor Eduardo, García García, Eneyda Guarina, Santana Álvarez, Jorge, Castillo Toledo, Luis, Iglesias Soliz, Juan Manuel","Revista Archivo Médico de Camagüey; 15(1); 1-11","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000100010&lang=pt" 
"S1025-02552011000100011-cub","Comportamiento de algunas infecciones nosocomiales en una unidad de cuidados intermedios polivalente","Sarduy Ramos, Carlos Miguel, Artuñedo Gómez, Gladys, Basulto Barroso, Manuel, Barrameda Pérez, Carlos","Revista Archivo Médico de Camagüey; 15(1); 1-11","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000100011&lang=pt" 
"S1025-02552011000100012-cub","Estrategia educativa para la prevención del parasitismo en edades pediátricas","Estrada Rodríguez, Janice, Amargós Ramírez, Jaqueline, Cabrera Fernández, Sonia, Peña Marrero, Mahé, Rubio López, Elena","Revista Archivo Médico de Camagüey; 15(1); 1-11","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000100012&lang=pt" 
"S1025-02552011000100013-cub","Implementación de estrategias sostenibles en el control de vectores de la Universidad Médica de Camagüey","Estévez Espinosa, Nairys, García Medina, Erlán, Diéguez Fernández, Lorenzo","Revista Archivo Médico de Camagüey; 15(1); 1-9","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000100013&lang=pt" 
"S1025-02552011000100014-cub","Lavado articular por punción en pacientes con osteoartritis de la rodilla","Álvarez López, Alejandro, García Lorenzo, Yenima, García Lorenzo, Maruldis","Revista Archivo Médico de Camagüey; 15(1); 1-9","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000100014&lang=pt" 
"S1025-02552011000100020-cub","Meniscectomía artroscópica: principios básicos","Álvarez López, Alejandro, García Lorenzo, Yenima, Puentes Álvarez, Antonio, Marrero Pons, Roberto","Revista Archivo Médico de Camagüey; 15(1); 1-9","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000100020&lang=pt" 
"S1025-02552011000100021-cub","Osteoartritis unicompartimental de la rodilla: enfoque actual","Álvarez López, Alejandro, García Lorenzo, Yenima, García Lorenzo, Maruldis, Gutiérrez Blanco, Mario","Revista Archivo Médico de Camagüey; 15(1); 1-9","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000100021&lang=pt" 
"S1025-02552011000100002-cub","Técnica novedosa para favorecer la funcionalidad en parejas jóvenes en la etapa de formación","Pernas Álvarez, Isis Angélica","Revista Archivo Médico de Camagüey; 15(1); 1-3","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000100002&lang=pt" 
"S1025-02552011000100009-cub","Acción analgésica de la digitopuntura previa al tratamiento estomatológico convencional en las pulpitis agudas","Betancourt Gamboa, Kenia, Barciela Calderón, Julio, Guerra Menéndez, Julio, Alberti Vázquez, Lissette, Rodríguez Ramos, Sonia","Revista Archivo Médico de Camagüey; 15(1); -","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000100009&lang=pt" 
