"S0718-27242013000200004-chl","Building a Sustainable Competitive Advantage","Srivastava, Mukesh, Franklin, Andy, Martinette, Louis","Journal of technology management &amp; innovation; 8(2); 47-60","Journal of technology management &amp; innovation","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242013000200004&lang=pt" 
"S1020-49892013000500003-spa","Metodologia de implementação de práticas preventivas ao uso de drogas na atenção primária latino-americana","Costa, Pedro Henrique Antunes da, Mota, Daniela Cristina Belchior, Cruvinel, Erica, Paiva, Fernando Santana de, Ronzani, Telmo Mota","Revista Panamericana de Salud Pública; 33(5); 325-331","Revista Panamericana de Salud Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892013000500003&lang=pt" 
"S1020-49892013000500004-spa","Tuberculosis patients in the Dominican Republic face severe direct and indirect costs and need social protection","Mauch, Verena, Melgen, Ricardo, Marcelino, Belkys, Acosta, Ivelisse, Klinkenberg, Eveline, Suarez, Pedro","Revista Panamericana de Salud Pública; 33(5); 332-339","Revista Panamericana de Salud Pública","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892013000500004&lang=pt" 
"S1020-49892013000500005-spa","Social class, health inequalities, and health-related behaviors of working people in Chile","Rocha, Kátia Bones, Muntaner, Carles, González Rodríguez, María José, Baksai, Pamela Bernales, Vallebuona, Clelia, Borrell, Carme, Solar, Orielle","Revista Panamericana de Salud Pública; 33(5); 340-348","Revista Panamericana de Salud Pública","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892013000500005&lang=pt" 
"S1020-49892013000500007-spa","Desenvolvimento e aplicação de um novo índice para avaliação do pré-natal","Silva, Esther Pereira da, Lima, Roberto Teixeira, Costa, Maria José de Carvalho, Batista Filho, Malaquias","Revista Panamericana de Salud Pública; 33(5); 356-362","Revista Panamericana de Salud Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892013000500007&lang=pt" 
"S1020-49892013000500008-spa","Estudio epidemiológico de los casos de triquinelosis registrados en la provincia de Santa Fe, Argentina, 1998-2009","Sequeira, Gabriel J., Dalla Fontana, María L., Zbrun, María V., Soto, Lorena P., Frizzo, Laureano S., Zarazaga, María del Pilar, Sanchez, Inés C., Signorini, Marcelo L.","Revista Panamericana de Salud Pública; 33(5); 363-369","Revista Panamericana de Salud Pública","Espanhol","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892013000500008&lang=pt" 
"S0185-12762013000100001-mex","Presentación","","Anales del Instituto de Investigaciones Estéticas; 35(102); 5-9","Anales del Instituto de Investigaciones Estéticas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-12762013000100001&lang=pt" 
"S0185-12762013000100010-mex","Olor a tierra en los muros","González Cruz Manjarrez, Maricela","Anales del Instituto de Investigaciones Estéticas; 35(102); 271-274","Anales del Instituto de Investigaciones Estéticas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-12762013000100010&lang=pt" 
"S0185-12762013000100011-mex","Proyectos colectivos del IIE","","Anales del Instituto de Investigaciones Estéticas; 35(102); 289-293","Anales del Instituto de Investigaciones Estéticas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-12762013000100011&lang=pt" 
"S0185-12762013000100002-mex","Ciencia y arte en dos publicaciones astronómicas novohispanas del siglo XVIII","Moreno Corral, Marco Arturo","Anales del Instituto de Investigaciones Estéticas; 35(102); 11-31","Anales del Instituto de Investigaciones Estéticas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-12762013000100002&lang=pt" 
"S0185-12762013000100003-mex","Henri, Heinrich, Enrique Herz: La invención de un artista romántico en el México decimonónico","Bítrán Goren, Yael","Anales del Instituto de Investigaciones Estéticas; 35(102); 33-64","Anales del Instituto de Investigaciones Estéticas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-12762013000100003&lang=pt" 
"S0185-12762013000100004-mex","Barbie en Palenque, o la manufactura de lo intangible","Carreón Blaine, Emilie","Anales del Instituto de Investigaciones Estéticas; 35(102); 65-91","Anales del Instituto de Investigaciones Estéticas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-12762013000100004&lang=pt" 
"S0185-12762013000100005-mex","Giorgio Morandi and the &quot;Return to Order&quot;: From Pittura Metafisica to Regionalism, 1917-1928","Aguirre, Mariana","Anales del Instituto de Investigaciones Estéticas; 35(102); 93-124","Anales del Instituto de Investigaciones Estéticas","Inglês","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-12762013000100005&lang=pt" 
"S0185-12762013000100006-mex","Nuevas reflexiones sobre las pinturas incrustadas de concha y el trabajo de Juan y Miguel González","Ocaña Ruiz, Sonia I.","Anales del Instituto de Investigaciones Estéticas; 35(102); 125-176","Anales del Instituto de Investigaciones Estéticas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-12762013000100006&lang=pt" 
"S0185-12762013000100007-mex","Los grabados de Federico Cantú y los dibujos de Juan Nepomuceno Herrera","Sifuentes Rodríguez, María del Carmen","Anales del Instituto de Investigaciones Estéticas; 35(102); 179-246","Anales del Instituto de Investigaciones Estéticas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-12762013000100007&lang=pt" 
"S0185-12762013000100008-mex","&quot;Verdad y borrones...&quot; Un manuscrito novohispano sobre lo cotidiano del quehacer arquitectónico","Lorenzo Macías, José María","Anales del Instituto de Investigaciones Estéticas; 35(102); 247-255","Anales del Instituto de Investigaciones Estéticas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-12762013000100008&lang=pt" 
"S0185-12762013000100009-mex","Enhorabuena: La Licenciatura en Historia del Arte","Galindo Villavicencio, María Xóchitl","Anales del Instituto de Investigaciones Estéticas; 35(102); 259-268","Anales del Instituto de Investigaciones Estéticas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-12762013000100009&lang=pt" 
"S0872-81782013000300001-prt","Hemorragia digestiva obscura na insuficiência renal crónica","Félix, Julieta","Jornal Português de Gastrenterologia; 20(3); 95-96","Jornal Português de Gastrenterologia","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782013000300001&lang=pt" 
"S0872-81782013000300002-prt","Insuficiência renal crónica em hemodiálise: um fator de risco independente para angiodisplasias na enteroscopia por videocápsula na hemorragia digestiva obscura","Herculano, Rita, Bispo, Miguel, Barreiro, Pedro, Couto, Gilberto, Santos, Sofia, Chagas, Cristina, Matos, Leopoldo","Jornal Português de Gastrenterologia; 20(3); 97-102","Jornal Português de Gastrenterologia","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782013000300002&lang=pt" 
"S0872-81782013000300003-prt","Sépsis e disfunção múltipla de órgãos na cirrose hepática","Militão, Isabel, Carrola, Paulo, Presa, José","Jornal Português de Gastrenterologia; 20(3); 103-111","Jornal Português de Gastrenterologia","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782013000300003&lang=pt" 
"S0872-81782013000300004-prt","Uma causa rara para um sintoma comum","Velosa, José","Jornal Português de Gastrenterologia; 20(3); 112-116","Jornal Português de Gastrenterologia","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782013000300004&lang=pt" 
"S0872-81782013000300005-prt","Ascaridíase diagnosticada por colonoscopia","Campos, Rui, Gomes, Eva","Jornal Português de Gastrenterologia; 20(3); 117-118","Jornal Português de Gastrenterologia","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782013000300005&lang=pt" 
"S0872-81782013000300006-prt","Fístulas biliodigestivas litiásicas: (a propósito de 3 casos clínicos)","Jorge, João Xavier, Sousa, Luís António de, Panão, Edgard Augusto, Campos, Mário Júlio, Gonçalves, António, Vale, Abel Cardoso do, Pontes, Fausto Afonso","Jornal Português de Gastrenterologia; 20(3); 119-122","Jornal Português de Gastrenterologia","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782013000300006&lang=pt" 
"S0872-81782013000300007-prt","Linfoma intestinal de células T e doença celíaca","Semedo, Flávia, Quintaneiro, Cláudio, Silva, Rosário Santos, Loureiro, Luísa, Dias, Raquel, Guedes, Fátima, Pereira, Amélia","Jornal Português de Gastrenterologia; 20(3); 123-127","Jornal Português de Gastrenterologia","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782013000300007&lang=pt" 
"S0872-81782013000300008-prt","Síndrome de Klippel-Trenaunay-Weber: Hemorragia gastrointestinal em doente jovem","Fernandes, Carlos, Alberto, Luís, Pinho, Rolando, Veloso, Ricardo, Pinto-Pais, Teresa, Carvalho, João, Fraga, José","Jornal Português de Gastrenterologia; 20(3); 128-131","Jornal Português de Gastrenterologia","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782013000300008&lang=pt" 
"S0872-81782013000300009-prt","Endo-SPONGE® treatment for anastomotic leakage after colorectal surgery","Veloso, Nuno, Silva, João Dinis, Carvalho, Manuel, Rosa, Isadora, Medeiros, Isabel, Gonçalves, Lurdes, Godinho, Rogério, Viveiros, Celeste","Jornal Português de Gastrenterologia; 20(3); 132-135","Jornal Português de Gastrenterologia","Inglês","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782013000300009&lang=pt" 
"S0872-81782013000300010-prt","An uncommon cause of upper gastrointestinal bleeding: Epiphrenic esophageal diverticulum","Monsanto, Pedro, Andrade, José Paulo, Almeida, Nuno, Gouveia, Hermano, Sofia, Carlos","Jornal Português de Gastrenterologia; 20(3); 136-137","Jornal Português de Gastrenterologia","Inglês","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782013000300010&lang=pt" 
"S0872-81782013000300011-prt","A rare cause of rectal ulceration","Silva, João Dinis, Veloso, Nuno, Godinho, Rogério, Gonçalves, Lurdes, Medeiros, Isabel, Viveiros, Celeste","Jornal Português de Gastrenterologia; 20(3); 138-139","Jornal Português de Gastrenterologia","Inglês","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782013000300011&lang=pt" 
"S0718-16202013000200001-chl","Fusarium crown rot disease: biology, interactions, management and function as a possible sensor of global climate change","Moya-Elizondo, Ernesto A","Ciencia e investigación agraria; 40(2); 235-252","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200001&lang=pt" 
"S0718-16202013000200002-chl","A comparative cost analysis for using compost derived from anaerobic digestion as a peat substitute in a commercial plant nursery","Restrepo, Adriana P, García García, José, Moral, Raúl, Vidal, Fernando, Pérez-Murcia, María D, Bustamante, María Á, Paredes, Concepción","Ciencia e investigación agraria; 40(2); 253-264","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200002&lang=pt" 
"S0718-16202013000200003-chl","Structural Equation Modeling of lifestyles and consumer attitudes towards organic food by income: a Spanish case study","Olivas, Raquel, Díaz, Mónica, Bernabéu, Rodolfo","Ciencia e investigación agraria; 40(2); 265-277","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200003&lang=pt" 
"S0718-16202013000200004-chl","Current state of and perspectives on cocoa production in Mexico","Díaz-José, Oscar, Aguilar-Ávila, Jorge, Rendón-Medel, Roberto, Santoyo-Cortés, V. Horacio","Ciencia e investigación agraria; 40(2); 279-289","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200004&lang=pt" 
"S0718-16202013000200005-chl","A scenario for the conversion of Common Agricultural Policy payments in Spain after the 2011 legislative proposals","Andrés, Silvia, García, José M, Compés, Raúl","Ciencia e investigación agraria; 40(2); 291-306","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200005&lang=pt" 
"S0718-16202013000200006-chl","An evaluation of orange and clear traps with pear ester to monitor codling moth (Lepidoptera: Tortricidae) in apple orchards","Barros-Parada, Wilson, Knight, Alan L, Basoalto, Esteban, Fuentes-Contreras, Eduardo","Ciencia e investigación agraria; 40(2); 307-315","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200006&lang=pt" 
"S0718-16202013000200007-chl","Movement between crops and weeds: temporal refuges for aphidophagous insects in Central Chile","Villegas, Cinthya M, Verdugo, Jaime A, Grez, Audrey A, Tapia, Jaime, Lavandero, Blas","Ciencia e investigación agraria; 40(2); 317-326","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200007&lang=pt" 
"S0718-16202013000200008-chl","Prevalence and pathogenicity of fungi associated with grapevine trunk diseases in Chilean vineyards","Díaz, Gonzalo A, Auger, Jaime, Besoain, Ximena, Bordeu, Edmundo, Latorre, Bernardo A","Ciencia e investigación agraria; 40(2); 327-339","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200008&lang=pt" 
"S0718-16202013000200009-chl","Molluscicidal effects of saponin-rich plant extracts on the grey field slug","González-Cruz, Diego, San Martín, Ricardo","Ciencia e investigación agraria; 40(2); 341-349","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200009&lang=pt" 
"S0718-16202013000200010-chl","Determination of homogeneous edaphoclimatic zones for the secondary forests of Nothofagus dombeyi in central-southern Chile","Esse, Carlos, Donoso, Pablo J, Gerding, Víctor, Encina-Montoya, Francisco","Ciencia e investigación agraria; 40(2); 351-360","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200010&lang=pt" 
"S0718-16202013000200011-chl","A potential nutritional modifier for predicting primary productivity of Pinus radiata in New Zealand using a simplified radiation-use efficiency model","Bown, Horacio E, Mason, Euan G, Watt, Michael S, Clinton, Peter W","Ciencia e investigación agraria; 40(2); 361-374","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200011&lang=pt" 
"S0718-16202013000200012-chl","Selection of rice genotypes (Oryza sativa) with high nitrogen agronomic efficiency in an Acuic Durixererts soil, central-southern Chile","Quezada, Celerino, Hernaíz, Santiago, Vidal, Iván, Alvarado, Roberto, Gallegos, Rubén, Yañez, Wilson","Ciencia e investigación agraria; 40(2); 375-385","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200012&lang=pt" 
"S0718-16202013000200013-chl","Quantitative differentiation between soil organic carbon and biochar carbon in Aridisol","Lara, Nelson, Figueroa, Leonardo, Carvajal, Fabiola, Zapata, Yubinza, Urbina, Camilo, Escobar, Hugo","Ciencia e investigación agraria; 40(2); 387-395","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200013&lang=pt" 
"S0718-16202013000200014-chl","The effect of citric acid supplementation on growth performance, phosphorus absorption and retention in rainbow trout (Oncorhynchus mykiss) fed a low-fishmeal diet","Hernández, Adrián J, Satoh, Shuichi, Kiron, Viswanath","Ciencia e investigación agraria; 40(2); 397-406","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200014&lang=pt" 
"S0718-16202013000200015-chl","Side effects of the natural pesticide Spinosad (GF-120 Formulation) on Eretmocerus paulistus (Hymenoptera: Aphelinidae), a parasitoid of the whitefly Aleurothrixus floccosus (Hemiptera: Aleyrodidae), under laboratory conditions","Tello, Víctor, Díaz, Luis, Sánchez, Matías","Ciencia e investigación agraria; 40(2); 407-417","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200015&lang=pt" 
"S0718-16202013000200016-chl","Methods of performance evaluation for the supervised classification of satellite imagery in determining land cover classes","Souza, Carlos H. Wachholz de, Mercante, Erivelto, Prudente, Victor H. R., Justina, Diego D.D.","Ciencia e investigación agraria; 40(2); 419-428","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200016&lang=pt" 
"S0718-16202013000200017-chl","Scientific productivity and collaboration in viticulture and enology in Latin American countries","Aleixandre, José Luis, Bordeu, Edmundo, Aleixandre-Tudó, José Luis, Bolaños, Máxima, Aleixandre-Benavent, Rafael","Ciencia e investigación agraria; 40(2); 429-443","Ciencia e investigación agraria","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202013000200017&lang=pt" 
"S1029-30192013000500005-cub","Hemoglobinopatía SS y SC en lactantes. Repercusión de una paternidad no responsable","Cuadra Brown, Yolanda Alcira, Álvarez Valiente, Hilda G, Barroso Pineda, Nerilda, Góngora Subirós, Aurora, Ferrer Cuadra, Juan José","MEDISAN; 17(5); 773-783","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000500005&lang=pt" 
"S1029-30192013000500016-cub","Muerte por tuberculosis milliar","Marrero Rodríguez, Haidee","MEDISAN; 17(5); 862-866","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000500016&lang=pt" 
"S0034-98872013000500009-chl","Amebiasis: aspectos clínicos, terapéuticos y de diagnóstico de la infección","Chacín-Bonilla, Leonor","Revista médica de Chile; 141(5); 609-615","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500009&lang=pt" 
"S0034-98872013000500015-chl","Linfadenitis necrotizante histiocitaria: Comunicación de 3 casos","Sepúlveda P, Luis, Olivares A, Felipe, Munjin P, Aleksandar, Morán C, Nicolás","Revista médica de Chile; 141(5); 659-663","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500015&lang=pt" 
"S0034-98872013000500011-chl","Recomendaciones para la prevención del cáncer dadas por el Fondo Mundial para la Investigación sobre Cáncer (FMIC): análisis de la situación en Chile","Crovetto, Mirta, Uauy, Ricardo","Revista médica de Chile; 141(5); 626-636","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500011&lang=pt" 
"S0034-98872013000500006-chl","Síndrome de muerte súbita del lactante: prevalencia y cambios en los últimos años en Chile","Brockmann, Pablo E, Oyarzún, María Angélica, Villarroel, Luis, Bertrand, Pablo","Revista médica de Chile; 141(5); 589-594","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500006&lang=pt" 
"S0034-98872013000500013-chl","Adolescentes y consumo nocivo de alcohol Chile 2009: mirando a las políticas públicas","Villalón C, Marcelo, Cuellar, Caroll","Revista médica de Chile; 141(5); 644-651","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500013&lang=pt" 
"S0034-98872013000500001-chl","Experiencia de 18 años de cirugía de obesidad en la Pontificia Universidad Católica de Chile","Guzmán, Sergio, Manrique, Mónica, Raddatz, Alejandro, Norero, Enrique, Salinas, José, Achurra, Pablo, Funke, Ricardo, Boza, Camilo, Crovari, Fernando, Escalona, Alex, Pérez, Gustavo, Pimentel, Fernando, Klassen, Julietta, Ibáñez, Luis","Revista médica de Chile; 141(5); 553-561","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500001&lang=pt" 
"S0034-98872013000500002-chl","Mortalidad de la pancreatitis aguda: experiencia de 20 años en el Hospital Clínico Universidad de Chile","Gompertz, Macarena, Lara, Ivone, Fernández, Lara, Miranda, Juan Pablo, Mancilla, Carla, Watkins, Guillermo, Palavecino, Patricio, Berger, Zoltán","Revista médica de Chile; 141(5); 562-567","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000500002&lang=pt" 
