"S1692-88572014000100009-col","Mimesis en Platón y Adorno","Escobar Moncada, Jairo","Eidos; (20); 173-220","Eidos","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-88572014000100009&lang=pt" 
"S0123-77992014000100002-col","Arquitectura heterogénea para el procesamiento de los algoritmos de enjambres","Dávila-Guzmán, Maria A., Alfonso-Morales, Wilfredo, Caicedo-Bravo, Eduardo F.","Tecno Lógicas; 17(32); 11-20","Tecno Lógicas","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-77992014000100002&lang=pt" 
"S0123-77992014000100003-col","Efecto de las políticas de comercio y regulación en el nivel de satisfacción de los usuarios de telefonía móvil en Colombia","Prada-Ávila, Karen M., Díaz-Rueda, Silvia I., Nova-Arévalo, Néstor A.","Tecno Lógicas; 17(32); 21-31","Tecno Lógicas","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-77992014000100003&lang=pt" 
"S0123-77992014000100004-col","Control global del péndulo con rueda de reacción mediante regulación de energía y linealización extendida de las variables de estado","Montoya-Giraldo, Oscar D., Grisales-Noreña, Luis F., Correa-Ramírez, Víctor D., Giraldo-Buitrago, Didier","Tecno Lógicas; 17(32); 33-46","Tecno Lógicas","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-77992014000100004&lang=pt" 
"S0123-77992014000100005-col","Cálculo del umbral para detección de la onda R del complejo cardiaco","González-Barajas, Javier E.","Tecno Lógicas; 17(32); 47-55","Tecno Lógicas","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-77992014000100005&lang=pt" 
"S0123-77992014000100006-col","Impacto de aguas grises en propiedades físicas del suelo","Murcia-Sarmiento, Miguel L., Calderón-Montoya, Oscar G., Díaz-Ortiz, Jaime E.","Tecno Lógicas; 17(32); 57-65","Tecno Lógicas","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-77992014000100006&lang=pt" 
"S0123-77992014000100007-col","Plataforma virtual para el mando local y remoto de un brazo robótico de apoyo para la educación en ingeniería","Buitrago-Molina, José T., Carvajal-Guerrero, Juan S., Zapata-Castillo, Camilo A.","Tecno Lógicas; 17(32); 67-74","Tecno Lógicas","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-77992014000100007&lang=pt" 
"S1794-88862014000100001-col","Los campesinos del Caribe: Una perspectiva dominicana*","San Miguel, Pedro L.","Memorias: Revista Digital de Historia y Arqueología desde el Caribe; (22); 1-25","Memorias: Revista Digital de Historia y Arqueología desde el Caribe","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-88862014000100001&lang=pt" 
"S1794-88862014000100003-col","Añil, cacao y reses. Los negocios del indiano Esteban González de Linares en tiempos de mudanza, 1784-1796*","Lana-Berasain, José-Miguel","Memorias: Revista Digital de Historia y Arqueología desde el Caribe; (22); 52-80","Memorias: Revista Digital de Historia y Arqueología desde el Caribe","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-88862014000100003&lang=pt" 
"S1794-88862014000100002-col","La evolución del comercio exterior de Haití, 1915 - 1955*","Morales Álvarez, Rocío","Memorias: Revista Digital de Historia y Arqueología desde el Caribe; (22); 26-51","Memorias: Revista Digital de Historia y Arqueología desde el Caribe","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-88862014000100002&lang=pt" 
"S1794-88862014000100005-col","Colombia y la Doctrina Monroe: el caso del Ferrocarril de Panamá y las intervenciones estadounidenses en el Istmo","Correa R, Juan Santiago","Memorias: Revista Digital de Historia y Arqueología desde el Caribe; (22); 107-132","Memorias: Revista Digital de Historia y Arqueología desde el Caribe","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-88862014000100005&lang=pt" 
"S1794-88862014000100004-col","Ciencia y economía del guano:La Isla Mona en Puerto Rico, siglo XIX","Cortés Zavala, María Teresa, Uribe Salas, José Alfredo","Memorias: Revista Digital de Historia y Arqueología desde el Caribe; (22); 81-106","Memorias: Revista Digital de Historia y Arqueología desde el Caribe","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-88862014000100004&lang=pt" 
"S1794-88862014000100007-col","Los judíos prestamistas en Barranquilla durante la segunda mitad del siglo XIX: el caso de Don Nicolás Salcedo, José del Carmen Salcedo y Jacob Senior","Caballero Truyol, Tomas, Navarro Díaz, Luis, Sandoval Barros, Ricardo","Memorias: Revista Digital de Historia y Arqueología desde el Caribe; (22); 163-184","Memorias: Revista Digital de Historia y Arqueología desde el Caribe","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-88862014000100007&lang=pt" 
"S1794-88862014000100006-col","Gasto militar y políticas de excepción en la República de Cuba (1952-1965)","Silva Ardanuy, Francisco Manuel","Memorias: Revista Digital de Historia y Arqueología desde el Caribe; (22); 133-162","Memorias: Revista Digital de Historia y Arqueología desde el Caribe","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-88862014000100006&lang=pt" 
"S1794-88862014000100008-col","¡Vivas al Rey! y ¡Vivas a la patria!: el influjo del ceremonial público en las provincias de Santa Marta y Cartagena en tiempos de la independencia, 1808-1825","Pita Pico, Roger","Memorias: Revista Digital de Historia y Arqueología desde el Caribe; (22); 185-211","Memorias: Revista Digital de Historia y Arqueología desde el Caribe","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-88862014000100008&lang=pt" 
"S0121-32612014000100008-col","Cosmopolitización del desarrollo y coherencia de políticas: Nuevos desafíos para la agenda post 2015","Millán Acevedo, Natalia","Investigación y Desarrollo; 22(1); 169-187","Investigación y Desarrollo","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612014000100008&lang=pt" 
"S0121-32612014000100002-col","Las patentes como resultado de la cooperación en l+D en américa latina: Hechos y desafíos","Morales Valera, Rosa María, Sifontes, Domingo Alberto","Investigación y Desarrollo; 22(1); 22-38","Investigación y Desarrollo","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612014000100002&lang=pt" 
"S0121-32612014000100003-col","Estilos parentales y calidad de vida familiar en padres y madres de adolescentes de un establecimiento educacional de la ciudad de Chillán (Chile)","Ossa Cornejo, Carlos, Navarrete Acuña, Lucía, Jiménez Figueroa, Andrés","Investigación y Desarrollo; 22(1); 39-58","Investigación y Desarrollo","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612014000100003&lang=pt" 
"S0121-32612014000100001-col","Determinantes de la informalidad laboral: Un análisis para Colombia","Quejada Pérez, Raúl, Yánez Contrerasa, Martha, Cano Hernándeza, Kelly","Investigación y Desarrollo; 22(1); 2-21","Investigación y Desarrollo","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612014000100001&lang=pt" 
"S0121-32612014000100006-col","Percepciones de los ciudadanos de Barranquilla (Colombia) frente al gobierno electrónico","Arcila Calderón, Carlos, Monsalvo López, Carolina, Ramos Cortés, Adriana, Santrich Garzón, Cindy","Investigación y Desarrollo; 22(1); 121-146","Investigación y Desarrollo","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612014000100006&lang=pt" 
"S0121-32612014000100007-col","Internacionalización y cooperación universitaria: El caso de Cátedra Europa","J. de Peña, Carmen Helena, Jiménez Arrieta, Myriam","Investigación y Desarrollo; 22(1); 147-168","Investigación y Desarrollo","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612014000100007&lang=pt" 
"S0121-32612014000100004-col","Condiciones Socioeconómicas del pregrado de la Universidad de Pamplona (Norte de Santader - Colombia) *","Cancino, Susan, Peña Mantilla, Oswaldo Olivert, Velasco Mendoza, Javier Antonio","Investigación y Desarrollo; 22(1); 59-78","Investigación y Desarrollo","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612014000100004&lang=pt" 
"S0121-32612014000100005-col","Calidad de la educación superior a distancia y virtual: Un análisis de desempeño académico en Colombia*","Rodríguez Albor, Gustavo, Gómez Lorduy, Viviana, Ariza Dau, Marco","Investigación y Desarrollo; 22(1); 79-120","Investigación y Desarrollo","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612014000100005&lang=pt" 
"S1806-83242014000200005-scl","Diagnosing non-cavitated lesions in epidemiological studies: practical and scientific considerations","Carvalho, Joana Christina, Mestrinho, Heliana Dantas","Brazilian Oral Research; 28(spe); 1-7","Brazilian Oral Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-83242014000200005&lang=pt" 
"S1806-83242014000200004-scl","Use of dentifrices to prevent erosive tooth wear: harmful or helpful?","Magalhães, Ana Carolina, Wiegand, Annette, Buzalaf, Marília Afonso Rabelo","Brazilian Oral Research; 28(spe); 1-6","Brazilian Oral Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-83242014000200004&lang=pt" 
"S1806-83242014000200002-scl","Risk factors and the prevention of oral clefts","Gil-da-Silva-Lopes, Vera Lúcia, Monlleó, Isabella Lopes","Brazilian Oral Research; 28(spe); 1-5","Brazilian Oral Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-83242014000200002&lang=pt" 
"S0121-86972014000100008-col","Filling the gap: the Colombo árabes emergence as political actors in Barranquilla and the Caribbean region","Di Ricco, Massimo","Revista de Derecho; (41); 211-241","Revista de Derecho","Inglês","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-86972014000100008&lang=pt" 
"S0121-86972014000100009-col","La educación jurídica y la democracia en México bajo la perspectiva de John Dewey","Ordóñez Sedeño, Joaquín","Revista de Derecho; (41); 242-265","Revista de Derecho","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-86972014000100009&lang=pt" 
"S0121-86972014000100001-col","Las dinámicas de la ciudadanía: posibilidades de una ciudadanía alternativa para la Comuna 10 de Medellín (Colombia)","Ortiz Jiménez, William","Revista de Derecho; (41); 1-31","Revista de Derecho","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-86972014000100001&lang=pt" 
"S0121-86972014000100002-col","Las reglas de origen en los tratados de libre comercio","Maldonado Narváez, Marlon Iván","Revista de Derecho; (41); 32-50","Revista de Derecho","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-86972014000100002&lang=pt" 
"S0121-86972014000100003-col","Principios de la responsabilidad social empresarial en el ordenamiento jurídico colombiano","Ibarra Padilla, Adelaida María","Revista de Derecho; (41); 51-82","Revista de Derecho","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-86972014000100003&lang=pt" 
"S0121-86972014000100004-col","La consulta previa en la solución de conflictos socio-ambientales","Hillón Vega, Yulieth Teresa","Revista de Derecho; (41); 83-111","Revista de Derecho","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-86972014000100004&lang=pt" 
"S0121-86972014000100005-col","Represión jurisdiccional de la corrupción de directivos esclavos en las empresas del imperio romano (siglo II a. C. - siglo III d. C.)","Suárez Blázquez, Guillermo","Revista de Derecho; (41); 112-140","Revista de Derecho","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-86972014000100005&lang=pt" 
"S0121-86972014000100006-col","La crisis del UPAC a través de la mirada de los jueces. Un estudio de caso en la ciudad de Barranquilla (Colombia)","Vasquez Alfaro, Monica","Revista de Derecho; (41); 141-171","Revista de Derecho","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-86972014000100006&lang=pt" 
"S0121-86972014000100007-col","Reconceptualización del derecho a la libertad y seguridad personal: Análisis de la sentencia T-719/2003","Molinares, Viridiana","Revista de Derecho; (41); 172-210","Revista de Derecho","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-86972014000100007&lang=pt" 
"S0121-86972014000100011-col","El derecho político a demandar por inconstitucionalidad reformas constitucionales: límites y potencialidades","Castellanos Morales, Ethel Nataly, Castillo Sánchez, Camilo Ernesto","Revista de Derecho; (41); 316-349","Revista de Derecho","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-86972014000100011&lang=pt" 
"S0121-86972014000100010-col","Principios de la responsabilidad social empresarial en el ordenamiento jurídico colombiano","Ibarra Padilla, Adelaida María","Revista de Derecho; (41); 51-82","Revista de Derecho","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-86972014000100010&lang=pt" 
"S1851-17322014000100008-arg","La ventaja competitiva a través del turismo cultural: Un análisis según la percepción de los gestores del municipio de Ceará-Mirim, Natal - Brasil","Lima de Morais, Luciléia, Bezerra de Sena Júnior, Otávio, Fernandes Ferreira, Lissa Valéria","Estudios y perspectivas en turismo; 23(1); 131-155","Estudios y perspectivas en turismo","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322014000100008&lang=pt" 
"S1851-17322014000100009-arg","Los esquemas de certificacion de playas turisticas en America Latina: Evaluación del componente socio-cultural y el nivel participativo","Zielinski, Seweryn, Díaz Cano, Marlenny","Estudios y perspectivas en turismo; 23(1); 156-175","Estudios y perspectivas en turismo","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322014000100009&lang=pt" 
"S1851-17322014000100006-arg","Características para la futura oferta de alojamiento turístico en Cancún, México: Análisis probabilístico y regresión logística","Lagunas Puls, Sergio, Ramírez Pacheco, Julio César, Sonda de la Rosa, Ricardo","Estudios y perspectivas en turismo; 23(1); 101-114","Estudios y perspectivas en turismo","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322014000100006&lang=pt" 
"S1851-17322014000100007-arg","Turismo de intereses especiales y parques nacionales: Compatibilidad entre turismo de intereses especiales y gestión de parques nacionales","Espinosa S, Alejandro, Llancaman M, Leonardo, Sandoval B, Héctor","Estudios y perspectivas en turismo; 23(1); 115-130","Estudios y perspectivas en turismo","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322014000100007&lang=pt" 
"S1851-17322014000100004-arg","El marketing de afiliación como herramienta de comunicación y gestión de las agencias de viaje en el mercado virtual: Estudio del caso español","Rodríguez Vázquez, Clide, Martínez-Fernández, Valentín-Alejandro, Juanatey-Boga, Oscar, Rodríguez Fernández, Magdalena","Estudios y perspectivas en turismo; 23(1); 60-80","Estudios y perspectivas en turismo","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322014000100004&lang=pt" 
"S1851-17322014000100005-arg","Dinámica relacional y los festivales de música en los destinos turísticos de litoral: El caso del Alt Empordà - España","Prat Forga, Josep Mª, Cànoves Valiente, Gemma","Estudios y perspectivas en turismo; 23(1); 81-100","Estudios y perspectivas en turismo","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322014000100005&lang=pt" 
"S1851-17322014000100002-arg","Perfil de responsabilidad social empresarial del sector hotelero de la ciudad de Bucaramanga - Colombia","Sepúlveda Chaverra, Juan David, Ordoñez Quiñónez, Fabian, Prada, Carlos Andrés","Estudios y perspectivas en turismo; 23(1); 23-39","Estudios y perspectivas en turismo","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322014000100002&lang=pt" 
"S1851-17322014000100003-arg","Realidad aumentada y sistemas de recomendación grupales: Una nueva perspectiva en sistemas de destinos turísticos","Leiva, José L, Guevara, Antonio, Rossi, Carlos, Aguayo, Andrés","Estudios y perspectivas en turismo; 23(1); 40-59","Estudios y perspectivas en turismo","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322014000100003&lang=pt" 
"S1851-17322014000100001-arg","Inicios del turismo y actitudes de los residentes: El caso de Ibiza - España","Cardona, José Ramón, Serra Cantallops, Antoni","Estudios y perspectivas en turismo; 23(1); 01-22","Estudios y perspectivas en turismo","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322014000100001&lang=pt" 
"S1851-17322014000100011-arg","Parque Nacional Sierra de Itabaiana - Brasil: Una herramienta para el ecoturismo","Cunha Costa, Cristiano, Jane Gomes, Laura","Estudios y perspectivas en turismo; 23(1); 190-206","Estudios y perspectivas en turismo","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322014000100011&lang=pt" 
"S1851-17322014000100010-arg","La génesis de las ciudades turísticas: Un Análisis del proceso de urbanización turística de Portimão (Portugal)","Körössy, Nathália, Dias e Cordeiro, Itamar, Henriques Simões, José Manuel","Estudios y perspectivas en turismo; 23(1); 176-189","Estudios y perspectivas en turismo","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322014000100010&lang=pt" 
"S1678-77572014000100068-scl","Effect of cariogenic challenge on the stability of dentin bonds","BORGES, Fernanda Blos, KOCHHANN DE LIMA, Ellen Luisa, MACHADO, Fernanda Wiengartner, BOSCATO, Noeli, VAN DE SANDE, Francoise Helene, MORAES, Rafael Ratto de, CENCI, Maximiliano Sergio","Journal of Applied Oral Science; 22(1); 68-72","Journal of Applied Oral Science","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572014000100068&lang=pt" 
"S1678-77572014000100061-scl","Evaluation of cytotoxicity, antimicrobial activity and physicochemical properties of a calcium aluminate-based endodontic material","SILVA, Emmanuel Joao Nogueira Leal, HERRERA, Daniel Rodrigo, ROSA, Tiago Pereira, DUQUE, Thais Mageste, JACINTO, Rogerio Castilho, GOMES, Brenda Paula Figueiredo de Almeida, ZAIA, Alexandre Augusto","Journal of Applied Oral Science; 22(1); 61-67","Journal of Applied Oral Science","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572014000100061&lang=pt" 
"S1678-77572014000100073-scl","Social aspects of dental caries in the context of mother-child pairs","MOIMAZ, Suzely Adas Saliba, FADEL, Cristina Berger, LOLLI, Luiz Fernando, GARBIN, Clea Adas Saliba, GARBIN, Artenio Jose Isper, SALIBA, Nemre Adas","Journal of Applied Oral Science; 22(1); 73-78","Journal of Applied Oral Science","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572014000100073&lang=pt" 
"S1678-77572014000100044-scl","Influence of light-exposure methods and depths of cavity on the microhardness of dual-cured core build-up resin composites","YOSHIDA, Keiichi, MENG, Xiangfeng","Journal of Applied Oral Science; 22(1); 44-51","Journal of Applied Oral Science","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572014000100044&lang=pt" 
"S1678-77572014000100029-scl","Non-cross-linked collagen type I/III materials enhance cell proliferation: in vitro and in vivo evidence","WILLERSHAUSEN, Ines, BARBECK, Mike, BOEHM, Nicole, SADER, Robert, WILLERSHAUSEN, Brita, KIRKPATRICK, Charles James, GHANAATI, Shahram","Journal of Applied Oral Science; 22(1); 29-37","Journal of Applied Oral Science","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572014000100029&lang=pt" 
"S1678-77572014000100022-scl","Lack of correlation between tubular dentine cement penetration, adhesiveness and leakage in roots filled with gutta percha and an endodontic cement based on epoxy amine resin","MACHADO, Ricardo, SILVA NETO, Ulisses Xavier da, CARNEIRO, Everdan, FARINIUK, Luiz Fernando, WESTPHALEN, Vania Portela Ditzel, CUNHA, Rodrigo Sanches","Journal of Applied Oral Science; 22(1); 22-28","Journal of Applied Oral Science","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572014000100022&lang=pt" 
"S1678-77572014000100038-scl","Effect of fixed orthodontic appliances on salivary microbial parameters at 6 months: a controlled observational study","MARET, Delphine, MARCHAL-SIXOU, Christine, VERGNES, Jean-Noel, HAMEL, Olivier, GEORGELIN-GURGEL, Marie, VAN DER SLUIS, Lucas, SIXOU, Michel","Journal of Applied Oral Science; 22(1); 38-43","Journal of Applied Oral Science","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572014000100038&lang=pt" 
"S1678-77572014000100001-scl","Temporomandibular Disorder, facial pain and the need for high level information","CONTI, Paulo Cesar Rodrigues, BONJARDIM, Leonardo Rigoldi","Journal of Applied Oral Science; 22(1); 1-1","Journal of Applied Oral Science","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572014000100001&lang=pt" 
"S1678-77572014000100002-scl","TMJ response to mandibular advancement surgery: an overview of risk factors","VALLADARES-NETO, Jose, CEVIDANES, Lucia Helena, ROCHA, Wesley Cabral, ALMEIDA, Guilherme de Araujo, PAIVA, Joao Batista de, RINO-NETO, Jose","Journal of Applied Oral Science; 22(1); 2-14","Journal of Applied Oral Science","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572014000100002&lang=pt" 
"S1029-30192014000100009-cub","Estilo de vida y autopercepción sobre salud mental en el adulto mayor","Rosales Rodríguez, Reinalda de la C., García Diaz, Reina de La Caridad, Quiñones Macias, Eloina","MEDISAN; 18(1); 61-67","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100009&lang=pt" 
"S1029-30192014000100008-cub","Perfil epidemiológico, clínico y terapéutico de los quistes odontogénicos en Santiago de Cuba","Díaz Fernández, José Manuel, Puig Ravinal, Luis Emilio, Vives Folgar, Carmen Beatriz","MEDISAN; 18(1); 52-60","MEDISAN","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192014000100008&lang=pt" 
