"S0011-52581996000300005-scl","Teses Equivocadas sobre a Ordem Mundial Pós-Guerra Fria","Lima, Maria Regina Soares de","Dados; 39(3); -","Dados","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52581996000300005&lang=pt" 
"S0104-79301996000200014-scl","IRRADIATION OF CROTOXIN IN AQUEOUS SOLUTION:THE ROLE OF THE MAIN REACTIVE SPECIES IN STRUCTURAL AND BIOLOGICAL ALTERATIONS","Andriani, E. P.","Journal of Venomous Animals and Toxins; 2(2); 168-168","Journal of Venomous Animals and Toxins","Inglês","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-79301996000200014&lang=pt" 
"S0104-79301996000200013-scl","EFFECT OF Crotalus durissus terrificus (LAURENTI, 1768) AND Bothrops jararaca (WIED, 1824) VENOMS ON THE EVOLUTION OF EHRLICH ASCITES TUMOR","Silva, R. J. da","Journal of Venomous Animals and Toxins; 2(2); 167-167","Journal of Venomous Animals and Toxins","Inglês","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-79301996000200013&lang=pt" 
"S0104-79301996000200012-scl","ATTAINMENT AND EVALUATION OF ANTISERA RAISED AGAINST IRRADIATED WHOLE CROTALIC VENOM OR CROTOXIN IN 60 &lt;img SRC=&quot;http:/img/fbpe/jvat/v2n2/image2238.gif&quot;&gt;Co SOURE","Paula, R. A. de","Journal of Venomous Animals and Toxins; 2(2); 166-166","Journal of Venomous Animals and Toxins","Inglês","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-79301996000200012&lang=pt" 
"S0104-79301996000200002-scl","ANTITUMOR EFFECT OF SNAKE VENOMS","SILVA, R. J. DA, FECCHIO, D., BARRAVIERA, B.","Journal of Venomous Animals and Toxins; 2(2); 79-90","Journal of Venomous Animals and Toxins","Inglês","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-79301996000200002&lang=pt" 
"S0104-79301996000200004-scl","A SENSITIVE AND SPECIFIC IMMUNOASSAY FOR THE MEASUREMENT OF THE ANTIBODIES PRESENT IN HORSE ANTIVENOMS ENDOWED WITH THE CAPACITY TO BLOCK THE PHOSPHOLIPASE A2-DEPENDENT HEMOLYSIS INDUCED BY SNAKE VENOMS","ROCHA CAMPOS, A. C. M., FREITAS, M. C. W. DE, YAMAGUCHI, I. K., MARCELINO, J. R., DIAS DA SILVA, W.","Journal of Venomous Animals and Toxins; 2(2); 106-120","Journal of Venomous Animals and Toxins","Inglês","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-79301996000200004&lang=pt" 
"S0104-79301996000200008-scl","MEASUREMENT OF BRADYKININ, PROTEIN, Na+, Cl-, K+, AND Zn++ CONCENTRATIONS IN RAT URINE AFTER INTRAPERITONEAL INJECTION OF Tityus serrulatus VENOM","FERREIRA, L. A. F., BERGAMASCO, M., ANGNES, L.","Journal of Venomous Animals and Toxins; 2(2); 156-161","Journal of Venomous Animals and Toxins","Inglês","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-79301996000200008&lang=pt" 
"S0104-79301996000200001-scl","REVOLUTION IN SCIENTIFIC PUBLICATION","Barraviera, Benedito","Journal of Venomous Animals and Toxins; 2(2); 77-78","Journal of Venomous Animals and Toxins","Inglês","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-79301996000200001&lang=pt" 
"S0006-87051996000100023-scl","Influencia de diferentes especies de fungo micorrizico arbuscular no desenvolvimento do crisântemo","Silveira, Adriana Parada Dias da, Lima, Ana Maria Liner Pereira","Bragantia; 55(1); 177-184","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100023&lang=pt" 
"S0006-87051996000200021-scl","Calagem e adubação nitrogenada e potássica para o cafeeiro","Van Raij, Bernardo, Costa, Waldir Marques da, Igue, Toshio, Serra, José Renato Miranda, Guerreiro, Gustavo","Bragantia; 55(2); 347-355","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200021&lang=pt" 
"S0006-87051996000200001-scl","Teores de gordura e acidos graxos de clones de cacau nas condições do Vale do Ribeira (SP)","Tucci, Maria Luiza Sant&#039;Anna, Abreu, Mônica Ferreira de, Coral, Fausto Joaquim, Futino, Ana Maria, Alfonsi, L Rogério Remo, Saes, Luiz Alberto","Bragantia; 55(2); 207-213","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200001&lang=pt" 
"S0006-87051996000200023-scl","Resposta de cultivares de milho a zinco em solução nutritiva","Furlani, Angela Maria Cangiani, Furlani, Pedro Roberto","Bragantia; 55(2); 365-369","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200023&lang=pt" 
"S0006-87051996000200022-scl","Efeito da reação do solo no zinco extraído pelas soluções de dtpa e Mehlich-1","Abreu, Cleide Aparecida de, Van Raij, Bernardo","Bragantia; 55(2); 357-363","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200022&lang=pt" 
"S0006-87051996000200020-scl","Desenvolvimento de cultivares e espécies de pereira enxertados em plântulas de Taiwan Nashi-C na fase de formação de mudas","Barbosa, Wilson, Campo-Dall&#039;Orto, Fernando Antonio, Ojima, Mario, Martins, Fernando Picarelli, Castro, Jairo Lopes de","Bragantia; 55(2); 341-345","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200020&lang=pt" 
"S0006-87051996000200017-scl","Efeito da frequência de capinas na produção do cafeeiro","Toledo, Sérgio Vasco de, Moraes, Mário Vieira de, Barros, Inácio de","Bragantia; 55(2); 317-324","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200017&lang=pt" 
"S0006-87051996000200008-scl","Eficiência hospedeira de oito cultivares de bananeira a fitonematóides","Dinardo-Miranda, Leila Lucí, Teixeira, Luiz Antonio Junqueira","Bragantia; 55(2); 259-262","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200008&lang=pt" 
"S0006-87051996000200007-scl","Flutuação populacional de Enneothrips flavens moul. em cultivares de amendoim","Gabriel, Dalva, Novo, José Poleze Soares, Godoy, Ignácio José de, Barboza, João Pedro","Bragantia; 55(2); 253-257","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200007&lang=pt" 
"S0006-87051996000200005-scl","Novo processo de avaliação da adstringência dos frutos no melhoramento do caquizeiro","Campo-Dall&#039;orto, Fernando Antonio, Ojim, Mario, Barbosa, Wilson, Zullo, Marco Antonio Teixeira","Bragantia; 55(2); 237-243","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200005&lang=pt" 
"S0006-87051996000100001-scl","Indução de estruturas embriogênicas em tecidos de rizoma e pseudocaule de bananeira","Domingues, Edson Tobias, Tulmann Neto, Augusto, Mendes, Beatriz M. Januzzi","Bragantia; 55(1); 1-8","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100001&lang=pt" 
"S0006-87051996000100026-scl","Influência da brisa terra-mar no período de saturação da umidade do ar no interior de dois seringais de cultivo em Ubatuba(SP)","Pezzopane, José Eduardo Macedo, Ortolani, Altino Aldo, Godoy Jr., Gentil, Pezzopane, José Ricardo Macedo","Bragantia; 55(1); 201-205","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100026&lang=pt" 
"S0006-87051996000100020-scl","Anormalidades de tangerineiras &#039;poncã&#039;, no estado de Minas Gerais, provocadas por deficiência de boro","Quaggio, José A., Rossetti, Victoria, Chagas, Cesar M.","Bragantia; 55(1); 157-162","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100020&lang=pt" 
"S0006-87051996000100019-scl","Avaliação agronômica e de qualidade tecnológica de genótipos de trigo com irrigação por aspersão no estado de São Paulo","Felício, João Carlos, Camargo, Carlos Eduardo de Oliveira, Magno, Cristina de Paula Ribeiro dos Santos, Gallo, Paulo Boller, Pereira, José Carlos Vila Nova Alves, Pettinelli Junior, Armando","Bragantia; 55(1); 147-156","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100019&lang=pt" 
"S0006-87051996000100014-scl","Tratamentos pré-germinativos de sementes da palmeira inajá","Martins, Cibele Chalita, Silva, Walter Rodrigues da, Bovi, Marilene Leao Alves","Bragantia; 55(1); 123-128","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100014&lang=pt" 
"S0006-87051996000100010-scl","Patogenicidade de Meloidogyne exigua e M. incognita raça 1 a mudas de cafeeiros","Gonçalves, Wallace, Ferraz, Luiz Carlos Camargo Barbosa, Lima, Marinez Muraro Alues de, Silvarolla, Maria Bernadete","Bragantia; 55(1); 89-93","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100010&lang=pt" 
"S0006-87051996000100008-scl","Avaliação de progênies de algodoeiro para resistência à broca-da-raiz","Gridi-Papp, Imre Lajos, Cia, Edivaldo, Fuzatto, Milton Geraldo, Chiavegato, Ederaldo José, Sabino, José Carlos, Veiga, Ary de Arruda","Bragantia; 55(1); 75-81","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100008&lang=pt" 
"S0006-87051996000200004-scl","Temperatura letal de diferentes plantas frutíferas tropicais","Sentelhas, Paulo Cesar, Piza Júnior, Clovis Toledo, Sigristi, José Maria Monteiro, Kavati, Ryosuke, Parodi, Marco Túlio","Bragantia; 55(2); 201-235","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200004&lang=pt" 
"S0006-87051996000200009-scl","Ocorrência e sintomas da mancha de Ascochyta em feijão-vagem","Tanaka, Maria Aparecida de Souza, Ito, Margarida Fumiko, Dudienas, Christina, Yuki, Valdir Atsushi","Bragantia; 55(2); 263-268","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200009&lang=pt" 
"S0006-87051996000100002-scl","Efeito de diferentes concentrações do meio MS, nitrogênio e sacarose na micropropagação de crisântemo &#039;orange reagen&#039;","Oliveira, Patrícia Duarte de, Pasqual, Moacir, Paiva, Renato","Bragantia; 55(1); 9-18","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100002&lang=pt" 
"S0006-87051996000100003-scl","Micropropagação de cebola a partir de bulbinhos induzidos in vitro","Rodrigues, Benedita Maria, Pinto, José Eduardo Brasil P., Maluf, Wilson Roberto, Souza, Clóvis Maurílio de","Bragantia; 55(1); 19-28","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100003&lang=pt" 
"S0006-87051996000100004-scl","Caracterização botânica de cultivares de morangueiro","Queiroz Voltan, Rachel Benetti, Mendaçolli, Sigrid Luiza Jung, Passos, Francisco Antonio, Santos, Rui Ribeiro dos","Bragantia; 55(1); 29-44","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100004&lang=pt" 
"S0006-87051996000100006-scl","Caracterização do material de reserva em feijão-guandu, lablabe e mucuna","Seno, Maria Silvia, Gomes, Laurecir, Cortelazzo, Angelo Luiz","Bragantia; 55(1); 67-73","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100006&lang=pt" 
"S0006-87051996000100007-scl","Análise dialélica da capacidade combinatória de cultivares de tomateiro","Amaral Júnior, Antonio Teixeira do, Casali, Vicente Wagner Dias, Scapim, Carlos Alberto, Silva, Derly José Henriques da, Cruz, Cosme Damião","Bragantia; 55(1); 67-73","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100007&lang=pt" 
"S0006-87051996000100009-scl","Suscetibilidade de oito cultivares de bananeira à sigatoka-amarela na região de Marília (SP)","Teixeira, Luiz Antonio Junqueira, Ribeiro, Ivan José Antunes, Foltran, Dulcinéia Elizabete, Zamariolli, Luís Eduardo Rissato","Bragantia; 55(1); 83-87","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100009&lang=pt" 
"S0006-87051996000100011-scl","Hábito de crescimento de Colletotrichum gossypii e C. gossypii var. Cephalosporioides em sementes de algodoeiro","Tanaka, Maria Aparecida de Souza, Menten, José Otavio Machado, Machado, José da Cruz","Bragantia; 55(1); 95-104","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100011&lang=pt" 
"S0006-87051996000100012-scl","&quot;Mancha-cafe&quot; em soja: seleção para resistência e interação entre genótipos e épocas de inoculação","Lourençao, André Luiz, Miranda, Manoel Albino Coelho de, Costa, Alvaro Santos","Bragantia; 55(1); 105-116","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100012&lang=pt" 
"S0006-87051996000100013-scl","Seca-da-mangueira: XV. Resistência varietal a dois isolados de Ceratocystis fimbriata","Rossetto, Carlos J., Ribeiro, Ivan J.A., Igue, Toshio, Gallo, Paulo Boller","Bragantia; 55(1); 117-121","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100013&lang=pt" 
"S0006-87051996000100016-scl","Efeito da torção na regularidade e na quantidade de neps em fios de algodão de títulos Ne20, Ne30 e Ne40","Sabino, Nelson Paulieri, Kondo, Julio Isao, Gondim-Tomaz, Rose Marry Araújo","Bragantia; 55(1); 133-136","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100016&lang=pt" 
"S0006-87051996000100015-scl","Discriminação entre lotes de sementes de grão-de-bico mediante teste de envelhecimento artificial","Maeda, Jocely Andreuccetti, Wutke, Elaine Bahia","Bragantia; 55(1); 129-132","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100015&lang=pt" 
"S0006-87051996000100018-scl","Avaliação de cultivares de mandioca de mesa no Vale do Ribeira (SP)","Lorenzi, José Osmar, Saes, Luis A., Sakai, Mauro, Ribeiro, Ivan J. A., Lourengao, André L., Monteiro, Domingos A., Peressin, Valdemir A., Godoy Junior, Gentil","Bragantia; 55(1); 141-146","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100018&lang=pt" 
"S0006-87051996000100021-scl","Influência da aplicação e do efeito cumulativo de boro nas características agronômicas e propriedades tecnologicas da fibra do algodoeiro","Sabino, Nelson Paulieri, Silva, Nelson Machado da, Kondo, Julio Isac, Gondim-Tomaz, Rose Marry Araújo","Bragantia; 55(1); 163-169","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100021&lang=pt" 
"S0006-87051996000100022-scl","Correlação entre leituras de clorofila e níveis de nitrogênio aplicados em feijoeiro","Furlani Junior, Enes, Nakagawa, Julio, Bulhoes, Luciano José, Moreira, José Aluisio Alves, Grassi Filho, Hélio","Bragantia; 55(1); 171-175","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100022&lang=pt" 
"S0006-87051996000100025-scl","Determinação de um índice de qualidade de agua para algumas culturas irrigadas em São Paulo","Dotto, Silmara Eloisa, Santos, Rozely Ferreira dos, Singer, Eugênio da Motta","Bragantia; 55(1); 193-200","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100025&lang=pt" 
"S0006-87051996000100017-scl","Palha de cana-de-açúcar como matéria-prima na obtenção de fibras celulósicas para papel","Azzini, Anisio, Zimback, Leo, Gondim-Tomaz, Rose Marry Araújo","Bragantia; 55(1); 137-140","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100017&lang=pt" 
"S0006-87051996000200002-scl","Extração de amido em cavacos de bambu tratados com solução diluída de hidróxido de sódio","Azzini, Anisio, Gondim-Tomaz, Rose Marry Araújo","Bragantia; 55(2); 215-219","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200002&lang=pt" 
"S0006-87051996000200003-scl","Identificação de parentais e híbridos entre Vitis vinifera e Vitis rotundifolia utilizando polimorfismo enzimático e marcador RAPD","Sawazaki, Haiko Enok, Pommer, Celso Valdevino, Passos, Ilene Ribeiro Da Silva, Terra, Maurilo Monteiro, Pires, Erasmo José Paioli","Bragantia; 55(2); 221-230","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200003&lang=pt" 
"S0006-87051996000200006-scl","Melhoramento da cana-de-açúcar: XI. Ensaios de clones provenientes de hibridações realizadas em 1982 e selecionados na região de Jaú (SP)","Campana, Mário Percio, Alvarez, Raphael, Silva, Marcelo de Almeida, Landell, Marcos Guimarães de Andrade, Zimback, Léo, Figueiredo, Pery, Silvarolla, Maria Bernadete, Bolonhezi, Denizart","Bragantia; 55(2); 245-252","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200006&lang=pt" 
"S0006-87051996000200014-scl","Caracterização tecnológica de caules de quatro variedades de mandioca como fonte de fibras celulósicas para papel","Azzini, Anisio, Gondim-Tomaz, Rose Marry Araújo, Costa, Antonio Alberto, Valle, Teresa Losada","Bragantia; 55(2); 293-297","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200014&lang=pt" 
"S0006-87051996000200010-scl","Avaliação da resistencia a ferrugem tropical em linhagens de milho","Lima, Marlene, Paterniani, Maria Elisa Ayres Guidetti Zagatto, Dudienas, Christina, Siqueira, Walter José, Sawazaki, Eduardo, De Sordi, Guido","Bragantia; 55(2); 269-273","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200010&lang=pt" 
"S0006-87051996000200013-scl","Ocorrência de Serratia marcescens bizio sobre lagartas de Heliothis virescens (Fabr.)","Ito, Margarida Fumiko, Paradela Filho, Osvaldo, Rodrigues Neto, Júlio, Beriam, Luis Otávio Saggion, Longo, Ronaldo de Souza, Santos, João Miguel dos","Bragantia; 55(2); 289-292","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200013&lang=pt" 
"S0006-87051996000200011-scl","Adaptação hospedeira de variedades de abacaxi a meloidogyne incognita raça 1","Dinardo-Miranda, Leila Lucí, Spironello, Ademar, Martins, Antonio Lúcio Mello","Bragantia; 55(2); 275-278","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200011&lang=pt" 
"S0006-87051996000200016-scl","Densidade de plantio associada ao uso de regulador de crescimento na cultura do algodoeiro","Cia, Edivaldo, Alleoni, Luis Reynaldo Ferracciu, Ferraz, Carlos Antonio Menezes, Fuzatto, Milton Geraldo, Kondo, Julio Isao, Carvalho, Luiz Henrique, Chiavegato, Ederaldo José, Sabino, Nelson Paulieri","Bragantia; 55(2); 309-316","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200016&lang=pt" 
"S0006-87051996000200018-scl","Crescimento e desenvolvimento de frutos de lichia cv. Brewster","Vieira, Gerival, Finger, Fernando Luiz, Agnes, Ernani Luiz","Bragantia; 55(2); 325-328","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200018&lang=pt" 
"S0006-87051996000200024-scl","Modelo matemático para simulação do controle biológico da broca-da-cana com o parasitóide Trichogramma galloi: I. Modelos conceituais","Ambrosano, Glaucia Maria Bovi, Stimac, Jerry Lynn, Silveira Neto, Sinval, Igue, Toshio, Nagai, Violeta","Bragantia; 55(2); 371-382","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200024&lang=pt" 
"S0006-87051996000100005-scl","Caracterização morfológica de acessos de amendoim: avaliação da sensibilidade de alguns descritores","Veiga, Renato Ferraz de Arruda, Nagai, Violeta, Godoy, Ignácio José de, Carvalho, Luiz Henrique, Martins, Antonio Lúcio de Mello","Bragantia; 55(1); 45-56","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100005&lang=pt" 
"S0006-87051996000200012-scl","Efeito de inseticidas sistêmicos aplicados no solo na produção do feijoeiro","Leite, Germano Leao Demolin, Picanço, Marcelo, Madeira, Nuno Rodrigo, Zanuncio, José Cola","Bragantia; 55(2); 279-287","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200012&lang=pt" 
"S0006-87051996000100024-scl","Seleção e hierarquização de parâmetros de qualidade de água para culturas irrigadas com o uso do Electre I e II","Dotto, Silmara Eloisa, Singer, Eugênio da Motta, Santos, Rozely Ferreira dos","Bragantia; 55(1); 185-192","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000100024&lang=pt" 
"S0006-87051996000200019-scl","Cultivares de arroz e idade de mudas para transplantio","Villela, Omar Vieira, Furlani Junior, Enes","Bragantia; 55(2); 329-339","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200019&lang=pt" 
"S0006-87051996000200015-scl","Manutenção da qualidade e aumento da longevidade floral de crisântemo cv. White polaris","Flórez-Roncancio, Victor Julio, Castro, Carlos Eduardo Ferreira de, Demattê, Maria Esmeralda Soares Payão","Bragantia; 55(2); 299-307","Bragantia","Português","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051996000200015&lang=pt" 
"S0100-84551996000400024-scl","A simple model for the estimation of congenital malformation frequency in racially mixed populations","Lopez-Camelo, J.S., Cabello, P.H., Dutra, M.G.","Brazilian Journal of Genetics; 19(4); 659-663","Brazilian Journal of Genetics","Inglês","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84551996000400024&lang=pt" 
"S0100-84551996000400009-scl","Holstein white coat color and performance: phenotypic, genetic and environmental correlations","Becerril, Carlos M., Wilcox, Charles J., Guerrero, Victor M.","Brazilian Journal of Genetics; 19(4); 587-591","Brazilian Journal of Genetics","Inglês","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84551996000400009&lang=pt" 
"S0100-84551996000400006-scl","Genotoxic activity of the insecticide Nuvacron (Monocrotophos) detected by the micronucleus test in bone marrow erythrocytes of mice and in CHO cells","Peitl Jr, Paulo, Sakamoto-Nojo, Elza T., Cólus, Ilce M. de Syllos","Brazilian Journal of Genetics; 19(4); 571-576","Brazilian Journal of Genetics","Inglês","1996","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84551996000400006&lang=pt" 
