"S0124-00642015000400012-spa","La Comisión de Regulación en Salud: crónica de un final anunciado","Martínez, Alberto","Revista de Salud Pública; 17(4); 626-635","Revista de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642015000400012&lang=pt" 
"S0718-48162015000200014-chl","Ruido eléctrico de la ventana redonda","Pardo J, Javiera, Dragicevic R, Constantino, Bowen M, Macarena, Délano R, Paul","Revista de otorrinolaringología y cirugía de cabeza y cuello; 75(2); 173-178","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162015000200014&lang=pt" 
"S0718-48162015000200017-chl","CARTAS AL EDITOR","Cañete S, Oscar M","Revista de otorrinolaringología y cirugía de cabeza y cuello; 75(2); 195-196","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162015000200017&lang=pt" 
"S0718-48162015000200001-chl","Detección universal de la hipoacusia","Torrente A, Mariela","Revista de otorrinolaringología y cirugía de cabeza y cuello; 75(2); 87-88","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162015000200001&lang=pt" 
"S0718-48162015000200003-chl","Inyección intracordal de células madres mesenquimáticas en el manejo de la fibrosis cordal: Experiencia preliminar","Lanas V, Andrés, Gutiérrez C, Catalina, Mardones P, Rodrigo, Larraín B, Catalina","Revista de otorrinolaringología y cirugía de cabeza y cuello; 75(2); 96-105","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162015000200003&lang=pt" 
"S0718-48162015000200005-chl","Patología vestibular y su asociación con enfermedades metabólicas","Aranís J, Carolina, Rioseco D, Fernanda, Fuentes L, Nicolás, Fernández G, Roberto","Revista de otorrinolaringología y cirugía de cabeza y cuello; 75(2); 114-121","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162015000200005&lang=pt" 
"S0718-48162015000200009-chl","Uso de resonancia magnética con secuencia de difusión no-ecoplanar para la detección de colesteatoma en pacientes con cirugía de oído previa: Presentación de 4 casos","Cabrera S, Natalia, Sedano M, Cecilia, Délano R, Paul H, Alvo V, Andrés","Revista de otorrinolaringología y cirugía de cabeza y cuello; 75(2); 145-155","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162015000200009&lang=pt" 
"S1519-69842015000500095-scl","Ornamental fish of economic and biological importance to the Xingu River","Ramos, FM., Araújo, MLG., Prang, G., Fujimoto, RY.","Brazilian Journal of Biology; 75(3); 95-98","Brazilian Journal of Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000500095&lang=pt" 
"S1519-69842015000500030-scl","Ionic characterization of the Xingu River water&#039;s in the region of the future UHE Belo Monte (PA)","Sidagis-Galli, C., Abe, DS., Rodrigues-Filho, JL., Blanco, FP., Medeiros, GR., Faria, CRL., Tundisi, JG.","Brazilian Journal of Biology; 75(3); 30-33","Brazilian Journal of Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000500030&lang=pt" 
"S1519-69842015000500070-scl","Additional list of species of aquatic macrophytes in the lower basin of the Xingu River","Abe, DS, Sidagis-Galli, C., Matsumura-Tundisi, T, Tundisi, JEM, Blanco, FP, Faria, CRL, Tundisi, JG","Brazilian Journal of Biology; 75(3); 70-77","Brazilian Journal of Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000500070&lang=pt" 
"S1519-69842015000500065-scl","Occurrence of Macrophytes species in the lower basin of the Xingu River","Medeiros, GR., Rodrigues-Filho, JL., Matsmura-Tundisi, T., Tundisi, JEM., Abe, DS., Oliveira, HA., Degani, RM., Blanco, FP., Faria, CRL., Campanelli, L., Soares, FS., Sidagis-Galli, CV., Teixeira-Silva, V., Gatti-Junior, P., Tundisi, JG.","Brazilian Journal of Biology; 75(3); 65-69","Brazilian Journal of Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000500065&lang=pt" 
"S1519-69842015000500174-scl","First records of Falco deiroleucus nest temminck, 1825 (Falconiformes: Falconidae) tree for Brazil and the first description of food storage in hollow tree","Castro, VG., Castilho, LS., D&#039;Fonseca, A.","Brazilian Journal of Biology; 75(3); 174-175","Brazilian Journal of Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000500174&lang=pt" 
"S1519-69842015000500176-scl","New records of Speothos venaticus Lund, 1842 (Carnivora: Canidae) in the state of Pará, Brazil","Guimarães, VY., Cesca, LCC., Trombin, DF., Pinder, L.","Brazilian Journal of Biology; 75(3); 176-178","Brazilian Journal of Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000500176&lang=pt" 
"S1519-69842015000500003-scl","Editorial note","Alho, CJR., Pinder, L.","Brazilian Journal of Biology; 75(3); 3-4","Brazilian Journal of Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000500003&lang=pt" 
"S1519-69842015000500290-scl","Promoting the integration of Engineering, Ecology and Limnology: the Ecohydrological approach applied to Amazon reservoir construction","Tundisi, JG., Matsumura-Tundisi, T., Tundisi, JEM.","Brazilian Journal of Biology; 75(3); 290-291","Brazilian Journal of Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000500290&lang=pt" 
"S1519-69842015000500010-scl","Environmental Impact Assessment of reservoir construction: new perspectives for restoration economy, and development: the Belo Monte Power Plant case study","Tundisi, JG., Matsumura-Tundisi, T., Tundisi, JEM.","Brazilian Journal of Biology; 75(3); 10-15","Brazilian Journal of Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000500010&lang=pt" 
"S1519-69842015000500047-scl","Zooplankton community structure of the lower Xingu River (PA) related to the hydrological cycle","Matsumura-Tundisi, T., Tundisi, JG., Souza-Soares, F., Tundisi, JEM.","Brazilian Journal of Biology; 75(3); 47-54","Brazilian Journal of Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000500047&lang=pt" 
"S1519-69842015000500257-scl","Floristic and phytosociology in dense “terra firme” rainforest in the Belo Monte Hydroelectric Plant influence area, Pará, Brazil","Lemos, DAN., Ferreira, BGA., Siqueira, JDP., Oliveira, MM., Ferreira, AM.","Brazilian Journal of Biology; 75(3); 257-276","Brazilian Journal of Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000500257&lang=pt" 
"S1132-05592015000200004-esp","Mind the gap: person-centred delivery of mental health information to post-secondary students","Lynne Armstrong, Laura, Young, Kaitlyn","Psychosocial Intervention; 24(2); 83-87","Psychosocial Intervention","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-05592015000200004&lang=pt" 
"S1132-05592015000200003-esp","Espiritualidad en atención paliativa: evidencias sobre la intervención con counselling","Rudilla, David, Oliver, Amparo, Galiana, Laura, Barreto, Pilar","Psychosocial Intervention; 24(2); 79-82","Psychosocial Intervention","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-05592015000200003&lang=pt" 
"S1135-57272015000400002-spa","Situación del sarampión y la rubéola en la Región Europea de la OMS","Muscat, Mark, Ben Mamou, Myriam, Shefer, Abigail, Jankovic, Dragan, Deshevoy, Sergei, Butler, Robb","Revista Española de Salud Pública; 89(4); 345-351","Revista Española de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272015000400002&lang=pt" 
"S1135-57272015000400005-spa","Vigilancia epidemiológica en España del sarampión, la rubéola y el síndrome de rubéola congénita","Masa Calles, Josefa, López Perea, Noemí, Torres de Mier, Maria de Viarce","Revista Española de Salud Pública; 89(4); 365-379","Revista Española de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272015000400005&lang=pt" 
"S1135-57272015000400010-spa","Actividades para captar y vacunar a la población susceptible en la Comunidad Valenciana","Martín-Ivorra, Rosa, Alguacil-Ramos, Ana M.ª, Lluch-Rodrigo, José A., Pastor-Villalba, Eliseo, Portero-Alonso, Antonio","Revista Española de Salud Pública; 89(4); 419-426","Revista Española de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272015000400010&lang=pt" 
"S1135-57272015000400007-spa","Plan para la eliminación del sarampión y la rubeola en España","Limia Sánchez, Aurora","Revista Española de Salud Pública; 89(4); 393-396","Revista Española de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272015000400007&lang=pt" 
"S1135-57272015000400008-spa","Plan de vigilancia de brotes epidémicos recientes de sarampión y rubeola en Cataluña","Jané, Mireia, Torner, Nuria, Vidal, M.ª José","Revista Española de Salud Pública; 89(4); 397-406","Revista Española de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272015000400008&lang=pt" 
"S1135-57272015000400004-spa","Programa y coberturas de vacunación frente a sarampión y rubeola en España: retos para alcanzar su eliminación","Limia Sánchez, Aurora, Molina Olivas, Marta","Revista Española de Salud Pública; 89(4); 357-364","Revista Española de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272015000400004&lang=pt" 
"S1135-57272015000400006-spa","Vigilancia microbiológica del sarampión y la rubéola en España: red de laboratorios","Echevarría, Juan Emilio, Fernández García, Aurora, Ory, Fernando de","Revista Española de Salud Pública; 89(4); 381-391","Revista Española de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272015000400006&lang=pt" 
"S0100-60452015000200005-scl","HILBERT BETWEEN THE FORMAL AND THE INFORMAL SIDE OF MATHEMATICS","VENTURI, GIORGIO","Manuscrito; 38(2); 5-38","Manuscrito","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-60452015000200005&lang=pt" 
"S2007-09342015000500010-mex","Impacto en el mercado mexicano de maíz en ausencia de políticas de producción de biocombustibles en Estados Unidos de América","Romero Padilla, Arely, Hernández Juárez, Martín, León Merino, Aurelio, Sangermán-Jarquín, Dora Ma.","Revista mexicana de ciencias agrícolas; 6(5); 1023-1033","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000500010&lang=pt" 
"S2007-09342015000500016-mex","Caracterización de la producción y comercialización de flor de corte en Texcoco, México","Tejeda-Sartorius, Olga, Ríos-Barreto, Yasbet, Trejo-Téllez, Libia I., Vaquera-Huerta, Humberto","Revista mexicana de ciencias agrícolas; 6(5); 1105-1118","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000500016&lang=pt" 
"S2007-09342015000500005-mex","Evaluación de lombricomposta y tezontle en jitomate (Lycopersicon esculentum Mill.) bajo invernadero","Alonso López, Alejandro, López Collado, Catalino Jorge, Barois Boullard, Isabelle, Palafox Caballero, Artemio, Quiñones Monfil, Enrique","Revista mexicana de ciencias agrícolas; 6(5); 967-975","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000500005&lang=pt" 
"S2007-09342015000500009-mex","Sequía e interacción sequía*barrenador en la caña de azúcar durante la etapa vegetativa*","Rodríguez Morales, José Nery, Muñoz Orozco, Abel, Cuevas Sánchez, Jesús Axayacatl, Córdova Téllez, Leobigildo, Bortoni Treviño, Carlos Humberto, López Neria, Héctor","Revista mexicana de ciencias agrícolas; 6(5); 1013-1022","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000500009&lang=pt" 
"S0100-60452015000200065-scl","A SECOND OPINION ON RELATIVE TRUTH","CASO, RAMIRO","Manuscrito; 38(2); 65-88","Manuscrito","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-60452015000200065&lang=pt" 
"S0100-60452015000200089-scl","PROLEGÓMENOS PARA UNA TEORÍA FORMAL DE ESTRUCTURAS (DESPUÉS DE N.DA COSTA)","NAVARRO MENA, VIDAL HUMBERTO","Manuscrito; 38(2); 89-154","Manuscrito","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-60452015000200089&lang=pt" 
"S2007-09342015000500013-mex","Efecto de preparados minerales sobre el crecimiento y desarrollo in vitro de Moniliophthora roreri (Cif. &amp; Par.) Evans","Ochoa Fonseca, Lyda Esperanza, Ramírez González, Sandra Isabel, López Báez, Orlando, Moreno Martínez, José Luis, Espinosa Zaragoza, Saúl","Revista mexicana de ciencias agrícolas; 6(5); 1065-1075","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000500013&lang=pt" 
"S2007-09342015000500015-mex","Potencial Alelopático de extractos foliares de Astragalus mollissimus Torr. sobre la germinación in vitro de semillas de maleza","Flores Córdova, María Antonia, Sánchez Chávez, Esteban, Pérez Leal, Ramona","Revista mexicana de ciencias agrícolas; 6(5); 1093-1103","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000500015&lang=pt" 
"S2007-09342015000500001-mex","Desarrollo de nuevas variedades de uva (Vitis vinifera L.) sin semilla mediante rescate de embriones","Tiznado Hernández, Martín Ernesto, Miranda Jiménez, Alejandro, Ojeda Contreras, Ángel J., Sánchez Estrada, Alberto, Arreola Ortiz, Héctor J., Martínez Díaz, Gerardo","Revista mexicana de ciencias agrícolas; 6(5); 917-928","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000500001&lang=pt" 
"S2007-09342015000500018-mex","El nopal: planta del semidesierto con aplicaciones en farmacia, alimentos y nutrición animal","Torres-Ponce, Reyna Lizeth, Morales-Corral, Dayanira, Ballinas-Casarrubias, María de Lourdes, Nevárez-Moorillón, Guadalupe Virginia","Revista mexicana de ciencias agrícolas; 6(5); 1129-1142","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000500018&lang=pt" 
"S2007-09342015000500004-mex","Estimación empírica de elasticidades de oferta y demanda","Vázquez Alvarado, Jorge Miguel Paulino, Martínez Damián, Miguel Ángel","Revista mexicana de ciencias agrícolas; 6(5); 955-965","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000500004&lang=pt" 
"S2007-09342015000500014-mex","Fluctuación poblacional de Anastrepha ludens en la región de Santa Engracia, Tamaulipas, México","Vanoye-Eligio, Venancio, Pérez-Castañeda, Roberto, Gaona-García, Griselda, Lara-Villalón, Manuel, Barrientos Lozano, Ludivina","Revista mexicana de ciencias agrícolas; 6(5); 1077-1091","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000500014&lang=pt" 
