"S0104-66322004000400007-scl","Use of grape must as a binder to obtain activated carbon briquettes","Deiana, A. C., Granados, D. L., Petkovic, L. M., Sardella, M. F., Silva, H. S.","Brazilian Journal of Chemical Engineering; 21(4); 585-591","Brazilian Journal of Chemical Engineering","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322004000400007&lang=pt" 
"S0102-311X2004000600019-spa","A relação cintura quadril e o perímetro da cintura associados ao índice de massa corporal em estudo com escolares","Soar, Claudia, Vasconcelos, Francisco de Assis Guedes de, Assis, Maria Alice Altenburg de","Cadernos de Saúde Pública; 20(6); 1609-1616","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600019&lang=pt" 
"S0102-311X2004000600018-spa","Fatores associados ao uso de medicamentos durante a gestação em seis cidades brasileiras","Mengue, Sotero Serrate, Schenkel, Eloir Paulo, Schmidt, Maria Inês, Duncan, Bruce B.","Cadernos de Saúde Pública; 20(6); 1602-1608","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600018&lang=pt" 
"S0102-311X2004000600017-spa","Triagem de hemoglobinopatias em doadores de sangue de Caxias do Sul, Rio Grande do Sul, Brasil: prevalência em área de colonização italiana","Lisot, Cristina Lucia Alberti, Silla, Lúcia Mariano da Rocha","Cadernos de Saúde Pública; 20(6); 1595-1601","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600017&lang=pt" 
"S0102-311X2004000600016-spa","Escolha de métodos contraceptivos entre usuárias de um serviço público de saúde","Osis, Maria José Duarte, Duarte, Graciana Alves, Crespo, Evely Rodrigues, Espejo, Ximena, Pádua, Karla Simônia de","Cadernos de Saúde Pública; 20(6); 1586-1594","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600016&lang=pt" 
"S0102-311X2004000600015-spa","O perfil do idoso de baixa renda no Município de São Carlos, São Paulo, Brasil: um estudo epidemiológico","Feliciano, Adriana Barbieri, Moraes, Suzana Alves de, Freitas, Isabel Cristina Martins de","Cadernos de Saúde Pública; 20(6); 1575-1585","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600015&lang=pt" 
"S0102-311X2004000600014-spa","Número ideal de filhos como fator de risco para laqueadura tubária","Carvalho, Luiz Eduardo Campos de, Cecatti, José Guilherme, Osis, Maria José Duarte, Sousa, Maria Helena de","Cadernos de Saúde Pública; 20(6); 1565-1574","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600014&lang=pt" 
"S0102-311X2004000600013-spa","Cadastro ampliado em saúde da família como instrumento gerencial para diagnóstico de condições de vida e saúde","Sala, Arnaldo, Simões, Oziris, Luppi, Carla Gianna, Mazziero, Miryan Cristina","Cadernos de Saúde Pública; 20(6); 1556-1564","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600013&lang=pt" 
"S0102-311X2004000600012-spa","Estudo soroepidemiológico da cisticercose humana em um município do Estado do Piauí, Região Nordeste do Brasil","Ramos Jr., Alberto Novaes, Macedo, Heloísa Werneck de, Rodrigues, Marcelo Campos, Peralta, Regina Helena Saramago, Macedo, Nicodemos Alves de, Marques, Margareth da Cunha, Alves, Jair Rodrigues, Paes, Arly de Negreiros, Castro, José Adail Fonseca de, Araújo, Adauto José Gonçalves, Peralta, José Mauro","Cadernos de Saúde Pública; 20(6); 1545-1555","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600012&lang=pt" 
"S0102-311X2004000600011-spa","A inserção da saúde bucal no Programa Saúde da Família: da universidade aos pólos de capacitação","Matos, Patrícia Elizabeth de Souza, Tomita, Nilce Emy","Cadernos de Saúde Pública; 20(6); 1538-1544","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600011&lang=pt" 
"S0102-311X2004000600010-spa","Critério diagnóstico da doença meningocócica na Região Metropolitana de Campinas, São Paulo, Brasil","Donalisio, Maria Rita, Rocha, Marilu Mendes Moscardini, Ramalheira, Raquel Maria Ferreira, Kemp, Brigina","Cadernos de Saúde Pública; 20(6); 1531-1537","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600010&lang=pt" 
"S0102-311X2004000600009-spa","Mortalidade infantil no Brasil e óbitos, na mesma geração, por infarto agudo do miocárdio","Alves, João Guilherme Bezerra, Figueiroa, José Natal","Cadernos de Saúde Pública; 20(6); 1525-1530","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600009&lang=pt" 
"S0102-311X2004000600008-spa","A interpretação dos profissionais de saúde acerca das queixas de &quot;nervos&quot; no meio rural: uma aproximação ao problema das intoxicações por agrotóxicos","Levigard, Yvonne Elsa, Rozemberg, Brani","Cadernos de Saúde Pública; 20(6); 1515-1524","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600008&lang=pt" 
"S0102-311X2004000600006-spa","A aplicabilidade atual dos índices simplificados de Viegas nos levantamentos epidemiológicos da cárie dentária","Cypriano, Silvia, Sousa, Maria da Luz Rosário de, Wada, Ronaldo Seichi","Cadernos de Saúde Pública; 20(6); 1495-1502","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600006&lang=pt" 
"S0102-311X2004000600005-spa","Acolhimento e vínculo em uma equipe do Programa Saúde da Família","Schimith, Maria Denise, Lima, Maria Alice Dias da Silva","Cadernos de Saúde Pública; 20(6); 1487-1494","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600005&lang=pt" 
"S0102-311X2004000600003-spa","Intervenções nutricionais e crescimento infantil em crianças de até dois anos de idade: uma revisão sistemática","Valle, Neiva J., Santos, Iná S. dos, Gigante, Denise P.","Cadernos de Saúde Pública; 20(6); 1458-1467","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600003&lang=pt" 
"S0102-311X2004000600003-scl","Intervenções nutricionais e crescimento infantil em crianças de até dois anos de idade: uma revisão sistemática","Valle, Neiva J., Santos, Iná S. dos, Gigante, Denise P.","Cadernos de Saúde Pública; 20(6); 1458-1467","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600003&lang=pt" 
"S0102-311X2004000600005-scl","Acolhimento e vínculo em uma equipe do Programa Saúde da Família","Schimith, Maria Denise, Lima, Maria Alice Dias da Silva","Cadernos de Saúde Pública; 20(6); 1487-1494","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600005&lang=pt" 
"S0102-311X2004000600006-scl","A aplicabilidade atual dos índices simplificados de Viegas nos levantamentos epidemiológicos da cárie dentária","Cypriano, Silvia, Sousa, Maria da Luz Rosário de, Wada, Ronaldo Seichi","Cadernos de Saúde Pública; 20(6); 1495-1502","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600006&lang=pt" 
"S0102-311X2004000600007-scl","Lixo, trabalho e saúde: um estudo de caso com catadores em um aterro metropolitano no Rio de Janeiro, Brasil","Porto, Marcelo Firpo de Souza, Juncá, Denise Chrysóstomo de Moura, Gonçalves, Raquel de Souza, Filhote, Maria Izabel de Freitas","Cadernos de Saúde Pública; 20(6); 1503-1514","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600007&lang=pt" 
"S0102-311X2004000600008-scl","A interpretação dos profissionais de saúde acerca das queixas de &quot;nervos&quot; no meio rural: uma aproximação ao problema das intoxicações por agrotóxicos","Levigard, Yvonne Elsa, Rozemberg, Brani","Cadernos de Saúde Pública; 20(6); 1515-1524","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600008&lang=pt" 
"S0102-311X2004000600010-scl","Critério diagnóstico da doença meningocócica na Região Metropolitana de Campinas, São Paulo, Brasil","Donalisio, Maria Rita, Rocha, Marilu Mendes Moscardini, Ramalheira, Raquel Maria Ferreira, Kemp, Brigina","Cadernos de Saúde Pública; 20(6); 1531-1537","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600010&lang=pt" 
"S0102-311X2004000600011-scl","A inserção da saúde bucal no Programa Saúde da Família: da universidade aos pólos de capacitação","Matos, Patrícia Elizabeth de Souza, Tomita, Nilce Emy","Cadernos de Saúde Pública; 20(6); 1538-1544","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600011&lang=pt" 
"S0102-311X2004000600014-scl","Número ideal de filhos como fator de risco para laqueadura tubária","Carvalho, Luiz Eduardo Campos de, Cecatti, José Guilherme, Osis, Maria José Duarte, Sousa, Maria Helena de","Cadernos de Saúde Pública; 20(6); 1565-1574","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600014&lang=pt" 
"S0102-311X2004000600015-scl","O perfil do idoso de baixa renda no Município de São Carlos, São Paulo, Brasil: um estudo epidemiológico","Feliciano, Adriana Barbieri, Moraes, Suzana Alves de, Freitas, Isabel Cristina Martins de","Cadernos de Saúde Pública; 20(6); 1575-1585","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600015&lang=pt" 
"S0102-311X2004000600016-scl","Escolha de métodos contraceptivos entre usuárias de um serviço público de saúde","Osis, Maria José Duarte, Duarte, Graciana Alves, Crespo, Evely Rodrigues, Espejo, Ximena, Pádua, Karla Simônia de","Cadernos de Saúde Pública; 20(6); 1586-1594","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600016&lang=pt" 
"S0102-311X2004000600019-scl","A relação cintura quadril e o perímetro da cintura associados ao índice de massa corporal em estudo com escolares","Soar, Claudia, Vasconcelos, Francisco de Assis Guedes de, Assis, Maria Alice Altenburg de","Cadernos de Saúde Pública; 20(6); 1609-1616","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600019&lang=pt" 
"S0102-311X2004000600020-scl","Perfil de morbidade e de mortalidade de pacientes idosos hospitalizados","Amaral, Ana Claudia Santos, Coeli, Cláudia Medina, Costa, Maria do Carmo Esteves da, Cardoso, Vânia da Silva, Toledo, Ana Lúcia Araújo de, Fernandes, Carla Rodrigues","Cadernos de Saúde Pública; 20(6); 1617-1626","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600020&lang=pt" 
"S0102-311X2004000600022-scl","Childhood anemia prevalence and associated factors in Salvador, Bahia, Brazil","Assis, Ana Marlúcia O., Barreto, Mauricio L., Gomes, Gecynalda Soares da Silva, Prado, Matildes da Silva, Santos, Nedja Silva dos, Santos, Leonor Maria Pacheco, Sampaio, Lílian Ramos, Ribeiro, Rita de Cássia, Oliveira, Lucivalda Pereira Magalhães de, Oliveira, Valterlinda Alves de","Cadernos de Saúde Pública; 20(6); 1633-1641","Cadernos de Saúde Pública","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600022&lang=pt" 
"S0102-311X2004000600023-scl","Avaliação da capacidade de gestão de organizações sociais: uma proposta metodológica em desenvolvimento","Guimarães, Maria do Carmo Lessa, Santos, Sandra Maria Chaves dos, Melo, Cristina, Sanches Filho, Alvino","Cadernos de Saúde Pública; 20(6); 1642-1650","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600023&lang=pt" 
"S0102-311X2004000600024-scl","Fatores de risco para transmissão do HIV em usuários de drogas de Porto Alegre, Rio Grande do Sul, Brasil","Pechansky, Flavio, Von Diemen, Lisia, Inciardi, James A., Surratt, Hilary, De Boni, Raquel","Cadernos de Saúde Pública; 20(6); 1651-1660","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600024&lang=pt" 
"S0102-311X2004000600026-scl","Conselhos Municipais de Saúde: atuação e representação das comunidades populares","Gerschman, Silvia","Cadernos de Saúde Pública; 20(6); 1670-1681","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600026&lang=pt" 
"S0102-311X2004000600027-scl","A experiência da perimenopausa e pós-menopausa com mulheres que fazem uso ou não da terapia de reposição hormonal","Vigeta, Sônia Maria Garcia, Brêtas, Ana Cristina Passarella","Cadernos de Saúde Pública; 20(6); 1682-1689","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600027&lang=pt" 
"S0102-311X2004000600028-scl","Bioética e atenção básica: um perfil dos problemas éticos vividos por enfermeiros e médicos do Programa Saúde da Família, São Paulo, Brasil","Zoboli, Elma Lourdes Campos Pavone, Fortes, Paulo Antonio de Carvalho","Cadernos de Saúde Pública; 20(6); 1690-1699","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600028&lang=pt" 
"S0102-311X2004000600029-scl","Bases conceituais para uma estratégia de gestão: o caso da Rede Nacional de Bancos de Leite Humano","Maia, Paulo Ricardo da Silva, Novak, Franz Reis, Almeida, João Aprígio Guerra de, Silva, Danielle Aparecida da","Cadernos de Saúde Pública; 20(6); 1700-1708","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600029&lang=pt" 
"S0102-311X2004000600030-scl","O desafio da aplicação da metodologia de captura-recaptura na vigilância do diabetes mellitus em idosos: lições de uma experiência no Brasil","Coeli, Cláudia Medina, Coutinho, Evandro Silva Freire, Veras, Renato Peixoto","Cadernos de Saúde Pública; 20(6); 1709-1720","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600030&lang=pt" 
"S0102-311X2004000600031-scl","Distribuição espacial da leptospirose no Município do Rio de Janeiro, Brasil, ao longo dos anos de 1996-1999","Tassinari, Wagner de Souza, Pellegrini, Débora da Cruz Payão, Sabroza, Paulo Chagastelles, Carvalho, Marilia Sá","Cadernos de Saúde Pública; 20(6); 1721-1729","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600031&lang=pt" 
"S0102-311X2004000600033-scl","What do petrochemical workers, healthcare workers, and truck drivers have in common? Evaluation of sleep and alertness in Brazilian shiftworkers","Fischer, Frida Marina","Cadernos de Saúde Pública; 20(6); 1732-1738","Cadernos de Saúde Pública","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600033&lang=pt" 
"S0102-311X2004000600034-scl","What happens to the body when one works at night?","Moreno, Claudia Roberta de Castro, Louzada, Fernando Mazzilli","Cadernos de Saúde Pública; 20(6); 1739-1745","Cadernos de Saúde Pública","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600034&lang=pt" 
"S0102-311X2004000600013-scl","Cadastro ampliado em saúde da família como instrumento gerencial para diagnóstico de condições de vida e saúde","Sala, Arnaldo, Simões, Oziris, Luppi, Carla Gianna, Mazziero, Miryan Cristina","Cadernos de Saúde Pública; 20(6); 1556-1564","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600013&lang=pt" 
"S0102-311X2004000600002-spa","Prevenção e controle do dengue: uma revisão de estudos sobre conhecimentos, crenças e práticas da população","Claro, Lenita Barreto Lorena, Tomassini, Hugo Coelho Barbosa, Rosa, Maria Luiza Garcia","Cadernos de Saúde Pública; 20(6); 1447-1457","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600002&lang=pt" 
"S0102-311X2004000600004-spa","Intervenciones para la prevención del VIH e ITS en América Latina y Caribe: una revisión de la experiencia regional","Cáceres, Carlos F.","Cadernos de Saúde Pública; 20(6); 1468-1485","Cadernos de Saúde Pública","Espanhol","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600004&lang=pt" 
"S0102-311X2004000600007-spa","Lixo, trabalho e saúde: um estudo de caso com catadores em um aterro metropolitano no Rio de Janeiro, Brasil","Porto, Marcelo Firpo de Souza, Juncá, Denise Chrysóstomo de Moura, Gonçalves, Raquel de Souza, Filhote, Maria Izabel de Freitas","Cadernos de Saúde Pública; 20(6); 1503-1514","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600007&lang=pt" 
"S0102-311X2004000600026-spa","Conselhos Municipais de Saúde: atuação e representação das comunidades populares","Gerschman, Silvia","Cadernos de Saúde Pública; 20(6); 1670-1681","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600026&lang=pt" 
"S0102-311X2004000600023-spa","Avaliação da capacidade de gestão de organizações sociais: uma proposta metodológica em desenvolvimento","Guimarães, Maria do Carmo Lessa, Santos, Sandra Maria Chaves dos, Melo, Cristina, Sanches Filho, Alvino","Cadernos de Saúde Pública; 20(6); 1642-1650","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000600023&lang=pt" 
"S0102-311X2004000600036-scl","Childhood tuberculosis incidence in Southeast Brazil, 1996","Nascimento, Luiz Fernando C.","Cadernos de Saúde Pública; 20(6); 1749-1752","Cadernos de Saúde Pública","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000600036&lang=pt" 
"S0037-86822004000600006-scl","Avaliação da eficácia da azitromicina e pirimetamina em camundongos infectados por cepa cistogênica de Toxoplasma gondii","Lescano, Susana A.Z., Amato Neto, Vicente, Chieffi, Pedro P., Bezerra, Rita C., Gakiya, Erika, Ferreira, Cláudio Santos, Braz, Lúcia M.A.","Revista da Sociedade Brasileira de Medicina Tropical; 37(6); 460-462","Revista da Sociedade Brasileira de Medicina Tropical","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822004000600006&lang=pt" 
"S0037-86822004000600009-scl","Doenças exantemáticas e primeira epidemia de dengue ocorrida em Manaus, Amazonas, no período de 1998-1999","Figueiredo, Regina Maria Pinto De, Thatcher, Bedsy Dutary, Lima, Mário Lira de, Almeida, Tânia Carvalho, Alecrim, Wilson Duarte, Guerra, Marcus Vinitius de Farias","Revista da Sociedade Brasileira de Medicina Tropical; 37(6); 476-479","Revista da Sociedade Brasileira de Medicina Tropical","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822004000600009&lang=pt" 
"S0037-86822004000600015-scl","The effect of Zymomonas mobilis culture on experimental Schistosoma mansoni infection","Santos, Juliana de Fátima Macedo, Vasconcelos, Joelma, Souza, Joelma Rodrigues de, Coutinho, Eridan de Medeiros, Montenegro, Silvia Maria Lucena, Azevedo-Ximenes, Eulália","Revista da Sociedade Brasileira de Medicina Tropical; 37(6); 502-504","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822004000600015&lang=pt" 
"S0037-86822004000600014-scl","Prevalência e intensidade da infestação por Pediculus humanus capitis em escolares de seis a onze anos","Catalá, Silvia, Carrizo, Lorena, Córdoba, Marina, Khairallah, Roxana, Moschella, Fabrizio, Bocca, Julio Nacif, Nieto Calvo, Ana, Torres, Judiht, Tutino, Rodrigo","Revista da Sociedade Brasileira de Medicina Tropical; 37(6); 499-501","Revista da Sociedade Brasileira de Medicina Tropical","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822004000600014&lang=pt" 
