"S0104-66322001000100011-scl","Single - and multi-component liquid phase adsorption measurements by headspace chromatography","Torres, A.E.B., Neves, S.B., Abreu, J.C.N., Cavalcante Jr., C.L., Ruthven, D.M.","Brazilian Journal of Chemical Engineering; 18(1); 121-125","Brazilian Journal of Chemical Engineering","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322001000100011&lang=pt" 
"S0100-736X2001000100006-scl","Estudo comparativo entre citopatologia e histopatologia no diagnóstico de neoplasias caninas","Magalhães, Adelaide M., Ramadinha, Regina R., Barros, Cláudio S. L., Peixoto, Paulo V.","Pesquisa Veterinária Brasileira; 21(1); 23-32","Pesquisa Veterinária Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2001000100006&lang=pt" 
"S0100-736X2001000100008-scl","Intoxicações por plantas em ruminantes no Brasil e no Uruguai: importância econômica, controle e riscos para a saúde pública","Riet-Correa, Franklin, Medeiros, Rosane M. T.","Pesquisa Veterinária Brasileira; 21(1); 38-42","Pesquisa Veterinária Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2001000100008&lang=pt" 
"S0366-16442001000100001-chl","DIVISION DE QUÍMICA INORGÁNICA","Cárdenas Triviño, Galo","Boletín de la Sociedad Chilena de Química; 46(1); 1-1","Boletín de la Sociedad Chilena de Química","Espanhol","2001","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442001000100001&lang=pt" 
"S0366-16442001000100002-chl","CATALITIC OXIDATION OF 1-HEXENE WITH MOLECULAR OXYGEN BY THE Cu(CH3CN)2(NO2)2/Pd(CH3CN)2Cl2 BIMETALLIC SYSTEM","Castillo, A., Baricelli, P.J., Pardey, A.J., Moya, S.A.","Boletín de la Sociedad Chilena de Química; 46(1); 3-8","Boletín de la Sociedad Chilena de Química","Inglês","2001","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442001000100002&lang=pt" 
"S0366-16442001000100003-chl","AZORELLANE DITERPENOIDS FROM LARETIA ACAULIS, AND ITS TOXOPLASMACIDAL ACTIVITY","LOYOLA, LUIS A., BORQUEZ, JORGE, MORALES, GLAUCO, ARAYA, JORGE, GONZALEZ, JORGE, NEIRA, IVAN, SAGUA, HERNAN, SAN-MARTÍN, AURELIO","Boletín de la Sociedad Chilena de Química; 46(1); 9-13","Boletín de la Sociedad Chilena de Química","Inglês","2001","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442001000100003&lang=pt" 
"S0366-16442001000100004-chl","CHANGES IN THE EQCM RESPONSE OF PLATINUM DEPOSITS IN THE HYDROGEN REGION INDUCED BY REPETITIVE CYCLING OF THE ELECTRODE","Ureta-Zañartu, Ma. Soledad, Yáñez, Claudia, Zagal, José H.","Boletín de la Sociedad Chilena de Química; 46(1); 15-22","Boletín de la Sociedad Chilena de Química","Inglês","2001","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442001000100004&lang=pt" 
"S0366-16442001000100005-chl","STUDIES ON CHILEAN LICHENS XXXI: ADDITIONS TO THE CHEMISTRY OF PSEUDOCYPHELLARIA","PIOVANO, MARISA, CHAMY, MARIA C., GARBARINO, JUAN A.","Boletín de la Sociedad Chilena de Química; 46(1); 23-27","Boletín de la Sociedad Chilena de Química","Inglês","2001","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442001000100005&lang=pt" 
"S0366-16442001000100006-chl","CHEMICAL-MICROBIOLOGICAL SYNTHESIS OF PROGESTERONE","VASQUEZ, L., ALARCON, J., ZUNZA, H., BECERRA, J., SILVA, M.","Boletín de la Sociedad Chilena de Química; 46(1); 29-31","Boletín de la Sociedad Chilena de Química","Inglês","2001","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442001000100006&lang=pt" 
"S0366-16442001000100008-chl","EXTRACTION OF POLYFLAVONOIDS FROM Pinus radiata D. Don BARK: EVALUATION OF EFFECTS OF SOLVENT COMPOSITION AND OF THE HEIGHT ON TREE BARK","Soto, Roy, Freer, Juanita, Reyes, Nazmy, Baeza, Jaime","Boletín de la Sociedad Chilena de Química; 46(1); 41-49","Boletín de la Sociedad Chilena de Química","Inglês","2001","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442001000100008&lang=pt" 
"S0366-16442001000100009-chl","DETERMINACION DE HIERRO EN FASE SOLIDA POR ESPECTROFOTOMETRIA DERIVADA DE SEGUNDO ORDEN","TORAL, M. INES, LARA, NELSON, GOMEZ, JAVIER, RICHTER, PABLO","Boletín de la Sociedad Chilena de Química; 46(1); 51-60","Boletín de la Sociedad Chilena de Química","Espanhol","2001","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442001000100009&lang=pt" 
"S0366-16442001000100010-chl","EXTRACTABLE COMPOUNDS OF NATIVE TREES CHEMICAL AND BIOLOGICAL STUDY I: Bark of Prumnopytis andina (Podocarpaceae) and Austrocedrus chilensis (Cupressaceae)","Flores, C., Alarcón, J., Becerra, J., Bittner, M., Hoeneisen, M., Silva, M.","Boletín de la Sociedad Chilena de Química; 46(1); 61-64","Boletín de la Sociedad Chilena de Química","Inglês","2001","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442001000100010&lang=pt" 
"S0366-16442001000100011-chl","REFORMADO DE METANO CON CO2 SOBRE CATALIZADORES DE NIQUEL: EFECTOS DE LA TECNICA DE PREPARACION","DIMITRIJEWITS, M. I., ARCIPRETE, C., BECERRA, A. M., CASTRO-LUNA, A.E.","Boletín de la Sociedad Chilena de Química; 46(1); 65-75","Boletín de la Sociedad Chilena de Química","Espanhol","2001","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442001000100011&lang=pt" 
"S0366-16442001000100015-chl","FURTHER STUDIES ON THE SOLVENT EXTRACTION OF COPPER (II) WITH DITHIOCARBOXYLATE DERIVATIVES OF PYRAZOL","LOPEZ, CLAUDIO, PONCE, PATRICIO, MOLINARI, AURORA, OLIVA, ALFONSO","Boletín de la Sociedad Chilena de Química; 46(1); 99-102","Boletín de la Sociedad Chilena de Química","Inglês","2001","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442001000100015&lang=pt" 
"S0366-16442001000100012-chl","BENZODIHYDROFURANS IN THE RESINOUS EXUDATE FROM DIPLOSTEPHIUM CINEREUM","URZÚA, ALEJANDRO, TORRES, RENÉ, ANDRADE, LUZ, DELLE MONACHE, GIULIANO, DELLE MONACHE, FRANCO, BRIANSÓ, JOSÉ LUIS, SANCHEZ-FERRANDO, FRANCISCO, PARELLA, TEODOR","Boletín de la Sociedad Chilena de Química; 46(1); 77-80","Boletín de la Sociedad Chilena de Química","Inglês","2001","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442001000100012&lang=pt" 
"S0366-16442001000100013-chl","SOLVENT EFFECTS IN THE ELECTRON TRANSFER QUENCHING OF THE TRIPLET STATE OF ANTHRACENE BY p-BENZOQUINONES","Zanini, Graciela P., Montejano, Hernan A.","Boletín de la Sociedad Chilena de Química; 46(1); 81-90","Boletín de la Sociedad Chilena de Química","Inglês","2001","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442001000100013&lang=pt" 
"S0366-16442001000100014-chl","MONOMER UNITS DIFFERENTIATED SOLVATION IN AN ACRYLIC ACID CROSSLINKED POLYELECTROLYTE. A COMBINED HF/MD STUDY&amp;","González-Nilo, F. D., Robertson, N. E., Contreras, M. L.","Boletín de la Sociedad Chilena de Química; 46(1); 91-97","Boletín de la Sociedad Chilena de Química","Inglês","2001","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442001000100014&lang=pt" 
"S0366-16442001000100007-chl","2,3-FUNCTIONALLY DIALKYL-1,4-BENZOHYDROQUINONE DIACETATE DERIVATIVES FROM CLEAVAGE OF EPOXIDES","MOLINARI, AURORA, OLIVA, ALFONSO, AGUILERA, NANET, MIGUEL DEL CORRAL, JOSE Mª, GORDALIZA, MARINA, CASTRO, Mª ANGELES, GARCIA-GRAVALOS, Mª DOLORES, SAN FELICIANO, ARTURO","Boletín de la Sociedad Chilena de Química; 46(1); 33-39","Boletín de la Sociedad Chilena de Química","Inglês","2001","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442001000100007&lang=pt" 
"S0004-282X2001000100036-scl","Análises de livros","SPINA-FRANÇA, ANTONIO","Arquivos de Neuro-Psiquiatria; 59(1); 153-157","Arquivos de Neuro-Psiquiatria","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2001000100036&lang=pt" 
"S0103-97332001000100015-scl","Quantisation of the multidimensional rotor","Abdalla, E., Banerjee, R.","Brazilian Journal of Physics; 31(1); 80-83","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100015&lang=pt" 
"S0103-97332001000100013-scl","Instanton effects in heavy lambda masses","Forkel, Hilmar, Navarra, Fernando S., Nielsen, Marina","Brazilian Journal of Physics; 31(1); 71-76","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100013&lang=pt" 
"S0103-97332001000100011-scl","Adiabatic plasma rotations in orthogonal coordinate systems","Viana, Ricardo L.","Brazilian Journal of Physics; 31(1); 58-64","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100011&lang=pt" 
"S0103-97332001000100010-scl","Analysis of cut-off conditions for coaxial fibers","Silva, Humberto Filomeno da, Nunes, Frederico Dias","Brazilian Journal of Physics; 31(1); 51-57","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100010&lang=pt" 
"S0103-97332001000100008-scl","On the non-relativistic Casimir effect","Cougo-Pinto, M.V., Farina, C., Mendes, J.F.M., Tort, A.C.","Brazilian Journal of Physics; 31(1); 45-47","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100008&lang=pt" 
"S0103-97332001000100002-scl","Variances and covariances in deconvolution of multichannel spectra: 34S (&lt;FONT FACE=Symbol&gt;g&lt;/font&gt;, &lt;img src=&quot;http:/img/fbpe/bjp/v31n1/02eq06.gif&quot;&gt;n) cross section","Helene, O., Takiya, C., Vanin, V. R.","Brazilian Journal of Physics; 31(1); 8-14","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100002&lang=pt" 
"S0103-97332001000100001-scl","Positronium formation from hydrogen negative Ion, H&lt;FONT FACE=Symbol&gt;-&lt;/FONT&gt;","Chaudhuri, Puspitapallab","Brazilian Journal of Physics; 31(1); 1-7","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100001&lang=pt" 
"S0103-97332001000100005-scl","Post-deposition cooling in oxygen is critical for YBa2Cu3O7&lt;FONT FACE=Symbol&gt;-&lt;/FONT&gt;d films deposited by eclipse pulsed laser deposition method","Ohmukai, Masato, Fujita, Takehiro, Ohno, Takayuki","Brazilian Journal of Physics; 31(1); 30-33","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100005&lang=pt" 
"S0103-97332001000100007-scl","Gravitational clustering to all perturbative orders","Abdalla, Elcio, Mohayaee, Roya","Brazilian Journal of Physics; 31(1); 42-44","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100007&lang=pt" 
"S0103-97332001000100012-scl","Multiple scattering of electromagnetic waves in disordered magnetic media: localization parameter, energy transport velocity and diffusion constant","Pinheiro, F. A., Martinez, A. S., Sampaio, L. C.","Brazilian Journal of Physics; 31(1); 65-70","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100012&lang=pt" 
"S0103-97332001000100014-scl","Soda-lime glass with gradient of refraction index (GRIN)","Paião, J. R. B., Pereira, F., Watanabe, S.","Brazilian Journal of Physics; 31(1); 77-79","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100014&lang=pt" 
"S0103-97332001000100006-scl","Effect of plasma subsonic toroidal flows induced by Alfvén waves on transport processes in the edge of elongated tokamaks","Tsypin, V. S., Severo, J. H. F., Nascimento, I. C., Galvão, R. M. O., Kuznetsov, Yu. K.","Brazilian Journal of Physics; 31(1); 34-41","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100006&lang=pt" 
"S0103-97332001000100017-scl","Thermal effects on light emission in Yb3+-sensitized rare-earth doped optical glasses","Gouveia, E. A., Araujo, M. T. de, Gouveia-Neto, A. S.","Brazilian Journal of Physics; 31(1); 89-101","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100017&lang=pt" 
"S0103-97332001000100016-scl","The influence of an external magnetic field on the fermionic Casimir effect","Cougo-Pinto, M.V., Farina, C., Tort, A.C.","Brazilian Journal of Physics; 31(1); 84-88","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100016&lang=pt" 
"S0103-97332001000100018-scl","Statistical physics of random searches","Viswanathan, G. M., Afanasyev, V., Buldyrev, Sergey V., Havlin, Shlomo, Luz, M. G. E. da, Raposo, E. P., Stanley, H. Eugene","Brazilian Journal of Physics; 31(1); 102-108","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100018&lang=pt" 
"S0103-97332001000100003-scl","Applications of the Schwinger multichannel method with pseudopotentials to electron scattering from polyatomic molecules I: elastic cross sections","Natalense, Alexandra P. P., Varella, Márcio T. do N., Bettega, Márcio H. F., Ferreira, Luiz G., Lima, Marco A. P.","Brazilian Journal of Physics; 31(1); 15-20","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100003&lang=pt" 
"S0103-97332001000100004-scl","Applications of the Schwinger Multichannel method with pseudopotentials to electron scattering from polyatomic molecules II: rotational excitation cross sections","Varella, Márcio T. do N., Bettega, Márcio H. F., Natalense, Alexandra P. P., Ferreira, Luiz G., Lima, Marco A. P.","Brazilian Journal of Physics; 31(1); 21-29","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100004&lang=pt" 
"S0103-97332001000100009-scl","Weighted oscillator strengths and lifetimes for the neutral oxygen spectrum, O I","Costa, I. V. L., Cavalcanti, G. H., Trigueiros, A. G.","Brazilian Journal of Physics; 31(1); 48-50","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100009&lang=pt" 
"S0103-97332001000100019-scl","Infrared analysis of thin films: amorphous, hydrogenated carbon on silicon","Jacob, Wolfgang, Keudell, Achim vom, Schwarz-Selinger, Thomas","Brazilian Journal of Physics; 31(1); 109-109","Brazilian Journal of Physics","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332001000100019&lang=pt" 
"S1131-57682001000300008-esp","Leptospirosis: presentación de un caso y revisión epidemiológica en España","Barragán Casas, J. M., Álvarez Suárez, D., Arroyo Burguillo, P., Sánchez Fuentes, D.","Medifam; 11(3); 107-109","Medifam","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1131-57682001000300008&lang=pt" 
"S1131-57682001000300006-esp","Presentación clínica de miastenia gravis en Atención Primaria: a propósito de un caso","Caballero Martín, M. A, Nieto Gómez, R., Barcik, U.","Medifam; 11(3); 99-102","Medifam","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1131-57682001000300006&lang=pt" 
"S1131-57682001000300009-esp","Escorbuto: una enfermedad que todavía existe","Núñez Fernández, M. J., Lires Fernández, J. A., Rodríguez González, A., Sanjurjo Rivo, A. B., Sánchez Conde, P.","Medifam; 11(3); 109-110","Medifam","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1131-57682001000300009&lang=pt" 
"S1131-57682001000300005-esp","Psicoterapia en Atención Primaria: consejo interpersonal para la depresión","Diéguez Porres, M., Rodríguez Vega, B., Fernández Liria, A.","Medifam; 11(3); 84-98","Medifam","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1131-57682001000300005&lang=pt" 
"S1131-57682001000300007-esp","Sarcoidosis aguda: a propósito de un caso","Zufía García, F. J., Garrido Fernández, M., López Serrano, B., Refolio Abellá, C.","Medifam; 11(3); 103-106","Medifam","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1131-57682001000300007&lang=pt" 
"S1131-57682001000300002-esp","Las tablas de riesgo cardiovascular: Una revisión crítica","Álvarez Cosmea, A.","Medifam; 11(3); 20-51","Medifam","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1131-57682001000300002&lang=pt" 
"S1131-57682001000300001-esp","El dilema sobre el coste-efectividad de la vacuna antineumocócica sigue abierto","Álvarez, M. J., Mayer, M. A.","Medifam; 11(3); 7-19","Medifam","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1131-57682001000300001&lang=pt" 
"S1131-57682001000300004-esp","Estudios de farmacoeconomía: ¿por qué, cómo, cuándo y para qué?","Soto Álvarez, J.","Medifam; 11(3); 67-83","Medifam","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1131-57682001000300004&lang=pt" 
"S1131-57682001000300003-esp","Factores relacionados con el incumplimiento a citas concertadas de un grupo de pacientes hipertensos","Orueta, R., Gómez-Calcerrada, R. M., Redondo, S., Soto, M., Alejandre, G., López, J.","Medifam; 11(3); 52-66","Medifam","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1131-57682001000300003&lang=pt" 
"S0212-71992001000300011-esp","Neumotórax espontáneo y tuberculosis pulmonar activa","Molina, M., Ortega, N., Valiente, B., Vera, V.","Anales de Medicina Interna; 18(3); 45-47","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300011&lang=pt" 
"S0212-71992001000300009-esp","Lupus eritematoso sistémico con mesenteritis retráctil y síndrome antifosfolípido catastrófico","Mera Varela, A., Blanco Rodríguez, J., Insua Vilariño, S., Camaño Freire, M.","Anales de Medicina Interna; 18(3); 39-42","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300009&lang=pt" 
"S0212-71992001000300023-esp","Inhibidores de la HMG-CoA reductasa y disfunción sexual","Pía Iglesias, G., Fernández Fernández, F.J., Ameneiros Lago, E., Sesma Sánchez, P.","Anales de Medicina Interna; 18(3); 67-67","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300023&lang=pt" 
"S0212-71992001000300005-esp","Determinación de anticuerpos frente al antígeno A-60 para el diagnóstico de la infección por M. tuberculosis: Una herramienta útil para la racionalización de la quimioprofilaxis en pacientes VIH","Blanco, J.R., Martínez de Artola, V., Ibarra, V., Rosel, L., Gómez-Cadiñanos, R., Oteo, J.A.","Anales de Medicina Interna; 18(3); 23-27","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300005&lang=pt" 
"S0212-71992001000300006-esp","Posible valor pronóstico de la hipertensión arterial en mujeres postmenopáusicas con cáncer de mama: Estudio piloto","López-Sáez, J. B., Quintela Senra, D., Senra Varela, A.","Anales de Medicina Interna; 18(3); 28-31","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300006&lang=pt" 
"S0212-71992001000300007-esp","Enfermedad de McArdle: descripción de cuatro hermanos con déficit de miofosforilasa","López Martín, A., Baños Madrid, R.I., García-Estañ Candela, J., García Pérez, B., Pérez Bautista, F.J., Salmerón, P.","Anales de Medicina Interna; 18(3); 32-34","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300007&lang=pt" 
"S0212-71992001000300004-esp","Neumonía en el anciano: ¿es atípica su presentación clínica?","González Quijada, S., Galdós Barroso, M., Riego Valledor, A., Fernández Álvarez, G., Galindo Vicente, Mª. C.","Anales de Medicina Interna; 18(3); 20-22","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300004&lang=pt" 
"S0212-71992001000300008-esp","Asma como forma de presentación de policondritis recidivante","Elías Hernández, M.T., Sánchez Gil, R., López Campos, J.L., Castillo Gómez, J.","Anales de Medicina Interna; 18(3); 35-38","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300008&lang=pt" 
"S0212-71992001000300010-esp","Empiema pleural masivo secundario a pionefrosis","Lacort Fernández, M., Gutiérrez Fernández, M.J., González Rodríguez, M.A., Antuña Braña, M.T., Herrero Fernández, S., Espina Angulo, M.J.","Anales de Medicina Interna; 18(3); 43-44","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300010&lang=pt" 
"S0212-71992001000300002-esp","Gradiente alveolo-arterial de O2 en la EPOC con hipercapnia","Carrión Valero, F., Martínez Francés, M., Perpiñá Tordera, M., Pascual Izuel, J.Mª., Marín Pardo, J.","Anales de Medicina Interna; 18(3); 9-14","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300002&lang=pt" 
"S0212-71992001000300016-esp","Coma secundario por intoxicación por atropina como intento autolítico","Pardo Moreno, J., Castro del Río, M., Martín Estefanía, C., Pintor Holguín, E.","Anales de Medicina Interna; 18(3); 60-61","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300016&lang=pt" 
"S0212-71992001000300019-esp","A propósito de una consulta especializada de hipertensión arterial","Cuadrado Gómez, L. M.","Anales de Medicina Interna; 18(3); 63-63","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300019&lang=pt" 
"S0212-71992001000300013-esp","Mieloma múltiple IgG lambda: derrame pleural mielomatoso, una rara forma de presentación","Fernández González, M. J., Matía Cubillo, A. C., González Sanz, R., Juárez Redondo, I., Jimeno Carrúez, A.","Anales de Medicina Interna; 18(3); 57-58","Anales de Medicina Interna","Espanhol","2001","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992001000300013&lang=pt" 
