"S0365-94021999000300012-chl","Estandarización de la ELISA IgM e IgA para el inmunodiagnóstico de la triquinosis humana","Contreras, María del C., Acevedo, Elsa, Aguilera, Susana, Sandoval, Lea, Salinas, Patricia","Boletín chileno de parasitología; 54(3-4); 104-109","Boletín chileno de parasitología","Espanhol","1999","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-94021999000300012&lang=pt" 
"S0100-879X1999000700014-scl","Oncogene-mediated downregulation of RECK, a novel transformation suppressor gene","Sasahara, R.M., Takahashi, C., Sogayar, M.C., Noda, M.","Brazilian Journal of Medical and Biological Research; 32(7); 891-895","Brazilian Journal of Medical and Biological Research","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X1999000700014&lang=pt" 
"S0100-879X1999000700010-scl","Mechanisms of cell transformation induced by polyomavirus","Oliveira, M.L.S., Brochado, S.M., Sogayar, M.C.","Brazilian Journal of Medical and Biological Research; 32(7); 861-865","Brazilian Journal of Medical and Biological Research","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X1999000700010&lang=pt" 
"S0100-879X1999000700005-scl","Collateral methotrexate resistance in cisplatin-selected murine leukemia cells","Bhushan, A., Hacker, M.P., Tritton, T.R.","Brazilian Journal of Medical and Biological Research; 32(7); 827-833","Brazilian Journal of Medical and Biological Research","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X1999000700005&lang=pt" 
"S0100-879X1999000700016-scl","Efficient retrovirus-mediated transfer of cell-cycle control genes to transformed cells","Strauss, B.E., Costanzi-Strauss, E.","Brazilian Journal of Medical and Biological Research; 32(7); 905-914","Brazilian Journal of Medical and Biological Research","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X1999000700016&lang=pt" 
"S0100-879X1999000700012-scl","Hunting for differentially expressed genes","Vedoy, C.G., Bengtson, M.H., Sogayar, M.C.","Brazilian Journal of Medical and Biological Research; 32(7); 877-884","Brazilian Journal of Medical and Biological Research","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X1999000700012&lang=pt" 
"S0100-879X1999000700001-scl","Control of CD4 gene expression: connecting signals to outcomes in T cell development","Sarafova, S.D., Siu, G.","Brazilian Journal of Medical and Biological Research; 32(7); 785-803","Brazilian Journal of Medical and Biological Research","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X1999000700001&lang=pt" 
"S0100-879X1999000700017-scl","Genetic susceptibility to HPV infection and cervical cancer","Maciag, P.C., Villa, L.L.","Brazilian Journal of Medical and Biological Research; 32(7); 915-922","Brazilian Journal of Medical and Biological Research","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X1999000700017&lang=pt" 
"S0100-879X1999000700002-scl","Functions of the extracellular matrix and matrix degrading proteases during tumor progression","Liaw, L., Crawford, H.C.","Brazilian Journal of Medical and Biological Research; 32(7); 805-812","Brazilian Journal of Medical and Biological Research","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X1999000700002&lang=pt" 
"S0100-879X1999000700015-scl","Genetic alterations in head and neck squamous cell carcinomas","Nagai, M.A.","Brazilian Journal of Medical and Biological Research; 32(7); 897-904","Brazilian Journal of Medical and Biological Research","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X1999000700015&lang=pt" 
"S0100-879X1999000700011-scl","Functional analysis of newly discovered growth control genes: experimental approaches","Flatschart, R.B., Sogayar, M.C.","Brazilian Journal of Medical and Biological Research; 32(7); 867-875","Brazilian Journal of Medical and Biological Research","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X1999000700011&lang=pt" 
"S0074-02761999000400023-scl","Anatomia e Histologia das Glândulas Salivares nos Triatomíneos","Lacombe, Dyrce","Memórias do Instituto Oswaldo Cruz; 94(4); 557-564","Memórias do Instituto Oswaldo Cruz","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400023&lang=pt" 
"S0074-02761999000400008-scl","Characterization of Haemophilus influenzae Obtained from Invasive Diseases in Cuban Children under Five Years of Age","Tamargo, Isis, Toraño, Gilda, Rodriguez, Oxandra, Perez, Miriam, Llop, Alina","Memórias do Instituto Oswaldo Cruz; 94(4); 477-478","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400008&lang=pt" 
"S0074-02761999000400015-scl","Sensitivity of Lymph Node Aspiration in Localized Cutaneous Leishmaniasis Due to Leishmania (Viannia) braziliensis","Romero, Gustavo Adolfo Sierra, Sampaio, Raimunda Nonata Ribeiro, Macêdo, Vanize de Oliveira, Marsden, Philip Davis","Memórias do Instituto Oswaldo Cruz; 94(4); 509-511","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400015&lang=pt" 
"S0074-02761999000400024-scl","Changes in the Sexual Dimorphism of Triatominae in the Transition from Natural to Artificial Habitats","Dujardin, JP, Steindel, M, Chavez, T, Machane, M, Schofield, CJ","Memórias do Instituto Oswaldo Cruz; 94(4); 565-569","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400024&lang=pt" 
"S0074-02761999000400014-scl","Sensitivity of a Vacuum Aspiratory Culture Technique for Diagnosis of Localized Cutaneous Leishmaniasis in an Endemic Area of Leishmania (Viannia) braziliensis Transmission","Romero, Gustavo Adolfo Sierra, Sampaio, Raimunda Nonata Ribeiro, Macêdo, Vanize de Oliveira, Marsden, Philip Davis","Memórias do Instituto Oswaldo Cruz; 94(4); 505-508","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400014&lang=pt" 
"S0074-02761999000400013-scl","Positive IgG Western Blot for Borrelia burgdorferi in Colombia","Palacios, Ricardo, Osorio, Lyda E, Giraldo, Luis E, Torres, Antonio J, Philipp, Mario T, Ochoa, Maria Teresa","Memórias do Instituto Oswaldo Cruz; 94(4); 499-503","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400013&lang=pt" 
"S0074-02761999000400009-scl","Human Immunodeficiency Virus Seroprevalence among Inmates of the Penitentiary Complex of the Region of Campinas, State of São Paulo, Brazil","Osti, Neusa Maria, Castro, Antonio Fernando Pestana de, Ricci, Lucila Costallat","Memórias do Instituto Oswaldo Cruz; 94(4); 479-483","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400009&lang=pt" 
"S0074-02761999000400025-scl","Influence of Refrigeration and Formalin on the Floatability of Giardia duodenalis Cysts","Moitinho, Maria da Luz Ribeiro, Bértoli, Marta, Guedes, Terezinha Aparecida, Ferreira, Cláudio Santos","Memórias do Instituto Oswaldo Cruz; 94(4); 571-574","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400025&lang=pt" 
"S0074-02761999000400018-scl","Heterologous Expression of a Trypanosoma cruzi Surface Glycoprotein (gp82) Indicates that Requirements for Glycosylphosphatidylinositol Anchoring are Different in Mammalian Cells and this Trypanosome","Ramirez, Marcel I, Boscardin, Silvia B, Ruiz, Rita C, Han, Sang W, Paranhos-Baccala, Glaucia S, Yoshida, Nobuko, Mortara, Renato A, Silveira, José Franco da","Memórias do Instituto Oswaldo Cruz; 94(4); 527-530","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400018&lang=pt" 
"S0074-02761999000400012-scl","Virulent and Avirulent Strains of Group B Streptococci from Rio de Janeiro, Brazil: Relationship between Differences in Surface Hydrophobicity, Sialic Acid Content and Macrophage Interaction","Nagao, Prescilla E, Benchetrit, Leslie C","Memórias do Instituto Oswaldo Cruz; 94(4); 497-498","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400012&lang=pt" 
"S0074-02761999000400021-scl","Drug Resistance Patterns among Hospitalized Tuberculous Patients in Rio de Janeiro, Brazil, 1993-1994","Fandinho, FCO, Kritski, AL, Hofer, C, Conde Jr, H, Ferreira, RMC, Silva, MG, Fonseca, LS","Memórias do Instituto Oswaldo Cruz; 94(4); 543-547","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400021&lang=pt" 
"S0074-02761999000400007-scl","Antigenic and Genetic Characterization of Twenty-six Strains of Human Respiratory Syncytial Virus (Subgroup A) Isolated During Three Consecutive Outbreaks in Havana City, Cuba","Valdivia, Angel, González, Grehete, Chacón, Danay, Savón, Clara, Otero, Anselmo, Váldes, Odalys, Cancio, Reynel, Oropesa, Suset, Melero, José A, García-Barreno, Blanca, Goyenechea, Angel","Memórias do Instituto Oswaldo Cruz; 94(4); 469-475","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400007&lang=pt" 
"S0074-02761999000400002-scl","The Epidemiological Impact of Antimeningococcal B Vaccination in Cuba","Rodríguez, Antonio Pérez, Dickinson, Félix, Baly, Alberto, Martinez, Ramón","Memórias do Instituto Oswaldo Cruz; 94(4); 433-440","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400002&lang=pt" 
"S0074-02761999000400022-scl","Penetration Sites and Migratory Routes of Angiostrongylus costaricensis in the Experimental Intermediate Host (Sarasinula marginata)","Mendonça, Cristiane LGF, Carvalho, Omar S, Mota, Ester M, Pelajo-Machado, Marcelo, Caputo, Luzia FG, Lenzi, Henrique L","Memórias do Instituto Oswaldo Cruz; 94(4); 549-556","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400022&lang=pt" 
"S0074-02761999000400003-scl","Wild Rodents as Experimental Intermediate Hosts of Lagochilascaris minor Leiper, 1909","Paçô, Julieta Machado, Campos, Dulcinéa Maria Barbosa, Oliveira, Jayrson Araújo de","Memórias do Instituto Oswaldo Cruz; 94(4); 441-449","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400003&lang=pt" 
"S0074-02761999000400004-scl","Ecogenetics of Triatoma sordida and Triatoma guasayana (Hemiptera: Reduviidae) in the Bolivian Chaco","Noireau, François, Gutierrez, Teresa, Flores, Rosmary, Brenière, Frédérique, Bosseno, Marie France, Wisnivesky-Colli, Cristina","Memórias do Instituto Oswaldo Cruz; 94(4); 451-457","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400004&lang=pt" 
"S0074-02761999000400017-scl","Fatty Acid and Sterol Composition of Three Phytomonas Species","Nakamura, Celso Vataru, Waldow, Luciana, Pelegrinello, Sandra Regina, Ueda-Nakamura, Tânia, Abreu Filho, Benício Alves de, Dias Filho, Benedito Prado","Memórias do Instituto Oswaldo Cruz; 94(4); 519-525","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400017&lang=pt" 
"S0074-02761999000400011-scl","A dhfr-ts- Leishmania major Knockout Mutant Cross-protects against Leishmania amazonensis","Veras, PST, Brodskyn, CI, Balestieri, FMP, Freitas, LAR de, Ramos, APS, Queiroz, ARP, Barral, A, Beverley, SM, Barral-Netto, M","Memórias do Instituto Oswaldo Cruz; 94(4); 491-496","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400011&lang=pt" 
"S0074-02761999000400005-scl","Re-descriptions of Isospora ameivae Carini, 1932 in the Teiid Lizard Ameiva ameiva and Isospora hemidactyli Carini, 1936 in the Gecko Hemidactylus mabouia, with Particular Reference to their Endogenous Stages","Lainson, R, Paperna, I","Memórias do Instituto Oswaldo Cruz; 94(4); 459-466","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400005&lang=pt" 
"S0074-02761999000400026-scl","Development of Dirofilaria immitis (Leidy) in Aedes aegypti (L.) and Culex quinquefasciatus  (Say) from Maceió, Alagoas, Brazil","Brito, Ana C, Fontes, Gilberto, Rocha, Eliana MM da, Rocha, Deisy AM, Regis, Lêda","Memórias do Instituto Oswaldo Cruz; 94(4); 575-576","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400026&lang=pt" 
"S0074-02761999000400006-scl","Outbreak of Acute Haemorrhagic Conjunctivitis in Cuba","Avalos Redón, Ivonne, Más Lago, Pedro José, Sarmiento Pérez, Luis Raymond, Palomera Puentes, Rosa Esther, Bello Corredor, Marité","Memórias do Instituto Oswaldo Cruz; 94(4); 467-468","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400006&lang=pt" 
"S0074-02761999000400001-scl","Density of Sand Flies (Diptera: Psychodidae) in Domestic and Wild Animal Shelters in an Area of Visceral Leishmaniasis in the State of Rio Grande do Norte, Brazil","Ximenes, Maria de Fátima Freire de Melo, Souza, Maria de Fátima de, Guilhermo Castellón, Eloy","Memórias do Instituto Oswaldo Cruz; 94(4); 427-432","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400001&lang=pt" 
"S0074-02761999000400016-scl","A Preliminary Investigation on the Chemical Composition of the Cell Surface of Five Enteropathogenic Escherichia coli Serotypes","Mangia, Adriana Hamond Regua, Bergter, Eliana Barreto, Teixeira, Lúcia Martins, Silva Filho, Fernando Costa e","Memórias do Instituto Oswaldo Cruz; 94(4); 513-518","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400016&lang=pt" 
"S0074-02761999000400019-scl","Antitumor and Antiviral Activity of Colombian Medicinal Plant Extracts","Betancur-Galvis, LA, Saez, J, Granados, H, Salazar, A, Ossa, JE","Memórias do Instituto Oswaldo Cruz; 94(4); 531-535","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400019&lang=pt" 
"S0074-02761999000400020-scl","Atypical Mucocutaneous Leishmaniasis Caused by Leishmania braziliensis in an Acquired Immunodeficiency Syndrome Patient: T-cell Responses and Remission of Lesions Associated with Antigen Immunotherapy","Da-Cruz, Alda M, Filgueiras, Danilo V, Coutinho, Ziadir, Mayrink, Wilson, Grimaldi Jr, Gabriel, De Luca, Paula M, Mendonça, Sergio CF, Coutinho, Sergio G","Memórias do Instituto Oswaldo Cruz; 94(4); 537-542","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400020&lang=pt" 
"S0074-02761999000400010-scl","Protection against Toxoplasmosis in Mice Immunized with Different Antigens of Toxoplasma gondii Incorporated into Liposomes","Elsaid, Mohamed MA, Vitor, Ricardo WA, Frézard, Frederic JG, Martins, Maria S","Memórias do Instituto Oswaldo Cruz; 94(4); 485-490","Memórias do Instituto Oswaldo Cruz","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761999000400010&lang=pt" 
"S0103-90161999000300032-scl","Zoneamento agroecológico para a região de Ribeirão Preto utilizando um sistema de informações geográficas","Martorano, Lucieta G., Angelocci, Luiz Roberto, Vettorazzi, Carlos Alberto, Valente, Roberta de Oliveira Averna","Scientia Agricola; 56(3); 739-747","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300032&lang=pt" 
"S0103-90161999000300031-scl","Xylem sap nitrogen compounds of some Crotalaria species","Vitória, Angela Pierre, Sodek, Ladaslav","Scientia Agricola; 56(3); 733-737","Scientia Agricola","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300031&lang=pt" 
"S0103-90161999000300030-scl","Water deficit in relation to leaf and stem anatomy of Eucalyptus camaldulensis Dehn. shoots cultivated in vitro","Souza, Gustavo Maia, Gonçalves, Antonio Natal, Almeida, Marcílio de","Scientia Agricola; 56(3); 723-731","Scientia Agricola","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300030&lang=pt" 
"S0103-90161999000300029-scl","Tipos polínicos coletados por Nannotrigona testaceicornis e Tetragonisca angustula (Hymenoptera, Apidae, Meliponinae)","Carvalho, Carlos Alfredo Lopes de, Marchini, Luis Carlos","Scientia Agricola; 56(3); 717-722","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300029&lang=pt" 
"S0103-90161999000300028-scl","Revestimentos de fécula de mandioca, perda de massa e alteração da cor de frutos de pimentão","Vicentini, Nívea Maria, Cereda, Marney Pascoli, Câmara, Francisco Luís de Araújo","Scientia Agricola; 56(3); 713-716","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300028&lang=pt" 
"S0103-90161999000300026-scl","Reguladores vegetais e a anatomia da folha de tomate (Lycopersicon esculentum Mill.) cv. Ângela Gigante","Martins, Maria Bernadete Gonçalves, Castro, Paulo Roberto de Camargo e","Scientia Agricola; 56(3); 693-703","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300026&lang=pt" 
"S0103-90161999000300021-scl","Ploidy level and caffeine content in leaves of Coffea","Silvarolla, Maria Bernadete, Mazzafera, Paulo, Lima, Marinez Muraro Alves de, Medina Filho, Herculano Penna, Fazuoli, Luiz Carlos","Scientia Agricola; 56(3); 661-663","Scientia Agricola","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300021&lang=pt" 
"S0103-90161999000300017-scl","&#039;Killer&#039; character of yeasts isolated from ethanolic fermentations","Ceccato-Antonini, Sandra Regina, Cremonini, Luiz Carlos Moreira, Regenfuss, Christine","Scientia Agricola; 56(3); 631-635","Scientia Agricola","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300017&lang=pt" 
"S0103-90161999000300016-scl","Fitorreguladores e remoção da gema apical no desenvolvimento do algodoeiro","Soares, José Janduí","Scientia Agricola; 56(3); 627-630","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300016&lang=pt" 
"S0103-90161999000300015-scl","Fertilização foliar de nitrogênio para laranjeira em estágio de formação","Boaretto, Antonio Enedi, Schiavinato Neto, Plácido, Muraoka, Takashi, Oliveira, Mauro Wagner, Trivelin, Paulo César Ochezue","Scientia Agricola; 56(3); 621-626","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300015&lang=pt" 
"S0103-90161999000300005-scl","Balance hídrico ciclico y secuencial: estimación de almacenamiento de agua en el suelo","Dourado-Neto, Durval, García y García, Axel, Fancelli, Antonio Luiz, Frizzone, José Antonio, Reichardt, Klaus","Scientia Agricola; 56(3); 537-546","Scientia Agricola","Espanhol","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300005&lang=pt" 
"S0103-90161999000300004-scl","Avaliação de frutos de laranjeira &#039;Pera&#039; em função dos anelamentos de ramos em diferentes épocas","Simões Júnior, Abel Rodrigues, Mourão Filho, Francisco de Assis Alves, Araújo, Paulo Sérgio Rodrigues de, Piedade, Sônia Maria de Stefano, Jacomino, Ângelo Pedro","Scientia Agricola; 56(3); 529-535","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300004&lang=pt" 
"S0103-90161999000300003-scl","Amostragem de solo e uso de &quot;litterbags&quot; na avaliação populacional de microartrópodos edáficos","Melo, Luiz Antonio Silveira, Ligo, Marco Antonio Vieira","Scientia Agricola; 56(3); 523-528","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300003&lang=pt" 
"S0103-90161999000300002-scl","Ácido Giberélico (GA3) e maturação de frutos das tangerinas &#039;Mexerica Montenegrina&#039;e &#039;Poncã&#039;","Marur, Celso Jamil, Stenzel, Neusa Maria Colauto, Rampazzo, Elcio Felix, Scholz, Maria Brígida Santos","Scientia Agricola; 56(3); 517-521","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300002&lang=pt" 
"S0103-90161999000300001-scl","Absorção de magnésio por raízes destacadas de cultivares de tomateiro","Sacramento, Luis Vitor S. do, Martinez, Herminia Emilia P., Monnerat, Pedro Henrique, Oliveira, Laede Maffia de","Scientia Agricola; 56(3); 509-515","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300001&lang=pt" 
"S0103-90161999000300007-scl","Crescimento in vitro de progênies de Eucalyptus camaldulensis Dehn. sob condições de deficiência hídrica","Souza, Gustavo Maia, Gonçalves, Antonio Natal, Machado Neto, Nelson Barbosa","Scientia Agricola; 56(3); 557-562","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300007&lang=pt" 
"S0103-90161999000300010-scl","Desenvolvimento de Spodoptera frugiperda (J. E. Smith) em genótipos de milho tratados com extrato acetato de etila de Trichilia pallida (Swartz)","Roel, Antonia Railda, Vendramim, José Djair","Scientia Agricola; 56(3); 581-586","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300010&lang=pt" 
"S0103-90161999000300014-scl","Extração de nutrientes e eficiência nutricional de cultivares de aveia, em relação ao nitrogênio e à intensidades de corte","Primavesi, Ana Cândida, Primavesi, Odo, Godoy, Rodolfo","Scientia Agricola; 56(3); 613-620","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300014&lang=pt" 
"S0103-90161999000300013-scl","Espectrofotometria de zinco em fertilizantes em fluxo","Rodella, Arnaldo Antonio, Baccan, Nivaldo, Zagatto, Elias Aires Guidetti","Scientia Agricola; 56(3); 605-611","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300013&lang=pt" 
"S0103-90161999000300019-scl","Métodos de determinação da área basal de uma pastagem de capim-elefante","Martha Júnior, Geraldo Bueno, Corsi, Moacyr, Maule, Rodrigo Fernando, Trivelin, Paulo Cesar Ocheuze, Rovari, Ricardo, Passoni Júnior, João Carlos","Scientia Agricola; 56(3); 645-649","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300019&lang=pt" 
"S0103-90161999000300022-scl","Preferência alimentar de Dione juno juno (Cramer) por genótipos de maracujazeiro e avaliação do uso de extratos aquosos","Lara, Fernando Mesquita, Boiça Júnior, Arlindo Leal, Barbosa, José Carlos","Scientia Agricola; 56(3); 665-671","Scientia Agricola","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90161999000300022&lang=pt" 
