"S0256-95742009000500008-sza","No pay, no cure: can our hospitals be salvaged?","Bateman, Chris","SAMJ: South African Medical Journal; 99(5); 288-292","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000500008&lang=pt" 
"S0256-95742009000500019-sza","Associations between body mass index and serum levels of C-reactive protein","Kao, Tung-Wei, Lu, I-Shu, Liao, Kuo-Chen, Lai, Hsiu-Yun, Loh, Ching-Hui, Kuo, Hsu-Ko","SAMJ: South African Medical Journal; 99(5); 326-330","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000500019&lang=pt" 
"S0256-95742009000500020-sza","Metabolic syndrome and obesity among workers at Kanye Seventh-day Adventist Hospital, Botswana","Garrido, Roberto A, Semeraro, María B, Temesgen, Samuel M, Simi, Marcelo R","SAMJ: South African Medical Journal; 99(5); 331-334","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000500020&lang=pt" 
"S0256-95742009000500021-sza","The South African Stress and Health (SASH) study: a scientific base for mental health policy","Stein, Dan J, Williams, David R, Kessler, Ronald C","SAMJ: South African Medical Journal; 99(5); 337-337","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000500021&lang=pt" 
"S0256-95742009000500022-sza","The South African Stress and Health (SASH) study: 12-month and lifetime prevalence of common mental disorders","Herman, Allen A, Stein, Dan J, Seedat, Soraya, Heeringa, Steven G, Moomal, Hashim, Williams, David R","SAMJ: South African Medical Journal; 99(5); 339-344","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000500022&lang=pt" 
"S0256-95742009000500023-sza","Mental health service use among South Africans for mood, anxiety and substance use disorders","Seedat, Soraya, Williams, David R, Herman, Allen A, Moomal, Hashim, Williams, Stacey L, Jackson, Pamela B, Myer, Landon, Stein, Dan J","SAMJ: South African Medical Journal; 99(5); 346-352","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000500023&lang=pt" 
"S0256-95742009000500024-sza","Impact of common mental disorders during childhood and adolescence on secondary school completion","Myer, Landon, Stein, Dan J, Jackson, Pamela B, Herman, Allen A, Seedat, Soraya, Williams, David R","SAMJ: South African Medical Journal; 99(5); 354-356","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000500024&lang=pt" 
"S0256-95742009000500025-sza","Patterns of substance use in South Africa: results from the South African Stress and Health study","van Heerden, Margaretha S, Grimsrud, Anna T, Seedat, Soraya, Myer, Landon, Williams, David R, Stein, Dan J","SAMJ: South African Medical Journal; 99(5); 358-366","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000500025&lang=pt" 
"S0256-95742009000500027-sza","Life stress and mental disorders in the South African Stress and Health study","Seedat, Soraya, Stein, Dan J, Jackson, Pamela B, Heeringa, Steven G, Williams, David R, Myer, Landon","SAMJ: South African Medical Journal; 99(5); 375-382","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000500027&lang=pt" 
"S0256-95742009000500028-sza","Perceived discrimination and mental health disorders: the South African Stress and Health study","Moomal, Hashim, Jackson, Pamela B, Stein, Dan J, Herman, Allen, Myer, Landon, Seedat, Soraya, Madela-Mntla, Edith, Williams, D R","SAMJ: South African Medical Journal; 99(5); 383-389","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000500028&lang=pt" 
"S0256-95742009000500029-sza","Perpetration of gross human rights violations in South Africa: association with psychiatric disorders","Stein, Dan J, Williams, Stacey L, Jackson, Pamela B, Seedat, Soraya, Myer, Landon, Herman, Allen, Williams, David R","SAMJ: South African Medical Journal; 99(5); 390-395","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000500029&lang=pt" 
"S0256-95742009000500030-sza","DSM-IV-defined common mental disorders: association with HIV testing, HIV-related fears, perceived risk and preventive behaviours among South African adults","Myer, Landon, Stein, Dan J, Grimsrud, Anna T, Herman, Allen, Seedat, Soraya, Moomal, Hashim, Williams, David R","SAMJ: South African Medical Journal; 99(5); 396-402","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000500030&lang=pt" 
"S0256-95742009000500001-sza","Vaccines for Africa (VACFA) website: an innovative immunisation advocacy tool","Wiysonge, Charles Shey, Waggie, Zainab, Rhoda, Linda, Hussey, Gregory","SAMJ: South African Medical Journal; 99(5); 275-275","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000500001&lang=pt" 
"S0256-95742009000500026-sza","The epidemiology of major depression in South Africa: results from the South African Stress and Health study","Tomlinson, Mark, Grimsrud, Anna T, Stein, Dan J, Williams, David R, Myer, Landon","SAMJ: South African Medical Journal; 99(5); 368-373","SAMJ: South African Medical Journal","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742009000500026&lang=pt" 
"S1575-18132009000200001-esp","Presentación","Barbé i Rocabert, Coloma","Educación Médica; 12(); 3-4","Educación Médica","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132009000200001&lang=pt" 
"S1575-18132009000200002-esp","Programa","","Educación Médica; 12(); 5-6","Educación Médica","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132009000200002&lang=pt" 
"S1851-96362009000100001-arg","The growth of meaning and the limits of formalism: in science, in law","Haack, Susan","Análisis filosófico; 29(1); 5-29","Análisis filosófico","Inglês","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362009000100001&lang=pt" 
"S1851-96362009000100002-arg","Testeo, privacidad, y el argumento del lenguaje privado","Rodríguez Larreta, Juan","Análisis filosófico; 29(1); 31-38","Análisis filosófico","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362009000100002&lang=pt" 
"S1851-96362009000100003-arg","Probabilidad inicial y éxito probabilístico","Iranzo, Valeriano","Análisis filosófico; 29(1); 39-71","Análisis filosófico","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362009000100003&lang=pt" 
"S1851-96362009000100004-arg","Disociaciones cognoscitivas y la evolucionabilidad de la mente","García, Claudia Lorena","Análisis filosófico; 29(1); 73-103","Análisis filosófico","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362009000100004&lang=pt" 
"S1851-96362009000100005-arg","Acerca de algunas intuiciones relativistas","Pailos, Federico Matías","Análisis filosófico; 29(1); 105-122","Análisis filosófico","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362009000100005&lang=pt" 
"S1851-96362009000100006-arg","Gregorio Klimovsky: saber y compromiso","Hidalgo, Cecilia","Análisis filosófico; 29(1); 123-126","Análisis filosófico","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362009000100006&lang=pt" 
"S1851-96362009000100007-arg","Recordando a Gregorio Klimovsky","Simpson, Thomas M.","Análisis filosófico; 29(1); 127-128","Análisis filosófico","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362009000100007&lang=pt" 
"S0185-24502009000100001-mex","Estética apofática y hermenéutica del misterio: elementos para una crítica de la visibilidad","Vega, Amador","Diánoia; 54(62); 3-25","Diánoia","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502009000100001&lang=pt" 
"S0185-24502009000100010-mex","P. Aronson y E. Weisz (compiladores), La vigencia del pensamiento de Max Weber a cien años de &quot;La ética protestante y el espíritu del capitalismo&quot;","Goldwaser, Nathalie","Diánoia; 54(62); 149-154","Diánoia","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502009000100010&lang=pt" 
"S0185-24502009000100011-mex","Herbert Frey, La sabiduría de Nietzsche: Hacia un nuevo arte de vivir","Santiesteban, Luis César","Diánoia; 54(62); 155-158","Diánoia","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502009000100011&lang=pt" 
"S0185-24502009000100012-mex","","Leal Carretero, Fernando","Diánoia; 54(62); 159-168","Diánoia","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502009000100012&lang=pt" 
"S0185-24502009000100013-mex","José Alberto Ross, Dios, eternidad y movimiento","Zagal, Héctor","Diánoia; 54(62); 169-173","Diánoia","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502009000100013&lang=pt" 
"S0185-24502009000100014-mex","Marcelo Boeri, Apariencia y realidad en el pensamiento griego: Investigaciones sobre aspectos epistemológicos, éticos y de teoría de la acción en algunas teorías de la Antigüedad","Lozano Vásquez, Andrea","Diánoia; 54(62); 173-181","Diánoia","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502009000100014&lang=pt" 
"S0185-24502009000100015-mex","Alejandro Tomasini Bassols, Discusiones filosóficas","Lara Zavala, Nydia","Diánoia; 54(62); 181-188","Diánoia","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502009000100015&lang=pt" 
"S0185-24502009000100002-mex","Confianza epistémica y conflicto epistémico","Zagzebski, Linda","Diánoia; 54(62); 27-45","Diánoia","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502009000100002&lang=pt" 
"S0185-24502009000100003-mex","La noción de &quot;justificación&quot;, ¿un concepto dual?","Eraña, Ángeles","Diánoia; 54(62); 47-71","Diánoia","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502009000100003&lang=pt" 
"S0185-24502009000100004-mex","Lógica y mística: Progreso espiritual y progreso filosófico","Redmond, Walter","Diánoia; 54(62); 73-90","Diánoia","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502009000100004&lang=pt" 
"S0185-24502009000100005-mex","El final del relato. Arte, historia y narración en la filosofía de Arthur C. Danto","Parselis, Verónica","Diánoia; 54(62); 91-117","Diánoia","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502009000100005&lang=pt" 
"S0185-24502009000100006-mex","Comentario a &quot;Estética apofática y hermenéutica del misterio&quot; de A. Vega","Cabrera, Isabel","Diánoia; 54(62); 119-122","Diánoia","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502009000100006&lang=pt" 
"S0185-24502009000100007-mex","Reflexiones en torno a la estética apofática de Amador Vega","Yébenes Escardó, Zenia","Diánoia; 54(62); 123-137","Diánoia","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502009000100007&lang=pt" 
"S0185-24502009000100008-mex","Algunos problemas de estética y hermenéutica","Vega, Amador","Diánoia; 54(62); 139-143","Diánoia","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502009000100008&lang=pt" 
"S0185-24502009000100009-mex","Juan C. González (compilador), Perspectivas contemporáneas sobre la cognición: percepción, categorización, conceptualización","Filgueiras Nodar, José María","Diánoia; 54(62); 145-149","Diánoia","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502009000100009&lang=pt" 
"S1605-25282009000100002-bol","Los arbustos de la prepuna y su efecto sobre la composición de hierbas en función de la escala espacial","López, Ramiro Pablo","Ecología en Bolivia; 44(1); 5-16","Ecología en Bolivia","Espanhol","2009","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282009000100002&lang=pt" 
"S1605-25282009000100007-bol","Aspectos del comportamiento de forrajeo de Phibalura ﬂavirostris boliviana (Cotingidae, Passeriformes)","Avalos, Verónica del Rosario","Ecología en Bolivia; 44(1); 62-66","Ecología en Bolivia","Espanhol","2009","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282009000100007&lang=pt" 
"S1605-25282009000100004-bol","Estructura dasométrica de las plantas de un parche de Polylepis besseri incarum y avifauna asociada en la Isla del Sol (Lago Titicaca, La Paz - Bolivia)","Martínez, Omar, Villarte, Fernando","Ecología en Bolivia; 44(1); 36-49","Ecología en Bolivia","Espanhol","2009","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282009000100004&lang=pt" 
"S1605-25282009000100006-bol","Uso de metodologías de censos muestrales indirectos de fecas para evaluar endoparásitos en mamíferos silvestres: Un ensayo en la Reserva Privada de San Miguelito, Santa Cruz, Bolivia","Beltrán-Saavedra, Lucio Fabián, Angulo, Sixto, Gonzales, José Luis","Ecología en Bolivia; 44(1); 56-61","Ecología en Bolivia","Espanhol","2009","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282009000100006&lang=pt" 
"S1605-25282009000100005-bol","Dieta de oso andino en la región alta de Apolobamba y Madidi en el norte de La Paz, Bolivia","Ríos-Uzeda, Boris, Villalpando, Gabriela, Palabral, Oswaldo, Álvarez, Oscar","Ecología en Bolivia; 44(1); 50-55","Ecología en Bolivia","Espanhol","2009","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282009000100005&lang=pt" 
"S1605-25282009000100008-bol","Range extension for the endangered Cochabamba Mountain-Finch (Compsospiza garleppi) in Bolivia and new avifaunal records for Potosí department","Balderrama, José Antonio","Ecología en Bolivia; 44(1); 67-69","Ecología en Bolivia","Inglês","2009","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282009000100008&lang=pt" 
"S1605-25282009000100003-bol","Estructura poblacional de la palmera endémica Parajubaea torallyi (Mart.) Burret en zonas aprovechadas del Área Natural de Manejo Integrado El Palmar (Chuquisaca, Bolivia)","Thompson B., L. Natali, Moraes R., Mónica, Baudoin W., Mario","Ecología en Bolivia; 44(1); 17-35","Ecología en Bolivia","Espanhol","2009","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282009000100003&lang=pt" 
"S1605-25282009000100001-bol","La indexación de revistas cientíﬁcas: La experiencia de “Ecología en Bolivia”","Moraes R., Mónica","Ecología en Bolivia; 44(1); 1-4","Ecología en Bolivia","Espanhol","2009","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282009000100001&lang=pt" 
"S1605-25282009000100009-bol","","","Ecología en Bolivia; 44(1); 70-71","Ecología en Bolivia","Espanhol","2009","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1605-25282009000100009&lang=pt" 
"S0873-65292009000200001-prt","Editorial","Guerreiro, Maria das Dores","Sociologia, Problemas e Práticas; (60); 7-7","Sociologia, Problemas e Práticas","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292009000200001&lang=pt" 
"S0873-65292009000200002-prt","Leitura no Brasil, leitura do Brasil","Bomeny, Helena","Sociologia, Problemas e Práticas; (60); 11-32","Sociologia, Problemas e Práticas","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292009000200002&lang=pt" 
"S0873-65292009000200003-prt","Perder-se e encontrar-se à entrada da escola: Transições e desigualdades na educação básica","Abrantes, Pedro","Sociologia, Problemas e Práticas; (60); 33-52","Sociologia, Problemas e Práticas","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292009000200003&lang=pt" 
"S0873-65292009000200004-prt","As políticas de Open Access: Res publica científica ou autogestão?","Cardoso, Gustavo, Caraça, João, Espanha, Rita, Triães, João, Mendonça, Sandro","Sociologia, Problemas e Práticas; (60); 53-67","Sociologia, Problemas e Práticas","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292009000200004&lang=pt" 
"S0873-65292009000200005-prt","No meio da trama: A antropologia urbana e os desafios da cidade contemporânea","Magnani, José Guilherme Cantor","Sociologia, Problemas e Práticas; (60); 69-80","Sociologia, Problemas e Práticas","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292009000200005&lang=pt" 
"S0873-65292009000200006-prt","A perspectiva de género nas relações laborais portuguesas","Cerdeira, Maria da Conceição","Sociologia, Problemas e Práticas; (60); 81-103","Sociologia, Problemas e Práticas","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292009000200006&lang=pt" 
"S0873-65292009000200007-prt","Infância e risco social: Retratos da imprensa portuguesa","Carvalho, Maria João Leote de, Ferreira, Levina","Sociologia, Problemas e Práticas; (60); 105-129","Sociologia, Problemas e Práticas","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292009000200007&lang=pt" 
"S0873-65292009000200008-prt","Sociologia da inovação: A Construção Social das Técnicas e dos Mercados","Veloso, Luísa","Sociologia, Problemas e Práticas; (60); 133-134","Sociologia, Problemas e Práticas","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292009000200008&lang=pt" 
"S0873-65292009000200009-prt","Esquerda e direita na política europeia: Portugal, Espanha e Grécia em Perspectiva Comparada","Moreira, Diogo","Sociologia, Problemas e Práticas; (60); 135-139","Sociologia, Problemas e Práticas","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292009000200009&lang=pt" 
"S0718-27242009000100001-chl","An Empirical Study on Organizational Determinants of RFID Adoption in the Logistics Industry","Lin, Chieh-Yu","Journal of technology management &amp; innovation; 4(1); 1-7","Journal of technology management &amp; innovation","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242009000100001&lang=pt" 
"S0718-27242009000100002-chl","R&amp;D Personnel Career Routes: An Exploratory Study","Bigliardi, Barbara, Dormio, Alberto Ivo","Journal of technology management &amp; innovation; 4(1); 8-21","Journal of technology management &amp; innovation","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242009000100002&lang=pt" 
"S0718-27242009000100003-chl","Determinants of RFID Adoption in Supply Chain among Manufacturing Companies in China: A Discriminant Analysis","Wen, Liu, Zailani, Suhaiza, Fernando, Yudi","Journal of technology management &amp; innovation; 4(1); 22-32","Journal of technology management &amp; innovation","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242009000100003&lang=pt" 
"S0718-27242009000100004-chl","Introduction of an Evaluation Tool to Predict the Probability of Success of Companies: The Innovativeness, Capabilities and Potential Model (ICP)","Lewrick, Michael","Journal of technology management &amp; innovation; 4(1); 33-47","Journal of technology management &amp; innovation","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242009000100004&lang=pt" 
"S0718-27242009000100005-chl","Organizational Factors for Exploration and Exploitation","Pandey, Sharadindu, Sharma, RRK","Journal of technology management &amp; innovation; 4(1); 48-58","Journal of technology management &amp; innovation","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242009000100005&lang=pt" 
"S0718-27242009000100006-chl","Product Networks, Component Modularity and Sourcing","Agrawal, Anupam","Journal of technology management &amp; innovation; 4(1); 59-81","Journal of technology management &amp; innovation","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242009000100006&lang=pt" 
"S0718-27242009000100007-chl","Managing Bioplastics Business Innovation in Start Up Phase","Theinsathid, Pornpun, Chandrachai, Achara, Keeratipibul, Suwimon","Journal of technology management &amp; innovation; 4(1); 82-93","Journal of technology management &amp; innovation","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242009000100007&lang=pt" 
"S0718-27242009000100008-chl","Information Management (IM) for Academic Staff Advancement Programme in Higher Institutions","Merzuki, Siti Emalia, Latif, Hamrila A","Journal of technology management &amp; innovation; 4(1); 94-104","Journal of technology management &amp; innovation","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242009000100008&lang=pt" 
"S0718-27242009000100009-chl","Chinese Cultural Implications for ERP Implementation","Srivastava, Mukesh, Gips, Betsy J","Journal of technology management &amp; innovation; 4(1); 105-113","Journal of technology management &amp; innovation","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242009000100009&lang=pt" 
"S0718-27242009000100010-chl","Alcanzando el Éxito a través de la Sinergia entre las Tecnologías de la Información y la Cadena de Valor: El Caso de las PYME en el Cluster Minero de Antofagasta","Miranda Pardo, Mauricio, Sánchez Ortiz, Aurora","Journal of technology management &amp; innovation; 4(1); 114-124","Journal of technology management &amp; innovation","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242009000100010&lang=pt" 
"S0718-27242009000100011-chl","O Processo de Transferência de Tecnologia na Industria têxtil","Braga Jr, Edi, Pio, Marcello, Antunes, Adelaide","Journal of technology management &amp; innovation; 4(1); 125-133","Journal of technology management &amp; innovation","Português","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242009000100011&lang=pt" 
"S0718-27242009000100012-chl","Measuring Excellence: A Closer Look at Malcolm Baldrige National Quality Award Winners in the Manufacturing Category","Cazzell, Brian, Ulmer, Jeffrey M","Journal of technology management &amp; innovation; 4(1); 134-142","Journal of technology management &amp; innovation","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242009000100012&lang=pt" 
"S0718-27242009000100013-chl","La Gestión del Proyecto de Bioprótesis Cardiacas del Instituto Nacional de Cardiología: CCADET/ UNAM","Vega-González, R, Juárez Hernández, A, Sánchez-Pérez, E","Journal of technology management &amp; innovation; 4(1); 143-151","Journal of technology management &amp; innovation","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242009000100013&lang=pt" 
"S0718-27242009000100014-chl","Evolution of Scientific Management Towards Performance Measurement and Managing Systems for Sustainable Performance in Industrial Assets: Philosophical Point of View","Ratnayake, Chandima","Journal of technology management &amp; innovation; 4(1); 152-161","Journal of technology management &amp; innovation","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242009000100014&lang=pt" 
"S0100-72032009000500014-scl","Avaliação hemodinâmica e do equilíbrio ácido-básico de fetos transfundidos: análise da substituição progressiva da hemácia do tipo fetal pela hemácia do tipo adulto","Pereira, Rose Mary de Castro Ranciaro","Revista Brasileira de Ginecologia e Obstetrícia; 31(5); 264-264","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000500014&lang=pt" 
"S0100-72032009000500015-scl","Efeitos clínicos e metabólicos do implante liberador de etonogestrel sobre o puerpério de mulheres sadias","Brito, Milena Bastos","Revista Brasileira de Ginecologia e Obstetrícia; 31(5); 264-264","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000500015&lang=pt" 
"S0100-72032009000500012-scl","A representatividade da junção escamocolunar em esfregaços colpocitológicos oncológicos","Gauza, José Eduardo","Revista Brasileira de Ginecologia e Obstetrícia; 31(5); 263-263","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000500012&lang=pt" 
"S0100-72032009000500013-scl","Estudo Power Doppler das lesões mamárias","Pessoa, Carla Priscila Kamiya Carvalho","Revista Brasileira de Ginecologia e Obstetrícia; 31(5); 263-263","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000500013&lang=pt" 
