"S1515-59942014000100008-arg","El grado de ruralidad del empleo agrario pampeano a comienzos del siglo XXI: Un análisis espacial","Pellegrini, José Luis","Mundo agrario; 15(28); -","Mundo agrario","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1515-59942014000100008&lang=pt" 
"S0120-99572014000100005-col","Terapia endoscópica con argón plasma para tumores neuroendocrinos gástricos tipo I","Castaño, Rodrigo, Vargas, Claudia, Pérez Cadavid, Juan Camilo, Dueñas, Juan Pablo, Ruiz, Mario Hernán, Almenares, Jorge A, Ruiz, Luis Miguel","Revista Colombiana de Gastroenterologia; 29(1); 26-34","Revista Colombiana de Gastroenterologia","Inglês, Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99572014000100005&lang=pt" 
"S0120-99572014000100004-col","Experiencia del Instituto Nacional de Cancerología en el manejo de obstrucción del tracto de salida gástrico y del colon con prótesis metálicas autoexpandibles (PMAE)","Oliveros Wilches, Ricardo, Sánchez, Ricardo, Escobar Pérez, René Marcelo","Revista Colombiana de Gastroenterologia; 29(1); 19-25","Revista Colombiana de Gastroenterologia","Inglês, Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99572014000100004&lang=pt" 
"S0120-99572014000100007-col","Farmacocinética, eficacia y seguridad de la formulación de mesalazina MMX en el tratamiento de la colitis ulcerosa","Hinojosa, Joaquín, Navas, Víctor, Saro, Cristina","Revista Colombiana de Gastroenterologia; 29(1); 46-54","Revista Colombiana de Gastroenterologia","Inglês, Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99572014000100007&lang=pt" 
"S0120-99572014000100006-col","Análisis topológico del interactoma de Helicobacter pylori revela proteínas topológicamente esenciales: identificación de blancos terapéuticos","Gutiérrez E, Andrés Julián, Bayona R, Martín Alonso","Revista Colombiana de Gastroenterologia; 29(1); 36-45","Revista Colombiana de Gastroenterologia","Inglês, Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99572014000100006&lang=pt" 
"S0120-99572014000100001-col","Categorización en Publindex","Alvarado Bestene, Jaime","Revista Colombiana de Gastroenterologia; 29(1); 1-2","Revista Colombiana de Gastroenterologia","Inglês, Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99572014000100001&lang=pt" 
"S0120-99572014000100003-col","Variación en el cuidado de pacientes con Enfermedad Inflamatoria Intestinal (EII): resultado de una encuesta","Juliao Baños, Fabián, Agudelo Zapata, Yineth, Yepes Delgado, Carlos","Revista Colombiana de Gastroenterologia; 29(1); 11-18","Revista Colombiana de Gastroenterologia","Inglês, Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99572014000100003&lang=pt" 
"S0120-99572014000100002-col","Familiares de pacientes con cáncer gástrico tienen alta frecuencia de hipoclorhidria y de lesiones premalignas gástricas","Gómez Zuleta, Martín, Garzón Nossa, Diana, Otero R, William","Revista Colombiana de Gastroenterologia; 29(1); 3-10","Revista Colombiana de Gastroenterologia","Inglês, Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99572014000100002&lang=pt" 
"S0120-99572014000100009-col","Tumor GIST grande en estómago: hallazgo incidental posterior a laparotomía. Presentación de un caso y revisión de la literatura","Melo Peñaloza, Mauricio, Williamson, Dolly, Vargas, Lady","Revista Colombiana de Gastroenterologia; 29(1); 63-68","Revista Colombiana de Gastroenterologia","Inglês, Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99572014000100009&lang=pt" 
"S1851-300X2014000100001-arg","Estrías de Wickham","Achenbach, RE","Revista argentina de dermatología; 95(1); 1-1","Revista argentina de dermatología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-300X2014000100001&lang=pt" 
"S1851-300X2014000100002-arg","Angiomatosis bacilar por Bartonella Henselae en un paciente con SIDA: Presentación de un caso y revisión de la literatura","Corti, M, Metta, H, Trione, N, Nicita, D, Romer, Y, Maronna, E","Revista argentina de dermatología; 95(1); 2-8","Revista argentina de dermatología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-300X2014000100002&lang=pt" 
"S1851-300X2014000100003-arg","Linfangiosarcoma en un varón con linfedema crónico","Achenbach, RE, Pittaro, EH, Schroh, RG, Carassai, M, Sánchez, GF","Revista argentina de dermatología; 95(1); 9-16","Revista argentina de dermatología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-300X2014000100003&lang=pt" 
"S1851-300X2014000100004-arg","Hiperhidrosis focal primaria asociada a eritromelalgia primaria","Leroux, MB, Lashak, CR","Revista argentina de dermatología; 95(1); 17-22","Revista argentina de dermatología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-300X2014000100004&lang=pt" 
"S1851-300X2014000100005-arg","Xeroderma pigmentoso. Breve revisión: de lo molecular a lo clínico","Pérez-Elizondo, AD, del Pino-Rojas, GT, García-Hernández, JF","Revista argentina de dermatología; 95(1); 23-28","Revista argentina de dermatología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-300X2014000100005&lang=pt" 
"S1851-300X2014000100006-arg","Dermatitis por contacto y árnica montana: Presentación de un caso clínico, revisión y actualización. Ambulatorio. Los grillitos. Diciembre 2013, Maracay - Estado Aragua Venezuela","Dorta, L, Martes, M, Fragenas, A, Dorta Martes, LJ","Revista argentina de dermatología; 95(1); 29-33","Revista argentina de dermatología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-300X2014000100006&lang=pt" 
"S1851-300X2014000100007-arg","Dermatofibroma polipoideo gigante palmar","Achenbach, RE, Maggi, C, Oliveira, G, Rastellini, S, Pittaro, EH, Sánchez, GF","Revista argentina de dermatología; 95(1); 34-37","Revista argentina de dermatología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-300X2014000100007&lang=pt" 
"S1851-300X2014000100008-arg","El folículo piloso: una importante fuente celular en ingeniería tisular","Porriño, ML, Sánchez, J, Almodóvar, A, García, JM, Arias, S, Carriel, V","Revista argentina de dermatología; 95(1); 38-46","Revista argentina de dermatología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-300X2014000100008&lang=pt" 
"S1851-300X2014000100009-arg","Lesiones en la piel por auto-injuria","Oliveira, G, Khaski, S, Achenbach, RE","Revista argentina de dermatología; 95(1); 47-48","Revista argentina de dermatología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-300X2014000100009&lang=pt" 
"S1851-300X2014000100010-arg","Heridas agudas y crónicas causadas por picaduras y mordeduras de animales","Mengarelli, RH, Cevallos, MV","Revista argentina de dermatología; 95(1); 49-55","Revista argentina de dermatología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-300X2014000100010&lang=pt" 
"S0872-07542014000200001-prt","X-Chromosome: Genetic Framing","Regateiro, Fernando","Nascer e Crescer; 23(); 06-06","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200001&lang=pt" 
"S0872-07542014000200031-prt","A adrenoleucodistrofia ligada ao cromossoma X em portugal","Laranjeira, Francisco, Quelhas, Dulce, Pinto, Eugénia, Ribeiro, Helena, Ribeiro, Isaura, Pacheco, Sara, Lacerda, Lúcia","Nascer e Crescer; 23(); 23-23","Nascer e Crescer","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200031&lang=pt" 
"S0872-07542014000200004-prt","An Introduction to X-linked IMDS","Waldek, Stephen","Nascer e Crescer; 23(); 07-07","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200004&lang=pt" 
"S0872-07542014000200005-prt","Doença hereditárias do metabolismo: experiência clínica na terapêutica","Martins, Esmeralda","Nascer e Crescer; 23(); 08-08","Nascer e Crescer","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200005&lang=pt" 
"S0872-07542014000200027-prt","Mosaicism with two X chromosome different rearrangements and a turner-like phenotype: case report","Pires, Sílvia, Teles, Natália Oliva, Freitas, Manuela Mota, Cardoso, Cátia, Silva, Maria da Luz Fonseca e","Nascer e Crescer; 23(); 21-21","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200027&lang=pt" 
"S0872-07542014000200028-prt","Distal XQ27-&gt;Q28 duplication and functional disomy: clinical and cytogenetic characterization","Oliveira, Fernanda Paula, Ribeiro, Maria do Céu, Teles, Natália Oliva, Fortuna, Ana Maria, Pinto, Maximina Rodrigues, Silva, Maria da Luz Fonseca e","Nascer e Crescer; 23(); 21-21","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200028&lang=pt" 
"S0872-07542014000200002-prt","X-Imbalances big and small","Leeuw, Nicole de","Nascer e Crescer; 23(); 06-06","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200002&lang=pt" 
"S0872-07542014000200013-prt","Study of the FMR1 gene structure among women with ovarian dysfunction from the basque country","Barasoain, Maitane, Barrenetxea, Gorka, Huerta, Iratxe, Télez, Mercedes, Carrillo, Amaia, Pérez, Cristina, Ortiz-Lastra, Eduardo, González, Javier, Criado, Begoña, Arrieta, Isabel","Nascer e Crescer; 23(); 12-12","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200013&lang=pt" 
"S0872-07542014000200012-prt","Um passado com futuro","Serrão, Daniel","Nascer e Crescer; 23(); 11-11","Nascer e Crescer","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200012&lang=pt" 
"S0872-07542014000200010-prt","Genetic counseling","Sousa, Ana Berta","Nascer e Crescer; 23(); 10-10","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200010&lang=pt" 
"S0872-07542014000200011-prt","Ética e genética","Teles, Natália Oliva","Nascer e Crescer; 23(); 11-11","Nascer e Crescer","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200011&lang=pt" 
"S0872-07542014000200016-prt","Portuguese patient registry for duchenne/ becker muscular dystrophy","Oliveira, Jorge, Gonçalves, Ana, Moreno, Teresa, Santos, Manuela, Fineza, Isabel, Santos, Rosário","Nascer e Crescer; 23(); 14-14","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200016&lang=pt" 
"S0872-07542014000200017-prt","“Entre os genes e a mente” síndroma de Turner e manifestações psicopatológicas","Oliveira, Pedro, Jorge, Joana, Queirós, Otília","Nascer e Crescer; 23(); 14-15","Nascer e Crescer","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200017&lang=pt" 
"S0872-07542014000200014-prt","Investigation of X-chromosome inactivation patterns: a valuable tool in genetic diagnosis","Gonçalves, Ana, Jorge, Paula, Santos, Rosário","Nascer e Crescer; 23(); 13-13","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200014&lang=pt" 
"S0872-07542014000200019-prt","Translocação (X;10) aparentemente equilibrada de novo no sexo feminino: caso clínico","Tkachenko, Natália, Soares, Gabriela, Silva, Maria da Luz, Martins, Teresa, Fortuna, Ana Maria","Nascer e Crescer; 23(); 16-16","Nascer e Crescer","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200019&lang=pt" 
"S0872-07542014000200018-prt","Craniofrontonasal syndrome: case report","Soares, Gabriela, Tkachenko, Natália, Fortuna, Ana Maria","Nascer e Crescer; 23(); 16-16","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200018&lang=pt" 
"S0872-07542014000200015-prt","Next generation fragile-X testing: getting away from southern blots","Maia, Nuno, Marques, Isabel, Jorge, Paula, Santos, Rosário","Nascer e Crescer; 23(); 14-14","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200015&lang=pt" 
"S0872-07542014000200008-prt","Discovering “X” in the myopathic equation","Oliveira, Jorge","Nascer e Crescer; 23(); 09-09","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200008&lang=pt" 
"S0872-07542014000200023-prt","Prenatal diagnosis: a case of partial trisomy 6Q","Leite, Rosário Pinto, Botelho, Pedro, Souto, Marta, Nogueira, Rosete, Carvalho, António, Moutinho, Osvaldo, Martins, Márcia","Nascer e Crescer; 23(); 18-18","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200023&lang=pt" 
"S0872-07542014000200024-prt","Mutation analysis of genes involved in sperm motility: a study in patients with total sperm immotility","Pereira, Rute, Oliveira, Jorge, Santos, Rosário, Alves, Ângela, Oliveira, Elsa, Ferraz, Luís, Barros, Alberto, Sousa, Mário","Nascer e Crescer; 23(); 19-19","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200024&lang=pt" 
"S0872-07542014000200030-prt","Hunter syndrome, the most prevalent mucopolysaccharidosis in portugal","Rocha, Sónia, Caseiro, Carla, Ribeiro, Isaura, Pinto, Eugénia, Ferreira, Célia, Ribeiro, Helena, Silva, Elisabete, Pinto, Fernanda, Pacheco, Sara, Sousa, Domingos, Laranjeira, Francisco, Lacerda, Lúcia","Nascer e Crescer; 23(); 22-22","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200030&lang=pt" 
"S0872-07542014000200026-prt","X-linked icthyosis: a metabolic ethiology for “dry skin”","Caseiro, Carla, Sales, Jorge, Ribeiro, Helena, Silva, Elisabete, Sousa, Domingos, Lacerda, Lúcia","Nascer e Crescer; 23(); 20-20","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200026&lang=pt" 
"S0872-07542014000200006-prt","XX, doente ou portadora?","Laranjeira, Francisco","Nascer e Crescer; 23(); 08-08","Nascer e Crescer","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200006&lang=pt" 
"S0872-07542014000200025-prt","Prenatal diagnosis mosaic 45, X case with a marker chromosome","Pinto, Joel, Moreira, Maria Lina, Barbosa, Ana, Ventura, Vânia, Neto, Ana Paula, Ramalho, Carla, Barros, Alberto, Dória, Soﬁa","Nascer e Crescer; 23(); 19-20","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200025&lang=pt" 
"S0872-07542014000200009-prt","FMR1 associated pathologies","Milà, Montserrat","Nascer e Crescer; 23(); 10-10","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200009&lang=pt" 
"S0872-07542014000200007-prt","Antisense-mediated exon skipping for duchenne muscular dystrophy: clinical trials and beyond","Aartsma-Rus, Annemieke","Nascer e Crescer; 23(); 09-09","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200007&lang=pt" 
"S0872-07542014000200003-prt","Unravelling the X Files: Challenges and Dilemmas","Carreira, Isabel M.","Nascer e Crescer; 23(); 07-07","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200003&lang=pt" 
"S0872-07542014000200029-prt","Clinical, biochemical and molecular studies: stepwise to achieve diagnosis of fabry disease","Ribeiro, Isaura, Rocha, Sónia, Ferreira, Célia, Pinto, Eugénia, Silva, Elisabete, Pinto, Fernanda, Ribeiro, Helena, Sousa, Domingos, Pacheco, Sara, Laranjeira, Francisco, Caseiro, Carla, Lacerda, Lúcia","Nascer e Crescer; 23(); 22-22","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200029&lang=pt" 
"S0872-07542014000200022-prt","MX-linked centronuclear myopathy: from clinical diagnosis to genetic counseling","Sá, Maria João, Soares, Ana Rita, Soares, Gabriela, Fortuna, Ana Maria, Taipa, Ricardo, Pires, Manuel Melo, Oliveira, Jorge, Santos, Rosário, Santos, Manuela, Garrido, Cristina","Nascer e Crescer; 23(); 18-18","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200022&lang=pt" 
"S0872-07542014000200021-prt","XL-EDMD genotypic spectrum among portuguese patients","Vieira, Emília, Gonçalves, Ana, Bronze-da-Rocha, Elsa, Santos, Rosário","Nascer e Crescer; 23(); 17-17","Nascer e Crescer","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200021&lang=pt" 
"S0872-07542014000200020-prt","Estratégia utilizada no estudo piloto para o rastreio neonatal da fibrose quística","Lopes, Lurdes, Marcão, Ana, Carvalho, Ivone, Sousa, Carmen, Fonseca, Helena, Rocha, Hugo, Vilarinho, Laura","Nascer e Crescer; 23(); 17-17","Nascer e Crescer","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542014000200020&lang=pt" 
"S0066-782X2014000200036-scl","Miocardite Clinicamente Manifesta em Surto Agudo de Febre Reumatica","Xavier Jr., Jose L., Soeiro, Alexandre de Matos, Lopes, Antonio S. S. A., Spina, Guilherme S., Serrano Jr., Carlos V., Oliveira Jr., Mucio T.","Arquivos Brasileiros de Cardiologia; 102(2); e17-","Arquivos Brasileiros de Cardiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2014000200036&lang=pt" 
"S0066-782X2014000200037-scl","Detalhando a Redacao do Artigo Cientifico: 25 a 30 Paragrafos","Araujo, Claudio Gil Soares de","Arquivos Brasileiros de Cardiologia; 102(2); e21-","Arquivos Brasileiros de Cardiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2014000200037&lang=pt" 
"S0066-782X2014000200034-scl","Cardiotoxicidade por Trastuzumabe em Pacientes Portadores de Cancer de Mama","Freitas Jr, Aguinaldo Figueiredo, Rassi, Salvador","Arquivos Brasileiros de Cardiologia; 102(2); 200-200","Arquivos Brasileiros de Cardiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2014000200034&lang=pt" 
"S0066-782X2014000200033-scl","Incompetencia Cronotropica em Idosos Diabeticos a Ecocardiografia","Rosa, Eduardo Maffini da, Wilhelms, Roberta Casanova, Brandao, Rodrigo Borges","Arquivos Brasileiros de Cardiologia; 102(2); 199-199","Arquivos Brasileiros de Cardiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2014000200033&lang=pt" 
"S0066-782X2014000200026-scl","Tempo de Exercicio como Indicador de Controle de Qualidade em Servicos de Ergometria","Meneghelo, Romeu Sergio, Morhy, Samira Saady, Zucchi, Paola","Arquivos Brasileiros de Cardiologia; 102(2); 151-156","Arquivos Brasileiros de Cardiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2014000200026&lang=pt" 
"S0066-782X2014000200025-scl","Estudo dos Fatores de Risco Associados a Arteriopatia Periferica em Nipo-brasileiros de Bauru (SP)","Garofolo, Luciana, Ferreira, Sandra Roberta G., Miranda Junior, Fausto","Arquivos Brasileiros de Cardiologia; 102(2); 143-150","Arquivos Brasileiros de Cardiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2014000200025&lang=pt" 
"S0066-782X2014000200021-scl","I Posicionamento Brasileiro sobre Pre-Hipertensao, Hipertensao do Avental Branco e Hipertensao Mascarada: Diagnostico e Conduta","Alessi, Alexandre, Brandao, Andrea Araujo, Paiva, Annelise Machado Gomes de, Nogueira, Armando da Rocha, Feitosa, Audes, Gonzaga, Carolina de Campos, Amodeo, Celso, Mion, Decio, Souza, Dilma do Socorro Moraes de, Barbosa, Eduardo, Junior, Emilton Lima, Nobre, Fernando, Fuchs, Flavio Dani, Junior, Hilton Chaves, Schneider, Jamil Cherem, Gemelli, Joao, Villela-Martin, Jose Fernando, Scala, Luiz Cesar Nazario, Gomes, Marco Antonio Mota, Malachias, Marcus Vinicus Bolivar, Morais, Nelson Siqueira de, Moreira Filho, Osni, Passarelli Junior, Oswaldo, Jardim, Paulo Cesar Brandao Veiga, Miranda, Roberto Dischinger, Povoa, Rui, Fuchs, Sandra Cristina, Baiocchi, Sergio, Jardim, Thiago Veiga, Barroso, Weimar Kunz Sebba","Arquivos Brasileiros de Cardiologia; 102(2); 110-119","Arquivos Brasileiros de Cardiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2014000200021&lang=pt" 
"S0066-782X2014000200035-scl","Caso 1/2014 - Sincope por Choque Cardiogenico em Homem de 25 anos de Idade","Politi, Tiago Rodrigues, Gutierrez, Paulo","Arquivos Brasileiros de Cardiologia; 102(2); e11-","Arquivos Brasileiros de Cardiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2014000200035&lang=pt" 
"S0066-782X2014000200030-scl","Efeito Agudo da Pressao Positiva Continua sobre a Pressao de Pulso na Insuficiencia Cardiaca Cronica","Quintao, Monica, Chermont, Sergio, Marchese, Luana, Brandao, Lucia, Bernardez, Sabrina Pereira, Mesquita, Evandro Tinoco, Rocha, Nazareth de Novaes, Nobrega, Antonio Claudio L.","Arquivos Brasileiros de Cardiologia; 102(2); 181-186","Arquivos Brasileiros de Cardiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2014000200030&lang=pt" 
"S1678-91992014000200316-scl","Identification of two novel cytolysins from the hydrozoan Olindias sambaquiensis (Cnidaria)","Haddad Junior, Vidal, Zara, Fernando, Marangoni, Sergio, Toyama, Daniela de Oliveira, Souza, Alex Jardelino Felizardo de, Oliveira, Simone Cristina Buzzo de, Toyama, Marcos Hikari","Journal of Venomous Animals and Toxins including Tropical Diseases; 20(); 1-6","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992014000200316&lang=pt" 
