"S0034-75902004000500008-scl","Os bens de informação e o problema da primeira cópia","Carvalho, Selma","Revista de Administração de Empresas; 44(spe); 97-107","Revista de Administração de Empresas","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902004000500008&lang=pt" 
"S1405-74252004000400002-mex","Evolución de las remesas familiares ante el crecimiento económico en México, 1950-2002","Muñoz Jumilla, Alma Rosa","Papeles de población; 10(42); 9-35","Papeles de población","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-74252004000400002&lang=pt" 
"S1405-74252004000400007-mex","La exclusión laboral juvenil en Argentina: Propuesta de una tipología para su análisis","Gandini, Luciana","Papeles de población; 10(42); 153-198","Papeles de población","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-74252004000400007&lang=pt" 
"S1405-74252004000400003-mex","La migración urbana hacia Estados Unidos: Tres ejemplos de la Zona Metropolitana de Guadalajara","Arias, Patricia, Woo Morales, Ofelia","Papeles de población; 10(42); 37-72","Papeles de población","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-74252004000400003&lang=pt" 
"S1405-74252004000400005-mex","La periferia: voz y sentido en los estudios urbanos","Hiernaux, Daniel, Lindón, Alicia","Papeles de población; 10(42); 101-123","Papeles de población","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-74252004000400005&lang=pt" 
"S1405-74252004000400008-mex","Primer empleo de los jóvenes en México","Horbath Corredor, Jorge Enrique","Papeles de población; 10(42); 199-248","Papeles de población","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-74252004000400008&lang=pt" 
"S1415-47142004000400240-scl","La conception de la psychopathologie fondamentale","Wolf-Fédida, Mareike","Revista Latinoamericana de Psicopatologia Fundamental; 7(4); 240-257","Revista Latinoamericana de Psicopatologia Fundamental","Espanhol","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142004000400240&lang=pt" 
"S1415-47142004000400007-scl","Heráclito de Éfeso, filósofo do Lógos","Rocha, Zeferino","Revista Latinoamericana de Psicopatologia Fundamental; 7(4); 7-31","Revista Latinoamericana de Psicopatologia Fundamental","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142004000400007&lang=pt" 
"S1415-47142004000400155-scl","Estudos psicopatológicos na psiquiatria atual","Rodrigues, Adriano Carvalho Tupinambo, Banzato, Cláudio E.M","Revista Latinoamericana de Psicopatologia Fundamental; 7(4); 155-164","Revista Latinoamericana de Psicopatologia Fundamental","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142004000400155&lang=pt" 
"S1415-47142004000400192-scl","Todas as vias levam ao hábito? Introduzindo William James","Gutman, Guilherme","Revista Latinoamericana de Psicopatologia Fundamental; 7(4); 192-199","Revista Latinoamericana de Psicopatologia Fundamental","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142004000400192&lang=pt" 
"S1415-47142004000400165-scl","Os dispositivos de lazer no contexto dareforma psiquiátrica brasileira: o Clube do Lazer e Cidadania Colônia, um estudo de caso","Aquino, Michèle Malheiro Borges de, Cavalcanti, Maria Tavares","Revista Latinoamericana de Psicopatologia Fundamental; 7(4); 165-191","Revista Latinoamericana de Psicopatologia Fundamental","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142004000400165&lang=pt" 
"S1415-47142004000400032-scl","O adoecimento do seio e a transmissão psíquica","Azevedo, Márcia Maria dos Anjos","Revista Latinoamericana de Psicopatologia Fundamental; 7(4); 32-43","Revista Latinoamericana de Psicopatologia Fundamental","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142004000400032&lang=pt" 
"S1415-47142004000400263-scl","Melanie Klein é freudiana","Bueno, Débora Siqueira","Revista Latinoamericana de Psicopatologia Fundamental; 7(4); 263-268","Revista Latinoamericana de Psicopatologia Fundamental","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142004000400263&lang=pt" 
"S1415-47142004000400200-scl","Hábito (1892)","James, William","Revista Latinoamericana de Psicopatologia Fundamental; 7(4); 200-213","Revista Latinoamericana de Psicopatologia Fundamental","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142004000400200&lang=pt" 
"S1415-47142004000400144-scl","Miguel Nicolelis, neurocientista, expõe sua concepção sobre o funcionamento do cérebro","Teixeira, Mônica","Revista Latinoamericana de Psicopatologia Fundamental; 7(4); 144-154","Revista Latinoamericana de Psicopatologia Fundamental","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142004000400144&lang=pt" 
"S1415-47142004000400258-scl","O roteiro freudiano do corpo","Arantes, Maria Auxiliadora de Almeida Cunha","Revista Latinoamericana de Psicopatologia Fundamental; 7(4); 258-262","Revista Latinoamericana de Psicopatologia Fundamental","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142004000400258&lang=pt" 
"S1415-47142004000400077-scl","Notas sobre o fantasma nas toxicomanias","Cruz, Walter Firmo de Oliveira","Revista Latinoamericana de Psicopatologia Fundamental; 7(4); 77-87","Revista Latinoamericana de Psicopatologia Fundamental","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142004000400077&lang=pt" 
"S1415-47142004000400044-scl","Corpo e destrutividade: a construção de um limite","Castello Branco, Isabel","Revista Latinoamericana de Psicopatologia Fundamental; 7(4); 44-58","Revista Latinoamericana de Psicopatologia Fundamental","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142004000400044&lang=pt" 
"S1415-47142004000400214-scl","Apresentação: A paranóia nos negros, (Nina-Rodrigues), parte 3 (final)","","Revista Latinoamericana de Psicopatologia Fundamental; 7(4); 214-216","Revista Latinoamericana de Psicopatologia Fundamental","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142004000400214&lang=pt" 
"S1415-47142004000400217-scl","A paranóia nos negros: estudo clínico e médico-legal (1903) Parte 3 (final)","Nina-Rodrigues, Raimundo","Revista Latinoamericana de Psicopatologia Fundamental; 7(4); 217-239","Revista Latinoamericana de Psicopatologia Fundamental","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142004000400217&lang=pt" 
"S1415-47142004000400100-scl","O “estranho” filho adotivo. Uma leitura clínica do Unheimlich na adoção","Queiroz, Edilene Freire de","Revista Latinoamericana de Psicopatologia Fundamental; 7(4); 100-111","Revista Latinoamericana de Psicopatologia Fundamental","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142004000400100&lang=pt" 
"S1415-47142004000400112-scl","Hontes sans issues... et issues de la honte: à propos d&#039;un cas d&#039;inceste","Scotto di Vettimo, Delphine, Pereira, Mário Eduardo Costa","Revista Latinoamericana de Psicopatologia Fundamental; 7(4); 112-134","Revista Latinoamericana de Psicopatologia Fundamental","Francês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142004000400112&lang=pt" 
"S0122-97612004000100003-col","SITUACIÓN ACTUAL DE LOS RECURSOS PESQUEROS DEL ARCHIPIÉLAGO SABANA-CAMAGÜEY, CUBA","Claro, Rodolfo, García-Arteaga, Juan P., Gobert, Bertrand, Cantelar Ramos, Karel, Valle Gómez, Servando V., Pina Amargós, Fabián","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 49-67","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100003&lang=pt" 
"S0122-97612004000100016-col","NEW ASPECTS ON THE SYMBIOTIC RELATIONSHIPS BETWEEN DARDANUS FUCOSUS (CRUSTACEA: PAGURIDAE), CALLIACTIS TRICOLOR&gt; (CNIDARIA: HORMATHIIDAE) AND PORCELLANA SAYANA (CRUSTACEA: PORCELLANIDAE)","López-Victoria, Mateo, Barrios, Lina María, Kraus, Holger, Osorio, Luis Alonso","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 261-264","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Inglês","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100016&lang=pt" 
"S0122-97612004000100006-col","PECES ASOCIADOS A FORMACIONES CORALINAS DE CINCO ÁREAS DEL CARIBE COLOMBIANO: LISTADO DE ESPECIES Y PRIMEROS REGISTROS PARA LAS ÁREAS","Reyes-Nivia, María Catalina, Rodríguez-Ramírez, Alberto, Garzón-Ferreira, Jaime","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 101-115","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100006&lang=pt" 
"S0122-97612004000100001-col","INTRODUCCIÓN AL PROBLEMA DE LA EROSIÓNLITO RALEN URABÁ (SECTOR ARBOLETES - TURBO) COSTA CARIBE COLOMBIANA","Correa, Iván D., Vernette, Georges","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 07-28","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100001&lang=pt" 
"S0122-97612004000100009-col","DINÁMICA DEL FITOPLANCTON DE LA CIÉNAGA GRANDE DE SANTA MARTA, CARIBE COLOMBIANO","De La Hoz Aristizábal, María Virginia","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 159-179","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100009&lang=pt" 
"S0122-97612004000100002-col","ESPONJAS Y OTROS MICROHÁBITATS DE OFIUROS (OPHIUROIDEA: ECHINODERMATA) EN AMBIENTES ARRECIFALES DEL ARCHIPIÉLAGO DE SAN BERNARDO (CARIBE COLOMBIANO)","Bejarano Chavarro, Sonia, Zea, Sven, Díaz, Juan Manuel","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 29-47","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100002&lang=pt" 
"S0122-97612004000100007-col","CONDICION ACTUAL DE LAS FORMACIONES CORALINAS DE ACROPORA PALMATA Y A. CERVICONIS EN EL PARQUE NACIONAL NATURAL TAYRONA (COLOMBIA)","Garzón-Ferreira, Jaime, Moreno-Bonilla, Miguel, Valderrama Vásquez, Jorge M.","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 117-136","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100007&lang=pt" 
"S0122-97612004000100005-col","DISTRIBUCIÓN DE PLAYAS DE ANIDACIÓN Y ÁREAS DE ALIMENTACIÓN DE TORTUGAS MARINAS Y SUS AMENAZAS EN EL CARIBE COLOMBIANO","Ceballos-Fonseca, Claudia","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 79-99","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100005&lang=pt" 
"S0122-97612004000100019-col","NOTAS SOBRE EL QUITÓN LEPTOCHITON BINGHAMI (BOONE, 1928) (MOLLUSCA: POLYPLACOPHORA) EN EL CARIBE COLOMBIANO","Gracia C., Adriana, Ardila, Néstor E.","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 275-278","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100019&lang=pt" 
"S0122-97612004000100018-col","PRESENCIA DEL PEZ LUNA MOLA MOLA (LINNAEUS, 1758) (PISCES: MOLIDAE) EN EL DEPARTAMENTO DEL MAGDALENA, CARIBE COLOMBIANO","Grijalba-Bendeck, Marcela, Franco-Herrera, Andrés, Jáuregui, Aminta, Tigreros, Paulo","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 271-274","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100018&lang=pt" 
"S0122-97612004000100015-col","Aphelodoris antillensis BERG, 1897 (OPISTHOBRANCHIA: NUDIBRANCHIA: DORIDIDAE), FIRST RECORD FROM THE COLOMBIAN CARIBBEAN","Quiroga, Sigmer, Ardila, Néstor E., Bolaños, Marcela","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 257-259","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Inglês","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100015&lang=pt" 
"S0122-97612004000100014-col","PRESENCIA DEL LORITO BANDAZUL Halichoeres cyanocephalus (PISCES: Labridae) EN ARRECIFES SOMEROS DEL CARIBE COLOMBIANO","Garzón-Ferreira, Jaime","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 251-255","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100014&lang=pt" 
"S0122-97612004000100017-col","LA ANGUILA DE JARDÍN HETEROCONGER LONGISSIMUS GÜNTHER (PISCES: ANGUILLIFORMES, CONGRIDAE) EN LAS COSTAS DE VENEZUELA.","Lasso-Alcalá, Oscar M., Klein S., Eduardo","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 265-269","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100017&lang=pt" 
"S0122-97612004000100011-col","ANNUAL SKELETAL EXTENSION OF TWO REEF-BUILDING CORALS FROM THE COLOMBIAN CARIBBEAN SEA","Charry, Henry, Alvarado, Elvira M., Sánchez, Juan A.","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 209-222","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Inglês","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100011&lang=pt" 
"S0122-97612004000100013-col","REGISTROS DE PÁGALOS (AVES: Stercorariidae) EN LAS COSTAS DE COLOMBIA-","Estela, Felipe A, Naranjo, Luis G, Franke-Ante, Rebeca","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 245-250","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100013&lang=pt" 
"S0122-97612004000100012-col","CARACTERÍSTICAS ESTRUCTURALES Y FUNCIONALES DEL MANGLAR DE AVICENIA GERMINAS EN LA BAHÍA DE CHENGUE (CARIBE COLOMBIANO)","Rodríguez-Ramírez, Alberto, Nivia-Ruíz, Jaime, Garzón-Ferreira, Jaime","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 223-244","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100012&lang=pt" 
"S0122-97612004000100020-col","PRIMER REGISTRO DE Clypeaster RAVENELII Y Centrostephanus LONGISPINUS RUBICINGULOS (ECHINODERMATA: ECHINOIDEA) PARA EL CARIBE COLOMBIANO","Borrero-Pérez, Giomar Helena, Benavides-Serrato, Milena","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 279-284","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100020&lang=pt" 
"S0122-97612004000100021-col","PRIMER REGISTRO DE UN PULPO DE LA FAMILIA TREMOCTOPODIDAE (CEPHALOPODA: OCTOPODA) PARA EL CARIBE COLOMBIANO","Díaz, Juan Manuel, Gracia C., Adriana","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 285-288","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100021&lang=pt" 
"S0122-97612004000100004-col","ANÁLISIS DEL CRECIMIENTO Y LA MORTALIDAD DE ANISOTREMUS INTERRUPTUS (GILL) (PERCIFORMES: HAEMULIDAE) EN LA COSTA DE COLIMA, MÉXICO","Espino-Barr, Elaine, Gallardo-Cabello, Manuel, González-Orozco, Fernando, Garcia-Boa, Arturo","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 69-77","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100004&lang=pt" 
"S0122-97612004000100010-col","NUEVOS REGISTROS ÍCTICOS EN EL TALUD SUPERIOR DEL CARIBE COLOMBIANO (ÓRDENES ALBULIFORMES, ANGUILLIFORMES, OSMERIFORMES, STOMIIFORMES, ATELEOPODIFORMES, AULOPIFORMES y PLEURONECTIFORMES)","Saavedra-Díaz, Lina M., Roa-Varón, Adela, Acero P., Arturo, Mejía, Luz Stella","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 181-207","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100010&lang=pt" 
"S0122-97612004000100008-col","CARACTERIZACIÓN DE PLAYAS DE ANIDACIÓN Y ZONAS DE ALIMENTACIÓN DE TORTUGAS MARINAS EN EL ARCHIPIÉLAGO DE SAN BERNARDO, CARIBE COLOMBIANO","Rincón-Díaz, Martha Patricia, Rodríguez-Zárate, Clara Jimena","Boletín de Investigaciones Marinas y Costeras - INVEMAR; 33(1); 137-158","Boletín de Investigaciones Marinas y Costeras - INVEMAR","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-97612004000100008&lang=pt" 
"S1665-952X2004000300001-mex","Diez años del TLCAN: una visión al futuro","Gazol Sánchez, Antonio","Economía UNAM; 1(3); 9-29","Economía UNAM","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-952X2004000300001&lang=pt" 
"S1665-952X2004000300008-mex","Estado y globalización","Palazuelos Manso, Antonio","Economía UNAM; 1(3); 131-140","Economía UNAM","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-952X2004000300008&lang=pt" 
"S1665-952X2004000300007-mex","Contribuciones teóricas del pensamiento económico al desarrollo latinoamericano","Puchet Anyul, Martín","Economía UNAM; 1(3); 115-129","Economía UNAM","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-952X2004000300007&lang=pt" 
"S1665-952X2004000300002-mex","La inversión extranjera directa en el TLCAN","Gutiérrez-Haces, Teresa","Economía UNAM; 1(3); 30-52","Economía UNAM","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-952X2004000300002&lang=pt" 
"S1665-952X2004000300006-mex","Políticas financieras para el desarrollo en mercados imperfectos: Sugerencias para el caso mexicano","Mántey de Anguiano, Guadalupe","Economía UNAM; 1(3); 101-114","Economía UNAM","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-952X2004000300006&lang=pt" 
"S1665-952X2004000300004-mex","Distribución de la renta en Estados Unidos: Influencia de los ingresos laborales","Palazuelos Manso, Enrique","Economía UNAM; 1(3); 62-81","Economía UNAM","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-952X2004000300004&lang=pt" 
"S1665-952X2004000300003-mex","Diez años del TLCAN: el recuento","Weisbrot, Mark, Rosnick, David, Baker, Dean","Economía UNAM; 1(3); 53-61","Economía UNAM","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-952X2004000300003&lang=pt" 
"S1665-952X2004000300005-mex","La Unión Europea ampliada: ¿potencia mundial?","Navarrete, Jorge Eduardo","Economía UNAM; 1(3); 82-100","Economía UNAM","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-952X2004000300005&lang=pt" 
"S0185-26202004000200243-mex","Silvia M. Arrom y Servando Ortoll (coordinadores), Revuelta en las ciudades. Políticas populares en América Latina","Castro Gutiérrez, Felipe","Estudios de historia moderna y contemporánea de México; (28); 243-250","Estudios de historia moderna y contemporánea de México","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26202004000200243&lang=pt" 
"S0185-26202004000200250-mex","Enrique Cárdenas Sánchez, Cuando se originó el atraso económico en México. La economía mexicana en el largo siglo XIX, 1780-1920","Morales Moreno, Humberto","Estudios de historia moderna y contemporánea de México; (28); 250-252","Estudios de historia moderna y contemporánea de México","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26202004000200250&lang=pt" 
"S0185-26202004000200031-mex","La guardia de la emperatriz Carlota su trágica aventura en México, 1864-1867","O&#039;Dogherty Madrazo, Laura","Estudios de historia moderna y contemporánea de México; (28); 31-76","Estudios de historia moderna y contemporánea de México","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26202004000200031&lang=pt" 
"S0185-26202004000200227-mex","Gabriela Cano y Georgette José Valenzuela (coordinadoras ), Cuatro estudios de género en el México urbano del siglo XIX","Speckman Guerra, Elisa","Estudios de historia moderna y contemporánea de México; (28); 227-235","Estudios de historia moderna y contemporánea de México","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26202004000200227&lang=pt" 
"S0185-26202004000200264-mex","José Francisco Coello, Los orígenes: cine y tauromaquia, 1896-1945","Vázquez Mantecón, María Del Carmen","Estudios de historia moderna y contemporánea de México; (28); 264-276","Estudios de historia moderna y contemporánea de México","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26202004000200264&lang=pt" 
"S0185-26202004000200133-mex","Apuntes para una historia de los testigos de jehová en México: los orígenes, las primeras disidencias y la consolidación de su movimiento, 1919-1944","Gutiérrez, Harim B.","Estudios de historia moderna y contemporánea de México; (28); 133-174","Estudios de historia moderna y contemporánea de México","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26202004000200133&lang=pt" 
"S0185-26202004000200175-mex","Benjamín Argumedo y los colorados de la Laguna","Salmerón Sanginés, Pedro","Estudios de historia moderna y contemporánea de México; (28); 175-222","Estudios de historia moderna y contemporánea de México","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26202004000200175&lang=pt" 
"S0185-26202004000200005-mex","Orígenes e instalación del sistema de jefaturas políticas en México 1786-1824","Delgado Aguilar, Francisco Javier","Estudios de historia moderna y contemporánea de México; (28); 5-29","Estudios de historia moderna y contemporánea de México","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26202004000200005&lang=pt" 
"S0185-26202004000200077-mex","Los gobiernos de la revolución y la problemática municipal en el Distrito Federal, 1912-1917","Miranda Pacheco, Sergio","Estudios de historia moderna y contemporánea de México; (28); 77-129","Estudios de historia moderna y contemporánea de México","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26202004000200077&lang=pt" 
"S0185-26202004000200235-mex","José María Iglesias, El estudio de la historia","Giron, Nicole","Estudios de historia moderna y contemporánea de México; (28); 235-243","Estudios de historia moderna y contemporánea de México","Espanhol","2004","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26202004000200235&lang=pt" 
