"S0104-66322013000300016-scl","Preparation, characterization and gas permeation study of PSf/MgO nanocomposite membrane","Momeni, S. M., Pakizeh, M.","Brazilian Journal of Chemical Engineering; 30(3); 589-597","Brazilian Journal of Chemical Engineering","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322013000300016&lang=pt" 
"S0864-21412013000300008-cub","Revisión de los libros de texto para la enseñanza de la Epidemiología en las carreras de Ciencias Médicas","Martínez Calvo, Silvia","Educación Médica Superior; 27(3); 226-237","Educación Médica Superior","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412013000300008&lang=pt" 
"S0864-21412013000300009-cub","Curso de dirección para Diplomado Internacional de Promoción de Salud","Arocha Mariño, Carmen, Castillo Guzmán, Antonio, Bustamante Alfonso, Leticia, Hernández Ferro, Pablo, González González, Ana Virginia, Camejo Esquijarosa, Digna","Educación Médica Superior; 27(3); 238-246","Educación Médica Superior","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412013000300009&lang=pt" 
"S0864-21412013000300010-cub","Aplicación del examen objetivo clínico estructurado en la evaluación de la Semiología cardiopulmonar","Bezerra da Silva Junior, Geraldo, De Francesco Daher, Elizabeth, Fontenele Menezes, Ana Paula, Torres Araújo, Maria Neile, Goretti Frota Ribeiro, Maria, Carneiro Câmara, Lilia Maria","Educación Médica Superior; 27(3); 247-254","Educación Médica Superior","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412013000300010&lang=pt" 
"S0864-21412013000300011-cub","Consideraciones acerca del análisis del programa de estudios en el ejercicio pedagógico de promoción de categoría docente","Quintana Galende, María Luisa, Molina García, José Ramón, del Pozo Cruz, Carlos Raúl, Díaz Hernández, Lázaro, Pérez Perea, Lizette, Vingut Gálvez, José Luis","Educación Médica Superior; 27(3); 255-261","Educación Médica Superior","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412013000300011&lang=pt" 
"S0864-21412013000300013-cub","Desarrollo social a través del modelo de formación del especialista en Medicina General Integral en Cuba","Lemus Lago, Elia Rosa, Pérez Sánchez, América Maritza","Educación Médica Superior; 27(3); 275-287","Educación Médica Superior","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412013000300013&lang=pt" 
"S0864-21412013000300015-cub","El problema de salud y su expresión docente como herramienta didáctica integradora para un diseño curricular","Garí Calzada, Mayra, Rivera Michelena, Natacha, Pernas Gómez, Marta, Nogueira Sotolongo, Minerva, Arencibia Flores, Lourdes","Educación Médica Superior; 27(3); 296-306","Educación Médica Superior","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412013000300015&lang=pt" 
"S0864-21412013000300016-cub","Recursos educativos abiertos","Vidal Ledo, María Josefina, Alfonso Sánchez, Ileana, Zacca González, Grisel, Martínez Hernández, Gisela","Educación Médica Superior; 27(3); 307-320","Educación Médica Superior","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412013000300016&lang=pt" 
"S0864-21412013000300017-cub","Evaluación Curricular","","Educación Médica Superior; 27(3); 321-330","Educación Médica Superior","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412013000300017&lang=pt" 
"S0001-37652013000300863-scl","A decoding method of an n length binary BCH code through (n + 1)n length binary cyclic code","SHAH, TARIQ, KHAN, MUBASHAR, ANDRADE, ANTONIO A. DE","Anais da Academia Brasileira de Ciências; 85(3); 863-872","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000300863&lang=pt" 
"S0001-37652013000300873-scl","Chemical constituents of Distictella elongata (Vahl) Urb. (Bignoniaceae)","SIMOES, LEANDRO R., MACIEL, GLAUBER M., BRANDAO, GERALDO C., FILHO, JOSE D.S., OLIVEIRA, ALAIDE B., CASTILHO, RACHEL O.","Anais da Academia Brasileira de Ciências; 85(3); 873-879","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000300873&lang=pt" 
"S0001-37652013000300891-scl","Multivariate optimization of an ultrasound-assisted extraction procedure for Cu, Mn, Ni and Zn determination in ration to chickens","BARROS, JOELIA M., BEZERRA, MARCOS A., VALASQUES, GISSELI S., NASCIMENTO JUNIOR, BARAQUIZIO B. DO, SOUZA, ANDERSON S., ARAGAO, NADIA M. DE","Anais da Academia Brasileira de Ciências; 85(3); 891-902","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000300891&lang=pt" 
"S0001-37652013000300913-scl","A study of structural lineaments in Pantanal (Brazil) using remote sensing data","PARANHOS FILHO, ANTONIO C., NUMMER, ALEXIS R., ALBREZ, EDILCE A., RIBEIRO, ALISSON A., MACHADO, ROMULO","Anais da Academia Brasileira de Ciências; 85(3); 913-922","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000300913&lang=pt" 
"S0001-37652013000300923-scl","The Brazilian research contribution to knowledge of the plant communities from Antarctic ice free areas","PEREIRA, ANTONIO B., PUTZKE, JAIR","Anais da Academia Brasileira de Ciências; 85(3); 923-935","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000300923&lang=pt" 
"S0001-37652013000300945-scl","Evaluation of wound healing and antimicrobial properties of aqueous extract from Bowdichia virgilioides stem barks in mice","AGRA, ISABELA K.R., PIRES, LUANA L.S., CARVALHO, PAULO S.M., SILVA-FILHO, EURIPEDES A., SMANIOTTO, SALETE, BARRETO, EMILIANO","Anais da Academia Brasileira de Ciências; 85(3); 945-954","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000300945&lang=pt" 
"S0001-37652013000300955-scl","Assessment of the cytotoxic, genotoxic, and antigenotoxic activities of Celtis iguanaea (Jacq.) in mice","BORGES, FLAVIO F.V., MACHADO, THIAGO C., CUNHA, KENYA S., PEREIRA, KARLA C., COSTA, ELSON A., PAULA, JOSE R. DE, CHEN-CHEN, LEE","Anais da Academia Brasileira de Ciências; 85(3); 955-964","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000300955&lang=pt" 
"S0001-37652013000300987-scl","Evaluation of analgesic and anti-inflammatory activities of Hydrocotyle umbellata L., Araliaceae (acariçoba) in mice","FLORENTINO, IZIARA F., NASCIMENTO, MARCUS VINICIUS M., GALDINO, PABLINNY M., BRITO, ADRIANE F. DE, ROCHA, FABIO F. DA, TONUSSI, CARLOS R., LIMA, THEREZA CHRISTINA M. DE, PAULA, JOSE R. DE, COSTA, ELSON A.","Anais da Academia Brasileira de Ciências; 85(3); 987-997","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000300987&lang=pt" 
"S0001-37652013000300999-scl","Treadmill exercise does not change gene expression of adrenal catecholamine biosynthetic enzymes in chronically stressed rats","GAVRILOVIC, LJUBICA, STOJILJKOVIC, VESNA, KASAPOVIC, JELENA, POPOVIC, NATASA, PAJOVIC, SNEZANA B., DRONJAK, SLADJANA","Anais da Academia Brasileira de Ciências; 85(3); 999-1012","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000300999&lang=pt" 
"S0001-37652013000301093-scl","Anurans in a forest remnant in the transition zone between cerrado and atlantic rain forest domains in southeastern Brazil","PIRANI, RENATA M., NASCIMENTO, LUCIANA B., FEIO, RENATO N.","Anais da Academia Brasileira de Ciências; 85(3); 1093-1104","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000301093&lang=pt" 
"S0001-37652013000301105-scl","The role of phytophysiognomies and seasonality on the structure of ground-dwelling anuran (Amphibia) in the Pampa biome, southern Brazil","MARAGNO, FRANCIELE P., SANTOS, TIAGO G., CECHIN, SONIA Z.","Anais da Academia Brasileira de Ciências; 85(3); 1105-1116","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000301105&lang=pt" 
"S0001-37652013000301127-scl","Efficiency of snake sampling methods in the Brazilian semiarid region","Mesquita, Paulo C.M.D., Passos, Daniel C., Cechin, Sonia Z.","Anais da Academia Brasileira de Ciências; 85(3); 1127-1139","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000301127&lang=pt" 
"S0001-37652013000301165-scl","Effect of l-glutamine on myenteric neuron and of the mucous of the ileum of diabetic rats","TRONCHINI, ELEANDRO A., TREVIZAN, ALINE R., TASHIMA, CRISTIANO M., FREITAS, PRISCILA DE, BAZOTTE, ROBERTO B., PEREIRA, MARLI A.S., ZANONI, JACQUELINE N.","Anais da Academia Brasileira de Ciências; 85(3); 1165-1176","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000301165&lang=pt" 
"S0004-28032013000300180-scl","NONALCOHOLIC FATTY LIVER DISEASE IN MENOPAUSAL WOMEN","FLORENTINO, Gesira Soares de Assis, COTRIM, Helma Pinchemel, VILAR, Consuelo Padilha, FLORENTINO, Andre Vinicius de Assis, GUIMARAES, Geruza Maria Almeida, BARRETO, Victorino Spinelli Toscano","Arquivos de Gastroenterologia; 50(3); 180-185","Arquivos de Gastroenterologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032013000300180&lang=pt" 
"S0004-28032013000300186-scl","CHANGES IN QUALITY OF LIFE AFTER SHORT AND LONG TERM FOLLOW-UP OF ROUX-EN-Y GASTRIC BYPASS FOR MORBID OBESITY","LAURINO NETO, Rafael M., HERBELLA, Fernando A. M.","Arquivos de Gastroenterologia; 50(3); 186-190","Arquivos de Gastroenterologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032013000300186&lang=pt" 
"S0004-28032013000300191-scl","VENOUS INSUFFICIENCY AND THROMBOEMBOLIC DISEASE IN BARIATRIC SURGERY PATIENTS","BELLEN, Bonno van, GODOY, Ivan de Barros, REIS, Andrea Almeida, BERTEVELLO, Pedro","Arquivos de Gastroenterologia; 50(3); 191-195","Arquivos de Gastroenterologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032013000300191&lang=pt" 
"S0004-28032013000300196-scl","EFFECT OF THE CONSUMPTION OF A CHEESE ENRICHED WITH PROBIOTIC ORGANISMS (BIFIDOBACTERIUM LACTIS BI-07) IN IMPROVING SYMPTOMS OF CONSTIPATION","FAVRETTO, Diane Cassia, PONTIN, Bruna, MOREIRA, Thais Rodrigues","Arquivos de Gastroenterologia; 50(3); 196-201","Arquivos de Gastroenterologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032013000300196&lang=pt" 
"S0004-28032013000300202-scl","ACUPUNCTURE EFFECTIVENESS AS A COMPLEMENTARY THERAPY IN FUNCTIONAL DYSPEPSIA PATIENTS","LIMA, Flavia Altaf da Rocha, FERREIRA, Lincoln Eduardo Villela Vieira de Castro, PACE, Fabio Heleno de Lima","Arquivos de Gastroenterologia; 50(3); 202-207","Arquivos de Gastroenterologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032013000300202&lang=pt" 
"S0004-28032013000300214-scl","LAPAROSCOPIC PANCREATIC RESECTION. FROM ENUCLEATION TO PANCREATODUODENECTOMY. 11-YEAR EXPERIENCE","MACHADO, Marcel Autran Cesar, SURJAN, Rodrigo Canada Trofo, GOLDMAN, Suzan Menasce, ARDENGH, Jose Celso, MAKDISSI, Fabio Ferrari","Arquivos de Gastroenterologia; 50(3); 214-218","Arquivos de Gastroenterologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032013000300214&lang=pt" 
"S0004-28032013000300226-scl","FRUCTOSE MALABSORPTION IN CHILDREN WITH FUNCTIONAL DIGESTIVE DISORDERS","LOZINSKY, Adriana Chebar, BOE, Cristiane, PALMERO, Ricardo, FAGUNDES-NETO, Ulysses","Arquivos de Gastroenterologia; 50(3); 226-230","Arquivos de Gastroenterologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032013000300226&lang=pt" 
"S1413-35552013000300244-scl","Effect of tibiotarsal joint inflammation on gene expression and cross-sectional area in rat soleus muscle","Ramirez, Carolina, Russo, Thiago L., Delfino, Gabriel, Peviani, Sabrina M., Alcantara, Carolina, Salvini, Tania F.","Brazilian Journal of Physical Therapy; 17(3); 244-254","Brazilian Journal of Physical Therapy","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552013000300244&lang=pt" 
"S1806-83242013000500396-scl","Evaluation of the adaptation of zirconia-based fixed partial dentures using micro-CT technology","Borba, Marcia, Miranda Jr., Walter Gomes, Cesar, Paulo Francisco, Griggs, Jason Allan, Bona, Alvaro Della","Brazilian Oral Research; 27(5); 396-402","Brazilian Oral Research","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-83242013000500396&lang=pt" 
"S1806-83242013000500431-scl","Evaluation of the posterior superior alveolar artery and the maxillary sinus with CBCT","Ilguy, Dilhan, Ilguy, Mehmet, Dolekoglu, Semanur, Fisekcioglu, Erdogan","Brazilian Oral Research; 27(5); 431-437","Brazilian Oral Research","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-83242013000500431&lang=pt" 
"S1806-83242013000500410-scl","Do new matrix formulations improve resin composite resistance to degradation processes?","Fonseca, Andrea Soares Quirino da Silva, Gerhardt, Katia Maria da Fonseca, Pereira, Gisele Damiana da Silveira, Sinhoreti, Mario Alexandre Coelho, Schneider, Luis Felipe Jochims","Brazilian Oral Research; 27(5); 410-416","Brazilian Oral Research","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-83242013000500410&lang=pt" 
"S1806-83242013000500423-scl","Bone healing of mandibular critical-size defects in spontaneously hypertensive rats","Chin, Veronica Kei Len, Shinagawa, Adriana, Naclerio-Homem, Maria da Graca","Brazilian Oral Research; 27(5); 423-430","Brazilian Oral Research","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-83242013000500423&lang=pt" 
"S1806-83242013000500417-scl","Inflammatory effect of green propolis on dental pulp in rats","Esmeraldo, Mabel Rodrigues Alves, Carvalho, Maria Goretti Freire de, Carvalho, Rejane Andrade de, Lima, Rennaly de Freitas, Costa, Edja Maria Melo de Brito","Brazilian Oral Research; 27(5); 417-422","Brazilian Oral Research","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-83242013000500417&lang=pt" 
"S0036-46652013000500335-scl","SEROLOGICAL SURVEY OF Ehrlichia SPECIES IN DOGS, HORSES AND HUMANS: ZOONOTIC SCENERY IN A RURAL SETTLEMENT FROM SOUTHERN BRAZIL","Vieira, Rafael Felipe da Costa, Vieira, Thallitha Samih Wischral Jayme, Nascimento, Denise do Amaral Gomes, Martins, Thiago F., Krawczak, Felipe S., Labruna, Marcelo B., Chandrashekar, Ramaswamy, Marcondes, Mary, Biondo, Alexander Welker, Vidotto, Odilon","Revista do Instituto de Medicina Tropical de São Paulo; 55(5); 335-340","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652013000500335&lang=pt" 
"S0036-46652013000500295-scl","ACUTE KIDNEY INJURY CAUSED BY Crotalus AND Bothrops SNAKE VENOM: A REVIEW OF EPIDEMIOLOGY, CLINICAL MANIFESTATIONS AND TREATMENT","Albuquerque, Polianna L.M.M., N. Jacinto, Camilla, Silva Junior, Geraldo B., Lima, Juliana B., Veras, Maria do Socorro B., Daher, Elizabeth F.","Revista do Instituto de Medicina Tropical de São Paulo; 55(5); 295-301","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652013000500295&lang=pt" 
"S0036-46652013000500329-scl","AN UPWARD TREND IN DNA P16INK4A METHYLATION PATTERN AND HIGH RISK HPV INFECTION ACCORDING TO THE SEVERITY OF THE CERVICAL LESION","Carestiato, Fernanda Nahoum, Afonso, Larissa Alves, Moyses, Natalia, Almeida Filho, Gutemberg Leao, Velarde, Luis Guillermo Coca, Cavalcanti, Silvia Maria Baeta","Revista do Instituto de Medicina Tropical de São Paulo; 55(5); 329-334","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652013000500329&lang=pt" 
"S0036-46652013000500303-scl","In vitro PHYTOTHERAPY OF VECTOR SNAILS BY BINARY COMBINATIONS OF LARVICIDAL ACTIVE COMPONENTS IN EFFECTIVE CONTROL OF FASCIOLIASIS","Sunita, Kumari, Kumar, Pradeep, Singh, Vinay Kumar, Singh, Dinesh Kumar","Revista do Instituto de Medicina Tropical de São Paulo; 55(5); 303-308","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652013000500303&lang=pt" 
"S0101-20612013000300004-scl","An artificial neural network model for prediction of quality characteristics of apples during convective dehydration","Scala, Karina Di, Meschino, Gustavo, Vega-gálvez, Antonio, Lemus-mondaca, Roberto, Roura, Sara, Mascheroni, Rodolfo","Food Science and Technology (Campinas); 33(3); 411-416","Food Science and Technology (Campinas)","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612013000300004&lang=pt" 
"S0101-20612013000300006-scl","Effect of thinning on flower and fruit and of edible coatings on postharvest quality of jaboticaba fruit stored at low temperature","Nascimento, Talita Pimenta do, Bettiol Neto, José Emílio, Pereira, Renato Alves, Castro, Inar Alves de, Chagas, Edvan Alves, Lajolo, Franco Maria, Cordenunsi, Beatriz Rosana","Food Science and Technology (Campinas); 33(3); 424-433","Food Science and Technology (Campinas)","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612013000300006&lang=pt" 
"S0101-20612013000300007-scl","Chemical evaluation and effect of bagging new peach varieties introduced in southern Minas Gerais - Brazil","Lima, Annete de Jesus Boari, Alvarenga, Ângelo Alberico, Malta, Marcelo Ribeiro, Gebert, Deyse, Lima, Elisa Boari de","Food Science and Technology (Campinas); 33(3); 434-440","Food Science and Technology (Campinas)","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612013000300007&lang=pt" 
"S0101-20612013000300008-scl","Chemical and physical characterization of mume fruit collected from different locations and at different maturity stages in São Paulo State","Quast, Ernesto, Vieira, Isabelli, Nogueira, Alessandro, Schmidt, Flavio Luis","Food Science and Technology (Campinas); 33(3); 441-445","Food Science and Technology (Campinas)","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612013000300008&lang=pt" 
"S0101-20612013000300009-scl","Acetic acid as an intervention strategy to decontaminate beef carcasses in mexican commercial slaughterhouse","Reyes Carranza, Laura, Rubio Lozano, Maria Salud, Méndez Medina, Ruben Danilo, Rodarte, Maria Del Carmen Wacher, Núñez Espinosa, Jose Fernando, Velázquez Camacho, Bertha Lucila, Macedo, Renata Ernlund Freitas","Food Science and Technology (Campinas); 33(3); 446-450","Food Science and Technology (Campinas)","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612013000300009&lang=pt" 
"S0101-20612013000300010-scl","Relationship between the price of fish and its quality attributes: a study within a community at the University of São Paulo, Brazil","Maciel, Erika Da Silva, Savay-da-Silva, Luciana Kimie, Vasconcelos, Julia Santos, Sonati, Jaqueline Girnos, Galvão, Juliana Antunes, Lima, Leandro Kanamaru Franco De, Oetterer, Marília","Food Science and Technology (Campinas); 33(3); 451-456","Food Science and Technology (Campinas)","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612013000300010&lang=pt" 
"S0101-20612013000300011-scl","The effect of chemical treatments on the pH &amp; microbial flora of cassava residues during storage","Souza, Thaísa Anders Carvalho, Soares Júnior, Manoel, Campos, Maria Raquel Hidalgo, Souza, Thaynara Stella Carvalho, Bandeira, Lívia Cunha","Food Science and Technology (Campinas); 33(3); 457-462","Food Science and Technology (Campinas)","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612013000300011&lang=pt" 
"S0101-20612013000300012-scl","Influence of physical damage and freezing on histamine concentration and microbiological quality of yellowfin tuna during processing","García-Tapia, Gonzalo, Barba-Quintero, Guillermo, Gallegos-Infante, José Alberto, Aguilar, Ramón Pacheco, Ruíz-Cortés, Juan Antonio, Ramírez, José Alberto","Food Science and Technology (Campinas); 33(3); 463-467","Food Science and Technology (Campinas)","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612013000300012&lang=pt" 
"S0101-20612013000300013-scl","Characterization of spoilage bacteria in pork sausage by PCR-DGGE analysis","Dias, Francesca Silva, Ramos, Cíntia Lacerda, Schwan, Rosane Freitas","Food Science and Technology (Campinas); 33(3); 468-474","Food Science and Technology (Campinas)","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612013000300013&lang=pt" 
"S0101-20612013000300014-scl","Evaluation of the BAX® system for the detection of Salmonella spp. in naturally contaminated chicken meat","Frausto, Harissa Silvério El Ghoz, Alves, Juliane, Oliveira, Tereza Cristina Rocha Moreira De","Food Science and Technology (Campinas); 33(3); 475-478","Food Science and Technology (Campinas)","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612013000300014&lang=pt" 
