"S0100-39842001000500019-scl","Carcinoma bronquíolo-alveolar: aspectos na tomografia computadorizada de alta resolução","Moreira, Luiza Beatriz Melo","Radiologia Brasileira; 34(5); 298-298","Radiologia Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842001000500019&lang=pt" 
"S0100-879X2001001000011-scl","Interleukin 8 as a vaso-occlusive marker in Brazilian patients with sickle cell disease","Gonçalves, M.S., Queiroz, I.L., Cardoso, S.A., Zanetti, A., Strapazoni, A.C., Adorno, E., Albuquerque, A., Sant&#039;Ana, A., Reis, M.G. dos, Barral, A., Barral Netto, M.","Brazilian Journal of Medical and Biological Research; 34(10); 1309-1313","Brazilian Journal of Medical and Biological Research","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2001001000011&lang=pt" 
"S0037-86822001000500016-scl","Carta ao editor","","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 495-495","Revista da Sociedade Brasileira de Medicina Tropical","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500016&lang=pt" 
"S0037-86822001000500002-scl","Pesquisa de bactérias do gênero Vibrio em feridas cutâneas de pescadores do município de Raposa-MA","Rodrigues, Sther Marie de Aguiar, Gonçalves, Eloísa da Graça do Rosário, Mello, Débora Medeiros, Oliveira, Eurípedes Gomes de, Hofer, Ernesto","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 407-411","Revista da Sociedade Brasileira de Medicina Tropical","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500002&lang=pt" 
"S0037-86822001000500015-scl","Panstrongylus megistus em ecótopos artificiais de ilhas do Alto Rio Paraná","Guilherme, Ana Lucia Falavigna, Lorosa, Elias Seixas, Costa, Arnaldo Lima, Pavanelli, Gilberto Cezar, Araújo, Silvana Marques de","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 491-494","Revista da Sociedade Brasileira de Medicina Tropical","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500015&lang=pt" 
"S0037-86822001000500008-scl","Seroprevalence of human Trypanosoma cruzi infection in diferent geografic zones of Chiapas, Mexico","Mazariego-Arana, Miguel Angel, Monteón, Victor M., Ballinas-Verdugo, Martha Alicia, Hernández-Becerril, Nidia, Alejandre-Aguilar, Ricardo, Reyes, Pedro A.","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 453-458","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500008&lang=pt" 
"S0037-86822001000500013-scl","Surto de histoplasmose em Pedro Leopoldo, Minas Gerais, Brasil","Cury, Geraldo Cunha, Diniz Filho, Alberto, Cruz, Antônio Gabriel da Costa e, Hobaika, Adriano Bechara de Souza","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 483-486","Revista da Sociedade Brasileira de Medicina Tropical","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500013&lang=pt" 
"S0037-86822001000500012-scl","Detecção de formas transmissíveis de enteroparasitas na água e nas hortaliças consumidas em comunidades escolares de Sorocaba, São Paulo, Brasil","Coelho, Lina Maria De Petrini da Silva, Oliveira, Sônia Maria de, Milman, Mauro Henrique de Sá Adami, Karasawa, Kátia Akemi, Santos, Renata de Paiva","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 479-482","Revista da Sociedade Brasileira de Medicina Tropical","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500012&lang=pt" 
"S0037-86822001000500014-scl","Toxoplasmose do sistema nervoso central em paciente sem evidência de imunossupressão: relato de caso","Silva, Luciana Almeida, Vieira, Roseli Stone, Serafini, Luciano Neder, Carlotti Junior, Carlos Gilberto, Figueiredo, José Fernando de Castro","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 487-490","Revista da Sociedade Brasileira de Medicina Tropical","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500014&lang=pt" 
"S0037-86822001000500017-scl","Pesquisas prioritárias sobre doença de Chagas na Amazonia: agenda de curto-médio prazo","Dias, João Carlos Pinto, Vinhaes, Márcio Costa, Silveira, Antônio Carlos, Schofield, Christopher John, Cardoso, Bernardo, Coura, José Rodrigues","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 497-498","Revista da Sociedade Brasileira de Medicina Tropical","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500017&lang=pt" 
"S0037-86822001000500001-scl","Níveis séricos de IgG anti-Trypanosoma cruzi na evolução da cardiopatia chagásica crônica, no período de 10 anos","Zauza, Patrícia Lago, Borges-Pereira, José","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 399-405","Revista da Sociedade Brasileira de Medicina Tropical","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500001&lang=pt" 
"S0037-86822001000500003-scl","Acometimento cardíaco em pacientes com doença de Chagas aguda em microepidemia familiar, em Abaetetuba, na Amazônia Brasileira","Pinto, Ana Yecê das Neves, Harada, Geraldo Saburo, Valente, Vera da Costa, Abud, José Elson Araújo, Gomes, Francisco dos Santos, Souza, Gilberto César Rodrigues de, Valente, Sebastião Aldo da Silva","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 413-419","Revista da Sociedade Brasileira de Medicina Tropical","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500003&lang=pt" 
"S0037-86822001000500004-scl","Tratamento anaeróbio de esgoto e sua eficiência na redução da viabilidade de ovos de helmintos","Paulino, Rosangela C., Castro, Edilene A., Thomaz-Soccol, Vanete","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 421-428","Revista da Sociedade Brasileira de Medicina Tropical","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500004&lang=pt" 
"S0037-86822001000500005-scl","Sobrevida e processos infecciosos em pacientes com AIDS: análise de acordo com os níveis séricos iniciais de vitamina A","Figueiredo, José Fernando de Castro, Lorenzato, Mário Müller, Silveira, Suzana Aparecida, Passos, Afonso Dinis Costa, Rodrigues, Maria de Lourdes Veronese, Galvão, Lívia Carvalho, Vannucchi, Hélio","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 429-435","Revista da Sociedade Brasileira de Medicina Tropical","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500005&lang=pt" 
"S0037-86822001000500006-scl","Triatoma infestans em área sob vigilância entomológica para doença de Chagas, Estado de São Paulo, Brasil","Leite, Odair F., Alves, Maria José C.P., Souza, Savina S.L., Mayo, Renata C., Andrade, Valmir R., Souza, Celso E., Rangel, Osias, Oliveira, Susely S., Lima, Virgilia L.C., Rodrigues, Vera L.C.C., Carvalho, Maria Esther de, Casanova, Claudio, Wanderley, Dalva M.V.","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 437-443","Revista da Sociedade Brasileira de Medicina Tropical","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500006&lang=pt" 
"S0037-86822001000500007-scl","Infecção por Leishmania (Leishmania) chagasi em crianças de uma área endêmica de leishmaniose visceral americana na Ilha de São Luis-MA, Brasil","Caldas, Arlene J.M., Silva, Denise R.C., Pereira, Célia C.R., Nunes, Paulo Márcio S., Silva, Benedito P., Silva, Antonio Augusto M., Barral, Aldina, Costa, Jackson M.L.","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 445-451","Revista da Sociedade Brasileira de Medicina Tropical","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500007&lang=pt" 
"S0037-86822001000500009-scl","Doença de Chagas na população urbana do distrito sanitário de Rio Verde, Mato Grosso do Sul, Brasil","Borges-Pereira, José, Zauza, Patrícia Lago, Galhardo, Maria Cecília, Nogueira, José de Souza, Pereira, Gracy Regina de Oliveira Leite, Cunha, Rivaldo Venâncio da","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 459-466","Revista da Sociedade Brasileira de Medicina Tropical","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500009&lang=pt" 
"S0037-86822001000500011-scl","Declínio e desigualdades sociais na mortalidade infantil por diarréia","Guimarães, Zuleica Antunes, Costa, Maria da Conceição Nascimento, Paim, Jairnilson Silva, Silva, Ligia Maria Vieira da","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 473-478","Revista da Sociedade Brasileira de Medicina Tropical","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500011&lang=pt" 
"S0037-86822001000500010-scl","Entamoeba histolytica and Entamoeba dispar infections as detected by monoclonal antibody in an urban slum in Fortaleza, Northeastern Brazil","Braga, Lúcia Libanez Bessa C., Gomes, Manuela L., Silva, Melissa W. da, Paiva, Clece, Sales, Andréa, Mann, Barbara J.","Revista da Sociedade Brasileira de Medicina Tropical; 34(5); 467-471","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822001000500010&lang=pt" 
"S0074-02762001000700012-scl","Black flies (Diptera: Simuliidae) of French Guiana: cytotaxonomy and a preliminary list of species","Hamada, Neusa, Fouque, Florence","Memórias do Instituto Oswaldo Cruz; 96(7); 955-959","Memórias do Instituto Oswaldo Cruz","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762001000700012&lang=pt" 
"S0074-02762001000700004-scl","Environmental pollution with soil-transmitted helminths in Sanliurfa, Turkey","Ulukanligil, Mustafa, Seyrek, Adnan, Aslan, Gonul, Ozbilge, Hatice, Atay, Suleyman","Memórias do Instituto Oswaldo Cruz; 96(7); 903-909","Memórias do Instituto Oswaldo Cruz","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762001000700004&lang=pt" 
"S0074-02762001000700008-scl","Description of immature stages of Culex ocossa Dyar &amp; Knab, Culex delpontei Duret and Culex pereyrai Duret of the Melanoconion subgenus (Diptera: Culicidae)","Sallum, Maria Anice Mureb, Kobayashi, Keilla Miki, Forattini, Oswaldo Paulo","Memórias do Instituto Oswaldo Cruz; 96(7); 927-943","Memórias do Instituto Oswaldo Cruz","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762001000700008&lang=pt" 
"S0074-02762001000700016-scl","Interleukin-4 production in BALB/c mice immunized with Anisakis simplex","Perteguer, María Jesús, Cuéllar, Carmen","Memórias do Instituto Oswaldo Cruz; 96(7); 979-982","Memórias do Instituto Oswaldo Cruz","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762001000700016&lang=pt" 
"S0100-879X2001001000015-scl","Effects of terpineol on the compound action potential of the rat sciatic nerve","Moreira, M.R., Cruz, G.M.P., Lopes, M.S., Albuquerque, A.A.C., Leal-Cardoso, J.H.","Brazilian Journal of Medical and Biological Research; 34(10); 1337-1340","Brazilian Journal of Medical and Biological Research","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2001001000015&lang=pt" 
"S0100-879X2001001000008-scl","Ambulatory blood pressure and Doppler echocardiographic indexes of borderline hypertensive men presenting an exaggerated blood pressure response during dynamic exercise","Herkenhoff, F.L., Vasquez, E.C., Mill, J.G., Lima, E.G.","Brazilian Journal of Medical and Biological Research; 34(10); 1285-1293","Brazilian Journal of Medical and Biological Research","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2001001000008&lang=pt" 
"S0100-879X2001001000014-scl","The effect of porphyrins on normal and transformed mouse cell lines in the presence of visible light","Tita, S.P.S, Perussi, J.R.","Brazilian Journal of Medical and Biological Research; 34(10); 1331-1336","Brazilian Journal of Medical and Biological Research","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2001001000014&lang=pt" 
"S0100-879X2001001000010-scl","Mirtazapine versus fluoxetine in the treatment of panic disorder","Ribeiro, L., Busnello, J.V., Kauer-Sant&#039;Anna, M., Madruga, M., Quevedo, J., Busnello, E.A.D., Kapczinski, F.","Brazilian Journal of Medical and Biological Research; 34(10); 1303-1307","Brazilian Journal of Medical and Biological Research","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2001001000010&lang=pt" 
"S0100-879X2001001000005-scl","In vivo and in vitro effect of imipramine and fluoxetine on Na+,K+-ATPase activity in synaptic plasma membranes from the cerebral cortex of rats","Zanatta, L.M., Nascimento, F.C., Barros, S.V.T., Silva, G.R.R.S., Zugno, A.I., Netto, C.A., Wyse, A.T.S.","Brazilian Journal of Medical and Biological Research; 34(10); 1265-1269","Brazilian Journal of Medical and Biological Research","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2001001000005&lang=pt" 
"S0100-879X2001001000006-scl","Comparison of the quantitative competitive and semiquantitative RT-PCR methods for the determination of interferon-gamma mRNA levels in AIDS-free HIV-infected individuals","Barabás, É., Nagy, K., Várkonyi, V., Horváth, A.","Brazilian Journal of Medical and Biological Research; 34(10); 1271-1275","Brazilian Journal of Medical and Biological Research","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2001001000006&lang=pt" 
"S0100-879X2001001000018-scl","GLUT4 protein expression in obese and lean 12-month-old rats: insights from different types of data analysis","Seraphim, P.M., Nunes, M.T., Machado, U.F.","Brazilian Journal of Medical and Biological Research; 34(10); 1353-1362","Brazilian Journal of Medical and Biological Research","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2001001000018&lang=pt" 
"S0100-879X2001001000002-scl","Molecular characterization of DDX26, a human DEAD-box RNA helicase, located on chromosome 7p12","Camargo, A.A., Nunes, D.N., Samaia, H.B., Liu, L., Collins, V.P., Simpson, A.J.G., Dias-Neto, E.","Brazilian Journal of Medical and Biological Research; 34(10); 1237-1245","Brazilian Journal of Medical and Biological Research","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2001001000002&lang=pt" 
"S0100-879X2001001000013-scl","Frequent occurrence of nicotinic acetylcholine receptors in GABAergic neurons of the chick visual system","Torrão, A.S., Britto, L.R.G.","Brazilian Journal of Medical and Biological Research; 34(10); 1325-1329","Brazilian Journal of Medical and Biological Research","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2001001000013&lang=pt" 
