"S0034-71081999000300014-scl","Aspectos cinéticos da degradação de laminados de madeiras em ambientes aquático e terrestre","APRILE, F. M., DELITTI, W. B. C., BIANCHINI JR., I.","Revista Brasileira de Biologia; 59(3); 485-492","Revista Brasileira de Biologia","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71081999000300014&lang=pt" 
"S0034-71081999000300016-scl","Estrutura vegetal e grau de perturbação dos manguezais da Lagoa da Tijuca, Rio de Janeiro, RJ, Brasil","SOARES, M. L. G.","Revista Brasileira de Biologia; 59(3); 503-515","Revista Brasileira de Biologia","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71081999000300016&lang=pt" 
"S0034-71081999000300018-scl","Gill infection of Leporinus macrocephalus Garavello &amp; Britski, 1988 (Osteichthyes: Anostomidae) by Henneguya leporinicola n. sp. (Myxozoa: Myxobolidae). Description, histopathology and treatment","MARTINS, M. L., SOUZA, V. N. de, MORAES, J. R. E de, MORAES, F. R de","Revista Brasileira de Biologia; 59(3); 527-534","Revista Brasileira de Biologia","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71081999000300018&lang=pt" 
"S0375-07601999000200001-cub","Brote de leishmaniosis en Cancha Larga, Chaco, Argentina","Miranda, Olga, Balbachán, Silvia, Merino, Daniel, Galván, Miría, Moro, Sergio, De Gorodner, Ofelia Z., Salazar, José, de Merino, Sandra O.","Revista Cubana de Medicina Tropical; 51(2); 69-71","Revista Cubana de Medicina Tropical","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07601999000200001&lang=pt" 
"S0375-07601999000200002-cub","Análisis de la actividad hematofágica y de la influencia ambiental sobre el principal vector de la malaria en Cuba: Anopheles albimanus","Rodríguez, Ricardo, Diéguez, Lorenzo, Roqueiro, Lisset, Fernández, Mayelín, Navarro, Agustín","Revista Cubana de Medicina Tropical; 51(2); 72-78","Revista Cubana de Medicina Tropical","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07601999000200002&lang=pt" 
"S0375-07601999000200003-cub","Índices ecológicos en el sistema de vigilancia de Aedes aegypti (Diptera: Culicidae) en Cuba","Marquetti, María del Carmen, González, Diana, Aguilera, Lucita, Navarro, Agustín","Revista Cubana de Medicina Tropical; 51(2); 79-82","Revista Cubana de Medicina Tropical","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07601999000200003&lang=pt" 
"S0375-07601999000200004-cub","Niveles de resistencia a insecticidas y sus mecanismos en una cepa de Aedes aegypti de Santiago de Cuba","Rodríguez, María Magdalena, Bisset, Juan A., Milá, Lorely H., Calvo, Eric, Díaz, Cristina, Alain Soca, Lázaro","Revista Cubana de Medicina Tropical; 51(2); 83-88","Revista Cubana de Medicina Tropical","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07601999000200004&lang=pt" 
"S0375-07601999000200005-cub","Caracterización de la resistencia a insecticidas organofosforados, carbamatos y piretroides en Culex quinquefasciatus del Estado de Miranda, Venezuela","Bisset, Juan A, Rodríguez, María Magdalena, Díaz, Cristina, Alain Soca, Lázaro","Revista Cubana de Medicina Tropical; 51(2); 89-94","Revista Cubana de Medicina Tropical","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07601999000200005&lang=pt" 
"S0375-07601999000200006-cub","Evaluación de la respuesta inmune celular inducida en ratones Balb/C por la proteína de envoltura del virus dengue 2","Sierra Vázquez, Beatriz, Pérez Díaz, Ana B., Vázquez Villasuso, Valexis, Rodríguez Díaz, Rayner, García Menéndez, Gissell, Guzmán Tirado, María Guadalupe","Revista Cubana de Medicina Tropical; 51(2); 95-98","Revista Cubana de Medicina Tropical","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07601999000200006&lang=pt" 
"S0375-07601999000200007-cub","Validación de un ELISA para la cuantificación de IgG humana antiproteína de Neisseria meningitidis serogrupo B","Ferriol Marchena, Xenia, García Malberti, Ana M., Ochoa Azze, Rolando, Bravo Verde, Iovagna, Blanco González, Rosa, Estrada González, Eric, Nerey Olivares, Mayte, Martínez Rodríguez, Juan Carlos","Revista Cubana de Medicina Tropical; 51(2); 99-105","Revista Cubana de Medicina Tropical","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07601999000200007&lang=pt" 
"S0375-07601999000200008-cub","Análisis de ácidos grasos de cepas de Mycobacterium habana y Mycobacterium simiae","Mederos Cuervo, Lilian M., Álvarez, Efraín, Rosado, Arístides, Correa, Margarita T., Reyes, Miguel, Valdivia, José A.","Revista Cubana de Medicina Tropical; 51(2); 106-115","Revista Cubana de Medicina Tropical","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07601999000200008&lang=pt" 
"S0375-07601999000200009-cub","Susceptibilidad antimicrobiana de cepas de Neisseria gonorrhoeae por difusión con discos","Llanes Caballero, Rafael, Acosta Giraldo, Juan C., Sosa Puente, Jorge, Guzmán Hernández, Daymi, Gutiérrez González, Oderay, Llop Hernández, Alina","Revista Cubana de Medicina Tropical; 51(2); 116-119","Revista Cubana de Medicina Tropical","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07601999000200009&lang=pt" 
"S0375-07601999000200010-cub","Encuesta sobre comportamientos sexuales riesgosos y enfermedades de transmisión sexual en estudiantes adolescentes de Ciudad de La Habana, 1996","Cortés Alfaro, Alba, García Roche, René G., Hernández Sánchez, Mariela, Monterrey Gutiérrez, Pedro, Fuentes Abreu, Jorge","Revista Cubana de Medicina Tropical; 51(2); 120-124","Revista Cubana de Medicina Tropical","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07601999000200010&lang=pt" 
"S0375-07601999000200011-cub","Reporte de 1 caso de rinitis purulenta por Streptococcus pneumoniae en un paciente VIH/SIDA","Cabrera Cantelar, Nereyda, Menéndez Capote, Reynaldo, Pérez Monrás, Míriam, Medina Almenares, Vilma, Cantelar de Francisco, Nereyda, Pérez Ávila, Jorge","Revista Cubana de Medicina Tropical; 51(2); 125-127","Revista Cubana de Medicina Tropical","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07601999000200011&lang=pt" 
"S0375-07601999000200012-cub","Micobacteriosis por Mycobacterium gordonae. Primer caso reportado en Cuba","Ruiz Pérez, Aroldo, Mederos Cuervo, Lilian M.","Revista Cubana de Medicina Tropical; 51(2); 128-129","Revista Cubana de Medicina Tropical","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07601999000200012&lang=pt" 
"S0375-07601999000200013-cub","Evaluación de un ELISA para la detección de anticuerpos contra la proteína p24 del VIH-1","Ribas Antúnez, María de los Ángeles, Silva Cabrera, Eladio, Resik Aguirre, Sonia, Rodríguez Valdés, Carina, Toraño Canto, Ileana","Revista Cubana de Medicina Tropical; 51(2); 130-132","Revista Cubana de Medicina Tropical","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07601999000200013&lang=pt" 
"S0375-07601999000200014-cub","Primer reporte de Neisseria polysaccharea en Cuba","Guzmán Hernández, Daymi, Llanes Caballero, Rafael, Martínez Motas, Isabel, Valdés Ramos, Eduardo A., Sosa Puente, Jorge","Revista Cubana de Medicina Tropical; 51(2); 133-134","Revista Cubana de Medicina Tropical","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07601999000200014&lang=pt" 
"S0375-07601999000200015-cub","Conocimientos, opiniones y prácticas sobre Aedes aegypti","de la Cruz, Ana Margarita, Figueroa, Denys, Chacón, Leonardo, Gómez, Maritza, Díaz, Manuel, Finlay, Carlos M.","Revista Cubana de Medicina Tropical; 51(2); 135-137","Revista Cubana de Medicina Tropical","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07601999000200015&lang=pt" 
"S0375-07601999000200016-cub","Coriorretinitis por toxoplasma en niños","González Núñez, Ida, Díaz Jidy, Manuel, Pérez Ávila, Jorge","Revista Cubana de Medicina Tropical; 51(2); 138-142","Revista Cubana de Medicina Tropical","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07601999000200016&lang=pt" 
"S0034-89101999000400013-spa","Exposição humana a trialometanos presentes em água tratada","Tominaga, Maria Y, Midio, Antonio F","Revista de Saúde Pública; 33(4); 413-421","Revista de Saúde Pública","Português","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101999000400013&lang=pt" 
"S0034-89101999000400011-spa","Estudo transversal sobre saúde mental de agricultores da Serra Gaúcha (Brasil)","Faria, Neice MX, Facchini, Luiz A, Fassa, Anaclaudia G, Tomasi, Elaine","Revista de Saúde Pública; 33(4); 391-400","Revista de Saúde Pública","Português","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101999000400011&lang=pt" 
"S0034-89101999000400010-spa","Prevalência de cárie e necessidades de tratamento em escolares de 6 a 12 anos da rede pública de ensino","Freire, Maria do Carmo Matias, Pereira, Márcio Florentino, Batista, Simone Machado de Oliveira, Borges, Maria do Rosário Siqueira, Barbosa, Maria Inêz, Rosa, Antônio Galvão Fortuna","Revista de Saúde Pública; 33(4); 385-390","Revista de Saúde Pública","Português","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101999000400010&lang=pt" 
"S0034-89101999000400009-spa","Monitoreo de parásitos en efluentes domiciliarios","Semenas, Liliana, Brugni, Norma, Viozzi, Gustavo, Kreiter, Ana","Revista de Saúde Pública; 33(4); 379-384","Revista de Saúde Pública","Espanhol","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101999000400009&lang=pt" 
"S0034-89101999000400007-spa","Mortalidade de menores de um ano de idade na região Sudoeste do Estado de São Paulo","Bohland, Anna Klara, Jorge, Maria Helena P de Mello","Revista de Saúde Pública; 33(4); 366-373","Revista de Saúde Pública","Português","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101999000400007&lang=pt" 
"S0034-89101999000400006-spa","Saúde e estado nutricional infantil de uma população da região Centro-Oeste do Brasil","Ribas, Dulce L B, Philippi, Sonia T, Tanaka, Ana C d&#039;A, Zorzatto, José R","Revista de Saúde Pública; 33(4); 358-365","Revista de Saúde Pública","Português","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101999000400006&lang=pt" 
"S0034-89101999000400005-spa","Assessing morbidity in the paediatric community","Escuder, Maria Mercedes L, Silva, Nilza N da, Pereira, Júlio CR, Puccini, Rosana F, Herrman, Anneliese A","Revista de Saúde Pública; 33(4); 349-357","Revista de Saúde Pública","Inglês","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101999000400005&lang=pt" 
"S0034-89101999000400004-spa","Fatores associados à prova de trabalho de parto em primíparas com uma cesárea anterior","Pires, Helaine M B, Cecatti, José G, Faúndes, Aníbal","Revista de Saúde Pública; 33(4); 342-348","Revista de Saúde Pública","Português","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101999000400004&lang=pt" 
"S0034-89101999000400003-spa","Tolerancias y resistencias: el aborto desde la perspectiva de las parteras tradicionales de un área rural de México","Blanco-Muñoz, Julia, Castañeda-Camey, Xochitl","Revista de Saúde Pública; 33(4); 334-341","Revista de Saúde Pública","Espanhol","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101999000400003&lang=pt" 
"S0864-03191999000200001-cub","Editorial","","Revista Cubana de Enfermería; 15(2); 65-66","Revista Cubana de Enfermería","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03191999000200001&lang=pt" 
"S0864-03191999000200002-cub","Aplicación de electroacupuntura y terapia convencional en pacientes con dolor cervical crónico","Castillo Pérez, Cesar, Lawjart Rondón, Jorge","Revista Cubana de Enfermería; 15(2); 67-71","Revista Cubana de Enfermería","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03191999000200002&lang=pt" 
"S0864-03191999000200003-cub","Educación avanzada en enfermería: Una necesidad para el desarrollo de la profesión","Rivas Martínez, Zoraida, Abella García, Caridad, Amandy Polo, Zoila, Jiménez Valdés, Vicia Dora","Revista Cubana de Enfermería; 15(2); 72-78","Revista Cubana de Enfermería","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03191999000200003&lang=pt" 
"S0864-03191999000200004-cub","Cryptosporidiosis en pacientes con sida: Acciones de la enfermera","Cassola Rojas, Marlene, Pérez Estévez, Cristina, Escobedo Carbonell, Angel, Núñez Fernández, Fidel Angel","Revista Cubana de Enfermería; 15(2); 79-84","Revista Cubana de Enfermería","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03191999000200004&lang=pt" 
"S0864-03191999000200005-cub","Bioética: Una mirada hacia la enfermería","","Revista Cubana de Enfermería; 15(2); 85-89","Revista Cubana de Enfermería","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03191999000200005&lang=pt" 
"S0864-03191999000200006-cub","Enfermedades de transmisión sexual en el curso del VIH/SIDA. Sanatorio Santiago de las Vegas 1997-1998","Gil Lanz, Alexis, Rodríguez Delgado, Lourdes","Revista Cubana de Enfermería; 15(2); 90-98","Revista Cubana de Enfermería","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03191999000200006&lang=pt" 
"S0864-03191999000200007-cub","Conocimientos sobre maternidad y paternidad conscientes en pacientes ingresadas en un hogar materno nutricional","Velázquez Martínez, Vilza Alicia, Benítez Guibert, Rebeca","Revista Cubana de Enfermería; 15(2); 99-103","Revista Cubana de Enfermería","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03191999000200007&lang=pt" 
"S0864-03191999000200008-cub","Resultados de los costos en ozonoterapia","Guerra Veranes, Xiomara, Limonta Nápoles, Yanet, Contreras Hechavarría, Iraida, Freyre Luque, Rásife, Ramírez Pellicer, Agueda M","Revista Cubana de Enfermería; 15(2); 104-108","Revista Cubana de Enfermería","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03191999000200008&lang=pt" 
"S0864-03191999000200009-cub","Evaluación hemodinámica de la ketamina-morfina para la inducción anestésica en la valvulopatía mitral","Estrada Kindelán, Clara, Ametler Castellanos, Oneida, Moreno Rodríguez, Nancy, Carulla Ballester, Arcilio","Revista Cubana de Enfermería; 15(2); 109-113","Revista Cubana de Enfermería","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03191999000200009&lang=pt" 
"S0864-03191999000200010-cub","Aspectos de la ozonoterapia en pacientes con neuropatía periférica epidémica","Recio del Pino, Eulalia, Arias Serrano, Maritza, Rodríguez del Río, Magalys, Garrido, María de los Angeles","Revista Cubana de Enfermería; 15(2); 114-118","Revista Cubana de Enfermería","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03191999000200010&lang=pt" 
"S0864-03191999000200011-cub","Efectividad de la acupuntura en el tratamiento del asma bronquial","Bango Domínguez, Alter Boris, García Mirabal, Mario","Revista Cubana de Enfermería; 15(2); 119-122","Revista Cubana de Enfermería","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03191999000200011&lang=pt" 
"S0864-03191999000200012-cub","Experiencia de enfermería en la aplicación de microdosis y homeopatía contra el tabaquismo","Ramos Cala, Edith Elena, Díaz Grajales, Dania, Quintero García, Jesús","Revista Cubana de Enfermería; 15(2); 123-128","Revista Cubana de Enfermería","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03191999000200012&lang=pt" 
"S0864-03191999000200013-cub","Caracterización de las relaciones de pareja en estudiantes de noveno grado de la secundaria básica &quot;Francisco Maceo Osorio&quot;","Barriera Quiala, Miriam, Soler Lahite, Mercedes, Jarrosay Spek, Clara, Montoya Infante, Migdalia","Revista Cubana de Enfermería; 15(2); 129-132","Revista Cubana de Enfermería","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03191999000200013&lang=pt" 
"S0864-03191999000200014-cub","Problemas éticos en la atención de urgencias. Descripción de experiencias","Pérez Morales, Aurora","Revista Cubana de Enfermería; 15(2); 133-140","Revista Cubana de Enfermería","Espanhol","1999","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03191999000200014&lang=pt" 
"S1020-49891999000700001-spa","Epidemiología descriptiva de las neoplasias malignas en niños","Fajardo-Gutiérrez, Arturo, Mejía-Aranguré, Juan Manuel, Hernández-Cruz, Leticia, Mendoza-Sánchez, Hilda Francisca, Garduño-Espinosa, Juan, Martínez-García, María del Carmen","Revista Panamericana de Salud Pública; 6(2); 75-88","Revista Panamericana de Salud Pública","Espanhol","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49891999000700001&lang=pt" 
"S1020-49891999000700004-spa","Doenças infecciosas e parasitárias no Brasil: uma década de transição","Paes, Neir Antunes, Silva, Lenine Angelo A.","Revista Panamericana de Salud Pública; 6(2); 99-109","Revista Panamericana de Salud Pública","Português","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49891999000700004&lang=pt" 
"S1020-49891999000700015-spa","Sistema de información y vigilancia epidemiológica de la encefalitis equina venezolana en la Región de las Américas","","Revista Panamericana de Salud Pública; 6(2); 128-138","Revista Panamericana de Salud Pública","Espanhol","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49891999000700015&lang=pt" 
"S1020-49891999000700014-spa","Diferencias culturales en lo que se interpreta como maltrato","","Revista Panamericana de Salud Pública; 6(2); 126-127","Revista Panamericana de Salud Pública","Espanhol","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49891999000700014&lang=pt" 
"S1020-49891999000700008-spa","Los medicamentos para prevenir la osteoporosis: ¿cómo elegirlos?","","Revista Panamericana de Salud Pública; 6(2); 122-123","Revista Panamericana de Salud Pública","Espanhol","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49891999000700008&lang=pt" 
"S1020-49891999000700009-spa","El citomegalovirus como facilitador de la progresión de la infección por VIH-1","","Revista Panamericana de Salud Pública; 6(2); 122-123","Revista Panamericana de Salud Pública","Espanhol","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49891999000700009&lang=pt" 
"S1020-49891999000700011-spa","Vacuna inhalable contra la influenza","","Revista Panamericana de Salud Pública; 6(2); 124-124","Revista Panamericana de Salud Pública","Espanhol","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49891999000700011&lang=pt" 
"S1020-49891999000700012-spa","La vacuna combinada contra el VIH provoca distintas respuestas inmunes","","Revista Panamericana de Salud Pública; 6(2); 124-125","Revista Panamericana de Salud Pública","Espanhol","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49891999000700012&lang=pt" 
"S1020-49891999000700010-spa","Debate sobre el uso de tamoxifeno en mujeres en riesgo de cáncer de mama","","Revista Panamericana de Salud Pública; 6(2); 123-124","Revista Panamericana de Salud Pública","Espanhol","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49891999000700010&lang=pt" 
"S1020-49891999000700013-spa","Vacuna contra el cáncer cervicouterino en elaboración","","Revista Panamericana de Salud Pública; 6(2); 125-126","Revista Panamericana de Salud Pública","Espanhol","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49891999000700013&lang=pt" 
"S1020-49891999000700016-spa","Thermostability of vaccines","","Revista Panamericana de Salud Pública; 6(2); 139-141","Revista Panamericana de Salud Pública","Inglês","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49891999000700016&lang=pt" 
"S1020-49891999000700017-spa","Tratamiento de las intoxicaciones: manual para agentes de atención primaria","","Revista Panamericana de Salud Pública; 6(2); 142-142","Revista Panamericana de Salud Pública","Espanhol","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49891999000700017&lang=pt" 
"S1020-49891999000700018-spa","Manual on the prevention and control of common cancers","","Revista Panamericana de Salud Pública; 6(2); 143-143","Revista Panamericana de Salud Pública","Inglês","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49891999000700018&lang=pt" 
"S1020-49891999000700020-spa","Management of severe malnutrition: a manual for physicians and other senior health workers","","Revista Panamericana de Salud Pública; 6(2); 146-147","Revista Panamericana de Salud Pública","Inglês","1999","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49891999000700020&lang=pt" 
"S0034-89101999000400010-scl","Prevalência de cárie e necessidades de tratamento em escolares de 6 a 12 anos da rede pública de ensino","Freire, Maria do Carmo Matias, Pereira, Márcio Florentino, Batista, Simone Machado de Oliveira, Borges, Maria do Rosário Siqueira, Barbosa, Maria Inêz, Rosa, Antônio Galvão Fortuna","Revista de Saúde Pública; 33(4); 385-390","Revista de Saúde Pública","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101999000400010&lang=pt" 
"S0034-89101999000400008-scl","Soroprevalência de sarampo entre pediatras de um hospital-escola","Guerra, Aline L, Rossi Jr, Alfio, Paiva, Luciana M, Sato, Helena K, Souza, Vanda AUF, Sakane, Pedro Takanori, Baldacci, Evandro R","Revista de Saúde Pública; 33(4); 374-378","Revista de Saúde Pública","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101999000400008&lang=pt" 
"S0034-89101999000400007-scl","Mortalidade de menores de um ano de idade na região Sudoeste do Estado de São Paulo","Bohland, Anna Klara, Jorge, Maria Helena P de Mello","Revista de Saúde Pública; 33(4); 366-373","Revista de Saúde Pública","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101999000400007&lang=pt" 
"S0034-89101999000400006-scl","Saúde e estado nutricional infantil de uma população da região Centro-Oeste do Brasil","Ribas, Dulce L B, Philippi, Sonia T, Tanaka, Ana C d&#039;A, Zorzatto, José R","Revista de Saúde Pública; 33(4); 358-365","Revista de Saúde Pública","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101999000400006&lang=pt" 
"S0034-89101999000400005-scl","Assessing morbidity in the paediatric community","Escuder, Maria Mercedes L, Silva, Nilza N da, Pereira, Júlio CR, Puccini, Rosana F, Herrman, Anneliese A","Revista de Saúde Pública; 33(4); 349-357","Revista de Saúde Pública","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101999000400005&lang=pt" 
"S0034-89101999000400001-scl","A revisão de artigos científicos","Goldbaum, Moisés","Revista de Saúde Pública; 33(4); 327-328","Revista de Saúde Pública","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101999000400001&lang=pt" 
"S0034-89101999000400002-scl","A theoretical model of the evolution of virulence in sexually transmitted HIV/AIDS","Coutinho, FAB, Massad, E, Menezes, RX, Burattini, MN","Revista de Saúde Pública; 33(4); 329-333","Revista de Saúde Pública","Inglês","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101999000400002&lang=pt" 
"S0034-89101999000400004-scl","Fatores associados à prova de trabalho de parto em primíparas com uma cesárea anterior","Pires, Helaine M B, Cecatti, José G, Faúndes, Aníbal","Revista de Saúde Pública; 33(4); 342-348","Revista de Saúde Pública","Português","1999","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101999000400004&lang=pt" 
