"S0004-282X2011000500031-scl","Supratentorial tanycytic ependymoma: an uncommon fibrillary ependymoma variant","Reis, Fabiano, Schwingel, Ricardo, Morais, Francisco Carlos de, Queiroz, Luciano de Souza","Arquivos de Neuro-Psiquiatria; 69(4); 723-723","Arquivos de Neuro-Psiquiatria","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2011000500031&lang=pt" 
"S0004-282X2011000500007-scl","Pressure pain threshold in the craniocervical muscles of women with episodic and chronic migraine: a controlled study","Grossi, Débora Bevilaqua, Chaves, Thais Cristina, Gonçalves, Maria Claudia, Moreira, Viviane Coimbra, Canonica, Alexandra Carolina, Florencio, Lidiane Lima, Bordini, Carlos Alberto, Speciali, José Geraldo, Bigal, Marcelo Eduardo","Arquivos de Neuro-Psiquiatria; 69(4); 607-612","Arquivos de Neuro-Psiquiatria","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2011000500007&lang=pt" 
"S0004-282X2011000500008-scl","Course of migraine during pregnancy among migraine sufferers before pregnancy","Serva, Waldmiro Antônio Diégues, Serva, Vilneide Maria Santos Braga Diégues, Caminha, Maria de Fátima Costa, Figueiroa, José Natal, Albuquerque, Emídio Cavalcanti, Serva, Gabriel Braga Diégues, Belo, Marcela Patrícia Macêdo, Batista Filho, Malaquias, Valença, Marcelo Moraes","Arquivos de Neuro-Psiquiatria; 69(4); 613-619","Arquivos de Neuro-Psiquiatria","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2011000500008&lang=pt" 
"S0004-282X2011000500009-scl","Headache is associated with lower alcohol consumption among medical students","Domingues, Renan Barros, Domingues, Simone Aires","Arquivos de Neuro-Psiquiatria; 69(4); 620-623","Arquivos de Neuro-Psiquiatria","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2011000500009&lang=pt" 
"S0004-282X2011000500010-scl","Correlations between motor and sensory functions in upper limb chronic hemiparetics after stroke","Scalha, Thais Botossi, Miyasaki, Erica, Lima, Núbia Maria Freire Vieira, Borges, Guilherme","Arquivos de Neuro-Psiquiatria; 69(4); 624-629","Arquivos de Neuro-Psiquiatria","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2011000500010&lang=pt" 
"S0004-282X2011000500011-scl","Quality of life and psychomotor profile of children with attention deficit hyperactivity disorder (ADHD)","Goulardins, Juliana Barbosa, Marques, Juliana Cristina Fernandes Bilhar, Casella, Erasmo Barbante","Arquivos de Neuro-Psiquiatria; 69(4); 630-635","Arquivos de Neuro-Psiquiatria","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2011000500011&lang=pt" 
"S0004-282X2011000500012-scl","Reliability and validity of a scale for measurement of trunk mobility in Parkinson&#039;s disease: Trunk Mobility Scale","Franco, Clarissa R.C., Leão, Paula, Townsend, Raquel, Rieder, Carlos R.M.","Arquivos de Neuro-Psiquiatria; 69(4); 636-641","Arquivos de Neuro-Psiquiatria","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2011000500012&lang=pt" 
"S0004-282X2011000500013-scl","Decision-making impairment in obsessive-compulsive disorder as measured by the Iowa Gambling Task","Rocha, Felipe Filardi da, Alvarenga, Nathália Bueno, Malloy-Diniz, Leandro, Corrêa, Humberto","Arquivos de Neuro-Psiquiatria; 69(4); 642-647","Arquivos de Neuro-Psiquiatria","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2011000500013&lang=pt" 
"S0004-282X2011000500018-scl","Trigone ventricular meningiomas: surgical approaches","Zanini, Marco Antonio, Faleiros, Antonio Tadeu Souza, Almeida, Carlos Roberto, Clara, Carlos Afonso, Gabarra, Roberto C.","Arquivos de Neuro-Psiquiatria; 69(4); 670-675","Arquivos de Neuro-Psiquiatria","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2011000500018&lang=pt" 
"S0004-282X2011000500019-scl","Diagnosis of, surgical technique for and treatment results from medullary lipomas associated with spinal dysraphism: experience with 38 patients","Lynch, José Carlos, Corrêa, Juliano, Pereira, Celestino","Arquivos de Neuro-Psiquiatria; 69(4); 676-681","Arquivos de Neuro-Psiquiatria","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2011000500019&lang=pt" 
"S0004-282X2011000500020-scl","Functional electrical stimulation improves brain perfusion in cranial trauma patients","Amorim, Bárbara Juarez, Santos, Allan de Oliveira, Oberg, Telma Dagmar, Romanato, Juliana, Anjos, Dalton A., Lima, Mariana da Cunha Lopes de, Ramos, Celso Darío, Honorato, Donizete Cesar, Camargo, Edwaldo Eduardo, Etchebehere, Elba Cristina de Sá Camargo","Arquivos de Neuro-Psiquiatria; 69(4); 682-686","Arquivos de Neuro-Psiquiatria","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2011000500020&lang=pt" 
"S0004-282X2011000500021-scl","NMO-DBr: the Brazilian Neuromyelitis Optica Database System","Lana-Peixoto, Marco A., Talim, Lívia Edwiges, Faria-Campos, Alessandra C., Campos, Sérgio V.A., Rocha, Cristiane F., Hanke, Lucas A., Talim, Natália, Batista, Paulo Henrique, Araujo, Carolina R., Kleinpaul, Rodrigo","Arquivos de Neuro-Psiquiatria; 69(4); 687-692","Arquivos de Neuro-Psiquiatria","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2011000500021&lang=pt" 
"S0004-282X2011000500023-scl","Sporadic amyotrophic lateral sclerosis: new hypothesis regarding its etiology and pathogenesis suggests that astrocytes might be the primary target hosting a still unknown external agent","Sica, Roberto E.P., Nicola, Alejandro F. De, Deniselle, María C. González, Rodriguez, Gabriel, Monachelli, Gisella M. Gargiulo, Peralta, Liliana Martinez, Bettini, Mariela","Arquivos de Neuro-Psiquiatria; 69(4); 699-706","Arquivos de Neuro-Psiquiatria","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2011000500023&lang=pt" 
"S1519-69842011000400003-scl","Structure of the phytoplankton community in the Cachoeira Dourada reservoir (GO/MG), Brazil","Teixeira de Oliveira, M., Rocha, O., Peret, AC.","Brazilian Journal of Biology; 71(3); 587-600","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000400003&lang=pt" 
"S1519-69842011000400004-scl","Water quality changes in floodplain lakes due to the Amazon River flood pulse: Lago Grande de Curuaí (Pará)","Affonso, AG, Barbosa, C., Novo, EMLM.","Brazilian Journal of Biology; 71(3); 601-610","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000400004&lang=pt" 
"S1519-69842011000400011-scl","Anthropogenic sources and distribution of phosphorus in sediments from the Jaguaribe River estuary, NE, Brazil","Marins, RV., Paula Filho, FJ., Eschrique, SA., Lacerda, LD.","Brazilian Journal of Biology; 71(3); 673-678","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000400011&lang=pt" 
"S1519-69842011000400012-scl","Reproductive cycle of Anomalocardia brasiliana (Mollusca: Bivalvia: Veneridae) in the estuary of the Cachoeira River, Ilhéus, Bahia","Luz, JR., Boehs, G.","Brazilian Journal of Biology; 71(3); 679-686","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000400012&lang=pt" 
"S1519-69842011000400013-scl","A novel antifungal protein from seeds of Sesbania virgata (Cav.) Pers. (Leguminosae-Faboideae)","Praxedes, PG., Zerlin, JK., Dias, LO., Pessoni, RAB","Brazilian Journal of Biology; 71(3); 687-692","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000400013&lang=pt" 
"S1519-69842011000400014-scl","Spermatic abnormalities of piracanjuba Brycon orbignyanus (Valenciennes, 1849) after cryopreservation","Galo, JM., Streit-Junior, DP., Sirol, RN., Ribeiro, RP., Digmayer, M., Andrade, VXL., Ebert, AR.","Brazilian Journal of Biology; 71(3); 693-699","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000400014&lang=pt" 
"S1519-69842011000400015-scl","Histochemical analysis of seed reserve mobilization in Passiflora edulis Sims fo. flavicarpa O. Deg. (yellow passion fruit) during germination","Tozzi, HH., Takaki, M.","Brazilian Journal of Biology; 71(3); 701-708","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000400015&lang=pt" 
"S1519-69842011000400018-scl","Interaction between Apis mellifera L. and Baccharis dracunculifolia DC, that favours green propolis production in Minas Gerais","Bastos, EMAF., Santana, RA., Calaça-Costa, AGF., Thiago, PS.","Brazilian Journal of Biology; 71(3); 727-734","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000400018&lang=pt" 
"S1519-69842011000400022-scl","Age and growth of the Scalloped Hammerhead shark, Sphyrna lewini (Griffith and Smith, 1834), from the southern Brazilian coast","Kotas, JE., Mastrochirico, V., Petrere Junior, M.","Brazilian Journal of Biology; 71(3); 755-761","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000400022&lang=pt" 
"S1519-69842011000400024-scl","Seasonal variation in metazoan parasites of Trichiurus lepturus (Perciformes: Trichiuridae) of Rio de Janeiro, Brazil","Carvalho, AR., Luque, JL.","Brazilian Journal of Biology; 71(3); 771-782","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000400024&lang=pt" 
"S1519-69842011000400009-scl","Diet and resource partitioning among anurans in irrigated rice fields in Pantanal, Brazil","Piatti, L., Souza, FL.","Brazilian Journal of Biology; 71(3); 653-661","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000400009&lang=pt" 
"S1519-69842011000400020-scl","Desmodus rotundus (Mammalia: Chiroptera) on the southern coast of Rio de Janeiro state, Brazil","Costa, LM., Esbérard, CEL.","Brazilian Journal of Biology; 71(3); 739-746","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000400020&lang=pt" 
"S1519-69842011000400016-scl","Pollination of Byrsonima coccolobifolia: short-distance isolation and possible causes for low fruit production","Amorim, ME., De Marco, P","Brazilian Journal of Biology; 71(3); 709-717","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000400016&lang=pt" 
"S1519-69842011000400005-scl","The hummingbird community and their floral resources in an urban forest remnant in Brazil","Rodrigues, LC., Araujo, AC.","Brazilian Journal of Biology; 71(3); 611-622","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000400005&lang=pt" 
"S1519-69842011000400002-scl","Effect of environmental quality and mesohabitat structure on a Biotic Integrity Index based on fish assemblages of cerrado streams from Rio Cuiabá basin, Brazil","Machado, NG, Venticinque, EM., Penha, J.","Brazilian Journal of Biology; 71(3); 577-586","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000400002&lang=pt" 
"S0004-282X2011000500014-scl","Clinical and electroencephalographic characteristics of benign occipital epilepsy of childhood in two tertiary Brazilian hospitals","Alves-Leon, Soniza Vieira, Nunes, Renata Gomes, Andraus, Maria Emilia Cosenza, Biagini Junior, José Carlos, Hemb, Marta, Genofre, Maria Alice","Arquivos de Neuro-Psiquiatria; 69(4); 648-653","Arquivos de Neuro-Psiquiatria","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2011000500014&lang=pt" 
"S0036-46652011000400008-scl","Abdominal angiostrongyliasis with involvement of liver histopathologically confirmed: a case report","Quirós, José Luis, Jiménez, Ernesto, Bonilla, Raúl, Arce, Isabel, Hernández, Cristian, Jiménez, Yendry","Revista do Instituto de Medicina Tropical de São Paulo; 53(4); 219-222","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652011000400008&lang=pt" 
"S1516-18462011000400001-scl","O limite entre a experiência clínica e o uso de tecnologia em saúde da comunicação humana","Silva, Hilton Justino da","Revista CEFAC; 13(4); 591-591","Revista CEFAC","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462011000400001&lang=pt" 
"S1516-18462011000400003-scl","Influência da estimulação sensório-motora-oral em recém-nascidos pré-termo","Costa, Patricia Pereira, Ruedell, Aneline Maria, Weinmann, Ângela Regina Maciel, Keske-Soares, Márcia","Revista CEFAC; 13(4); 599-606","Revista CEFAC","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462011000400003&lang=pt" 
"S1516-18462011000400010-scl","Análise das habilidades auditivas de crianças com respiração oral","Correa, Bruna Machado, Rossi, Angela Garcia, Roggia, Bruna, Silva, Ana Maria Toniolo da","Revista CEFAC; 13(4); 668-675","Revista CEFAC","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-18462011000400010&lang=pt" 
"S0036-46652011000400010-scl","First occurrence of an autochthonous canine case of Leishmania (Leishmania) infantum chagasi in the municipality of Campinas, State of São Paulo, Brazil","Savani, Elisa San Martin Mouriz, Presotto, Douglas, Roberto, Thais, Camargo, Maria Cecília Gibrail de Oliveira, D&#039;auria, Sandra Regina Nicoletti, Sacramento, Débora Veiga","Revista do Instituto de Medicina Tropical de São Paulo; 53(4); 227-229","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652011000400010&lang=pt" 
"S0036-46652011000400009-scl","Acute inflammatory demyelinating polyradiculoneuropathy (Guillain-Barré syndrome) following dengue fever","Gonçalves, Eduardo","Revista do Instituto de Medicina Tropical de São Paulo; 53(4); 223-225","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652011000400009&lang=pt" 
"S0036-46652011000400003-scl","Analysis of correlation between cerebrospinal fluid and plasma HIV-1 RNA levels in patients with neurological opportunistic diseases","Christo, Paulo Pereira, Greco, Dirceu Bartolomeu, Aleixo, Agdemir Waleria, Livramento, Jose António","Revista do Instituto de Medicina Tropical de São Paulo; 53(4); 193-196","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652011000400003&lang=pt" 
"S0036-46652011000400004-scl","Lack of methicillin-resistant Staphylococcus aureus nasal carriage among patients at a primary-healthcare unit in Porto Alegre, Brazil","Scribel, Letícia Vale, Scribel, Mariana Vale, Bassani, Ernídio, Barth, Afonso Luis, Zavascki, Alexandre Prehn","Revista do Instituto de Medicina Tropical de São Paulo; 53(4); 197-199","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652011000400004&lang=pt" 
"S0036-46652011000400005-scl","Characterization of Vibrio Parahaemolyticus isolated from oysters and mussels in São Paulo, Brazil","Rojas, Martha Virginia Ribeiro, Matté, Maria Helena, Dropa, Milena, Silva, Miriam Lopes Da, Matté, Glavur Rogério","Revista do Instituto de Medicina Tropical de São Paulo; 53(4); 201-205","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652011000400005&lang=pt" 
"S0036-46652011000400006-scl","High prevalence of dna from non-H. pylori helicobacters in the gastric mucosa of venezuelan pet dogs and its histological alterations","Polanco, Rito, Salazar, Víctor, Reyes, Nelson, García-Amado, María Alexandra, Michelangeli, Fabián","Revista do Instituto de Medicina Tropical de São Paulo; 53(4); 207-212","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652011000400006&lang=pt" 
"S0036-46652011000400011-scl","Epstein Barr virus detection in cervical samples of women living with human immunodeficiency virus","Oliveira, Ledy H.S., Santos, Larissa S., Nogueira, Fernanda G.","Revista do Instituto de Medicina Tropical de São Paulo; 53(4); 231-234","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652011000400011&lang=pt" 
"S0036-46652011000400012-scl","In vitro activity of the clinical pulmonary surfactant Surfacen® against Leishmania amazonensis","Blanco, Odalys, Lugones, Yuliannis, Díaz, Elaine, Monzote, Lianet","Revista do Instituto de Medicina Tropical de São Paulo; 53(4); 235-238","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652011000400012&lang=pt" 
"S1727-81202011000200001-cub","Aniversario 150 del surgimiento de la Real Academia de Ciencias Médicas, Físicas y Naturales de La Habana","Álvarez VázquezI, Jorge","Humanidades Médicas; 11(2); 243-245","Humanidades Médicas","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202011000200001&lang=pt" 
"S1727-81202011000200002-cub","Dilemas bioéticos del postoperatorio en cirugía cardiovascular pediátrica: futilidad y limitación del esfuerzo terapéutico","Marcano Sanz, Luis Enrique, Díaz Bertot, Eliobert, Serrano Ricardo, Giselle, Lima Aguilera, Yunior","Humanidades Médicas; 11(2); 246-258","Humanidades Médicas","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202011000200002&lang=pt" 
"S1727-81202011000200003-cub","Limitación del esfuerzo terapéutico versus eutanasia: una reflexión bioética","Betancourt Betancourt, Gilberto de Jesús","Humanidades Médicas; 11(2); 259-273","Humanidades Médicas","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202011000200003&lang=pt" 
"S1727-81202011000200004-cub","Extensión universitaria en la universalización de la Educación Superior: una mirada desde la pedagogía intercultural","González Peña, María Victoria, Machado Durán, María Teresa","Humanidades Médicas; 11(2); 274-289","Humanidades Médicas","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202011000200004&lang=pt" 
"S1727-81202011000200005-cub","Estructura de la competencia comunicativa del enfermero colaborador en países anglófonos","Barbón Pérez, Olga Gloria, Castillo Isaac, Eugenio, Amador Compta, Sara Ileana, Álvarez Machado, Felipe","Humanidades Médicas; 11(2); 290-305","Humanidades Médicas","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202011000200005&lang=pt" 
"S1727-81202011000200006-cub","El ethos y el topos en la formación médica","Díaz Flores, Martha, Escalona Blanco, María Elena, Herrera Herrera, María del Coral","Humanidades Médicas; 11(2); 306-319","Humanidades Médicas","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202011000200006&lang=pt" 
"S1727-81202011000200007-cub","Perfeccionamiento del trabajo educativo del profesor guía en la universidad médica","Socarrás Sánchez, Sonia","Humanidades Médicas; 11(2); 320-344","Humanidades Médicas","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202011000200007&lang=pt" 
"S1727-81202011000200008-cub","Manual del profesor guía para el perfeccionamiento del trabajo educativo","Socarrás Sánchez, Sonia","Humanidades Médicas; 11(2); 345-359","Humanidades Médicas","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202011000200008&lang=pt" 
"S1727-81202011000200009-cub","Concepción didáctica para desarrollar lo ético-ambiental en el proceso de formación del profesional","García Chediak, Yusimí, Hernández Sánchez, José Emilio, Altamirano González, Mercy Germania","Humanidades Médicas; 11(2); 360-372","Humanidades Médicas","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202011000200009&lang=pt" 
