"S1870-199X2011000300006-mex","Hiperplasia suprarrenal congénita variedad perdedora de sal: Presentación de un caso clínico","Díaz García, Nitzia Ayared, Ávalos, Verónica, Fragoso Ríos, Rodolfo, Cuairán Ruidíaz, Vicente","Revista odontológica mexicana; 15(3); 169-174","Revista odontológica mexicana","Inglês, Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-199X2011000300006&lang=pt" 
"S1665-70632011000300001-mex","Los cuidados de la salud y el día mundial del corazón: Un mundo, un hogar y un corazón","Salas Segura, Susana, Chávez Domínguez, Rafael César","Enfermería universitaria; 8(3); 4-5","Enfermería universitaria","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-70632011000300001&lang=pt" 
"S1665-70632011000300005-mex","Eventos adversos en pediatría y medicamentos de alto riesgo","López Cruz, Rosalba, Ponce Gómez, Gandhy, Salazar Gómez, Teresa","Enfermería universitaria; 8(3); 28-35","Enfermería universitaria","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-70632011000300005&lang=pt" 
"S1665-70632011000300002-mex","Nivel de cumplimiento de la Norma Oficial Mexicana 168-SSA1-1998: Una perspectiva del profesional de Enfermería","Hernández Corral, Sandra, Vargas Álvarez, Martha Patricia, Domínguez Aliphat, Alberto, Matus Miranda, Reyna","Enfermería universitaria; 8(3); 6-12","Enfermería universitaria","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-70632011000300002&lang=pt" 
"S1688-04202011000200006-ury","Efecto del poscondicionamiento isquémico sobre las arritmias de reperfusión en un modelo de hipertrofia miocárdica","DIEZ, EMILIANO RAúL, PRADO, NATALIA JORGELINA, PONCE ZUMINO, AMIRA ZULMA, MIATELLO, ROBERTO MIGUEL","Revista Uruguaya de Cardiología; 26(2); 101-107","Revista Uruguaya de Cardiología","Espanhol","2011","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202011000200006&lang=pt" 
"S1688-04202011000200010-ury","¿Cuándo debe finalizar una ergometría?","CRISTAR, FLORENCIA, FERRER, KARINA, BAZZINO, OSCAR, BAEZ, ÁLVARO, KUSTER, FERNANDO","Revista Uruguaya de Cardiología; 26(2); 141-146","Revista Uruguaya de Cardiología","Espanhol","2011","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202011000200010&lang=pt" 
"S2225-62532011000900001-sza","Future of the South African mining industry and the roles of the SAIMM and the Universities","van der Merwe, J.N.","Journal of the Southern African Institute of Mining and Metallurgy; 111(9); 581-592","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011000900001&lang=pt" 
"S2225-62532011000900004-sza","Report of the independent auditor","","Journal of the Southern African Institute of Mining and Metallurgy; 111(9); 627-641","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011000900004&lang=pt" 
"S2225-62532011000900002-sza","Proceedings, 114th Annual General Meeting, 2011","","Journal of the Southern African Institute of Mining and Metallurgy; 111(9); 593-602","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011000900002&lang=pt" 
"S2225-62532011000900003-sza","For the year ended 30th june 2011","","Journal of the Southern African Institute of Mining and Metallurgy; 111(9); 603-625","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011000900003&lang=pt" 
"S1415-790X2011000300001-scl","A RBE acompanha o crescimento da produção científica na área de saúde coletiva e de epidemiologia","Almeida, Marcia Furquim de","Revista Brasileira de Epidemiologia; 14(3); 357-360","Revista Brasileira de Epidemiologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000300001&lang=pt" 
"S2225-62532011000900005-sza","Audit Report","","Journal of the Southern African Institute of Mining and Metallurgy; 111(9); 643-648","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011000900005&lang=pt" 
"S1885-642X2011000300008-esp","Prevalence of hazardous alcohol use among pharmacy students at nine U.S. schools of pharmacy","English, Clayton, Rey, Jose A., Schlesselman, Lauren S.","Pharmacy Practice (Granada); 9(3); 162-168","Pharmacy Practice (Granada)","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2011000300008&lang=pt" 
"S2448-718X2011000300547-mex","Crecimiento económico y medio ambiente en México","Gómez-López, Claudia S., Barrón Arreola, Karla S., Moreno Moreno, Luis","El trimestre económico; 78(311); 547-582","El trimestre económico","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-718X2011000300547&lang=pt" 
"S2448-718X2011000300613-mex","Comovimiento regional del empleo durante el ciclo económico en México","Delajara, Marcelo","El trimestre económico; 78(311); 613-642","El trimestre económico","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-718X2011000300613&lang=pt" 
"S2448-718X2011000300675-mex","La paridad de poder de compra en México (1930-1960)","Wallace, Frederick H., Shelley, Gary L., Cabrera Castellanos, Luis Fernando","El trimestre económico; 78(311); 675-693","El trimestre económico","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-718X2011000300675&lang=pt" 
"S2448-718X2011000300491-mex","¿Por qué las reformas económicas de México no han generado crecimiento?","Kehoe, Timothy J., Ruhl, Kim J.","El trimestre económico; 78(311); 491-523","El trimestre económico","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-718X2011000300491&lang=pt" 
"S2448-718X2011000300583-mex","¿Hasta qué punto la perificidad económica es responsable de las diferencias en el PIB per capita entre las provincias españolas?","López Rodríguez, Jesús, Márquez, Miguel A., Faíña, Andrés","El trimestre económico; 78(311); 583-611","El trimestre económico","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-718X2011000300583&lang=pt" 
"S2448-718X2011000300527-mex","La evaluación de enfermedades. Un enfoque de bienestar subjetivo","Rojas, Mariano, Elizondo-Lara, Maikol","El trimestre económico; 78(311); 527-545","El trimestre económico","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-718X2011000300527&lang=pt" 
"S2448-718X2011000300643-mex","La calidad e importancia de las utilidades contables para las empresas cotizadas en los mercados de capitales chilenos","Jara Bertin, Mauricio, López Iturriaga, Félix J.","El trimestre económico; 78(311); 643-674","El trimestre económico","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-718X2011000300643&lang=pt" 
"S1885-642X2011000300003-esp","Itinerant vending of medicines inside buses in Nigeria: vending strategies, dominant themes and medicine-related information provided","Yusuff, Kazeem B., Wassi Sanni, Abd&#039;","Pharmacy Practice (Granada); 9(3); 128-135","Pharmacy Practice (Granada)","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2011000300003&lang=pt" 
"S1885-642X2011000300007-esp","Impact of drugs counselling by an undergraduate pharmacist on cardiac surgical patient’s compliance to medicines","Zerafa, Natalie, Zarb Adami, Maurice, Galea, Joseph","Pharmacy Practice (Granada); 9(3); 156-161","Pharmacy Practice (Granada)","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2011000300007&lang=pt" 
"S1885-642X2011000300005-esp","The perceptions of pharmacists in Victoria, Australia on pharmacogenetics and its implications","McMahon, Teresa, Tucci, Joseph","Pharmacy Practice (Granada); 9(3); 141-147","Pharmacy Practice (Granada)","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2011000300005&lang=pt" 
"S1885-642X2011000300004-esp","Pharmacy practice simulations: performance of senior pharmacy students at a University in southern Brazil","Galato, Dayani, Alano, Graziela M., Trauthman, Silvana C., França, Tainã F.","Pharmacy Practice (Granada); 9(3); 136-140","Pharmacy Practice (Granada)","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2011000300004&lang=pt" 
"S1885-642X2011000300006-esp","Knowledge of, beliefs about, and perceived barriers to the use of the emergency contraception pill among women aged 18-51 in Nova Scotia","Whelan, Anne Marie, Langille, Donald B., White, Samantha J.K., Asbridge, Mark, Flowerdew, Gordon","Pharmacy Practice (Granada); 9(3); 148-155","Pharmacy Practice (Granada)","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2011000300006&lang=pt" 
"S1885-642X2011000300001-esp","Venlafaxine and desvenlafaxine in the management of menopausal hot flashes","Johnson, Emily D., Carroll, Dana G.","Pharmacy Practice (Granada); 9(3); 117-121","Pharmacy Practice (Granada)","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2011000300001&lang=pt" 
"S1885-642X2011000300002-esp","The impact of a pharmacist assisted clinic upon medication adherence and quality of life in mental health patients","Lizer, Mitsi H., Parnapy Jawaid, Sarah A., Marsh, Wallace, Mogili, Lakuma","Pharmacy Practice (Granada); 9(3); 122-127","Pharmacy Practice (Granada)","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2011000300002&lang=pt" 
"S1679-45082011000300377-scl","Treatment of varicose ulcer of the lower limbs by surgery and Unna boot: savings for the Brazilian healthcare system","Belczak, Sergio Quilici, Gornati, Vitor Cervantes, Aun, Ricardo, Sincos, Igor Rafael, Fragoso, Hélio","Einstein (São Paulo); 9(3); 377-385","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300377&lang=pt" 
"S1679-45082011000300354-scl","Comparison between Oncotype DX test and standard prognostic criteria in estrogen receptor positive early-stage breast cancer","Freitas, Marcelo Roberto Pereira, Simon, Sergio Daniel","Einstein (São Paulo); 9(3); 354-358","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300354&lang=pt" 
"S1679-45082011000300408-scl","Desmoid tumor after thoracolumbar neurosurgery","Coelho, Fernando Morgadinho Santos","Einstein (São Paulo); 9(3); 408-408","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300408&lang=pt" 
"S1679-45082011000300389-scl","Peritonitis due to Rhizobium radiobacter","Marta, Raquel, Dâmaso, Catarina, Silva, José Esteves da, Almeida, Margarida","Einstein (São Paulo); 9(3); 389-390","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300389&lang=pt" 
"S1679-45082011000300302-scl","Evaluation of functional mobility of patients with stroke sequela after treatment in hydrotherapy pool using the Timed Up and Go Test","Santos, Daniel Gonçalves dos, Pegoraro, Andréa Sanches Navarro, Abrantes, Carolina Vilela, Jakaitis, Fabio, Gusman, Silvia, Bifulco, Simone Cristina","Einstein (São Paulo); 9(3); 302-306","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300302&lang=pt" 
"S1679-45082011000300307-scl","Comparative study of the effects of two programs of physical exercises in flexibility and balance of healthy elderly individuals with and without major depression","Lanuez, Fernanda Varkala, Jacob-Filho, Wilson, Lanuez, Mariana Varkala, Oliveira, Ana Cláudia Becattini de","Einstein (São Paulo); 9(3); 307-312","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300307&lang=pt" 
"S1679-45082011000300404-scl","Role of insulin hormone in modulation of inflammatory phenomena","Di Petta, Antonio","Einstein (São Paulo); 9(3); 404-407","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300404&lang=pt" 
"S1679-45082011000300409-scl","Prevention of thromboembolic events in patients with atrial fibrillation – new anticoagulants","Campos, Alexandre Holthausen, Cirenza, Cláudio","Einstein (São Paulo); 9(3); 409-411","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300409&lang=pt" 
"S1679-45082011000300350-scl","Analysis of the action of Himatanthus drasticus in progression of urethane-induced lung cancer in mice","França, Wendy Caroline de Souza Costa, Souza, Ana Cláudia Rodrigues Lopes Amaral de, Cordeiro, José Antônio, Cury, Patricia Maluf","Einstein (São Paulo); 9(3); 350-353","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300350&lang=pt" 
"S1679-45082011000300386-scl","Acute respiratory distress syndrome caused by Mycoplasma pneumoniae in a child: the role of methylprednisolone and clarythromycin","Almeida, João Fernando Lourenço de, Stape, Adalberto, Troster, Eduardo Juan","Einstein (São Paulo); 9(3); 386-388","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300386&lang=pt" 
"S1679-45082011000300372-scl","Multivisceral transplantation in pigs: a model for research and training","David, André Ibrahim, Chida, Valéria Vieira, Lee, Andre Dong Won, Fiuza, Felipe Soares Oliveira Rodrigues, Calil, Daniela Medeiros, Mantovani, Danielle de Carvalho, Maranhão, Eduardo Rullo, Campi, Gabriel Beligni, Llanos, Juan Carlos, Ferraz Neto, Ben-Hur","Einstein (São Paulo); 9(3); 372-376","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300372&lang=pt" 
"S1679-45082011000300394-scl","XX testicular disorder of sex differentiation: case report","Bianco, Bianca, Christofolini, Denise Maria, Ghersel, Frederico Rezende, Gava, Marcello Machado, Barbosa, Caio Parente","Einstein (São Paulo); 9(3); 394-396","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300394&lang=pt" 
"S1679-45082011000300397-scl","The importance of HDL-C and CRP in cardiovascular risk evaluation in longevous elderly individuals","Laks, Renato, Araújo, Lara Miguel Quirino, Almada Filho, Clineu de Mello, Cendoroglo, Maysa Seabra","Einstein (São Paulo); 9(3); 397-403","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300397&lang=pt" 
"S1679-45082011000300283-scl","Measurement of the palpebral fissure and the vermilion border of the upper lip in newborns with gestational ages of 25 to 43 weeks","Mesquita, Maria dos Anjos, Segre, Conceição Aparecida de Mattos","Einstein (São Paulo); 9(3); 283-287","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300283&lang=pt" 
"S1679-45082011000300288-scl","Association of newborn diseases with weight/length ratio and the adequacy of weight for gestational age","Bertagnon, José Ricardo Dias, Rocha, Marcos da Cruz, Kuraim, Gabriela Alba, Guidara, Rosângela, Novo, Neil Ferreira","Einstein (São Paulo); 9(3); 288-293","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300288&lang=pt" 
"S1679-45082011000300265-scl","Cochrane meta-analysis: teicoplanin versus vancomycin for proven or suspected infection","Bugano, Diogo Diniz Gomes, Cavalcanti, Alexandre Biasi, Goncalves, Anderson Roman, Almeida, Claudia Salvini de, Silva, Eliézer","Einstein (São Paulo); 9(3); 265-282","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300265&lang=pt" 
"S1679-45082011000300294-scl","Predictive performance of 12 equations for estimating glomerular filtration rate in severely obese patients","Serpa Neto, Ary, Rossi, Felipe Martin Bianco, Amarante, Rodrigo Dal Moro, Rossi, Marçal","Einstein (São Paulo); 9(3); 294-301","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300294&lang=pt" 
"S1679-45082011000300313-scl","Self-reported outcomes of patients undergoing total hip replacement surgery assessed by the WOMAC questionnaire","Di Nubila, Michele Ferreira de Souza, Matarazzo, Carolina Gomes, Lopes-Albers, Andrea Diniz, Gobbi, Fátima Cristina Martorano","Einstein (São Paulo); 9(3); 313-318","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300313&lang=pt" 
"S1679-45082011000300319-scl","Identification and analysis of antinutritional factors in possible interactions between medications and food/nutrients in hospitalized patients","Campos, Adnny Fernanda Lima, Torres, Savina Pereira, Lopes, Everton Moraes, Carvalho, Rumão Batista Nunes de, Freitas, Rivelilson Mendes de, Nunes, Lívio César Cunha","Einstein (São Paulo); 9(3); 319-325","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300319&lang=pt" 
"S1679-45082011000300326-scl","Depressive symptoms in patients with acute coronary syndrome","Mello, Aline Pardo de, Carvalho, Antonio Carlos de Camargo, Higa, Elisa Mieko Suemitsu","Einstein (São Paulo); 9(3); 326-331","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300326&lang=pt" 
"S1679-45082011000300332-scl","Prevalence of Chlamydia trachomatis infection among women seen at the lower genital tract pathology clinic, Jundiaí School of Medicine, Brazil","Borges, João Bosco Ramos, Marchesini, Ana Carolina, Stefani, Luciana Francine Bocchi De, Belintani, Marcus Vinícius Gonçalves, Santos, Thaís Andrea dos","Einstein (São Paulo); 9(3); 332-336","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300332&lang=pt" 
"S1679-45082011000300337-scl","Metered-dose inhaler for asthma patients: knowledge and effects of a theoretical and practical guidance for pediatricians","Muchão, Fábio Pereira, Silva Filho, Luiz Vicente Ribeiro Ferreira da, Pastorino, Antonio Carlos, Rodrigues, Joaquim Carlos","Einstein (São Paulo); 9(3); 337-342","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300337&lang=pt" 
"S1679-45082011000300343-scl","Laparoscopic hepatectomy: indications and results from 18 resectable cases","Pais-Costa, Sergio Renato, Araujo, Sergio Luiz Melo, Lima, Olímpia Alves Teixeira, Teixeira, Alexandre Chartuni Pereira","Einstein (São Paulo); 9(3); 343-349","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300343&lang=pt" 
"S1679-45082011000300359-scl","Frequency of single nucleotide polymorphisms of some immune response genes in a population sample from São Paulo, Brazil","Oliveira, Léa Campos de, Ramasawmy, Rajendranath, Borges, Jaila Dias, Marin, Maria Lucia Carnevale, Muller, Natalie Guida, Kalil, Jorge, Goldberg, Anna Carla","Einstein (São Paulo); 9(3); 359-366","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300359&lang=pt" 
"S1679-45082011000300391-scl","Cardiac tamponade due to peripheral inserted central catheter in newborn","Dornaus, Maria Fernanda Pellegrino da Silva, Portella, Maria Aparecida, Warth, Arno Norberto, Martins, Rosana Aparecida Lacava, Magalhães, Mauricio, Deutsch, Alice D&#039;Agostini","Einstein (São Paulo); 9(3); 391-393","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300391&lang=pt" 
"S1679-45082011000300367-scl","Assessment of glutathione S-transferaseM1 (GSTM1) and its polymorphisms GSTM1 null in the response to treatment with chemotherapy in advanced ovarian carcinoma","Takeda, Gilberto Kendi, Leite, Daniela Batista, Junqueira, Michele Gilvana, Lopes, Luiz Augusto Freire, Silva, Ismael Dale Cotrim Guerreiro da, Baracat, Fausto Farah","Einstein (São Paulo); 9(3); 367-371","Einstein (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082011000300367&lang=pt" 
"S0120-28042011000200008-col","ÍNDICES DE REFRACCIÓN, DENSIDADES Y PROPIEDADES DERIVADAS DE MEZCLAS BINARIAS DE SOLVENTES HIDROXÍLICOS CON LÍQUIDOS IÓNICOS (1-ETIL-3-METILIMIDAZOLIO ETILSULFATO Y 1-METIL-3-METILIMIDAZOLIO METILSULFATO) DE 298,15 A 318,15 K","Martínez Reina, Marlon, González, Eliseo Amado","Revista Colombiana de Química; 40(2); 247-268","Revista Colombiana de Química","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-28042011000200008&lang=pt" 
"S0120-28042011000200009-col","PREPARACIÓN DE CARBONES ACTIVADOS A PARTIR DE RESIDUOS DE LLANTAS. ACTIVACIÓN FÍSICA Y QUÍMICA","Cantillo Castrillón, Melina, Giraldo, Liliana, Moreno, Juan Carlos","Revista Colombiana de Química; 40(2); 269-282","Revista Colombiana de Química","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-28042011000200009&lang=pt" 
"S0120-28042011000200004-col","DETERMINACIÓN DE ALGUNOS METABOLITOS SECUNDARIOS EN TRES MORFOTIPOS DE COCONA (Solanum sessiliflorum Dunal)","Cardona J, Juliana E. C, Cuca S, Luis E, Barrera G, Jaime A","Revista Colombiana de Química; 40(2); 185-200","Revista Colombiana de Química","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-28042011000200004&lang=pt" 
