"S0718-50062012000400006-chl","Composición Factorial de una Escala de Autoeficacia en el Ámbito del Trabajo en Equipo y Liderazgo en Universitarios de Ciencias de la Salud","Gastélum, Gabriel, Guedea, Julio C, Viciana, Jesús, Peinado, Jesús E","Formación universitaria; 5(4); 49-60","Formación universitaria","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50062012000400006&lang=pt" 
"S0044-59672012000400002-scl","Nova ocorrência de Poaceae para a América do Sul: alloteropsis (Panicoideae/Poaceae)","Rocha, Antônio Elielson Sousa da, Miranda, Izildinha Souza","Acta Amazonica; 42(4); 457-460","Acta Amazonica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672012000400002&lang=pt" 
"S0044-59672012000400004-scl","Doses de basalto moído nas propriedades químicas de um Latossolo Amarelo distrófico da savana de Roraima","Melo, Valdinar Ferreira, Uchôa, Sandra Cátia Pereira, Dias, Flávio de Oliveira, Barbosa, Gilvan Ferreira","Acta Amazonica; 42(4); 471-476","Acta Amazonica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672012000400004&lang=pt" 
"S0044-59672012000400003-scl","Mineralogia e reserva de K de Cambissolos submetidos a diferentes manejos após derrubada e queima da floresta na Amazônia Meridional","Orrutéa, Alessandro Góis, Melo, Vander de Freitas, Motta, Antônio Carlos Vargas, Lima, Valmiqui Costa","Acta Amazonica; 42(4); 461-470","Acta Amazonica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672012000400003&lang=pt" 
"S0044-59672012000400006-scl","Desenvolvimento inicial e estado nutricional de clones de eucalipto no nordeste do Pará","Matos, Gilson Sergio Bastos de, Silva, George Rodrigues da, Gama, Marcos André Piedade, Vale, Rodrigo Silva do, Rocha, Jonas Elias Castro da","Acta Amazonica; 42(4); 491-500","Acta Amazonica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672012000400006&lang=pt" 
"S0044-59672012000400014-scl","Constituintes químicos do caule de Protium hebetatuml (Burseraceae)","Costa, Túlio de Orleans Gadelha, Almeida, Richardson Alves de, Koolen, Hector Henrique Ferreira, Silva, Felipe Moura Araujo da, Pinto, Angelo Cunha","Acta Amazonica; 42(4); 557-560","Acta Amazonica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672012000400014&lang=pt" 
"S0044-59672012000400013-scl","Dependência espacial em levantamentos do estoque de carbono em áreas de pastagens de Brachiaria brizantha cv. Marandu","Silva Neto, Sabino Pereira da, Santos, Antonio Clementino dos, Leite, Raimundo Laerton de Lima, Dim, Valdinéia Patrícia, Neves Neto, Durval Nolasco das, Cruz, Rossini Sôffa da","Acta Amazonica; 42(4); 547-556","Acta Amazonica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672012000400013&lang=pt" 
"S0044-59672012000400015-scl","Use of the flooded forest by fish assemblages in lakes of the National Park of Anavilhanas (Amazonas, Brazil)","Noveras, Janette, Yamamoto, Kedma C., Freitas, Carlos E.C.","Acta Amazonica; 42(4); 561-566","Acta Amazonica","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672012000400015&lang=pt" 
"S0718-221X2012000200001-chl","Surface properties of MDF coated with calcite/clay and effects of fire retardants on these properties","Istek, Abdullah, Aydemir, Deniz, Eroglu, Hudaverdi","Maderas. Ciencia y tecnología; 14(2); 135-144","Maderas. Ciencia y tecnología","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-221X2012000200001&lang=pt" 
"S0718-221X2012000200002-chl","Why Simulate a Sample of Recycled Wood?","Bouslamti, A, Irle, M.A, C, Belloncle, Salvador, V, Bondu, M, Hulo, S, Caron, B","Maderas. Ciencia y tecnología; 14(2); 145-153","Maderas. Ciencia y tecnología","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-221X2012000200002&lang=pt" 
"S0718-221X2012000200003-chl","Efficiency of natural wood extractives as wood preservatives against termite attack","Syofuna, A, Banana, A.Y, Nakabonge, G","Maderas. Ciencia y tecnología; 14(2); 155-163","Maderas. Ciencia y tecnología","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-221X2012000200003&lang=pt" 
"S0718-221X2012000200004-chl","Preservación de madera tratada con Zn y Mn y efectividad de tratamiento antilixiviante con bórax","Ibáñez, C, Mantero, C, Silva, L, Rabinovich, M, Escudero, R, Franco, J","Maderas. Ciencia y tecnología; 14(2); 165-174","Maderas. Ciencia y tecnología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-221X2012000200004&lang=pt" 
"S0718-221X2012000200005-chl","Efecto del rectificado y desgaste de cuchillos en la calidad superficial de molduras de pino radiata","Aguilera, Alfredo, Fernández, Christopher","Maderas. Ciencia y tecnología; 14(2); 175-184","Maderas. Ciencia y tecnología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-221X2012000200005&lang=pt" 
"S0718-221X2012000200006-chl","Wettability and surface roughness characteristics of medium density fiberboard panels from rhododendron (Rhododendron ponticum) biomass","Akgül, Mehmet, Korkut, Süleyman, Çamlibel, Osman, Candan, Zeki, Akbulut, Turgay","Maderas. Ciencia y tecnología; 14(2); 185-193","Maderas. Ciencia y tecnología","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-221X2012000200006&lang=pt" 
"S0718-221X2012000200007-chl","Effect of bark stripping on the electrical impedance of Quercus suber leaves","Hakam, Abdelillah, Magne Takam, Mariange, Chokairi, Mustapha, Alami Chantoufi, Noureddine, Hamoutahra, Zeinedine, El Alami, Abdelaziz, Famiri, Abderrahim, Ziani, Mohsine, Gril, Joseph","Maderas. Ciencia y tecnología; 14(2); 195-208","Maderas. Ciencia y tecnología","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-221X2012000200007&lang=pt" 
"S0718-221X2012000200008-chl","Efecto de la densidad de plantación inicial en el módulo de elasticidad dinámico de árboles en pie y trozas de una plantación de pino radiata de 28 años, en la zona de arenales, Chile","Soto, L, Valenzuela, L, Lasserre, J.P","Maderas. Ciencia y tecnología; 14(2); 209-224","Maderas. Ciencia y tecnología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-221X2012000200008&lang=pt" 
"S0718-221X2012000200009-chl","Fracturas en madera de Eucalyptus nitens: efecto de las propiedades mecánicas a nivel ultraestructural y de la anatomía celular","Valenzuela C, Paulina, Bustos A, Cecilia, Lasserre, Jean Pierre, Gacitúa E, William","Maderas. Ciencia y tecnología; 14(2); 225-238","Maderas. Ciencia y tecnología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-221X2012000200009&lang=pt" 
"S0717-75262012000300005-chl","Morbilidad neonatal de los prematuros tardíos en embarazos únicos: estudio de caso-control","Valdés R, Enrique, Sepúlveda M, Alvaro, Catalán M, Jorge, Reyes P, Alvaro","Revista chilena de obstetricia y ginecología; 77(3); 195-200","Revista chilena de obstetricia y ginecología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262012000300005&lang=pt" 
"S0717-75262012000300006-chl","Colpoperineocleisis de Labhardt: una alternativa segura y eficaz para el tratamiento del prolapso genital en pacientes sin actividad sexual","Pizarro-Berdichevsky, Javier, Galleguillos L, Gonzalo, Cuevas G, Rodrigo, Aramayo R, Marco, Blümel M, Bernardita, Pattillo G, Alejandro, González L, Silvana, Majerson G, Alejandro, Alvo J, Jacobo, Valdevenito A, Gonzalo, Cuello F, Mauricio, Ortiz C, Juan Andrés","Revista chilena de obstetricia y ginecología; 77(3); 201-210","Revista chilena de obstetricia y ginecología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262012000300006&lang=pt" 
"S0717-75262012000300007-chl","TOT ambulatorio con ajuste intraoperatorio de la malla en pacientes con incontinencia urinaria de esfuerzo","Kaplan D, Francisco, Flores C, Robinson, Quinchavil A, Hernán, Becerra A, Oscar, Hevia G, Tiare, Brito Y, Cristián","Revista chilena de obstetricia y ginecología; 77(3); 211-215","Revista chilena de obstetricia y ginecología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262012000300007&lang=pt" 
"S0717-75262012000300008-chl","Angiosarcoma primario uterino: revisión de la literatura y presentación de caso","Sandoval M, Diana, García R, Carlos, López A, Magda, García A, Ernesto","Revista chilena de obstetricia y ginecología; 77(3); 216-220","Revista chilena de obstetricia y ginecología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262012000300008&lang=pt" 
"S0717-75262012000300009-chl","Tumor de Brenner maligno: caso clínico","Sosa C, Elena, Melgar V, Leticia, Suárez H, Yaiza, Troyano L, Juan Mario, Alberto B, José Carlos, de la Torre F, Javier","Revista chilena de obstetricia y ginecología; 77(3); 221-224","Revista chilena de obstetricia y ginecología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262012000300009&lang=pt" 
"S0717-75262012000300010-chl","Alternativas de manejo expectante de la rotura prematura de membranas antes de la viabilidad en embarazos únicos","Doren V, Adriana, Carvajal C, Jorge","Revista chilena de obstetricia y ginecología; 77(3); 225-234","Revista chilena de obstetricia y ginecología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262012000300010&lang=pt" 
"S0717-75262012000300011-chl","Tamizaje y prevención de pre-eclampsia guiado por Doppler de arterias uterinas: revisión sistemática de la literatura","Sáez O, Nicolás, Carvajal C, Jorge","Revista chilena de obstetricia y ginecología; 77(3); 235-242","Revista chilena de obstetricia y ginecología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262012000300011&lang=pt" 
"S0717-75262012000300012-chl","Estudio clínico randomizado del efecto de la suplementación alimenticia durante el embarazo con L-arginina y vitaminas antioxidantes en pre-eclampsia en población de alto riesgo","González C, Cristián, Vera P-G, Claudio, Carvajal C, Jorge","Revista chilena de obstetricia y ginecología; 77(3); 243-245","Revista chilena de obstetricia y ginecología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262012000300012&lang=pt" 
"S0103-56652012000100002-scl","Sexualidade infanto-adolescente e seu reconhecimento como direitos humanos: a necessidade de mais reflexão e teorizações","Nogueira Neto, Wanderlino","Psicologia Clínica; 24(1); 15-32","Psicologia Clínica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-56652012000100002&lang=pt" 
"S0103-56652012000100003-scl","Os direitos sexuais e o enfrentamento da violência sexual","Bicalho, Pedro Paulo Gastalho de, Geraldini, Janaina Rodrigues, Magalhães, Kely Cristina, Cassal, Luan Carpes Barros","Psicologia Clínica; 24(1); 33-43","Psicologia Clínica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-56652012000100003&lang=pt" 
"S0103-56652012000100006-scl","Direitos sexuais de crianças e adolescentes: avanços e entraves","Carvalho, Cíntia de Sousa, Silva, Elisângela Ribeiro da, Jobim e Souza, Solange, Salgado, Raquel Gonçalves","Psicologia Clínica; 24(1); 69-88","Psicologia Clínica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-56652012000100006&lang=pt" 
"S0103-56652012000100007-scl","A sexualidade adolescente a partir de percepções de formuladores de políticas públicas: refletindo o ideário dos adolescentes sujeitos de direitos","Leite, Vanessa","Psicologia Clínica; 24(1); 89-103","Psicologia Clínica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-56652012000100007&lang=pt" 
"S0103-56652012000100009-scl","Violência e exploração sexual infanto-juvenil: uma análise conceitual","Veronese, Josiane Rose Petry","Psicologia Clínica; 24(1); 117-133","Psicologia Clínica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-56652012000100009&lang=pt" 
"S0103-56652012000100010-scl","A clínica psicológica e o público LGBT","Toledo, Lívia Gonsalves, Pinafi, Tânia","Psicologia Clínica; 24(1); 137-163","Psicologia Clínica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-56652012000100010&lang=pt" 
"S0103-56652012000100011-scl","Leptina e anorexia nervosa","Corrêa, Roberta de Oliveira, Pimentel, Silvia Cristina da Silva, Cortez, Célia Martins","Psicologia Clínica; 24(1); 165-180","Psicologia Clínica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-56652012000100011&lang=pt" 
"S0044-59672012010300001-scl","First record of the parasite Trichodina heterodentata infesting the Amazonian pirarucu cultivated in Peru","Martins, Maurício L.","Acta Amazonica; 42(3); -","Acta Amazonica","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672012010300001&lang=pt" 
"S0047-20852012000100001-scl","O Jornal Brasileiro de Psiquiatria no lugar em que ele merece","Fontenelle, Leonardo F., Laks, Jerson, Mendlowicz, Mauro V., Valença, Alexandre, Berger, William, Nardi, Antônio E.","Jornal Brasileiro de Psiquiatria; 61(1); -","Jornal Brasileiro de Psiquiatria","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852012000100001&lang=pt" 
"S0047-20852012000100010-scl","Acatisia associada à bromoprida em um paciente deprimido usando fluvoxamina","Tomelin, Tábita Juliana, Tonelli, Hélio Anderson","Jornal Brasileiro de Psiquiatria; 61(1); 49-51","Jornal Brasileiro de Psiquiatria","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852012000100010&lang=pt" 
"S0047-20852012000100007-scl","Indicadores comportamentais de propensão ao homicídio em agressores sexuais","Costa, Christian da Silva, Mello, Marcelo Feijó de","Jornal Brasileiro de Psiquiatria; 61(1); 33-38","Jornal Brasileiro de Psiquiatria","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852012000100007&lang=pt" 
"S0047-20852012000100011-scl","A prescrição de psicotrópicos e a reavaliação médica","Rosa, Fernanda Santana, Monteiro, Maria Tereza Mattos, Fortunato, Jucélia Jeremias, Galato, Dayani","Jornal Brasileiro de Psiquiatria; 61(1); 52-53","Jornal Brasileiro de Psiquiatria","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852012000100011&lang=pt" 
"S2179-64912012000200002-scl","Editorial","Fernandes, Fernanda Dreux M.","Jornal da Sociedade Brasileira de Fonoaudiologia; 24(2); vii-viii","Jornal da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-64912012000200002&lang=pt" 
"S2179-64912012000200001-scl","","Behlau, Mara","Jornal da Sociedade Brasileira de Fonoaudiologia; 24(2); v-vi","Jornal da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-64912012000200001&lang=pt" 
"S2179-64912012000200018-scl","Visual stimuli and written production of deaf signers","Jacinto, Laís Alves, Ribeiro, Karen Barros, Soares, Aparecido José Couto, Cárnio, Maria Silvia","Jornal da Sociedade Brasileira de Fonoaudiologia; 24(2); 193-197","Jornal da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-64912012000200018&lang=pt" 
"S2179-64912012000200017-scl","Hearing loss and acquired immune deficiency syndrome: systematic review","Araújo, Eliene da Silva, Zucki, Fernanda, Corteletti, Lilian Cássia Bórnia Jacob, Lopes, Andrea Cintra, Feniman, Mariza Ribeiro, Alvarenga, Kátia de Freitas","Jornal da Sociedade Brasileira de Fonoaudiologia; 24(2); 188-192","Jornal da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-64912012000200017&lang=pt" 
"S0103-56652012000100001-scl","","","Psicologia Clínica; 24(1); 09-14","Psicologia Clínica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-56652012000100001&lang=pt" 
"S0103-56652012000100014-scl","Errata","Levandowski, Daniela Centenaro","Psicologia Clínica; 24(1); 246-246","Psicologia Clínica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-56652012000100014&lang=pt" 
"S0047-20852012000100002-scl","Ideação suicida em pacientes internados em enfermarias de clínica médica: prevalência e sintomas depressivos","Stefanello, Bianca, Furlanetto, Letícia Maria","Jornal Brasileiro de Psiquiatria; 61(1); 2-7","Jornal Brasileiro de Psiquiatria","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852012000100002&lang=pt" 
"S0047-20852012000100003-scl","Pregnant crack addicts in a psychiatric unit","Costa, Gabriela de Moraes, Soibelman, Mauro, Zanchet, Daniel Luís, Costa, Patricia de Moraes, Salgado, Carlos Alberto Iglesias","Jornal Brasileiro de Psiquiatria; 61(1); 8-12","Jornal Brasileiro de Psiquiatria","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852012000100003&lang=pt" 
"S0047-20852012000100004-scl","Transtorno de estresse pós-traumático e a presença de recordações referentes à unidade de terapia intensiva","Costa, Jaquilene Barreto da, Marcon, Sonia Silva, Rossi, Robson Marcelo","Jornal Brasileiro de Psiquiatria; 61(1); 13-19","Jornal Brasileiro de Psiquiatria","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852012000100004&lang=pt" 
"S0047-20852012000100005-scl","Insatisfação corporal e comportamento alimentar inadequado em jovens nadadores segundo níveis econômicos e competitivos","Fortes, Leonardo de Sousa, Paes, Santiago Tavares, Amaral, Ana Carolina Soares, Ferreira, Maria Elisa Caputo","Jornal Brasileiro de Psiquiatria; 61(1); 20-24","Jornal Brasileiro de Psiquiatria","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852012000100005&lang=pt" 
"S0047-20852012000100006-scl","Insatisfação corporal em universitários de diferentes áreas de conhecimento","Miranda, Valter Paulo Neves, Filgueiras, Juliana Fernandes, Neves, Clara Mockdece, Teixeira, Paula Costa, Ferreira, Maria Elisa Caputo","Jornal Brasileiro de Psiquiatria; 61(1); 25-32","Jornal Brasileiro de Psiquiatria","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852012000100006&lang=pt" 
