"S0042-96862006000400023-spa","Composite index of anthropometric failure (CIAF) classification: is it more useful?","Bhattacharyya, Amiya Kumar","Bulletin of the World Health Organization; 84(4); 335-335","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000400023&lang=pt" 
"S0066-782X2006000400008-scl","Correlação e concordância entre medidas ecocardiográficas obtidas durante o exame no ecocardiógrafo com medidas de imagens digitalizadas: estudo transversal","Hatem, Maria Amélia Bulhões, Castro, Iran, Hatem, Domingos M., Zuccolotto, Marcos, Schuck Júnior, Adalberto, Pellanda, Lucia C., Pandolfo, Fernanda, Feier, Flávia","Arquivos Brasileiros de Cardiologia; 86(4); 283-288","Arquivos Brasileiros de Cardiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2006000400008&lang=pt" 
"S0066-782X2006000400009-scl","Efeitos de um programa de exercício físico não-supervisionado e acompanhado a distância, via internet, sobre a pressão arterial e composição corporal em indivíduos normotensos e pré-hipertensos","Nunes, Ana Paula de Oliveira Barbosa, Rios, Aline Cristina dos Santos, Cunha, Gisela Arsa da, Barretto, Antonio Carlos Pereira, Negrão, Carlos Eduardo","Arquivos Brasileiros de Cardiologia; 86(4); 289-296","Arquivos Brasileiros de Cardiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2006000400009&lang=pt" 
"S0066-782X2006000400006-scl","Análise comparativa da hiperplasia intimal após o implante de stents com e sem sirolimus em artérias coronárias de pequeno calibre","Devito, Fernando Stuchi, Sousa, Amanda G. M. R., Feres, Fausto, Abizaid, Alexandre Antonio Cunha, Staico, Rodolfo, Mattos, Luis Alberto Piva, Tanajura, Luis Fernando Leite, Abizaid, Andréa C. L. S., Chaves, Áurea Jacob, Sousa, J. Eduardo M. R.","Arquivos Brasileiros de Cardiologia; 86(4); 268-275","Arquivos Brasileiros de Cardiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2006000400006&lang=pt" 
"S1807-59322006000200009-scl","Oncologic progression of bone plasmacytomas to multiple myeloma","Bertanha, Fernanda, Boufelli, Gabriela, Camargo, Olavo Pires de, Baptista, André Mathias, Caiero, Marcelo Tadeu, Oliveira, Claudia Regina GCM de, Filippi, Renée","Clinics; 61(2); 139-146","Clinics","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322006000200009&lang=pt" 
"S1807-59322006000200010-scl","Varicella zoster in children attending day care centers","Marcitelli, Ricardo, Bricks, Lucia Ferro","Clinics; 61(2); 147-152","Clinics","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322006000200010&lang=pt" 
"S1807-59322006000200001-scl","No fascículo de abril de 2006 de clinics","Rocha-e-Silva, Mauricio","Clinics; 61(2); 89-92","Clinics","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322006000200001&lang=pt" 
"S1807-59322006000200017-scl","Is there any scientific evidence for the prevention of preeclampsia with low-dose aspirin?: Meta-analysis versus randomized controlled trial to answer this question","Ruano, Rodrigo, Fontes, Rosana S., Zugaib, Marcelo","Clinics; 61(2); 183-184","Clinics","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322006000200017&lang=pt" 
"S1807-59322006000200006-scl","Multilocus genotyping of Cryptosporidium hominis associated with diarrhea outbreak in a day care unit in São Paulo","Gonçalves, Elenice Messias do Nascimento, Silva, Alexandre J. da, Eduardo, Maria Bernadete de Paula, Uemura, Iaiko Horroiva, Moura, Iaci N. S., Castilho, Vera L. Pagliusi, Corbett, Carlos Eduardo Pereira","Clinics; 61(2); 119-126","Clinics","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322006000200006&lang=pt" 
"S1807-59322006000200014-scl","Surgical treatment for eyelid deformity in Crouzon syndrome associated with acanthosis nigricans: case report","Friedhofer, Henri, Ocharan, Alan M. W., Sturtz, Gustavo P., Fonseca, Alexandre S. F., Coltro, Pedro S., Ferreira, Marcus C.","Clinics; 61(2); 171-174","Clinics","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322006000200014&lang=pt" 
"S1807-59322006000200011-scl","Analysis of the immunogenicity and stability of a porcine pulmonary surfactant preparation administered in rabbits","Precioso, Alexander R., Sakae, Paula P.O, Mascaretti, Renata S., Kubrusly, Flávia S., Gebara, Vera C. B. Cainelli, Iourtov, Dmitri, Rebello, Celso M., Vaz, Flávio A. C., Raw, Isaías","Clinics; 61(2); 153-160","Clinics","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322006000200011&lang=pt" 
"S1807-59322006000200012-scl","Oral manifestations of syphilis","Leão, Jair Carneiro, Gueiros, Luiz Alcino, Porter, Stephen R.","Clinics; 61(2); 161-166","Clinics","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322006000200012&lang=pt" 
"S1807-59322006000200003-scl","Comparative analysis between osteosarcoma and Ewing&#039;s sarcoma: evaluation of the time from onset of signs and symptoms until diagnosis","Guerra, Raquel Bezerra, Tostes, Marcelo Duarte, Miranda, Leandro da Costa, Camargo, Olavo Pires de, Baptista, André Mathias, Caiero, Marcelo Tadeu, Machado, Telma Muria dos Santos, Abadi, Márcia Datz, Oliveira, Claudia Regina G.C.M Mendes de, Filippi, Renée Zon","Clinics; 61(2); 99-106","Clinics","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322006000200003&lang=pt" 
"S1807-59322006000200005-scl","Cerebral and cardiac amyloidosis in autopsied elderly individuals","Nunes, Lucas Martins de Exel, Salge, Ana Karina Marques, Oliveira, Flávia Aparecida de, Teixeira, Vicente de Paula A., Reis, Marlene Antônia dos","Clinics; 61(2); 113-118","Clinics","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322006000200005&lang=pt" 
"S1807-59322006000200004-scl","Follow-up of the aneurysmal sac after exclusion and bypass of popliteal artery aneurysms","Wakassa, Tais Bugs, Matsunaga, Patrícia, Silva, Erasmo Simão da, Pinto, Carlos A., Kauffman, Paulo, Aun, Ricardo, Puech-Leão, Pedro","Clinics; 61(2); 107-112","Clinics","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322006000200004&lang=pt" 
"S0066-782X2006000400013-scl","Dissecção espontânea de artéria coronária causando síndrome coronariana aguda","Vasconcelos Filho, Francisco Juarez C., Barreto, José Erirtônio F., Barros, Raimundo Barbosa, Queiroz, Imara C. L., Lima, Rômulo Ronkaly G.","Arquivos Brasileiros de Cardiologia; 86(4); 308-309","Arquivos Brasileiros de Cardiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2006000400013&lang=pt" 
"S0066-782X2006000400012-scl","Ecocardiografia tridimensional em tempo real em paciente portador de cardiomiopatia hipertrófica","Vieira, Marcelo Luiz Campos, Maddukuri, Prasad, Pandian, Natesa G., Mathias Jr., Wilson, Ramires, José A. F.","Arquivos Brasileiros de Cardiologia; 86(4); 306-307","Arquivos Brasileiros de Cardiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2006000400012&lang=pt" 
"S0066-782X2006000400002-scl","Predição de duração de tratamento e recorrência em pacientes portadores de síncope vasovagal: há luz no fim do túnel?","Morillo, Carlos A.","Arquivos Brasileiros de Cardiologia; 86(4); 249-250","Arquivos Brasileiros de Cardiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2006000400002&lang=pt" 
"S0066-782X2006000400001-scl","Stents com eluição de sirolimus para tratamento de estenose em artérias coronárias de pequeno calibre: o que aprendemos?","Costa, Ricardo A., Lansky, Alexandra J.","Arquivos Brasileiros de Cardiologia; 86(4); 245-248","Arquivos Brasileiros de Cardiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2006000400001&lang=pt" 
"S0066-782X2006000400014-scl","Caso 2/06 - insuficiência cardíaca na evolução tardia depois de infarto do miocárdio em mulher de 33 anos de idade","Mangili, Otavio Celeste, Moffa, Paulo J., Benvenuti, Luiz Alberto","Arquivos Brasileiros de Cardiologia; 86(4); 310-316","Arquivos Brasileiros de Cardiologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2006000400014&lang=pt" 
"S0066-782X2006000400010-scl","Aspectos clínicos e terapêuticos da insuficiência cardíaca por doença de Chagas","Braga, Julio Cesar Vieira, Reis, Francisco, Aras, Roque, Costa, Nei Dantas, Bastos, Claudilson, Silva, Renata, Soares, Alana, Moura Júnior, Ademir, Ásfora, Silvana, Latado, Adriana Lopes","Arquivos Brasileiros de Cardiologia; 86(4); 297-302","Arquivos Brasileiros de Cardiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2006000400010&lang=pt" 
"S0066-782X2006000400011-scl","Pseudo-aneurisma iatrogênico de artéria axilar","Seidel, Amélia Cristina, Miranda Jr., Fausto, Fregadolli, Leandro V.","Arquivos Brasileiros de Cardiologia; 86(4); 303-305","Arquivos Brasileiros de Cardiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2006000400011&lang=pt" 
"S0103-50532006000200007-scl","AFM studies and electrochemical characterization of boron-doped diamond surfaces modified with metal oxides by the Sol-Gel method","Suffredini, Hugo B., Salazar-Banda, Giancarlo R., Tanimoto, Sônia T., Calegaro, Marcelo L., Machado, Sergio A. S., Avaca, Luis A.","Journal of the Brazilian Chemical Society; 17(2); 257-264","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000200007&lang=pt" 
"S0103-50532006000200026-scl","Comparative study of ozonized olive oil and ozonized sunflower oil","Díaz, Maritza F., Hernández, Rebeca, Martínez, Goitybell, Vidal, Genny, Gómez, Magali, Fernández, Harold, Garcés, Rafael","Journal of the Brazilian Chemical Society; 17(2); 403-407","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000200026&lang=pt" 
"S0103-50532006000200014-scl","Complexometric determination of thallium(III) using ethanethiol as a selective masking agent","Karthikeyan, J., Parameshwara, P., Shetty, A. Nityananda, Shetty, Prakash","Journal of the Brazilian Chemical Society; 17(2); 316-320","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000200014&lang=pt" 
"S0103-50532006000200016-scl","Direct determination of lead in human urine and serum samples by electrothermal atomic absorption spectrometry and permanent modifiers","Andrada, Daniel, Pinto, Frederico G., Magalhães, Cristina Gonçalves, Nunes, Berta R., Franco, Milton B., Silva, José Bento Borba da","Journal of the Brazilian Chemical Society; 17(2); 328-332","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000200016&lang=pt" 
"S0103-50532006000200020-scl","Preparation of an estuarine sediment quality control material for the determination of trace metals","Hatje, Vanessa, Santos, Denilson S. S. dos, Korn, Maria das Graças A.","Journal of the Brazilian Chemical Society; 17(2); 357-363","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000200020&lang=pt" 
"S0103-50532006000200022-scl","Development of a HPLC method to follow the degradation of phenol by electrochemical or photoelectrochemical treatment","Andrade, Leonardo S., Laurindo, Edison A., Oliveira, Regina V. de, Rocha-Filho, Romeu C., Cass, Quezia B.","Journal of the Brazilian Chemical Society; 17(2); 369-373","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000200022&lang=pt" 
"S0103-50532006000200029-scl","Synthesis of Ent-16-hydroxycleroda-4(18),13-dien-15,16-olide and Ent-cleroda-4(18),13-dien-15,16-olide from (+)-hardwickiic acid","Ide, Regina M., Costa, Marta, Imamura, Paulo M.","Journal of the Brazilian Chemical Society; 17(2); 417-420","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000200029&lang=pt" 
"S0103-50532006000200028-scl","Gas chromatography: mass spectrometry determination of trichothecene mycotoxins in commercial corn harvested in the state of São Paulo, Brazil","Milanez, Thaïs V., Valente-Soares, Lúcia M.","Journal of the Brazilian Chemical Society; 17(2); 412-416","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000200028&lang=pt" 
"S0103-50532006000200031-scl","Indole alkaloid and other constituents from ocotea minarum","Garcez, Walmir S., Garcez, Fernanda R., Silva, Lillian May G. E. da, Shimabukuro, Angela A.","Journal of the Brazilian Chemical Society; 17(2); 426-427","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000200031&lang=pt" 
"S0103-50532006000200013-scl","Kinetic modeling for chemiluminescent radicals in acetylene combustion","Marques, Carla S. T., Benvenutti, Leandro H., Bertran, Celso A.","Journal of the Brazilian Chemical Society; 17(2); 302-315","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000200013&lang=pt" 
"S0103-50532006000200004-scl","Comparative study of Green&#039;s function matrix elements and charge transfers obtained from different partitioning schemes of molecular charge in hydrogen-bonded complexes","Parnaíba-da Silva, Antenor J., Silva, João Bosco P. da, Gama, A. Arnóbio S. da, Ramos, Mozart N.","Journal of the Brazilian Chemical Society; 17(2); 237-242","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000200004&lang=pt" 
"S0103-90162006000200001-scl","Variability of water balance components in a coffee crop in Brazil","Silva, Adriana Lúcia da, Roveratti, Renato, Reichardt, Klaus, Bacchi, Osny Oliveira Santos, Timm, Luis Carlos, Bruno, Isabeli Pereira, Oliveira, Julio César Martins, Dourado Neto, Durval","Scientia Agricola; 63(2); 105-114","Scientia Agricola","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162006000200001&lang=pt" 
"S0103-90162006000200002-scl","Haematological and gill responses in parasitized tilapia from valley of Tijucas River, SC, Brazil","Azevedo, Tatiana Maslowa Pegado de, Martins, Maurício Laterça, Bozzo, Fabiana Rizzi, Moraes, Flávio Ruas de","Scientia Agricola; 63(2); 115-120","Scientia Agricola","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162006000200002&lang=pt" 
"S0103-90162006000200012-scl","Organic carbon determination in histosols and soil horizons with high organic matter content from Brazil","Pereira, Marcos Gervasio, Valladares, Gustavo Souza, Anjos, Lúcia Helena Cunha dos, Benites, Vinícius de Melo, Espíndula Jr., Ademar, Ebeling, Adierson Gilvani","Scientia Agricola; 63(2); 187-193","Scientia Agricola","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162006000200012&lang=pt" 
"S0103-90162006000200010-scl","Environmental impact of the Brazilian Agrarian Reform process from 1985 to 2001","van de Steeg, Jeannette Antoinette, Sparovek, Gerd, Ranieri, Simone Beatriz Lima, Maule, Rodrigo Fernando, Cooper, Miguel, Dourado Neto, Durval, Alves, Marcelo Corrêa","Scientia Agricola; 63(2); 176-183","Scientia Agricola","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162006000200010&lang=pt" 
"S0100-879X2006000400011-scl","Etiology of diarrheal infections in children of Porto Velho (Rondonia, Western Amazon region, Brazil)","Orlandi, P.P., Magalhães, G.F., Matos, N.B., Silva, T., Penatti, M., Nogueira, P.A., Pereira da Silva, L.H.","Brazilian Journal of Medical and Biological Research; 39(4); 507-517","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000400011&lang=pt" 
"S0100-879X2006000400017-scl","Somatic cytogenetic and azoospermia factor gene microdeletion studies in infertile men","Pina-Neto, J.M., Carrara, R.C.V., Bisinella, R., Mazzucatto, L.F., Martins, M.D., Sartoratto, E., Yamasaki, R.","Brazilian Journal of Medical and Biological Research; 39(4); 555-561","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000400017&lang=pt" 
"S0100-879X2006000400003-scl","Chemokines in the cerebrospinal fluid of patients with active and stable relapsing-remitting multiple sclerosis","Moreira, M.A., Souza, A.L.S., Lana-Peixoto, M.A., Teixeira, M.M., Teixeira, A.L.","Brazilian Journal of Medical and Biological Research; 39(4); 441-445","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000400003&lang=pt" 
"S0100-879X2006000400006-scl","L-carnitine as an ergogenic aid for patients with chronic obstructive pulmonary disease submitted to whole-body and respiratory muscle training programs","Borghi-Silva, A., Baldissera, V., Sampaio, L.M.M., Pires-DiLorenzo, V.A., Jamami, M., Demonte, A., Marchini, J.S., Costa, D.","Brazilian Journal of Medical and Biological Research; 39(4); 465-474","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000400006&lang=pt" 
"S0100-879X2006000400008-scl","Minor segmental wall motion abnormalities detected in patients with Chagas&#039; disease have adverse prognostic implications","Pazin-Filho, A., Romano, M.M.D., Almeida-Filho, O.C., Furuta, M.S., Viviani, L.F., Schmidt, A., Marin-Neto, J.A., Maciel, B.C.","Brazilian Journal of Medical and Biological Research; 39(4); 483-487","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000400008&lang=pt" 
"S0100-879X2006000400016-scl","Epidemiological studies in the information and genomics era: experience of the Clinical Genome of Cancer Project in São Paulo, Brazil","Wünsch-Filho, V., Eluf-Neto, J., Lotufo, P.A., da Silva Jr., W.A., Zago, M.A.","Brazilian Journal of Medical and Biological Research; 39(4); 545-553","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000400016&lang=pt" 
"S0100-879X2006000400001-scl","Cannabidiol, a Cannabis sativa constituent, as an antipsychotic drug","Zuardi, A.W., Crippa, J.A.S., Hallak, J.E.C., Moreira, F.A., Guimarães, F.S.","Brazilian Journal of Medical and Biological Research; 39(4); 421-429","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000400001&lang=pt" 
"S0100-879X2006000400012-scl","Effect of a single tetanus-diphtheria vaccine dose on the immunity of elderly people in São Paulo, Brazil","Weckx, L.Y., Divino-Goes, K., Lihama, D.M., Carraro, E., Bellei, N., Granato, C.F.H., de Moraes-Pinto, M.I.","Brazilian Journal of Medical and Biological Research; 39(4); 519-523","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000400012&lang=pt" 
"S0100-879X2006000400015-scl","Risk factors for excess weight loss and hypernatremia in exclusively breast-fed infants","Çaglar, M.K., Özer, I., Altugan, F.S.","Brazilian Journal of Medical and Biological Research; 39(4); 539-544","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000400015&lang=pt" 
"S0100-40422006000200003-scl","Preparação e caracterização de substratos SERS ativos: um estudo da adsorção do cristal violeta sobre nanopartículas de prata","Santana, Henrique de, Zaia, Dimas A. M., Corio, Paola, El Haber, Fady, Louarn, Guy","Química Nova; 29(2); 194-199","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000200003&lang=pt" 
"S0100-40422006000200002-scl","Cálculos teóricos de afinidades por próton de n-alquilaminas usando o método ONIOM","Braga, Ataualpa A. C., Morgon, Nelson H.","Química Nova; 29(2); 187-193","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000200002&lang=pt" 
"S0100-40422006000200001-scl","Competição, sucesso e ética em ciência","Coelho, Fernando","Química Nova; 29(2); 185-185","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000200001&lang=pt" 
"S0100-40422006000200004-scl","Avaliação do óleo essencial de Aloysia sellowii (Briquet) moldenke (Verbenaceae) do Sul do Brasil","Rossato, Marcelo, Santos, Ana Cristina Atti dos, Serafini, Luciana Atti, Agostini, Fabiana, Pansera, Marcia Regina, Wasum, Ronaldo, Barbieri, Rosa Lia","Química Nova; 29(2); 200-202","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000200004&lang=pt" 
"S0100-40422006000200031-scl","A convenient method for the determination of moisture in aromatic plants","Pimentel, Flávio A., Cardoso, Maria das Graças, Salgado, Ana Paula S. P., Aguiar, Priscila M., Silva, Vanisse de F., Morais, Augusto Ramalho de, Nelson, David Lee","Química Nova; 29(2); 373-375","Química Nova","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000200031&lang=pt" 
"S0100-40422006000200014-scl","Emprego do carvão ativado para remoção de cobre em cachaça","Lima, Annete de J. Boari, Cardoso, Maria das Graças, Guerreiro, Mário César, Pimentel, Flávio Araújo","Química Nova; 29(2); 247-250","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000200014&lang=pt" 
"S0100-40422006000200013-scl","Bauer-7-en-3beta-yl acetate: a major constituent of unusual samples of Brazilian propolis","Teixeira, Érica Weinstein, Message, Dejair, Negri, Giuseppina, Salatino, Antonio","Química Nova; 29(2); 245-246","Química Nova","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000200013&lang=pt" 
