"S0717-75262010000300013-chl","Vitaminas C y E para la prevención de las complicaciones de la hipertensión en el embarazo","Vergara R, Angie, Carvajal C., Jorge, Vera PG, Claudio","Revista chilena de obstetricia y ginecología; 75(3); 213-215","Revista chilena de obstetricia y ginecología","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262010000300013&lang=pt" 
"S0120-00622010000100005-col","Una Crítica a las Teorías de Justicia Global: al Realismo, a Rawls, Habermas y Pogge","CORTÉS RODAS, FRANCISCO","Ideas y Valores; 59(142); 93-110","Ideas y Valores","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622010000100005&lang=pt" 
"S0120-00622010000100007-col","Nicolás Gómez Dávila y las Raíces Gnósticas de la Modernidad","ABAD T, ALFREDO A","Ideas y Valores; 59(142); 131-140","Ideas y Valores","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622010000100007&lang=pt" 
"S0120-00622010000100008-col","Lo Que Einstein le Hubiera Dicho a Aristóteles a Propósito de la Dinámica y la Cosmología","CALA VITERY, FAVIO ERNESTO","Ideas y Valores; 59(142); 141-160","Ideas y Valores","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622010000100008&lang=pt" 
"S0120-00622010000100009-col","Fragmento Anónimo Sobre los Pitagóricos, Preservado por Focio (S. IX): Cuyas Posibles Fuentes Pueden Incluir el Perdido Tratado Aristotélico Sobre los Pitagóricos","HASLER, JOHANN F. W","Ideas y Valores; 59(142); 161-167","Ideas y Valores","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622010000100009&lang=pt" 
"S0120-00622010000100013-col","Dascal, Marcelo. Interpretaçao e compreençao, trad. Márcia Heloisa Lima da Rocha, supervisada por el autor. São Paulo: Ed. Unisinos, 2005. 729 p","VELASCO, JULIO CÉSAR","Ideas y Valores; 59(142); 182-184","Ideas y Valores","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622010000100013&lang=pt" 
"S0120-00622010000100012-col","Zalamea, Fernando. Filosofía sintética de las matemáticas contemporáneas. Bogotá: Editorial Universidad Nacional de Colombia, Colección Obra Selecta, 2009. 231 p","VILLAVECES, ANDRÉS","Ideas y Valores; 59(142); 174-182","Ideas y Valores","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622010000100012&lang=pt" 
"S0120-00622010000100011-col","Zalamea, Fernando. “En el signo de Jonás”. En: América, una trama integral. Transversalidad, bordes y abismos en la cultura americana, s. xix y xx. Bogotá: Universidad Nacional de Colombia, Biblioteca Abierta, 2009.","ACOSTA LÓPEZ, MARÍA DEL ROSARIO","Ideas y Valores; 59(142); 171-174","Ideas y Valores","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622010000100011&lang=pt" 
"S0120-00622010000100010-col","Sánchez, Miguel Ángel: Bachelard: la voluntad de imaginar o el oficio de ensoñar. Bogotá: Siglo del Hombre Editores, Bogotá: Universidad de La Sabana, 2009. 166 p.","DÍAZ, JORGE AURELIO","Ideas y Valores; 59(142); 169-171","Ideas y Valores","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622010000100010&lang=pt" 
"S0120-00622010000100015-col","Rosas, Alejandro. Reseña: Munévar,G. La evolución y la verdad desnuda. Un enfoque darwinista de la filosofía","ZAVADIVKER, MARÍA NATALIA","Ideas y Valores; 59(142); 199-210","Ideas y Valores","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622010000100015&lang=pt" 
"S0120-00622010000100014-col","Cely, Flor Emilce y Duica, William (eds.). Intersubjetividad: ensayos filosóficos sobre autoconciencia, sujeto y acción. Bogotá: Universidad Nacional de Colombia, 2009. 293 p","ÁVILA CAÑAMARES, IGNACIO","Ideas y Valores; 59(142); 184-197","Ideas y Valores","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622010000100014&lang=pt" 
"S0120-00622010000100006-col","Alcance y Pertinencia de las Lecturas Éticas del Tractatus de Wittgenstein","MARTÍNEZ, HORACIO LUJÁN","Ideas y Valores; 59(142); 111-130","Ideas y Valores","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622010000100006&lang=pt" 
"S0044-59672010000200008-scl","Avaliação do potencial de utilização da madeira de Schizolobium amazonicum &quot;Paricá&quot; e Cecropia hololeuca &quot;Embaúba&quot; para produção de painéis aglomerados","Iwakiri, Setsuo, Zeller, Florian, Pinto, Juliana Afonso, Ramirez, Maria Guadalupe Lomeli, Souza, Marina Moura, Seixas, Rodrigo","Acta Amazonica; 40(2); 303-308","Acta Amazonica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672010000200008&lang=pt" 
"S0044-59672010000200009-scl","Efeito da calagem e da correção dos teores de Ca e Mg do solo sobre o crescimento de mudas de angelim-pedra (Dinizia excelsa Ducke)","Sena, Juliana dos Santos, Tucci, Carlos Alberto Franco, Lima, Hedinaldo Narciso, Hara, Francisco Adilson dos Santos","Acta Amazonica; 40(2); 309-317","Acta Amazonica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672010000200009&lang=pt" 
"S0044-59672010000200013-scl","Impactos do agrupamento do bambu Actinocladum verticillatum (Nees) McClure ex Soderstr. (POACEAE) sobre a vegetação lenhosa de duas fitofisionomias de Cerrado na transição Cerrado-Floresta Amazônica","Silvério, Divino Vicente, Mews, Henrique Augusto, Lenza, Eddie, Marimon, Beatriz Schwantes","Acta Amazonica; 40(2); 347-355","Acta Amazonica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672010000200013&lang=pt" 
"S0044-59672010000200019-scl","Influência do pH e temperatura sobre a atividade amilolítica de rizóbios isolados de solos da Amazônia","Oliveira, Arlem Nascimento de, Flor, Nathália Siqueira, Oliveira, Luiz Antonio de","Acta Amazonica; 40(2); 401-404","Acta Amazonica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672010000200019&lang=pt" 
"S0044-59672010000200018-scl","Notes on necrophagous flies (Diptera: Calyptratae) associated to fish carrion in Colombian Amazon","Amat, Eduardo","Acta Amazonica; 40(2); 397-400","Acta Amazonica","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672010000200018&lang=pt" 
"S0044-59672010000200020-scl","Detecção de rotavírus em um cão doméstico na cidade de Manaus-AM","Pimentel, Renah Boanerges de Queiroz, Costa, Cristóvão Alves da","Acta Amazonica; 40(2); 405-408","Acta Amazonica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672010000200020&lang=pt" 
"S0044-59672010000200005-scl","Efeito de diferentes reguladores de crescimento na regeneração in vitro de pau-rosa (Aniba rosaeodora Ducke)","Jardim, Lyana Silva, Sampaio, Paulo de Tarso Barbosa, Costa, Suely de Souza, Gonçalves, Cláudia de Queiroz Blair, Brandão, Hélio Leonardo Moura","Acta Amazonica; 40(2); 275-279","Acta Amazonica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672010000200005&lang=pt" 
"S0211-69952010000300018-esp","Hemodiálisis 4 días a la semana: una alternativa eficaz en el control de la tensión arterial y en alcanzar el peso objetivo posterior a la diálisis","Molina Ordas, Álvaro, Rodríguez Gómez, Maria Astrid, Sánchez Hernández, Rosa, Fernández-Reyes Luis, María José, Heras Benito, Manuel, Álvarez-Ude Cotera, Fernando","Nefrología (Madrid); 30(3); 369-370","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300018&lang=pt" 
"S0211-69952010000300005-esp","Incorporación de un psicólogo en un servicio de nefrología: criterios y proceso","García-Llana, Helena, Barbero, J., Olea, T., Jiménez, C., Peso, G. del, Miguel, J.L., Sánchez, R., Celadilla, O., Trocoli, F., Argüello, M.T., Selgas, R.","Nefrología (Madrid); 30(3); 297-303","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300005&lang=pt" 
"S0211-69952010000300004-esp","Uso de bifosfonatos en la enfermedad renal crónica","Torregrosa, José-Vicente, Ramos, Ana María","Nefrología (Madrid); 30(3); 288-296","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300004&lang=pt" 
"S0211-69952010000300021-esp","Metoxi-polietilenglicol epoetina beta (Mircera®) en el tratamiento de una paciente con enfermedad renal crónica y que presenta hipersensibilidad retardada a otras epoetinas","Dávila Fajardo, Cristina Lucía, Peña Ortega, María, Cabeza Barrera, José, Prados Garrido, Mª Dolores","Nefrología (Madrid); 30(3); 372-373","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300021&lang=pt" 
"S0211-69952010000300011-esp","¿Los quistes renales simples son otra forma de manifestación de prelitiasis en la infancia?","García Nieto, Víctor, Dublan García, K., Luis Yanes, M.I.","Nefrología (Madrid); 30(3); 337-341","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300011&lang=pt" 
"S0211-69952010000300025-esp","Seudooclusión intestinal por carbonato de lantano","Pobes Martínez de Salinas, Alfonso, Blanco Rodríguez, Isabel, Quiñones Ortiz, Luis, Suárez Laurés, Ana","Nefrología (Madrid); 30(3); 376-376","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300025&lang=pt" 
"S0211-69952010000300016-esp","Comentario a Valoración de la nueva ecuación CDK-EPI","Escribano Serrano, José, Bautista Martín, Teresa J., Michán Doña, Alfredo L.","Nefrología (Madrid); 30(3); 367-368","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300016&lang=pt" 
"S0211-69952010000300027-esp","Deterioro de función renal asociado a hipotiroidismo","Petkov Stoyanov, Vladimir, Martín Navarro, Juan A., Mérida Herrero, Evangelina, Gutiérrez Sánchez, Mª José","Nefrología (Madrid); 30(3); 378-380","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300027&lang=pt" 
"S0211-69952010000300020-esp","Tratamiento con hierro intravenoso y nivel de ferritina","Fernández-Gallego, Juan, Martín, María Adoración, Sujan, Seema, Vega, Encarnación","Nefrología (Madrid); 30(3); 371-372","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300020&lang=pt" 
"S0211-69952010000300024-esp","Rechazo agudo en el injerto pancreático","Guitián Pena, Ana, Alonso Hernández, Ángel","Nefrología (Madrid); 30(3); 374-376","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300024&lang=pt" 
"S0211-69952010000300026-esp","Gestación en enfermedad renal crónica avanzada","Merino, José Luis, Espejo, Beatriz, Ferreiro, Pilar, Bueno, Blanca, Paraiso, Vicente","Nefrología (Madrid); 30(3); 376-378","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300026&lang=pt" 
"S0211-69952010000300014-esp","Colocación de catéter de diálisis peritoneal por laparoscopia: descripción y resultados de una técnica propia de dos puertos","García-Cruz, Eduard, Vera-Rivera, M., Corral Moro, J.M., Mallafré-Sala, J.M., Alcaraz, A.","Nefrología (Madrid); 30(3); 354-359","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300014&lang=pt" 
"S0211-69952010000300001-esp","NEFROLOGÍA digital: Un proyecto para los próximos años","Alcázar Arroyo, Roberto, Quereda, Carlos","Nefrología (Madrid); 30(3); 271-274","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300001&lang=pt" 
"S0211-69952010000300013-esp","Pauta de infusión manual automatizada: una forma práctica de prescribir la hemodiafiltración on-line posdilucional","Maduell Canals, Francisco, Arias, M., Garro Martínez, J., Vera, M., Fontseré, N., Barros, X., Massó, E., Martina, M.N., Sentis, A., Durán, C., Bergada, E., Cases, A., Campistol, J.M.","Nefrología (Madrid); 30(3); 349-353","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300013&lang=pt" 
"S0211-69952010000300002-esp","Nefroangioesclerosis: La cenicienta de la enfermedad renal crónica","Marín, Rafael, Gorostidi, Manuel, Diez Ojea, Beatriz","Nefrología (Madrid); 30(3); 275-279","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300002&lang=pt" 
"S0211-69952010000300012-esp","Prevalencia de enfermedad cardiovascular en la uremia y relevancia de los factores de riesgo cardiovascular","Collado Nieto, Silvia, Coll, E., Deulofeu, R., Guerrero, L., Pons, M., Cruzado, J.M., Torre, B. de la, Vera, M., Azqueta, M., Nicolau, C., Cases, A.","Nefrología (Madrid); 30(3); 342-348","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300012&lang=pt" 
"S0211-69952010000300006-esp","Enfermedad vascular hipertensiva: evolución de la incidencia en el período 1991-2007 y supervivencia antes de la enfermedad renal terminal","Robles Pérez-Monteoliva, Nicolás Roberto, Romero, B., Bureo, N., Macías, R., Sánchez Casado, E., Cubero, J.J.","Nefrología (Madrid); 30(3); 304-309","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300006&lang=pt" 
"S0211-69952010000300003-esp","El acceso vascular para hemodiálisis: la asignatura pendiente","Roca Tey, Ramon","Nefrología (Madrid); 30(3); 280-287","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300003&lang=pt" 
"S0211-69952010000300009-esp","Comparación de cuatro métodos de medición de la tasa de filtración glomerular con depuración de inulina en individuos sanos y en pacientes con insuficiencia renal","Hernández Ocampo, José, Torres Rosales, Aìda, Rodríguez Castellanos, Francisco","Nefrología (Madrid); 30(3); 324-330","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300009&lang=pt" 
"S0211-69952010000300008-esp","Enfermedad renal ateroembólica: un análisis de los factores clínicos y terapéuticos que influyen en su evolución","Gutiérrez Solís, Elena, Morales, E., Rodríguez Jornet, A., Andreu, F.J., Rivera, F., Vozmediano, C., Gutiérrez, E., Igarzábal, A., Enguita, A.B., Praga, M.","Nefrología (Madrid); 30(3); 317-323","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300008&lang=pt" 
"S0102-79722010000200010-scl","Percursos da gravidez na adolescência: estudo longitudinal após uma década da gestação","Oliveira-Monteiro, Nancy Ramacciotti de","Psicologia: Reflexão e Crítica; 23(2); 278-288","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000200010&lang=pt" 
"S0102-79722010000200021-scl","Análisis bibliométrico de las revistas multidisciplinares de psicología recientemente incorporadas en la Web of Science (2008-2009)","Quevedo-Blasco, Raúl, López-López, Wilson","Psicologia: Reflexão e Crítica; 23(2); 384-408","Psicologia: Reflexão e Crítica","Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000200021&lang=pt" 
"S0102-79722010000200022-scl","Errata","","Psicologia: Reflexão e Crítica; 23(2); 409-409","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000200022&lang=pt" 
"S0211-69952010000300010-esp","Cálculo del Kt como indicador de calidad en el área de adecuación en hemodiálisis","Molina Núñez, Manuel, Roca Meroño, S., Alcorcón Jiménez, R.M. de, García Hernández, M.A., Jimeno Griñó, C., Álvarez Fernández, G.M., Navarro Parreño, M.J., Pérez Silva, F.M.","Nefrología (Madrid); 30(3); 331-336","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300010&lang=pt" 
"S0211-69952010000300015-esp","Marcadores de desdiferenciación podocitaria en paciente con glomerulonefritis colapsante","Redondo Pachón, M. Dolores, Ortega Salas, Rosa, Moyano Peregrín, Cayetana, López Andreu, María, Espinosa Hernández, Mario, Romera Segorbe, Ana, González Menchén, Alberto, Pérez-Seoane, Carlos, López Rubio, Fernando, Aljama García, Pedro","Nefrología (Madrid); 30(3); 360-366","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300015&lang=pt" 
"S0211-69952010000300019-esp","Cambio en la normativa de dispensación de inmunosupresores en el paciente sometido a un trasplante renal","Gulín Dávila, Jaime, López Rodríguez, Inmaculada","Nefrología (Madrid); 30(3); 370-371","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300019&lang=pt" 
"S0211-69952010000300017-esp","Las recomendaciones clínicas: una oportunidad para trasladar la investigación desde las redes de investigación a través de las Sociedades científicas","Selgas, Rafael","Nefrología (Madrid); 30(3); 368-368","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300017&lang=pt" 
"S0211-69952010000300022-esp","Deterioro de función renal por útero miomatoso","Rodriguez, Alejandra, Guerra, Rita, Silva, Diego","Nefrología (Madrid); 30(3); 373-374","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300022&lang=pt" 
"S0211-69952010000300023-esp","Henoch-Schönlein nephritis triggered by Salmonella enteritidis infection","Venuta, Andrea, Balli, Fiorella","Nefrología (Madrid); 30(3); 374-374","Nefrología (Madrid)","Inglês","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300023&lang=pt" 
"S0211-69952010000300007-esp","Los modelos de atención al acceso vascular condicionan resultados heterogéneos en los centros de una misma comunidad","Gruss Vergara, Enrique, Portolés, J., Caro, P., Merino, J. L., López-Sánchez, P., Tato, A., Rubio, E., Vigil, A., Albalate, M., Hernández, J., Fernández, M., Sanz, P.","Nefrología (Madrid); 30(3); 310-316","Nefrología (Madrid)","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952010000300007&lang=pt" 
"S0102-79722010000200001-scl","O impacto do transplante hepático infantil na dinâmica familiar","Anton, Márcia Camaratta, Piccinini, Cesar Augusto","Psicologia: Reflexão e Crítica; 23(2); 187-197","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000200001&lang=pt" 
"S0102-79722010000200008-scl","&quot;Em meu gesto existe o teu gesto&quot;: corporeidade na inclusão de crianças deficientes","Scorsolini-Comin, Fabio, Amorim, Katia de Souza","Psicologia: Reflexão e Crítica; 23(2); 261-269","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000200008&lang=pt" 
"S0102-79722010000200009-scl","Sentido de vida na fase adulta e velhice","Sommerhalder, Cinara","Psicologia: Reflexão e Crítica; 23(2); 270-277","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000200009&lang=pt" 
"S0102-79722010000200011-scl","O envolvimento parental após a separação/divórcio","Grzybowski, Luciana Suárez, Wagner, Adriana","Psicologia: Reflexão e Crítica; 23(2); 289-298","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000200011&lang=pt" 
"S0102-79722010000200013-scl","Estratégias comunicativas de pessoas com doença de Alzheimer","Brandão, Lenisa, Parente, Maria Alice de Mattos Pimenta, Peña-Casanova, Jordi","Psicologia: Reflexão e Crítica; 23(2); 308-316","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000200013&lang=pt" 
"S0102-79722010000200017-scl","Escala fatorial de socialização: versão reduzida: seleção de itens e propriedades psicométricas","Nunes, Maiana Farias Oliveira, Muniz, Monalisa, Nunes, Carlos Henrique Sancineto da Silva, Primi, Ricardo, Miguel, Fabiano Koich","Psicologia: Reflexão e Crítica; 23(2); 345-353","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000200017&lang=pt" 
"S0102-79722010000200018-scl","Emoções nas ruas: uso do &quot;Test of Emotions Comprehension&quot; em crianças em situação de trabalho na rua","Minervino, Carla Alexandra da Silva Moita, Dias, Maria da Graça Bompastor Borges, Silveira, Natércia Janine Dantas da, Roazzi, Antonio","Psicologia: Reflexão e Crítica; 23(2); 354-361","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000200018&lang=pt" 
"S0102-79722010000200019-scl","Psicologia, cognição e sucesso escolar: concepção e validação dum programa de estratégias de aprendizagem","Pocinho, Margarida Maria Ferreira Diogo Dias","Psicologia: Reflexão e Crítica; 23(2); 362-373","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000200019&lang=pt" 
"S0102-79722010000200020-scl","Debates feministas sobre pornografia heteronormativa: estéticas e ideologias da sexualização","Pinto, Pedro, Nogueira, Maria da Conceição, Oliveira, João Manuel de","Psicologia: Reflexão e Crítica; 23(2); 374-383","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000200020&lang=pt" 
"S0102-79722010000200016-scl","Pais por inteiro: avaliação preliminar da eficácia de uma intervenção em grupo para pais divorciados","Lamela, Diogo, Castro, Maria, Figueiredo, Bárbara","Psicologia: Reflexão e Crítica; 23(2); 334-344","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000200016&lang=pt" 
"S1676-26492010000200007-scl","Non-traumatic fracture of the femur in a infant with recurrent epileptic seizures: case report","Melo, Áurea Nogueira de, Medeiros, Lívia Lucena de, Nobre, Rogério Maciel, Moreira Neto, Manuel, Fonseca, Antônio Sérgio Macedo","Journal of Epilepsy and Clinical Neurophysiology; 16(2); 77-79","Journal of Epilepsy and Clinical Neurophysiology","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-26492010000200007&lang=pt" 
