"S0864-21252007000400001-cub","Promoción de salud versus pobreza","Luna Morales, Cristina, Gandul Salabarría, Luis","Revista Cubana de Medicina General Integral; 23(4); -","Revista Cubana de Medicina General Integral","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252007000400001&lang=pt" 
"S0102-69922007000300014-scl","Rádio comunitária, espaço público e democracia: estudos de casos na França e no Brasil","Leal, Sayonara de Amorim Gonçalves","Sociedade e Estado; 22(3); 784-785","Sociedade e Estado","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69922007000300014&lang=pt" 
"S0102-69922007000300015-scl","","Cavalcanti, Alberto Roseiro","Sociedade e Estado; 22(3); 785-787","Sociedade e Estado","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69922007000300015&lang=pt" 
"S0102-69922007000300013-scl","Desaparecidos civis: conflitos familiares, institucionais e segurança pública","Oliveira, Dijaci David de","Sociedade e Estado; 22(3); 783-784","Sociedade e Estado","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69922007000300013&lang=pt" 
"S0034-74342007000400010-col","Large foetal sacrococcygeal teratoma complicated by preterm premature rupture of membranes and maternal preeclampsia","Villa, Juan C, Visintine, John, Berghella, Vincenzo","Revista Colombiana de Obstetricia y Ginecología; 58(4); 322-327","Revista Colombiana de Obstetricia y Ginecología","Inglês","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342007000400010&lang=pt" 
"S0034-74342007000400011-col","Neuroblastoma congénito metastásico: Reporte de caso","Olaya, Natalia, Gil, Mónica","Revista Colombiana de Obstetricia y Ginecología; 58(4); 328-332","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342007000400011&lang=pt" 
"S0034-74342007000400009-col","Hipotiroidismo en el embarazo","Macchia, Carla Lorena, Sánchez-Flórez, Javier Augusto","Revista Colombiana de Obstetricia y Ginecología; 58(4); 316-321","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342007000400009&lang=pt" 
"S0034-74342007000400008-col","El síndrome de ovarios poliquísticos y su rol potencial en la patogénesis de la hipertensión inducida por el embarazo","Kuzmar-Daza, Leyla Margarita, Díaz-Yamal, Ivonne, Pérez-Agudelo, Luis Ernesto","Revista Colombiana de Obstetricia y Ginecología; 58(4); 309-315","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342007000400008&lang=pt" 
"S0034-74342007000400005-col","Predicción del acretismo placentario con ultrasonido Doppler en el Hospital Universitario de Neiva: Estudio de cohorte","Ferreira Narváez, Fidel Ernesto, Angulo Carvallo, Mónica","Revista Colombiana de Obstetricia y Ginecología; 58(4); 290-295","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342007000400005&lang=pt" 
"S0034-74342007000400004-col","Fertilidad después del tratamiento laparoscópico del embarazo ectópico, en la Clínica del Prado en Medellín, Colombia: Estudio de cohorte","De los Ríos, José F, Sánchez, Enrique, Matta, Gabriel J, Jaramillo, Mauricio, Arango, Adriana M","Revista Colombiana de Obstetricia y Ginecología; 58(4); 248-289","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342007000400004&lang=pt" 
"S0034-74342007000400007-col","La suplementación con hierro y el aumento del estrés oxidativo en el embarazo: una paradoja poco discutida","Calderón-Vélez, Juan Camilo","Revista Colombiana de Obstetricia y Ginecología; 58(4); 304-308","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342007000400007&lang=pt" 
"S0034-74342007000400006-col","Conflicto de intereses","Barrios-Vásquez, Santiago","Revista Colombiana de Obstetricia y Ginecología; 58(4); 296-303","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342007000400006&lang=pt" 
"S0034-74342007000400001-col","La Ley del Talento Humano: un gran momento para el fortalecimiento del gremio de la salud","Jaramillo Villarreal, Héctor","Revista Colombiana de Obstetricia y Ginecología; 58(4); 266-267","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342007000400001&lang=pt" 
"S0034-74342007000400003-col","Escala de Edinburgh para depresión posparto: consistencia interna y estructura factorial en mujeres embarazadas de Cartagena, Colombia","Campo-Arias, Adalberto, Ayola-Castillo, Cristian, Peinado-Valencia, Henry Miguel, Amor-Parra, Maribel, Cogollo, Zuleima","Revista Colombiana de Obstetricia y Ginecología; 58(4); 277-283","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342007000400003&lang=pt" 
"S0034-74342007000400002-col","Pronóstico del cáncer cérvico uterino estadios IIB-IIIB tratados con radio quimioterapia: experiencia Hospital Van Buren, Valparaíso, Chile","Solís, José Antonio, Silva, Mónica, Bravo, Erasmo, León, Marielisa, Merino, Guillermo, Díaz, Rodrigo, Franck, Christian, Egaña, Javier, Martínez, Soledad, Rosso, Karina","Revista Colombiana de Obstetricia y Ginecología; 58(4); 268-276","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342007000400002&lang=pt" 
"S0048-77322007000400007-ven","Infertilidad y endometriosis","Torres-Cepeda, Duly, Delgado-Delgado, Oneida, Colmenares-Vega, María, Sounghi-Sinhi, Doris, Reyna-Villasmil, Eduardo","Revista de Obstetricia y Ginecología de Venezuela; 67(4); 268-274","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322007000400007&lang=pt" 
"S0048-77322007000400006-ven","Modificaciones fisiológicas del embarazo e implicaciones farmacológicas: maternas, fetales y neonatales","Tejada Pérez, Paúl, Cohen, Aaron, Font Arreaza, Ingrid J, Bermúdez, Carlos, Schuitemaker Requena, Juan B","Revista de Obstetricia y Ginecología de Venezuela; 67(4); 246-267","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322007000400006&lang=pt" 
"S0048-77322007000400005-ven","Citología cervical de trabajadoras sexuales y mujeres del servicio de planificación familiar de la Unidad Sanitaria de Los Teques","De Sousa, Andrea, Mata, Gloria, Camejo, María Isabel","Revista de Obstetricia y Ginecología de Venezuela; 67(4); 238-245","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322007000400005&lang=pt" 
"S0048-77322007000400004-ven","Extracción de cuerpos extraños intrauterinos","Sánchez-Boccaccio, Christian, Brito-Pérez, María A","Revista de Obstetricia y Ginecología de Venezuela; 67(4); 233-237","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322007000400004&lang=pt" 
"S0048-77322007000400003-ven","Relación entre mortalidad perinatal y consulta prenatal Hospital &quot;Dr. Adolfo Prince Lara&quot; 1997-2006","Faneite, Pedro, Rivera, Clara, Faneite, Josmery","Revista de Obstetricia y Ginecología de Venezuela; 67(4); 228-232","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322007000400003&lang=pt" 
"S0048-77322007000400002-ven","Aspectos psicológicos y sociales que influyen en la elaboración del trabajo de grado","Pérez-Rancel, María","Revista de Obstetricia y Ginecología de Venezuela; 67(4); 222-227","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322007000400002&lang=pt" 
"S0048-77322007000400001-ven","¿Cesárea una panacea?","Zighelboim, Itic, Sánchez R, Williams","Revista de Obstetricia y Ginecología de Venezuela; 67(4); 217-221","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322007000400001&lang=pt" 
