"S0212-71992002000900019-esp","Los artículos de revisión deberían tener más en cuenta las publicaciones españolas","Botella de Maglia, J., Belenguer Tarín, J. E.","Anales de Medicina Interna; 19(9); 69-70","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000900019&lang=pt" 
"S0212-71992002000900007-esp","Neumonía causada por Corynebacterium pseudodiphteriticum: una entidad a conocer","Aspiroz Sancho, C., Agustín Berne, A., Navarro Pardos, C., Sañudo Blasco, B., Teller Justes, P.","Anales de Medicina Interna; 19(9); 29-31","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000900007&lang=pt" 
"S0212-71992002000900004-esp","Prevalencia de obesidad en pacientes médicos hospitalizados","Carrasco Sánchez, F. J., Díaz Alcaide, F., Marín Fernández, Y., Chaparro Moreno, I., Pujol de la Llave, E.","Anales de Medicina Interna; 19(9); 19-22","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000900004&lang=pt" 
"S0212-71992002000900006-esp","Discinesia ciliar primaria, a propósito de un caso atípico","Martínez Albadalejo, M., Pignatelli Albarracín, F., Orts Arqueros, C., Torre Álvaro, J. de la, Berlinches Acín, P.","Anales de Medicina Interna; 19(9); 26-28","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000900006&lang=pt" 
"S0212-71992002000900005-esp","Linfoma T primario intestinal: a propósito de dos casos con revisión de la literatura","Molina Villaverde, R, Jiménez Gordo, A., López González, J. L., Redondo Sánchez, A., Andreu Rodríguez, M., González Barón, M.","Anales de Medicina Interna; 19(9); 23-25","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000900005&lang=pt" 
"S0212-71992002000900010-esp","Infecciones por Arcanobacterium haemolyticum: un patógeno emergente","Puerto Alonso, J. L., García-Martos, P., Girón González, J. A.","Anales de Medicina Interna; 19(9); 43-46","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000900010&lang=pt" 
"S0103-90162002000300001-scl","Reference evapotranspiration based on class A pan evaporation","Conceição, Marco Antônio Fonseca","Scientia Agricola; 59(3); 417-420","Scientia Agricola","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300001&lang=pt" 
"S0103-90162002000300010-scl","Dislodgeable residues of methamidophos in staked tomatoes","Evaristo, Arlinda, Baptista, Gilberto Casadei de","Scientia Agricola; 59(3); 469-473","Scientia Agricola","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300010&lang=pt" 
"S0103-90162002000300007-scl","Income-elasticity of poultry meat consumption in metropolitan areas of Brazil","Bacchi, Miriam Rumenos Piedade, Spolador, Humberto Francisco Silva","Scientia Agricola; 59(3); 451-455","Scientia Agricola","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300007&lang=pt" 
"S0103-90162002000300012-scl","Simulation of mixed models in augmented block design","Santos, Aladir Horacio, Bearzoti, Eduardo, Ferreira, Daniel Furtado, Silva Filho, João Luís da","Scientia Agricola; 59(3); 483-489","Scientia Agricola","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300012&lang=pt" 
"S0103-90162002000300029-scl","The baltic environmental information dissemination system: using environmental informatics as a tool for sustainable development in the Baltic Sea region","Leal Filho, Walter","Scientia Agricola; 59(3); 605-611","Scientia Agricola","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300029&lang=pt" 
"S0103-90162002000300019-scl","Adição de Zn e absorção, translocação e utilização de Zn e P por cultivares de cafeeiro","Reis Jr., Roberto dos Anjos, Martinez, Hermínia E. P.","Scientia Agricola; 59(3); 537-542","Scientia Agricola","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300019&lang=pt" 
"S0103-90162002000300021-scl","Nitrogen fertilizer split-application for corn in no-till succession to black oats","Ceretta, Carlos Alberto, Basso, Claudir José, Diekow, Jeferson, Aita, Celso, Pavinato, Paulo Sérgio, Vieira, Frederico Costa Beber, Vendrusculo, Edson Rodrigo Oliveira","Scientia Agricola; 59(3); 549-554","Scientia Agricola","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300021&lang=pt" 
"S0103-90162002000300028-scl","Produção de amônia anidra e aquamônia enriquecida em 15N a partir de (15NH4)2SO4","Bendassolli, José Albertino, Trivelin, Paulo Cesar Ocheuze, Ignoto, Raquel de Fátima","Scientia Agricola; 59(3); 595-603","Scientia Agricola","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300028&lang=pt" 
"S0103-90162002000300027-scl","Caracterização e avaliação de populações de milho crioulo","Araújo, Pedro Mário de, Nass, Luciano Lourenço","Scientia Agricola; 59(3); 589-593","Scientia Agricola","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300027&lang=pt" 
"S0103-90162002000300025-scl","Biological aspects of the immature stages of Ceraeochrysa everes (Banks) (Neuroptera: Chrysopidae)","Barbosa, Leonardo Rodrigues, Freitas, Sérgio de, Auad, Alexander Machado","Scientia Agricola; 59(3); 581-583","Scientia Agricola","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300025&lang=pt" 
"S0103-90162002000300026-scl","Development and silk production by silkworm larvae after topical application of methoprene","Miranda, José Ednilson, Bortoli, Sérgio Antonio de, Takahashi, Roque","Scientia Agricola; 59(3); 585-588","Scientia Agricola","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300026&lang=pt" 
"S0103-90162002000300002-scl","Decoquinate, lasalocid and monensin for starter feeds and the performance of holstein calves to 20 weeks of age","Nussio, Carla Maris Bittar, Huber, John Tal, Nussio, Luiz Gustavo","Scientia Agricola; 59(3); 421-426","Scientia Agricola","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300002&lang=pt" 
"S0103-90162002000300003-scl","Produtividade do Panicum maximum cv. Mombaça irrigado, sob pastejo rotacionado","Müller, Marcela dos Santos, Fancelli, Antonio Luiz, Dourado-Neto, Durval, García y García, Axel, López Ovejero, Ramiro Fernando","Scientia Agricola; 59(3); 427-433","Scientia Agricola","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300003&lang=pt" 
"S0103-90162002000300005-scl","Alterações bioquímicas e acúmulo em pacus (Metynnis argenteus) expostos ao paclobutrazol","Jonsson, Claudio Martín, Ferracini, Vera Lúcia, Paraíba, Lourival Costa, Rangel, Maurício, Aguiar, Sandra Regina","Scientia Agricola; 59(3); 441-446","Scientia Agricola","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300005&lang=pt" 
"S0103-90162002000300006-scl","Fenólicos e carotenóides totais em pitanga","Lima, Vera Lúcia Arroxelas Galvão de, Mélo, Enayde de Almeida, Lima, Daisyvângela E. da Silva","Scientia Agricola; 59(3); 447-450","Scientia Agricola","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300006&lang=pt" 
"S0103-90162002000300011-scl","Atividade de buprofezin sobre a cigarrinha verde do feijoeiro Empoasca kraemeri (Ross &amp; Moore, 1957) (Hemiptera, Cicadellidae) em condições de laboratório","Moreno, Paulo Rogério, Nakano, Octávio","Scientia Agricola; 59(3); 475-481","Scientia Agricola","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300011&lang=pt" 
"S0103-90162002000300013-scl","Water salinity and initial development of yellow passion fruit","Soares, Frederico Antônio Loureiro, Gheyi, Hans Raj, Viana, Sergio Batista Assis, Uyeda, Claudio Augusto, Fernandes, Pedro Dantas","Scientia Agricola; 59(3); 491-497","Scientia Agricola","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300013&lang=pt" 
"S0103-90162002000300014-scl","Produção e qualidade de folhas de amoreira em função da época do ano e de colheita","Miranda, José Ednilson, Bonacin, Gisele Aparecida, Takahashi, Roque","Scientia Agricola; 59(3); 499-504","Scientia Agricola","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300014&lang=pt" 
"S0103-90162002000300015-scl","Correlações fenotípicas entre caracteres vegetativos e de produção de palmito da palmeira real australiana","Uzzo, Roberta Pierry, Bovi, Marilene Leão Alves, Spiering, Sandra Heiden, Saes, Luiz Alberto","Scientia Agricola; 59(3); 505-511","Scientia Agricola","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300015&lang=pt" 
"S0103-90162002000300016-scl","Curvas de dose-resposta de biótipos resistente e suscetível de Bidens pilosa L. aos herbicidas inibidores da ALS","Christoffoleti, Pedro Jacob","Scientia Agricola; 59(3); 513-519","Scientia Agricola","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300016&lang=pt" 
"S0103-90162002000300017-scl","Isoenzymatic variability of cassava accessions from different regions in Brazil","Cabral, Betânia Lúcia Rocha, Souza, Joelson Araújo de, Ando, Akihiko, Veasey, Elizabeth Ann, Cardoso, Eloisa Maria Ramos","Scientia Agricola; 59(3); 521-527","Scientia Agricola","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300017&lang=pt" 
"S0103-90162002000300018-scl","Variability of soybean germplasm in relation to phosphorus uptake and use efficiency","Furlani, Ângela Maria Cangiani, Furlani, Pedro Roberto, Tanaka, Roberto Tetsuo, Mascarenhas, Hipólito Assunção Antonio, Delgado, Margarida das Dores Paes","Scientia Agricola; 59(3); 529-536","Scientia Agricola","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300018&lang=pt" 
"S0103-90162002000300020-scl","Eficiência de absorção e utilização de fósforo (32P) por mudas de eucalipto e arroz","Luca, Edgar Fernando de, Boaretto, Antonio Enedi, Muraoka, Takashi, Chitolina, José Carlos","Scientia Agricola; 59(3); 543-547","Scientia Agricola","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300020&lang=pt" 
"S0103-90162002000300022-scl","Extração e fitodisponibilidade de metais em resposta à adição de lodo de esgoto no solo","Simonete, Marcia Aparecida, Kiehl, Jorge de Castro","Scientia Agricola; 59(3); 555-563","Scientia Agricola","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300022&lang=pt" 
"S0103-90162002000300023-scl","Soil organisms in organic and conventional cropping systems","Bettiol, Wagner, Ghini, Raquel, Galvão, José Abrahão Haddad, Ligo, Marcos Antônio Vieira, Mineiro, Jeferson Luiz de Carvalho","Scientia Agricola; 59(3); 565-572","Scientia Agricola","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300023&lang=pt" 
"S0103-90162002000300024-scl","Ruminal parameters analyzed in remaining digestion residue of roughages in the in vitro/gas system","Campos, Fábio Prudêncio de, Sampaio, Alexandre Amstalden Moraes, Vieira, Paulo de Figueiredo, Bose, Max Lázaro Vieira, Sarmento, Patrícia","Scientia Agricola; 59(3); 573-579","Scientia Agricola","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300024&lang=pt" 
"S0103-90162002000300030-scl","Conceitos sobre solos coesos e hardsetting","Giarola, Neyde Fabíola Balarezo, Silva, Alvaro Pires da","Scientia Agricola; 59(3); 613-620","Scientia Agricola","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300030&lang=pt" 
"S0103-90162002000300008-scl","Selection of Metarhizium anisopliae (Metsch.) and Beauveria bassiana (Bals.) isolates to control Alabama argillacea (Huebner) caterpillars","César Filho, Everardo, Marques, Edmilson Jacinto, Barros, Reginaldo","Scientia Agricola; 59(3); 457-462","Scientia Agricola","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300008&lang=pt" 
"S0103-90162002000300009-scl","Flutuação populacional e intensidade de infestação da broca-dos-frutos em cupuaçu","Thomazini, Marcílio José","Scientia Agricola; 59(3); 463-468","Scientia Agricola","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300009&lang=pt" 
"S0103-90162002000300004-scl","Meta-análise para estimativas de correlação genética entre pesos ao nascer e desmama de bovinos","Giannotti, Juliana Di Giorgio, Packer, Irineu Umberto, Mercadante, Maria Eugênia Zerlotti","Scientia Agricola; 59(3); 435-440","Scientia Agricola","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162002000300004&lang=pt" 
"S0034-70942002000500018-scl","Réplica: meningite após técnica combinada para analgesia de parto. Relato de caso","Vasquez, Carlos Escobar, Pereira, Raquel da Rocha","Revista Brasileira de Anestesiologia; 52(5); 656-657","Revista Brasileira de Anestesiologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942002000500018&lang=pt" 
"S0034-70942002000500017-scl","Réplica: raquianestesia com a mistura enantiomérica de bupivacaína a 0,5% isobárica (S75-R25) em crianças com idades de 1 a 5 anos para cirurgia ambulatorial","Imbelloni, Luiz Eduardo, Vieira, Eneida Maria, Beato, Lúcia, Sberni, Francine","Revista Brasileira de Anestesiologia; 52(5); 654-656","Revista Brasileira de Anestesiologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942002000500017&lang=pt" 
"S0034-70942002000500010-scl","Pressão arterial do anestesiologista durante o ato anestésico-cirúrgico no período matutino","Aragão, Pedro Wanderley de, Prazeres, João de Oliveira, Aragão, Vânia Maria de Farias, Martins, Carlos Alberto de Souza","Revista Brasileira de Anestesiologia; 52(5); 591-600","Revista Brasileira de Anestesiologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942002000500010&lang=pt" 
"S0034-70942002000500001-scl","Influência do sevoflurano e do isoflurano na recuperação do bloqueio neuromuscular produzido pelo cisatracúrio","Braga, Angélica de Fátima de Assunção, Braga, Franklin Sarmento da Silva, Potério, Glória Maria Braga, Cremonesi, Eugesse, Mauro, Gislaine","Revista Brasileira de Anestesiologia; 52(5); 517-524","Revista Brasileira de Anestesiologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942002000500001&lang=pt" 
"S0034-70942002000500007-scl","Analgesia intra-articular com morfina, bupivacaína ou fentanil após operação de joelho por videoartroscopia","Souza, Rogério Helcias de, Issy, Adriana Machado, Sakata, Rioko Kimiko","Revista Brasileira de Anestesiologia; 52(5); 570-580","Revista Brasileira de Anestesiologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942002000500007&lang=pt" 
"S0034-70942002000500015-scl","O uso de opióides no tratamento da dor crônica não oncológica: o papel da metadona","Ribeiro, Sady, Schmidt, André Prato, Schmidt, Sérgio Renato Guimarães","Revista Brasileira de Anestesiologia; 52(5); 644-651","Revista Brasileira de Anestesiologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942002000500015&lang=pt" 
"S0034-70942002000500014-scl","Uso de medicações por via subaracnóidea no tratamento da dor crônica","Rocha, Anita Perpétua Carvalho, Lemonica, Lino, Barros, Guilherme Antônio Moreira de","Revista Brasileira de Anestesiologia; 52(5); 628-643","Revista Brasileira de Anestesiologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942002000500014&lang=pt" 
"S0034-70942002000500006-scl","Efeito analgésico residual do fentanil em pacientes submetidos a revascularização do miocárdio com circulação extracorpórea","Issy, Adriana Machado, Espada, Eloísa Bonetti, Sakata, Rioko Kimiko, Lanchote, Vera Lúcia, Auler Júnior, José Otávio Costa, Santos, Silvia Regina C. J.","Revista Brasileira de Anestesiologia; 52(5); 562-569","Revista Brasileira de Anestesiologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942002000500006&lang=pt" 
"S0102-05362002000300025-scl","&#039;PARÁ BELO&#039;, um clone do tomateiro adaptado à Amazônia Oriental","Chengk, Simon S., Chu, Elizabeth Y.","Horticultura Brasileira; 20(3); 516-519","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300025&lang=pt" 
"S0102-05362002000300023-scl","Degenerescência de batata-semente básica após um ou dois períodos de cultivo","Daniels, Julio, Silva, Antônio Carlos F., Souza, Zilmar S., Schons, Jurema","Horticultura Brasileira; 20(3); 510-513","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300023&lang=pt" 
"S0102-05362002000300022-scl","Métodos de produção de mudas, distribuição de matéria seca e produtividade de plantas beterraba","Guimarães, Vandeir Francisco, Echer, Márcia M., Minami, Keigo","Horticultura Brasileira; 20(3); 505-509","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300022&lang=pt" 
"S0102-05362002000300021-scl","Produtividade das culturas de alface e rabanete em função da época de estabelecimento do consórcio","Cecilio Filho, Arthur Bernardes, May, André","Horticultura Brasileira; 20(3); 501-504","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300021&lang=pt" 
"S0102-05362002000300015-scl","Seletividade e eficiência agronômica de herbicidas no controle de capim-colchão na cultura da melancia","Maciel, Cleber D.G., Constantin, Jamil, Goto, Rumy","Horticultura Brasileira; 20(3); 474-476","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300015&lang=pt" 
"S0102-05362002000300012-scl","Efecto de una generación de endocría sobre caracteres vegetativos y productivos en dos estructuras familiares de alcaucil","Cravero, Vanina P., López Anido, Fernando S., Cointry, Enrique L.","Horticultura Brasileira; 20(3); 459-464","Horticultura Brasileira","Espanhol","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300012&lang=pt" 
"S0102-05362002000300001-scl","Carta do editor","Giordano, Leonardo de B.","Horticultura Brasileira; 20(3); 409-409","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300001&lang=pt" 
"S0102-05362002000300003-scl","Utilização de diferentes materiais como cobertura morta do solo no cultivo de pimentão","Queiroga, Roberto Cleiton F., Nogueira, Isení Carlos C., Bezerra Neto, Francisco, Moura, Antonio Roberto Brígido de, Pedrosa, Josué Fernandes","Horticultura Brasileira; 20(3); 416-418","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300003&lang=pt" 
"S0102-05362002000300005-scl","Produtividade e principais problemas fitossanitários de cultivares de batata em Sergipe","Nunes, Maria Urbana Corrêa","Horticultura Brasileira; 20(3); 424-427","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300005&lang=pt" 
"S0102-05362002000300008-scl","Seleção de clones de batata para microclimas de altitude no Planalto Central","Peixoto, Nei, Filgueira, Fernando Antonio R., Melo, Paulo Eduardo de, Buso, José Amauri, Monteiro, Jair D., Braz, Leila T., Purquerio, Luis F.V., Hamasaki, Roberto I.","Horticultura Brasileira; 20(3); 438-446","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300008&lang=pt" 
"S0102-05362002000300010-scl","Características agronômicas, produtividade, qualidade de vagens e divergência genética em feijão-vagem de crescimento indeterminado","Peixoto, Nei, Braz, Leila T., Banzatto, David Ariovaldo, Moraes, Ednan A., Moreira, Francisco M.","Horticultura Brasileira; 20(3); 447-451","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300010&lang=pt" 
"S0102-05362002000300011-scl","Influência de materiais orgânicos no desenvolvimento do tomateiro e nas características químicas do solo em ambiente protegido","Mello, Simone C., Vitti, Godofredo C.","Horticultura Brasileira; 20(3); 452-458","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300011&lang=pt" 
"S0102-05362002000300014-scl","Desenvolvimento de plantas, produção e qualidade de bulbos de alho sob condições de deficiência de água no solo","Marouelli, Waldir A., Silva, Washington L. C., Moretti, Celso L.","Horticultura Brasileira; 20(3); 470-473","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300014&lang=pt" 
"S0102-05362002000300016-scl","Produção de coentro cultivado com esterco bovino e adubação mineral","Oliveira, Ademar P., Silva, Virna Raquel F., Santos, Claudiomir S., Araújo, Jucilene S., Nascimento, João T.","Horticultura Brasileira; 20(3); 477-479","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300016&lang=pt" 
"S0102-05362002000300017-scl","Resistência de genótipos de tomateiro ao ácaro rajado","Maruyama, Wilson Itamar, Toscano, Luciana Cláudia, Boiça Júnior, Arlindo L., Barbosa, José Carlos","Horticultura Brasileira; 20(3); 480-484","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300017&lang=pt" 
"S0102-05362002000300026-scl","","","Horticultura Brasileira; 20(3); 520-520","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300026&lang=pt" 
"S0102-05362002000300024-scl","Avaliação de inseticidas no controle de Myzus persicae (sulz.) (homoptera: aphididae) na cultura da alface","Zagonel, Jeferson, Reghin, Marie Y., Dalla Pria, Maristella, Kunz, Reni Pedro","Horticultura Brasileira; 20(3); 514-515","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300024&lang=pt" 
"S0102-05362002000300002-scl","Inseticidas para controle da traça-das-crucíferas: como os agricultores os utilizam no Distrito Federal?","Castelo Branco, Marina, Amaral, Pablo S.T.","Horticultura Brasileira; 20(3); 410-415","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300002&lang=pt" 
"S0102-05362002000300004-scl","Comparação de caracteres morfológicos e agronômicos com moleculares em morangueiros cultivados no Brasil","Conti, José Henrique, Minami, Keigo, Tavares, Flavio Cesar Almeida","Horticultura Brasileira; 20(3); 419-423","Horticultura Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362002000300004&lang=pt" 
